year,bula_h,rentown,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Lower Saxony,Owner,Yes,0.77962,456,560,0.74526,0.81398
2005,Lower Saxony,Owner,No,0.22038,104,560,0.18602,0.25474
2005,Lower Saxony,Tenant,Yes,0.67214,246,377,0.62469,0.71959
2005,Lower Saxony,Tenant,No,0.32786,131,377,0.28041,0.37531
2005,Bremen,Owner,Yes,0.93388,32,32,0.84640,1.02136
2005,North Rhine-Westphalia,Owner,Yes,0.84078,910,1077,0.81892,0.86265
2005,North Rhine-Westphalia,Owner,No,0.15922,167,1077,0.13735,0.18108
2005,North Rhine-Westphalia,Tenant,Yes,0.62141,770,1265,0.59467,0.64815
2005,North Rhine-Westphalia,Tenant,No,0.37859,495,1265,0.35185,0.40533
2005,Hesse,Owner,Yes,0.87573,321,370,0.84207,0.90939
2005,Hesse,Owner,No,0.12427,49,370,0.09061,0.15793
2005,Hesse,Tenant,Yes,0.57380,240,393,0.52485,0.62276
2005,Hesse,Tenant,No,0.42620,153,393,0.37724,0.47515
2005,"Rhineland-Palatinate, Saarland",Owner,Yes,0.78940,299,385,0.74862,0.83018
2005,"Rhineland-Palatinate, Saarland",Owner,No,0.21060,86,385,0.16982,0.25138
2005,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.53014,154,290,0.47260,0.58769
2005,"Rhineland-Palatinate, Saarland",Tenant,No,0.46986,136,290,0.41231,0.52740
2005,Baden-Wuerttemberg,Owner,Yes,0.83201,560,670,0.80368,0.86034
2005,Baden-Wuerttemberg,Owner,No,0.16799,110,670,0.13966,0.19632
2005,Baden-Wuerttemberg,Tenant,Yes,0.57152,375,644,0.53327,0.60977
2005,Baden-Wuerttemberg,Tenant,No,0.42848,269,644,0.39023,0.46673
2005,Bavaria,Owner,Yes,0.83605,724,849,0.81113,0.86097
2005,Bavaria,Owner,No,0.16395,125,849,0.13903,0.18887
2005,Bavaria,Tenant,Yes,0.63005,444,694,0.59410,0.66599
2005,Bavaria,Tenant,No,0.36995,250,694,0.33401,0.40590
2005,Berlin,Owner,Yes,0.75266,62,62,0.64438,0.86093
2005,Berlin,Tenant,Yes,0.58189,226,379,0.53216,0.63161
2005,Berlin,Tenant,No,0.41811,153,379,0.36839,0.46784
2005,Brandenburg,Owner,Yes,0.71569,139,184,0.65033,0.78105
2005,Brandenburg,Owner,No,0.28431,45,184,0.21895,0.34967
2005,Brandenburg,Tenant,Yes,0.60255,168,284,0.54554,0.65957
2005,Brandenburg,Tenant,No,0.39745,116,284,0.34043,0.45446
2005,Mecklenburg-Western Pomerania,Owner,Yes,0.69116,88,88,0.59407,0.78824
2005,Mecklenburg-Western Pomerania,Tenant,Yes,0.60507,99,156,0.52812,0.68203
2005,Mecklenburg-Western Pomerania,Tenant,No,0.39493,57,156,0.31797,0.47188
2005,Saxony,Owner,Yes,0.75922,251,321,0.71237,0.80606
2005,Saxony,Owner,No,0.24078,70,321,0.19394,0.28763
2005,Saxony,Tenant,Yes,0.67039,335,485,0.62851,0.71227
2005,Saxony,Tenant,No,0.32961,150,485,0.28773,0.37149
2005,Saxony-Anhalt,Owner,Yes,0.72577,169,223,0.66708,0.78445
2005,Saxony-Anhalt,Owner,No,0.27423,54,223,0.21555,0.33292
2005,Saxony-Anhalt,Tenant,Yes,0.59743,142,247,0.53615,0.65872
2005,Saxony-Anhalt,Tenant,No,0.40257,105,247,0.34128,0.46385
2005,Thuringa,Owner,Yes,0.79293,178,229,0.74033,0.84553
2005,Thuringa,Owner,No,0.20707,51,229,0.15447,0.25967
2005,Thuringa,Tenant,Yes,0.53698,122,232,0.47267,0.60128
2005,Thuringa,Tenant,No,0.46302,110,232,0.39872,0.52733
2007,Schleswig-Holstein,Owner,Yes,0.73449,150,193,0.67202,0.79695
2007,Schleswig-Holstein,Owner,No,0.26551,43,193,0.20305,0.32798
2007,Schleswig-Holstein,Tenant,Yes,0.51838,91,168,0.44260,0.59416
2007,Schleswig-Holstein,Tenant,No,0.48162,77,168,0.40584,0.55740
2007,Hamburg,Owner,Yes,0.85002,41,41,0.73936,0.96067
2007,Hamburg,Tenant,Yes,0.65404,88,139,0.57467,0.73340
2007,Hamburg,Tenant,No,0.34596,51,139,0.26660,0.42533
2007,Lower Saxony,Owner,Yes,0.77882,477,586,0.74519,0.81245
2007,Lower Saxony,Owner,No,0.22118,109,586,0.18755,0.25481
2007,Lower Saxony,Tenant,Yes,0.59933,253,410,0.55184,0.64682
2007,Lower Saxony,Tenant,No,0.40067,157,410,0.35318,0.44816
2007,Bremen,Owner,Yes,0.92976,33,33,0.84122,1.01830
2007,Bremen,Tenant,Yes,0.64128,35,35,0.48006,0.80250
2007,North Rhine-Westphalia,Owner,Yes,0.85288,949,1107,0.83200,0.87376
2007,North Rhine-Westphalia,Owner,No,0.14712,158,1107,0.12624,0.16800
2007,North Rhine-Westphalia,Tenant,Yes,0.56386,707,1217,0.53599,0.59173
2007,North Rhine-Westphalia,Tenant,No,0.43614,510,1217,0.40827,0.46401
2007,Hesse,Owner,Yes,0.80469,315,389,0.76525,0.84414
2007,Hesse,Owner,No,0.19531,74,389,0.15586,0.23475
2007,Hesse,Tenant,Yes,0.56224,241,390,0.51294,0.61154
2007,Hesse,Tenant,No,0.43776,149,390,0.38846,0.48706
2007,"Rhineland-Palatinate, Saarland",Owner,Yes,0.83022,304,378,0.79232,0.86812
2007,"Rhineland-Palatinate, Saarland",Owner,No,0.16978,74,378,0.13188,0.20768
2007,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.54501,155,281,0.48668,0.60334
2007,"Rhineland-Palatinate, Saarland",Tenant,No,0.45499,126,281,0.39666,0.51332
2007,Baden-Wuerttemberg,Owner,Yes,0.82087,608,727,0.79297,0.84876
2007,Baden-Wuerttemberg,Owner,No,0.17913,119,727,0.15124,0.20703
2007,Baden-Wuerttemberg,Tenant,Yes,0.52677,332,617,0.48734,0.56620
2007,Baden-Wuerttemberg,Tenant,No,0.47323,285,617,0.43380,0.51266
2007,Bavaria,Owner,Yes,0.81740,774,917,0.79238,0.84242
2007,Bavaria,Owner,No,0.18260,143,917,0.15758,0.20762
2007,Bavaria,Tenant,Yes,0.58330,423,710,0.54701,0.61959
2007,Bavaria,Tenant,No,0.41670,287,710,0.38041,0.45299
2007,Berlin,Owner,Yes,0.76506,73,73,0.66713,0.86299
2007,Berlin,Tenant,Yes,0.56730,215,373,0.51695,0.61765
2007,Berlin,Tenant,No,0.43270,158,373,0.38235,0.48305
2007,Brandenburg,Owner,Yes,0.70306,143,191,0.63809,0.76803
2007,Brandenburg,Owner,No,0.29694,48,191,0.23197,0.36191
2007,Brandenburg,Tenant,Yes,0.61414,180,297,0.55868,0.66960
2007,Brandenburg,Tenant,No,0.38586,117,297,0.33040,0.44132
2007,Mecklenburg-Western Pomerania,Owner,Yes,0.73950,97,97,0.65170,0.82730
2007,Mecklenburg-Western Pomerania,Tenant,Yes,0.64643,101,154,0.57068,0.72219
2007,Mecklenburg-Western Pomerania,Tenant,No,0.35357,53,154,0.27781,0.42932
2007,Saxony,Owner,Yes,0.71979,242,323,0.67074,0.76884
2007,Saxony,Owner,No,0.28021,81,323,0.23116,0.32926
2007,Saxony,Tenant,Yes,0.62173,330,505,0.57940,0.66407
2007,Saxony,Tenant,No,0.37827,175,505,0.33593,0.42060
2007,Saxony-Anhalt,Owner,Yes,0.70938,151,216,0.64868,0.77007
2007,Saxony-Anhalt,Owner,No,0.29062,65,216,0.22993,0.35132
2007,Saxony-Anhalt,Tenant,Yes,0.56614,136,246,0.50408,0.62820
2007,Saxony-Anhalt,Tenant,No,0.43386,110,246,0.37180,0.49592
2007,Thuringa,Owner,Yes,0.74603,193,245,0.69141,0.80065
2007,Thuringa,Owner,No,0.25397,52,245,0.19935,0.30859
2007,Thuringa,Tenant,Yes,0.55747,128,240,0.49450,0.62045
2007,Thuringa,Tenant,No,0.44253,112,240,0.37955,0.50550
2011,Schleswig-Holstein,Owner,Yes,0.84571,159,194,0.79474,0.89667
2011,Schleswig-Holstein,Owner,No,0.15429,35,194,0.10333,0.20526
2011,Schleswig-Holstein,Tenant,Yes,0.63094,122,208,0.56521,0.69668
2011,Schleswig-Holstein,Tenant,No,0.36906,86,208,0.30332,0.43479
2011,Hamburg,Owner,Yes,0.91260,46,46,0.83008,0.99511
2011,Hamburg,Tenant,Yes,0.70064,102,144,0.62558,0.77570
2011,Hamburg,Tenant,No,0.29936,42,144,0.22430,0.37442
2011,Lower Saxony,Owner,Yes,0.82271,544,650,0.79332,0.85209
2011,Lower Saxony,Owner,No,0.17729,106,650,0.14791,0.20668
2011,Lower Saxony,Tenant,Yes,0.67517,282,425,0.63060,0.71975
2011,Lower Saxony,Tenant,No,0.32483,143,425,0.28025,0.36940
2011,Bremen,Tenant,Yes,0.60101,33,33,0.43134,0.77068
2011,North Rhine-Westphalia,Owner,Yes,0.87380,1001,1130,0.85443,0.89317
2011,North Rhine-Westphalia,Owner,No,0.12620,129,1130,0.10683,0.14557
2011,North Rhine-Westphalia,Tenant,Yes,0.60470,723,1213,0.57717,0.63222
2011,North Rhine-Westphalia,Tenant,No,0.39530,490,1213,0.36778,0.42283
2011,Hesse,Owner,Yes,0.87867,371,432,0.84784,0.90949
2011,Hesse,Owner,No,0.12133,61,432,0.09051,0.15216
2011,Hesse,Tenant,Yes,0.62034,242,391,0.57218,0.66851
2011,Hesse,Tenant,No,0.37966,149,391,0.33149,0.42782
2011,"Rhineland-Palatinate, Saarland",Owner,Yes,0.81389,329,407,0.77603,0.85175
2011,"Rhineland-Palatinate, Saarland",Owner,No,0.18611,78,407,0.14825,0.22397
2011,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.52976,160,301,0.47328,0.58624
2011,"Rhineland-Palatinate, Saarland",Tenant,No,0.47024,141,301,0.41376,0.52672
2011,Baden-Wuerttemberg,Owner,Yes,0.85005,681,795,0.82522,0.87488
2011,Baden-Wuerttemberg,Owner,No,0.14995,114,795,0.12512,0.17478
2011,Baden-Wuerttemberg,Tenant,Yes,0.65724,381,599,0.61919,0.69528
2011,Baden-Wuerttemberg,Tenant,No,0.34276,218,599,0.30472,0.38081
2011,Bavaria,Owner,Yes,0.87165,888,1010,0.85101,0.89229
2011,Bavaria,Owner,No,0.12835,122,1010,0.10771,0.14899
2011,Bavaria,Tenant,Yes,0.62649,528,817,0.59330,0.65968
2011,Bavaria,Tenant,No,0.37351,289,817,0.34032,0.40670
2011,Berlin,Owner,Yes,0.76897,78,78,0.67483,0.86312
2011,Berlin,Tenant,Yes,0.55758,240,410,0.50944,0.60571
2011,Berlin,Tenant,No,0.44242,170,410,0.39429,0.49056
2011,Brandenburg,Owner,Yes,0.81009,189,231,0.75940,0.86078
2011,Brandenburg,Owner,No,0.18991,42,231,0.13922,0.24060
2011,Brandenburg,Tenant,Yes,0.60874,171,284,0.55188,0.66560
2011,Brandenburg,Tenant,No,0.39126,113,284,0.33440,0.44812
2011,Mecklenburg-Western Pomerania,Owner,Yes,0.72979,97,97,0.64096,0.81863
2011,Mecklenburg-Western Pomerania,Tenant,Yes,0.56184,105,186,0.49034,0.63333
2011,Mecklenburg-Western Pomerania,Tenant,No,0.43816,81,186,0.36667,0.50966
2011,Saxony,Owner,Yes,0.81537,244,298,0.77125,0.85950
2011,Saxony,Owner,No,0.18463,54,298,0.14050,0.22875
2011,Saxony,Tenant,Yes,0.66583,340,504,0.62461,0.70705
2011,Saxony,Tenant,No,0.33417,164,504,0.29295,0.37539
2011,Saxony-Anhalt,Owner,Yes,0.76622,180,228,0.71116,0.82128
2011,Saxony-Anhalt,Owner,No,0.23378,48,228,0.17872,0.28884
2011,Saxony-Anhalt,Tenant,Yes,0.58931,161,281,0.53168,0.64693
2011,Saxony-Anhalt,Tenant,No,0.41069,120,281,0.35307,0.46832
2011,Thuringa,Owner,Yes,0.78618,189,235,0.73365,0.83872
2011,Thuringa,Owner,No,0.21382,46,235,0.16128,0.26635
2011,Thuringa,Tenant,Yes,0.60699,163,283,0.54999,0.66400
2011,Thuringa,Tenant,No,0.39301,120,283,0.33600,0.45001
2013,Schleswig-Holstein,Owner,Yes,0.84343,167,204,0.79344,0.89342
2013,Schleswig-Holstein,Owner,No,0.15657,37,204,0.10658,0.20656
2013,Schleswig-Holstein,Tenant,Yes,0.55048,130,264,0.49036,0.61060
2013,Schleswig-Holstein,Tenant,No,0.44952,134,264,0.38940,0.50964
2013,Hamburg,Owner,Yes,0.74215,56,56,0.62654,0.85776
2013,Hamburg,Tenant,Yes,0.65930,123,206,0.59442,0.72418
2013,Hamburg,Tenant,No,0.34070,83,206,0.27582,0.40558
2013,Lower Saxony,Owner,Yes,0.84559,532,640,0.81758,0.87361
2013,Lower Saxony,Owner,No,0.15441,108,640,0.12639,0.18242
2013,Lower Saxony,Tenant,Yes,0.59850,338,591,0.55894,0.63805
2013,Lower Saxony,Tenant,No,0.40150,253,591,0.36195,0.44106
2013,Bremen,Tenant,Yes,0.59127,40,73,0.47771,0.70482
2013,Bremen,Tenant,No,0.40873,33,73,0.29518,0.52229
2013,North Rhine-Westphalia,Owner,Yes,0.86005,1024,1195,0.84037,0.87973
2013,North Rhine-Westphalia,Owner,No,0.13995,171,1195,0.12027,0.15963
2013,North Rhine-Westphalia,Tenant,Yes,0.59198,882,1631,0.56812,0.61584
2013,North Rhine-Westphalia,Tenant,No,0.40802,749,1631,0.38416,0.43188
2013,Hesse,Owner,Yes,0.84311,388,458,0.80977,0.87646
2013,Hesse,Owner,No,0.15689,70,458,0.12354,0.19023
2013,Hesse,Tenant,Yes,0.58418,309,573,0.54379,0.62457
2013,Hesse,Tenant,No,0.41582,264,573,0.37543,0.45621
2013,"Rhineland-Palatinate, Saarland",Owner,Yes,0.87857,365,435,0.84784,0.90930
2013,"Rhineland-Palatinate, Saarland",Owner,No,0.12143,70,435,0.09070,0.15216
2013,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.55261,202,396,0.50358,0.60165
2013,"Rhineland-Palatinate, Saarland",Tenant,No,0.44739,194,396,0.39835,0.49642
2013,Baden-Wuerttemberg,Owner,Yes,0.86786,699,821,0.84468,0.89104
2013,Baden-Wuerttemberg,Owner,No,0.13214,122,821,0.10896,0.15532
2013,Baden-Wuerttemberg,Tenant,Yes,0.65774,473,809,0.62503,0.69046
2013,Baden-Wuerttemberg,Tenant,No,0.34226,336,809,0.30954,0.37497
2013,Bavaria,Owner,Yes,0.84869,897,1043,0.82693,0.87045
2013,Bavaria,Owner,No,0.15131,146,1043,0.12955,0.17307
2013,Bavaria,Tenant,Yes,0.61191,679,1161,0.58387,0.63995
2013,Bavaria,Tenant,No,0.38809,482,1161,0.36005,0.41613
2013,Berlin,Owner,Yes,0.79783,86,86,0.71245,0.88321
2013,Berlin,Tenant,Yes,0.55857,294,519,0.51581,0.60133
2013,Berlin,Tenant,No,0.44143,225,519,0.39867,0.48419
2013,Brandenburg,Owner,Yes,0.75560,183,230,0.69994,0.81126
2013,Brandenburg,Owner,No,0.24440,47,230,0.18874,0.30006
2013,Brandenburg,Tenant,Yes,0.62697,178,292,0.57140,0.68253
2013,Brandenburg,Tenant,No,0.37303,114,292,0.31747,0.42860
2013,Mecklenburg-Western Pomerania,Owner,Yes,0.82892,86,86,0.74886,0.90898
2013,Mecklenburg-Western Pomerania,Tenant,Yes,0.55772,109,196,0.48801,0.62743
2013,Mecklenburg-Western Pomerania,Tenant,No,0.44228,87,196,0.37257,0.51199
2013,Saxony,Owner,Yes,0.80558,237,295,0.76034,0.85082
2013,Saxony,Owner,No,0.19442,58,295,0.14918,0.23966
2013,Saxony,Tenant,Yes,0.63512,356,531,0.59413,0.67610
2013,Saxony,Tenant,No,0.36488,175,531,0.32390,0.40587
2013,Saxony-Anhalt,Owner,Yes,0.84594,170,210,0.79699,0.89488
2013,Saxony-Anhalt,Owner,No,0.15406,40,210,0.10512,0.20301
2013,Saxony-Anhalt,Tenant,Yes,0.61981,171,293,0.56413,0.67549
2013,Saxony-Anhalt,Tenant,No,0.38019,122,293,0.32451,0.43587
2013,Thuringa,Owner,Yes,0.79754,191,234,0.74595,0.84914
2013,Thuringa,Owner,No,0.20246,43,234,0.15086,0.25405
2013,Thuringa,Tenant,Yes,0.62648,155,259,0.56745,0.68551
2013,Thuringa,Tenant,No,0.37352,104,259,0.31449,0.43255
2015,Schleswig-Holstein,Owner,Yes,0.84990,203,251,0.80563,0.89418
2015,Schleswig-Holstein,Owner,No,0.15010,48,251,0.10582,0.19437
2015,Schleswig-Holstein,Tenant,Yes,0.52729,129,296,0.47031,0.58426
2015,Schleswig-Holstein,Tenant,No,0.47271,167,296,0.41574,0.52969
2015,Hamburg,Owner,Yes,0.93108,68,68,0.87042,0.99174
2015,Hamburg,Tenant,Yes,0.70874,131,206,0.64654,0.77093
2015,Hamburg,Tenant,No,0.29126,75,206,0.22907,0.35346
2015,Lower Saxony,Owner,Yes,0.83933,628,741,0.81287,0.86579
2015,Lower Saxony,Owner,No,0.16067,113,741,0.13421,0.18713
2015,Lower Saxony,Tenant,Yes,0.60534,376,738,0.57005,0.64063
2015,Lower Saxony,Tenant,No,0.39466,362,738,0.35937,0.42995
2015,Bremen,Owner,Yes,0.86947,31,31,0.74892,0.99002
2015,Bremen,Tenant,Yes,0.66743,35,77,0.56151,0.77336
2015,Bremen,Tenant,No,0.33257,42,77,0.22664,0.43849
2015,North Rhine-Westphalia,Owner,Yes,0.87090,1090,1290,0.85260,0.88921
2015,North Rhine-Westphalia,Owner,No,0.12910,200,1290,0.11079,0.14740
2015,North Rhine-Westphalia,Tenant,Yes,0.57399,1003,1900,0.55175,0.59623
2015,North Rhine-Westphalia,Tenant,No,0.42601,897,1900,0.40377,0.44825
2015,Hesse,Owner,Yes,0.83843,391,473,0.80523,0.87164
2015,Hesse,Owner,No,0.16157,82,473,0.12836,0.19477
2015,Hesse,Tenant,Yes,0.60004,384,651,0.56238,0.63771
2015,Hesse,Tenant,No,0.39996,267,651,0.36229,0.43762
2015,"Rhineland-Palatinate, Saarland",Owner,Yes,0.86145,376,463,0.82995,0.89296
2015,"Rhineland-Palatinate, Saarland",Owner,No,0.13855,87,463,0.10704,0.17005
2015,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.55023,228,453,0.50437,0.59609
2015,"Rhineland-Palatinate, Saarland",Tenant,No,0.44977,225,453,0.40391,0.49563
2015,Baden-Wuerttemberg,Owner,Yes,0.88111,771,914,0.86011,0.90210
2015,Baden-Wuerttemberg,Owner,No,0.11889,143,914,0.09790,0.13989
2015,Baden-Wuerttemberg,Tenant,Yes,0.63293,508,901,0.60144,0.66442
2015,Baden-Wuerttemberg,Tenant,No,0.36707,393,901,0.33558,0.39856
