year,bula_h,regtyp,hlf0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Schleswig-Holstein,Urban regions,Yes,0.84100,135,135,0.77909,0.90292
2001,Schleswig-Holstein,Rural regions,Yes,0.75253,159,205,0.69331,0.81175
2001,Schleswig-Holstein,Rural regions,No,0.24747,46,205,0.18825,0.30669
2001,Hamburg,Urban regions,Yes,0.66587,119,179,0.59657,0.73516
2001,Hamburg,Urban regions,No,0.33413,60,179,0.26484,0.40343
2001,Lower Saxony,Urban regions,Yes,0.75960,368,475,0.72113,0.79807
2001,Lower Saxony,Urban regions,No,0.24040,107,475,0.20193,0.27887
2001,Lower Saxony,Rural regions,Yes,0.79423,384,473,0.75775,0.83070
2001,Lower Saxony,Rural regions,No,0.20577,89,473,0.16930,0.24225
2001,Bremen,Urban regions,Yes,0.75926,74,74,0.66119,0.85734
2001,North Rhine-Westphalia,Urban regions,Yes,0.76452,1825,2403,0.74755,0.78149
2001,North Rhine-Westphalia,Urban regions,No,0.23548,578,2403,0.21851,0.25245
2001,North Rhine-Westphalia,Rural regions,Yes,0.63470,39,39,0.48160,0.78780
2001,Hesse,Urban regions,Yes,0.80054,492,625,0.76919,0.83189
2001,Hesse,Urban regions,No,0.19946,133,625,0.16811,0.23081
2001,Hesse,Rural regions,Yes,0.79207,122,122,0.71976,0.86438
2001,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.77670,421,543,0.74163,0.81176
2001,"Rhineland-Palatinate, Saarland",Urban regions,No,0.22330,122,543,0.18824,0.25837
2001,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.76503,125,166,0.70034,0.82972
2001,"Rhineland-Palatinate, Saarland",Rural regions,No,0.23497,41,166,0.17028,0.29966
2001,Baden-Wuerttemberg,Urban regions,Yes,0.78464,941,1218,0.76154,0.80773
2001,Baden-Wuerttemberg,Urban regions,No,0.21536,277,1218,0.19227,0.23846
2001,Baden-Wuerttemberg,Rural regions,Yes,0.83280,101,132,0.76890,0.89670
2001,Baden-Wuerttemberg,Rural regions,No,0.16720,31,132,0.10330,0.23110
2001,Bavaria,Urban regions,Yes,0.84367,672,795,0.81841,0.86893
2001,Bavaria,Urban regions,No,0.15633,123,795,0.13107,0.18159
2001,Bavaria,Rural regions,Yes,0.81845,660,804,0.79179,0.84511
2001,Bavaria,Rural regions,No,0.18155,144,804,0.15489,0.20821
2001,Berlin,Urban regions,Yes,0.67275,314,479,0.63069,0.71482
2001,Berlin,Urban regions,No,0.32725,165,479,0.28518,0.36931
2001,Brandenburg,Urban regions,Yes,0.86333,31,31,0.74042,0.98625
2001,Brandenburg,Rural regions,Yes,0.77645,344,460,0.73833,0.81456
2001,Brandenburg,Rural regions,No,0.22355,116,460,0.18544,0.26167
2001,Mecklenburg-Western Pomerania,Urban regions,Yes,0.85945,33,33,0.73903,0.97987
2001,Mecklenburg-Western Pomerania,Rural regions,Yes,0.77056,184,243,0.71759,0.82354
2001,Mecklenburg-Western Pomerania,Rural regions,No,0.22944,59,243,0.17646,0.28241
2001,Saxony,Urban regions,Yes,0.78125,322,416,0.74147,0.82102
2001,Saxony,Urban regions,No,0.21875,94,416,0.17898,0.25853
2001,Saxony,Rural regions,Yes,0.81098,336,427,0.77380,0.84816
2001,Saxony,Rural regions,No,0.18902,91,427,0.15184,0.22620
2001,Saxony-Anhalt,Urban regions,Yes,0.73058,74,74,0.62880,0.83235
2001,Saxony-Anhalt,Rural regions,Yes,0.71259,280,397,0.66802,0.75717
2001,Saxony-Anhalt,Rural regions,No,0.28741,117,397,0.24283,0.33198
2001,Thuringa,Urban regions,Yes,0.72196,104,143,0.64827,0.79566
2001,Thuringa,Urban regions,No,0.27804,39,143,0.20434,0.35173
2001,Thuringa,Rural regions,Yes,0.77778,267,347,0.73397,0.82158
2001,Thuringa,Rural regions,No,0.22222,80,347,0.17842,0.26603
2003,Schleswig-Holstein,Urban regions,Yes,0.67280,120,160,0.59987,0.74573
2003,Schleswig-Holstein,Urban regions,No,0.32720,40,160,0.25427,0.40013
2003,Schleswig-Holstein,Rural regions,Yes,0.67912,145,205,0.61506,0.74318
2003,Schleswig-Holstein,Rural regions,No,0.32088,60,205,0.25682,0.38494
2003,Hamburg,Urban regions,Yes,0.64102,123,182,0.57113,0.71091
2003,Hamburg,Urban regions,No,0.35898,59,182,0.28909,0.42887
2003,Lower Saxony,Urban regions,Yes,0.69005,349,480,0.64863,0.73146
2003,Lower Saxony,Urban regions,No,0.30995,131,480,0.26854,0.35137
2003,Lower Saxony,Rural regions,Yes,0.72740,378,491,0.68797,0.76683
2003,Lower Saxony,Rural regions,No,0.27260,113,491,0.23317,0.31203
2003,Bremen,Urban regions,Yes,0.73176,76,76,0.63149,0.83203
2003,North Rhine-Westphalia,Urban regions,Yes,0.73601,1811,2417,0.71844,0.75359
2003,North Rhine-Westphalia,Urban regions,No,0.26399,606,2417,0.24641,0.28156
2003,Hesse,Urban regions,Yes,0.68669,481,664,0.65138,0.72200
2003,Hesse,Urban regions,No,0.31331,183,664,0.27800,0.34862
2003,Hesse,Rural regions,Yes,0.73705,101,135,0.66251,0.81159
2003,Hesse,Rural regions,No,0.26295,34,135,0.18841,0.33749
2003,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.70797,395,555,0.67011,0.74584
2003,"Rhineland-Palatinate, Saarland",Urban regions,No,0.29203,160,555,0.25416,0.32989
2003,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.71146,120,166,0.64232,0.78059
2003,"Rhineland-Palatinate, Saarland",Rural regions,No,0.28854,46,166,0.21941,0.35768
2003,Baden-Wuerttemberg,Urban regions,Yes,0.70644,923,1279,0.68147,0.73141
2003,Baden-Wuerttemberg,Urban regions,No,0.29356,356,1279,0.26859,0.31853
2003,Baden-Wuerttemberg,Rural regions,Yes,0.70740,80,121,0.62600,0.78881
2003,Baden-Wuerttemberg,Rural regions,No,0.29260,41,121,0.21119,0.37400
2003,Bavaria,Urban regions,Yes,0.76028,676,858,0.73170,0.78886
2003,Bavaria,Urban regions,No,0.23972,182,858,0.21114,0.26830
2003,Bavaria,Rural regions,Yes,0.77982,611,783,0.75078,0.80886
2003,Bavaria,Rural regions,No,0.22018,172,783,0.19114,0.24922
2003,Berlin,Urban regions,Yes,0.61586,305,491,0.57279,0.65892
2003,Berlin,Urban regions,No,0.38414,186,491,0.34108,0.42721
2003,Brandenburg,Rural regions,Yes,0.69428,314,457,0.65199,0.73656
2003,Brandenburg,Rural regions,No,0.30572,143,457,0.26344,0.34801
2003,Mecklenburg-Western Pomerania,Rural regions,Yes,0.65825,168,238,0.59786,0.71863
2003,Mecklenburg-Western Pomerania,Rural regions,No,0.34175,70,238,0.28137,0.40214
2003,Saxony,Urban regions,Yes,0.69913,298,416,0.65500,0.74326
2003,Saxony,Urban regions,No,0.30087,118,416,0.25674,0.34500
2003,Saxony,Rural regions,Yes,0.74204,317,416,0.69994,0.78413
2003,Saxony,Rural regions,No,0.25796,99,416,0.21587,0.30006
2003,Saxony-Anhalt,Urban regions,Yes,0.69703,74,74,0.59161,0.80245
2003,Saxony-Anhalt,Rural regions,Yes,0.69155,258,384,0.64530,0.73781
2003,Saxony-Anhalt,Rural regions,No,0.30845,126,384,0.26219,0.35470
2003,Thuringa,Urban regions,Yes,0.67758,103,143,0.60071,0.75446
2003,Thuringa,Urban regions,No,0.32242,40,143,0.24554,0.39929
2003,Thuringa,Rural regions,Yes,0.71687,248,338,0.66877,0.76497
2003,Thuringa,Rural regions,No,0.28313,90,338,0.23503,0.33123
2005,Schleswig-Holstein,Urban regions,Yes,0.67698,112,151,0.60215,0.75182
2005,Schleswig-Holstein,Urban regions,No,0.32302,39,151,0.24818,0.39785
2005,Schleswig-Holstein,Rural regions,Yes,0.68914,139,202,0.62515,0.75313
2005,Schleswig-Holstein,Rural regions,No,0.31086,63,202,0.24687,0.37485
2005,Hamburg,Urban regions,Yes,0.68264,128,173,0.61308,0.75220
2005,Hamburg,Urban regions,No,0.31736,45,173,0.24780,0.38692
2005,Lower Saxony,Urban regions,Yes,0.71476,343,461,0.67349,0.75602
2005,Lower Saxony,Urban regions,No,0.28524,118,461,0.24398,0.32651
2005,Lower Saxony,Rural regions,Yes,0.74575,359,476,0.70659,0.78491
2005,Lower Saxony,Rural regions,No,0.25425,117,476,0.21509,0.29341
2005,Bremen,Urban regions,Yes,0.65463,56,56,0.52896,0.78029
2005,North Rhine-Westphalia,Urban regions,Yes,0.70934,1649,2289,0.69073,0.72794
2005,North Rhine-Westphalia,Urban regions,No,0.29066,640,2289,0.27206,0.30927
2005,North Rhine-Westphalia,Rural regions,Yes,0.52273,31,31,0.34400,0.70147
2005,Hesse,Urban regions,Yes,0.69162,459,631,0.65555,0.72768
2005,Hesse,Urban regions,No,0.30838,172,631,0.27232,0.34445
2005,Hesse,Rural regions,Yes,0.74687,102,102,0.66207,0.83167
2005,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.65901,344,519,0.61818,0.69983
2005,"Rhineland-Palatinate, Saarland",Urban regions,No,0.34099,175,519,0.30017,0.38182
2005,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.67547,109,156,0.60176,0.74917
2005,"Rhineland-Palatinate, Saarland",Rural regions,No,0.32453,47,156,0.25083,0.39824
2005,Baden-Wuerttemberg,Urban regions,Yes,0.70024,865,1203,0.67434,0.72614
2005,Baden-Wuerttemberg,Urban regions,No,0.29976,338,1203,0.27386,0.32566
2005,Baden-Wuerttemberg,Rural regions,Yes,0.66432,70,111,0.57607,0.75257
2005,Baden-Wuerttemberg,Rural regions,No,0.33568,41,111,0.24743,0.42393
2005,Bavaria,Urban regions,Yes,0.75354,616,790,0.72347,0.78361
2005,Bavaria,Urban regions,No,0.24646,174,790,0.21639,0.27653
2005,Bavaria,Rural regions,Yes,0.70362,552,753,0.67098,0.73626
2005,Bavaria,Rural regions,No,0.29638,201,753,0.26374,0.32902
2005,Berlin,Urban regions,Yes,0.59892,288,458,0.55399,0.64386
2005,Berlin,Urban regions,No,0.40108,170,458,0.35614,0.44601
2005,Brandenburg,Urban regions,Yes,0.78632,36,36,0.65052,0.92212
2005,Brandenburg,Rural regions,Yes,0.62758,271,425,0.58156,0.67360
2005,Brandenburg,Rural regions,No,0.37242,154,425,0.32640,0.41844
2005,Mecklenburg-Western Pomerania,Urban regions,Yes,0.70224,31,31,0.53860,0.86587
2005,Mecklenburg-Western Pomerania,Rural regions,Yes,0.62635,156,232,0.56396,0.68874
2005,Mecklenburg-Western Pomerania,Rural regions,No,0.37365,76,232,0.31126,0.43604
2005,Saxony,Urban regions,Yes,0.66904,294,413,0.62360,0.71448
2005,Saxony,Urban regions,No,0.33096,119,413,0.28552,0.37640
2005,Saxony,Rural regions,Yes,0.72797,292,393,0.68392,0.77203
2005,Saxony,Rural regions,No,0.27203,101,393,0.22797,0.31608
2005,Saxony-Anhalt,Urban regions,Yes,0.63985,69,103,0.54669,0.73302
2005,Saxony-Anhalt,Urban regions,No,0.36015,34,103,0.26698,0.45331
2005,Saxony-Anhalt,Rural regions,Yes,0.64922,242,367,0.60033,0.69811
2005,Saxony-Anhalt,Rural regions,No,0.35078,125,367,0.30189,0.39967
2005,Thuringa,Urban regions,Yes,0.54676,83,138,0.46340,0.63012
2005,Thuringa,Urban regions,No,0.45324,55,138,0.36988,0.53660
2005,Thuringa,Rural regions,Yes,0.66614,217,323,0.61463,0.71765
2005,Thuringa,Rural regions,No,0.33386,106,323,0.28235,0.38537
2007,Schleswig-Holstein,Urban regions,Yes,0.70369,108,145,0.62910,0.77827
2007,Schleswig-Holstein,Urban regions,No,0.29631,37,145,0.22173,0.37090
2007,Schleswig-Holstein,Rural regions,Yes,0.58392,133,216,0.51803,0.64981
2007,Schleswig-Holstein,Rural regions,No,0.41608,83,216,0.35019,0.48197
2007,Hamburg,Urban regions,Yes,0.68632,129,186,0.61946,0.75318
2007,Hamburg,Urban regions,No,0.31368,57,186,0.24682,0.38054
