year,bula_h,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Lower Saxony,Temporary job,0.04567,117,872,0.03181,0.05954
2003,Bremen,Permanent job,0.26529,61,61,0.15358,0.37700
2003,North Rhine-Westphalia,Permanent job,0.32455,1896,2172,0.30485,0.34424
2003,North Rhine-Westphalia,Temporary job,0.04514,276,2172,0.03641,0.05388
2003,Hesse,Permanent job,0.31678,666,764,0.28377,0.34979
2003,Hesse,Temporary job,0.06322,98,764,0.04596,0.08049
2003,"Rhineland-Palatinate, Saarland",Permanent job,0.27729,502,587,0.24105,0.31354
2003,"Rhineland-Palatinate, Saarland",Temporary job,0.05545,85,587,0.03692,0.07399
2003,Baden-Wuerttemberg,Permanent job,0.34105,1182,1339,0.31564,0.36645
2003,Baden-Wuerttemberg,Temporary job,0.03958,157,1339,0.02914,0.05003
2003,Bavaria,Permanent job,0.33408,1335,1519,0.31035,0.35780
2003,Bavaria,Temporary job,0.04384,184,1519,0.03354,0.05414
2003,Berlin,Permanent job,0.30855,318,382,0.26217,0.35493
2003,Berlin,Temporary job,0.06286,64,382,0.03849,0.08723
2003,Brandenburg,Permanent job,0.29311,350,433,0.25018,0.33603
2003,Brandenburg,Temporary job,0.07285,83,433,0.04834,0.09736
2003,Mecklenburg-Western Pomerania,Permanent job,0.29131,201,248,0.23464,0.34797
2003,Mecklenburg-Western Pomerania,Temporary job,0.06934,47,248,0.03766,0.10103
2003,Saxony,Permanent job,0.31145,649,753,0.27835,0.34455
2003,Saxony,Temporary job,0.04902,104,753,0.03359,0.06445
2003,Saxony-Anhalt,Permanent job,0.28223,349,411,0.23867,0.32580
2003,Saxony-Anhalt,Temporary job,0.04885,62,411,0.02798,0.06971
2003,Thuringa,Permanent job,0.26939,349,437,0.22774,0.31103
2003,Thuringa,Temporary job,0.08382,88,437,0.05781,0.10984
2004,Schleswig-Holstein,Permanent job,0.28995,257,295,0.23808,0.34181
2004,Schleswig-Holstein,Temporary job,0.05529,38,295,0.02916,0.08141
2004,Hamburg,Permanent job,0.34140,125,125,0.25794,0.42487
2004,Lower Saxony,Permanent job,0.29930,745,856,0.26860,0.32999
2004,Lower Saxony,Temporary job,0.04446,111,856,0.03065,0.05828
2004,Bremen,Permanent job,0.27634,64,64,0.16591,0.38676
2004,North Rhine-Westphalia,Permanent job,0.32460,1836,2096,0.30455,0.34465
2004,North Rhine-Westphalia,Temporary job,0.04715,260,2096,0.03807,0.05622
2004,Hesse,Permanent job,0.30863,619,720,0.27487,0.34240
2004,Hesse,Temporary job,0.06103,101,720,0.04353,0.07853
2004,"Rhineland-Palatinate, Saarland",Permanent job,0.28399,493,574,0.24707,0.32091
2004,"Rhineland-Palatinate, Saarland",Temporary job,0.05628,81,574,0.03741,0.07515
2004,Baden-Wuerttemberg,Permanent job,0.33132,1103,1269,0.30541,0.35723
2004,Baden-Wuerttemberg,Temporary job,0.04857,166,1269,0.03674,0.06041
2004,Bavaria,Permanent job,0.33070,1267,1457,0.30653,0.35486
2004,Bavaria,Temporary job,0.04638,190,1457,0.03557,0.05718
2004,Berlin,Permanent job,0.29350,305,377,0.24747,0.33953
2004,Berlin,Temporary job,0.08270,72,377,0.05486,0.11054
2004,Brandenburg,Permanent job,0.28194,324,395,0.23751,0.32637
2004,Brandenburg,Temporary job,0.06471,71,395,0.04041,0.08900
2004,Mecklenburg-Western Pomerania,Permanent job,0.30358,195,240,0.24528,0.36187
2004,Mecklenburg-Western Pomerania,Temporary job,0.06317,45,240,0.03233,0.09401
2004,Saxony,Permanent job,0.29638,614,735,0.26334,0.32942
2004,Saxony,Temporary job,0.05692,121,735,0.04015,0.07368
2004,Saxony-Anhalt,Permanent job,0.28101,355,424,0.23817,0.32385
2004,Saxony-Anhalt,Temporary job,0.05342,69,424,0.03199,0.07485
2004,Thuringa,Permanent job,0.26754,336,425,0.22541,0.30968
2004,Thuringa,Temporary job,0.08073,89,425,0.05480,0.10666
2005,Schleswig-Holstein,Permanent job,0.32893,263,300,0.27567,0.38218
2005,Schleswig-Holstein,Temporary job,0.06008,37,300,0.03314,0.08701
2005,Hamburg,Permanent job,0.35526,112,112,0.26623,0.44429
2005,Lower Saxony,Permanent job,0.31173,717,823,0.28006,0.34339
2005,Lower Saxony,Temporary job,0.04597,106,823,0.03165,0.06029
2005,Bremen,Permanent job,0.29880,57,57,0.17891,0.41869
2005,North Rhine-Westphalia,Permanent job,0.33190,1786,2031,0.31142,0.35239
2005,North Rhine-Westphalia,Temporary job,0.05053,245,2031,0.04100,0.06006
2005,Hesse,Permanent job,0.34446,628,710,0.30948,0.37944
2005,Hesse,Temporary job,0.06503,82,710,0.04688,0.08318
2005,"Rhineland-Palatinate, Saarland",Permanent job,0.29947,476,555,0.26133,0.33761
2005,"Rhineland-Palatinate, Saarland",Temporary job,0.06469,79,555,0.04421,0.08518
2005,Baden-Wuerttemberg,Permanent job,0.35121,1085,1222,0.32444,0.37799
2005,Baden-Wuerttemberg,Temporary job,0.03953,137,1222,0.02860,0.05046
2005,Bavaria,Permanent job,0.34286,1260,1420,0.31816,0.36756
2005,Bavaria,Temporary job,0.04493,160,1420,0.03415,0.05571
2005,Berlin,Permanent job,0.30130,288,348,0.25302,0.34957
2005,Berlin,Temporary job,0.06652,60,348,0.04030,0.09274
2005,Brandenburg,Permanent job,0.30495,326,395,0.25949,0.35041
2005,Brandenburg,Temporary job,0.06479,69,395,0.04048,0.08909
2005,Mecklenburg-Western Pomerania,Permanent job,0.29146,187,235,0.23323,0.34968
2005,Mecklenburg-Western Pomerania,Temporary job,0.09241,48,235,0.05530,0.12952
2005,Saxony,Permanent job,0.30111,608,709,0.26732,0.33490
2005,Saxony,Temporary job,0.05518,101,709,0.03836,0.07200
2005,Saxony-Anhalt,Permanent job,0.28260,343,405,0.23869,0.32651
2005,Saxony-Anhalt,Temporary job,0.05865,62,405,0.03574,0.08156
2005,Thuringa,Permanent job,0.24426,314,374,0.20066,0.28786
2005,Thuringa,Temporary job,0.07157,60,374,0.04541,0.09773
2006,Schleswig-Holstein,Permanent job,0.30148,256,304,0.24981,0.35316
2006,Schleswig-Holstein,Temporary job,0.06989,48,304,0.04118,0.09860
2006,Hamburg,Permanent job,0.28528,110,110,0.20051,0.37005
2006,Lower Saxony,Permanent job,0.31241,778,885,0.28186,0.34297
2006,Lower Saxony,Temporary job,0.03977,107,885,0.02688,0.05265
2006,Bremen,Permanent job,0.29137,58,58,0.17340,0.40933
2006,North Rhine-Westphalia,Permanent job,0.32097,1789,2078,0.30090,0.34105
2006,North Rhine-Westphalia,Temporary job,0.05702,289,2078,0.04704,0.06699
2006,Hesse,Permanent job,0.32657,643,739,0.29273,0.36040
2006,Hesse,Temporary job,0.06000,96,739,0.04287,0.07714
2006,"Rhineland-Palatinate, Saarland",Permanent job,0.32009,527,603,0.28282,0.35736
2006,"Rhineland-Palatinate, Saarland",Temporary job,0.06045,76,603,0.04142,0.07949
2006,Baden-Wuerttemberg,Permanent job,0.34403,1169,1325,0.31844,0.36962
2006,Baden-Wuerttemberg,Temporary job,0.04984,156,1325,0.03811,0.06156
2006,Bavaria,Permanent job,0.33887,1320,1487,0.31480,0.36293
2006,Bavaria,Temporary job,0.04555,167,1487,0.03495,0.05616
2006,Berlin,Permanent job,0.30793,296,358,0.26004,0.35582
2006,Berlin,Temporary job,0.06919,62,358,0.04286,0.09552
2006,Brandenburg,Permanent job,0.29440,343,413,0.25039,0.33841
2006,Brandenburg,Temporary job,0.06393,70,413,0.04031,0.08755
2006,Mecklenburg-Western Pomerania,Permanent job,0.29537,201,248,0.23848,0.35227
2006,Mecklenburg-Western Pomerania,Temporary job,0.06487,47,248,0.03415,0.09559
2006,Saxony,Permanent job,0.28767,607,723,0.25465,0.32069
2006,Saxony,Temporary job,0.07431,116,723,0.05517,0.09344
2006,Saxony-Anhalt,Permanent job,0.27564,347,417,0.23270,0.31858
2006,Saxony-Anhalt,Temporary job,0.06188,70,417,0.03873,0.08504
2006,Thuringa,Permanent job,0.27255,342,418,0.22981,0.31528
2006,Thuringa,Temporary job,0.08142,76,418,0.05517,0.10767
2007,Schleswig-Holstein,Permanent job,0.27768,215,266,0.22376,0.33161
2007,Schleswig-Holstein,Temporary job,0.06883,51,266,0.03835,0.09931
2007,Hamburg,Permanent job,0.31669,108,108,0.22855,0.40484
2007,Lower Saxony,Permanent job,0.33194,751,871,0.30064,0.36323
2007,Lower Saxony,Temporary job,0.05314,120,871,0.03824,0.06805
2007,Bremen,Permanent job,0.30863,57,57,0.18764,0.42961
2007,North Rhine-Westphalia,Permanent job,0.33201,1722,1988,0.31130,0.35271
2007,North Rhine-Westphalia,Temporary job,0.05368,266,1988,0.04377,0.06359
2007,Hesse,Permanent job,0.33430,599,688,0.29902,0.36958
2007,Hesse,Temporary job,0.06020,89,688,0.04241,0.07798
2007,"Rhineland-Palatinate, Saarland",Permanent job,0.32042,479,544,0.28117,0.35967
2007,"Rhineland-Palatinate, Saarland",Temporary job,0.05991,65,544,0.03995,0.07987
2007,Baden-Wuerttemberg,Permanent job,0.34562,1082,1233,0.31906,0.37218
2007,Baden-Wuerttemberg,Temporary job,0.05316,151,1233,0.04063,0.06568
2007,Bavaria,Permanent job,0.35028,1269,1442,0.32565,0.37491
2007,Bavaria,Temporary job,0.05028,173,1442,0.03900,0.06156
2007,Berlin,Permanent job,0.29808,280,353,0.25030,0.34587
2007,Berlin,Temporary job,0.08639,73,353,0.05704,0.11574
2007,Brandenburg,Permanent job,0.28043,312,371,0.23465,0.32620
2007,Brandenburg,Temporary job,0.06385,59,371,0.03894,0.08876
2007,Mecklenburg-Western Pomerania,Permanent job,0.31328,188,238,0.25422,0.37233
2007,Mecklenburg-Western Pomerania,Temporary job,0.07783,50,238,0.04372,0.11194
2007,Saxony,Permanent job,0.31803,611,729,0.28420,0.35186
2007,Saxony,Temporary job,0.07150,118,729,0.05278,0.09022
2007,Saxony-Anhalt,Permanent job,0.28316,337,406,0.23928,0.32704
2007,Saxony-Anhalt,Temporary job,0.06465,69,406,0.04070,0.08860
2007,Thuringa,Permanent job,0.29936,334,409,0.25493,0.34380
2007,Thuringa,Temporary job,0.08549,75,409,0.05836,0.11262
2008,Schleswig-Holstein,Permanent job,0.29934,205,248,0.24223,0.35645
2008,Schleswig-Holstein,Temporary job,0.08126,43,248,0.04719,0.11534
2008,Hamburg,Permanent job,0.33232,106,106,0.24222,0.42242
2008,Lower Saxony,Permanent job,0.32911,703,813,0.29679,0.36143
2008,Lower Saxony,Temporary job,0.05944,110,813,0.04317,0.07570
2008,Bremen,Permanent job,0.26310,52,52,0.14225,0.38394
2008,North Rhine-Westphalia,Permanent job,0.34262,1624,1892,0.32123,0.36401
2008,North Rhine-Westphalia,Temporary job,0.06119,268,1892,0.05039,0.07199
2008,Hesse,Permanent job,0.34631,579,668,0.31020,0.38242
2008,Hesse,Temporary job,0.06278,89,668,0.04437,0.08119
2008,"Rhineland-Palatinate, Saarland",Permanent job,0.32083,439,509,0.28024,0.36143
2008,"Rhineland-Palatinate, Saarland",Temporary job,0.05768,70,509,0.03741,0.07795
2008,Baden-Wuerttemberg,Permanent job,0.37208,1062,1206,0.34479,0.39938
2008,Baden-Wuerttemberg,Temporary job,0.05293,144,1206,0.04028,0.06557
2008,Bavaria,Permanent job,0.36417,1205,1392,0.33888,0.38946
2008,Bavaria,Temporary job,0.05999,187,1392,0.04751,0.07247
2008,Berlin,Permanent job,0.33221,285,352,0.28294,0.38149
2008,Berlin,Temporary job,0.08442,67,352,0.05533,0.11350
2008,Brandenburg,Permanent job,0.29082,293,341,0.24254,0.33909
2008,Brandenburg,Temporary job,0.06721,48,341,0.04060,0.09383
2008,Mecklenburg-Western Pomerania,Permanent job,0.32718,186,229,0.26628,0.38808
2008,Mecklenburg-Western Pomerania,Temporary job,0.07171,43,229,0.03822,0.10519
2008,Saxony,Permanent job,0.34469,607,720,0.30995,0.37943
2008,Saxony,Temporary job,0.06655,113,720,0.04833,0.08476
2008,Saxony-Anhalt,Permanent job,0.31504,344,408,0.26991,0.36017
2008,Saxony-Anhalt,Temporary job,0.06552,64,408,0.04148,0.08956
2008,Thuringa,Permanent job,0.30744,320,397,0.26199,0.35289
2008,Thuringa,Temporary job,0.08630,77,397,0.05864,0.11396
2009,Schleswig-Holstein,Permanent job,0.30100,191,229,0.24146,0.36054
2009,Schleswig-Holstein,Temporary job,0.07132,38,229,0.03792,0.10473
2009,Hamburg,Permanent job,0.35730,96,96,0.26093,0.45366
2009,Lower Saxony,Permanent job,0.34542,672,764,0.31168,0.37916
2009,Lower Saxony,Temporary job,0.04648,92,764,0.03155,0.06142
2009,Bremen,Permanent job,0.23803,44,44,0.11074,0.36533
2009,North Rhine-Westphalia,Permanent job,0.34794,1502,1737,0.32553,0.37035
2009,North Rhine-Westphalia,Temporary job,0.05195,235,1737,0.04151,0.06240
2009,Hesse,Permanent job,0.34105,528,631,0.30403,0.37807
2009,Hesse,Temporary job,0.08469,103,631,0.06294,0.10643
2009,"Rhineland-Palatinate, Saarland",Permanent job,0.32729,418,485,0.28548,0.36909
2009,"Rhineland-Palatinate, Saarland",Temporary job,0.06203,67,485,0.04054,0.08352
2009,Baden-Wuerttemberg,Permanent job,0.35989,925,1088,0.33136,0.38843
2009,Baden-Wuerttemberg,Temporary job,0.07125,163,1088,0.05596,0.08655
2009,Bavaria,Permanent job,0.37697,1157,1303,0.35065,0.40329
2009,Bavaria,Temporary job,0.05290,146,1303,0.04074,0.06506
2009,Berlin,Permanent job,0.32010,260,328,0.26953,0.37066
2009,Berlin,Temporary job,0.10783,68,328,0.07421,0.14145
2009,Brandenburg,Permanent job,0.31547,301,344,0.26629,0.36465
2009,Brandenburg,Temporary job,0.04409,43,344,0.02237,0.06582
2009,Mecklenburg-Western Pomerania,Permanent job,0.33350,184,223,0.27148,0.39552
2009,Mecklenburg-Western Pomerania,Temporary job,0.08318,39,223,0.04685,0.11950
2009,Saxony,Permanent job,0.32901,557,673,0.29348,0.36453
2009,Saxony,Temporary job,0.06972,116,673,0.05047,0.08898
2009,Saxony-Anhalt,Permanent job,0.29051,304,376,0.24456,0.33646
2009,Saxony-Anhalt,Temporary job,0.07821,72,376,0.05104,0.10539
2009,Thuringa,Permanent job,0.30892,300,370,0.26178,0.35606
2009,Thuringa,Temporary job,0.08194,70,370,0.05396,0.10993
2010,Schleswig-Holstein,Permanent job,0.33176,291,351,0.28243,0.38109
2010,Schleswig-Holstein,Temporary job,0.06501,60,351,0.03918,0.09083
2010,Hamburg,Permanent job,0.35346,160,192,0.28567,0.42126
2010,Hamburg,Temporary job,0.06998,32,192,0.03380,0.10616
2010,Lower Saxony,Permanent job,0.33629,918,1098,0.30833,0.36425
2010,Lower Saxony,Temporary job,0.06801,180,1098,0.05311,0.08291
2010,Bremen,Permanent job,0.25990,67,67,0.15409,0.36571
2010,North Rhine-Westphalia,Permanent job,0.34796,2056,2390,0.32886,0.36706
2010,North Rhine-Westphalia,Temporary job,0.05674,334,2390,0.04746,0.06602
2010,Hesse,Permanent job,0.34544,732,866,0.31375,0.37713
2010,Hesse,Temporary job,0.05953,134,866,0.04376,0.07530
2010,"Rhineland-Palatinate, Saarland",Permanent job,0.33702,563,667,0.30112,0.37292
2010,"Rhineland-Palatinate, Saarland",Temporary job,0.06422,104,667,0.04560,0.08284
2010,Baden-Wuerttemberg,Permanent job,0.36887,1331,1559,0.34491,0.39283
2010,Baden-Wuerttemberg,Temporary job,0.07487,228,1559,0.06180,0.08794
2010,Bavaria,Permanent job,0.37292,1641,1865,0.35096,0.39487
2010,Bavaria,Temporary job,0.05391,224,1865,0.04366,0.06416
2010,Berlin,Permanent job,0.32981,339,441,0.28588,0.37374
2010,Berlin,Temporary job,0.09701,102,441,0.06936,0.12467
2010,Brandenburg,Permanent job,0.30249,354,431,0.25907,0.34591
2010,Brandenburg,Temporary job,0.06552,77,431,0.04213,0.08891
2010,Mecklenburg-Western Pomerania,Permanent job,0.35054,239,290,0.29553,0.40555
2010,Mecklenburg-Western Pomerania,Temporary job,0.07929,51,290,0.04814,0.11044
2010,Saxony,Permanent job,0.34643,705,838,0.31419,0.37867
2010,Saxony,Temporary job,0.08223,133,838,0.06362,0.10085
2010,Saxony-Anhalt,Permanent job,0.32997,376,458,0.28686,0.37308
2010,Saxony-Anhalt,Temporary job,0.07209,82,458,0.04838,0.09581
2010,Thuringa,Permanent job,0.34050,381,468,0.29752,0.38348
2010,Thuringa,Temporary job,0.08703,87,468,0.06147,0.11260
2011,Schleswig-Holstein,Permanent job,0.31998,415,495,0.27884,0.36111
2011,Schleswig-Holstein,Temporary job,0.06502,80,495,0.04327,0.08676
2011,Hamburg,Permanent job,0.33134,179,179,0.26219,0.40049
2011,Lower Saxony,Permanent job,0.33695,1129,1340,0.31163,0.36227
2011,Lower Saxony,Temporary job,0.06907,211,1340,0.05548,0.08265
2011,Bremen,Permanent job,0.30990,72,72,0.20233,0.41747
2011,North Rhine-Westphalia,Permanent job,0.34646,2472,2891,0.32911,0.36381
2011,North Rhine-Westphalia,Temporary job,0.06494,419,2891,0.05596,0.07392
2011,Hesse,Permanent job,0.34632,899,1036,0.31733,0.37531
2011,Hesse,Temporary job,0.05234,137,1036,0.03877,0.06591
2011,"Rhineland-Palatinate, Saarland",Permanent job,0.32174,678,816,0.28967,0.35382
2011,"Rhineland-Palatinate, Saarland",Temporary job,0.06723,138,816,0.05003,0.08442
2011,Baden-Wuerttemberg,Permanent job,0.36871,1675,1926,0.34716,0.39026
2011,Baden-Wuerttemberg,Temporary job,0.06768,251,1926,0.05646,0.07890
2011,Bavaria,Permanent job,0.37036,2081,2381,0.35096,0.38976
2011,Bavaria,Temporary job,0.06134,300,2381,0.05170,0.07098
2011,Berlin,Permanent job,0.30800,389,485,0.26687,0.34913
2011,Berlin,Temporary job,0.08262,96,485,0.05810,0.10715
2011,Brandenburg,Permanent job,0.32947,443,535,0.28961,0.36934
2011,Brandenburg,Temporary job,0.06445,92,535,0.04362,0.08527
2011,Mecklenburg-Western Pomerania,Permanent job,0.33274,264,314,0.28053,0.38494
2011,Mecklenburg-Western Pomerania,Temporary job,0.08617,50,314,0.05508,0.11726
2011,Saxony,Permanent job,0.35874,792,952,0.32825,0.38922
2011,Saxony,Temporary job,0.07371,160,952,0.05711,0.09032
2011,Saxony-Anhalt,Permanent job,0.33084,449,547,0.29137,0.37031
2011,Saxony-Anhalt,Temporary job,0.07877,98,547,0.05617,0.10137
2011,Thuringa,Permanent job,0.35344,474,563,0.31392,0.39296
2011,Thuringa,Temporary job,0.06183,89,563,0.04192,0.08174
2012,Schleswig-Holstein,Permanent job,0.31256,424,506,0.27213,0.35299
2012,Schleswig-Holstein,Temporary job,0.06571,82,506,0.04410,0.08732
2012,Hamburg,Permanent job,0.31662,178,216,0.25444,0.37880
2012,Hamburg,Temporary job,0.06812,38,216,0.03445,0.10180
2012,Lower Saxony,Permanent job,0.35193,1131,1339,0.32634,0.37752
2012,Lower Saxony,Temporary job,0.06700,208,1339,0.05360,0.08039
2012,Bremen,Permanent job,0.29887,80,80,0.19793,0.39982
2012,North Rhine-Westphalia,Permanent job,0.35528,2441,2868,0.33776,0.37280
2012,North Rhine-Westphalia,Temporary job,0.06490,427,2868,0.05588,0.07392
2012,Hesse,Permanent job,0.34289,841,993,0.31335,0.37243
2012,Hesse,Temporary job,0.05970,152,993,0.04495,0.07444
2012,"Rhineland-Palatinate, Saarland",Permanent job,0.34258,679,805,0.30977,0.37538
2012,"Rhineland-Palatinate, Saarland",Temporary job,0.07215,126,805,0.05426,0.09003
2012,Baden-Wuerttemberg,Permanent job,0.37273,1581,1860,0.35075,0.39471
2012,Baden-Wuerttemberg,Temporary job,0.06890,279,1860,0.05738,0.08041
2012,Bavaria,Permanent job,0.37578,2047,2382,0.35633,0.39524
2012,Bavaria,Temporary job,0.06446,335,2382,0.05459,0.07432
2012,Berlin,Permanent job,0.30325,393,494,0.26267,0.34382
2012,Berlin,Temporary job,0.08505,101,494,0.06043,0.10968
2012,Brandenburg,Permanent job,0.35108,439,520,0.31001,0.39214
2012,Brandenburg,Temporary job,0.04455,81,520,0.02680,0.06230
2012,Mecklenburg-Western Pomerania,Permanent job,0.33259,252,318,0.28073,0.38446
2012,Mecklenburg-Western Pomerania,Temporary job,0.08831,66,318,0.05708,0.11955
2012,Saxony,Permanent job,0.35619,801,959,0.32587,0.38652
2012,Saxony,Temporary job,0.07130,158,959,0.05500,0.08759
2012,Saxony-Anhalt,Permanent job,0.33112,447,533,0.29113,0.37111
2012,Saxony-Anhalt,Temporary job,0.06660,86,533,0.04541,0.08778
2012,Thuringa,Permanent job,0.33842,446,539,0.29843,0.37840
2012,Thuringa,Temporary job,0.07132,93,539,0.04958,0.09307
2013,Schleswig-Holstein,Permanent job,0.30855,443,549,0.26987,0.34722
2013,Schleswig-Holstein,Temporary job,0.06882,106,549,0.04763,0.09002
2013,Hamburg,Permanent job,0.33914,247,300,0.28548,0.39280
2013,Hamburg,Temporary job,0.05756,53,300,0.03116,0.08396
2013,Lower Saxony,Permanent job,0.34503,1253,1539,0.32127,0.36879
2013,Lower Saxony,Temporary job,0.07358,286,1539,0.06053,0.08663
2013,Bremen,Permanent job,0.27220,90,90,0.17973,0.36467
2013,North Rhine-Westphalia,Permanent job,0.34001,2757,3379,0.32404,0.35599
2013,North Rhine-Westphalia,Temporary job,0.07039,622,3379,0.06177,0.07902
2013,Hesse,Permanent job,0.34314,968,1205,0.31632,0.36996
2013,Hesse,Temporary job,0.07622,237,1205,0.06123,0.09121
2013,"Rhineland-Palatinate, Saarland",Permanent job,0.33705,777,948,0.30695,0.36716
2013,"Rhineland-Palatinate, Saarland",Temporary job,0.07023,171,948,0.05396,0.08651
2013,Baden-Wuerttemberg,Permanent job,0.36486,1825,2180,0.34465,0.38507
2013,Baden-Wuerttemberg,Temporary job,0.06852,355,2180,0.05791,0.07913
2013,Bavaria,Permanent job,0.37777,2318,2706,0.35950,0.39604
2013,Bavaria,Temporary job,0.05261,388,2706,0.04420,0.06102
2013,Berlin,Permanent job,0.29957,420,547,0.26114,0.33799
2013,Berlin,Temporary job,0.08542,127,547,0.06198,0.10887
2013,Brandenburg,Permanent job,0.31805,421,535,0.27854,0.35755
2013,Brandenburg,Temporary job,0.07346,114,535,0.05133,0.09559
2013,Mecklenburg-Western Pomerania,Permanent job,0.33155,225,297,0.27792,0.38518
2013,Mecklenburg-Western Pomerania,Temporary job,0.09198,72,297,0.05906,0.12490
2013,Saxony,Permanent job,0.37664,796,937,0.34560,0.40768
2013,Saxony,Temporary job,0.07018,141,937,0.05382,0.08655
2013,Saxony-Anhalt,Permanent job,0.34737,454,545,0.30735,0.38738
2013,Saxony-Anhalt,Temporary job,0.05336,91,545,0.03447,0.07224
2013,Thuringa,Permanent job,0.35058,449,538,0.31022,0.39094
2013,Thuringa,Temporary job,0.08319,89,538,0.05983,0.10655
2014,Schleswig-Holstein,Permanent job,0.32286,408,477,0.28085,0.36486
2014,Schleswig-Holstein,Temporary job,0.05022,69,477,0.03060,0.06984
2014,Hamburg,Permanent job,0.34551,195,231,0.28405,0.40697
2014,Hamburg,Temporary job,0.04436,36,231,0.01775,0.07097
2014,Lower Saxony,Permanent job,0.34700,1131,1375,0.32183,0.37217
2014,Lower Saxony,Temporary job,0.07558,244,1375,0.06160,0.08955
2014,Bremen,Permanent job,0.21315,74,74,0.11920,0.30709
2014,North Rhine-Westphalia,Permanent job,0.34151,2438,2992,0.32452,0.35851
2014,North Rhine-Westphalia,Temporary job,0.07564,554,2992,0.06616,0.08512
2014,Hesse,Permanent job,0.33691,857,1050,0.30831,0.36551
2014,Hesse,Temporary job,0.08618,193,1050,0.06920,0.10317
2014,"Rhineland-Palatinate, Saarland",Permanent job,0.33862,694,854,0.30686,0.37038
2014,"Rhineland-Palatinate, Saarland",Temporary job,0.07262,160,854,0.05521,0.09004
2014,Baden-Wuerttemberg,Permanent job,0.36622,1560,1836,0.34418,0.38826
2014,Baden-Wuerttemberg,Temporary job,0.07087,276,1836,0.05913,0.08261
2014,Bavaria,Permanent job,0.38749,2095,2465,0.36826,0.40673
2014,Bavaria,Temporary job,0.05976,370,2465,0.05040,0.06912
2014,Berlin,Permanent job,0.32372,384,479,0.28178,0.36567
2014,Berlin,Temporary job,0.09084,95,479,0.06508,0.11661
2014,Brandenburg,Permanent job,0.31259,380,476,0.27090,0.35427
2014,Brandenburg,Temporary job,0.05811,96,476,0.03707,0.07915
2014,Mecklenburg-Western Pomerania,Permanent job,0.32657,207,269,0.27042,0.38271
2014,Mecklenburg-Western Pomerania,Temporary job,0.09832,62,269,0.06267,0.13397
2014,Saxony,Permanent job,0.38003,718,849,0.34736,0.41270
2014,Saxony,Temporary job,0.08075,131,849,0.06242,0.09909
2014,Saxony-Anhalt,Permanent job,0.32746,405,475,0.28522,0.36971
2014,Saxony-Anhalt,Temporary job,0.05490,70,475,0.03439,0.07541
2014,Thuringa,Permanent job,0.32272,409,499,0.28166,0.36378
2014,Thuringa,Temporary job,0.07742,90,499,0.05394,0.10089
2015,Schleswig-Holstein,Permanent job,0.36613,389,472,0.32263,0.40964
2015,Schleswig-Holstein,Temporary job,0.05994,83,472,0.03851,0.08138
2015,Hamburg,Permanent job,0.33942,199,238,0.27914,0.39971
2015,Hamburg,Temporary job,0.03813,39,238,0.01375,0.06251
2015,Lower Saxony,Permanent job,0.36033,1117,1394,0.33511,0.38554
2015,Lower Saxony,Temporary job,0.07889,277,1394,0.06474,0.09305
2015,Bremen,Permanent job,0.20135,67,67,0.10460,0.29809
2015,North Rhine-Westphalia,Permanent job,0.34497,2361,2915,0.32772,0.36223
2015,North Rhine-Westphalia,Temporary job,0.07381,554,2915,0.06432,0.08330
2015,Hesse,Permanent job,0.36831,868,1071,0.33941,0.39722
2015,Hesse,Temporary job,0.07054,203,1071,0.05520,0.08588
2015,"Rhineland-Palatinate, Saarland",Permanent job,0.33641,698,844,0.30451,0.36830
2015,"Rhineland-Palatinate, Saarland",Temporary job,0.08152,146,844,0.06304,0.09999
2015,Baden-Wuerttemberg,Permanent job,0.36663,1581,1873,0.34480,0.38846
2015,Baden-Wuerttemberg,Temporary job,0.07597,292,1873,0.06397,0.08798
2015,Bavaria,Permanent job,0.39760,2124,2548,0.37859,0.41661
2015,Bavaria,Temporary job,0.06330,424,2548,0.05384,0.07276
2015,Berlin,Permanent job,0.32072,383,483,0.27905,0.36239
2015,Berlin,Temporary job,0.09478,100,483,0.06863,0.12093
2015,Brandenburg,Permanent job,0.33006,386,469,0.28746,0.37267
2015,Brandenburg,Temporary job,0.04548,83,469,0.02661,0.06436
2015,Mecklenburg-Western Pomerania,Permanent job,0.34260,213,260,0.28480,0.40040
2015,Mecklenburg-Western Pomerania,Temporary job,0.08931,47,260,0.05458,0.12404
2015,Saxony,Permanent job,0.40232,671,803,0.36839,0.43626
2015,Saxony,Temporary job,0.07503,132,803,0.05680,0.09326
2015,Saxony-Anhalt,Permanent job,0.30928,372,439,0.26599,0.35256
2015,Saxony-Anhalt,Temporary job,0.07262,67,439,0.04832,0.09693
2015,Thuringa,Permanent job,0.33830,407,495,0.29658,0.38003
2015,Thuringa,Temporary job,0.06554,88,495,0.04372,0.08737
2016,Schleswig-Holstein,Permanent job,0.32966,332,434,0.28538,0.37394
2016,Schleswig-Holstein,Temporary job,0.07055,102,434,0.04643,0.09467
2016,Hamburg,Permanent job,0.31225,187,220,0.25088,0.37363
2016,Hamburg,Temporary job,0.04523,33,220,0.01771,0.07276
2016,Lower Saxony,Permanent job,0.35308,1047,1323,0.32732,0.37885
2016,Lower Saxony,Temporary job,0.08830,276,1323,0.07301,0.10360
2016,Bremen,Permanent job,0.23177,69,69,0.13147,0.33206
