year,quintil_oecd_hh,rentown,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,1st Quintile,Tenant,Yes,0.11611,438,2930,0.10451,0.12771
2014,1st Quintile,Tenant,No,0.87031,2492,2930,0.85814,0.88247
2014,2nd Quintile,Owner,No,0.98014,1061,1061,0.97174,0.98854
2014,2nd Quintile,Tenant,Yes,0.04221,155,2204,0.03381,0.05061
2014,2nd Quintile,Tenant,No,0.94556,2049,2204,0.93609,0.95504
2014,3rd Quintile,Owner,No,0.98305,1560,1560,0.97664,0.98945
2014,3rd Quintile,Tenant,No,0.98136,1493,1493,0.97449,0.98822
2014,4th Quintile,Owner,No,0.98115,1692,1692,0.97467,0.98763
2014,4th Quintile,Tenant,No,0.98849,1187,1187,0.98242,0.99456
2014,5th Quintile,Owner,No,0.98847,2134,2134,0.98393,0.99300
2014,5th Quintile,Tenant,No,0.99780,857,857,0.99465,1.00094
2015,1st Quintile,Owner,No,0.93256,450,450,0.90937,0.95576
2015,1st Quintile,Tenant,Yes,0.09348,331,2998,0.08305,0.10390
2015,1st Quintile,Tenant,No,0.86607,2667,2998,0.85388,0.87826
2015,2nd Quintile,Owner,No,0.95027,1040,1040,0.93705,0.96349
2015,2nd Quintile,Tenant,Yes,0.03375,142,2242,0.02627,0.04123
2015,2nd Quintile,Tenant,No,0.92514,2100,2242,0.91424,0.93603
2015,3rd Quintile,Owner,No,0.96142,1394,1394,0.95131,0.97154
2015,3rd Quintile,Tenant,Yes,0.01302,31,1544,0.00736,0.01867
2015,3rd Quintile,Tenant,No,0.96008,1513,1544,0.95031,0.96985
2015,4th Quintile,Owner,No,0.96135,1595,1595,0.95189,0.97081
2015,4th Quintile,Tenant,No,0.96432,1146,1146,0.95358,0.97507
2015,5th Quintile,Owner,No,0.98332,2022,2022,0.97774,0.98890
2015,5th Quintile,Tenant,No,0.98222,884,884,0.97350,0.99094
2016,1st Quintile,Owner,No,0.94733,373,373,0.92463,0.97003
2016,1st Quintile,Tenant,Yes,0.08991,305,2679,0.07908,0.10074
2016,1st Quintile,Tenant,No,0.89574,2374,2679,0.88416,0.90731
2016,2nd Quintile,Owner,No,0.97352,997,997,0.96355,0.98349
2016,2nd Quintile,Tenant,Yes,0.03270,96,2004,0.02491,0.04048
2016,2nd Quintile,Tenant,No,0.95800,1908,2004,0.94921,0.96678
2016,3rd Quintile,Owner,No,0.98598,1323,1323,0.97965,0.99232
2016,3rd Quintile,Tenant,No,0.96591,1363,1363,0.95628,0.97555
2016,4th Quintile,Owner,No,0.98023,1531,1531,0.97326,0.98721
2016,4th Quintile,Tenant,No,0.98395,1085,1085,0.97647,0.99143
2016,5th Quintile,Owner,No,0.98783,1950,1950,0.98296,0.99270
2016,5th Quintile,Tenant,No,0.99188,771,771,0.98554,0.99822
2017,1st Quintile,Owner,No,0.96394,361,361,0.94468,0.98320
2017,1st Quintile,Tenant,Yes,0.08429,414,4438,0.07611,0.09246
2017,1st Quintile,Tenant,No,0.90110,4024,4438,0.89232,0.90988
2017,2nd Quintile,Owner,No,0.98915,1085,1085,0.98299,0.99532
2017,2nd Quintile,Tenant,Yes,0.03119,115,2215,0.02395,0.03844
2017,2nd Quintile,Tenant,No,0.95831,2100,2215,0.94998,0.96663
2017,3rd Quintile,Owner,No,0.98862,1516,1516,0.98328,0.99396
2017,3rd Quintile,Tenant,No,0.97846,1538,1538,0.97120,0.98571
2017,4th Quintile,Owner,No,0.98082,1769,1769,0.97443,0.98721
2017,4th Quintile,Tenant,No,0.98058,1233,1233,0.97287,0.98829
2017,5th Quintile,Owner,No,0.99121,2223,2223,0.98733,0.99509
2017,5th Quintile,Tenant,No,0.99068,845,845,0.98419,0.99716
2018,1st Quintile,Owner,No,0.95601,360,360,0.93479,0.97722
2018,1st Quintile,Tenant,Yes,0.09571,584,4942,0.08751,0.10391
2018,1st Quintile,Tenant,No,0.89422,4358,4942,0.88564,0.90279
2018,2nd Quintile,Owner,No,0.99097,1065,1065,0.98529,0.99665
2018,2nd Quintile,Tenant,Yes,0.03148,198,2346,0.02441,0.03855
2018,2nd Quintile,Tenant,No,0.95800,2148,2346,0.94988,0.96612
2018,3rd Quintile,Owner,No,0.98839,1390,1390,0.98275,0.99402
2018,3rd Quintile,Tenant,Yes,0.00706,40,1584,0.00294,0.01119
2018,3rd Quintile,Tenant,No,0.98702,1544,1584,0.98144,0.99259
2018,4th Quintile,Owner,No,0.98665,1691,1691,0.98118,0.99212
2018,4th Quintile,Tenant,No,0.99011,1174,1174,0.98445,0.99577
2018,5th Quintile,Owner,No,0.99209,2155,2155,0.98835,0.99583
2018,5th Quintile,Tenant,No,0.98841,835,835,0.98114,0.99567
2019,1st Quintile,Owner,No,0.96667,376,376,0.94850,0.98483
2019,1st Quintile,Tenant,Yes,0.09694,445,4627,0.08842,0.10547
2019,1st Quintile,Tenant,No,0.88931,4182,4627,0.88026,0.89835
2019,2nd Quintile,Owner,No,0.98243,1009,1009,0.97432,0.99054
2019,2nd Quintile,Tenant,Yes,0.03302,110,2122,0.02541,0.04062
2019,2nd Quintile,Tenant,No,0.96135,2012,2122,0.95315,0.96955
2019,3rd Quintile,Owner,No,0.99240,1401,1401,0.98785,0.99695
2019,3rd Quintile,Tenant,No,0.98011,1455,1455,0.97293,0.98728
2019,4th Quintile,Owner,No,0.97749,1761,1761,0.97056,0.98442
2019,4th Quintile,Tenant,No,0.98570,1132,1132,0.97878,0.99262
2019,5th Quintile,Owner,No,0.99558,3244,3244,0.99329,0.99786
2019,5th Quintile,Tenant,No,0.99165,1084,1084,0.98624,0.99707
2020,1st Quintile,Owner,No,0.92688,307,307,0.89771,0.95605
2020,1st Quintile,Tenant,Yes,0.08265,460,5706,0.07550,0.08979
2020,1st Quintile,Tenant,No,0.89464,5246,5706,0.88667,0.90260
2020,2nd Quintile,Owner,No,0.97153,960,960,0.96101,0.98206
2020,2nd Quintile,Tenant,Yes,0.03277,87,2494,0.02578,0.03976
2020,2nd Quintile,Tenant,No,0.94723,2407,2494,0.93845,0.95601
2020,3rd Quintile,Owner,No,0.97385,1276,1276,0.96510,0.98261
2020,3rd Quintile,Tenant,No,0.97122,1572,1572,0.96295,0.97949
2020,4th Quintile,Owner,No,0.98248,1583,1583,0.97602,0.98895
2020,4th Quintile,Tenant,No,0.98823,1242,1242,0.98223,0.99423
2020,5th Quintile,Owner,No,0.98636,2704,2704,0.98199,0.99074
2020,5th Quintile,Tenant,No,0.98778,1000,1000,0.98097,0.99459
2021,1st Quintile,Owner,No,0.97086,273,273,0.95087,0.99085
2021,1st Quintile,Tenant,Yes,0.08126,302,2938,0.07138,0.09114
2021,1st Quintile,Tenant,No,0.91022,2636,2938,0.89988,0.92056
2021,2nd Quintile,Owner,No,0.99306,669,669,0.98676,0.99935
2021,2nd Quintile,Tenant,Yes,0.02596,93,1682,0.01836,0.03356
2021,2nd Quintile,Tenant,No,0.96538,1589,1682,0.95664,0.97412
2021,3rd Quintile,Owner,No,0.97495,917,917,0.96483,0.98507
2021,3rd Quintile,Tenant,No,0.97965,1123,1123,0.97139,0.98791
2021,4th Quintile,Owner,No,0.99100,1202,1202,0.98566,0.99634
2021,4th Quintile,Tenant,No,0.99054,871,871,0.98411,0.99697
2021,5th Quintile,Owner,No,0.99052,1976,1976,0.98625,0.99479
2021,5th Quintile,Tenant,No,0.99346,727,727,0.98760,0.99933
2022,1st Quintile,Owner,No,0.96853,972,972,0.95755,0.97951
2022,1st Quintile,Tenant,Yes,0.06923,272,4203,0.06155,0.07690
2022,1st Quintile,Tenant,No,0.91066,3931,4203,0.90203,0.91928
2022,2nd Quintile,Owner,No,0.98899,1101,1101,0.98282,0.99516
2022,2nd Quintile,Tenant,Yes,0.03613,147,3023,0.02947,0.04278
2022,2nd Quintile,Tenant,No,0.94510,2876,3023,0.93698,0.95322
2022,3rd Quintile,Owner,No,0.98267,1394,1394,0.97581,0.98952
2022,3rd Quintile,Tenant,Yes,0.02293,35,2050,0.01645,0.02941
2022,3rd Quintile,Tenant,No,0.96167,2015,2050,0.95336,0.96999
2022,4th Quintile,Owner,No,0.97941,1726,1726,0.97271,0.98611
2022,4th Quintile,Tenant,No,0.98301,1671,1671,0.97681,0.98921
2022,5th Quintile,Owner,No,0.98668,2538,2538,0.98222,0.99114
2022,5th Quintile,Tenant,No,0.98266,1242,1242,0.97540,0.98993
