year,bula_h,quintil_oecd_hh,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Hesse,4th Quintile,No,0.99930,113,113,0.99439,1.00421
1988,Hesse,5th Quintile,No,0.96702,80,80,0.92764,1.00640
1988,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.78675,57,57,0.67947,0.89403
1988,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.96440,64,64,0.91865,1.01016
1988,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.95971,76,76,0.91521,1.00421
1988,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.98623,52,52,0.95425,1.01821
1988,Baden-Wuerttemberg,1st Quintile,No,0.80809,119,119,0.73703,0.87914
1988,Baden-Wuerttemberg,2nd Quintile,No,0.95463,177,177,0.92388,0.98538
1988,Baden-Wuerttemberg,3rd Quintile,No,0.98397,193,193,0.96620,1.00173
1988,Bavaria,1st Quintile,No,0.80186,117,117,0.72932,0.87440
1988,Bavaria,2nd Quintile,No,0.98619,158,158,0.96794,1.00445
1988,Bavaria,3rd Quintile,No,0.99045,172,172,0.97588,1.00503
1988,Bavaria,4th Quintile,No,0.99615,166,166,0.98670,1.00560
1988,Bavaria,5th Quintile,No,0.98825,154,154,0.97118,1.00533
1988,Berlin,3rd Quintile,No,0.95266,41,41,0.88684,1.01847
1988,Berlin,4th Quintile,No,0.96824,37,37,0.91095,1.02552
1989,Schleswig-Holstein,2nd Quintile,No,0.86708,40,40,0.76053,0.97363
1989,Schleswig-Holstein,3rd Quintile,No,0.94763,33,33,0.87044,1.02482
1989,Lower Saxony,1st Quintile,Yes,0.36050,34,101,0.26639,0.45460
1989,Lower Saxony,1st Quintile,No,0.62119,67,101,0.52611,0.71626
1989,Lower Saxony,2nd Quintile,No,0.90943,81,81,0.84654,0.97232
1989,Lower Saxony,3rd Quintile,No,0.98922,100,100,0.96888,1.00956
1989,Lower Saxony,4th Quintile,No,0.99112,110,110,0.97351,1.00873
1989,Lower Saxony,5th Quintile,No,0.99203,81,81,0.97254,1.01152
1989,North Rhine-Westphalia,1st Quintile,Yes,0.25079,66,270,0.19899,0.30260
1989,North Rhine-Westphalia,1st Quintile,No,0.74275,204,270,0.69052,0.79499
1989,North Rhine-Westphalia,2nd Quintile,No,0.88561,230,230,0.84438,0.92683
1989,North Rhine-Westphalia,3rd Quintile,No,0.98161,256,256,0.96511,0.99810
1989,North Rhine-Westphalia,4th Quintile,No,0.98201,213,213,0.96412,0.99990
1989,North Rhine-Westphalia,5th Quintile,No,0.99675,238,238,0.98950,1.00400
1989,Hesse,1st Quintile,No,0.88747,89,89,0.82144,0.95349
1989,Hesse,2nd Quintile,No,0.92369,84,84,0.86657,0.98081
1989,Hesse,3rd Quintile,No,0.97662,94,94,0.94591,1.00733
1989,Hesse,5th Quintile,No,0.97513,84,84,0.94163,1.00863
1989,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.83061,60,60,0.73490,0.92633
1989,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.94816,76,76,0.89799,0.99834
1989,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.97373,44,44,0.92592,1.02153
1989,Baden-Wuerttemberg,1st Quintile,No,0.84362,122,122,0.77890,0.90833
1989,Baden-Wuerttemberg,2nd Quintile,No,0.94409,177,177,0.91014,0.97803
1989,Baden-Wuerttemberg,3rd Quintile,No,0.98061,169,169,0.95976,1.00146
1989,Baden-Wuerttemberg,5th Quintile,No,0.97011,132,132,0.94095,0.99927
1989,Bavaria,1st Quintile,No,0.78984,108,108,0.71264,0.86704
1989,Bavaria,2nd Quintile,No,0.95769,159,159,0.92631,0.98908
1989,Bavaria,4th Quintile,No,0.98079,166,166,0.95985,1.00174
1989,Berlin,3rd Quintile,No,0.97756,33,33,0.92624,1.02888
1989,Berlin,4th Quintile,No,0.96521,46,46,0.91166,1.01875
1989,Berlin,5th Quintile,No,0.98203,35,35,0.93738,1.02668
1990,Schleswig-Holstein,3rd Quintile,No,0.92588,35,35,0.83782,1.01394
1990,Schleswig-Holstein,4th Quintile,No,0.85624,35,35,0.73831,0.97417
1990,Lower Saxony,2nd Quintile,Yes,0.27798,32,117,0.19645,0.35951
1990,Lower Saxony,2nd Quintile,No,0.72202,85,117,0.64049,0.80355
1990,Lower Saxony,3rd Quintile,No,0.93175,127,127,0.88772,0.97578
1990,Lower Saxony,4th Quintile,No,0.99339,109,109,0.97810,1.00867
1990,North Rhine-Westphalia,2nd Quintile,Yes,0.23331,75,346,0.18868,0.27794
1990,North Rhine-Westphalia,2nd Quintile,No,0.76039,271,346,0.71534,0.80543
1990,North Rhine-Westphalia,3rd Quintile,No,0.96182,306,306,0.94031,0.98332
1990,North Rhine-Westphalia,4th Quintile,No,0.97819,267,267,0.96064,0.99575
1990,North Rhine-Westphalia,5th Quintile,No,0.99091,276,276,0.97970,1.00213
1990,Hesse,2nd Quintile,No,0.82477,99,99,0.74950,0.90004
1990,Hesse,3rd Quintile,No,0.96441,96,96,0.92716,1.00167
1990,Hesse,4th Quintile,No,0.98294,141,141,0.96149,1.00439
1990,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.83584,76,76,0.75200,0.91967
1990,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.98963,87,87,0.96822,1.01104
1990,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.98876,80,80,0.96551,1.01201
1990,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.98318,51,51,0.94753,1.01883
1990,Baden-Wuerttemberg,2nd Quintile,No,0.88636,183,183,0.84025,0.93247
1990,Baden-Wuerttemberg,3rd Quintile,No,0.95417,201,201,0.92519,0.98315
1990,Baden-Wuerttemberg,4th Quintile,No,0.99139,222,222,0.97920,1.00357
1990,Baden-Wuerttemberg,5th Quintile,No,0.99205,182,182,0.97912,1.00499
1990,Bavaria,2nd Quintile,No,0.86807,152,152,0.81409,0.92205
1990,Bavaria,3rd Quintile,No,0.95860,192,192,0.93035,0.98685
1990,Bavaria,4th Quintile,No,0.99774,186,186,0.99089,1.00459
1990,Bavaria,5th Quintile,No,0.99237,224,224,0.98095,1.00379
1990,Berlin,2nd Quintile,No,0.80147,34,34,0.66537,0.93757
1990,Berlin,3rd Quintile,No,0.96316,40,40,0.90404,1.02228
1990,Berlin,4th Quintile,No,0.94203,49,49,0.87592,1.00814
1990,Berlin,5th Quintile,No,0.93316,40,40,0.85477,1.01154
1991,Schleswig-Holstein,2nd Quintile,No,0.69426,32,32,0.53207,0.85644
1991,Schleswig-Holstein,3rd Quintile,No,0.91563,39,39,0.82726,1.00400
1991,Lower Saxony,2nd Quintile,Yes,0.33796,39,126,0.25504,0.42089
1991,Lower Saxony,2nd Quintile,No,0.66204,87,126,0.57911,0.74496
1991,Lower Saxony,3rd Quintile,No,0.89931,110,110,0.84282,0.95580
1991,Lower Saxony,4th Quintile,No,0.98519,115,115,0.96302,1.00736
1991,Lower Saxony,5th Quintile,No,0.98325,113,113,0.95947,1.00702
1991,North Rhine-Westphalia,2nd Quintile,Yes,0.22138,71,347,0.17764,0.26513
1991,North Rhine-Westphalia,2nd Quintile,No,0.77086,276,347,0.72657,0.81514
1991,North Rhine-Westphalia,3rd Quintile,No,0.96087,301,301,0.93893,0.98281
1991,North Rhine-Westphalia,4th Quintile,No,0.99815,299,299,0.99327,1.00303
1991,North Rhine-Westphalia,5th Quintile,No,0.99211,269,269,0.98152,1.00270
1991,Hesse,2nd Quintile,No,0.85052,92,92,0.77726,0.92378
1991,Hesse,3rd Quintile,No,0.96806,119,119,0.93634,0.99979
1991,Hesse,4th Quintile,No,0.99894,112,112,0.99288,1.00500
1991,Hesse,5th Quintile,No,0.97654,108,108,0.94786,1.00522
1991,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.78310,80,80,0.69221,0.87398
1991,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.97318,77,77,0.93685,1.00950
1991,Baden-Wuerttemberg,2nd Quintile,No,0.80862,159,159,0.74728,0.86996
1991,Baden-Wuerttemberg,3rd Quintile,No,0.95709,210,210,0.92962,0.98457
1991,Baden-Wuerttemberg,4th Quintile,No,0.97539,224,224,0.95505,0.99572
1991,Baden-Wuerttemberg,5th Quintile,No,0.98003,190,190,0.96008,0.99997
1991,Bavaria,2nd Quintile,No,0.83853,140,140,0.77735,0.89970
1991,Bavaria,3rd Quintile,No,0.97196,200,200,0.94903,0.99490
1991,Bavaria,4th Quintile,No,0.98753,211,211,0.97251,1.00254
1991,Bavaria,5th Quintile,No,0.99654,208,208,0.98853,1.00454
1991,Berlin,3rd Quintile,No,0.90441,34,34,0.80409,1.00473
1991,Berlin,4th Quintile,No,0.95189,50,50,0.89197,1.01181
1992,Schleswig-Holstein,3rd Quintile,No,0.92262,31,31,0.82701,1.01824
1992,Schleswig-Holstein,4th Quintile,No,0.97911,31,31,0.92793,1.03029
1992,Lower Saxony,1st Quintile,No,0.50210,32,32,0.32609,0.67811
1992,Lower Saxony,2nd Quintile,No,0.81392,66,66,0.71931,0.90853
1992,Lower Saxony,3rd Quintile,No,0.97653,107,107,0.94771,1.00535
1992,Lower Saxony,4th Quintile,No,0.97742,120,120,0.95073,1.00411
1992,Lower Saxony,5th Quintile,No,0.96993,108,108,0.93757,1.00229
1992,North Rhine-Westphalia,1st Quintile,Yes,0.21920,35,162,0.15529,0.28310
1992,North Rhine-Westphalia,1st Quintile,No,0.78080,127,162,0.71690,0.84471
1992,North Rhine-Westphalia,2nd Quintile,No,0.89991,239,239,0.86178,0.93804
1992,North Rhine-Westphalia,3rd Quintile,No,0.97857,274,274,0.96139,0.99575
1992,North Rhine-Westphalia,4th Quintile,No,0.99562,263,263,0.98762,1.00362
1992,North Rhine-Westphalia,5th Quintile,No,0.98951,272,272,0.97737,1.00164
1992,Hesse,1st Quintile,No,0.75237,48,48,0.62897,0.87577
1992,Hesse,2nd Quintile,No,0.95170,66,66,0.89957,1.00382
1992,Hesse,3rd Quintile,No,0.97169,107,107,0.94011,1.00326
1992,Hesse,4th Quintile,No,0.97961,103,103,0.95218,1.00704
1992,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.74778,35,35,0.60180,0.89376
1992,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.88321,60,60,0.80126,0.96516
1992,Baden-Wuerttemberg,1st Quintile,No,0.80846,74,74,0.71819,0.89873
1992,Baden-Wuerttemberg,2nd Quintile,No,0.93517,151,151,0.89577,0.97458
1992,Baden-Wuerttemberg,3rd Quintile,No,0.96692,169,169,0.93987,0.99396
1992,Baden-Wuerttemberg,4th Quintile,No,0.99207,217,217,0.98024,1.00390
1992,Baden-Wuerttemberg,5th Quintile,No,0.99583,187,187,0.98658,1.00509
1992,Bavaria,1st Quintile,No,0.83326,83,83,0.75259,0.91394
1992,Bavaria,2nd Quintile,No,0.95570,125,125,0.91948,0.99191
1992,Bavaria,3rd Quintile,No,0.98532,162,162,0.96675,1.00390
1992,Bavaria,4th Quintile,No,0.97725,229,229,0.95789,0.99660
1992,Berlin,1st Quintile,Yes,0.50177,37,76,0.38861,0.61493
1992,Berlin,1st Quintile,No,0.49823,39,76,0.38507,0.61139
1992,Berlin,2nd Quintile,No,0.80373,50,50,0.69252,0.91494
1992,Berlin,3rd Quintile,No,0.91789,64,64,0.85009,0.98568
1992,Berlin,4th Quintile,No,0.94635,58,58,0.88786,1.00485
1992,Berlin,5th Quintile,No,0.99286,58,58,0.97101,1.01472
1992,Brandenburg,1st Quintile,Yes,0.43695,56,139,0.35419,0.51971
1992,Brandenburg,1st Quintile,No,0.56052,83,139,0.47771,0.64333
1992,Brandenburg,2nd Quintile,No,0.79518,80,80,0.70618,0.88417
1992,Brandenburg,3rd Quintile,No,0.88989,43,43,0.79522,0.98456
1992,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.48004,33,80,0.36986,0.59021
1992,Mecklenburg-Western Pomerania,1st Quintile,No,0.51996,47,80,0.40979,0.63014
1992,Mecklenburg-Western Pomerania,2nd Quintile,No,0.84391,43,43,0.73415,0.95368
1992,Mecklenburg-Western Pomerania,3rd Quintile,No,0.87987,35,35,0.77059,0.98915
1992,Saxony,1st Quintile,Yes,0.43843,106,257,0.37764,0.49921
1992,Saxony,1st Quintile,No,0.56157,151,257,0.50079,0.62236
1992,Saxony,2nd Quintile,No,0.83318,149,149,0.77312,0.89325
1992,Saxony,3rd Quintile,No,0.88766,80,80,0.81802,0.95729
1992,Saxony-Anhalt,1st Quintile,Yes,0.42220,61,143,0.34096,0.50344
1992,Saxony-Anhalt,1st Quintile,No,0.57780,82,143,0.49656,0.65904
1992,Saxony-Anhalt,2nd Quintile,No,0.83790,110,110,0.76872,0.90709
1992,Saxony-Anhalt,3rd Quintile,No,0.89685,60,60,0.81924,0.97446
1992,Thuringa,1st Quintile,Yes,0.46133,59,146,0.38019,0.54248
1992,Thuringa,1st Quintile,No,0.53395,87,146,0.45275,0.61514
1992,Thuringa,2nd Quintile,No,0.79371,90,90,0.70964,0.87778
1992,Thuringa,3rd Quintile,No,0.98738,43,43,0.95363,1.02114
1993,Lower Saxony,1st Quintile,No,0.59459,48,48,0.45423,0.73496
1993,Lower Saxony,2nd Quintile,No,0.91575,89,89,0.85772,0.97378
1993,Lower Saxony,3rd Quintile,No,0.95223,109,109,0.91201,0.99246
1993,Lower Saxony,4th Quintile,No,0.99237,116,116,0.97647,1.00827
1993,Lower Saxony,5th Quintile,No,0.98992,98,98,0.97003,1.00980
1993,North Rhine-Westphalia,1st Quintile,Yes,0.24121,47,203,0.18221,0.30021
1993,North Rhine-Westphalia,1st Quintile,No,0.74421,156,203,0.68404,0.80438
1993,North Rhine-Westphalia,2nd Quintile,No,0.92167,232,232,0.88703,0.95632
1993,North Rhine-Westphalia,3rd Quintile,No,0.98188,240,240,0.96496,0.99879
1993,North Rhine-Westphalia,4th Quintile,No,0.99101,267,267,0.97967,1.00235
1993,North Rhine-Westphalia,5th Quintile,No,0.98966,282,282,0.97784,1.00149
1993,Hesse,1st Quintile,No,0.74805,58,58,0.63535,0.86076
1993,Hesse,2nd Quintile,No,0.90236,70,70,0.83232,0.97240
1993,Hesse,3rd Quintile,No,0.95096,95,95,0.90731,0.99462
1993,Hesse,4th Quintile,No,0.97613,88,88,0.94405,1.00820
1993,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.77692,39,39,0.64455,0.90928
1993,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.95792,55,55,0.90437,1.01147
1993,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.98659,76,76,0.96055,1.01262
1993,Baden-Wuerttemberg,1st Quintile,No,0.84429,96,96,0.77138,0.91720
1993,Baden-Wuerttemberg,2nd Quintile,No,0.91638,141,141,0.87052,0.96223
1993,Baden-Wuerttemberg,3rd Quintile,No,0.99756,197,197,0.99066,1.00447
1993,Baden-Wuerttemberg,5th Quintile,No,0.99334,163,163,0.98082,1.00587
1993,Bavaria,1st Quintile,No,0.86598,93,93,0.79636,0.93559
1993,Bavaria,2nd Quintile,No,0.97844,142,142,0.95447,1.00241
1993,Bavaria,3rd Quintile,No,0.98328,163,163,0.96354,1.00303
1993,Bavaria,4th Quintile,No,0.97812,207,207,0.95814,0.99810
1993,Bavaria,5th Quintile,No,0.98423,199,199,0.96688,1.00159
1993,Berlin,1st Quintile,No,0.61261,42,42,0.46349,0.76173
1993,Berlin,2nd Quintile,No,0.71327,40,40,0.57134,0.85521
1993,Berlin,3rd Quintile,No,0.88697,67,67,0.81058,0.96336
1993,Berlin,4th Quintile,No,0.96062,62,62,0.91181,1.00943
1993,Brandenburg,1st Quintile,Yes,0.39769,38,98,0.30029,0.49509
1993,Brandenburg,1st Quintile,No,0.60231,60,98,0.50491,0.69971
1993,Brandenburg,2nd Quintile,Yes,0.38764,37,99,0.29118,0.48411
1993,Brandenburg,2nd Quintile,No,0.61236,62,99,0.51589,0.70882
1993,Brandenburg,3rd Quintile,No,0.89231,52,52,0.80723,0.97739
1993,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.58627,34,34,0.41823,0.75431
1993,Mecklenburg-Western Pomerania,2nd Quintile,No,0.65316,41,41,0.50566,0.80066
