year,bula_h,regtyp,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Schleswig-Holstein,Rural regions,No,0.95115,270,270,0.92539,0.97691
2010,Hamburg,Urban regions,No,0.97917,237,237,0.96095,0.99739
2010,Lower Saxony,Urban regions,Yes,0.04109,40,588,0.02503,0.05715
2010,Lower Saxony,Urban regions,No,0.95722,548,588,0.94085,0.97359
2010,Lower Saxony,Rural regions,Yes,0.03228,38,671,0.01889,0.04566
2010,Lower Saxony,Rural regions,No,0.96772,633,671,0.95434,0.98111
2010,Bremen,Urban regions,No,0.98122,97,97,0.95407,1.00838
2010,North Rhine-Westphalia,Urban regions,Yes,0.04107,167,2743,0.03364,0.04850
2010,North Rhine-Westphalia,Urban regions,No,0.95893,2576,2743,0.95150,0.96636
2010,North Rhine-Westphalia,Rural regions,No,0.93900,68,68,0.88169,0.99631
2010,Hesse,Urban regions,No,0.96750,739,739,0.95470,0.98029
2010,Hesse,Rural regions,No,0.97905,187,187,0.95846,0.99963
2010,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.03648,31,590,0.02134,0.05162
2010,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96144,559,590,0.94589,0.97699
2010,"Rhineland-Palatinate, Saarland",Rural regions,No,0.99485,178,178,0.98430,1.00540
2010,Baden-Wuerttemberg,Urban regions,Yes,0.02248,53,1467,0.01489,0.03007
2010,Baden-Wuerttemberg,Urban regions,No,0.97752,1414,1467,0.96993,0.98511
2010,Baden-Wuerttemberg,Rural regions,No,0.96066,150,150,0.92945,0.99188
2010,Bavaria,Urban regions,Yes,0.02326,35,944,0.01364,0.03288
2010,Bavaria,Urban regions,No,0.97674,909,944,0.96712,0.98636
2010,Bavaria,Rural regions,Yes,0.01483,43,1093,0.00766,0.02200
2010,Bavaria,Rural regions,No,0.98517,1050,1093,0.97800,0.99234
2010,Berlin,Urban regions,No,0.95240,572,572,0.93493,0.96986
2010,Brandenburg,Urban regions,No,0.99531,45,45,0.97512,1.01550
2010,Brandenburg,Rural regions,No,0.92446,487,487,0.90096,0.94795
2010,Mecklenburg-Western Pomerania,Urban regions,No,0.91376,44,44,0.82986,0.99767
2010,Mecklenburg-Western Pomerania,Rural regions,Yes,0.10712,34,303,0.07224,0.14201
2010,Mecklenburg-Western Pomerania,Rural regions,No,0.89288,269,303,0.85799,0.92776
2010,Saxony,Urban regions,Yes,0.06076,34,498,0.03976,0.08177
2010,Saxony,Urban regions,No,0.93924,464,498,0.91823,0.96024
2010,Saxony,Rural regions,No,0.94381,411,411,0.92152,0.96610
2010,Saxony-Anhalt,Urban regions,No,0.96100,94,94,0.92165,1.00035
2010,Saxony-Anhalt,Rural regions,Yes,0.08420,40,431,0.05796,0.11045
2010,Saxony-Anhalt,Rural regions,No,0.91580,391,431,0.88955,0.94204
2010,Thuringa,Urban regions,No,0.92657,171,171,0.88736,0.96578
2010,Thuringa,Rural regions,No,0.95017,323,323,0.92640,0.97394
2011,Schleswig-Holstein,Urban regions,No,0.96104,160,160,0.93096,0.99112
2011,Schleswig-Holstein,Rural regions,Yes,0.04327,40,424,0.02388,0.06265
2011,Schleswig-Holstein,Rural regions,No,0.93909,384,424,0.91630,0.96188
2011,Hamburg,Urban regions,No,0.95516,254,254,0.92966,0.98066
2011,Lower Saxony,Urban regions,Yes,0.03230,43,677,0.01897,0.04563
2011,Lower Saxony,Urban regions,No,0.93298,634,677,0.91413,0.95183
2011,Lower Saxony,Rural regions,Yes,0.01834,48,818,0.00914,0.02754
2011,Lower Saxony,Rural regions,No,0.96981,770,818,0.95808,0.98155
2011,Bremen,Urban regions,No,0.93472,107,107,0.88770,0.98175
2011,North Rhine-Westphalia,Urban regions,Yes,0.04511,232,3174,0.03788,0.05233
2011,North Rhine-Westphalia,Urban regions,No,0.94500,2942,3174,0.93707,0.95294
2011,North Rhine-Westphalia,Rural regions,No,0.98100,84,84,0.95162,1.01037
2011,Hesse,Urban regions,Yes,0.01994,37,899,0.01080,0.02908
2011,Hesse,Urban regions,No,0.92753,862,899,0.91057,0.94449
2011,Hesse,Rural regions,No,0.97253,216,216,0.95068,0.99438
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.05323,39,687,0.03643,0.07003
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91188,648,687,0.89067,0.93309
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.96581,233,233,0.94243,0.98919
2011,Baden-Wuerttemberg,Urban regions,Yes,0.02076,65,1740,0.01406,0.02746
2011,Baden-Wuerttemberg,Urban regions,No,0.95980,1675,1740,0.95057,0.96904
2011,Baden-Wuerttemberg,Rural regions,No,0.94053,215,215,0.90884,0.97221
2011,Bavaria,Urban regions,Yes,0.01338,36,1168,0.00679,0.01997
2011,Bavaria,Urban regions,No,0.96453,1132,1168,0.95391,0.97514
2011,Bavaria,Rural regions,Yes,0.01761,58,1358,0.01061,0.02461
2011,Bavaria,Rural regions,No,0.95490,1300,1358,0.94386,0.96594
2011,Berlin,Urban regions,No,0.93505,630,630,0.91579,0.95431
2011,Brandenburg,Urban regions,No,0.96375,52,52,0.91245,1.01505
2011,Brandenburg,Rural regions,Yes,0.04423,34,609,0.02789,0.06058
2011,Brandenburg,Rural regions,No,0.93526,575,609,0.91570,0.95482
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.10166,52,353,0.07009,0.13323
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.86334,301,353,0.82745,0.89922
2011,Saxony,Urban regions,Yes,0.04326,46,549,0.02622,0.06029
2011,Saxony,Urban regions,No,0.91861,503,549,0.89572,0.94150
2011,Saxony,Rural regions,Yes,0.03236,35,474,0.01641,0.04830
2011,Saxony,Rural regions,No,0.91014,439,474,0.88436,0.93591
2011,Saxony-Anhalt,Urban regions,No,0.93615,128,128,0.89363,0.97867
2011,Saxony-Anhalt,Rural regions,Yes,0.06366,48,502,0.04228,0.08504
2011,Saxony-Anhalt,Rural regions,No,0.90985,454,502,0.88477,0.93493
2011,Thuringa,Urban regions,No,0.94995,202,202,0.91981,0.98010
2011,Thuringa,Rural regions,Yes,0.07384,43,421,0.04883,0.09885
2011,Thuringa,Rural regions,No,0.92139,378,421,0.89565,0.94713
2012,Schleswig-Holstein,Urban regions,No,0.94126,159,159,0.90460,0.97793
2012,Schleswig-Holstein,Rural regions,Yes,0.03109,39,424,0.01455,0.04763
2012,Schleswig-Holstein,Rural regions,No,0.93071,385,424,0.90651,0.95491
2012,Hamburg,Urban regions,No,0.97882,260,260,0.96128,0.99635
2012,Lower Saxony,Urban regions,Yes,0.03422,41,620,0.01990,0.04855
2012,Lower Saxony,Urban regions,No,0.94373,579,620,0.92557,0.96188
2012,Lower Saxony,Rural regions,Yes,0.02433,52,839,0.01390,0.03476
2012,Lower Saxony,Rural regions,No,0.95934,787,839,0.94596,0.97271
2012,Bremen,Urban regions,No,0.90593,113,113,0.85186,0.95999
2012,North Rhine-Westphalia,Urban regions,Yes,0.03723,201,3085,0.03055,0.04391
2012,North Rhine-Westphalia,Urban regions,No,0.94197,2884,3085,0.93372,0.95022
2012,North Rhine-Westphalia,Rural regions,No,0.98272,73,73,0.95262,1.01282
2012,Hesse,Urban regions,No,0.95440,855,855,0.94041,0.96839
2012,Hesse,Rural regions,No,0.94051,218,218,0.90903,0.97198
2012,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94981,657,657,0.93311,0.96652
2012,"Rhineland-Palatinate, Saarland",Rural regions,No,0.96294,218,218,0.93781,0.98808
2012,Baden-Wuerttemberg,Urban regions,Yes,0.01509,52,1647,0.00920,0.02098
2012,Baden-Wuerttemberg,Urban regions,No,0.95352,1595,1647,0.94335,0.96369
2012,Baden-Wuerttemberg,Rural regions,No,0.92442,203,203,0.88797,0.96087
2012,Bavaria,Urban regions,Yes,0.01938,34,1112,0.01127,0.02748
2012,Bavaria,Urban regions,No,0.96546,1078,1112,0.95472,0.97620
2012,Bavaria,Rural regions,Yes,0.02064,55,1370,0.01311,0.02817
2012,Bavaria,Rural regions,No,0.95183,1315,1370,0.94048,0.96317
2012,Berlin,Urban regions,Yes,0.05232,35,683,0.03561,0.06903
2012,Berlin,Urban regions,No,0.91956,648,683,0.89915,0.93998
2012,Brandenburg,Urban regions,No,0.94874,51,51,0.88762,1.00987
2012,Brandenburg,Rural regions,Yes,0.03475,32,599,0.02007,0.04943
2012,Brandenburg,Rural regions,No,0.93831,567,599,0.91902,0.95759
2012,Mecklenburg-Western Pomerania,Rural regions,Yes,0.09062,52,354,0.06067,0.12057
2012,Mecklenburg-Western Pomerania,Rural regions,No,0.89571,302,354,0.86383,0.92759
2012,Saxony,Urban regions,Yes,0.01979,32,536,0.00799,0.03159
2012,Saxony,Urban regions,No,0.92225,504,536,0.89956,0.94494
2012,Saxony,Rural regions,Yes,0.04559,41,498,0.02725,0.06393
2012,Saxony,Rural regions,No,0.89389,457,498,0.86682,0.92097
2012,Saxony-Anhalt,Urban regions,No,0.93678,117,117,0.89249,0.98107
2012,Saxony-Anhalt,Rural regions,Yes,0.05682,37,478,0.03605,0.07760
2012,Saxony-Anhalt,Rural regions,No,0.91457,441,478,0.88949,0.93966
2012,Thuringa,Urban regions,No,0.94880,189,189,0.91730,0.98031
2012,Thuringa,Rural regions,Yes,0.07169,39,417,0.04690,0.09648
2012,Thuringa,Rural regions,No,0.91301,378,417,0.88592,0.94009
2013,Schleswig-Holstein,Urban regions,No,0.93767,175,175,0.90175,0.97359
2013,Schleswig-Holstein,Rural regions,Yes,0.04527,41,455,0.02614,0.06439
2013,Schleswig-Holstein,Rural regions,No,0.94775,414,455,0.92728,0.96822
2013,Hamburg,Urban regions,No,0.97500,318,318,0.95782,0.99219
2013,Lower Saxony,Urban regions,Yes,0.01951,33,707,0.00931,0.02971
2013,Lower Saxony,Urban regions,No,0.95399,674,707,0.93853,0.96944
2013,Lower Saxony,Rural regions,Yes,0.02736,49,896,0.01668,0.03805
2013,Lower Saxony,Rural regions,No,0.95279,847,896,0.93889,0.96668
2013,Bremen,Urban regions,No,0.96602,136,136,0.93546,0.99658
2013,North Rhine-Westphalia,Urban regions,Yes,0.02727,193,3542,0.02191,0.03264
2013,North Rhine-Westphalia,Urban regions,No,0.94848,3349,3542,0.94120,0.95576
2013,North Rhine-Westphalia,Rural regions,No,0.99517,72,72,0.97904,1.01130
2013,Hesse,Urban regions,Yes,0.02780,42,1052,0.01786,0.03774
2013,Hesse,Urban regions,No,0.94616,1010,1052,0.93251,0.95980
2013,Hesse,Rural regions,No,0.95550,220,220,0.92819,0.98281
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95564,757,757,0.94097,0.97032
2013,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92321,222,222,0.88811,0.95832
2013,Baden-Wuerttemberg,Urban regions,Yes,0.01127,42,1869,0.00648,0.01606
2013,Baden-Wuerttemberg,Urban regions,No,0.96411,1827,1869,0.95567,0.97254
2013,Baden-Wuerttemberg,Rural regions,No,0.95093,221,221,0.92239,0.97948
2013,Bavaria,Urban regions,Yes,0.02405,38,1288,0.01568,0.03243
2013,Bavaria,Urban regions,No,0.96083,1250,1288,0.95023,0.97143
2013,Bavaria,Rural regions,Yes,0.01321,45,1491,0.00741,0.01900
2013,Bavaria,Rural regions,No,0.94989,1446,1491,0.93881,0.96097
2013,Berlin,Urban regions,Yes,0.04536,31,751,0.03047,0.06026
2013,Berlin,Urban regions,No,0.91945,720,751,0.89998,0.93893
2013,Brandenburg,Urban regions,No,0.97541,55,55,0.93411,1.01672
2013,Brandenburg,Rural regions,Yes,0.04375,37,604,0.02742,0.06007
2013,Brandenburg,Rural regions,No,0.92999,567,604,0.90962,0.95035
2013,Mecklenburg-Western Pomerania,Urban regions,No,0.85137,41,41,0.74113,0.96161
2013,Mecklenburg-Western Pomerania,Rural regions,Yes,0.07620,48,327,0.04740,0.10500
2013,Mecklenburg-Western Pomerania,Rural regions,No,0.90878,279,327,0.87752,0.94003
2013,Saxony,Urban regions,No,0.94719,508,508,0.92772,0.96666
2013,Saxony,Rural regions,Yes,0.06458,40,480,0.04257,0.08659
2013,Saxony,Rural regions,No,0.89000,440,480,0.86198,0.91802
2013,Saxony-Anhalt,Urban regions,No,0.94492,132,132,0.90586,0.98399
2013,Saxony-Anhalt,Rural regions,Yes,0.04197,34,475,0.02392,0.06002
2013,Saxony-Anhalt,Rural regions,No,0.93051,441,475,0.90762,0.95341
2013,Thuringa,Urban regions,No,0.94388,182,182,0.91035,0.97741
2013,Thuringa,Rural regions,Yes,0.05946,32,399,0.03623,0.08269
2013,Thuringa,Rural regions,No,0.91683,367,399,0.88970,0.94396
2014,Schleswig-Holstein,Urban regions,No,0.93031,153,153,0.88983,0.97079
2014,Schleswig-Holstein,Rural regions,Yes,0.05447,42,395,0.03206,0.07688
2014,Schleswig-Holstein,Rural regions,No,0.93039,353,395,0.90526,0.95552
2014,Hamburg,Urban regions,No,0.98497,261,261,0.97018,0.99976
2014,Lower Saxony,Urban regions,No,0.96612,604,604,0.95168,0.98056
2014,Lower Saxony,Rural regions,Yes,0.01595,37,824,0.00739,0.02450
2014,Lower Saxony,Rural regions,No,0.96852,787,824,0.95659,0.98045
2014,Bremen,Urban regions,No,0.97654,119,119,0.94924,1.00385
2014,North Rhine-Westphalia,Urban regions,Yes,0.02685,156,3141,0.02120,0.03251
2014,North Rhine-Westphalia,Urban regions,No,0.96146,2985,3141,0.95472,0.96819
2014,North Rhine-Westphalia,Rural regions,No,0.99439,61,61,0.97548,1.01329
2014,Hesse,Urban regions,Yes,0.02938,38,908,0.01839,0.04037
2014,Hesse,Urban regions,No,0.96862,870,908,0.95728,0.97997
2014,Hesse,Rural regions,No,0.98338,191,191,0.96520,1.00156
2014,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95004,677,677,0.93362,0.96647
2014,"Rhineland-Palatinate, Saarland",Rural regions,No,0.94217,206,206,0.91021,0.97412
2014,Baden-Wuerttemberg,Urban regions,Yes,0.01938,46,1610,0.01264,0.02611
2014,Baden-Wuerttemberg,Urban regions,No,0.97032,1564,1610,0.96202,0.97861
2014,Baden-Wuerttemberg,Rural regions,No,0.97059,197,197,0.94694,0.99424
2014,Bavaria,Urban regions,No,0.96251,1162,1162,0.95158,0.97344
2014,Bavaria,Rural regions,Yes,0.01611,34,1332,0.00934,0.02287
2014,Bavaria,Rural regions,No,0.95782,1298,1332,0.94702,0.96862
2014,Berlin,Urban regions,No,0.95722,633,633,0.94144,0.97299
2014,Brandenburg,Urban regions,No,0.99092,52,52,0.96488,1.01695
2014,Brandenburg,Rural regions,Yes,0.04278,33,563,0.02605,0.05951
2014,Brandenburg,Rural regions,No,0.94935,530,563,0.93123,0.96748
2014,Mecklenburg-Western Pomerania,Urban regions,No,0.93936,38,38,0.86245,1.01626
2014,Mecklenburg-Western Pomerania,Rural regions,Yes,0.06357,32,303,0.03605,0.09109
2014,Mecklenburg-Western Pomerania,Rural regions,No,0.91439,271,303,0.88283,0.94595
2014,Saxony,Urban regions,No,0.97118,473,473,0.95609,0.98628
2014,Saxony,Rural regions,No,0.94616,416,416,0.92444,0.96787
2014,Saxony-Anhalt,Urban regions,No,0.96525,129,129,0.93352,0.99698
2014,Saxony-Anhalt,Rural regions,No,0.95289,422,422,0.93265,0.97313
2014,Thuringa,Urban regions,No,0.94523,181,181,0.91199,0.97847
2014,Thuringa,Rural regions,No,0.95252,368,368,0.93076,0.97428
2015,Schleswig-Holstein,Urban regions,No,0.95231,143,143,0.91726,0.98736
2015,Schleswig-Holstein,Rural regions,No,0.92483,361,361,0.89759,0.95206
2015,Hamburg,Urban regions,No,0.98387,273,273,0.96890,0.99884
2015,Lower Saxony,Urban regions,No,0.95159,591,591,0.93428,0.96891
2015,Lower Saxony,Rural regions,Yes,0.01370,33,849,0.00588,0.02152
2015,Lower Saxony,Rural regions,No,0.94830,816,849,0.93339,0.96320
2015,Bremen,Urban regions,No,0.97006,108,108,0.93776,1.00235
2015,North Rhine-Westphalia,Urban regions,Yes,0.02290,124,3084,0.01762,0.02819
2015,North Rhine-Westphalia,Urban regions,No,0.94810,2960,3084,0.94027,0.95593
2015,North Rhine-Westphalia,Rural regions,No,0.92487,50,50,0.85106,0.99868
2015,Hesse,Urban regions,No,0.96977,871,871,0.95839,0.98115
2015,Hesse,Rural regions,No,0.91126,199,199,0.87165,0.95087
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.95997,653,653,0.94492,0.97501
2015,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92975,227,227,0.89643,0.96307
2015,Baden-Wuerttemberg,Urban regions,Yes,0.02263,45,1609,0.01536,0.02989
2015,Baden-Wuerttemberg,Urban regions,No,0.95805,1564,1609,0.94825,0.96785
2015,Baden-Wuerttemberg,Rural regions,No,0.96585,180,180,0.93925,0.99246
2015,Bavaria,Urban regions,No,0.94197,1183,1183,0.92864,0.95530
2015,Bavaria,Rural regions,No,0.94167,1269,1269,0.92877,0.95457
2015,Berlin,Urban regions,No,0.90717,608,608,0.88408,0.93025
2015,Brandenburg,Urban regions,No,0.98839,47,47,0.95744,1.01935
2015,Brandenburg,Rural regions,No,0.91920,518,518,0.89571,0.94269
2015,Mecklenburg-Western Pomerania,Urban regions,No,0.98508,43,43,0.94842,1.02174
2015,Mecklenburg-Western Pomerania,Rural regions,No,0.90716,270,270,0.87248,0.94184
2015,Saxony,Urban regions,No,0.93873,477,477,0.91719,0.96028
2015,Saxony,Rural regions,No,0.91399,376,376,0.88562,0.94237
2015,Saxony-Anhalt,Urban regions,No,0.94838,125,125,0.90944,0.98732
2015,Saxony-Anhalt,Rural regions,No,0.87862,376,376,0.84557,0.91168
2015,Thuringa,Urban regions,No,0.94382,173,173,0.90940,0.97823
2015,Thuringa,Rural regions,No,0.92055,356,356,0.89241,0.94868
2016,Schleswig-Holstein,Urban regions,No,0.94800,133,133,0.91012,0.98588
2016,Schleswig-Holstein,Rural regions,No,0.92215,338,338,0.89354,0.95076
2016,Hamburg,Urban regions,No,0.97713,256,256,0.95878,0.99548
2016,Lower Saxony,Urban regions,No,0.95525,536,536,0.93773,0.97277
2016,Lower Saxony,Rural regions,No,0.95815,748,748,0.94379,0.97251
2016,Bremen,Urban regions,No,0.96411,99,99,0.92728,1.00094
2016,North Rhine-Westphalia,Urban regions,Yes,0.02015,111,2826,0.01497,0.02533
2016,North Rhine-Westphalia,Urban regions,No,0.96173,2715,2826,0.95466,0.96881
2016,North Rhine-Westphalia,Rural regions,No,0.97089,51,51,0.92429,1.01749
2016,Hesse,Urban regions,No,0.96426,768,768,0.95112,0.97740
2016,Hesse,Rural regions,No,0.93942,168,168,0.90323,0.97560
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.96155,600,600,0.94615,0.97695
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.94710,218,218,0.91731,0.97688
2016,Baden-Wuerttemberg,Urban regions,No,0.96501,1418,1418,0.95544,0.97458
2016,Baden-Wuerttemberg,Rural regions,No,0.95855,168,168,0.92832,0.98878
2016,Bavaria,Urban regions,No,0.97311,1070,1070,0.96342,0.98281
2016,Bavaria,Rural regions,No,0.95892,1152,1152,0.94746,0.97039
2016,Berlin,Urban regions,No,0.96943,592,592,0.95555,0.98331
2016,Brandenburg,Urban regions,No,0.98870,43,43,0.95674,1.02067
2016,Brandenburg,Rural regions,No,0.96395,490,490,0.94743,0.98047
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.98904,45,45,0.95827,1.01981
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.91559,255,255,0.88140,0.94978
2016,Saxony,Urban regions,No,0.93761,446,446,0.91514,0.96008
2016,Saxony,Rural regions,No,0.92166,377,377,0.89450,0.94882
2016,Saxony-Anhalt,Urban regions,No,0.93643,117,117,0.89202,0.98083
2016,Saxony-Anhalt,Rural regions,No,0.91923,366,366,0.89128,0.94718
2016,Thuringa,Urban regions,No,0.93502,168,168,0.89763,0.97240
2016,Thuringa,Rural regions,No,0.96510,344,344,0.94567,0.98452
2017,Schleswig-Holstein,Urban regions,No,0.97717,250,250,0.95862,0.99572
2017,Schleswig-Holstein,Rural regions,No,0.96186,403,403,0.94313,0.98058
2017,Hamburg,Urban regions,No,0.98464,310,310,0.97092,0.99835
2017,Lower Saxony,Urban regions,No,0.97565,761,761,0.96469,0.98661
2017,Lower Saxony,Rural regions,Yes,0.01709,37,954,0.00886,0.02532
2017,Lower Saxony,Rural regions,No,0.96973,917,954,0.95885,0.98061
2017,Bremen,Urban regions,No,0.95899,171,171,0.92918,0.98880
2017,North Rhine-Westphalia,Urban regions,Yes,0.02066,154,3452,0.01591,0.02541
2017,North Rhine-Westphalia,Urban regions,No,0.96854,3298,3452,0.96272,0.97437
2017,North Rhine-Westphalia,Rural regions,No,0.98421,72,72,0.95521,1.01321
2017,Hesse,Urban regions,No,0.96209,921,921,0.94975,0.97443
2017,Hesse,Rural regions,No,0.95181,243,243,0.92482,0.97879
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97189,760,760,0.96013,0.98365
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.95084,229,229,0.92278,0.97891
2017,Baden-Wuerttemberg,Urban regions,Yes,0.01815,33,1717,0.01184,0.02447
2017,Baden-Wuerttemberg,Urban regions,No,0.96777,1684,1717,0.95941,0.97612
2017,Baden-Wuerttemberg,Rural regions,No,0.99679,210,210,0.98911,1.00446
2017,Bavaria,Urban regions,No,0.97346,1214,1214,0.96442,0.98251
2017,Bavaria,Rural regions,Yes,0.01364,35,1417,0.00760,0.01968
2017,Bavaria,Rural regions,No,0.97557,1382,1417,0.96753,0.98361
2017,Berlin,Urban regions,No,0.94919,690,690,0.93280,0.96559
2017,Brandenburg,Urban regions,No,0.99683,56,56,0.98199,1.01168
2017,Brandenburg,Rural regions,Yes,0.03578,31,640,0.02138,0.05019
2017,Brandenburg,Rural regions,No,0.95208,609,640,0.93552,0.96864
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.99644,60,60,0.98124,1.01164
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.04089,32,329,0.01946,0.06232
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.93854,297,329,0.91254,0.96453
2017,Saxony,Urban regions,No,0.96404,569,569,0.94873,0.97936
2017,Saxony,Rural regions,No,0.92929,447,447,0.90550,0.95308
2017,Saxony-Anhalt,Urban regions,No,0.87098,130,130,0.81314,0.92883
2017,Saxony-Anhalt,Rural regions,No,0.94877,459,459,0.92858,0.96896
2017,Thuringa,Urban regions,No,0.91601,184,184,0.87582,0.95620
2017,Thuringa,Rural regions,No,0.96546,417,417,0.94791,0.98301
2018,Schleswig-Holstein,Urban regions,Yes,0.01642,34,278,0.00145,0.03138
2018,Schleswig-Holstein,Urban regions,No,0.95840,244,278,0.93488,0.98191
2018,Schleswig-Holstein,Rural regions,No,0.95407,364,364,0.93254,0.97561
2018,Hamburg,Urban regions,No,0.96113,342,342,0.94061,0.98164
2018,Lower Saxony,Urban regions,Yes,0.01556,33,789,0.00692,0.02421
2018,Lower Saxony,Urban regions,No,0.98044,756,789,0.97078,0.99011
2018,Lower Saxony,Rural regions,Yes,0.03023,63,993,0.01957,0.04088
2018,Lower Saxony,Rural regions,No,0.95268,930,993,0.93947,0.96589
2018,Bremen,Urban regions,Yes,0.01963,45,182,-0.00058,0.03985
2018,Bremen,Urban regions,No,0.98031,137,182,0.96007,1.00055
2018,North Rhine-Westphalia,Urban regions,Yes,0.02284,184,3670,0.01801,0.02768
2018,North Rhine-Westphalia,Urban regions,No,0.97331,3486,3670,0.96810,0.97853
2018,North Rhine-Westphalia,Rural regions,No,0.98675,74,74,0.96052,1.01298
2018,Hesse,Urban regions,Yes,0.02634,64,969,0.01625,0.03643
2018,Hesse,Urban regions,No,0.96767,905,969,0.95653,0.97881
2018,Hesse,Rural regions,No,0.95814,241,241,0.93280,0.98348
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.01110,41,813,0.00389,0.01830
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.98576,772,813,0.97761,0.99391
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93727,238,238,0.90639,0.96814
2018,Baden-Wuerttemberg,Urban regions,Yes,0.01948,59,1669,0.01285,0.02611
2018,Baden-Wuerttemberg,Urban regions,No,0.97491,1610,1669,0.96741,0.98242
2018,Baden-Wuerttemberg,Rural regions,No,0.99303,190,190,0.98117,1.00489
2018,Bavaria,Urban regions,No,0.98017,1203,1203,0.97229,0.98805
2018,Bavaria,Rural regions,Yes,0.01216,50,1389,0.00640,0.01793
2018,Bavaria,Rural regions,No,0.97400,1339,1389,0.96562,0.98237
2018,Berlin,Urban regions,No,0.96108,758,758,0.94731,0.97486
2018,Brandenburg,Urban regions,No,0.91486,65,65,0.84649,0.98324
2018,Brandenburg,Rural regions,Yes,0.04184,51,655,0.02649,0.05718
2018,Brandenburg,Rural regions,No,0.95527,604,655,0.93943,0.97111
2018,Mecklenburg-Western Pomerania,Urban regions,No,0.98039,67,67,0.94693,1.01384
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.93190,324,324,0.90443,0.95937
2018,Saxony,Urban regions,No,0.94910,570,570,0.93103,0.96716
2018,Saxony,Rural regions,No,0.94485,435,435,0.92337,0.96633
2018,Saxony-Anhalt,Urban regions,No,0.93386,146,146,0.89340,0.97431
2018,Saxony-Anhalt,Rural regions,No,0.95620,448,448,0.93722,0.97517
2018,Thuringa,Urban regions,No,0.95382,213,213,0.92557,0.98207
2018,Thuringa,Rural regions,No,0.95600,399,399,0.93585,0.97615
2019,Schleswig-Holstein,Urban regions,No,0.96948,296,296,0.94985,0.98911
2019,Schleswig-Holstein,Rural regions,Yes,0.02586,32,395,0.01019,0.04153
2019,Schleswig-Holstein,Rural regions,No,0.96710,363,395,0.94948,0.98471
2019,Hamburg,Urban regions,No,0.93561,363,363,0.91032,0.96089
2019,Lower Saxony,Urban regions,No,0.95521,742,742,0.94032,0.97011
2019,Lower Saxony,Rural regions,Yes,0.03805,60,963,0.02596,0.05014
2019,Lower Saxony,Rural regions,No,0.95759,903,963,0.94485,0.97032
2019,Bremen,Urban regions,Yes,0.02065,42,168,-0.00092,0.04221
2019,Bremen,Urban regions,No,0.97935,126,168,0.95779,1.00092
2019,North Rhine-Westphalia,Urban regions,Yes,0.02227,129,3691,0.01751,0.02703
2019,North Rhine-Westphalia,Urban regions,No,0.97202,3562,3691,0.96669,0.97734
2019,North Rhine-Westphalia,Rural regions,No,0.95235,74,74,0.90348,1.00122
2019,Hesse,Urban regions,No,0.96543,959,959,0.95386,0.97700
2019,Hesse,Rural regions,No,0.96188,254,254,0.93828,0.98547
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.98570,787,787,0.97740,0.99400
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93973,222,222,0.90835,0.97110
2019,Baden-Wuerttemberg,Urban regions,Yes,0.02070,56,1706,0.01395,0.02746
2019,Baden-Wuerttemberg,Urban regions,No,0.97485,1650,1706,0.96742,0.98228
2019,Baden-Wuerttemberg,Rural regions,No,0.99003,181,181,0.97551,1.00454
2019,Bavaria,Urban regions,No,0.97488,1237,1237,0.96616,0.98361
2019,Bavaria,Rural regions,No,0.98558,1413,1413,0.97937,0.99180
2019,Berlin,Urban regions,No,0.93992,732,732,0.92269,0.95714
2019,Brandenburg,Urban regions,No,0.99796,66,66,0.98700,1.00893
2019,Brandenburg,Rural regions,Yes,0.04282,33,709,0.02790,0.05773
2019,Brandenburg,Rural regions,No,0.94531,676,709,0.92856,0.96206
2019,Mecklenburg-Western Pomerania,Urban regions,No,0.97810,71,71,0.94382,1.01239
