year,quintil_oecd_hh,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,West,1202,2.20579,2.10760,2.28776,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1984,2nd Quintile,West,1199,2.50496,2.41827,2.58544,1.00000,2.00000,4.00000,1,8.50000,2,2.00000,2.00000
1984,3rd Quintile,West,1174,2.49985,2.41994,2.58188,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1984,4th Quintile,West,1191,2.45631,2.37599,2.53552,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1984,5th Quintile,West,1076,2.19272,2.13223,2.26227,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1985,1st Quintile,West,1075,2.16778,2.06854,2.26119,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,3.00000
1985,2nd Quintile,West,1076,2.42607,2.31141,2.50565,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1985,3rd Quintile,West,1073,2.47011,2.37701,2.53993,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1985,4th Quintile,West,1061,2.32608,2.24678,2.40150,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1985,5th Quintile,West,980,2.17930,2.09647,2.23907,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1986,1st Quintile,West,992,2.10057,2.01179,2.17934,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,3.00000
1986,2nd Quintile,West,1030,2.45234,2.36321,2.55412,1.00000,2.00000,4.00000,1,8.50000,2,2.00000,2.00000
1986,3rd Quintile,West,1033,2.43062,2.32272,2.50645,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1986,4th Quintile,West,1028,2.27936,2.18805,2.36183,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1986,5th Quintile,West,951,2.21269,2.14380,2.29402,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1987,1st Quintile,West,947,2.03862,1.98137,2.12778,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,3.00000
1987,2nd Quintile,West,1018,2.42417,2.32973,2.50955,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1987,3rd Quintile,West,1023,2.41897,2.32613,2.50023,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1987,4th Quintile,West,1032,2.32679,2.24405,2.39488,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1987,5th Quintile,West,952,2.18615,2.11105,2.25568,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1988,1st Quintile,West,940,2.09047,2.01709,2.18083,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,3.00000
1988,2nd Quintile,West,966,2.33300,2.24916,2.41557,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1988,3rd Quintile,West,992,2.42845,2.34401,2.51117,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1988,4th Quintile,West,977,2.31522,2.22965,2.39328,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1988,5th Quintile,West,893,2.14237,2.06233,2.21253,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1989,1st Quintile,West,906,2.05012,1.97087,2.13036,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,3.00000
1989,2nd Quintile,West,985,2.38584,2.29139,2.47500,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1989,3rd Quintile,West,955,2.37132,2.29037,2.46071,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1989,4th Quintile,West,953,2.25925,2.16795,2.32712,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1989,5th Quintile,West,851,2.16139,2.08319,2.23772,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1990,1st Quintile,West,38,1.43818,1.16714,1.67645,1.00000,1.00000,1.53013,1,2.32533,1,1.00000,1.00000
1990,1st Quintile,East,2158,2.38572,2.32707,2.43990,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1990,2nd Quintile,West,1152,2.17681,2.09618,2.25795,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
