year,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Owner,2005,2.76604,2.70572,2.82636,2.00000,3.00000,4.00000,1,7.00000,,,
1984,Tenant,3858,2.09698,2.05803,2.13592,1.00000,2.00000,3.00000,1,6.00000,,,
1985,Owner,1865,2.74991,2.68874,2.81108,2.00000,3.00000,4.00000,1,7.00000,,,
1985,Tenant,3407,2.02152,1.98154,2.06151,1.00000,2.00000,3.00000,1,6.00000,,,
1986,No answer / don't know,,,,,,,,,,,,
1986,Owner,1836,2.71187,2.65113,2.77260,2.00000,2.00000,4.00000,1,7.00000,,,
1986,Tenant,3199,2.01877,1.97713,2.06041,1.00000,2.00000,3.00000,1,6.00000,,,
1987,No answer / don't know,,,,,,,,,,,,
1987,Owner,1830,2.68512,2.62510,2.74515,2.00000,2.00000,4.00000,1,7.00000,,,
1987,Tenant,3143,2.01383,1.97175,2.05591,1.00000,2.00000,3.00000,1,6.00000,,,
1988,No answer / don't know,,,,,,,,,,,,
1988,Owner,1748,2.64222,2.58157,2.70286,2.00000,2.00000,4.00000,1,7.00000,,,
1988,Tenant,3021,2.00953,1.96667,2.05238,1.00000,2.00000,3.00000,1,6.00000,,,
1989,No answer / don't know,,,,,,,,,,,,
1989,Owner,1713,2.63150,2.57093,2.69206,2.00000,2.00000,4.00000,1,7.00000,,,
1989,Tenant,2935,1.98577,1.94272,2.02882,1.00000,2.00000,3.00000,1,6.00000,,,
1990,No answer / don't know,,,,,,,,,,,,
1990,Owner,2362,2.62873,2.57762,2.67985,2.00000,2.00000,4.00000,1,7.00000,,,
1990,Tenant,4382,2.06606,2.03055,2.10156,1.00000,2.00000,3.00000,1,6.00000,,,
1991,No answer / don't know,,,,,,,,,,,,
1991,Owner,2339,2.62783,2.57657,2.67910,2.00000,2.00000,4.00000,1,7.00000,,,
1991,Tenant,4289,2.05698,2.02118,2.09278,1.00000,2.00000,3.00000,1,6.00000,,,
1992,Owner,2335,2.61320,2.56167,2.66474,2.00000,2.00000,4.00000,1,7.00000,,,
1992,Tenant,4268,2.04308,2.00757,2.07860,1.00000,2.00000,3.00000,1,6.00000,,,
1993,No answer / don't know,,,,,,,,,,,,
1993,Owner,2322,2.59963,2.54844,2.65082,2.00000,2.00000,4.00000,1,7.00000,,,
1993,Tenant,4247,2.02147,1.98627,2.05668,1.00000,2.00000,3.00000,1,6.00000,,,
1994,No answer / don't know,,,,,,,,,,,,
1994,Owner,2331,2.58273,2.53128,2.63418,2.00000,2.00000,4.00000,1,7.00000,,,
1994,Tenant,4162,1.99936,1.96423,2.03449,1.00000,2.00000,3.00000,1,6.00000,,,
1995,Owner,2364,2.55267,2.50125,2.60408,2.00000,2.00000,3.00000,1,4.50000,,,
1995,Tenant,4333,1.99670,1.96232,2.03107,1.00000,2.00000,3.00000,1,6.00000,,,
1996,Owner,2395,2.55773,2.50672,2.60875,2.00000,2.00000,3.00000,1,4.50000,,,
1996,Tenant,4236,1.96373,1.92937,1.99810,1.00000,2.00000,3.00000,1,6.00000,,,
1997,Owner,2444,2.56109,2.51047,2.61171,2.00000,2.00000,3.00000,1,4.50000,,,
1997,Tenant,4102,1.94544,1.91118,1.97969,1.00000,2.00000,2.00000,1,3.50000,,,
1998,Owner,2901,2.53436,2.48808,2.58065,2.00000,2.00000,3.00000,1,4.50000,,,
1998,Tenant,4516,1.94897,1.91623,1.98172,1.00000,2.00000,2.00000,1,3.50000,,,
1999,Owner,2859,2.53271,2.48591,2.57951,2.00000,2.00000,3.00000,1,4.50000,,,
1999,Tenant,4284,1.92427,1.89147,1.95708,1.00000,2.00000,2.00000,1,3.50000,,,
2000,Owner,5825,2.47399,2.44225,2.50572,2.00000,2.00000,3.00000,1,4.50000,,,
2000,Tenant,7125,1.93809,1.91191,1.96428,1.00000,2.00000,2.00000,1,3.50000,,,
2001,Owner,5267,2.46053,2.42710,2.49396,2.00000,2.00000,3.00000,1,4.50000,,,
2001,Tenant,6413,1.91679,1.88953,1.94406,1.00000,2.00000,2.00000,1,3.50000,,,
2002,Owner,5844,2.44704,2.41573,2.47836,2.00000,2.00000,3.00000,1,4.50000,,,
2002,Tenant,6368,1.90597,1.87870,1.93323,1.00000,2.00000,2.00000,1,3.50000,,,
2003,Owner,5659,2.42318,2.39143,2.45493,2.00000,2.00000,3.00000,1,4.50000,,,
2003,Tenant,6145,1.90729,1.87958,1.93500,1.00000,2.00000,2.00000,1,3.50000,,,
2004,Owner,5561,2.40112,2.36914,2.43310,2.00000,2.00000,3.00000,1,4.50000,,,
2004,Tenant,5982,1.90576,1.87799,1.93353,1.00000,2.00000,2.00000,1,3.50000,,,
2005,No answer / don't know,,,,,,,,,,,,
2005,Owner,5385,2.39878,2.36643,2.43112,2.00000,2.00000,3.00000,1,4.50000,,,
2005,Tenant,5813,1.89748,1.86947,1.92548,1.00000,2.00000,2.00000,1,3.50000,,,
2006,No answer / don't know,,,,,,,,,,,,
2006,Owner,6003,2.35050,2.32013,2.38087,1.00000,2.00000,3.00000,1,6.00000,,,
2006,Tenant,6260,1.87990,1.85275,1.90704,1.00000,2.00000,2.00000,1,3.50000,,,
2007,Owner,5620,2.34493,2.31396,2.37591,1.00000,2.00000,3.00000,1,6.00000,,,
2007,Tenant,5833,1.86910,1.84107,1.89713,1.00000,2.00000,2.00000,1,3.50000,,,
2008,Owner,5379,2.32715,2.29546,2.35883,1.00000,2.00000,3.00000,1,6.00000,,,
2008,Tenant,5443,1.83864,1.81026,1.86702,1.00000,2.00000,2.00000,1,3.50000,,,
2009,Owner,5063,2.31319,2.28062,2.34577,1.00000,2.00000,3.00000,1,6.00000,,,
2009,Tenant,5114,1.81680,1.78800,1.84559,1.00000,1.00000,2.00000,1,3.50000,,,
2010,Owner,6331,2.28668,2.25761,2.31575,1.00000,2.00000,3.00000,1,6.00000,,,
2010,Tenant,7468,1.81002,1.78614,1.83389,1.00000,1.00000,2.00000,1,3.50000,,,
2011,Owner,7721,2.29131,2.26510,2.31752,1.00000,2.00000,3.00000,1,6.00000,,,
2011,Tenant,8882,1.80836,1.78634,1.83038,1.00000,1.00000,2.00000,1,3.50000,,,
2012,Owner,7596,2.28822,2.26202,2.31443,1.00000,2.00000,3.00000,1,6.00000,,,
2012,Tenant,8707,1.80085,1.77857,1.82312,1.00000,1.00000,2.00000,1,3.50000,,,
2013,Owner,7708,2.25040,2.22465,2.27614,1.00000,2.00000,3.00000,1,6.00000,,,
2013,Tenant,10162,1.82242,1.80121,1.84362,1.00000,1.00000,2.00000,1,3.50000,,,
