year,regtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1994,Rural regions,Tenant,1197,2.0690930049284604,2.0368063782592922,2.1013796315976285,1.0,2.0,3.0,1,6.0,2,2.0,2.0
1995,Urban regions,Owner,1391,2.5155473666634602,2.4833245378442004,2.54777019548272,2.0,2.0,3.0,1,4.5,2,2.0,2.0
1995,Urban regions,Tenant,3060,1.9538577696956747,1.9343295295564162,1.9733860098349332,1.0,2.0,2.0,1,3.5,2,2.0,2.0
1995,Rural regions,Owner,973,2.619516181833315,2.580251633875825,2.6587807297908053,2.0,2.0,4.0,1,7.0,2,2.0,2.0
1995,Rural regions,Tenant,1273,2.1136084878838775,2.081878631181573,2.145338344586182,1.0,2.0,3.0,1,6.0,2,2.0,2.0
1996,Urban regions,Owner,1392,2.51921484902126,2.4869813401298546,2.551448357912665,2.0,2.0,3.0,1,4.5,2,2.0,2.0
1996,Urban regions,Tenant,3005,1.9398921251473,1.920451302450416,1.959332947844184,1.0,2.0,2.0,1,3.5,2,2.0,2.0
1996,Rural regions,Owner,1003,2.6267166953991525,2.5882397491298508,2.6651936416684543,2.0,2.0,4.0,1,7.0,2,2.0,2.0
1996,Rural regions,Tenant,1231,2.0310562912168555,1.9988243428729606,2.0632882395607504,1.0,2.0,3.0,1,6.0,2,2.0,2.0
1997,Urban regions,Owner,1419,2.525780926430828,2.493702618172811,2.5578592346888454,2.0,2.0,3.0,1,4.5,2,2.0,2.0
1997,Urban regions,Tenant,2912,1.9194739891165828,1.9000900207316969,1.9388579575014688,1.0,2.0,2.0,1,3.5,2,2.0,2.0
1997,Rural regions,Owner,1025,2.6233867570818252,2.585378833067789,2.6613946810958615,2.0,2.0,4.0,1,7.0,2,2.0,2.0
1997,Rural regions,Tenant,1189,2.0225968148396283,1.99046765210106,2.0547259775781965,1.0,2.0,3.0,1,6.0,2,2.0,2.0
1998,Urban regions,Owner,1677,2.469302642938069,2.440338422618517,2.4982668632576206,2.0,2.0,3.0,1,4.5,2,2.0,2.0
1998,Urban regions,Tenant,3237,1.9312690990802694,1.9125762081398512,1.9499619900206877,1.0,2.0,2.0,1,3.5,2,2.0,2.0
1998,Rural regions,Owner,1224,2.645080430013222,2.6097359656627273,2.680424894363717,2.0,2.0,4.0,1,7.0,2,2.0,2.0
1998,Rural regions,Tenant,1279,2.0015049164037353,1.971504541715109,2.031505291092362,1.0,2.0,3.0,1,6.0,2,2.0,2.0
1999,Urban regions,Owner,1660,2.4807559595480098,2.4513867643895204,2.510125154706499,2.0,2.0,3.0,1,4.5,2,2.0,2.0
1999,Urban regions,Tenant,3049,1.9165656875228014,1.8976272686244466,1.9355041064211562,1.0,2.0,2.0,1,3.5,2,2.0,2.0
1999,Rural regions,Owner,1199,2.621741789942484,2.5860995192586596,2.6573840606263084,2.0,2.0,4.0,1,7.0,2,2.0,2.0
1999,Rural regions,Tenant,1235,1.9467116566033558,1.917555079175714,1.9758682340309974,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2000,Urban regions,Owner,3499,2.4165197756837284,2.3969251919679064,2.4361143593995505,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2000,Urban regions,Tenant,5081,1.9369787832366088,1.9219213296222832,1.9520362368509343,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2000,Rural regions,Owner,2326,2.574060274729369,2.5493350981563867,2.598785451302351,2.0,2.0,4.0,1,7.0,2,2.0,2.0
2000,Rural regions,Tenant,2044,1.9411383556136683,1.9175715577543135,1.964705153473023,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2001,Urban regions,Owner,3138,2.408415514988699,2.387563148653994,2.429267881323404,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2001,Urban regions,Tenant,4629,1.917479096988434,1.901929160008886,1.9330290339679823,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2001,Rural regions,Owner,2129,2.5495242002250507,2.52386826043714,2.5751801400129612,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2001,Rural regions,Tenant,1784,1.9146161148347984,1.889543227258708,1.9396890024108888,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2002,Urban regions,Owner,3661,2.377041977795022,2.358268925829557,2.395815029760487,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2002,Urban regions,Tenant,4576,1.901420011164644,1.8857760717890135,1.9170639505402745,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2002,Rural regions,Owner,2183,2.569572932326801,2.5440612185444844,2.5950846461091177,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2002,Rural regions,Tenant,1792,1.918735082631377,1.8940851257330797,1.9433850395296741,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2003,Urban regions,Owner,3548,2.35669002698527,2.337593099299759,2.375786954670781,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2003,Urban regions,Tenant,4420,1.911858602355514,1.8958278209418085,1.9278893837692195,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2003,Rural regions,Owner,2111,2.53885677075309,2.5131120055438823,2.5646015359622973,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2003,Rural regions,Tenant,1725,1.8940774987374656,1.8696452063511806,1.9185097911237505,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2004,Urban regions,Owner,3463,2.3420993910330568,2.32274854276805,2.3614502392980636,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2004,Urban regions,Tenant,4311,1.909602641870831,1.893591297367984,1.9256139863736779,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2004,Rural regions,Owner,2098,2.5023127071979343,2.476593109695321,2.5280323047005475,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2004,Rural regions,Tenant,1671,1.8944515211731534,1.869739786565919,1.9191632557803877,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2005,Urban regions,Owner,3331,2.3321190568434087,2.312447506813616,2.3517906068732013,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2005,Urban regions,Tenant,4208,1.9065498858830219,1.8904194750330598,1.922680296732984,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2005,Rural regions,Owner,2054,2.5086196974850155,2.4828859659529434,2.5343534290170875,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2005,Rural regions,Tenant,1605,1.8705761871542403,1.8456430765311773,1.8955092977773034,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2006,Urban regions,Owner,3695,2.302826589538083,2.284346029623242,2.321307149452924,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2006,Urban regions,Tenant,4450,1.8927409452553856,1.8769171390815556,1.9085647514292157,1.0,2.0,2.0,1,3.5,2,2.0,2.0
2006,Rural regions,Owner,2308,2.4284203009819016,2.4042049983096274,2.452635603654176,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2006,Rural regions,Tenant,1810,1.84413651407657,1.820670073536238,1.867602954616902,1.0,2.0,2.0,1,3.5,2,2.0,3.0
2007,Urban regions,Owner,3458,2.306656273742217,2.287638829952431,2.3256737175320032,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2007,Urban regions,Tenant,4129,1.8848727940421919,1.8684777433635602,1.9012678447208236,1.0,2.0,2.0,1,3.5,2,2.0,2.0249999999999995
2007,Rural regions,Owner,2162,2.408919384332648,2.384527521143799,2.433311247521497,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2007,Rural regions,Tenant,1704,1.8266080444781205,1.802574920526957,1.850641168429284,1.0,2.0,2.0,1,3.5,2,2.0,3.0
2008,Urban regions,Owner,3298,2.288400692692593,2.2688480355857723,2.3079533497994134,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2008,Urban regions,Tenant,3874,1.8467660430013808,1.8302676823904405,1.8632644036123212,1.0,2.0,2.0,1,3.5,2,2.0,3.0
2008,Rural regions,Owner,2081,2.392372406783868,2.367629435828948,2.4171153777387877,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2008,Rural regions,Tenant,1569,1.81590263401324,1.7911695969959018,1.8406356710305782,1.0,2.0,2.0,1,3.5,2,2.0,3.0
2009,Urban regions,Owner,3092,2.2733559947045343,2.253180555055573,2.2935314343534956,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2009,Urban regions,Tenant,3591,1.8201056440291996,1.8031445643617985,1.8370667236966007,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2009,Rural regions,Owner,1971,2.381329335030557,2.356052482395154,2.40660618766596,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2009,Rural regions,Tenant,1523,1.8077029194947587,1.783452458748658,1.8319533802408594,1.0,2.0,2.0,1,3.5,2,2.0,3.0
2010,Urban regions,Owner,3821,2.2643681751744356,2.2461109843105818,2.2826253660382894,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2010,Urban regions,Tenant,5242,1.8112885463352983,1.7974028816681487,1.825174211002448,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2010,Rural regions,Owner,2510,2.325736704770383,2.3036409885020617,2.3478324210387043,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2010,Rural regions,Tenant,2226,1.8063889918735614,1.7855458090184009,1.827232174728722,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2011,Urban regions,Owner,4610,2.2788435501625495,2.262239370272465,2.295447730052634,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2011,Urban regions,Tenant,6123,1.8038238981044086,1.7908548165706881,1.816792979638129,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2011,Rural regions,Owner,3111,2.3139785146505196,2.294306944101767,2.333650085199272,2.0,2.0,3.0,1,4.5,2,2.0,2.0
2011,Rural regions,Tenant,2759,1.8190698029672754,1.800433796969092,1.8377058089654588,1.0,2.0,2.0,1,3.5,2,2.0,3.0
2012,Urban regions,Owner,4504,2.2899293465679476,2.2731850387763783,2.3066736543595168,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2012,Urban regions,Tenant,5925,1.7914062654434115,1.778323645531532,1.804488885355291,1.0,1.0,2.0,1,3.5,1,1.0,1.0
2012,Rural regions,Owner,3092,2.286312285114506,2.266925309347339,2.305699260881673,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2012,Rural regions,Tenant,2782,1.823682710170914,1.8046057923774599,1.8427596279643683,1.0,2.0,2.0,1,3.5,2,2.0,3.0
2013,Urban regions,Owner,4670,2.249942502429116,2.2337588071211214,2.2661261977371105,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2013,Urban regions,Tenant,7161,1.8270819059285002,1.8146573812222677,1.8395064306347326,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2013,Rural regions,Owner,3038,2.2532989492964957,2.2337125259799446,2.2728853726130467,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2013,Rural regions,Tenant,3001,1.8081729515162643,1.7900546796762047,1.826291223356324,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2014,Urban regions,Owner,4263,2.258188194938252,2.2410873721456652,2.2752890177308385,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2014,Urban regions,Tenant,6122,1.8252605560849773,1.811776085020514,1.8387450271494405,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2014,Rural regions,Owner,2789,2.236904474901315,2.216558770599083,2.2572501792035475,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2014,Rural regions,Tenant,2654,1.7817482860561606,1.7624799989358997,1.8010165731764216,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2015,Urban regions,Owner,4042,2.2321128154549457,2.2148821200104547,2.2493435108994366,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2015,Urban regions,Tenant,6327,1.816050899744416,1.8027311696531678,1.8293706298356642,1.0,1.0,2.0,1,3.5,1,0.9749999999999943,1.0
2015,Rural regions,Owner,2697,2.2056858300841955,2.185336089257336,2.226035570911055,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2015,Rural regions,Tenant,2698,1.7914301116427092,1.7719991759586236,1.8108610473267948,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2016,Urban regions,Owner,3765,2.2367501914111196,2.218788234465573,2.254712148356666,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2016,Urban regions,Tenant,5599,1.829944576193837,1.815482015193079,1.8444071371945951,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2016,Rural regions,Owner,2537,2.2009891508434696,2.1801455081091623,2.221832793577777,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2016,Rural regions,Tenant,2400,1.81552570949117,1.7951809282324354,1.8358704907499048,1.0,2.0,2.0,1,3.5,2,2.0,3.0
2017,Urban regions,Owner,4250,2.225492078519447,2.2085025249182966,2.2424816321205974,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2017,Urban regions,Tenant,7235,1.8270209137386324,1.8141061399390952,1.8399356875381696,1.0,1.0,2.0,1,3.5,1,1.0,1.0
2017,Rural regions,Owner,2813,2.2035187324846497,2.1837653781483906,2.223272086820909,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2017,Rural regions,Tenant,3183,1.793605865252445,1.775500840752884,1.8117108897520058,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2018,Urban regions,Owner,4072,2.2103728641952896,2.1929992700500787,2.2277464583405004,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2018,Urban regions,Tenant,7846,1.8350682312059676,1.8226252292516454,1.8475112331602899,1.0,1.0,2.0,1,3.5,1,1.0,1.0
2018,Rural regions,Owner,2686,2.204151259217077,2.184139327289945,2.2241631911442092,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2018,Rural regions,Tenant,3274,1.7621357763880305,1.744659269683851,1.77961228309221,1.0,1.0,2.0,1,3.5,1,1.0,1.0
2019,Urban regions,Owner,4724,2.2109994464339953,2.1948825714659557,2.227116321402035,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2019,Urban regions,Tenant,7236,1.8397316806728832,1.8268369266739666,1.8526264346717998,1.0,1.0,2.0,1,3.5,1,1.0,1.0
2019,Rural regions,Owner,3002,2.2109137566803243,2.191579322607361,2.2302481907532874,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2019,Rural regions,Tenant,2998,1.7540335742371638,1.7357123688866072,1.7723547795877204,1.0,1.0,2.0,1,3.5,1,1.0,1.0
2020,Urban regions,Owner,4292,2.2302625593973264,2.2133442139615456,2.2471809048331073,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2020,Urban regions,Tenant,9078,1.841821232171325,1.830447218807672,1.853195245534978,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2020,Rural regions,Owner,2704,2.262899092537842,2.2423132777431367,2.283484907332547,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2020,Rural regions,Tenant,3255,1.7948309886177913,1.7763881711745573,1.8132738060610254,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2021,Urban regions,Owner,3132,2.1870740321780957,2.1673202152252125,2.206827849130979,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2021,Urban regions,Tenant,5478,1.8580114194673163,1.8432629300677672,1.8727599088668654,1.0,1.0,2.0,1,3.5,1,0.0,1.0
2021,Rural regions,Owner,1967,2.2400548815206043,2.2158195376138856,2.264290225427323,1.0,2.0,3.0,1,6.0,2,2.0,2.0
2021,Rural regions,Tenant,1985,1.7483788717314968,1.7259991543024151,1.7707585891605784,1.0,1.0,2.0,1,3.5,1,1.0,1.0
