year,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,1202,2.20579,2.12330,2.28828,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1984,2nd Quintile,1199,2.50496,2.42348,2.58645,1.00000,2.00000,4.00000,1,8.50000,2,2.00000,2.00000
1984,3rd Quintile,1174,2.49985,2.42180,2.57791,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1984,4th Quintile,1191,2.45631,2.38447,2.52816,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1984,5th Quintile,1076,2.19272,2.12855,2.25689,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1985,1st Quintile,1075,2.16778,2.08022,2.25534,1.00000,2.00000,3.00000,1,6.00000,2,1.00000,2.00000
1985,2nd Quintile,1076,2.42607,2.34322,2.50891,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1985,3rd Quintile,1073,2.47011,2.39055,2.54968,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1985,4th Quintile,1061,2.32608,2.25360,2.39856,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1985,5th Quintile,980,2.17930,2.11153,2.24708,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1986,1st Quintile,992,2.10057,2.01435,2.18679,1.00000,2.00000,3.00000,1,6.00000,2,1.00000,2.00000
1986,2nd Quintile,1030,2.45234,2.36675,2.53793,1.00000,2.00000,4.00000,1,8.50000,2,2.00000,2.00000
1986,3rd Quintile,1033,2.43062,2.34910,2.51214,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1986,4th Quintile,1028,2.27936,2.20523,2.35349,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1986,5th Quintile,951,2.21269,2.14272,2.28265,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1987,1st Quintile,947,2.03862,1.95263,2.12462,1.00000,2.00000,3.00000,1,6.00000,2,1.00000,2.00000
1987,2nd Quintile,1018,2.42417,2.33542,2.51292,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1987,3rd Quintile,1023,2.41897,2.33783,2.50011,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1987,4th Quintile,1032,2.32679,2.25603,2.39755,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1987,5th Quintile,952,2.18615,2.11645,2.25585,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1988,1st Quintile,940,2.09047,2.00159,2.17934,1.00000,2.00000,3.00000,1,6.00000,2,1.00000,2.00000
1988,2nd Quintile,966,2.33300,2.24637,2.41962,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1988,3rd Quintile,992,2.42845,2.34488,2.51201,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1988,4th Quintile,977,2.31522,2.24194,2.38850,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1988,5th Quintile,893,2.14237,2.07371,2.21103,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1989,1st Quintile,906,2.05012,1.95886,2.14138,1.00000,2.00000,3.00000,1,6.00000,2,1.00000,2.00000
1989,2nd Quintile,985,2.38584,2.29913,2.47255,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1989,3rd Quintile,955,2.37132,2.29069,2.45195,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1989,4th Quintile,953,2.25925,2.18596,2.33253,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1989,5th Quintile,851,2.16139,2.09068,2.23211,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1990,1st Quintile,2196,2.34503,2.29478,2.39529,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1990,2nd Quintile,1152,2.17681,2.09567,2.25796,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1990,3rd Quintile,1183,2.39239,2.31688,2.46790,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1990,4th Quintile,1152,2.29524,2.22352,2.36695,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1990,5th Quintile,1065,2.18191,2.11793,2.24588,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1991,1st Quintile,2049,2.36233,2.31029,2.41438,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1991,2nd Quintile,1135,2.11183,2.03076,2.19290,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1991,3rd Quintile,1189,2.42419,2.34634,2.50204,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1991,4th Quintile,1193,2.30301,2.23561,2.37042,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1991,5th Quintile,1063,2.16428,2.10053,2.22804,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1992,1st Quintile,1399,1.96582,1.89997,2.03166,1.00000,2.00000,2.00000,1,3.50000,2,1.00000,2.00000
1992,2nd Quintile,1500,2.47547,2.40573,2.54521,1.00000,2.00000,4.00000,1,8.50000,2,2.00000,2.00000
1992,3rd Quintile,1336,2.38123,2.31255,2.44990,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1992,4th Quintile,1269,2.29572,2.23016,2.36127,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1992,5th Quintile,1097,2.19143,2.12894,2.25392,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1993,1st Quintile,1306,1.95000,1.88127,2.01874,1.00000,2.00000,2.00000,1,3.50000,2,1.00000,2.00000
1993,2nd Quintile,1498,2.37398,2.30540,2.44256,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1993,3rd Quintile,1373,2.45104,2.38307,2.51901,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1993,4th Quintile,1292,2.30435,2.24082,2.36787,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1993,5th Quintile,1099,2.15473,2.09374,2.21573,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1994,1st Quintile,1336,1.96328,1.89265,2.03391,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
1994,2nd Quintile,1410,2.39435,2.32414,2.46456,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1994,3rd Quintile,1364,2.35758,2.28979,2.42537,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1994,4th Quintile,1256,2.29436,2.23066,2.35806,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1994,5th Quintile,1125,2.13070,2.07238,2.18901,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1995,1st Quintile,1397,2.11328,2.03885,2.18770,1.00000,2.00000,3.00000,1,6.00000,2,1.00000,2.00000
1995,2nd Quintile,1470,2.27353,2.20676,2.34030,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1995,3rd Quintile,1399,2.33153,2.26459,2.39847,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1995,4th Quintile,1284,2.24655,2.18537,2.30773,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1995,5th Quintile,1143,2.13010,2.07251,2.18769,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1996,1st Quintile,1379,2.03189,1.96041,2.10337,1.00000,2.00000,3.00000,1,6.00000,2,1.00000,2.00000
1996,2nd Quintile,1451,2.32670,2.25603,2.39736,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1996,3rd Quintile,1387,2.28135,2.21814,2.34456,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1996,4th Quintile,1304,2.24549,2.18269,2.30830,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1996,5th Quintile,1105,2.13312,2.07332,2.19293,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1997,1st Quintile,1320,2.03021,1.95660,2.10382,1.00000,1.00000,3.00000,1,6.00000,1,1.00000,2.00000
1997,2nd Quintile,1448,2.24188,2.17348,2.31028,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1997,3rd Quintile,1355,2.32478,2.26029,2.38927,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1997,4th Quintile,1300,2.26767,2.20434,2.33101,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1997,5th Quintile,1122,2.11089,2.05277,2.16901,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1998,1st Quintile,1495,2.06050,1.99117,2.12983,1.00000,2.00000,3.00000,1,6.00000,2,1.00000,2.00000
1998,2nd Quintile,1601,2.32363,2.25738,2.38989,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1998,3rd Quintile,1526,2.24623,2.18462,2.30783,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1998,4th Quintile,1476,2.19565,2.13972,2.25157,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1998,5th Quintile,1315,2.11977,2.06567,2.17388,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1999,1st Quintile,1471,2.04833,1.97842,2.11825,1.00000,1.00000,3.00000,1,6.00000,1,1.00000,2.00000
1999,2nd Quintile,1538,2.22487,2.16022,2.28952,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1999,3rd Quintile,1511,2.29668,2.23465,2.35871,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1999,4th Quintile,1386,2.19771,2.13850,2.25693,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1999,5th Quintile,1237,2.11083,2.05560,2.16607,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2000,1st Quintile,2536,1.98152,1.93029,2.03275,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2000,2nd Quintile,2720,2.25985,2.21041,2.30929,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2000,3rd Quintile,2676,2.26832,2.22212,2.31452,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2000,4th Quintile,2577,2.20484,2.16175,2.24793,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2000,5th Quintile,2435,2.09823,2.05871,2.13774,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2001,1st Quintile,2213,1.96941,1.91519,2.02364,1.00000,1.00000,3.00000,1,6.00000,1,1.00000,2.00000
2001,2nd Quintile,2462,2.24444,2.19237,2.29651,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2001,3rd Quintile,2460,2.25424,2.20671,2.30177,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2001,4th Quintile,2368,2.21244,2.16656,2.25832,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2001,5th Quintile,2175,2.05164,2.01083,2.09246,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
2002,1st Quintile,2090,2.00782,1.95153,2.06411,1.00000,2.00000,3.00000,1,6.00000,2,1.00000,2.00000
2002,2nd Quintile,2236,2.23685,2.18389,2.28981,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2002,3rd Quintile,2281,2.27936,2.22978,2.32895,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2002,4th Quintile,2360,2.14878,2.10420,2.19335,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2002,5th Quintile,3240,2.01229,1.97825,2.04634,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
