year,hhtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Single-person household,Owner,256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1984,Single-person household,Tenant,1032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1984,Couple without children,Owner,510,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1984,Couple without children,Tenant,841,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1984,Single parent,Owner,88,2.4016968737792714,2.243925871182582,2.559467876375961,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1984,Single parent,Tenant,238,2.484292997285848,2.3902881052744696,2.5782978892972266,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1984,Couple with children,Owner,1028,3.8720448772735683,3.8147567946889445,3.929332959858192,3.0,4.0,4.0,3,5.5,4,4.0,4.0
1984,Couple with children,Tenant,1608,3.73574721009545,3.6920182396257504,3.7794761805651493,3.0,4.0,4.0,3,5.5,4,4.0,5.0
1984,Multi-generational household,Owner,70,4.76033928294216,4.459321816829776,5.061356749054543,4.0,5.0,5.0,2.5,6.5,5,5.0,6.0
1984,Multi-generational household,Tenant,58,3.6385816384076533,3.211181853605404,4.0659814232099025,2.0,3.0,5.0,2,9.5,3,2.0,3.0
1984,Other Combinations,Owner,53,2.7195909510018654,2.538593035659285,2.900588866344446,2.0,3.0,3.0,2,4.5,3,3.0,4.0
1984,Other Combinations,Tenant,81,2.5366498458027307,2.3841718238450076,2.6891278677604538,2.0,2.0,3.0,2,4,2,1.0,2.0
1985,Single-person household,Owner,217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1985,Single-person household,Tenant,923,1.0011152431380477,0.998959186331177,1.0032712999449183,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1985,Couple without children,Owner,460,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1985,Couple without children,Tenant,765,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1985,Single parent,Owner,85,2.4423041115255857,2.276298636232005,2.6083095868191664,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1985,Single parent,Tenant,208,2.462384173469806,2.3682292275301484,2.556539119409464,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1985,Couple with children,Owner,986,3.832347566435715,3.7765325161558265,3.888162616715604,3.0,4.0,4.0,3,5.5,4,4.0,4.0
1985,Couple with children,Tenant,1389,3.704076934216067,3.657144543959965,3.751009324472169,3.0,3.0,4.0,3,5.5,3,2.0,3.0
1985,Multi-generational household,Owner,69,4.772643089505999,4.467348433694443,5.077937745317554,4.0,5.0,5.0,2.5,6.5,5,5.0,6.0
1985,Multi-generational household,Tenant,47,3.3721915159142517,2.8858320348389843,3.858550996989519,2.0,3.0,4.0,2,7.0,3,2.9749999999999943,4.0
1985,Other Combinations,Owner,48,2.6964494667768277,2.4961857103268383,2.896713223226817,2.0,3.0,3.0,2,4.5,3,3.0,4.0
1985,Other Combinations,Tenant,75,2.581731761962559,2.406367176326309,2.7570963475988086,2.0,2.0,3.0,2,4.5,2,1.0,2.0
1986,Single-person household,Owner,222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1986,Single-person household,Tenant,856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1986,Couple without children,Owner,455,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1986,Couple without children,Tenant,750,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1986,Single parent,Owner,86,2.489388330011963,2.31278540964426,2.665991250379666,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1986,Single parent,Tenant,194,2.4750965848286626,2.377370790936102,2.572822378721223,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1986,Couple with children,Owner,960,3.8063885536412645,3.7520158013601193,3.8607613059224097,3.0,4.0,4.0,3,5.5,4,4.0,4.0
1986,Couple with children,Tenant,1276,3.7226383741640867,3.6723925226747935,3.77288422565338,3.0,4.0,4.0,3,5.5,4,4.0,5.0
1986,Multi-generational household,Owner,64,4.670839662531396,4.347242169351083,4.994437155711709,4.0,5.0,5.0,3,6.5,5,5.0,6.0
1986,Multi-generational household,Tenant,53,3.463868031204159,3.00271938180859,3.925016680599728,2.0,3.0,4.17748771230025,2,7.443719280750625,3,2.0,4.0
1986,Other Combinations,Owner,49,2.7238334334646437,2.533815686579791,2.9138511803494964,2.0,3.0,3.0,2,4.5,3,3.0,3.0249999999999995
1986,Other Combinations,Tenant,70,2.4799731901620983,2.3140180648075894,2.645928315516607,2.0,2.0,3.0,2,4.5,2,1.0,2.0
1987,Single-person household,Owner,225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1987,Single-person household,Tenant,852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1987,Couple without children,Owner,473,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1987,Couple without children,Tenant,719,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1987,Single parent,Owner,89,2.524170152380007,2.3371617482292955,2.7111785565307187,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1987,Single parent,Tenant,189,2.45080570802006,2.352291190586122,2.5493202254539975,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1987,Couple with children,Owner,938,3.7870639938407513,3.7342760875853878,3.839851900096115,3.0,4.0,4.0,3,5.5,4,4.0,4.0
1987,Couple with children,Tenant,1254,3.687799432014741,3.637438679435545,3.7381601845939367,3.0,3.0,4.0,3,5.5,3,2.0,3.0
1987,Multi-generational household,Owner,62,4.742343705482397,4.407008824979808,5.077678585984986,4.0,5.0,5.447098461957448,2,7.61774615489362,5,5.0,6.0
1987,Multi-generational household,Tenant,59,3.995315147003487,3.486451526918465,4.504178767088509,2.0,4.0,5.0,2,9.5,4,3.0,6.0
1987,Other Combinations,Owner,43,2.6638400457920097,2.455087987431916,2.8725921041521034,2.0,3.0,3.0,2,4.5,3,3.0,4.0
1987,Other Combinations,Tenant,70,2.5182553708277395,2.3529330160980217,2.6835777255574573,2.0,2.0,3.0,2,4.5,2,1.0,2.0
1988,Single-person household,Owner,226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1988,Single-person household,Tenant,811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1988,Couple without children,Owner,448,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1988,Couple without children,Tenant,720,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1988,Single parent,Owner,91,2.5697456676584323,2.3825102914664824,2.756981043850382,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1988,Single parent,Tenant,183,2.467993449770204,2.3658820617208494,2.570104837819559,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1988,Couple with children,Owner,903,3.771422308926833,3.7177488907446876,3.825095727108978,3.0,4.0,4.0,3,5.5,4,4.0,4.0
1988,Couple with children,Tenant,1187,3.691348671698129,3.639931604377313,3.7427657390189455,3.0,3.0,4.0,3,5.5,3,2.0,3.0
1988,Multi-generational household,Owner,47,4.611690445491644,4.203109810891876,5.020271080091412,4.0,4.869077350068769,5.0,2.5,6.5,5,5.0,6.0
1988,Multi-generational household,Tenant,57,4.192007384743055,3.6452792309258677,4.738735538560242,2.0,4.0,5.0,2,9.5,4,3.0,6.0
1988,Other Combinations,Owner,33,2.6737307674974167,2.4231828443758303,2.924278690619003,2.0,3.0,3.0,2,4.5,3,3.0,4.0
1988,Other Combinations,Tenant,63,2.5247564458875313,2.355304646998394,2.694208244776669,2.0,2.0,3.0,2,4.5,2,1.0,2.0
1989,Single-person household,Owner,223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1989,Single-person household,Tenant,817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1989,Couple without children,Owner,441,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1989,Couple without children,Tenant,717,2.0010178394992115,1.9986798541569697,2.0033558248414534,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
1989,Single parent,Owner,95,2.4909733860230894,2.3282723651061277,2.653674406940051,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1989,Single parent,Tenant,161,2.45701755741703,2.3495510719766077,2.564484042857452,2.0,2.0,3.0,2,4.5,2,2.0,2.0
1989,Couple with children,Owner,869,3.7704237802277607,3.7161054012162795,3.824742159239242,3.0,4.0,4.0,3,5.5,4,4.0,4.0
1989,Couple with children,Tenant,1128,3.6718506711856778,3.6204896937913693,3.723211648579986,3.0,3.0,4.0,3,5.5,3,2.0,3.0
1989,Multi-generational household,Owner,52,4.467670232553986,4.122890191094707,4.812450274013265,4.0,4.0,5.0,2.5,6.5,4,3.0,4.0
1989,Multi-generational household,Tenant,57,4.467060252758166,3.8756032950915698,5.058517210424763,2.192143989990129,4.0,7.0,2,14.211784015014807,4,2.9749999999999943,5.0
1989,Other Combinations,Owner,33,2.653467352160093,2.3924031358198947,2.9145315685002915,2.0,3.0,3.0,2,4.5,3,3.0,4.0
1989,Other Combinations,Tenant,55,2.5869515363848934,2.373937728028718,2.799965344741069,2.0,2.0,3.0,2,4.5,2,1.0,2.0
1990,Single-person household,Owner,272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1990,Single-person household,Tenant,1052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0
1990,Couple without children,Owner,610,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0
