year,rentown,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1991,Owner,East,587,2.72729,2.62872,2.82587,2.00000,2.00000,4.00000,1,7.00000,2,2.00000,3.00000
1991,Tenant,West,2889,1.98922,1.94575,2.03270,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1991,Tenant,East,1400,2.29180,2.22988,2.35371,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1992,Owner,West,1771,2.60232,2.54263,2.66201,2.00000,2.00000,3.76696,1,6.41740,2,2.00000,2.00000
1992,Owner,East,564,2.68600,2.58768,2.78432,2.00000,2.00000,4.00000,1,7.00000,2,2.00000,3.00000
1992,Tenant,West,2886,1.98236,1.93912,2.02560,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1992,Tenant,East,1382,2.25098,2.18999,2.31197,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1993,Owner,West,1771,2.57720,2.51814,2.63626,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
1993,Owner,East,551,2.74850,2.64965,2.84734,2.00000,3.00000,4.00000,1,7.00000,3,2.00000,3.00000
1993,Tenant,West,2913,1.96194,1.91949,2.00438,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1993,Tenant,East,1334,2.22798,2.16605,2.28991,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1994,Owner,West,1773,2.56144,2.50217,2.62071,2.00000,2.00000,3.51208,1,5.78021,2,2.00000,2.00000
1994,Owner,East,558,2.72891,2.62790,2.82993,2.00000,2.00000,4.00000,1,7.00000,2,2.00000,3.00000
1994,Tenant,West,2860,1.94934,1.90695,1.99172,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
1994,Tenant,East,1302,2.17155,2.10960,2.23349,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1995,Owner,West,1804,2.53636,2.47692,2.59579,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
1995,Owner,East,560,2.66321,2.56507,2.76135,2.00000,2.00000,4.00000,1,7.00000,2,2.00000,3.00000
1995,Tenant,West,3067,1.96345,1.92215,2.00474,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
1995,Tenant,East,1266,2.11499,2.05425,2.17574,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1996,Owner,West,1811,2.53855,2.47916,2.59794,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
1996,Owner,East,584,2.69044,2.59691,2.78398,2.00000,2.00000,4.00000,1,7.00000,2,2.00000,3.00000
1996,Tenant,West,2982,1.93323,1.89189,1.97457,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
1996,Tenant,East,1254,2.07209,2.01136,2.13282,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1997,Owner,West,1845,2.54715,2.48813,2.60616,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
1997,Owner,East,599,2.65411,2.56134,2.74687,2.00000,2.00000,4.00000,1,7.00000,2,2.00000,3.00000
1997,Tenant,West,2880,1.91790,1.87661,1.95919,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
1997,Tenant,East,1222,2.04384,1.98359,2.10409,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1998,Owner,West,2218,2.52493,2.47137,2.57848,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
1998,Owner,East,683,2.59204,2.50373,2.68036,2.00000,2.00000,4.00000,1,7.00000,2,2.00000,2.00000
1998,Tenant,West,3239,1.93079,1.89153,1.97004,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
1998,Tenant,East,1277,2.01596,1.95805,2.07387,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
1999,Owner,West,2176,2.53437,2.48014,2.58860,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
1999,Owner,East,683,2.52244,2.43325,2.61162,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
1999,Tenant,West,3037,1.91227,1.87264,1.95190,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
1999,Tenant,East,1247,1.96831,1.91147,2.02515,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2000,Owner,West,4668,2.45867,2.42302,2.49431,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2000,Owner,East,1157,2.56480,2.49619,2.63341,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2000,Tenant,West,5208,1.94868,1.91725,1.98012,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
2000,Tenant,East,1917,1.89972,1.85438,1.94507,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
2001,Owner,West,4164,2.45332,2.41537,2.49127,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2001,Owner,East,1103,2.50285,2.43386,2.57185,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2001,Tenant,West,4673,1.93292,1.90008,1.96577,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
2001,Tenant,East,1740,1.85770,1.81120,1.90419,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
2002,Owner,West,4735,2.43514,2.40022,2.47005,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2002,Owner,East,1109,2.51947,2.44932,2.58963,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2002,Tenant,West,4635,1.92649,1.89365,1.95932,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
2002,Tenant,East,1733,1.83301,1.78630,1.87972,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
2003,Owner,West,4551,2.40762,2.37219,2.44306,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2003,Owner,East,1108,2.51655,2.44535,2.58775,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2003,Tenant,West,4448,1.93112,1.89763,1.96461,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
2003,Tenant,East,1697,1.82144,1.77461,1.86826,1.00000,2.00000,2.00000,1,3.50000,2,1.97500,2.00000
2004,Owner,West,4456,2.38501,2.34904,2.42098,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2004,Owner,East,1105,2.49983,2.43129,2.56837,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2004,Tenant,West,4326,1.93101,1.89740,1.96461,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
2004,Tenant,East,1656,1.81495,1.76832,1.86158,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
2005,Owner,West,4280,2.38568,2.34913,2.42224,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2005,Owner,East,1105,2.47736,2.40945,2.54526,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2005,Tenant,West,4227,1.91971,1.88607,1.95336,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
2005,Tenant,East,1586,1.81680,1.76843,1.86517,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
2006,Owner,West,4794,2.34503,2.31078,2.37927,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2006,Owner,East,1209,2.38295,2.31836,2.44753,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2006,Tenant,West,4542,1.90949,1.87674,1.94224,1.00000,2.00000,2.00000,1,3.50000,2,2.00000,2.00000
2006,Tenant,East,1718,1.77240,1.72642,1.81838,1.00000,2.00000,2.00000,1,3.50000,2,1.00000,2.00000
2007,Owner,West,4480,2.33991,2.30502,2.37480,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2007,Owner,East,1140,2.37487,2.30841,2.44134,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2007,Tenant,West,4213,1.89820,1.86409,1.93230,1.00000,2.00000,2.00000,1,3.50000,2,1.00000,2.00000
2007,Tenant,East,1620,1.76499,1.71915,1.81084,1.00000,2.00000,2.00000,1,3.50000,2,1.00000,2.00000
2008,Owner,West,4275,2.32466,2.28893,2.36039,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2008,Owner,East,1104,2.34275,2.27498,2.41053,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2008,Tenant,West,3896,1.86337,1.82884,1.89789,1.00000,2.00000,2.00000,1,3.50000,2,1.00000,2.00000
2008,Tenant,East,1547,1.74971,1.70269,1.79673,1.00000,2.00000,2.00000,1,3.50000,2,1.00000,2.00000
2009,Owner,West,3979,2.30389,2.26705,2.34073,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2009,Owner,East,1084,2.36671,2.29740,2.43601,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2009,Tenant,West,3643,1.83608,1.80094,1.87123,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2009,Tenant,East,1471,1.74784,1.70050,1.79519,1.00000,2.00000,2.00000,1,3.50000,2,1.00000,2.00000
2010,Owner,West,5091,2.28642,2.25349,2.31936,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2010,Owner,East,1240,2.28811,2.22882,2.34740,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2010,Tenant,West,5548,1.83933,1.81092,1.86774,1.00000,2.00000,2.00000,1,3.50000,2,1.00000,2.00000
2010,Tenant,East,1920,1.70356,1.66156,1.74557,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2011,Owner,West,6308,2.29628,2.26676,2.32580,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2011,Owner,East,1413,2.26383,2.20960,2.31806,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2011,Tenant,West,6551,1.83444,1.80816,1.86072,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2011,Tenant,East,2331,1.71378,1.67522,1.75233,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,1.02500
2012,Owner,West,6217,2.29674,2.26726,2.32622,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2012,Owner,East,1379,2.23813,2.18375,2.29252,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2012,Tenant,West,6374,1.83161,1.80486,1.85835,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2012,Tenant,East,2333,1.68995,1.65179,1.72812,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,1.00000
2013,Owner,West,6371,2.25891,2.23005,2.28777,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2013,Owner,East,1337,2.20541,2.15070,2.26013,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2013,Tenant,West,7842,1.85410,1.82924,1.87895,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2013,Tenant,East,2320,1.70120,1.66268,1.73972,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,1.00000
2014,Owner,West,5819,2.25824,2.22796,2.28851,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2014,Owner,East,1233,2.20235,2.14451,2.26019,1.12672,2.00000,3.00000,1,5.80991,2,2.00000,2.00000
2014,Tenant,West,6628,1.84518,1.81813,1.87222,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2014,Tenant,East,2148,1.69666,1.65584,1.73747,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,1.00000
2015,Owner,West,5545,2.23062,2.20017,2.26107,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2015,Owner,East,1194,2.17360,2.11564,2.23156,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2015,Tenant,West,6937,1.84170,1.81514,1.86825,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2015,Tenant,East,2088,1.69090,1.64867,1.73314,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,1.00000
2016,Owner,West,5146,2.23229,2.20073,2.26385,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2016,Owner,East,1156,2.17297,2.11234,2.23360,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2016,Tenant,West,6081,1.86149,1.83272,1.89025,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2016,Tenant,East,1918,1.69410,1.64993,1.73828,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,1.00000
2017,Owner,West,5750,2.22063,2.19060,2.25066,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2017,Owner,East,1313,2.20064,2.14482,2.25645,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2017,Tenant,West,8010,1.85594,1.83050,1.88138,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2017,Tenant,East,2408,1.67381,1.63329,1.71433,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,1.00000
2018,Owner,West,5504,2.20810,2.17745,2.23876,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2018,Owner,East,1254,2.20887,2.15247,2.26527,2.00000,2.00000,3.00000,1,4.50000,2,2.00000,2.00000
2018,Tenant,West,8594,1.84886,1.82439,1.87332,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2018,Tenant,East,2526,1.68594,1.64611,1.72576,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,1.00000
2019,Owner,West,6319,2.21201,2.18320,2.24082,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2019,Owner,East,1549,2.19590,2.14373,2.24808,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2019,Tenant,West,8138,1.85151,1.82643,1.87659,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2019,Tenant,East,2358,1.66560,1.62482,1.70639,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,1.00000
2020,Owner,West,5631,2.25189,2.22127,2.28250,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2020,Owner,East,1365,2.18088,2.12609,2.23567,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2020,Tenant,West,9856,1.86334,1.84055,1.88613,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2020,Tenant,East,2477,1.69653,1.65591,1.73715,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,1.00000
2021,Owner,West,4145,2.20410,2.16876,2.23944,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2021,Owner,East,954,2.21607,2.14593,2.28621,1.00000,2.00000,3.00000,1,6.00000,2,2.00000,2.00000
2021,Tenant,West,5830,1.86117,1.83159,1.89074,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,2.00000
2021,Tenant,East,1634,1.69024,1.64226,1.73822,1.00000,1.00000,2.00000,1,3.50000,1,1.00000,1.00000
