year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,8655,6.79315,6.73635,6.84996,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,7.00000
1984,Direct migration background,3362,7.03333,6.94132,7.12534,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1984,Indirect migration background,126,6.85979,6.36555,7.35403,5.00000,7.55378,9.00000,0.00000,10.00000,7.00000,5.97500,9.00000
1985,No migration background,7944,6.75108,6.69631,6.80585,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,7.00000
1985,Direct migration background,2886,6.88068,6.78830,6.97306,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1985,Indirect migration background,141,7.30073,6.80056,7.80091,5.80510,8.00000,10.00000,0.00000,10.00000,8.00000,7.00000,9.00000
1986,No migration background,7587,6.71022,6.65494,6.76550,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1986,Direct migration background,2817,6.80732,6.71394,6.90070,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1986,Indirect migration background,152,6.66758,6.17313,7.16204,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1987,No migration background,7458,6.63865,6.58388,6.69343,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1987,Direct migration background,2803,6.84908,6.76192,6.93623,5.00000,7.00000,8.94060,0.00000,10.00000,7.00000,7.00000,7.00000
1987,Indirect migration background,173,6.97282,6.52780,7.41784,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,9.00000
1988,No migration background,7070,6.55192,6.49525,6.60859,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1988,Direct migration background,2662,6.64463,6.55394,6.73531,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1988,Indirect migration background,218,7.24335,6.91885,7.56784,5.36261,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1989,No migration background,6804,6.52944,6.47128,6.58761,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1989,Direct migration background,2576,6.53178,6.43721,6.62636,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
