year,pgisced97,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1988,Upper Secondary Level,Rural regions,1046,6.55184,6.40341,6.70026,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1988,Post-secondary Non-tertiary Level,Urban regions,232,6.90870,6.63912,7.17828,6.00000,7.60673,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1988,Post-secondary Non-tertiary Level,Rural regions,36,6.62300,5.77161,7.47439,4.74861,8.00000,8.00000,0.00000,10.00000,8.00000,5.00000,8.00000
1988,First Stage of Tertiary Education,Urban regions,425,6.62809,6.41556,6.84061,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1988,First Stage of Tertiary Education,Rural regions,114,6.67080,6.29760,7.04401,5.00000,7.00000,8.00000,2.00000,10.00000,7.00000,6.00000,7.00000
1988,Second Stage of Tertiary Education,Urban regions,589,7.06839,6.89717,7.23962,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1988,Second Stage of Tertiary Education,Rural regions,112,6.98058,6.55009,7.41106,5.00000,8.00000,9.00000,1.00000,10.00000,8.00000,7.00000,8.00000
1989,Pre-primary Level,Urban regions,148,8.03789,7.67330,8.40248,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1989,Pre-primary Level,Rural regions,,,,,,,,,,,,
1989,Primary Level,Urban regions,561,6.25100,6.01767,6.48433,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1989,Primary Level,Rural regions,85,5.23076,4.62164,5.83988,3.00000,5.00000,8.00000,0.00000,10.00000,5.00000,4.00000,7.00000
1989,Lower Secondary Level,Urban regions,2003,6.27649,6.16499,6.38799,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1989,Lower Secondary Level,Rural regions,560,6.05714,5.84804,6.26624,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1989,Upper Secondary Level,Urban regions,3608,6.58001,6.50147,6.65854,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1989,Upper Secondary Level,Rural regions,1002,6.49597,6.33959,6.65235,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1989,Post-secondary Non-tertiary Level,Urban regions,247,7.03792,6.79459,7.28125,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1989,Post-secondary Non-tertiary Level,Rural regions,39,6.89322,6.17879,7.60765,5.21875,8.00000,8.00000,1.04687,10.00000,8.00000,7.00000,8.00000
1989,First Stage of Tertiary Education,Urban regions,404,6.51420,6.29127,6.73713,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1989,First Stage of Tertiary Education,Rural regions,111,6.44245,6.00272,6.88218,5.00000,7.00000,8.00000,1.00000,10.00000,7.00000,6.00000,8.00000
1989,Second Stage of Tertiary Education,Urban regions,590,7.04371,6.86433,7.22309,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1989,Second Stage of Tertiary Education,Rural regions,108,6.54668,6.11743,6.97593,5.00000,7.00000,8.00000,2.00000,10.00000,7.00000,7.00000,7.00000
1990,Pre-primary Level,Urban regions,140,7.69499,7.29594,8.09404,7.00000,8.69635,9.00000,4.00000,10.00000,9.00000,8.00000,9.00000
1990,Pre-primary Level,Rural regions,54,7.77633,7.26189,8.29076,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
1990,Primary Level,Urban regions,550,6.38476,6.17472,6.59479,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1990,Primary Level,Rural regions,90,6.37047,5.78554,6.95541,4.00000,7.00000,9.00000,0.00000,10.00000,7.00000,5.00000,8.00000
1990,Lower Secondary Level,Urban regions,2068,6.17416,6.06518,6.28313,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1990,Lower Secondary Level,Rural regions,895,6.01799,5.83888,6.19709,4.39361,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,7.00000
1990,Upper Secondary Level,Urban regions,4299,6.62977,6.55980,6.69975,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1990,Upper Secondary Level,Rural regions,2702,6.70553,6.61321,6.79786,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1990,Post-secondary Non-tertiary Level,Urban regions,287,6.90962,6.65798,7.16126,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1990,Post-secondary Non-tertiary Level,Rural regions,83,7.34712,6.85979,7.83445,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.97500,8.00000
1990,First Stage of Tertiary Education,Urban regions,479,6.59001,6.39793,6.78209,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1990,First Stage of Tertiary Education,Rural regions,286,6.57211,6.29074,6.85348,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.97500,8.00000
1990,Second Stage of Tertiary Education,Urban regions,984,6.91684,6.77698,7.05670,5.00000,8.00000,8.00000,0.50000,10.00000,8.00000,7.00000,8.00000
1990,Second Stage of Tertiary Education,Rural regions,686,6.98070,6.80338,7.15801,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1991,Pre-primary Level,Urban regions,122,8.10604,7.71546,8.49662,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1991,Pre-primary Level,Rural regions,40,8.17313,7.67162,8.67464,7.20157,9.00000,9.00000,4.50393,10.00000,9.00000,8.00000,9.00000
1991,Primary Level,Urban regions,545,6.42673,6.22550,6.62796,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.97500,7.00000
1991,Primary Level,Rural regions,111,6.93008,6.41978,7.44038,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,6.00000,8.00000
1991,Lower Secondary Level,Urban regions,1989,6.19589,6.08491,6.30687,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1991,Lower Secondary Level,Rural regions,856,6.07103,5.90467,6.23739,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1991,Upper Secondary Level,Urban regions,4220,6.56462,6.49319,6.63604,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1991,Upper Secondary Level,Rural regions,2618,6.60896,6.52086,6.69706,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1991,Post-secondary Non-tertiary Level,Urban regions,295,7.06258,6.81800,7.30717,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1991,Post-secondary Non-tertiary Level,Rural regions,82,6.91910,6.47500,7.36320,5.17884,7.88737,8.00000,2.00000,10.00000,8.00000,7.00000,8.00000
1991,First Stage of Tertiary Education,Urban regions,466,6.50568,6.28611,6.72526,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1991,First Stage of Tertiary Education,Rural regions,284,6.66165,6.39759,6.92571,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1991,Second Stage of Tertiary Education,Urban regions,981,6.91552,6.77677,7.05427,5.00000,8.00000,8.00000,0.50000,10.00000,8.00000,7.00000,8.00000
1991,Second Stage of Tertiary Education,Rural regions,676,6.86793,6.70213,7.03374,5.00000,7.00000,9.00000,0.00000,10.00000,7.00000,7.00000,8.00000
1992,Pre-primary Level,Urban regions,129,8.25198,7.94970,8.55427,8.00000,9.00000,9.29573,6.05641,10.00000,9.00000,8.00000,9.00000
1992,Pre-primary Level,Rural regions,56,8.42368,7.98237,8.86499,7.79926,9.00000,10.00000,4.49814,10.00000,9.00000,8.00000,9.02500
1992,Primary Level,Urban regions,518,6.21196,5.98904,6.43488,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1992,Primary Level,Rural regions,102,5.93250,5.37644,6.48856,4.00000,6.62585,8.00000,0.00000,10.00000,7.00000,5.00000,8.00000
1992,Lower Secondary Level,Urban regions,1926,6.25218,6.14042,6.36393,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1992,Lower Secondary Level,Rural regions,827,6.08957,5.91245,6.26669,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1992,Upper Secondary Level,Urban regions,4163,6.68502,6.61398,6.75605,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1992,Upper Secondary Level,Rural regions,2478,6.67396,6.58276,6.76517,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1992,Post-secondary Non-tertiary Level,Urban regions,299,7.15155,6.91686,7.38625,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1992,Post-secondary Non-tertiary Level,Rural regions,83,7.02277,6.49826,7.54728,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1992,First Stage of Tertiary Education,Urban regions,470,6.58664,6.37474,6.79853,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1992,First Stage of Tertiary Education,Rural regions,289,6.77648,6.52567,7.02730,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1992,Second Stage of Tertiary Education,Urban regions,993,7.01147,6.87354,7.14941,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1992,Second Stage of Tertiary Education,Rural regions,627,6.92168,6.75542,7.08795,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1993,Pre-primary Level,Urban regions,126,8.40445,8.13334,8.67557,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,9.00000
1993,Pre-primary Level,Rural regions,58,8.44998,8.01293,8.88703,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,10.00000
1993,Primary Level,Urban regions,502,6.20670,5.98819,6.42520,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1993,Primary Level,Rural regions,102,5.86525,5.34013,6.39037,4.60924,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,7.00000
1993,Lower Secondary Level,Urban regions,1856,6.18524,6.06969,6.30078,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1993,Lower Secondary Level,Rural regions,816,5.97450,5.80384,6.14516,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1993,Upper Secondary Level,Urban regions,4185,6.51342,6.44249,6.58436,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1993,Upper Secondary Level,Rural regions,2467,6.57666,6.48785,6.66548,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1993,Post-secondary Non-tertiary Level,Urban regions,291,7.06680,6.82849,7.30510,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1993,Post-secondary Non-tertiary Level,Rural regions,92,7.39136,6.96295,7.81976,6.85358,8.00000,9.00000,3.63394,10.00000,8.00000,8.00000,8.00000
1993,First Stage of Tertiary Education,Urban regions,463,6.53722,6.33192,6.74253,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1993,First Stage of Tertiary Education,Rural regions,279,6.49028,6.22483,6.75573,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1993,Second Stage of Tertiary Education,Urban regions,1014,6.72292,6.59160,6.85423,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1993,Second Stage of Tertiary Education,Rural regions,617,6.85631,6.69155,7.02107,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1994,Pre-primary Level,Urban regions,168,8.38521,8.15074,8.61968,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,9.00000
1994,Pre-primary Level,Rural regions,69,8.02418,7.58201,8.46636,7.00000,9.00000,9.00000,4.00000,10.00000,9.00000,7.00000,9.00000
1994,Primary Level,Urban regions,461,5.94519,5.70464,6.18575,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,6.00000,7.00000
1994,Primary Level,Rural regions,89,6.21761,5.53844,6.89678,3.34809,7.00000,9.00000,0.00000,10.00000,7.00000,5.00000,8.00000
1994,Lower Secondary Level,Urban regions,1730,5.99420,5.87727,6.11114,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1994,Lower Secondary Level,Rural regions,755,6.06721,5.88351,6.25091,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1994,Upper Secondary Level,Urban regions,4137,6.43386,6.36353,6.50419,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1994,Upper Secondary Level,Rural regions,2417,6.45209,6.36034,6.54383,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1994,Post-secondary Non-tertiary Level,Urban regions,288,6.85662,6.59502,7.11823,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1994,Post-secondary Non-tertiary Level,Rural regions,101,7.12268,6.70387,7.54150,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1994,First Stage of Tertiary Education,Urban regions,462,6.19354,5.97616,6.41091,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1994,First Stage of Tertiary Education,Rural regions,287,6.35206,6.08827,6.61585,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.97500,7.00000
1994,Second Stage of Tertiary Education,Urban regions,1040,6.72580,6.59443,6.85717,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1994,Second Stage of Tertiary Education,Rural regions,612,6.72528,6.56370,6.88686,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,Pre-primary Level,Urban regions,196,7.98439,7.75450,8.21428,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
1995,Pre-primary Level,Rural regions,89,8.47206,8.13826,8.80586,8.00000,9.00000,10.00000,5.00000,10.00000,9.00000,8.00000,9.00000
1995,Primary Level,Urban regions,445,5.97739,5.73788,6.21689,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,5.00000,7.00000
1995,Primary Level,Rural regions,85,5.83425,5.29888,6.36962,4.00000,5.36304,8.00000,0.00000,10.00000,5.00000,5.00000,7.00000
1995,Lower Secondary Level,Urban regions,1722,6.08055,5.96229,6.19881,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1995,Lower Secondary Level,Rural regions,761,6.04567,5.87070,6.22063,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1995,Upper Secondary Level,Urban regions,4223,6.44768,6.37857,6.51679,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,Upper Secondary Level,Rural regions,2475,6.48282,6.39685,6.56879,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,Post-secondary Non-tertiary Level,Urban regions,357,7.11759,6.89796,7.33722,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1995,Post-secondary Non-tertiary Level,Rural regions,113,6.92465,6.54331,7.30599,5.00000,8.00000,8.00000,1.00000,10.00000,8.00000,7.00000,8.00000
1995,First Stage of Tertiary Education,Urban regions,452,6.47497,6.26972,6.68022,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,First Stage of Tertiary Education,Rural regions,297,6.52402,6.28518,6.76286,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,Second Stage of Tertiary Education,Urban regions,1105,6.73611,6.61007,6.86216,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1995,Second Stage of Tertiary Education,Rural regions,646,6.75527,6.59643,6.91411,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,8.00000
1996,Pre-primary Level,Urban regions,200,7.95406,7.71671,8.19141,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
1996,Pre-primary Level,Rural regions,94,8.24602,7.88836,8.60369,7.00000,8.49820,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1996,Primary Level,Urban regions,404,5.99743,5.74614,6.24872,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1996,Primary Level,Rural regions,86,5.85773,5.31702,6.39844,4.00000,6.00000,8.00000,0.00000,10.00000,6.00000,5.00000,7.00000
1996,Lower Secondary Level,Urban regions,1641,6.00688,5.88550,6.12825,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1996,Lower Secondary Level,Rural regions,738,5.86918,5.69393,6.04442,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,5.00000,6.00000
1996,Upper Secondary Level,Urban regions,4145,6.42500,6.35588,6.49412,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1996,Upper Secondary Level,Rural regions,2471,6.49708,6.41069,6.58347,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1996,Post-secondary Non-tertiary Level,Urban regions,355,7.13264,6.91799,7.34728,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1996,Post-secondary Non-tertiary Level,Rural regions,116,7.02303,6.65335,7.39272,6.00000,8.00000,8.00000,3.00000,10.00000,8.00000,7.00000,8.00000
1996,First Stage of Tertiary Education,Urban regions,469,6.43818,6.22952,6.64685,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1996,First Stage of Tertiary Education,Rural regions,291,6.24483,5.99313,6.49652,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1996,Second Stage of Tertiary Education,Urban regions,1119,6.79509,6.67531,6.91487,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,7.00000
1996,Second Stage of Tertiary Education,Rural regions,645,6.61656,6.46289,6.77023,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1997,Pre-primary Level,Urban regions,206,8.01208,7.75679,8.26737,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
1997,Pre-primary Level,Rural regions,109,7.86416,7.50429,8.22403,7.00000,8.00000,9.00000,4.00000,10.00000,8.00000,8.00000,9.00000
1997,Primary Level,Urban regions,387,6.15794,5.91406,6.40181,4.83289,6.00000,8.00000,0.08223,10.00000,6.00000,6.00000,7.00000
1997,Primary Level,Rural regions,76,5.68189,5.07058,6.29320,3.00000,5.70033,8.00000,1.00000,10.00000,6.00000,4.97500,7.00000
1997,Lower Secondary Level,Urban regions,1616,6.03656,5.91757,6.15555,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,6.00000
1997,Lower Secondary Level,Rural regions,710,6.04035,5.86156,6.21914,5.00000,6.10328,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
1997,Upper Secondary Level,Urban regions,4050,6.46243,6.39370,6.53116,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1997,Upper Secondary Level,Rural regions,2408,6.34165,6.25264,6.43066,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,7.00000,7.00000
1997,Post-secondary Non-tertiary Level,Urban regions,333,6.92101,6.70117,7.14085,6.00000,7.00000,8.00000,3.00000,10.00000,7.00000,7.00000,8.00000
1997,Post-secondary Non-tertiary Level,Rural regions,117,7.45144,7.12550,7.77737,6.70164,8.00000,9.00000,3.25410,10.00000,8.00000,7.00000,8.00000
1997,First Stage of Tertiary Education,Urban regions,468,6.41355,6.20442,6.62268,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
1997,First Stage of Tertiary Education,Rural regions,284,6.15701,5.91024,6.40378,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,7.00000
