year,age_gr,bula_h,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,0-16 y.,Schleswig-Holstein,,,,,,,,,,,,
1984,0-16 y.,Hamburg,,,,,,,,,,,,
1984,0-16 y.,Lower Saxony,,,,,,,,,,,,
1984,0-16 y.,Bremen,,,,,,,,,,,,
1984,0-16 y.,North Rhine-Westphalia,,,,,,,,,,,,
1984,0-16 y.,Hesse,,,,,,,,,,,,
1984,0-16 y.,"Rhineland-Palatinate, Saarland",,,,,,,,,,,,
1984,0-16 y.,Baden-Wuerttemberg,,,,,,,,,,,,
1984,0-16 y.,Bavaria,,,,,,,,,,,,
1984,0-16 y.,Berlin,,,,,,,,,,,,
1984,17-29 y.,Schleswig-Holstein,96,8.23663,7.88534,8.58792,7.00000,8.21882,10.00000,3.00000,10.00000,8.00000,8.00000,9.00000
1984,17-29 y.,Hamburg,68,7.33920,6.78561,7.89279,6.00000,8.00000,9.00000,2.00000,10.00000,8.00000,7.97500,8.00000
1984,17-29 y.,Lower Saxony,335,8.07794,7.84122,8.31467,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1984,17-29 y.,Bremen,,,,,,,,,,,,
1984,17-29 y.,North Rhine-Westphalia,968,8.11792,7.99153,8.24431,7.00000,8.72544,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1984,17-29 y.,Hesse,376,8.10768,7.90481,8.31056,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1984,17-29 y.,"Rhineland-Palatinate, Saarland",246,8.19175,7.91348,8.47001,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1984,17-29 y.,Baden-Wuerttemberg,650,8.10073,7.93817,8.26329,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1984,17-29 y.,Bavaria,566,8.03828,7.85456,8.22200,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1984,17-29 y.,Berlin,100,8.07148,7.65074,8.49223,7.00000,9.00000,10.00000,2.50000,10.00000,9.00000,8.00000,9.00000
1984,30-45 y.,Schleswig-Holstein,143,7.71060,7.36004,8.06117,7.00000,8.00000,9.71347,2.92979,10.00000,8.00000,8.00000,8.00000
1984,30-45 y.,Hamburg,122,6.75615,6.31228,7.20002,5.00000,7.00000,8.00000,0.50000,10.00000,7.00000,6.00000,8.00000
1984,30-45 y.,Lower Saxony,390,7.47947,7.25588,7.70306,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1984,30-45 y.,Bremen,31,7.39145,6.36988,8.41303,5.81100,8.00000,10.00000,0.00000,10.00000,8.00000,7.00000,10.00000
1984,30-45 y.,North Rhine-Westphalia,1092,7.46484,7.32930,7.60037,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1984,30-45 y.,Hesse,369,7.44446,7.21018,7.67874,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1984,30-45 y.,"Rhineland-Palatinate, Saarland",208,7.36651,7.04121,7.69181,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,7.00000,8.00000
1984,30-45 y.,Baden-Wuerttemberg,740,7.38516,7.21163,7.55869,6.00000,8.00000,9.00000,1.50000,10.00000,8.00000,8.00000,8.00000
1984,30-45 y.,Bavaria,671,7.20722,7.02530,7.38915,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
1984,30-45 y.,Berlin,136,6.86454,6.40004,7.32905,5.00000,8.00000,9.00000,0.00000,10.00000,8.00000,7.00000,8.00000
