syear,age_gr,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2010,46-65 J.,female,165.03459634846178,164.92966513259333,165.13952756433022,160.0,165.0,169.0,146.5,182.5,165.0,165.0,165.0,3144.0
2010,66 und älter,male,174.41393723486973,174.27169500488336,174.55617946485611,170.0,175.0,179.0,156.5,192.5,175.0,175.0,176.0,1907.0
2010,66 und älter,female,162.41004664915314,162.27958879285592,162.54050450545037,158.0,163.0,167.0,144.5,180.5,163.0,163.0,164.0,2082.0
2011,17-29 J.,male,,,,,,,,,,,,
2011,17-29 J.,female,,,,,,,,,,,,
2011,30-45 J.,male,,,,,,,,,,,,
2011,30-45 J.,female,,,,,,,,,,,,
2011,46-65 J.,male,,,,,,,,,,,,
2011,46-65 J.,female,,,,,,,,,,,,
2011,66 und älter,male,,,,,,,,,,,,
2011,66 und älter,female,,,,,,,,,,,,
2012,17-29 J.,male,180.5506601948653,180.36041708210797,180.7409033076226,175.0,180.0,185.0,160.0,200.0,180.0,180.0,180.0,1418.0
2012,17-29 J.,female,167.25263071988724,167.0950199136627,167.41024152611178,163.0,168.0,171.9147646020586,149.6278530969121,185.2869115051465,168.0,168.0,169.0,1455.0
2012,30-45 J.,male,180.4251005317262,180.27282643022127,180.57737463323113,175.0,180.0,185.0,160.0,200.0,180.0,180.0,180.0,2070.0
2012,30-45 J.,female,167.1675876325746,167.04057727461418,167.294597990535,163.0,167.0,171.0,151.0,183.0,167.0,166.0,167.0,2501.0
2012,46-65 J.,male,177.94463105426848,177.83169976681503,178.05756234172193,173.0,178.0,182.55644442467712,158.6653333629843,196.8911110616928,178.0,178.0,178.0,3629.0
2012,46-65 J.,female,165.17654054599777,165.08429925248004,165.2687818395155,161.0,165.0,169.0,149.0,181.0,165.0,165.0,165.0,4184.0
2012,66 und älter,male,174.57098155281645,174.44582859352556,174.69613451210734,170.0,175.0,179.0,156.5,192.5,175.0,175.0,176.0,2508.0
2012,66 und älter,female,162.4582511683751,162.34555007575165,162.57095226099858,158.0,163.0,167.0,144.5,180.5,163.0,163.0,164.0,2659.0
2013,17-29 J.,male,,,,,,,,,,,,
2013,17-29 J.,female,,,,,,,,,,,,
2013,30-45 J.,male,,,,,,,,,,,,
2013,30-45 J.,female,,,,,,,,,,,,
2013,46-65 J.,male,,,,,,,,,,,,
2013,46-65 J.,female,,,,,,,,,,,,
2013,66 und älter,male,,,,,,,,,,,,
2013,66 und älter,female,,,,,,,,,,,,
2014,17-29 J.,male,180.5160947995726,180.33968282399707,180.69250677514816,176.0,180.0,185.0,162.5,198.5,180.0,179.0,180.0,2038.0
2014,17-29 J.,female,167.30449384887845,167.17227077887304,167.43671691888386,163.0,168.0,172.0,149.5,185.5,168.0,168.0,169.0,2238.0
2014,30-45 J.,male,180.32091308517622,180.2012139351282,180.44061223522422,175.0,180.0,185.0,160.0,200.0,180.0,180.0,180.0,3590.0
2014,30-45 J.,female,167.07931800153224,166.98907660798383,167.16955939508065,163.0,168.0,171.0,151.0,183.0,168.0,168.0,169.0,4906.0
2014,46-65 J.,male,178.30833716900824,178.20246175496163,178.41421258305485,174.0,178.0,183.0,160.5,196.5,178.0,178.0,178.0,4346.0
2014,46-65 J.,female,165.45237075949223,165.36550813470177,165.53923338428268,161.0,165.0,170.0,147.5,183.5,165.0,165.0,165.0,4944.0
2014,66 und älter,male,174.79043469767245,174.6637129222505,174.9171564730944,170.0,175.0,179.0,156.5,192.5,175.0,174.0,175.0,2420.0
2014,66 und älter,female,162.37239213551203,162.2560497029359,162.48873456808815,158.0,163.0,166.0,146.0,178.0,163.0,163.0,164.0,2514.0
2015,17-29 J.,male,,,,,,,,,,,,
2015,17-29 J.,female,,,,,,,,,,,,
2015,30-45 J.,male,,,,,,,,,,,,
2015,30-45 J.,female,,,,,,,,,,,,
2015,46-65 J.,male,,,,,,,,,,,,
2015,46-65 J.,female,,,,,,,,,,,,
2015,66 und älter,male,,,,,,,,,,,,
2015,66 und älter,female,,,,,,,,,,,,
2016,17-29 J.,male,180.80954876299452,180.63281329295538,180.98628423303367,176.0,180.0,185.0,162.5,198.5,180.0,179.975,180.0,1798.0
2016,17-29 J.,female,167.3879374196726,167.24367984420937,167.53219499513582,163.0,168.0,172.0,149.5,185.5,168.0,168.0,169.0,1984.0
2016,30-45 J.,male,180.50609763019793,180.37918359060026,180.6330116697956,176.0,180.0,185.0,162.5,198.5,180.0,180.0,180.0,2960.0
2016,30-45 J.,female,167.05109839706967,166.9532172760103,167.14897951812904,163.0,168.0,171.0,151.0,183.0,168.0,168.0,169.0,4065.0
2016,46-65 J.,male,178.44301651549688,178.3355280479149,178.55050498307887,174.0,178.0,183.0,160.5,196.5,178.0,178.0,178.0,3949.0
2016,46-65 J.,female,165.66915924154964,165.57820069294897,165.7601177901503,161.0,165.0,170.0,147.5,183.5,165.0,164.0,165.0,4613.0
2016,66 und älter,male,174.9199988168042,174.78475529408402,175.05524233952437,170.0,175.0,180.0,155.0,195.0,175.0,175.0,175.0,2302.0
2016,66 und älter,female,162.44235114919186,162.32501824383297,162.55968405455076,158.0,163.0,167.0,144.5,180.5,163.0,163.0,163.0,2387.0
2017,17-29 J.,male,,,,,,,,,,,,
2017,17-29 J.,female,,,,,,,,,,,,
2017,30-45 J.,male,,,,,,,,,,,,
2017,30-45 J.,female,,,,,,,,,,,,
2017,46-65 J.,male,,,,,,,,,,,,
2017,46-65 J.,female,,,,,,,,,,,,
2017,66 und älter,male,,,,,,,,,,,,
2017,66 und älter,female,,,,,,,,,,,,
2018,17-29 J.,male,181.02521838380272,180.88026732861698,181.17016943898847,176.0,181.0,186.0,161.0,201.0,181.0,180.0,182.0,2703.0
2018,17-29 J.,female,166.85184154401446,166.73189123456334,166.9717918534656,162.0,167.0,170.0,150.0,182.0,167.0,166.0,168.0,2580.0
2018,30-45 J.,male,180.36622189374353,180.25380533605747,180.4786384514296,175.0,180.0,185.0,160.0,200.0,180.0,180.0,180.0,3714.0
2018,30-45 J.,female,166.87410877364252,166.77950202518124,166.9687155221038,163.0,167.0,171.0,151.0,183.0,167.0,166.0,167.0,4550.0
2018,46-65 J.,male,178.93202271259025,178.83215033462383,179.03189509055667,174.0,178.0,183.0,160.5,196.5,178.0,177.0,178.0,4780.0
2018,46-65 J.,female,165.8466553890302,165.76103560713798,165.9322751709224,161.0,166.0,170.0,147.5,183.5,166.0,165.975,167.0,5354.0
2018,66 und älter,male,175.09544969558513,174.965395616768,175.22550377440226,170.0,175.0,180.0,155.0,195.0,175.0,174.0,175.0,2441.0
2018,66 und älter,female,162.4184898992047,162.29992802990128,162.53705176850812,158.0,163.0,167.0,144.5,180.5,163.0,163.0,164.0,2540.0
2019,17-29 J.,male,,,,,,,,,,,,
2019,17-29 J.,female,,,,,,,,,,,,
2019,30-45 J.,male,,,,,,,,,,,,
2019,30-45 J.,female,,,,,,,,,,,,
2019,46-65 J.,male,,,,,,,,,,,,
2019,46-65 J.,female,,,,,,,,,,,,
2019,66 und älter,male,,,,,,,,,,,,
2019,66 und älter,female,,,,,,,,,,,,
2020,17-29 J.,male,181.31502964246002,181.1519536752358,181.47810560968423,176.0,181.0,186.0,161.0,201.0,181.0,180.0,182.0,2100.0
2020,17-29 J.,female,167.05834500134873,166.92100110594555,167.1956888967519,162.0,167.0,172.0,147.0,187.0,167.0,166.0,168.0,2213.0
2020,30-45 J.,male,180.11085354472968,179.98121949333557,180.24048759612378,175.0,180.0,185.0,160.0,200.0,180.0,180.0,181.0,3024.0
2020,30-45 J.,female,167.0248681371705,166.91829937549775,167.13143689884325,163.0,167.0,171.0,151.0,183.0,167.0,166.0,167.0,3588.0
2020,46-65 J.,male,179.36796612869463,179.26499521420368,179.4709370431856,175.0,179.09252849529184,184.0,161.5,197.5,179.0,178.0,180.0,4669.0
2020,46-65 J.,female,166.33583858700115,166.24842952571356,166.42324764828874,162.0,166.0,170.0,150.0,182.0,166.0,165.0,166.0,5099.0
2020,66 und älter,male,175.597128491857,175.4663809374487,175.72787604626532,171.0,176.0,180.0,157.5,193.5,176.0,176.0,177.0,2419.0
2020,66 und älter,female,162.50059645099657,162.37995063725305,162.6212422647401,158.0,163.0,168.0,143.0,183.0,163.0,163.0,164.0,2441.0
2021,17-29 J.,male,,,,,,,,,,,,
2021,17-29 J.,female,,,,,,,,,,,,
2021,30-45 J.,male,,,,,,,,,,,,
2021,30-45 J.,female,,,,,,,,,,,,
2021,46-65 J.,male,,,,,,,,,,,,
2021,46-65 J.,female,,,,,,,,,,,,
2021,66 und älter,male,,,,,,,,,,,,
2021,66 und älter,female,,,,,,,,,,,,
