syear,age_gr,quintil_oecd,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2010,66 und älter,5. Quintil,169.52277645094694,169.26890460589374,169.77664829600013,164.0,169.0,176.0,146.0,194.0,169.0,168.0,170.0,1074.0
2011,17-29 J.,2. Quintil,,,,,,,,,,,,
2011,17-29 J.,3. Quintil,,,,,,,,,,,,
2011,17-29 J.,4. Quintil,,,,,,,,,,,,
2011,17-29 J.,5. Quintil,,,,,,,,,,,,
2011,30-45 J.,2. Quintil,,,,,,,,,,,,
2011,30-45 J.,3. Quintil,,,,,,,,,,,,
2011,30-45 J.,4. Quintil,,,,,,,,,,,,
2011,30-45 J.,5. Quintil,,,,,,,,,,,,
2011,46-65 J.,2. Quintil,,,,,,,,,,,,
2011,46-65 J.,3. Quintil,,,,,,,,,,,,
2011,46-65 J.,4. Quintil,,,,,,,,,,,,
2011,46-65 J.,5. Quintil,,,,,,,,,,,,
2011,66 und älter,2. Quintil,,,,,,,,,,,,
2011,66 und älter,3. Quintil,,,,,,,,,,,,
2011,66 und älter,4. Quintil,,,,,,,,,,,,
2011,66 und älter,5. Quintil,,,,,,,,,,,,
2012,17-29 J.,1. Quintil,,,,,,,,,,,,
2012,17-29 J.,2. Quintil,173.56786674847882,173.20443910794665,173.931294389011,167.0,174.0,180.0,147.5,199.5,174.0,173.0,176.0,613.0
2012,17-29 J.,3. Quintil,173.76263656228318,173.41447561647638,174.11079750808997,167.0,174.0,180.0,147.5,199.5,174.0,173.0,175.0,695.0
2012,17-29 J.,4. Quintil,174.16642892581115,173.84911578814862,174.48374206347367,168.0,173.0,180.76816245986103,150.0,199.9204061496526,173.0,171.0,174.0,838.0
2012,17-29 J.,5. Quintil,175.1498601960538,174.8098208626325,175.48989952947508,168.0,175.0,182.0,147.0,202.0,175.0,174.0,176.025,727.0
2012,30-45 J.,2. Quintil,172.889930070487,172.5158708403618,173.2639893006122,166.0,173.0,179.0,147.0,195.0,173.0,171.0,175.0,551.0
2012,30-45 J.,3. Quintil,172.6419570781178,172.34902098855096,172.93489316768463,165.0,172.0,180.0,142.5,201.0,172.0,170.0,173.0,1020.0
2012,30-45 J.,4. Quintil,173.7379604370014,173.48467137441384,173.99124949958895,167.0,174.0,180.0,147.5,199.5,174.0,173.0,176.0,1299.0
2012,30-45 J.,5. Quintil,175.32644761798474,175.1073436090901,175.5455516268794,168.0,175.0,182.0,149.0,203.0,175.0,174.0,176.0,1701.0
2012,46-65 J.,2. Quintil,169.66858380268602,169.39227084318523,169.9448967621868,163.0,170.0,176.0,143.5,195.5,170.0,170.0,172.0,998.0
2012,46-65 J.,3. Quintil,170.37366342210282,170.15698709928336,170.5903397449223,164.0,170.0,176.0,146.0,194.0,170.0,169.0,170.025,1469.0
2012,46-65 J.,4. Quintil,171.25901479236003,171.0713450265786,171.44668455814147,165.0,170.0,178.0,145.5,197.5,170.0,168.0,170.0,2151.0
2012,46-65 J.,5. Quintil,172.9762172105899,172.81731171922917,173.13512270195065,165.53114130178005,173.0,180.0,143.82785325445013,201.70328804732992,173.0,172.0,174.0,3195.0
2012,66 und älter,2. Quintil,166.1413014246778,165.7628819248926,166.519720924463,160.0,166.0,172.0,143.0,190.0,166.0,164.0,167.0,500.0
2012,66 und älter,3. Quintil,166.70841215695376,166.50529638696696,166.91152792694055,160.0,167.0,172.0,144.0,190.0,167.0,166.0,169.0,1522.0
2012,66 und älter,4. Quintil,167.75526992526224,167.55278496213143,167.95775488839305,161.0,168.0,175.0,140.0,196.0,168.0,168.0,170.0,1669.0
2012,66 und älter,5. Quintil,169.72732014941985,169.51099588481884,169.94364441402087,163.0,169.0,176.0,146.0,195.5,169.0,168.0,170.0,1476.0
2013,17-29 J.,1. Quintil,,,,,,,,,,,,
2013,17-29 J.,2. Quintil,,,,,,,,,,,,
2013,17-29 J.,3. Quintil,,,,,,,,,,,,
2013,17-29 J.,4. Quintil,,,,,,,,,,,,
2013,17-29 J.,5. Quintil,,,,,,,,,,,,
2013,30-45 J.,2. Quintil,,,,,,,,,,,,
2013,30-45 J.,3. Quintil,,,,,,,,,,,,
2013,30-45 J.,4. Quintil,,,,,,,,,,,,
2013,30-45 J.,5. Quintil,,,,,,,,,,,,
2013,46-65 J.,2. Quintil,,,,,,,,,,,,
2013,46-65 J.,3. Quintil,,,,,,,,,,,,
2013,46-65 J.,4. Quintil,,,,,,,,,,,,
2013,46-65 J.,5. Quintil,,,,,,,,,,,,
2013,66 und älter,2. Quintil,,,,,,,,,,,,
2013,66 und älter,3. Quintil,,,,,,,,,,,,
2013,66 und älter,4. Quintil,,,,,,,,,,,,
2013,66 und älter,5. Quintil,,,,,,,,,,,,
2014,17-29 J.,2. Quintil,173.31646896685754,173.0361799010445,173.59675803267058,167.0,173.0,180.0,147.5,199.5,173.0,172.0,175.0,1074.0
2014,17-29 J.,3. Quintil,173.32705955267718,173.03330143210454,173.62081767324983,166.0,173.0,180.0,145.0,201.0,173.0,171.0,174.0,1159.0
2014,17-29 J.,4. Quintil,174.93003721242422,174.64682911418848,175.21324531065997,168.0,175.0,182.0,149.0,203.0,175.0,173.0,176.0,1117.0
2014,17-29 J.,5. Quintil,174.74125528287962,174.4324884698986,175.05002209586064,168.0,174.0,181.0,148.5,200.5,174.0,172.0,175.0,926.0
2014,30-45 J.,2. Quintil,172.01535911528583,171.73295095930152,172.29776727127015,165.0,172.0,178.0,145.5,197.5,172.0,171.0,174.0,1118.0
2014,30-45 J.,3. Quintil,171.9348729799674,171.73591886554215,172.13382709439264,165.0,171.0,178.0,145.5,197.5,171.0,170.0,172.0,2199.0
2014,30-45 J.,4. Quintil,173.40717305386457,173.22181793385087,173.59252817387826,166.0,173.0,180.0,145.0,201.0,173.0,172.0,174.0,2504.0
2014,30-45 J.,5. Quintil,175.2669490989367,175.0957264172455,175.4381717806279,168.0,175.0,182.0,147.0,203.0,175.0,175.0,176.0,2675.0
2014,46-65 J.,2. Quintil,171.01595376391705,170.75421530793167,171.27769221990243,164.0,170.0,178.0,143.0,199.0,170.0,168.0,170.0,1250.0
2014,46-65 J.,3. Quintil,170.8648497727912,170.66015502219173,171.06954452339065,164.0,170.70599140369097,178.0,143.0,199.0,171.0,170.0,172.0,1892.0
2014,46-65 J.,4. Quintil,170.97558487980663,170.79578720714846,171.1553825524648,165.0,170.0,177.0,147.0,195.0,170.0,168.0,170.0,2451.0
2014,46-65 J.,5. Quintil,173.12570231003414,172.98112003787324,173.27028458219505,167.0,173.0,180.0,147.5,199.5,173.0,172.0,174.0,3697.0
2014,66 und älter,2. Quintil,166.01447200886778,165.6430874219197,166.38585659581588,160.0,165.0,172.0,142.0,190.0,165.0,163.0,165.0,460.0
2014,66 und älter,3. Quintil,166.6255989922101,166.39825182577832,166.85294615864186,160.0,167.0,173.0,140.5,192.5,167.0,166.0,169.0,1297.0
2014,66 und älter,4. Quintil,168.00690113092207,167.7999942190707,168.21380804277345,161.0,168.0,175.0,140.0,194.0,168.0,168.0,169.0,1639.0
2014,66 und älter,5. Quintil,169.68348322402002,169.46775269861743,169.89921374942261,163.0,169.0,176.0,147.0,195.5,169.0,168.0,170.0,1538.0
2015,17-29 J.,2. Quintil,,,,,,,,,,,,
2015,17-29 J.,3. Quintil,,,,,,,,,,,,
2015,17-29 J.,4. Quintil,,,,,,,,,,,,
2015,17-29 J.,5. Quintil,,,,,,,,,,,,
2015,30-45 J.,2. Quintil,,,,,,,,,,,,
2015,30-45 J.,3. Quintil,,,,,,,,,,,,
2015,30-45 J.,4. Quintil,,,,,,,,,,,,
2015,30-45 J.,5. Quintil,,,,,,,,,,,,
2015,46-65 J.,2. Quintil,,,,,,,,,,,,
2015,46-65 J.,3. Quintil,,,,,,,,,,,,
2015,46-65 J.,4. Quintil,,,,,,,,,,,,
2015,46-65 J.,5. Quintil,,,,,,,,,,,,
2015,66 und älter,2. Quintil,,,,,,,,,,,,
2015,66 und älter,3. Quintil,,,,,,,,,,,,
2015,66 und älter,4. Quintil,,,,,,,,,,,,
2015,66 und älter,5. Quintil,,,,,,,,,,,,
2016,17-29 J.,2. Quintil,173.75832895400373,173.43053983463543,174.08611807337203,167.0,174.0,180.0,147.5,199.5,174.0,173.0,176.0,830.0
2016,17-29 J.,3. Quintil,173.75916204458218,173.4631758913412,174.05514819782317,167.0,173.0,180.0,147.5,199.5,173.0,171.0,174.0,945.0
2016,17-29 J.,4. Quintil,174.5716912389402,174.26578551693365,174.87759696094673,167.0,175.0,182.0,144.5,204.5,175.0,174.0,177.0,988.0
2016,17-29 J.,5. Quintil,174.97838193909809,174.6791161603756,175.27764771782057,168.0,175.0,181.0,148.5,200.5,175.0,174.0,177.0,1019.0
2016,30-45 J.,2. Quintil,172.2058985109597,171.85055552297862,172.5612414989408,165.0,172.0,180.0,142.5,202.0,172.0,169.0,174.0,804.0
2016,30-45 J.,3. Quintil,171.63722587162172,171.41542064731627,171.85903109592718,165.0,172.0,178.0,145.5,197.5,172.0,171.0,174.0,1645.0
2016,30-45 J.,4. Quintil,173.7655160558011,173.56347529823745,173.96755681336475,167.0,173.0,180.0,147.5,199.5,173.0,171.0,174.0,2019.0
2016,30-45 J.,5. Quintil,175.14072364253386,174.96492633844588,175.31652094662184,168.0,175.0,182.0,148.0,203.0,175.0,174.0,176.0,2557.0
2016,46-65 J.,2. Quintil,170.50760149182136,170.2399520499646,170.77525093367814,164.0,170.0,176.0,146.0,194.0,170.0,168.975,171.0,987.0
2016,46-65 J.,3. Quintil,170.88458285055884,170.6633429829875,171.10582271813018,164.0,170.0,178.0,150.0,199.0,170.0,168.0,170.0,1548.0
2016,46-65 J.,4. Quintil,171.4042031703273,171.21662163283767,171.5917847078169,165.0,170.0,178.0,145.5,197.5,170.0,168.0,170.0,2223.0
2016,46-65 J.,5. Quintil,173.08567536243515,172.94094719006924,173.23040353480107,166.0,173.0,180.0,145.0,201.0,173.0,172.0,174.0,3804.0
2016,66 und älter,2. Quintil,165.35591301396664,164.93122752739725,165.78059850053603,160.0,165.0,170.0,145.0,185.0,165.0,163.0,166.0,354.0
2016,66 und älter,3. Quintil,166.94187621351273,166.68604378444513,167.19770864258032,160.0,167.0,173.0,140.5,192.5,167.0,166.0,169.0,962.0
2016,66 und älter,4. Quintil,167.92211347429773,167.71047379643102,168.13375315216445,162.0,168.0,174.0,144.0,192.0,168.0,168.0,170.0,1655.0
2016,66 und älter,5. Quintil,169.3949349481518,169.18946852624794,169.6004013700557,163.0,169.0,176.0,143.5,195.5,169.0,168.0,170.0,1718.0
2017,17-29 J.,2. Quintil,,,,,,,,,,,,
2017,17-29 J.,3. Quintil,,,,,,,,,,,,
2017,17-29 J.,4. Quintil,,,,,,,,,,,,
2017,17-29 J.,5. Quintil,,,,,,,,,,,,
2017,30-45 J.,2. Quintil,,,,,,,,,,,,
2017,30-45 J.,3. Quintil,,,,,,,,,,,,
2017,30-45 J.,4. Quintil,,,,,,,,,,,,
2017,30-45 J.,5. Quintil,,,,,,,,,,,,
2017,46-65 J.,2. Quintil,,,,,,,,,,,,
2017,46-65 J.,3. Quintil,,,,,,,,,,,,
2017,46-65 J.,4. Quintil,,,,,,,,,,,,
2017,46-65 J.,5. Quintil,,,,,,,,,,,,
2017,66 und älter,2. Quintil,,,,,,,,,,,,
2017,66 und älter,3. Quintil,,,,,,,,,,,,
2017,66 und älter,4. Quintil,,,,,,,,,,,,
2017,66 und älter,5. Quintil,,,,,,,,,,,,
2018,17-29 J.,2. Quintil,174.2718068504801,174.0355335508251,174.50808015013507,168.0,174.0,181.0,148.5,200.5,174.0,173.0,175.0,1527.0
2018,17-29 J.,3. Quintil,172.7872946223954,172.49870178585445,173.07588745893634,165.0,172.0,180.0,142.5,202.5,172.0,170.0,173.0,1085.0
2018,17-29 J.,4. Quintil,174.38757642847685,174.11316874280632,174.66198411414737,166.0,174.0,182.0,142.0,206.0,174.0,172.0,176.0,1281.0
2018,17-29 J.,5. Quintil,174.97639382568985,174.7182258990112,175.2345617523685,167.0,175.0,183.0,150.0,207.0,175.0,174.0,177.0,1390.0
2018,30-45 J.,2. Quintil,170.52302534617988,170.30148732122953,170.74456337113023,164.0,170.0,176.0,146.0,194.0,170.0,168.0,170.0,1855.0
2018,30-45 J.,3. Quintil,171.8246636926211,171.5844707321663,172.0648566530759,164.0,172.0,179.0,142.0,200.0,172.0,171.0,174.0,1545.0
2018,30-45 J.,4. Quintil,173.23198100537152,173.02061807225363,173.44334393848942,166.0,173.0,180.0,146.0,201.0,173.0,172.0,174.0,1954.0
2018,30-45 J.,5. Quintil,174.9171819288772,174.7537240004065,175.0806398573479,168.0,175.0,181.0,150.0,200.5,175.0,175.0,176.0,2910.0
2018,46-65 J.,2. Quintil,170.36460646376867,170.1238926928105,170.60532023472683,164.0,170.0,176.46604715423652,145.30092926864523,195.16511788559131,170.0,169.0,172.0,1354.0
2018,46-65 J.,3. Quintil,170.6759851288968,170.44735631743384,170.90461394035975,164.0,170.0,178.0,147.0,198.0,170.0,169.0,171.0,1464.0
2018,46-65 J.,4. Quintil,171.58238638861835,171.40681809935418,171.7579546778825,165.0,171.0,178.0,148.0,197.5,171.0,170.0,172.0,2495.0
2018,46-65 J.,5. Quintil,173.4429863140381,173.31108255940885,173.57489006866737,167.0,173.0,180.0,147.5,199.5,173.0,172.0,173.0,4821.0
2018,66 und älter,2. Quintil,166.24223384873258,165.81482653134367,166.6696411661215,160.0,167.0,173.0,145.0,190.0,167.0,166.0,169.0,350.0
2018,66 und älter,3. Quintil,166.62802560041013,166.35844823653127,166.89760296428898,160.0,167.0,172.0,142.0,190.0,167.0,166.0,168.025,851.0
2018,66 und älter,4. Quintil,167.62463631053348,167.41435928799424,167.8349133330727,160.0,167.0,174.0,143.0,195.0,167.0,166.0,168.0,1719.0
2018,66 und älter,5. Quintil,169.53135964308385,169.33893145313672,169.72378783303097,163.0,169.0,176.0,143.5,195.5,169.0,168.0,170.0,2061.0
2019,17-29 J.,2. Quintil,,,,,,,,,,,,
2019,17-29 J.,3. Quintil,,,,,,,,,,,,
2019,17-29 J.,4. Quintil,,,,,,,,,,,,
2019,17-29 J.,5. Quintil,,,,,,,,,,,,
2019,30-45 J.,2. Quintil,,,,,,,,,,,,
2019,30-45 J.,3. Quintil,,,,,,,,,,,,
2019,30-45 J.,4. Quintil,,,,,,,,,,,,
2019,30-45 J.,5. Quintil,,,,,,,,,,,,
2019,46-65 J.,1. Quintil,,,,,,,,,,,,
2019,46-65 J.,2. Quintil,,,,,,,,,,,,
2019,46-65 J.,3. Quintil,,,,,,,,,,,,
2019,46-65 J.,4. Quintil,,,,,,,,,,,,
2019,46-65 J.,5. Quintil,,,,,,,,,,,,
2019,66 und älter,1. Quintil,,,,,,,,,,,,
2019,66 und älter,2. Quintil,,,,,,,,,,,,
2019,66 und älter,3. Quintil,,,,,,,,,,,,
2019,66 und älter,4. Quintil,,,,,,,,,,,,
2019,66 und älter,5. Quintil,,,,,,,,,,,,
2020,17-29 J.,2. Quintil,173.50302531428989,173.1631864618169,173.84286416676287,166.0,174.0,180.0,145.0,197.0,174.0,173.0,177.0,654.0
2020,17-29 J.,3. Quintil,173.7042171065556,173.35318182641166,174.05525238669955,165.0,173.0,182.0,142.0,207.0,173.0,171.0,176.0,813.0
2020,17-29 J.,4. Quintil,174.7658634939289,174.4591672735807,175.07255971427708,167.0,175.0,182.0,144.5,204.5,175.0,174.0,178.0,1110.0
2020,17-29 J.,5. Quintil,174.6997993000004,174.46953035503384,174.93006824496695,166.0,175.0,182.0,142.0,204.0,175.0,174.0,176.025,1740.0
2020,30-45 J.,2. Quintil,170.9507047425339,170.51340744633796,171.38800203872984,165.0,170.0,178.0,145.5,197.5,170.0,168.0,172.0,492.0
2020,30-45 J.,3. Quintil,171.86963906127568,171.56631777311586,172.1729603494355,165.0,171.0,178.0,145.5,197.5,171.0,169.0,172.0,1046.0
2020,30-45 J.,4. Quintil,172.9018914517258,172.67205659708873,173.13172630636285,165.0,173.0,180.0,142.5,200.0,173.0,172.0,175.025,1713.0
2020,30-45 J.,5. Quintil,174.58121979742634,174.43072707409743,174.73171252075525,168.0,175.0,180.0,150.0,198.0,175.0,175.0,176.0,3363.0
2020,46-65 J.,2. Quintil,169.3864130902377,169.05140792618428,169.72141825429114,163.0,170.0,176.0,143.5,195.5,170.0,170.0,172.0,642.0
2020,46-65 J.,3. Quintil,170.83321902218125,170.57774743645277,171.08869060790974,164.0,170.0,178.0,143.0,199.0,170.0,169.0,170.025,1152.0
2020,46-65 J.,4. Quintil,172.5472565118678,172.36229811468763,172.73221490904797,166.0,172.0,179.0,148.0,198.5,172.0,171.0,173.0,2144.0
2020,46-65 J.,5. Quintil,173.78904907613298,173.66765819295458,173.9104399593114,167.0,173.0,180.0,147.5,199.5,173.0,172.0,173.0,5832.0
2020,66 und älter,2. Quintil,167.5647823704452,166.99599689010185,168.13356785078852,162.0,167.0,172.0,147.0,187.0,167.0,165.0,169.0,236.0
2020,66 und älter,3. Quintil,166.58644313688524,166.2694516766013,166.90343459716917,160.0,166.0,173.0,140.5,192.0,166.0,164.0,167.0,677.0
2020,66 und älter,4. Quintil,167.65044832695654,167.4246213227712,167.87627533114187,160.0,168.0,174.0,139.0,195.0,168.0,168.0,169.0,1497.0
2020,66 und älter,5. Quintil,169.49104683506494,169.31413360321957,169.6679600669103,163.0,169.0,176.0,144.0,195.5,169.0,168.0,170.0,2450.0
2021,17-29 J.,2. Quintil,,,,,,,,,,,,
2021,17-29 J.,3. Quintil,,,,,,,,,,,,
2021,17-29 J.,4. Quintil,,,,,,,,,,,,
2021,17-29 J.,5. Quintil,,,,,,,,,,,,
2021,30-45 J.,2. Quintil,,,,,,,,,,,,
2021,30-45 J.,3. Quintil,,,,,,,,,,,,
2021,30-45 J.,4. Quintil,,,,,,,,,,,,
2021,30-45 J.,5. Quintil,,,,,,,,,,,,
2021,46-65 J.,2. Quintil,,,,,,,,,,,,
2021,46-65 J.,3. Quintil,,,,,,,,,,,,
2021,46-65 J.,4. Quintil,,,,,,,,,,,,
2021,46-65 J.,5. Quintil,,,,,,,,,,,,
2021,66 und älter,2. Quintil,,,,,,,,,,,,
2021,66 und älter,3. Quintil,,,,,,,,,,,,
2021,66 und älter,4. Quintil,,,,,,,,,,,,
2021,66 und älter,5. Quintil,,,,,,,,,,,,
