"ple0011","year","bildungsniveau","bula_h","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nein","2011","(Fach-)Abitur","Berlin","99","0.920838610441417","0.869681657693255","0.971995563189579"
"Nein","2011","(Fach-)Abitur","Brandenburg","69","0.941094572250245","0.887083729685638","0.995105414814853"
"Nein","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","34","0.901978457649078","0.803470136551568","1.00048677874659"
"Nein","2011","(Fach-)Abitur","Sachsen","111","0.897135027449392","0.842554557047263","0.951715497851521"
"Nein","2011","(Fach-)Abitur","Sachsen-Anhalt","72","0.970754229307078","0.932364202792614","1.00914425582154"
"Nein","2011","(Fach-)Abitur","Thueringen","61","0.917954308674985","0.850719135819512","0.985189481530458"
"Nein","2011","AkademikerIn","Schleswig-Holstein","99","0.947641681489772","0.904413901958129","0.990869461021416"
"Nein","2011","AkademikerIn","Hamburg","85","0.855853949361857","0.783688619952188","0.928019278771526"
"Nein","2011","AkademikerIn","Niedersachsen","318","0.9089704920618","0.878661183316429","0.939279800807171"
"Nein","2011","AkademikerIn","Bremen","33","1","1","1"
"Nein","2011","AkademikerIn","Nordrhein-Westfalen","771","0.917965103504844","0.899352065829937","0.93657814117975"
"Nein","2011","AkademikerIn","Hessen","350","0.907267840318006","0.877949653075568","0.936586027560444"
"Nein","2011","AkademikerIn","Rheinland-Pfalz,Saarland","168","0.932771993570322","0.896589204124292","0.968954783016352"
"Nein","2011","AkademikerIn","Baden-Wuerttemberg","499","0.941617413111239","0.921637243860717","0.96159758236176"
"Nein","2011","AkademikerIn","Bayern","598","0.922772485181528","0.902186806959045","0.943358163404012"
"Nein","2011","AkademikerIn","Saarland","","","",""
"Nein","2011","AkademikerIn","Berlin","268","0.897232597224441","0.86269834325761","0.931766851191273"
"Nein","2011","AkademikerIn","Brandenburg","221","0.890220077401498","0.851075176191375","0.929364978611622"
"Nein","2011","AkademikerIn","Mecklenburg-Vorpommern","127","0.886175727921047","0.834302388035554","0.93804906780654"
"Nein","2011","AkademikerIn","Sachsen","321","0.893471450733991","0.861196329732946","0.925746571735037"
"Nein","2011","AkademikerIn","Sachsen-Anhalt","198","0.864941708425021","0.819880171528436","0.910003245321607"
"Nein","2011","AkademikerIn","Thueringen","174","0.908505715777177","0.867293118966157","0.949718312588197"
"Ja","2012","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ja","2012","(noch) kein Abschluss","Hamburg","","","",""
"Ja","2012","(noch) kein Abschluss","Niedersachsen","","","",""
"Ja","2012","(noch) kein Abschluss","Bremen","","","",""
"Ja","2012","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Ja","2012","(noch) kein Abschluss","Hessen","","","",""
"Ja","2012","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Ja","2012","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Ja","2012","(noch) kein Abschluss","Bayern","","","",""
"Ja","2012","(noch) kein Abschluss","Saarland","","","",""
"Ja","2012","(noch) kein Abschluss","Berlin","","","",""
"Ja","2012","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","2012","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","2012","(noch) kein Abschluss","Sachsen","","","",""
"Ja","2012","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","2012","(noch) kein Abschluss","Thueringen","","","",""
"Ja","2012","Hauptschule","Schleswig-Holstein","","","",""
"Ja","2012","Hauptschule","Hamburg","","","",""
"Ja","2012","Hauptschule","Niedersachsen","","","",""
"Ja","2012","Hauptschule","Bremen","","","",""
"Ja","2012","Hauptschule","Nordrhein-Westfalen","","","",""
"Ja","2012","Hauptschule","Hessen","","","",""
"Ja","2012","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","2012","Hauptschule","Baden-Wuerttemberg","","","",""
"Ja","2012","Hauptschule","Bayern","","","",""
"Ja","2012","Hauptschule","Saarland","","","",""
"Ja","2012","Hauptschule","Berlin","","","",""
"Ja","2012","Hauptschule","Brandenburg","","","",""
"Ja","2012","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Ja","2012","Hauptschule","Sachsen","","","",""
"Ja","2012","Hauptschule","Sachsen-Anhalt","","","",""
"Ja","2012","Hauptschule","Thueringen","","","",""
"Ja","2012","Realschule","Schleswig-Holstein","","","",""
"Ja","2012","Realschule","Hamburg","","","",""
"Ja","2012","Realschule","Niedersachsen","","","",""
"Ja","2012","Realschule","Bremen","","","",""
"Ja","2012","Realschule","Nordrhein-Westfalen","","","",""
"Ja","2012","Realschule","Hessen","","","",""
"Ja","2012","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","2012","Realschule","Baden-Wuerttemberg","","","",""
"Ja","2012","Realschule","Bayern","","","",""
"Ja","2012","Realschule","Saarland","","","",""
"Ja","2012","Realschule","Berlin","","","",""
"Ja","2012","Realschule","Brandenburg","","","",""
"Ja","2012","Realschule","Mecklenburg-Vorpommern","","","",""
"Ja","2012","Realschule","Sachsen","","","",""
"Ja","2012","Realschule","Sachsen-Anhalt","","","",""
"Ja","2012","Realschule","Thueringen","","","",""
"Ja","2012","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Ja","2012","(Fach-)Abitur","Hamburg","","","",""
"Ja","2012","(Fach-)Abitur","Niedersachsen","","","",""
"Ja","2012","(Fach-)Abitur","Bremen","","","",""
"Ja","2012","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Ja","2012","(Fach-)Abitur","Hessen","","","",""
"Ja","2012","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Ja","2012","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Ja","2012","(Fach-)Abitur","Bayern","","","",""
"Ja","2012","(Fach-)Abitur","Saarland","","","",""
"Ja","2012","(Fach-)Abitur","Berlin","","","",""
"Ja","2012","(Fach-)Abitur","Brandenburg","","","",""
"Ja","2012","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ja","2012","(Fach-)Abitur","Sachsen","","","",""
"Ja","2012","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja","2012","(Fach-)Abitur","Thueringen","","","",""
"Ja","2012","AkademikerIn","Schleswig-Holstein","","","",""
"Ja","2012","AkademikerIn","Hamburg","","","",""
"Ja","2012","AkademikerIn","Niedersachsen","","","",""
"Ja","2012","AkademikerIn","Bremen","","","",""
"Ja","2012","AkademikerIn","Nordrhein-Westfalen","","","",""
"Ja","2012","AkademikerIn","Hessen","","","",""
"Ja","2012","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Ja","2012","AkademikerIn","Baden-Wuerttemberg","","","",""
"Ja","2012","AkademikerIn","Bayern","","","",""
"Ja","2012","AkademikerIn","Saarland","","","",""
"Ja","2012","AkademikerIn","Berlin","","","",""
"Ja","2012","AkademikerIn","Brandenburg","","","",""
"Ja","2012","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Ja","2012","AkademikerIn","Sachsen","","","",""
"Ja","2012","AkademikerIn","Sachsen-Anhalt","","","",""
"Ja","2012","AkademikerIn","Thueringen","","","",""
"Nein","2012","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nein","2012","(noch) kein Abschluss","Hamburg","","","",""
"Nein","2012","(noch) kein Abschluss","Niedersachsen","","","",""
"Nein","2012","(noch) kein Abschluss","Bremen","","","",""
"Nein","2012","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Nein","2012","(noch) kein Abschluss","Hessen","","","",""
"Nein","2012","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nein","2012","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Nein","2012","(noch) kein Abschluss","Bayern","","","",""
"Nein","2012","(noch) kein Abschluss","Saarland","","","",""
"Nein","2012","(noch) kein Abschluss","Berlin","","","",""
"Nein","2012","(noch) kein Abschluss","Brandenburg","","","",""
"Nein","2012","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nein","2012","(noch) kein Abschluss","Sachsen","","","",""
"Nein","2012","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nein","2012","(noch) kein Abschluss","Thueringen","","","",""
"Nein","2012","Hauptschule","Schleswig-Holstein","","","",""
"Nein","2012","Hauptschule","Hamburg","","","",""
"Nein","2012","Hauptschule","Niedersachsen","","","",""
"Nein","2012","Hauptschule","Bremen","","","",""
"Nein","2012","Hauptschule","Nordrhein-Westfalen","","","",""
"Nein","2012","Hauptschule","Hessen","","","",""
"Nein","2012","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Nein","2012","Hauptschule","Baden-Wuerttemberg","","","",""
"Nein","2012","Hauptschule","Bayern","","","",""
"Nein","2012","Hauptschule","Saarland","","","",""
"Nein","2012","Hauptschule","Berlin","","","",""
"Nein","2012","Hauptschule","Brandenburg","","","",""
"Nein","2012","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nein","2012","Hauptschule","Sachsen","","","",""
"Nein","2012","Hauptschule","Sachsen-Anhalt","","","",""
"Nein","2012","Hauptschule","Thueringen","","","",""
"Nein","2012","Realschule","Schleswig-Holstein","","","",""
"Nein","2012","Realschule","Hamburg","","","",""
"Nein","2012","Realschule","Niedersachsen","","","",""
"Nein","2012","Realschule","Bremen","","","",""
"Nein","2012","Realschule","Nordrhein-Westfalen","","","",""
"Nein","2012","Realschule","Hessen","","","",""
"Nein","2012","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nein","2012","Realschule","Baden-Wuerttemberg","","","",""
"Nein","2012","Realschule","Bayern","","","",""
"Nein","2012","Realschule","Saarland","","","",""
"Nein","2012","Realschule","Berlin","","","",""
"Nein","2012","Realschule","Brandenburg","","","",""
"Nein","2012","Realschule","Mecklenburg-Vorpommern","","","",""
"Nein","2012","Realschule","Sachsen","","","",""
"Nein","2012","Realschule","Sachsen-Anhalt","","","",""
"Nein","2012","Realschule","Thueringen","","","",""
"Nein","2012","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nein","2012","(Fach-)Abitur","Hamburg","","","",""
"Nein","2012","(Fach-)Abitur","Niedersachsen","","","",""
"Nein","2012","(Fach-)Abitur","Bremen","","","",""
"Nein","2012","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nein","2012","(Fach-)Abitur","Hessen","","","",""
"Nein","2012","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nein","2012","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Nein","2012","(Fach-)Abitur","Bayern","","","",""
"Nein","2012","(Fach-)Abitur","Saarland","","","",""
"Nein","2012","(Fach-)Abitur","Berlin","","","",""
"Nein","2012","(Fach-)Abitur","Brandenburg","","","",""
"Nein","2012","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nein","2012","(Fach-)Abitur","Sachsen","","","",""
"Nein","2012","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nein","2012","(Fach-)Abitur","Thueringen","","","",""
"Nein","2012","AkademikerIn","Schleswig-Holstein","","","",""
"Nein","2012","AkademikerIn","Hamburg","","","",""
"Nein","2012","AkademikerIn","Niedersachsen","","","",""
"Nein","2012","AkademikerIn","Bremen","","","",""
"Nein","2012","AkademikerIn","Nordrhein-Westfalen","","","",""
"Nein","2012","AkademikerIn","Hessen","","","",""
"Nein","2012","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nein","2012","AkademikerIn","Baden-Wuerttemberg","","","",""
"Nein","2012","AkademikerIn","Bayern","","","",""
"Nein","2012","AkademikerIn","Saarland","","","",""
"Nein","2012","AkademikerIn","Berlin","","","",""
"Nein","2012","AkademikerIn","Brandenburg","","","",""
"Nein","2012","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nein","2012","AkademikerIn","Sachsen","","","",""
"Nein","2012","AkademikerIn","Sachsen-Anhalt","","","",""
"Nein","2012","AkademikerIn","Thueringen","","","",""
"Ja","2013","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Ja","2013","(noch) kein Abschluss","Hamburg","1","","",""
"Ja","2013","(noch) kein Abschluss","Niedersachsen","3","","",""
"Ja","2013","(noch) kein Abschluss","Bremen","","","",""
"Ja","2013","(noch) kein Abschluss","Nordrhein-Westfalen","9","","",""
"Ja","2013","(noch) kein Abschluss","Hessen","3","","",""
"Ja","2013","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","3","","",""
"Ja","2013","(noch) kein Abschluss","Baden-Wuerttemberg","8","","",""
"Ja","2013","(noch) kein Abschluss","Bayern","7","","",""
"Ja","2013","(noch) kein Abschluss","Saarland","","","",""
"Ja","2013","(noch) kein Abschluss","Berlin","1","","",""
"Ja","2013","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","2013","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","2013","(noch) kein Abschluss","Sachsen","1","","",""
"Ja","2013","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","2013","(noch) kein Abschluss","Thueringen","","","",""
"Ja","2013","Hauptschule","Schleswig-Holstein","28","","",""
"Ja","2013","Hauptschule","Hamburg","12","","",""
"Ja","2013","Hauptschule","Niedersachsen","83","0.144230577069933","0.116709338350415","0.171751815789452"
"Ja","2013","Hauptschule","Bremen","3","","",""
"Ja","2013","Hauptschule","Nordrhein-Westfalen","162","0.129280379106713","0.111007007723266","0.147553750490161"
"Ja","2013","Hauptschule","Hessen","51","0.137722813703056","0.103210418937454","0.172235208468658"
"Ja","2013","Hauptschule","Rheinland-Pfalz,Saarland","49","0.102042799403891","0.075667837958401","0.128417760849381"
"Ja","2013","Hauptschule","Baden-Wuerttemberg","80","0.11703022544583","0.0941157915336379","0.139944659358023"
"Ja","2013","Hauptschule","Bayern","137","0.126197832152589","0.107137462367278","0.145258201937899"
"Ja","2013","Hauptschule","Saarland","","","",""
"Ja","2013","Hauptschule","Berlin","15","","",""
"Ja","2013","Hauptschule","Brandenburg","22","","",""
"Ja","2013","Hauptschule","Mecklenburg-Vorpommern","12","","",""
"Ja","2013","Hauptschule","Sachsen","34","0.115287990334553","0.0778132195530602","0.152762761116046"
"Ja","2013","Hauptschule","Sachsen-Anhalt","24","","",""
"Ja","2013","Hauptschule","Thueringen","19","","",""
"Ja","2013","Realschule","Schleswig-Holstein","21","","",""
"Ja","2013","Realschule","Hamburg","6","","",""
"Ja","2013","Realschule","Niedersachsen","34","0.0722066562442571","0.0498089444637536","0.0946043680247607"
"Ja","2013","Realschule","Bremen","1","","",""
"Ja","2013","Realschule","Nordrhein-Westfalen","86","0.125228796422681","0.101805406318458","0.148652186526904"
"Ja","2013","Realschule","Hessen","32","0.12217785592226","0.0848698745407497","0.159485837303771"
"Ja","2013","Realschule","Rheinland-Pfalz,Saarland","29","","",""
"Ja","2013","Realschule","Baden-Wuerttemberg","44","0.114553685604558","0.086967048549741","0.142140322659375"
"Ja","2013","Realschule","Bayern","48","0.0828430113157977","0.0621707723099877","0.103515250321608"
"Ja","2013","Realschule","Saarland","","","",""
"Ja","2013","Realschule","Berlin","21","","",""
"Ja","2013","Realschule","Brandenburg","21","","",""
"Ja","2013","Realschule","Mecklenburg-Vorpommern","18","","",""
"Ja","2013","Realschule","Sachsen","41","0.0972229191669113","0.0725083443685943","0.121937493965228"
"Ja","2013","Realschule","Sachsen-Anhalt","23","","",""
"Ja","2013","Realschule","Thueringen","28","","",""
"Ja","2013","(Fach-)Abitur","Schleswig-Holstein","2","","",""
"Ja","2013","(Fach-)Abitur","Hamburg","2","","",""
"Ja","2013","(Fach-)Abitur","Niedersachsen","11","","",""
"Ja","2013","(Fach-)Abitur","Bremen","1","","",""
"Ja","2013","(Fach-)Abitur","Nordrhein-Westfalen","56","0.107162927062791","0.0820327823244645","0.132293071801118"
"Ja","2013","(Fach-)Abitur","Hessen","19","","",""
"Ja","2013","(Fach-)Abitur","Rheinland-Pfalz,Saarland","9","","",""
"Ja","2013","(Fach-)Abitur","Baden-Wuerttemberg","17","","",""
"Ja","2013","(Fach-)Abitur","Bayern","20","","",""
"Ja","2013","(Fach-)Abitur","Saarland","","","",""
"Ja","2013","(Fach-)Abitur","Berlin","7","","",""
"Ja","2013","(Fach-)Abitur","Brandenburg","1","","",""
"Ja","2013","(Fach-)Abitur","Mecklenburg-Vorpommern","1","","",""
"Ja","2013","(Fach-)Abitur","Sachsen","4","","",""
"Ja","2013","(Fach-)Abitur","Sachsen-Anhalt","2","","",""
"Ja","2013","(Fach-)Abitur","Thueringen","3","","",""
"Ja","2013","AkademikerIn","Schleswig-Holstein","7","","",""
"Ja","2013","AkademikerIn","Hamburg","5","","",""
