year,bula_h,sampreg,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Schleswig-Holstein,West,No,0.89520,533,593,0.87053,0.91987
2013,Hamburg,West,No,0.86771,283,283,0.82817,0.90726
2013,Lower Saxony,West,Yes,0.09638,152,1775,0.08264,0.11011
2013,Lower Saxony,West,No,0.90362,1623,1775,0.88989,0.91736
2013,Bremen,West,No,0.86258,110,110,0.79795,0.92722
2013,North Rhine-Westphalia,West,Yes,0.11309,393,3718,0.10291,0.12327
2013,North Rhine-Westphalia,West,No,0.88691,3325,3718,0.87673,0.89709
2013,Hesse,West,Yes,0.09944,124,1290,0.08310,0.11578
2013,Hesse,West,No,0.90056,1166,1290,0.88422,0.91690
2013,"Rhineland-Palatinate, Saarland",West,Yes,0.10458,111,1098,0.08647,0.12269
2013,"Rhineland-Palatinate, Saarland",West,No,0.89542,987,1098,0.87731,0.91353
2013,Baden-Wuerttemberg,West,Yes,0.10075,188,2123,0.08794,0.11355
2013,Baden-Wuerttemberg,West,No,0.89925,1935,2123,0.88645,0.91206
2013,Bavaria,West,Yes,0.09484,260,2947,0.08426,0.10542
2013,Bavaria,West,No,0.90516,2687,2947,0.89458,0.91574
2013,Berlin,West,Yes,0.11035,41,443,0.08114,0.13957
2013,Berlin,West,No,0.88965,402,443,0.86043,0.91886
2013,Berlin,East,Yes,0.11535,33,325,0.08057,0.15013
2013,Berlin,East,No,0.88465,292,325,0.84987,0.91943
2013,Brandenburg,East,Yes,0.08566,61,780,0.06601,0.10531
2013,Brandenburg,East,No,0.91434,719,780,0.89469,0.93399
2013,Mecklenburg-Western Pomerania,East,Yes,0.09733,45,454,0.07003,0.12462
2013,Mecklenburg-Western Pomerania,East,No,0.90267,409,454,0.87538,0.92997
2013,Saxony,East,Yes,0.09608,115,1335,0.08027,0.11190
2013,Saxony,East,No,0.90392,1220,1335,0.88810,0.91973
2013,Saxony-Anhalt,East,Yes,0.08507,65,759,0.06521,0.10493
2013,Saxony-Anhalt,East,No,0.91493,694,759,0.89507,0.93479
2013,Thuringa,East,Yes,0.08840,64,799,0.06870,0.10809
2013,Thuringa,East,No,0.91160,735,799,0.89191,0.93130
2015,Schleswig-Holstein,West,Yes,0.07507,76,874,0.05759,0.09255
2015,Schleswig-Holstein,West,No,0.92493,798,874,0.90745,0.94241
2015,Hamburg,West,Yes,0.12287,34,426,0.09166,0.15408
2015,Hamburg,West,No,0.87713,392,426,0.84592,0.90834
2015,Lower Saxony,West,Yes,0.08738,187,2421,0.07612,0.09863
2015,Lower Saxony,West,No,0.91262,2234,2421,0.90137,0.92388
2015,Bremen,West,No,0.84553,149,149,0.78731,0.90376
2015,North Rhine-Westphalia,West,Yes,0.10060,502,5165,0.09240,0.10881
2015,North Rhine-Westphalia,West,No,0.89940,4663,5165,0.89119,0.90760
2015,Hesse,West,Yes,0.09665,152,1705,0.08262,0.11068
2015,Hesse,West,No,0.90335,1553,1705,0.88932,0.91738
2015,"Rhineland-Palatinate, Saarland",West,Yes,0.08471,116,1496,0.07059,0.09882
2015,"Rhineland-Palatinate, Saarland",West,No,0.91529,1380,1496,0.90118,0.92941
2015,Baden-Wuerttemberg,West,Yes,0.08933,245,2985,0.07910,0.09957
2015,Baden-Wuerttemberg,West,No,0.91067,2740,2985,0.90043,0.92090
2015,Bavaria,West,Yes,0.09032,339,4027,0.08146,0.09917
2015,Bavaria,West,No,0.90968,3688,4027,0.90083,0.91854
2015,Berlin,West,Yes,0.10776,58,516,0.08098,0.13455
2015,Berlin,West,No,0.89224,458,516,0.86545,0.91902
2015,Berlin,East,No,0.90364,368,368,0.87345,0.93383
2015,Brandenburg,East,Yes,0.08351,76,984,0.06622,0.10081
2015,Brandenburg,East,No,0.91649,908,984,0.89919,0.93378
2015,Mecklenburg-Western Pomerania,East,Yes,0.09521,61,557,0.07081,0.11961
2015,Mecklenburg-Western Pomerania,East,No,0.90479,496,557,0.88039,0.92919
2015,Saxony,East,Yes,0.07798,112,1511,0.06446,0.09151
2015,Saxony,East,No,0.92202,1399,1511,0.90849,0.93554
2015,Saxony-Anhalt,East,Yes,0.12149,91,885,0.09995,0.14303
2015,Saxony-Anhalt,East,No,0.87851,794,885,0.85697,0.90005
2015,Thuringa,East,Yes,0.12535,84,920,0.10394,0.14675
2015,Thuringa,East,No,0.87465,836,920,0.85325,0.89606
2017,Schleswig-Holstein,West,Yes,0.08072,82,951,0.06339,0.09804
2017,Schleswig-Holstein,West,No,0.91928,869,951,0.90196,0.93661
2017,Hamburg,West,Yes,0.11428,41,466,0.08536,0.14320
2017,Hamburg,West,No,0.88572,425,466,0.85680,0.91464
2017,Lower Saxony,West,Yes,0.09829,221,2697,0.08705,0.10953
2017,Lower Saxony,West,No,0.90171,2476,2697,0.89047,0.91295
2017,Bremen,West,No,0.90378,199,199,0.86270,0.94485
2017,North Rhine-Westphalia,West,Yes,0.10144,558,5524,0.09348,0.10940
2017,North Rhine-Westphalia,West,No,0.89856,4966,5524,0.89060,0.90652
2017,Hesse,West,Yes,0.09216,160,1789,0.07876,0.10557
2017,Hesse,West,No,0.90784,1629,1789,0.89443,0.92124
2017,"Rhineland-Palatinate, Saarland",West,Yes,0.09197,124,1524,0.07746,0.10648
2017,"Rhineland-Palatinate, Saarland",West,No,0.90803,1400,1524,0.89352,0.92254
2017,Baden-Wuerttemberg,West,Yes,0.09624,267,3018,0.08572,0.10677
2017,Baden-Wuerttemberg,West,No,0.90376,2751,3018,0.89323,0.91428
2017,Bavaria,West,Yes,0.09737,365,4211,0.08842,0.10633
2017,Bavaria,West,No,0.90263,3846,4211,0.89367,0.91158
2017,Berlin,West,Yes,0.10321,55,559,0.07797,0.12845
2017,Berlin,West,No,0.89679,504,559,0.87155,0.92203
2017,Berlin,East,Yes,0.11351,47,430,0.08349,0.14352
2017,Berlin,East,No,0.88649,383,430,0.85648,0.91651
2017,Brandenburg,East,Yes,0.07468,82,1033,0.05864,0.09072
2017,Brandenburg,East,No,0.92532,951,1033,0.90928,0.94136
2017,Mecklenburg-Western Pomerania,East,Yes,0.06878,43,573,0.04804,0.08952
2017,Mecklenburg-Western Pomerania,East,No,0.93122,530,573,0.91048,0.95196
2017,Saxony,East,Yes,0.08401,128,1653,0.07064,0.09739
2017,Saxony,East,No,0.91599,1525,1653,0.90261,0.92936
2017,Saxony-Anhalt,East,Yes,0.10981,79,923,0.08962,0.12999
2017,Saxony-Anhalt,East,No,0.89019,844,923,0.87001,0.91038
2017,Thuringa,East,Yes,0.08512,85,978,0.06762,0.10262
2017,Thuringa,East,No,0.91488,893,978,0.89738,0.93238
2019,Schleswig-Holstein,West,Yes,0.07209,75,956,0.05569,0.08850
2019,Schleswig-Holstein,West,No,0.92791,881,956,0.91150,0.94431
2019,Hamburg,West,Yes,0.07989,41,529,0.05676,0.10302
2019,Hamburg,West,No,0.92011,488,529,0.89698,0.94324
2019,Lower Saxony,West,Yes,0.10263,217,2494,0.09072,0.11455
2019,Lower Saxony,West,No,0.89737,2277,2494,0.88545,0.90928
2019,Bremen,West,No,0.89693,202,202,0.85490,0.93897
2019,North Rhine-Westphalia,West,Yes,0.10435,545,5406,0.09620,0.11250
2019,North Rhine-Westphalia,West,No,0.89565,4861,5406,0.88750,0.90380
2019,Hesse,West,Yes,0.11049,168,1711,0.09563,0.12535
2019,Hesse,West,No,0.88951,1543,1711,0.87465,0.90437
2019,"Rhineland-Palatinate, Saarland",West,Yes,0.09199,132,1466,0.07719,0.10679
2019,"Rhineland-Palatinate, Saarland",West,No,0.90801,1334,1466,0.89321,0.92281
2019,Baden-Wuerttemberg,West,Yes,0.10898,258,2799,0.09743,0.12053
2019,Baden-Wuerttemberg,West,No,0.89102,2541,2799,0.87947,0.90257
2019,Bavaria,West,Yes,0.09424,339,3951,0.08512,0.10335
2019,Bavaria,West,No,0.90576,3612,3951,0.89665,0.91488
2019,Berlin,Does not apply,No,0.91299,68,68,0.84550,0.98048
2019,Berlin,West,Yes,0.09500,61,573,0.07097,0.11903
2019,Berlin,West,No,0.90500,512,573,0.88097,0.92903
2019,Berlin,East,Yes,0.10651,35,378,0.07537,0.13765
2019,Berlin,East,No,0.89349,343,378,0.86235,0.92463
2019,Brandenburg,East,Yes,0.09450,99,1111,0.07729,0.11171
2019,Brandenburg,East,No,0.90550,1012,1111,0.88829,0.92271
2019,Mecklenburg-Western Pomerania,East,Yes,0.08590,49,611,0.06367,0.10814
2019,Mecklenburg-Western Pomerania,East,No,0.91410,562,611,0.89186,0.93633
2019,Saxony,East,Yes,0.08507,121,1634,0.07154,0.09860
2019,Saxony,East,No,0.91493,1513,1634,0.90140,0.92846
2019,Saxony-Anhalt,East,Yes,0.08518,75,889,0.06682,0.10354
2019,Saxony-Anhalt,East,No,0.91482,814,889,0.89646,0.93318
2019,Thuringa,East,Yes,0.08086,74,923,0.06326,0.09845
2019,Thuringa,East,No,0.91914,849,923,0.90155,0.93674
2021,Schleswig-Holstein,West,Yes,0.10737,76,825,0.08623,0.12850
2021,Schleswig-Holstein,West,No,0.89263,749,825,0.87150,0.91377
2021,Hamburg,West,Yes,0.15733,49,450,0.12365,0.19101
2021,Hamburg,West,No,0.84267,401,450,0.80899,0.87635
2021,Lower Saxony,West,Yes,0.12712,199,1881,0.11206,0.14217
2021,Lower Saxony,West,No,0.87288,1682,1881,0.85783,0.88794
2021,Bremen,West,No,0.88623,135,135,0.83246,0.93999
2021,North Rhine-Westphalia,West,Yes,0.12064,431,4112,0.11068,0.13059
2021,North Rhine-Westphalia,West,No,0.87936,3681,4112,0.86941,0.88932
2021,Hesse,West,Yes,0.12041,145,1323,0.10287,0.13795
2021,Hesse,West,No,0.87959,1178,1323,0.86205,0.89713
2021,"Rhineland-Palatinate, Saarland",West,Yes,0.11807,110,996,0.09802,0.13812
2021,"Rhineland-Palatinate, Saarland",West,No,0.88193,886,996,0.86188,0.90198
2021,Baden-Wuerttemberg,West,Yes,0.13403,234,2167,0.11969,0.14838
2021,Baden-Wuerttemberg,West,No,0.86597,1933,2167,0.85162,0.88031
2021,Bavaria,West,Yes,0.10752,294,2851,0.09615,0.11889
2021,Bavaria,West,No,0.89248,2557,2851,0.88111,0.90385
2021,Berlin,West,Yes,0.07421,49,559,0.05247,0.09596
2021,Berlin,West,No,0.92579,510,559,0.90404,0.94753
2021,Berlin,East,Yes,0.15087,43,347,0.11315,0.18858
2021,Berlin,East,No,0.84913,304,347,0.81142,0.88685
2021,Brandenburg,East,Yes,0.12050,83,701,0.09638,0.14462
2021,Brandenburg,East,No,0.87950,618,701,0.85538,0.90362
2021,Mecklenburg-Western Pomerania,East,Yes,0.09232,33,407,0.06416,0.12048
2021,Mecklenburg-Western Pomerania,East,No,0.90768,374,407,0.87952,0.93584
2021,Saxony,East,Yes,0.07626,79,1160,0.06098,0.09154
2021,Saxony,East,No,0.92374,1081,1160,0.90846,0.93902
2021,Saxony-Anhalt,East,Yes,0.09988,52,599,0.07585,0.12391
2021,Saxony-Anhalt,East,No,0.90012,547,599,0.87609,0.92415
2021,Thuringa,East,Yes,0.09023,58,633,0.06789,0.11256
2021,Thuringa,East,No,0.90977,575,633,0.88744,0.93211
