,Unnamed: 0,year,bula_h,region_secnat,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,2000,North Rhine-Westphalia,Eastern Europe,1.0,37,37,0.88364,1.11287
1,1,2005,North Rhine-Westphalia,Eastern Europe,1.0,32,32,0.81312,1.22315
2,2,2008,North Rhine-Westphalia,Eastern Europe,1.0,38,38,0.79432,1.27023
3,3,2010,North Rhine-Westphalia,Eastern Europe,1.0,63,63,0.72356,1.27118
4,4,2011,North Rhine-Westphalia,Eastern Europe,1.0,40,40,0.7482,1.25738
5,5,2012,North Rhine-Westphalia,Eastern Europe,1.0,76,145,0.76662,1.3115
6,6,2012,Baden-Wuerttemberg,Eastern Europe,1.0,33,145,0.71294,1.31408
7,7,2012,Bavaria,Eastern Europe,1.0,36,145,0.77272,1.29654
8,8,2013,Lower Saxony,Eastern Europe,1.0,57,564,0.77311,1.27253
9,9,2013,North Rhine-Westphalia,Southern Europe,0.17538,47,564,0.12261,0.22477
10,10,2013,North Rhine-Westphalia,Western Asia,0.15888,39,564,0.12426,0.19555
11,11,2013,North Rhine-Westphalia,Eastern Europe,0.66574,140,564,0.53554,0.8163
12,12,2013,Hesse,Eastern Europe,1.0,49,564,0.65673,1.44655
13,13,2013,"Rhineland-Palatinate, Saarland",Eastern Europe,1.0,43,564,0.73191,1.26432
14,14,2013,Baden-Wuerttemberg,Eastern Europe,1.0,85,564,0.74264,1.27262
15,15,2013,Bavaria,Eastern Europe,1.0,104,564,0.80862,1.20189
16,16,2014,Lower Saxony,Eastern Europe,1.0,59,506,0.75564,1.21128
17,17,2014,North Rhine-Westphalia,Southern Europe,0.18078,47,506,0.11936,0.2407
18,18,2014,North Rhine-Westphalia,Eastern Europe,0.81922,120,506,0.64664,1.02332
19,19,2014,Hesse,Eastern Europe,1.0,34,506,0.66833,1.37941
20,20,2014,"Rhineland-Palatinate, Saarland",Eastern Europe,1.0,41,506,0.71568,1.29515
21,21,2014,Baden-Wuerttemberg,Southern Europe,0.29193,35,506,0.17808,0.42154
22,22,2014,Baden-Wuerttemberg,Eastern Europe,0.70807,82,506,0.49701,0.97854
23,23,2014,Bavaria,Eastern Europe,1.0,88,506,0.78152,1.25371
24,24,2015,Lower Saxony,Eastern Europe,1.0,56,506,0.7523,1.33568
25,25,2015,North Rhine-Westphalia,Southern Europe,0.11386,35,506,0.08101,0.16231
26,26,2015,North Rhine-Westphalia,Western Asia,0.3351,41,506,0.24323,0.45315
27,27,2015,North Rhine-Westphalia,Eastern Europe,0.55103,110,506,0.4277,0.73449
28,28,2015,Hesse,Eastern Europe,1.0,32,506,0.68509,1.45236
29,29,2015,"Rhineland-Palatinate, Saarland",Eastern Europe,1.0,42,506,0.74912,1.29026
30,30,2015,Baden-Wuerttemberg,Southern Europe,0.41599,38,506,0.19343,0.65325
31,31,2015,Baden-Wuerttemberg,Eastern Europe,0.58401,67,506,0.40743,0.83892
32,32,2015,Bavaria,Eastern Europe,1.0,85,506,0.69793,1.25132
33,33,2016,Lower Saxony,Eastern Europe,1.0,53,399,0.7321,1.31116
34,34,2016,North Rhine-Westphalia,Southern Europe,0.16694,41,399,0.12099,0.21803
35,35,2016,North Rhine-Westphalia,Western Asia,0.20145,34,399,0.15012,0.26509
36,36,2016,North Rhine-Westphalia,Eastern Europe,0.63161,100,399,0.43203,0.87687
37,37,2016,"Rhineland-Palatinate, Saarland",Eastern Europe,1.0,36,399,0.68491,1.36836
38,38,2016,Baden-Wuerttemberg,Eastern Europe,1.0,61,399,0.71169,1.35086
39,39,2016,Bavaria,Eastern Europe,1.0,74,399,0.72897,1.31038
40,40,2017,Lower Saxony,Eastern Europe,1.0,58,483,0.70915,1.31565
41,41,2017,North Rhine-Westphalia,Southern Europe,0.2262,44,483,0.15663,0.30204
42,42,2017,North Rhine-Westphalia,Western Asia,0.15509,33,483,0.11017,0.20545
43,43,2017,North Rhine-Westphalia,Eastern Europe,0.61871,98,483,0.44311,0.79636
44,44,2017,Hesse,Eastern Europe,1.0,35,483,0.64364,1.43782
45,45,2017,"Rhineland-Palatinate, Saarland",Eastern Europe,1.0,42,483,0.6222,1.56601
46,46,2017,Baden-Wuerttemberg,Southern Europe,0.49477,39,483,0.33835,0.66642
47,47,2017,Baden-Wuerttemberg,Eastern Europe,0.50523,58,483,0.37722,0.67271
48,48,2017,Bavaria,Eastern Europe,1.0,76,483,0.76002,1.23257
49,49,2018,Lower Saxony,Eastern Europe,1.0,54,457,0.69778,1.2992
50,50,2018,North Rhine-Westphalia,Southern Europe,0.1579,39,457,0.10937,0.20497
51,51,2018,North Rhine-Westphalia,Western Asia,0.16494,36,457,0.10994,0.22167
52,52,2018,North Rhine-Westphalia,Eastern Europe,0.67716,114,457,0.50285,0.8853
53,53,2018,"Rhineland-Palatinate, Saarland",Eastern Europe,1.0,32,457,0.49522,1.50311
54,54,2018,Baden-Wuerttemberg,Southern Europe,0.4663,39,457,0.34971,0.5971
55,55,2018,Baden-Wuerttemberg,Eastern Europe,0.5337,53,457,0.37345,0.7106
56,56,2018,Bavaria,Eastern Europe,1.0,90,457,0.79937,1.24492
57,57,2019,Lower Saxony,Eastern Europe,1.0,57,423,0.75655,1.33278
58,58,2019,North Rhine-Westphalia,Southern Europe,0.26446,55,423,0.19545,0.3465
59,59,2019,North Rhine-Westphalia,Eastern Europe,0.73554,109,423,0.54572,0.95656
60,60,2019,"Rhineland-Palatinate, Saarland",Eastern Europe,1.0,36,423,0.51632,1.60062
61,61,2019,Baden-Wuerttemberg,Southern Europe,0.49882,39,423,0.36345,0.65174
62,62,2019,Baden-Wuerttemberg,Eastern Europe,0.50118,52,423,0.34741,0.67064
63,63,2019,Bavaria,Eastern Europe,1.0,75,423,0.7853,1.26834
64,64,2020,Lower Saxony,Eastern Europe,1.0,60,535,0.72795,1.29671
65,65,2020,North Rhine-Westphalia,Southern Europe,0.26045,56,535,0.14934,0.4184
66,66,2020,North Rhine-Westphalia,Western Asia,0.17458,39,535,0.11074,0.23652
67,67,2020,North Rhine-Westphalia,Eastern Europe,0.56497,121,535,0.4267,0.72478
68,68,2020,Hesse,Eastern Europe,1.0,34,535,0.65191,1.47694
69,69,2020,Baden-Wuerttemberg,Southern Europe,0.50374,42,535,0.27928,0.93355
70,70,2020,Baden-Wuerttemberg,Eastern Europe,0.49626,60,535,0.29488,0.75156
71,71,2020,Bavaria,Southern Europe,0.55477,43,535,0.22069,0.9729
72,72,2020,Bavaria,Eastern Europe,0.44523,80,535,0.29647,0.64658
73,73,2021,North Rhine-Westphalia,Southern Europe,0.34199,43,224,0.1931,0.51256
74,74,2021,North Rhine-Westphalia,Eastern Europe,0.65801,82,224,0.39204,0.99395
75,75,2021,Baden-Wuerttemberg,Eastern Europe,1.0,34,224,0.48926,1.53388
76,76,2021,Bavaria,Eastern Europe,1.0,65,224,0.6155,1.69284
