"plh0037","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","2009","17-29","(noch) kein Abschluss","85","0.273577043750303","0.224502862097648","0.322651225402957"
"Grosse Sorgen","2009","17-29","Hauptschule","83","0.192252214400734","0.154338388969188","0.230166039832281"
"Grosse Sorgen","2009","17-29","Realschule","177","0.255009128004279","0.223794330562502","0.286223925446056"
"Grosse Sorgen","2009","17-29","(Fach-)Abitur","197","0.318377442415818","0.283793474147006","0.35296141068463"
"Grosse Sorgen","2009","17-29","AkademikerIn","74","0.327205184253603","0.268573557546631","0.385836810960575"
"Grosse Sorgen","2009","30-45","(noch) kein Abschluss","13","","",""
"Grosse Sorgen","2009","30-45","Hauptschule","333","0.277606900964099","0.251179025109059","0.304034776819138"
"Grosse Sorgen","2009","30-45","Realschule","408","0.247098256191893","0.226349214717829","0.267847297665957"
"Grosse Sorgen","2009","30-45","(Fach-)Abitur","214","0.347702382188752","0.311775218397597","0.383629545979907"
"Grosse Sorgen","2009","30-45","AkademikerIn","342","0.307511566743127","0.280794254131305","0.334228879354948"
"Grosse Sorgen","2009","46-65","(noch) kein Abschluss","16","","",""
"Grosse Sorgen","2009","46-65","Hauptschule","573","0.269748385739308","0.251134481983244","0.288362289495371"
"Grosse Sorgen","2009","46-65","Realschule","494","0.28135475641566","0.260758498227798","0.301951014603522"
"Grosse Sorgen","2009","46-65","(Fach-)Abitur","147","0.344258678750589","0.300980764704922","0.387536592796256"
"Grosse Sorgen","2009","46-65","AkademikerIn","516","0.274903991396946","0.253986126836803","0.29582185595709"
"Grosse Sorgen","2009","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2009","66","Hauptschule","","","",""
"Grosse Sorgen","2009","66","Realschule","","","",""
"Grosse Sorgen","2009","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","2009","66","AkademikerIn","","","",""
"Einige Sorgen","2009","17-29","(noch) kein Abschluss","156","0.505141474174407","0.450103111953928","0.560179836394885"
