"plh0037","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","2009","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Grosse Sorgen","2009","16-34 Jahre alt","Saarland","","","",""
"Grosse Sorgen","2009","16-34 Jahre alt","Berlin","62","0.404827116739813","0.332101831651529","0.477552401828098"
"Grosse Sorgen","2009","16-34 Jahre alt","Brandenburg","","","",""
"Grosse Sorgen","2009","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","2009","16-34 Jahre alt","Sachsen","55","0.211954240424847","0.167245508939631","0.256662971910063"
"Grosse Sorgen","2009","16-34 Jahre alt","Sachsen-Anhalt","40","0.257485889469558","0.194478527085565","0.32049325185355"
"Grosse Sorgen","2009","16-34 Jahre alt","Thueringen","36","0.292818230272679","0.228618379207485","0.357018081337873"
"Grosse Sorgen","2009","16-34 Jahre alt","Hamburg","","","",""
"Grosse Sorgen","2009","16-34 Jahre alt","Niedersachsen","80","0.264972151200543","0.216694338264891","0.313249964136194"
"Grosse Sorgen","2009","16-34 Jahre alt","Bremen","","","",""
"Grosse Sorgen","2009","16-34 Jahre alt","Nordrhein-Westfalen","209","0.282718992059321","0.25020752966325","0.315230454455391"
"Grosse Sorgen","2009","16-34 Jahre alt","Hessen","71","0.292899939849094","0.23768864714948","0.348111232548707"
"Grosse Sorgen","2009","16-34 Jahre alt","Rheinland-Pfalz,Saarland","50","0.287730889410752","0.219275325957099","0.356186452864406"
"Grosse Sorgen","2009","16-34 Jahre alt","Baden-Wuerttemberg","163","0.278869440032397","0.241289001783438","0.316449878281356"
"Grosse Sorgen","2009","16-34 Jahre alt","Bayern","132","0.20570687133531","0.172753566636355","0.238660176034265"
"Grosse Sorgen","2009","35-65 Jahre alt","Schleswig-Holstein","75","0.293762988491196","0.238609724268874","0.348916252713518"
"Grosse Sorgen","2009","35-65 Jahre alt","Saarland","32","0.271576036344718","0.193915452074105","0.34923662061533"
"Grosse Sorgen","2009","35-65 Jahre alt","Berlin","128","0.353744946320326","0.304558904272976","0.402930988367676"
"Grosse Sorgen","2009","35-65 Jahre alt","Brandenburg","98","0.202760182812751","0.164170972522151","0.241349393103352"
"Grosse Sorgen","2009","35-65 Jahre alt","Mecklenburg-Vorpommern","57","0.197537846270979","0.150309340633388","0.244766351908569"
"Grosse Sorgen","2009","35-65 Jahre alt","Sachsen","155","0.242907958543382","0.211713676596212","0.274102240490552"
"Grosse Sorgen","2009","35-65 Jahre alt","Sachsen-Anhalt","95","0.271054445973424","0.227710023394072","0.314398868552776"
"Grosse Sorgen","2009","35-65 Jahre alt","Thueringen","99","0.223579954947853","0.18378098383103","0.263378926064676"
"Grosse Sorgen","2009","35-65 Jahre alt","Hamburg","43","0.293129628948402","0.212023223538434","0.374236034358371"
"Grosse Sorgen","2009","35-65 Jahre alt","Niedersachsen","272","0.328166737350501","0.297353048381464","0.358980426319537"
"Grosse Sorgen","2009","35-65 Jahre alt","Bremen","","","",""
"Grosse Sorgen","2009","35-65 Jahre alt","Nordrhein-Westfalen","600","0.289585553189993","0.269874176612794","0.309296929767192"
"Grosse Sorgen","2009","35-65 Jahre alt","Hessen","219","0.325928395072961","0.291304503665243","0.360552286480679"
"Grosse Sorgen","2009","35-65 Jahre alt","Rheinland-Pfalz,Saarland","142","0.293051314264666","0.252032481009416","0.334070147519915"
"Grosse Sorgen","2009","35-65 Jahre alt","Baden-Wuerttemberg","338","0.285159208600038","0.25862268295557","0.311695734244507"
"Grosse Sorgen","2009","35-65 Jahre alt","Bayern","406","0.268612538368006","0.245969688766237","0.291255387969775"
"Grosse Sorgen","2009","66 und älter","Schleswig-Holstein","38","0.297638121757302","0.22135415095997","0.373922092554634"
"Grosse Sorgen","2009","66 und älter","Saarland","","","",""
"Grosse Sorgen","2009","66 und älter","Berlin","64","0.412044634716579","0.332746760703641","0.491342508729517"
"Grosse Sorgen","2009","66 und älter","Brandenburg","69","0.275815998029462","0.21675905806308","0.334872937995843"
"Grosse Sorgen","2009","66 und älter","Mecklenburg-Vorpommern","47","0.425187118431309","0.333629945330913","0.516744291531705"
"Grosse Sorgen","2009","66 und älter","Sachsen","85","0.296230053562909","0.246512986231446","0.345947120894373"
"Grosse Sorgen","2009","66 und älter","Sachsen-Anhalt","49","0.24110400606444","0.178614774831924","0.303593237296956"
"Grosse Sorgen","2009","66 und älter","Thueringen","70","0.350290039124897","0.285767403356677","0.414812674893117"
"Grosse Sorgen","2009","66 und älter","Hamburg","","","",""
"Grosse Sorgen","2009","66 und älter","Niedersachsen","105","0.217758554817288","0.178427469444517","0.257089640190059"
"Grosse Sorgen","2009","66 und älter","Bremen","","","",""
"Grosse Sorgen","2009","66 und älter","Nordrhein-Westfalen","261","0.314760110225738","0.283520514245591","0.345999706205885"
"Grosse Sorgen","2009","66 und älter","Hessen","75","0.354567769285341","0.295620623373831","0.413514915196852"
"Grosse Sorgen","2009","66 und älter","Rheinland-Pfalz,Saarland","72","0.342891730331881","0.274858003840324","0.410925456823438"
"Grosse Sorgen","2009","66 und älter","Baden-Wuerttemberg","127","0.307364030960599","0.264733486805404","0.349994575115793"
"Grosse Sorgen","2009","66 und älter","Bayern","151","0.286254214746915","0.248883822482534","0.323624607011296"
"Einige Sorgen","2009","16-34 Jahre alt","Schleswig-Holstein","55","0.492339853579759","0.398485618723217","0.586194088436302"
"Einige Sorgen","2009","16-34 Jahre alt","Saarland","","","",""
"Einige Sorgen","2009","16-34 Jahre alt","Berlin","84","0.469685810109067","0.395742411053823","0.54362920916431"
