"plh0037","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","2009","(Fach-)Abitur","Laendlicher Raum","278","0.513426883833627","0.47042596162433","0.556427806042924"
"Einige Sorgen","2009","(Fach-)Abitur","Staedtischer Raum","776","0.489042595049753","0.463601066070158","0.514484124029347"
"Einige Sorgen","2009","(noch) kein Abschluss","Laendlicher Raum","61","0.460953396092327","0.37623768957183","0.545669102612824"
"Einige Sorgen","2009","(noch) kein Abschluss","Staedtischer Raum","174","0.530399791566766","0.477583628984221","0.583215954149312"
"Einige Sorgen","2009","AkademikerIn","Laendlicher Raum","674","0.531539363571241","0.50349241800428","0.559586309138203"
"Einige Sorgen","2009","AkademikerIn","Staedtischer Raum","1529","0.549456290496933","0.531040340525093","0.567872240468773"
"Einige Sorgen","2009","Hauptschule","Laendlicher Raum","1287","0.578382328164586","0.558068018291993","0.598696638037179"
"Einige Sorgen","2009","Hauptschule","Staedtischer Raum","2206","0.566380880453503","0.55083150456479","0.581930256342216"
"Einige Sorgen","2009","Realschule","Laendlicher Raum","1170","0.565331022915145","0.543777564251449","0.586884481578842"
"Einige Sorgen","2009","Realschule","Staedtischer Raum","1568","0.558499426057386","0.539980608390545","0.577018243724227"
"Grosse Sorgen","2009","(Fach-)Abitur","Laendlicher Raum","145","0.314267923577755","0.274329430670961","0.354206416484549"
"Grosse Sorgen","2009","(Fach-)Abitur","Staedtischer Raum","479","0.355300667878087","0.330941966146179","0.379659369609996"
"Grosse Sorgen","2009","(noch) kein Abschluss","Laendlicher Raum","40","0.297660914086286","0.219954548838747","0.375367279333825"
"Grosse Sorgen","2009","(noch) kein Abschluss","Staedtischer Raum","88","0.254410266314668","0.208319035354463","0.300501497274873"
"Grosse Sorgen","2009","AkademikerIn","Laendlicher Raum","352","0.290432225653977","0.264916927548619","0.315947523759334"
"Grosse Sorgen","2009","AkademikerIn","Staedtischer Raum","832","0.294649732671549","0.277775869244368","0.31152359609873"
"Grosse Sorgen","2009","Hauptschule","Laendlicher Raum","579","0.245415207730378","0.227712490912163","0.263117924548594"
"Grosse Sorgen","2009","Hauptschule","Staedtischer Raum","1118","0.283972480599069","0.269824076900538","0.2981208842976"
"Grosse Sorgen","2009","Realschule","Laendlicher Raum","484","0.246320966135708","0.227586982095745","0.265054950175671"
"Grosse Sorgen","2009","Realschule","Staedtischer Raum","784","0.290659433739653","0.273725577671153","0.307593289808153"
"Keine Sorgen","2009","(Fach-)Abitur","Laendlicher Raum","96","0.172305192588618","0.139815267486259","0.204795117690976"
"Keine Sorgen","2009","(Fach-)Abitur","Staedtischer Raum","228","0.15565673707216","0.137205690802678","0.174107783341642"
"Keine Sorgen","2009","(noch) kein Abschluss","Laendlicher Raum","32","0.241385689821387","0.168659883345247","0.314111496297527"
