"plh0037","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","2009","16-34 Jahre alt","1010","0.264003718544518","0.250317711467611","0.277689725621426"
"Grosse Sorgen","2009","35-65 Jahre alt","2786","0.285778522465002","0.276862876688433","0.294694168241572"
"Grosse Sorgen","2009","66 und älter","1248","0.302802800237954","0.288882194917016","0.316723405558891"
"Einige Sorgen","2009","16-34 Jahre alt","2135","0.527903674029586","0.512403856670235","0.543403491388937"
"Einige Sorgen","2009","35-65 Jahre alt","5618","0.566255849723949","0.556475717522407","0.57603598192549"
"Einige Sorgen","2009","66 und älter","2267","0.536707756914388","0.521600110553416","0.551815403275361"
"Keine Sorgen","2009","16-34 Jahre alt","840","0.208092607425896","0.195488866928877","0.220696347922914"
"Keine Sorgen","2009","35-65 Jahre alt","1460","0.147965627811049","0.140958653304962","0.154972602317137"
"Keine Sorgen","2009","66 und älter","670","0.160489442847658","0.149368626327076","0.171610259368241"
"Grosse Sorgen","2010","16-34 Jahre alt","1744","0.27739999073386","0.266571528520004","0.288228452947716"
"Grosse Sorgen","2010","35-65 Jahre alt","3920","0.2939420958208","0.28621598490378","0.30166820673782"
"Grosse Sorgen","2010","66 und älter","1208","0.315753382873133","0.301415037015596","0.33009172873067"
"Einige Sorgen","2010","16-34 Jahre alt","3441","0.509760746258448","0.497670035854717","0.521851456662179"
"Einige Sorgen","2010","35-65 Jahre alt","7226","0.538315940051121","0.529861186632948","0.546770693469294"
"Einige Sorgen","2010","66 und älter","2100","0.5069291782878","0.491506954078388","0.522351402497211"
"Keine Sorgen","2010","16-34 Jahre alt","1382","0.212839263007692","0.202939559953862","0.222738966061522"
"Keine Sorgen","2010","35-65 Jahre alt","2210","0.167741964128079","0.161405313740907","0.174078614515252"
"Keine Sorgen","2010","66 und älter","729","0.177317438839067","0.16553566757528","0.189099210102855"
"Grosse Sorgen","2011","16-34 Jahre alt","1130","0.258734783068638","0.245585364698493","0.271884201438783"
"Grosse Sorgen","2011","35-65 Jahre alt","3519","0.308554442600674","0.30002145831164","0.317087426889709"
"Grosse Sorgen","2011","66 und älter","1475","0.292979680957588","0.280449293899567","0.305510068015608"
"Einige Sorgen","2011","16-34 Jahre alt","2220","0.53138355474236","0.516400335256537","0.546366774228182"
"Einige Sorgen","2011","35-65 Jahre alt","6153","0.546585657742845","0.537388941404257","0.555782374081432"
"Einige Sorgen","2011","66 und älter","2706","0.541703724103309","0.527985943183904","0.555421505022715"
"Keine Sorgen","2011","16-34 Jahre alt","911","0.209881662189002","0.197654500869224","0.222108823508781"
"Keine Sorgen","2011","35-65 Jahre alt","1584","0.144859899656481","0.138357872560126","0.151361926752836"
"Keine Sorgen","2011","66 und älter","887","0.165316594939103","0.155089579697944","0.175543610180262"
"Grosse Sorgen","2012","16-34 Jahre alt","1018","0.245482427842469","0.232355275243181","0.258609580441757"
"Grosse Sorgen","2012","35-65 Jahre alt","3146","0.284659083330207","0.276281338830983","0.293036827829432"
"Grosse Sorgen","2012","66 und älter","1458","0.288318179962781","0.276003903394014","0.300632456531548"
"Einige Sorgen","2012","16-34 Jahre alt","2109","0.504889036465418","0.489638859219372","0.520139213711465"
"Einige Sorgen","2012","35-65 Jahre alt","6196","0.549898504499316","0.540662065808053","0.559134943190579"
"Einige Sorgen","2012","66 und älter","2799","0.53346133806356","0.51989929096914","0.547023385157981"
"Keine Sorgen","2012","16-34 Jahre alt","1002","0.249628535692113","0.236427411427179","0.262829659957046"
"Keine Sorgen","2012","35-65 Jahre alt","1803","0.165442412170477","0.15854383325954","0.172340991081414"
"Keine Sorgen","2012","66 und älter","941","0.178220481973659","0.167816815600187","0.18862414834713"
"Grosse Sorgen","2013","16-34 Jahre alt","892","0.233888142934416","0.220230206009871","0.247546079858961"
"Grosse Sorgen","2013","35-65 Jahre alt","2685","0.264555681104312","0.256005164485692","0.273106197722933"
"Grosse Sorgen","2013","66 und älter","1268","0.258915640647311","0.246715334186849","0.271115947107773"
"Einige Sorgen","2013","16-34 Jahre alt","1887","0.502503204954711","0.486370786831961","0.518635623077461"
"Einige Sorgen","2013","35-65 Jahre alt","5684","0.552253732842086","0.542614461013897","0.561893004670275"
"Einige Sorgen","2013","66 und älter","2644","0.527777556682918","0.513873019298046","0.54168209406779"
"Keine Sorgen","2013","16-34 Jahre alt","911","0.263608652110873","0.249392925041258","0.277824379180488"
"Keine Sorgen","2013","35-65 Jahre alt","1854","0.183190586053602","0.175692147208214","0.19068902489899"
"Keine Sorgen","2013","66 und älter","1040","0.213306802669771","0.201897402219655","0.224716203119887"
