year,age_gr,bula_h,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Schleswig-Holstein,No,0.85107,78,78,0.77154,0.93059
2009,17-29 y.,Hamburg,No,0.89229,53,53,0.80803,0.97655
2009,17-29 y.,Lower Saxony,No,0.89190,211,211,0.84990,0.93390
2009,17-29 y.,North Rhine-Westphalia,No,0.89405,521,521,0.86760,0.92050
2009,17-29 y.,Hesse,No,0.87700,175,175,0.82820,0.92580
2009,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.83466,152,152,0.77540,0.89391
2009,17-29 y.,Baden-Wuerttemberg,No,0.87104,380,380,0.83730,0.90478
2009,17-29 y.,Bavaria,No,0.86480,386,386,0.83065,0.89896
2009,17-29 y.,Berlin,No,0.86283,109,109,0.79794,0.92771
2009,17-29 y.,Brandenburg,No,0.88060,100,100,0.81672,0.94447
2009,17-29 y.,Mecklenburg-Western Pomerania,No,0.95170,58,58,0.89604,1.00736
2009,17-29 y.,Saxony,No,0.94661,217,217,0.91663,0.97659
2009,17-29 y.,Saxony-Anhalt,No,0.95735,132,132,0.92274,0.99195
2009,17-29 y.,Thuringa,No,0.85054,120,120,0.78648,0.91460
2009,30-45 y.,Schleswig-Holstein,No,0.94601,102,102,0.90194,0.99009
2009,30-45 y.,Hamburg,No,0.94203,60,60,0.88240,1.00166
2009,30-45 y.,Lower Saxony,Yes,0.05526,31,453,0.03420,0.07632
2009,30-45 y.,Lower Saxony,No,0.94474,422,453,0.92368,0.96580
2009,30-45 y.,Bremen,No,0.99010,38,38,0.95819,1.02200
2009,30-45 y.,North Rhine-Westphalia,Yes,0.06435,73,1000,0.04913,0.07956
2009,30-45 y.,North Rhine-Westphalia,No,0.93565,927,1000,0.92044,0.95087
2009,30-45 y.,Hesse,No,0.94330,299,299,0.91705,0.96956
2009,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.92853,231,231,0.89523,0.96182
2009,30-45 y.,Baden-Wuerttemberg,Yes,0.07072,37,581,0.04986,0.09158
2009,30-45 y.,Baden-Wuerttemberg,No,0.92928,544,581,0.90842,0.95014
2009,30-45 y.,Bavaria,Yes,0.05975,49,724,0.04247,0.07703
2009,30-45 y.,Bavaria,No,0.94025,675,724,0.92297,0.95753
2009,30-45 y.,Berlin,No,0.92727,139,139,0.88394,0.97060
2009,30-45 y.,Brandenburg,No,0.92697,168,168,0.88751,0.96644
2009,30-45 y.,Mecklenburg-Western Pomerania,No,0.98101,109,109,0.95527,1.00675
2009,30-45 y.,Saxony,No,0.94628,322,322,0.92162,0.97095
2009,30-45 y.,Saxony-Anhalt,No,0.89045,158,158,0.84159,0.93930
2009,30-45 y.,Thuringa,No,0.97086,180,180,0.94622,0.99550
2009,46-65 y.,Schleswig-Holstein,No,0.93190,169,169,0.89381,0.97000
2009,46-65 y.,Hamburg,No,0.98082,74,74,0.94936,1.01228
2009,46-65 y.,Lower Saxony,No,0.93490,502,502,0.91330,0.95651
2009,46-65 y.,Bremen,No,0.96962,37,37,0.91355,1.02569
2009,46-65 y.,North Rhine-Westphalia,Yes,0.05348,60,1238,0.04095,0.06602
2009,46-65 y.,North Rhine-Westphalia,No,0.94652,1178,1238,0.93398,0.95905
2009,46-65 y.,Hesse,No,0.96536,441,441,0.94827,0.98245
2009,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.92067,373,373,0.89320,0.94813
2009,46-65 y.,Baden-Wuerttemberg,Yes,0.04994,35,677,0.03352,0.06636
2009,46-65 y.,Baden-Wuerttemberg,No,0.95006,642,677,0.93364,0.96648
2009,46-65 y.,Bavaria,Yes,0.06947,48,919,0.05303,0.08592
2009,46-65 y.,Bavaria,No,0.93053,871,919,0.91408,0.94697
2009,46-65 y.,Berlin,No,0.92358,246,246,0.89032,0.95685
2009,46-65 y.,Brandenburg,No,0.96260,272,272,0.94001,0.98519
2009,46-65 y.,Mecklenburg-Western Pomerania,No,0.91616,177,177,0.87522,0.95711
2009,46-65 y.,Saxony,No,0.93292,455,455,0.90991,0.95593
2009,46-65 y.,Saxony-Anhalt,No,0.96175,271,271,0.93887,0.98463
2009,46-65 y.,Thuringa,No,0.95858,276,276,0.93503,0.98213
2009,66 and older,Schleswig-Holstein,No,0.93510,129,129,0.89242,0.97778
2009,66 and older,Hamburg,No,0.98666,65,65,0.95855,1.01477
2009,66 and older,Lower Saxony,No,0.97892,414,414,0.96507,0.99278
2009,66 and older,North Rhine-Westphalia,No,0.97325,826,826,0.96224,0.98426
2009,66 and older,Hesse,No,0.96565,239,239,0.94251,0.98879
2009,66 and older,"Rhineland-Palatinate, Saarland",No,0.98438,214,214,0.96773,1.00103
2009,66 and older,Baden-Wuerttemberg,No,0.95569,427,427,0.93614,0.97523
2009,66 and older,Bavaria,No,0.96638,540,540,0.95116,0.98159
2009,66 and older,Berlin,No,0.97507,143,143,0.94943,1.00072
2009,66 and older,Brandenburg,No,0.97966,211,211,0.96057,0.99875
2009,66 and older,Mecklenburg-Western Pomerania,No,0.97878,106,106,0.95122,1.00635
2009,66 and older,Saxony,No,0.96593,311,311,0.94574,0.98613
2009,66 and older,Saxony-Anhalt,No,0.95588,172,172,0.92510,0.98666
2009,66 and older,Thuringa,No,0.98322,204,204,0.96555,1.00089
2011,17-29 y.,Schleswig-Holstein,No,0.77133,116,116,0.69458,0.84809
2011,17-29 y.,Hamburg,No,0.73579,42,42,0.60083,0.87076
2011,17-29 y.,Lower Saxony,No,0.74555,236,236,0.68987,0.80124
2011,17-29 y.,North Rhine-Westphalia,Yes,0.03346,32,608,0.01915,0.04776
2011,17-29 y.,North Rhine-Westphalia,No,0.78726,576,608,0.75470,0.81981
2011,17-29 y.,Hesse,No,0.77885,180,180,0.71805,0.83965
2011,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.82032,164,164,0.76138,0.87926
2011,17-29 y.,Baden-Wuerttemberg,No,0.81055,382,382,0.77120,0.84990
2011,17-29 y.,Bavaria,No,0.79270,412,412,0.75351,0.83189
2011,17-29 y.,Berlin,No,0.82989,102,102,0.75661,0.90316
2011,17-29 y.,Brandenburg,No,0.81001,96,96,0.73113,0.88890
2011,17-29 y.,Mecklenburg-Western Pomerania,No,0.74051,62,62,0.63051,0.85052
2011,17-29 y.,Saxony,No,0.81254,186,186,0.75630,0.86878
2011,17-29 y.,Saxony-Anhalt,No,0.79911,110,110,0.72389,0.87433
2011,17-29 y.,Thuringa,No,0.80945,123,123,0.73976,0.87914
2011,30-45 y.,Schleswig-Holstein,No,0.70062,132,132,0.62219,0.77905
2011,30-45 y.,Hamburg,No,0.78682,75,75,0.69351,0.88014
2011,30-45 y.,Lower Saxony,Yes,0.04230,35,468,0.02405,0.06056
2011,30-45 y.,Lower Saxony,No,0.75774,433,468,0.71888,0.79660
2011,30-45 y.,North Rhine-Westphalia,Yes,0.07545,81,992,0.05901,0.09190
2011,30-45 y.,North Rhine-Westphalia,No,0.72525,911,992,0.69745,0.75304
2011,30-45 y.,Hesse,Yes,0.07334,33,359,0.04633,0.10034
2011,30-45 y.,Hesse,No,0.70122,326,359,0.65381,0.74864
2011,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.72452,244,244,0.66835,0.78069
2011,30-45 y.,Baden-Wuerttemberg,Yes,0.04402,44,618,0.02783,0.06020
2011,30-45 y.,Baden-Wuerttemberg,No,0.73839,574,618,0.70371,0.77307
2011,30-45 y.,Bavaria,Yes,0.05540,57,747,0.03899,0.07182
2011,30-45 y.,Bavaria,No,0.72696,690,747,0.69499,0.75893
2011,30-45 y.,Berlin,No,0.74336,147,147,0.67251,0.81421
2011,30-45 y.,Brandenburg,No,0.68268,153,153,0.60868,0.75667
2011,30-45 y.,Mecklenburg-Western Pomerania,No,0.73421,104,104,0.64890,0.81952
2011,30-45 y.,Saxony,No,0.76009,327,327,0.71374,0.80645
2011,30-45 y.,Saxony-Anhalt,No,0.74804,185,185,0.68531,0.81077
2011,30-45 y.,Thuringa,No,0.67934,173,173,0.60959,0.74910
2011,46-65 y.,Schleswig-Holstein,No,0.88792,207,207,0.84485,0.93100
2011,46-65 y.,Hamburg,No,0.91478,85,85,0.85507,0.97449
2011,46-65 y.,Lower Saxony,Yes,0.04753,35,683,0.03156,0.06350
2011,46-65 y.,Lower Saxony,No,0.90099,648,683,0.87857,0.92340
2011,46-65 y.,Bremen,No,0.93613,43,43,0.86217,1.01008
2011,46-65 y.,North Rhine-Westphalia,Yes,0.04391,74,1527,0.03363,0.05419
2011,46-65 y.,North Rhine-Westphalia,No,0.91462,1453,1527,0.90060,0.92865
2011,46-65 y.,Hesse,Yes,0.05629,34,574,0.03742,0.07516
2011,46-65 y.,Hesse,No,0.89643,540,574,0.87148,0.92138
2011,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.08026,32,476,0.05583,0.10470
2011,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.88490,444,476,0.85620,0.91360
2011,46-65 y.,Baden-Wuerttemberg,Yes,0.04478,47,892,0.03120,0.05836
2011,46-65 y.,Baden-Wuerttemberg,No,0.90761,845,892,0.88859,0.92662
2011,46-65 y.,Bavaria,Yes,0.07359,78,1206,0.05885,0.08834
