year,age_gr,migback,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No migration background,Yes,0.05766,126,2296,0.04812,0.06720
2009,17-29 y.,No migration background,No,0.88046,2170,2296,0.86719,0.89373
2009,17-29 y.,Direct migration background,No,0.92073,168,168,0.87976,0.96171
2009,17-29 y.,Indirect migration background,No,0.87581,368,368,0.84207,0.90955
2009,30-45 y.,No migration background,Yes,0.05842,252,3876,0.05104,0.06581
2009,30-45 y.,No migration background,No,0.94158,3624,3876,0.93419,0.94896
2009,30-45 y.,Direct migration background,No,0.93768,503,503,0.91653,0.95883
2009,30-45 y.,Indirect migration background,No,0.90192,247,247,0.86475,0.93909
2009,46-65 y.,No migration background,Yes,0.05300,291,5660,0.04716,0.05883
2009,46-65 y.,No migration background,No,0.94700,5369,5660,0.94117,0.95284
2009,46-65 y.,Direct migration background,Yes,0.08611,46,619,0.06399,0.10823
2009,46-65 y.,Direct migration background,No,0.91389,573,619,0.89177,0.93601
2009,46-65 y.,Indirect migration background,No,0.91866,42,42,0.83499,1.00234
2009,66 and older,No migration background,Yes,0.02847,119,3821,0.02319,0.03374
2009,66 and older,No migration background,No,0.97153,3702,3821,0.96626,0.97681
2009,66 and older,Direct migration background,No,0.95077,320,320,0.92702,0.97451
2011,17-29 y.,No migration background,Yes,0.05219,159,2395,0.04328,0.06110
2011,17-29 y.,No migration background,No,0.79721,2236,2395,0.78111,0.81332
2011,17-29 y.,Direct migration background,No,0.73748,205,205,0.67710,0.79786
2011,17-29 y.,Indirect migration background,No,0.79146,370,370,0.75001,0.83291
2011,30-45 y.,No migration background,Yes,0.06095,301,3956,0.05350,0.06841
2011,30-45 y.,No migration background,No,0.74554,3655,3956,0.73197,0.75912
2011,30-45 y.,Direct migration background,Yes,0.02945,35,588,0.01577,0.04312
2011,30-45 y.,Direct migration background,No,0.66193,553,588,0.62366,0.70020
2011,30-45 y.,Indirect migration background,No,0.71355,290,290,0.66143,0.76568
2011,46-65 y.,No migration background,Yes,0.05013,374,6893,0.04497,0.05528
2011,46-65 y.,No migration background,No,0.90898,6519,6893,0.90219,0.91577
2011,46-65 y.,Direct migration background,Yes,0.08032,52,793,0.06139,0.09924
2011,46-65 y.,Direct migration background,No,0.87363,741,793,0.85049,0.89677
2011,46-65 y.,Indirect migration background,No,0.85120,78,78,0.77171,0.93070
2011,66 and older,No migration background,Yes,0.03639,162,4696,0.03103,0.04174
2011,66 and older,No migration background,No,0.96276,4534,4696,0.95735,0.96818
2011,66 and older,Direct migration background,No,0.96614,403,403,0.94846,0.98382
2013,17-29 y.,No migration background,Yes,0.06094,145,2048,0.05057,0.07130
2013,17-29 y.,No migration background,No,0.75962,1903,2048,0.74110,0.77813
2013,17-29 y.,Direct migration background,No,0.32382,169,169,0.25306,0.39458
2013,17-29 y.,Indirect migration background,No,0.37547,290,290,0.31964,0.43130
2013,30-45 y.,No migration background,Yes,0.07051,287,3304,0.06178,0.07924
2013,30-45 y.,No migration background,No,0.73126,3017,3304,0.71614,0.74637
2013,30-45 y.,Direct migration background,Yes,0.01553,33,490,0.00457,0.02649
2013,30-45 y.,Direct migration background,No,0.30827,457,490,0.26734,0.34920
2013,30-45 y.,Indirect migration background,No,0.48306,256,256,0.42173,0.54440
2013,46-65 y.,No migration background,Yes,0.06176,445,6533,0.05592,0.06760
2013,46-65 y.,No migration background,No,0.88496,6088,6533,0.87723,0.89270
2013,46-65 y.,Direct migration background,Yes,0.06694,59,685,0.04821,0.08567
2013,46-65 y.,Direct migration background,No,0.56578,626,685,0.52863,0.60293
2013,46-65 y.,Indirect migration background,No,0.83273,96,96,0.75768,0.90778
2013,66 and older,No migration background,Yes,0.04180,175,4551,0.03598,0.04761
2013,66 and older,No migration background,No,0.95637,4376,4551,0.95043,0.96230
2013,66 and older,Direct migration background,No,0.91248,369,369,0.88361,0.94135
2015,17-29 y.,No migration background,Yes,0.05705,179,2560,0.04807,0.06604
2015,17-29 y.,No migration background,No,0.86350,2381,2560,0.85020,0.87680
2015,17-29 y.,Direct migration background,Yes,0.04551,35,590,0.02868,0.06234
2015,17-29 y.,Direct migration background,No,0.62293,555,590,0.58378,0.66207
2015,17-29 y.,Indirect migration background,Yes,0.07256,43,773,0.05426,0.09086
2015,17-29 y.,Indirect migration background,No,0.84454,730,773,0.81898,0.87010
2015,30-45 y.,No migration background,Yes,0.08889,444,4777,0.08082,0.09696
2015,30-45 y.,No migration background,No,0.90443,4333,4777,0.89609,0.91277
2015,30-45 y.,Direct migration background,Yes,0.04479,130,1969,0.03565,0.05392
2015,30-45 y.,Direct migration background,No,0.77640,1839,1969,0.75799,0.79481
2015,30-45 y.,Indirect migration background,Yes,0.07630,59,610,0.05521,0.09738
2015,30-45 y.,Indirect migration background,No,0.89305,551,610,0.86851,0.91760
2015,46-65 y.,No migration background,Yes,0.06658,518,7278,0.06085,0.07230
2015,46-65 y.,No migration background,No,0.93196,6760,7278,0.92617,0.93775
2015,46-65 y.,Direct migration background,Yes,0.09191,107,1425,0.07691,0.10692
2015,46-65 y.,Direct migration background,No,0.85757,1318,1425,0.83942,0.87572
2015,46-65 y.,Indirect migration background,No,0.91350,159,159,0.86967,0.95734
2015,66 and older,No migration background,Yes,0.04142,167,4448,0.03556,0.04727
2015,66 and older,No migration background,No,0.95818,4281,4448,0.95230,0.96406
2015,66 and older,Direct migration background,No,0.94420,416,416,0.92212,0.96629
2017,17-29 y.,No migration background,Yes,0.07735,227,2940,0.06769,0.08701
2017,17-29 y.,No migration background,No,0.85399,2713,2940,0.84123,0.86676
2017,17-29 y.,Direct migration background,Yes,0.02923,31,616,0.01591,0.04254
2017,17-29 y.,Direct migration background,No,0.76015,585,616,0.72640,0.79390
2017,17-29 y.,Indirect migration background,Yes,0.06881,60,804,0.05130,0.08631
2017,17-29 y.,Indirect migration background,No,0.85135,744,804,0.82674,0.87595
2017,30-45 y.,No migration background,Yes,0.08183,437,4563,0.07388,0.08978
2017,30-45 y.,No migration background,No,0.91817,4126,4563,0.91022,0.92612
2017,30-45 y.,Direct migration background,Yes,0.06146,154,2102,0.05119,0.07173
2017,30-45 y.,Direct migration background,No,0.89284,1948,2102,0.87962,0.90607
2017,30-45 y.,Indirect migration background,Yes,0.12112,57,592,0.09481,0.14742
2017,30-45 y.,Indirect migration background,No,0.87888,535,592,0.85258,0.90519
2017,46-65 y.,No migration background,Yes,0.07427,606,8152,0.06858,0.07996
2017,46-65 y.,No migration background,No,0.92573,7546,8152,0.92004,0.93142
2017,46-65 y.,Direct migration background,Yes,0.08307,123,1596,0.06953,0.09662
2017,46-65 y.,Direct migration background,No,0.90265,1473,1596,0.88810,0.91719
2017,46-65 y.,Indirect migration background,No,0.92674,203,203,0.89081,0.96268
2017,66 and older,No migration background,Yes,0.04510,167,4503,0.03904,0.05116
2017,66 and older,No migration background,No,0.95490,4336,4503,0.94884,0.96096
2017,66 and older,Direct migration background,No,0.93307,420,420,0.90914,0.95700
2019,17-29 y.,No migration background,Yes,0.07669,230,2714,0.06667,0.08670
2019,17-29 y.,No migration background,No,0.84635,2484,2714,0.83278,0.85992
2019,17-29 y.,Direct migration background,No,0.72215,395,395,0.67792,0.76638
2019,17-29 y.,Indirect migration background,Yes,0.05697,52,710,0.03990,0.07403
2019,17-29 y.,Indirect migration background,No,0.86690,658,710,0.84189,0.89190
2019,30-45 y.,No migration background,Yes,0.08882,417,4139,0.08015,0.09748
2019,30-45 y.,No migration background,No,0.91118,3722,4139,0.90252,0.91985
2019,30-45 y.,Direct migration background,Yes,0.05047,113,1597,0.03973,0.06121
2019,30-45 y.,Direct migration background,No,0.88799,1484,1597,0.87252,0.90346
2019,30-45 y.,Indirect migration background,Yes,0.10613,54,551,0.08039,0.13187
2019,30-45 y.,Indirect migration background,No,0.89387,497,551,0.86813,0.91961
2019,46-65 y.,No migration background,Yes,0.07745,662,8624,0.07181,0.08309
2019,46-65 y.,No migration background,No,0.92255,7962,8624,0.91691,0.92819
2019,46-65 y.,Direct migration background,Yes,0.08396,127,1507,0.06995,0.09797
2019,46-65 y.,Direct migration background,No,0.89907,1380,1507,0.88385,0.91428
2019,46-65 y.,Indirect migration background,No,0.91143,272,272,0.87760,0.94526
2019,66 and older,No migration background,Yes,0.04598,193,4706,0.04000,0.05197
2019,66 and older,No migration background,No,0.95402,4513,4706,0.94803,0.96000
2019,66 and older,Direct migration background,No,0.92789,418,418,0.90306,0.95272
2021,17-29 y.,No migration background,Yes,0.08821,169,1760,0.07496,0.10146
2021,17-29 y.,No migration background,No,0.83166,1591,1760,0.81418,0.84915
2021,17-29 y.,Direct migration background,Yes,0.06296,48,1019,0.04804,0.07788
2021,17-29 y.,Direct migration background,No,0.85420,971,1019,0.83252,0.87588
2021,17-29 y.,Indirect migration background,No,0.89471,375,375,0.86361,0.92582
2021,30-45 y.,No migration background,Yes,0.10018,303,2590,0.08862,0.11175
2021,30-45 y.,No migration background,No,0.88504,2287,2590,0.87276,0.89733
2021,30-45 y.,Direct migration background,Yes,0.08303,141,2304,0.07176,0.09430
2021,30-45 y.,Direct migration background,No,0.89001,2163,2304,0.87723,0.90279
2021,30-45 y.,Indirect migration background,Yes,0.09432,33,312,0.06183,0.12680
2021,30-45 y.,Indirect migration background,No,0.90122,279,312,0.86806,0.93438
2021,46-65 y.,No migration background,Yes,0.09475,521,5551,0.08704,0.10245
2021,46-65 y.,No migration background,No,0.89590,5030,5551,0.88786,0.90393
2021,46-65 y.,Direct migration background,Yes,0.10768,142,1466,0.09181,0.12356
