"pgisced97","year","bula_h","n","percent","lower_confidence","upper_confidence"
"general elemantary","1994","Rheinland-Pfalz,Saarland","182","0.28837983170086","0.252921288676147","0.323838374725573"
"general elemantary","1994","Baden-Wuerttemberg","434","0.230468185042012","0.210466824072025","0.250469546011998"
"general elemantary","1994","Bayern","354","0.204367236416484","0.184408316881075","0.224326155951892"
"general elemantary","1994","Saarland","","","",""
"general elemantary","1994","Berlin","80","0.173323074414278","0.14139686846033","0.205249280368226"
"general elemantary","1994","Brandenburg","62","0.107148284256704","0.0824815360269191","0.131815032486489"
"general elemantary","1994","Mecklenburg-Vorpommern","41","0.115322530441917","0.0844049337406185","0.146240127143215"
"general elemantary","1994","Sachsen","125","0.128861422105704","0.109317748394199","0.148405095817208"
"general elemantary","1994","Sachsen-Anhalt","85","0.148101433748405","0.121844500286466","0.174358367210345"
"general elemantary","1994","Thueringen","78","0.119369936218253","0.0947276213129929","0.144012251123513"
"middle vocational","1994","Schleswig-Holstein","162","0.577600407015461","0.520052389902312","0.63514842412861"
"middle vocational","1994","Hamburg","78","0.624586387773274","0.54494199889607","0.704230776650478"
"middle vocational","1994","Niedersachsen","502","0.527292125952273","0.495594721455062","0.558989530449484"
"middle vocational","1994","Bremen","48","0.516355326283187","0.411944798708348","0.620765853858027"
"middle vocational","1994","Nordrhein-Westfalen","1232","0.545607091380368","0.525699121212026","0.565515061548711"
"middle vocational","1994","Hessen","421","0.508727169104524","0.476102308725602","0.541352029483446"
"middle vocational","1994","Rheinland-Pfalz,Saarland","321","0.529552283197665","0.490483991144597","0.568620575250733"
"middle vocational","1994","Baden-Wuerttemberg","792","0.505359180787794","0.481613434494664","0.529104927080924"
"middle vocational","1994","Bayern","811","0.538935255661334","0.514262121701281","0.563608389621386"
"middle vocational","1994","Saarland","","","",""
"middle vocational","1994","Berlin","245","0.474639036298062","0.4325216087112","0.516756463884925"
"middle vocational","1994","Brandenburg","322","0.529456817694251","0.489651175319664","0.569262460068838"
"middle vocational","1994","Mecklenburg-Vorpommern","223","0.529891130760258","0.481579832286106","0.578202429234411"
"middle vocational","1994","Sachsen","636","0.565619770770483","0.536706419277035","0.59453312226393"
"middle vocational","1994","Sachsen-Anhalt","387","0.558848076147595","0.52214424507863","0.595551907216561"
"middle vocational","1994","Thueringen","416","0.645479438261404","0.609121504930794","0.681837371592014"
"vocational + Abi","1994","Schleswig-Holstein","","","",""
"vocational + Abi","1994","Hamburg","","","",""
"vocational + Abi","1994","Niedersachsen","36","0.0325216654271208","0.0212598435591869","0.0437834872950547"
"vocational + Abi","1994","Bremen","","","",""
"vocational + Abi","1994","Nordrhein-Westfalen","95","0.0373081429205942","0.0297308047361621","0.0448854811050263"
"vocational + Abi","1994","Hessen","33","0.0349020102243567","0.0229247979015332","0.0468792225471802"
"vocational + Abi","1994","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1994","Baden-Wuerttemberg","60","0.0318770135755593","0.0235335793488444","0.0402204478022741"
"vocational + Abi","1994","Bayern","51","0.0256022827593943","0.0177845191250595","0.0334200463937291"
"vocational + Abi","1994","Saarland","","","",""
"vocational + Abi","1994","Berlin","","","",""
"vocational + Abi","1994","Brandenburg","","","",""
"vocational + Abi","1994","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1994","Sachsen","","","",""
"vocational + Abi","1994","Sachsen-Anhalt","","","",""
"vocational + Abi","1994","Thueringen","","","",""
"higher vocational","1994","Schleswig-Holstein","","","",""
"higher vocational","1994","Hamburg","","","",""
"higher vocational","1994","Niedersachsen","70","0.0762541532319499","0.0594037754739442","0.0931045309899556"
"higher vocational","1994","Bremen","","","",""
"higher vocational","1994","Nordrhein-Westfalen","130","0.0606396793221057","0.051097100426975","0.0701822582172364"
"higher vocational","1994","Hessen","38","0.0513522089317388","0.036948415415418","0.0657560024480596"
"higher vocational","1994","Rheinland-Pfalz,Saarland","34","0.0542793562620677","0.0365450951155935","0.0720136174085418"
"higher vocational","1994","Baden-Wuerttemberg","96","0.0856917422936348","0.0723977147376336","0.098985769849636"
"higher vocational","1994","Bayern","101","0.0776569609719192","0.0644101452598008","0.0909037766840375"
"higher vocational","1994","Saarland","","","",""
"higher vocational","1994","Berlin","34","0.065466788081352","0.0446046364192388","0.0863289397434652"
"higher vocational","1994","Brandenburg","44","0.0827264573674721","0.0607579136549099","0.104695001080034"
"higher vocational","1994","Mecklenburg-Vorpommern","32","0.0990613196976512","0.0701441466544732","0.127978492740829"
"higher vocational","1994","Sachsen","66","0.0633969220464101","0.0491830305139613","0.0776108135788589"
"higher vocational","1994","Sachsen-Anhalt","48","0.069621419279672","0.0508078274977267","0.0884350110616174"
"higher vocational","1994","Thueringen","31","0.0481250383300857","0.0318578399047272","0.0643922367554443"
"higher education","1994","Schleswig-Holstein","","","",""
"higher education","1994","Hamburg","","","",""
"higher education","1994","Niedersachsen","79","0.0922402505652541","0.0738686354366229","0.110611865693885"
"higher education","1994","Bremen","","","",""
"higher education","1994","Nordrhein-Westfalen","225","0.110964647751652","0.0984065736752472","0.123522721828056"
"higher education","1994","Hessen","99","0.131431368705877","0.109381987402858","0.153480750008896"
"higher education","1994","Rheinland-Pfalz,Saarland","43","0.0801281214141782","0.0588775568629037","0.101378685965453"
"higher education","1994","Baden-Wuerttemberg","108","0.0922437409369993","0.0785003516955247","0.105987130178474"
"higher education","1994","Bayern","169","0.121397254867886","0.105232252487853","0.137562257247918"
"higher education","1994","Saarland","","","",""
"higher education","1994","Berlin","142","0.229515319872789","0.194047127544378","0.264983512201199"
"higher education","1994","Brandenburg","146","0.243990800059931","0.209739277038599","0.278242323081264"
"higher education","1994","Mecklenburg-Vorpommern","92","0.209257250217026","0.16988284295587","0.248631657478183"
"higher education","1994","Sachsen","245","0.203017754716388","0.179554273186921","0.226481236245855"
"higher education","1994","Sachsen-Anhalt","153","0.192294648475715","0.163161963830947","0.221427333120483"
"higher education","1994","Thueringen","118","0.154432730773481","0.126967640824354","0.181897820722608"
"in school","1995","Schleswig-Holstein","","","",""
"in school","1995","Hamburg","","","",""
"in school","1995","Niedersachsen","","","",""
"in school","1995","Bremen","","","",""
"in school","1995","Nordrhein-Westfalen","61","0.0199674682253552","0.0145165511205782","0.0254183853301322"
"in school","1995","Hessen","","","",""
"in school","1995","Rheinland-Pfalz,Saarland","","","",""
"in school","1995","Baden-Wuerttemberg","40","0.0175179778515164","0.0113819103604402","0.0236540453425925"
"in school","1995","Bayern","35","0.0214666204983561","0.0144987151437501","0.0284345258529621"
"in school","1995","Saarland","","","",""
"in school","1995","Berlin","","","",""
"in school","1995","Brandenburg","","","",""
"in school","1995","Mecklenburg-Vorpommern","","","",""
"in school","1995","Sachsen","","","",""
"in school","1995","Sachsen-Anhalt","","","",""
"in school","1995","Thueringen","","","",""
"inadequately","1995","Schleswig-Holstein","","","",""
"inadequately","1995","Hamburg","","","",""
"inadequately","1995","Niedersachsen","41","0.0229974878479973","0.0138255215584717","0.0321694541375229"
"inadequately","1995","Bremen","","","",""
"inadequately","1995","Nordrhein-Westfalen","136","0.020420865800419","0.0149096848709207","0.0259320467299174"
"inadequately","1995","Hessen","54","0.0279462147722815","0.0173419455043911","0.038550484040172"
"inadequately","1995","Rheinland-Pfalz,Saarland","36","0.0278495313484383","0.0156516278351993","0.0400474348616774"
"inadequately","1995","Baden-Wuerttemberg","173","0.0331325548697152","0.0247611804450706","0.0415039292943598"
"inadequately","1995","Bayern","62","0.0180868845175692","0.0116799395354985","0.02449382949964"
"inadequately","1995","Saarland","","","",""
"inadequately","1995","Berlin","","","",""
"inadequately","1995","Brandenburg","","","",""
"inadequately","1995","Mecklenburg-Vorpommern","","","",""
"inadequately","1995","Sachsen","","","",""
"inadequately","1995","Sachsen-Anhalt","","","",""
"inadequately","1995","Thueringen","","","",""
"general elemantary","1995","Schleswig-Holstein","51","0.160273477926875","0.117303132876474","0.203243822977276"
"general elemantary","1995","Hamburg","","","",""
"general elemantary","1995","Niedersachsen","228","0.226752025731559","0.201130240063823","0.252373811399295"
"general elemantary","1995","Bremen","","","",""
"general elemantary","1995","Nordrhein-Westfalen","520","0.18696301407357","0.171770808371105","0.202155219776036"
"general elemantary","1995","Hessen","227","0.219148231779493","0.192533175590543","0.245763287968443"
"general elemantary","1995","Rheinland-Pfalz,Saarland","203","0.305754993074561","0.271600120878757","0.339909865270366"
"general elemantary","1995","Baden-Wuerttemberg","434","0.228222879624894","0.208593282990199","0.247852476259589"
"general elemantary","1995","Bayern","359","0.199009460550963","0.179814680682931","0.218204240418994"
"general elemantary","1995","Saarland","","","",""
"general elemantary","1995","Berlin","70","0.14287745312834","0.113841619362901","0.17191328689378"
"general elemantary","1995","Brandenburg","64","0.116366180371758","0.0903813604003891","0.142351000343128"
"general elemantary","1995","Mecklenburg-Vorpommern","36","0.0894139841911783","0.0619280101390586","0.116899958243298"
"general elemantary","1995","Sachsen","123","0.121409096667633","0.102108500962527","0.140709692372739"
"general elemantary","1995","Sachsen-Anhalt","76","0.133486409306357","0.108091615265502","0.158881203347212"
"general elemantary","1995","Thueringen","74","0.11840330403598","0.0935848637712566","0.143221744300703"
"middle vocational","1995","Schleswig-Holstein","158","0.584274335959137","0.526547082065846","0.642001589852429"
"middle vocational","1995","Hamburg","73","0.60548166209944","0.522104862650962","0.688858461547917"
"middle vocational","1995","Niedersachsen","522","0.51713333204601","0.486556725142929","0.54770993894909"
"middle vocational","1995","Bremen","50","0.521740912556879","0.420759084968725","0.622722740145034"
"middle vocational","1995","Nordrhein-Westfalen","1286","0.53873227662714","0.519307731318459","0.558156821935821"
"middle vocational","1995","Hessen","443","0.496029298143202","0.463860827639906","0.528197768646497"
"middle vocational","1995","Rheinland-Pfalz,Saarland","347","0.5055170238733","0.468452957224053","0.542581090522548"
"middle vocational","1995","Baden-Wuerttemberg","809","0.49732079680241","0.473935138235989","0.52070645536883"
"middle vocational","1995","Bayern","865","0.537121765265241","0.513149871911648","0.561093658618833"
"middle vocational","1995","Saarland","","","",""
"middle vocational","1995","Berlin","257","0.465068643640405","0.423684063926938","0.506453223353873"
"middle vocational","1995","Brandenburg","306","0.519138919973173","0.478651344892687","0.559626495053659"
"middle vocational","1995","Mecklenburg-Vorpommern","230","0.556919422064403","0.50906903456475","0.604769809564055"
"middle vocational","1995","Sachsen","626","0.57847330746737","0.549291919075478","0.607654695859262"
"middle vocational","1995","Sachsen-Anhalt","380","0.566617413169718","0.529615927048247","0.603618899291189"
"middle vocational","1995","Thueringen","405","0.641953021350814","0.605124928705572","0.678781113996056"
"vocational + Abi","1995","Schleswig-Holstein","","","",""
"vocational + Abi","1995","Hamburg","","","",""
"vocational + Abi","1995","Niedersachsen","55","0.0486997346093687","0.035529408857243","0.0618700603614945"
"vocational + Abi","1995","Bremen","","","",""
"vocational + Abi","1995","Nordrhein-Westfalen","118","0.0452052602902037","0.0371098786707493","0.0533006419096581"
"vocational + Abi","1995","Hessen","41","0.0425728733010074","0.0295833429766614","0.0555624036253534"
"vocational + Abi","1995","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1995","Baden-Wuerttemberg","76","0.0398438330322052","0.0306955976829061","0.0489920683815043"
"vocational + Abi","1995","Bayern","62","0.0325721565946999","0.02403791113782","0.0411064020515799"
"vocational + Abi","1995","Saarland","","","",""
"vocational + Abi","1995","Berlin","","","",""
"vocational + Abi","1995","Brandenburg","","","",""
"vocational + Abi","1995","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1995","Sachsen","","","",""
"vocational + Abi","1995","Sachsen-Anhalt","","","",""
"vocational + Abi","1995","Thueringen","","","",""
"higher vocational","1995","Schleswig-Holstein","","","",""
"higher vocational","1995","Hamburg","","","",""
"higher vocational","1995","Niedersachsen","71","0.0726940285034687","0.0568072695058171","0.0885807875011202"
"higher vocational","1995","Bremen","","","",""
"higher vocational","1995","Nordrhein-Westfalen","136","0.0611176639563848","0.0517834707123546","0.070451857200415"
"higher vocational","1995","Hessen","37","0.0481582249049075","0.0343832213702754","0.0619332284395396"
"higher vocational","1995","Rheinland-Pfalz,Saarland","33","0.0461130830008606","0.0305652442164564","0.0616609217852649"
"higher vocational","1995","Baden-Wuerttemberg","93","0.0779625494985178","0.065422387923817","0.0905027110732187"
"higher vocational","1995","Bayern","106","0.0762825547471038","0.063520671449059","0.0890444380451487"
"higher vocational","1995","Saarland","","","",""
"higher vocational","1995","Berlin","37","0.0723892596455168","0.0508886416412606","0.093889877649773"
"higher vocational","1995","Brandenburg","43","0.0767695361100846","0.0551960822907859","0.0983429899293832"
"higher vocational","1995","Mecklenburg-Vorpommern","30","0.0957658864040843","0.0674197560095001","0.124112016798668"
"higher vocational","1995","Sachsen","60","0.0613709076045571","0.0471875181906386","0.0755542970184756"
"higher vocational","1995","Sachsen-Anhalt","52","0.0730315060845797","0.0536035955330317","0.0924594166361276"
"higher vocational","1995","Thueringen","33","0.0511738538267831","0.0342470492294156","0.0681006584241506"
"higher education","1995","Schleswig-Holstein","","","",""
"higher education","1995","Hamburg","","","",""
"higher education","1995","Niedersachsen","97","0.102758105140741","0.0841784680764763","0.121337742205005"
"higher education","1995","Bremen","","","",""
"higher education","1995","Nordrhein-Westfalen","273","0.127593451026927","0.11459290835964","0.140593993694213"
"higher education","1995","Hessen","112","0.147228221404377","0.124430783289488","0.170025659519266"
"higher education","1995","Rheinland-Pfalz,Saarland","51","0.0815511735925812","0.0612625730003372","0.101839774184825"
"higher education","1995","Baden-Wuerttemberg","131","0.105999408320742","0.0916012661065862","0.120397550534897"
"higher education","1995","Bayern","173","0.115460557826067","0.100096426574851","0.130824689077284"
"higher education","1995","Saarland","","","",""
"higher education","1995","Berlin","145","0.239523426676491","0.204111634266054","0.274935219086928"
"higher education","1995","Brandenburg","141","0.246796967386633","0.211859123706238","0.281734811067027"
"higher education","1995","Mecklenburg-Vorpommern","92","0.209229944892319","0.170048093930819","0.248411795853818"
"higher education","1995","Sachsen","233","0.200548315476082","0.176885993005533","0.224210637946631"
"higher education","1995","Sachsen-Anhalt","152","0.196994405360245","0.16729657570808","0.226692235012411"
"higher education","1995","Thueringen","117","0.153490578794203","0.125801127058747","0.18118003052966"
"in school","1996","Schleswig-Holstein","","","",""
"in school","1996","Hamburg","","","",""
"in school","1996","Niedersachsen","","","",""
"in school","1996","Bremen","","","",""
"in school","1996","Nordrhein-Westfalen","73","0.0239182609946601","0.0179228258378836","0.0299136961514366"
"in school","1996","Hessen","","","",""
"in school","1996","Rheinland-Pfalz,Saarland","","","",""
"in school","1996","Baden-Wuerttemberg","36","0.01736193158762","0.0111049312693796","0.0236189319058605"
"in school","1996","Bayern","","","",""
"in school","1996","Saarland","","","",""
"in school","1996","Berlin","","","",""
"in school","1996","Brandenburg","","","",""
"in school","1996","Mecklenburg-Vorpommern","","","",""
"in school","1996","Sachsen","32","0.0213466500976913","0.0128245572552335","0.0298687429401492"
"in school","1996","Sachsen-Anhalt","","","",""
"in school","1996","Thueringen","","","",""
"inadequately","1996","Schleswig-Holstein","","","",""
"inadequately","1996","Hamburg","","","",""
"inadequately","1996","Niedersachsen","39","0.0215722817786367","0.0126782521007227","0.0304663114565506"
"inadequately","1996","Bremen","","","",""
"inadequately","1996","Nordrhein-Westfalen","129","0.0205517571347772","0.014984669711747","0.0261188445578074"
"inadequately","1996","Hessen","54","0.0305528597926383","0.0192587068565737","0.041847012728703"
"inadequately","1996","Rheinland-Pfalz,Saarland","","","",""
"inadequately","1996","Baden-Wuerttemberg","153","0.0353519399938348","0.0265056445929498","0.0441982353947198"
"inadequately","1996","Bayern","58","0.0180266798897509","0.0115795835659887","0.0244737762135131"
"inadequately","1996","Saarland","","","",""
"inadequately","1996","Berlin","","","",""
"inadequately","1996","Brandenburg","","","",""
"inadequately","1996","Mecklenburg-Vorpommern","","","",""
"inadequately","1996","Sachsen","","","",""
"inadequately","1996","Sachsen-Anhalt","","","",""
"inadequately","1996","Thueringen","","","",""
"general elemantary","1996","Schleswig-Holstein","50","0.154960695268576","0.112800355116758","0.197121035420394"
"general elemantary","1996","Hamburg","","","",""
"general elemantary","1996","Niedersachsen","213","0.214123835031862","0.189011001172265","0.239236668891458"
"general elemantary","1996","Bremen","","","",""
"general elemantary","1996","Nordrhein-Westfalen","508","0.183443142651758","0.168256674904194","0.198629610399322"
"general elemantary","1996","Hessen","213","0.213503342058651","0.186611754399799","0.240394929717503"
"general elemantary","1996","Rheinland-Pfalz,Saarland","192","0.285064003998766","0.251132867443315","0.318995140554217"
"general elemantary","1996","Baden-Wuerttemberg","403","0.219032855266551","0.199220259525213","0.23884545100789"
"general elemantary","1996","Bayern","354","0.197451844043394","0.178162272158123","0.216741415928665"
"general elemantary","1996","Saarland","","","",""
"general elemantary","1996","Berlin","62","0.136634438606694","0.107476156364297","0.165792720849091"
"general elemantary","1996","Brandenburg","64","0.110059063622739","0.0848910831996369","0.135227044045842"
"general elemantary","1996","Mecklenburg-Vorpommern","37","0.0892121661240692","0.0612077058122277","0.117216626435911"
"general elemantary","1996","Sachsen","115","0.107420862339701","0.0891636429164687","0.125678081762933"
"general elemantary","1996","Sachsen-Anhalt","77","0.13478259389993","0.108963381901768","0.160601805898092"
"general elemantary","1996","Thueringen","69","0.112597796996483","0.0884086045707416","0.136786989422223"
"middle vocational","1996","Schleswig-Holstein","161","0.570340084538117","0.512665531118049","0.628014637958185"
"middle vocational","1996","Hamburg","72","0.625735034551179","0.541570126382565","0.709899942719792"
"middle vocational","1996","Niedersachsen","522","0.519060886803742","0.488473641951847","0.549648131655637"
"middle vocational","1996","Bremen","48","0.512845421892362","0.411259564048785","0.614431279735938"
"middle vocational","1996","Nordrhein-Westfalen","1255","0.533509614258913","0.513934455640549","0.553084772877278"
"middle vocational","1996","Hessen","433","0.512183899345202","0.479381418535137","0.544986380155268"
"middle vocational","1996","Rheinland-Pfalz,Saarland","341","0.520064290240348","0.482513966613733","0.557614613866962"
"middle vocational","1996","Baden-Wuerttemberg","784","0.498868855709213","0.474916995011777","0.522820716406649"
"middle vocational","1996","Bayern","856","0.544725596701368","0.520594228296595","0.568856965106141"
"middle vocational","1996","Saarland","","","",""
"middle vocational","1996","Berlin","242","0.467114745747531","0.424758922577897","0.509470568917165"
"middle vocational","1996","Brandenburg","311","0.5140762376587","0.473883026748776","0.554269448568624"
"middle vocational","1996","Mecklenburg-Vorpommern","225","0.58051026304175","0.532029195302088","0.628991330781411"
"middle vocational","1996","Sachsen","620","0.573948658637919","0.544792222158248","0.603105095117589"
"middle vocational","1996","Sachsen-Anhalt","366","0.566217836791266","0.528747200088857","0.603688473493675"
"middle vocational","1996","Thueringen","410","0.654990542299054","0.618613349141906","0.691367735456202"
"vocational + Abi","1996","Schleswig-Holstein","","","",""
"vocational + Abi","1996","Hamburg","","","",""
"vocational + Abi","1996","Niedersachsen","55","0.0479080818816935","0.0348334343710487","0.0609827293923383"
"vocational + Abi","1996","Bremen","","","",""
"vocational + Abi","1996","Nordrhein-Westfalen","124","0.0554656405118802","0.0464844540551785","0.064446826968582"
"vocational + Abi","1996","Hessen","37","0.0415765041364185","0.0284765922417845","0.0546764160310526"
"vocational + Abi","1996","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1996","Baden-Wuerttemberg","71","0.0426869920252908","0.0330032074243944","0.0523707766261871"
"vocational + Abi","1996","Bayern","60","0.0340653090187245","0.0252753572976836","0.0428552607397655"
"vocational + Abi","1996","Saarland","","","",""
"vocational + Abi","1996","Berlin","","","",""
"vocational + Abi","1996","Brandenburg","","","",""
"vocational + Abi","1996","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1996","Sachsen","","","",""
"vocational + Abi","1996","Sachsen-Anhalt","","","",""
"vocational + Abi","1996","Thueringen","","","",""
"higher vocational","1996","Schleswig-Holstein","","","",""
"higher vocational","1996","Hamburg","","","",""
"higher vocational","1996","Niedersachsen","70","0.0695397180419994","0.0539674618251148","0.085111974258884"
"higher vocational","1996","Bremen","","","",""
"higher vocational","1996","Nordrhein-Westfalen","132","0.0568429610662953","0.0477575795772648","0.0659283425553257"
"higher vocational","1996","Hessen","40","0.0503945293426088","0.0360386776018913","0.0647503810833263"
"higher vocational","1996","Rheinland-Pfalz,Saarland","38","0.0553109212888523","0.0381301155176088","0.0724917270600959"
"higher vocational","1996","Baden-Wuerttemberg","97","0.0816172048891562","0.0685020600082006","0.0947323497701119"
"higher vocational","1996","Bayern","106","0.0720624357804451","0.0595318813272659","0.0845929902336243"
"higher vocational","1996","Saarland","","","",""
"higher vocational","1996","Berlin","38","0.0750515210867793","0.0526837346731209","0.0974193075004376"
"higher vocational","1996","Brandenburg","43","0.0737574331058988","0.05273804188812","0.0947768243236777"
"higher vocational","1996","Mecklenburg-Vorpommern","","","",""
"higher vocational","1996","Sachsen","63","0.0652504932884607","0.0506889812378602","0.0798120053390611"
"higher vocational","1996","Sachsen-Anhalt","49","0.0720869692990256","0.0525325251690687","0.0916414134289825"
"higher vocational","1996","Thueringen","34","0.0468521370400514","0.0306809830382142","0.0630232910418886"
"higher education","1996","Schleswig-Holstein","","","",""
"higher education","1996","Hamburg","","","",""
"higher education","1996","Niedersachsen","105","0.109206812743831","0.0901127006469951","0.128300924840668"
"higher education","1996","Bremen","","","",""
"higher education","1996","Nordrhein-Westfalen","274","0.126268623381716","0.113235470043573","0.139301776719858"
"higher education","1996","Hessen","101","0.138465739398456","0.115799832280576","0.161131646516337"
"higher education","1996","Rheinland-Pfalz,Saarland","55","0.084296920459801","0.0634146927764822","0.10517914814312"
"higher education","1996","Baden-Wuerttemberg","130","0.105080220528334","0.0903901829944155","0.119770258062252"
"higher education","1996","Bayern","173","0.114048752256271","0.0986457058966354","0.129451798615907"
"higher education","1996","Saarland","","","",""
"higher education","1996","Berlin","143","0.241235435091042","0.204914371482797","0.277556498699287"
"higher education","1996","Brandenburg","145","0.259644294970498","0.224385742829105","0.294902847111891"
"higher education","1996","Mecklenburg-Vorpommern","93","0.209891835062444","0.169883764992713","0.249899905132176"
"higher education","1996","Sachsen","244","0.20817377009912","0.184235382324746","0.232112157873495"
"higher education","1996","Sachsen-Anhalt","146","0.192416918329126","0.162612634674713","0.22222120198354"
"higher education","1996","Thueringen","117","0.15178345956683","0.124325910804101","0.179241008329559"
"in school","1997","Schleswig-Holstein","","","",""
"in school","1997","Hamburg","","","",""
"in school","1997","Niedersachsen","","","",""
"in school","1997","Bremen","","","",""
"in school","1997","Nordrhein-Westfalen","68","0.0193687508998665","0.0139126787271028","0.0248248230726303"
"in school","1997","Hessen","","","",""
"in school","1997","Rheinland-Pfalz,Saarland","","","",""
"in school","1997","Baden-Wuerttemberg","37","0.020209976782455","0.0134810955342854","0.0269388580306246"
"in school","1997","Bayern","","","",""
"in school","1997","Saarland","","","",""
"in school","1997","Berlin","","","",""
"in school","1997","Brandenburg","","","",""
"in school","1997","Mecklenburg-Vorpommern","","","",""
"in school","1997","Sachsen","","","",""
"in school","1997","Sachsen-Anhalt","","","",""
"in school","1997","Thueringen","","","",""
"inadequately","1997","Schleswig-Holstein","","","",""
"inadequately","1997","Hamburg","","","",""
"inadequately","1997","Niedersachsen","37","0.0222731633302983","0.0132169274861663","0.0313293991744304"
"inadequately","1997","Bremen","","","",""
"inadequately","1997","Nordrhein-Westfalen","117","0.0194914079534588","0.0140184294430264","0.0249643864638912"
"inadequately","1997","Hessen","52","0.0364572345240736","0.0237294460575702","0.049185022990577"
"inadequately","1997","Rheinland-Pfalz,Saarland","31","0.0231076484156565","0.011953589548537","0.034261707282776"
"inadequately","1997","Baden-Wuerttemberg","149","0.0367631719593424","0.0277647474531029","0.0457615964655819"
"inadequately","1997","Bayern","52","0.0169913136648554","0.0106547783466369","0.0233278489830738"
"inadequately","1997","Saarland","","","",""
"inadequately","1997","Berlin","","","",""
"inadequately","1997","Brandenburg","","","",""
"inadequately","1997","Mecklenburg-Vorpommern","","","",""
"inadequately","1997","Sachsen","","","",""
"inadequately","1997","Sachsen-Anhalt","","","",""
"inadequately","1997","Thueringen","","","",""
"general elemantary","1997","Schleswig-Holstein","38","0.134944619775756","0.094191022289301","0.17569821726221"
"general elemantary","1997","Hamburg","31","0.177919266845386","0.110605177701512","0.245233355989259"
"general elemantary","1997","Niedersachsen","216","0.224657421243271","0.199044730420215","0.250270112066326"
"general elemantary","1997","Bremen","","","",""
"general elemantary","1997","Nordrhein-Westfalen","494","0.182970670841951","0.167663814756752","0.19827752692715"
"general elemantary","1997","Hessen","188","0.208252307477445","0.180677410117549","0.23582720483734"
"general elemantary","1997","Rheinland-Pfalz,Saarland","197","0.288651591242697","0.25501129108733","0.322291891398064"
"general elemantary","1997","Baden-Wuerttemberg","416","0.228107256242458","0.208042149258445","0.24817236322647"
"general elemantary","1997","Bayern","345","0.188442702430766","0.169268868608354","0.207616536253177"
"general elemantary","1997","Saarland","","","",""
"general elemantary","1997","Berlin","58","0.12588597320899","0.0968678748804062","0.154904071537575"
"general elemantary","1997","Brandenburg","58","0.101466822243383","0.077143867810742","0.125789776676023"
"general elemantary","1997","Mecklenburg-Vorpommern","32","0.0893863840477669","0.0609983718819767","0.117774396213557"
"general elemantary","1997","Sachsen","116","0.105774927502752","0.0874666182620624","0.124083236743441"
"general elemantary","1997","Sachsen-Anhalt","73","0.127077804165573","0.101648879049611","0.152506729281535"
"general elemantary","1997","Thueringen","64","0.106383452416797","0.0827890592221239","0.12997784561147"
"middle vocational","1997","Schleswig-Holstein","157","0.604065929942661","0.545732190569414","0.662399669315907"
"middle vocational","1997","Hamburg","69","0.620886678868649","0.535492563886892","0.706280793850407"
"middle vocational","1997","Niedersachsen","513","0.512798660240889","0.482124288036962","0.543473032444816"
"middle vocational","1997","Bremen","49","0.543865453002511","0.441531532082466","0.646199373922556"
"middle vocational","1997","Nordrhein-Westfalen","1240","0.534804949743223","0.515058378929177","0.554551520557268"
"middle vocational","1997","Hessen","400","0.513790178469526","0.479848731488348","0.547731625450703"
"middle vocational","1997","Rheinland-Pfalz,Saarland","346","0.520697246114764","0.483609597081799","0.557784895147729"
"middle vocational","1997","Baden-Wuerttemberg","785","0.484765160538128","0.460867149297645","0.508663171778611"
"middle vocational","1997","Bayern","838","0.556086639335611","0.531726484628721","0.580446794042502"
"middle vocational","1997","Saarland","","","",""
"middle vocational","1997","Berlin","227","0.45612950510119","0.412559454450973","0.499699555751406"
"middle vocational","1997","Brandenburg","304","0.503853018023375","0.463577202149185","0.544128833897565"
"middle vocational","1997","Mecklenburg-Vorpommern","218","0.568694488307748","0.519415221023053","0.617973755592444"
"middle vocational","1997","Sachsen","608","0.572859314114084","0.543412188455022","0.602306439773146"
"middle vocational","1997","Sachsen-Anhalt","353","0.564948007318345","0.527096759132933","0.602799255503758"
"middle vocational","1997","Thueringen","408","0.661469653608457","0.625257868329946","0.697681438886969"
"vocational + Abi","1997","Schleswig-Holstein","","","",""
"vocational + Abi","1997","Hamburg","","","",""
"vocational + Abi","1997","Niedersachsen","52","0.0455525535011023","0.0327563723747512","0.0583487346274535"
"vocational + Abi","1997","Bremen","","","",""
"vocational + Abi","1997","Nordrhein-Westfalen","118","0.0524235202936734","0.0435999030241664","0.0612471375631805"
"vocational + Abi","1997","Hessen","35","0.0394114872714328","0.0261983576096798","0.0526246169331857"
"vocational + Abi","1997","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1997","Baden-Wuerttemberg","68","0.0419304373561395","0.0323462197010939","0.0515146550111851"
"vocational + Abi","1997","Bayern","57","0.0328622722893548","0.0241214425443128","0.0416031020343967"
"vocational + Abi","1997","Saarland","","","",""
"vocational + Abi","1997","Berlin","","","",""
"vocational + Abi","1997","Brandenburg","","","",""
"vocational + Abi","1997","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1997","Sachsen","","","",""
