year,quintil_oecd,pgisced97,proportion,n,lower_confidence,upper_confidence
1984,1. Quintil,middle vocational,0.2709813874788494,16099,0.2641155161462621,0.27784725881143674
1984,1. Quintil,general elemantary,0.20219966159052452,16099,0.19599534513126876,0.20840397804978028
1984,2. Quintil,middle vocational,0.1311336717428088,16099,0.12591944136468985,0.13634790212092773
1984,1. Quintil,inadequately,0.06133671742808799,16099,0.05763015088603285,0.06504328397014313
1984,2. Quintil,general elemantary,0.05566835871404399,16099,0.05212656632363699,0.05921015110445099
1984,3. Quintil,middle vocational,0.05456852791878172,16099,0.05105985594518738,0.058077199892376065
1984,1. Quintil,higher vocational,0.023096446700507613,16099,0.020776088405605627,0.0254168049954096
1984,4. Quintil,middle vocational,0.019204737732656515,16099,0.017084668755139542,0.021324806710173488
1984,1. Quintil,higher education,0.019120135363790185,16099,0.017004650062124548,0.021235620665455823
1984,2. Quintil,higher vocational,0.018612521150592216,16099,0.016524766404472317,0.020700275896712115
1984,2. Quintil,higher education,0.018104906937394246,16099,0.01604528592248863,0.020164527952299862
1984,2. Quintil,inadequately,0.01649746192893401,16099,0.014529788907554533,0.01846513495031349
1984,3. Quintil,general elemantary,0.015905245346869712,16099,0.013972630702804661,0.017837859990934762
1984,3. Quintil,higher education,0.01404399323181049,16099,0.012226257704451014,0.01586172875916997
1984,1. Quintil,vocational + Abi,0.01404399323181049,16099,0.012226257704451014,0.01586172875916997
1984,4. Quintil,higher education,0.01065989847715736,16099,0.009073523094303662,0.012246273860011057
1984,3. Quintil,higher vocational,0.00820642978003384,16099,0.006812809703248877,0.009600049856818805
1984,2. Quintil,vocational + Abi,0.006175972927241963,16099,0.004965753670479082,0.007386192184004844
1984,5. Quintil,middle vocational,0.0054145516074450084,16099,0.004280954000814165,0.006548149214075852
1984,5. Quintil,higher education,0.004906937394247039,16099,0.0038275092709512014,0.005986365517542876
1984,1. Quintil,in school,0.004399323181049069,16099,0.003376990730387044,0.005421655631711094
1984,4. Quintil,general elemantary,0.004314720812182741,16099,0.0033022231850286256,0.005327218439336857
1984,4. Quintil,higher vocational,0.004230118443316413,16099,0.003227553814784098,0.005232683071848728
1984,3. Quintil,inadequately,0.003553299492385787,16099,0.0026341216117623622,0.004472477373009212
1984,3. Quintil,vocational + Abi,0.003553299492385787,16099,0.0026341216117623622,0.004472477373009212
1984,2. Quintil,in school,0.0020304568527918783,16099,0.0013350929415902133,0.0027258207639935432
1984,5. Quintil,general elemantary,0.0018612521150592216,16099,0.0011954354196184807,0.0025270688104999627
1984,4. Quintil,vocational + Abi,0.0017766497461928934,16099,0.0011261136599504792,0.0024271858324353074
1984,5. Quintil,higher vocational,0.001692047377326565,16099,0.0010571622608252437,0.0023269324938278864
1984,4. Quintil,inadequately,0.0008460236886632825,16099,0.00039690193255366316,0.0012951454447729018
1984,5. Quintil,vocational + Abi,0.0005922165820642978,16099,0.00021640663877283122,0.0009680265253557644
1984,3. Quintil,in school,0.0005076142131979696,16099,0.0001596670876420272,0.000855561338753912
1984,5. Quintil,inadequately,0.00042301184433164127,16099,0.00010536758582241015,0.0007406561028408724
1984,4. Quintil,in school,0.0002538071065989848,16099,7.740097936019216e-06,0.0004998741152619504
1984,5. Quintil,in school,8.460236886632826e-05,16099,-5.747650655897015e-05,0.00022668124429162665
1985,1. Quintil,middle vocational,0.2563139611304103,14443,0.24919349686543912,0.2634344253953814
1985,1. Quintil,general elemantary,0.1900291052483335,14443,0.18363069423755826,0.19642751625910873
1985,2. Quintil,middle vocational,0.13820298563515163,14443,0.13257453876415826,0.143831432506145
1985,3. Quintil,middle vocational,0.06290489155947798,14443,0.05894519952264156,0.0668645835963144
1985,2. Quintil,general elemantary,0.05839827246267956,14443,0.05457389289671789,0.06222265202864123
1985,1. Quintil,inadequately,0.05680217819923012,14443,0.053027227750686495,0.060577128647773745
1985,1. Quintil,higher vocational,0.020843113322692706,14443,0.01851322662399347,0.023173000021391943
1985,4. Quintil,middle vocational,0.020749225424842737,14443,0.01842448069362476,0.023073970156060716
1985,2. Quintil,higher education,0.02065533752699277,14443,0.0183357471725078,0.022974927881477744
1985,2. Quintil,higher vocational,0.019998122242043,14443,0.017714967068931678,0.022281277415154323
1985,3. Quintil,general elemantary,0.0197164585484931,14443,0.01744911318960519,0.02198380390738101
1985,3. Quintil,higher education,0.017463149000093887,14443,0.01532684492220645,0.019599453077981326
1985,1. Quintil,higher education,0.01680593371514412,14443,0.01470951362314985,0.018902353807138388
1985,2. Quintil,inadequately,0.015115951553844709,14443,0.013126022178324644,0.017105880929364773
1985,1. Quintil,vocational + Abi,0.013332081494695334,14443,0.011461563677802107,0.015202599311588561
1985,4. Quintil,higher education,0.01145432353769599,14443,0.009718880117186971,0.01318976695820501
1985,3. Quintil,higher vocational,0.010327668763496386,14443,0.008678845029409325,0.011976492497583447
1985,5. Quintil,middle vocational,0.007323256032297437,14443,0.005932716313140554,0.008713795751454319
1985,2. Quintil,vocational + Abi,0.006947704440897568,14443,0.005593032632057041,0.008302376249738095
1985,4. Quintil,higher vocational,0.005539385973148061,14443,0.004328921707941084,0.006749850238355039
1985,4. Quintil,general elemantary,0.004694394892498357,14443,0.0035795988957872654,0.005809190889209448
1985,1. Quintil,in school,0.004694394892498357,14443,0.0035795988957872654,0.005809190889209448
1985,5. Quintil,higher education,0.0045066190967984225,14443,0.0034142435231024892,0.005598994670494356
1985,3. Quintil,inadequately,0.004412731198948455,14443,0.003331743456193942,0.005493718941702969
1985,3. Quintil,vocational + Abi,0.003473852220448784,14443,0.002514280622976042,0.004433423817921526
1985,2. Quintil,in school,0.00262886113979908,14443,0.001793759017363531,0.003463963262234629
1985,4. Quintil,vocational + Abi,0.0016899821612994085,14443,0.001020095792639389,0.002359868529959428
1985,5. Quintil,general elemantary,0.0015960942634494415,14443,0.0009450511195567862,0.002247137407342097
1985,5. Quintil,higher vocational,0.0015022063655994742,14443,0.0008705720455640634,0.002133840685634885
1985,3. Quintil,in school,0.0008449910806497043,14443,0.00037110946217014455,0.001318872699129264
1985,4. Quintil,inadequately,0.0004694394892498357,14443,0.00011616261094259231,0.000822716367557079
1985,5. Quintil,vocational + Abi,0.00037555159139986854,14443,5.9556305502226866e-05,0.0006915468772975102
1985,4. Quintil,in school,0.00018777579569993427,14443,-3.568759921540699e-05,0.0004112391906152755
1986,1. Quintil,middle vocational,0.23875771529342607,13742,0.23162965674129526,0.24588577384555688
1986,1. Quintil,general elemantary,0.1779171157049084,13742,0.1715227456356721,0.1843114857741447
