year,regtyp,sampreg,pgisced97,proportion,n,lower_confidence,upper_confidence
2003,Staedtischer Raum,Ostdeutschland,in school,0.0014372479020816913,27727,0.00099132666835354,0.0018831691358098424
2003,Laendlicher Raum,Ostdeutschland,inadequately,0.000463628355510223,27727,0.0002102386738153669,0.0007170180372050791
2003,Staedtischer Raum,Ostdeutschland,inadequately,0.0002318141777551115,27727,5.261983963164354e-05,0.00041100851587857947
2004,Staedtischer Raum,Westdeutschland,middle vocational,0.2844478337543492,26790,0.27904537225811266,0.2898502952505857
2004,Staedtischer Raum,Westdeutschland,higher education,0.12091892664791955,26790,0.11701473326391419,0.1248231200319249
2004,Laendlicher Raum,Westdeutschland,middle vocational,0.09832705781421286,26790,0.0947614731321027,0.10189264249632302
2004,Laendlicher Raum,Ostdeutschland,middle vocational,0.0897955292884038,26790,0.08637205907099396,0.09321899950581364
2004,Staedtischer Raum,Westdeutschland,general elemantary,0.0754492159572947,26790,0.07228648342573732,0.07861194848885208
2004,Staedtischer Raum,Westdeutschland,higher vocational,0.04280062914065107,26790,0.040376833537866925,0.04522442474343521
2004,Staedtischer Raum,Ostdeutschland,middle vocational,0.04089414231924122,26790,0.03852258547764124,0.0432656991608412
2004,Staedtischer Raum,Westdeutschland,vocational + Abi,0.03965492588532482,26790,0.03731806993420013,0.04199178183644951
2004,Laendlicher Raum,Ostdeutschland,higher education,0.036890519994280536,26790,0.03463334655146529,0.03914769343709578
2004,Laendlicher Raum,Westdeutschland,general elemantary,0.02716743720509032,26790,0.02522067413118951,0.02911420027899113
2004,Staedtischer Raum,Ostdeutschland,higher education,0.02392640960869358,26790,0.02209641520188015,0.025756404015507012
2004,Laendlicher Raum,Westdeutschland,higher education,0.022973166197988656,26790,0.021179120969222386,0.024767211426754927
2004,Laendlicher Raum,Westdeutschland,higher vocational,0.014775272865926314,26790,0.013330481554700315,0.016220064177152313
2004,Laendlicher Raum,Ostdeutschland,higher vocational,0.014012678137362376,26790,0.012605121259619977,0.015420235015104774
2004,Laendlicher Raum,Ostdeutschland,general elemantary,0.011677231781135312,26790,0.010390793174271383,0.012963670387999242
2004,Staedtischer Raum,Westdeutschland,in school,0.01096229922310662,26790,0.009715412605047316,0.012209185841165924
2004,Staedtischer Raum,Westdeutschland,inadequately,0.009151136742767265,26790,0.008010858219140783,0.010291415266393747
2004,Laendlicher Raum,Westdeutschland,vocational + Abi,0.008388542014203327,26790,0.00729638840638967,0.009480695622016982
2004,Staedtischer Raum,Ostdeutschland,higher vocational,0.006672703874934465,26790,0.005697788711192111,0.007647619038676818
2004,Staedtischer Raum,Ostdeutschland,general elemantary,0.005290500929412326,26790,0.004421808083903471,0.0061591937749211805
2004,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.004384919689242648,26790,0.003593701487713052,0.005176137890772245
2004,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.0028120680615795245,26790,0.002177948522197557,0.003446187600961492
2004,Laendlicher Raum,Ostdeutschland,in school,0.0025260950383680474,26790,0.0019249969747844866,0.003127193101951608
2004,Laendlicher Raum,Westdeutschland,inadequately,0.00224012201515657,26790,0.001673988886184777,0.0028062551441283634
2004,Laendlicher Raum,Westdeutschland,in school,0.0016681759687336162,26790,0.0011794919883914082,0.002156859949075824
2004,Staedtischer Raum,Ostdeutschland,in school,0.001382202945522139,26790,0.0009373102529643413,0.0018270956380799367
2004,Laendlicher Raum,Ostdeutschland,inadequately,0.0006196082169582003,26790,0.00032162369187290434,0.0009175927420434964
2004,Staedtischer Raum,Ostdeutschland,inadequately,0.0001906486821409847,26790,2.532113762428561e-05,0.00035597622665768376
2005,Staedtischer Raum,Westdeutschland,middle vocational,0.2820640782513225,25520,0.2765428911001086,0.2875852654025364
2005,Staedtischer Raum,Westdeutschland,higher education,0.12246731210699671,25520,0.11844516935048041,0.126489454863513
2005,Laendlicher Raum,Westdeutschland,middle vocational,0.09816348937019663,25520,0.09451297017013842,0.10181400857025484
2005,Laendlicher Raum,Ostdeutschland,middle vocational,0.08952989320291446,25520,0.08602695387544965,0.09303283253037928
2005,Staedtischer Raum,Westdeutschland,general elemantary,0.07410919253418505,25520,0.0708952976881409,0.0773230873802292
2005,Staedtischer Raum,Westdeutschland,higher vocational,0.04251921349436071,25520,0.04004365392331034,0.04499477306541108
2005,Staedtischer Raum,Ostdeutschland,middle vocational,0.04137139435073361,25520,0.038928014390564813,0.0438147743109024
2005,Staedtischer Raum,Westdeutschland,vocational + Abi,0.03992414412616029,25520,0.03752207048401475,0.042326217768305835
2005,Laendlicher Raum,Ostdeutschland,higher education,0.03767841101906378,25520,0.03534214581616491,0.04001467622196265
2005,Laendlicher Raum,Westdeutschland,general elemantary,0.02575107296137339,25520,0.023807734844344394,0.027694411078402387
2005,Staedtischer Raum,Ostdeutschland,higher education,0.024852779718534782,25520,0.022942757957918027,0.026762801479151537
2005,Laendlicher Raum,Westdeutschland,higher education,0.02290647769238447,25520,0.02107094146681899,0.024742013917949952
2005,Laendlicher Raum,Westdeutschland,higher vocational,0.014422597065575407,25520,0.012959804176949918,0.015885389954200895
2005,Laendlicher Raum,Ostdeutschland,higher vocational,0.014272881525102305,25520,0.012817590271921956,0.015728172778282656
2005,Staedtischer Raum,Westdeutschland,in school,0.011727717337059587,25520,0.010406845170138656,0.013048589503980518
2005,Laendlicher Raum,Ostdeutschland,general elemantary,0.01077951891406328,25520,0.009512561621807213,0.012046476206319347
2005,Staedtischer Raum,Westdeutschland,inadequately,0.009182553149016868,25520,0.008012261019425567,0.010352845278608169
2005,Laendlicher Raum,Westdeutschland,vocational + Abi,0.008433975446651363,25520,0.007311975797148885,0.009555975096153841
2005,Staedtischer Raum,Ostdeutschland,higher vocational,0.006687294141131849,25520,0.00568733110902762,0.0076872571732360786
2005,Staedtischer Raum,Ostdeutschland,general elemantary,0.005090328376085438,25520,0.004217195255913035,0.005963461496257841
2005,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.0048408024752969354,25520,0.003989231799429115,0.005692373151164756
2005,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.0031939315300928235,25520,0.0025016482004376725,0.0038862148597479745
2005,Laendlicher Raum,Ostdeutschland,in school,0.002944405629304322,25520,0.002279631295726535,0.003609179962882109
2005,Laendlicher Raum,Westdeutschland,in school,0.002595069368200419,25520,0.001970866187379579,0.0032192725490212595
2005,Laendlicher Raum,Westdeutschland,inadequately,0.002195827926938816,25520,0.001621529606470639,0.0027701262474069933
2005,Staedtischer Raum,Ostdeutschland,in school,0.0013973450444156104,25520,0.0009390301998292475,0.0018556598890019733
2005,Laendlicher Raum,Ostdeutschland,inadequately,0.0006487673420501048,25520,0.00033636138783941296,0.0009611732962607966
2005,Staedtischer Raum,Ostdeutschland,inadequately,0.00024952590078850185,25520,5.5741255766324265e-05,0.00044331054581067946
2006,Staedtischer Raum,Westdeutschland,middle vocational,0.28217707224510574,27321,0.27684031682061117,0.2875138276696003
2006,Staedtischer Raum,Westdeutschland,higher education,0.12532975424630907,27321,0.12140369321687039,0.12925581527574775
2006,Laendlicher Raum,Westdeutschland,middle vocational,0.1007081038552321,27321,0.09713956585997786,0.10427664185048634
2006,Laendlicher Raum,Ostdeutschland,middle vocational,0.08987828018697644,27321,0.08648683430024864,0.09326972607370423
2006,Staedtischer Raum,Westdeutschland,general elemantary,0.07039385384366177,27321,0.06736048906325745,0.07342721862406609
2006,Staedtischer Raum,Westdeutschland,higher vocational,0.04123663627528116,27321,0.03887884635369379,0.04359442619686853
2006,Staedtischer Raum,Ostdeutschland,middle vocational,0.039987041236636274,27321,0.03766373767237322,0.042310344800899326
2006,Staedtischer Raum,Westdeutschland,vocational + Abi,0.0394779469616328,27321,0.037168868312712364,0.04178702561055324
2006,Laendlicher Raum,Ostdeutschland,higher education,0.03693247558661545,27321,0.03469612259609502,0.03916882857713588
2006,Laendlicher Raum,Westdeutschland,general elemantary,0.02693571527745638,27321,0.025015973578593496,0.028855456976319263
2006,Laendlicher Raum,Westdeutschland,higher education,0.024853056879714907,27321,0.02300705255373101,0.026699061205698805
2006,Staedtischer Raum,Ostdeutschland,higher education,0.024714212986532143,27321,0.022873241272011968,0.02655518470105232
2006,Laendlicher Raum,Westdeutschland,higher vocational,0.015411672143286897,27321,0.013950975611886813,0.016872368674686982
2006,Laendlicher Raum,Ostdeutschland,higher vocational,0.013606701531910955,27321,0.01223294660992734,0.014980456453894571
2006,Laendlicher Raum,Ostdeutschland,general elemantary,0.012264543897810894,27321,0.010959413819802189,0.0135696739758196
2006,Staedtischer Raum,Westdeutschland,in school,0.011477761836441894,27321,0.010214685490426697,0.012740838182457092
2006,Laendlicher Raum,Westdeutschland,vocational + Abi,0.008839727865969363,27321,0.007729788725423185,0.00994966700651554
2006,Staedtischer Raum,Westdeutschland,inadequately,0.00782153931596242,27321,0.0067769422795634846,0.008866136352361356
2006,Staedtischer Raum,Ostdeutschland,higher vocational,0.006155412597769241,27321,0.00522795172124121,0.007082873474297272
2006,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.004905817559124358,27321,0.004077311734447727,0.005734323383800989
2006,Staedtischer Raum,Ostdeutschland,general elemantary,0.004720692368214005,27321,0.003907893457145899,0.00553349127928211
2006,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.00296200305456565,27321,0.0023176017937253865,0.0036064043154059137
2006,Laendlicher Raum,Westdeutschland,in school,0.0028231591613828854,27321,0.002193998516314654,0.0034523198064511165
2006,Laendlicher Raum,Ostdeutschland,in school,0.0024066274818345906,27321,0.001825610281730083,0.0029876446819390983
2006,Laendlicher Raum,Westdeutschland,inadequately,0.002267783588651826,27321,0.001703736219928652,0.0028318309573749996
2006,Laendlicher Raum,Ostdeutschland,inadequately,0.0007405007636414125,27321,0.0004179413850178291,0.001063060142264996
2006,Staedtischer Raum,Ostdeutschland,in school,0.0006479381681862359,27321,0.0003461975234347018,0.0009496788129377701
2006,Staedtischer Raum,Ostdeutschland,inadequately,0.00032396908409311795,27321,0.00011057164693934371,0.0005373665212468922
2007,Staedtischer Raum,Westdeutschland,middle vocational,0.2802617230098146,25385,0.2747366670477378,0.2857867789718914
2007,Staedtischer Raum,Westdeutschland,higher education,0.12783781104391792,25385,0.12373013885469643,0.1319454832331394
2007,Laendlicher Raum,Westdeutschland,middle vocational,0.10102111628829186,25385,0.09731389667267337,0.10472833590391034
2007,Laendlicher Raum,Ostdeutschland,middle vocational,0.09026469713492614,25385,0.08673949539182463,0.09378989887802766
2007,Staedtischer Raum,Westdeutschland,general elemantary,0.06726479627242986,25385,0.06418344942167424,0.07034614312318548
2007,Staedtischer Raum,Westdeutschland,higher vocational,0.04034896401308615,25385,0.03792826747033915,0.04276966055583315
2007,Staedtischer Raum,Westdeutschland,vocational + Abi,0.04029939526122732,25385,0.03788012361099945,0.04271866691145519
2007,Staedtischer Raum,Ostdeutschland,middle vocational,0.0399028452463567,25385,0.03749500865105651,0.042310681841656886
2007,Laendlicher Raum,Ostdeutschland,higher education,0.038217507683156536,25385,0.035859001050823146,0.040576014315489926
2007,Staedtischer Raum,Ostdeutschland,higher education,0.026221869733320115,25385,0.024256115029363243,0.028187624437276987
2007,Laendlicher Raum,Westdeutschland,general elemantary,0.025676613462873005,25385,0.023730859504645468,0.02762236742110054
2007,Laendlicher Raum,Westdeutschland,higher education,0.02528006344800238,25385,0.02334900022943625,0.02721112666656851
2007,Laendlicher Raum,Westdeutschland,higher vocational,0.015614156835530881,25385,0.014089017803781667,0.017139295867280097
2007,Laendlicher Raum,Ostdeutschland,higher vocational,0.013829681768613065,25385,0.01239303650838936,0.015266327028836771
2007,Laendlicher Raum,Ostdeutschland,general elemantary,0.01154951918310697,25385,0.010235121156919188,0.012863917209294752
2007,Staedtischer Raum,Westdeutschland,in school,0.010211162882918607,25385,0.008974428698657565,0.01144789706717965
2007,Laendlicher Raum,Westdeutschland,vocational + Abi,0.009418062853177357,25385,0.008229852090124926,0.010606273616229787
2007,Staedtischer Raum,Westdeutschland,inadequately,0.007088331515812432,25385,0.006056295614743295,0.008120367416881567
2007,Staedtischer Raum,Ostdeutschland,higher vocational,0.006295231486071181,25385,0.005322255712743027,0.007268207259399335
2007,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.005204718945176961,25385,0.004319536103486353,0.0060899017868675685
2007,Staedtischer Raum,Ostdeutschland,general elemantary,0.004808168930306335,25385,0.003957205792524901,0.00565913206808777
2007,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.00302369386338852,25385,0.0023482662446284355,0.0036991214821486046
2007,Laendlicher Raum,Ostdeutschland,in school,0.0029245563596708634,25385,0.0022602605770492097,0.003588852142292517
2007,Laendlicher Raum,Westdeutschland,in school,0.0026767126003767227,25385,0.0020411090139125106,0.0033123161868409347
2007,Laendlicher Raum,Westdeutschland,inadequately,0.00247843759294141,25385,0.0018667669635180637,0.003090108222364756
2007,Staedtischer Raum,Ostdeutschland,in school,0.0011400812927530484,25385,0.0007249478792728239,0.001555214706233273
2007,Laendlicher Raum,Ostdeutschland,inadequately,0.0007931000297412512,25385,0.0004467946942317741,0.0011394053652507281
2007,Staedtischer Raum,Ostdeutschland,inadequately,0.00034698126301179735,25385,0.00011787068544071757,0.0005760918405828771
2008,Staedtischer Raum,Westdeutschland,middle vocational,0.2796628029504742,23673,0.27394519074529367,0.2853804151556547
2008,Staedtischer Raum,Westdeutschland,higher education,0.12950474183350896,23673,0.12522758217077962,0.1337819014962383
2008,Laendlicher Raum,Westdeutschland,middle vocational,0.10110642781875659,23673,0.09726605892734513,0.10494679671016804
2008,Laendlicher Raum,Ostdeutschland,middle vocational,0.09083245521601686,23673,0.087171689706634,0.09449322072539973
2008,Staedtischer Raum,Westdeutschland,general elemantary,0.06512118018967335,23673,0.061978007705101035,0.06826435267424566
2008,Staedtischer Raum,Ostdeutschland,middle vocational,0.04093782929399368,23673,0.03841367901234214,0.04346197957564522
2008,Staedtischer Raum,Westdeutschland,higher vocational,0.03962065331928346,23673,0.03713573770824108,0.04210556893032584
2008,Staedtischer Raum,Westdeutschland,vocational + Abi,0.03956796628029505,23673,0.03708463530763901,0.042051297252951085
2008,Laendlicher Raum,Ostdeutschland,higher education,0.038303477344573233,23673,0.03585854105595072,0.04074841363319575
2008,Staedtischer Raum,Ostdeutschland,higher education,0.02713382507903056,23673,0.02506410561092016,0.02920354454714096
2008,Laendlicher Raum,Westdeutschland,higher education,0.025922023182297155,23673,0.023897789104771985,0.027946257259822326
2008,Laendlicher Raum,Westdeutschland,general elemantary,0.024920969441517386,23673,0.02293518640209612,0.026906752480938653
2008,Laendlicher Raum,Westdeutschland,higher vocational,0.01517386722866175,23673,0.01361662079741981,0.01673111365990369
2008,Laendlicher Raum,Ostdeutschland,higher vocational,0.013435194942044258,23673,0.011968586374786703,0.014901803509301812
2008,Staedtischer Raum,Westdeutschland,in school,0.011275026343519495,23673,0.009930014969683085,0.012620037717355904
2008,Laendlicher Raum,Ostdeutschland,general elemantary,0.011222339304531086,23673,0.009880438408354082,0.01256424020070809
2008,Laendlicher Raum,Westdeutschland,vocational + Abi,0.009325605900948367,23673,0.008101177427266792,0.010550034374629941
2008,Staedtischer Raum,Westdeutschland,inadequately,0.0066912539515279245,23673,0.005652708977205984,0.007729798925849865
2008,Staedtischer Raum,Ostdeutschland,higher vocational,0.006375131717597471,23673,0.0053612548144384995,0.007389008620756443
2008,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.005374077976817703,23673,0.004442731467926549,0.006305424485708856
2008,Staedtischer Raum,Ostdeutschland,general elemantary,0.004741833508956797,23673,0.003866707789110393,0.005616959228803201
2008,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.0033192834562697578,23673,0.0025865776706199273,0.004051989241919588
2008,Laendlicher Raum,Ostdeutschland,in school,0.003108535300316122,23673,0.002399396476200639,0.0038176741244316053
2008,Laendlicher Raum,Westdeutschland,in school,0.003108535300316122,23673,0.002399396476200639,0.0038176741244316053
2008,Laendlicher Raum,Westdeutschland,inadequately,0.0020021074815595365,23673,0.00143268064831643,0.002571534314802643
2008,Staedtischer Raum,Ostdeutschland,in school,0.0012118018967334037,23673,0.0007686200761140903,0.001654983717352717
2008,Laendlicher Raum,Ostdeutschland,inadequately,0.0006849315068493151,23673,0.00035165537465509436,0.0010182076390435357
2008,Staedtischer Raum,Ostdeutschland,inadequately,0.0003161222339304531,23673,8.966391059949357e-05,0.0005425805572614126
2009,Staedtischer Raum,Westdeutschland,middle vocational,0.2740531373657434,21983,0.2681567990137498,0.279949475717737
2009,Staedtischer Raum,Westdeutschland,higher education,0.13233465234595818,21983,0.12785519393909917,0.1368141107528172
2009,Laendlicher Raum,Westdeutschland,middle vocational,0.10276992651215376,21983,0.09875574020344884,0.10678411282085869
2009,Laendlicher Raum,Ostdeutschland,middle vocational,0.09378179762577728,21983,0.08992800573485352,0.09763558951670104
2009,Staedtischer Raum,Westdeutschland,general elemantary,0.06206896551724138,21983,0.058879372307653145,0.0652585587268296
2009,Staedtischer Raum,Ostdeutschland,middle vocational,0.041548897682306386,21983,0.038910882290898396,0.044186913073714376
2009,Laendlicher Raum,Ostdeutschland,higher education,0.041096664782362916,21983,0.03847242632911224,0.04372090323561359
2009,Staedtischer Raum,Westdeutschland,higher vocational,0.03843979649519502,21983,0.035898289135595375,0.04098130385479467
2009,Staedtischer Raum,Westdeutschland,vocational + Abi,0.03832673827020916,21983,0.03578882198537917,0.04086465455503915
2009,Laendlicher Raum,Westdeutschland,higher education,0.02752967778405879,21983,0.025366703611077256,0.029692651957040322
2009,Staedtischer Raum,Ostdeutschland,higher education,0.027133973996608253,21983,0.024986164232681986,0.02928178376053452
2009,Laendlicher Raum,Westdeutschland,general elemantary,0.02413793103448276,21983,0.02210904883770513,0.026166813231260386
2009,Laendlicher Raum,Westdeutschland,higher vocational,0.01582815149802148,21983,0.014178230461924457,0.017478072534118504
2009,Laendlicher Raum,Ostdeutschland,higher vocational,0.014019219898247597,21983,0.01246501333007009,0.015573426466425105
2009,Staedtischer Raum,Westdeutschland,in school,0.011305822498586773,21983,0.00990818462404536,0.012703460373128186
2009,Laendlicher Raum,Ostdeutschland,general elemantary,0.009892594686263426,21983,0.008584290130580196,0.011200899241946656
2009,Laendlicher Raum,Westdeutschland,vocational + Abi,0.009496890898812888,21983,0.008214763333842308,0.010779018463783468
2009,Staedtischer Raum,Ostdeutschland,higher vocational,0.007009609949123799,21983,0.005906720352066756,0.00811249954618084
2009,Staedtischer Raum,Westdeutschland,inadequately,0.006613906161673262,21983,0.005542385267803006,0.007685427055543518
2009,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.0052006783493499156,21983,0.004249832031888039,0.006151524666811792
2009,Staedtischer Raum,Ostdeutschland,general elemantary,0.00497456189937818,21983,0.004044510173728483,0.005904613625027877
2009,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.0033352176370830978,21983,0.002573052223389925,0.004097383050776271
2009,Laendlicher Raum,Westdeutschland,in school,0.003278688524590164,21983,0.002522988312921839,0.004034388736258489
2009,Laendlicher Raum,Ostdeutschland,in school,0.0021481062747314866,21983,0.0015360751394074548,0.0027601374100555184
2009,Laendlicher Raum,Westdeutschland,inadequately,0.0018654607122668173,21983,0.0012950335636281972,0.0024358878609054375
2009,Staedtischer Raum,Ostdeutschland,in school,0.0009609949123798756,21983,0.0005513907531695542,0.001370599071590197
2009,Laendlicher Raum,Ostdeutschland,inadequately,0.0005087620124364047,21983,0.0002106637632632037,0.0008068602616096057
2009,Staedtischer Raum,Ostdeutschland,inadequately,0.0003391746749576032,21983,9.575782564069798e-05,0.0005825915242745084
2010,Staedtischer Raum,Westdeutschland,middle vocational,0.2622832980972516,35837,0.2577290113202224,0.2668375848742808
2010,Staedtischer Raum,Westdeutschland,higher education,0.13915433403805497,35837,0.13557088472995,0.14273778334615994
2010,Laendlicher Raum,Westdeutschland,middle vocational,0.11048625792811839,35837,0.10724046573549775,0.11373205012073903
2010,Laendlicher Raum,Ostdeutschland,middle vocational,0.08630021141649048,35837,0.08339285724732474,0.08920756558565622
2010,Staedtischer Raum,Westdeutschland,general elemantary,0.06448202959830866,35837,0.06193909222600946,0.06702496697060786
2010,Staedtischer Raum,Westdeutschland,vocational + Abi,0.04879492600422833,35837,0.046564362156493525,0.05102548985196313
2010,Staedtischer Raum,Ostdeutschland,middle vocational,0.03758985200845666,35837,0.0356205802494057,0.039559123767507615
2010,Staedtischer Raum,Westdeutschland,higher vocational,0.03556025369978858,35837,0.03364286473542087,0.03747764266415629
2010,Laendlicher Raum,Ostdeutschland,higher education,0.033234672304439744,35837,0.03137880687603141,0.03509053773284808
2010,Laendlicher Raum,Westdeutschland,higher education,0.029133192389006343,35837,0.027391930426000823,0.030874454352011863
2010,Staedtischer Raum,Ostdeutschland,higher education,0.025792811839323467,35837,0.02415159766980936,0.027434026008837573
2010,Laendlicher Raum,Westdeutschland,general elemantary,0.024904862579281185,35837,0.023291411439331087,0.026518313719231284
2010,Laendlicher Raum,Westdeutschland,higher vocational,0.01522198731501057,35837,0.013954349758609859,0.01648962487141128
2010,Laendlicher Raum,Westdeutschland,vocational + Abi,0.012642706131078225,35837,0.011485935006956558,0.013799477255199892
2010,Laendlicher Raum,Ostdeutschland,higher vocational,0.011712473572938689,35837,0.01059854789065945,0.012826399255217927
2010,Staedtischer Raum,Westdeutschland,in school,0.011627906976744186,35837,0.010517962486702725,0.012737851466785646
2010,Staedtischer Raum,Westdeutschland,inadequately,0.010232558139534883,35837,0.009190603194049489,0.011274513085020277
2010,Laendlicher Raum,Ostdeutschland,general elemantary,0.008921775898520085,35837,0.007948199874517455,0.009895351922522715
2010,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.006723044397463002,35837,0.005876970264562176,0.007569118530363828
2010,Staedtischer Raum,Ostdeutschland,higher vocational,0.005792811839323468,35837,0.005007081706963217,0.006578541971683718
2010,Staedtischer Raum,Ostdeutschland,general elemantary,0.00507399577167019,35837,0.004338363641656759,0.005809627901683621
2010,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.004143763213530656,35837,0.0034786646082560543,0.004808861818805257
2010,Laendlicher Raum,Westdeutschland,in school,0.0039323467230443976,35837,0.0032843682648027606,0.0045803251812860345
2010,Laendlicher Raum,Westdeutschland,inadequately,0.003044397463002114,35837,0.0024739983613777097,0.0036147965646265183
2010,Laendlicher Raum,Ostdeutschland,in school,0.0014799154334038055,35837,0.0010819117420171303,0.0018779191247904807
2010,Laendlicher Raum,Ostdeutschland,inadequately,0.0008456659619450317,35837,0.0005447079138186177,0.0011466240100714456
2010,Staedtischer Raum,Ostdeutschland,in school,0.000507399577167019,35837,0.00027423901695858527,0.0007405601373754527
2010,Staedtischer Raum,Ostdeutschland,inadequately,0.00038054968287526425,35837,0.0001786139015255426,0.0005824854642249859
2011,Staedtischer Raum,Westdeutschland,middle vocational,0.26042528694275535,41903,0.25622318953539064,0.26462738435012007
2011,Staedtischer Raum,Westdeutschland,higher education,0.13564566617493615,41903,0.13236711187270928,0.13892422047716302
2011,Laendlicher Raum,Westdeutschland,middle vocational,0.11790738675205988,41903,0.1148195017899386,0.12099527171418115
2011,Laendlicher Raum,Ostdeutschland,middle vocational,0.08444572374338863,41903,0.08178337838259914,0.08710806910417812
2011,Staedtischer Raum,Westdeutschland,general elemantary,0.06382902169611053,41903,0.061488459459116886,0.06616958393310417
2011,Staedtischer Raum,Westdeutschland,vocational + Abi,0.0480336775447055,41903,0.04598620906613369,0.05008114602327731
2011,Staedtischer Raum,Ostdeutschland,middle vocational,0.03723959270319865,41903,0.03542660405397334,0.039052581352423954
2011,Staedtischer Raum,Westdeutschland,higher vocational,0.0338574461195265,41903,0.0321257119891783,0.035589180249874695
2011,Laendlicher Raum,Westdeutschland,higher education,0.03166264886842011,41903,0.029986083553150484,0.03333921418368973
2011,Laendlicher Raum,Ostdeutschland,higher education,0.03151872773720001,41903,0.029845852834106918,0.033191602640293104
2011,Laendlicher Raum,Westdeutschland,general elemantary,0.02781275860828266,41903,0.026238302693493552,0.029387214523071768
2011,Staedtischer Raum,Ostdeutschland,higher education,0.024682474004245673,41903,0.02319687749172898,0.026168070516762364
2011,Laendlicher Raum,Westdeutschland,higher vocational,0.01604720613104019,41903,0.014844054511071722,0.01725035775100866
2011,Laendlicher Raum,Westdeutschland,vocational + Abi,0.013528586334688592,41903,0.01242246702493818,0.014634705644439003
2011,Staedtischer Raum,Westdeutschland,in school,0.011657611628827403,41903,0.010629850909075448,0.012685372348579358
2011,Laendlicher Raum,Ostdeutschland,higher vocational,0.011261828517972151,41903,0.010251462761867239,0.012272194274077063
2011,Laendlicher Raum,Ostdeutschland,general elemantary,0.009750656640161191,41903,0.00880980157747016,0.010691511702852223
2011,Staedtischer Raum,Westdeutschland,inadequately,0.009642715791746123,41903,0.008707031914309153,0.010578399669183093
2011,Laendlicher Raum,Ostdeutschland,vocational + Abi,0.006368510056489044,41903,0.005606843116256221,0.007130176996721868
2011,Staedtischer Raum,Ostdeutschland,higher vocational,0.0055769438347785414,41903,0.004863898339059792,0.006289989330497291
2011,Staedtischer Raum,Ostdeutschland,general elemantary,0.004641456481847947,41903,0.00399065215961246,0.005292260804083434
2011,Staedtischer Raum,Ostdeutschland,vocational + Abi,0.004101752239772605,41903,0.003489788473237039,0.004713716006308171
2011,Laendlicher Raum,Westdeutschland,in school,0.0035980282805022847,41903,0.003024726766983529,0.00417132979402104
2011,Laendlicher Raum,Westdeutschland,inadequately,0.003310186018062102,41903,0.0027602151028325687,0.003860156933291635
2011,Laendlicher Raum,Ostdeutschland,inadequately,0.001223329615370777,41903,0.0008886421462543849,0.0015580170844871689
2011,Laendlicher Raum,Ostdeutschland,in school,0.0011873493325657539,41903,0.0008576145313671705,0.0015170841337643374
2011,Staedtischer Raum,Ostdeutschland,in school,0.0005756845248803655,41903,0.00034601638858764176,0.0008053526611730893
2011,Staedtischer Raum,Ostdeutschland,inadequately,0.00046774367646529704,41903,0.0002607124369349294,0.0006747749159956647
2012,Staedtischer Raum,Westdeutschland,middle vocational,0.2563009772944375,40229,0.25203459086503505,0.26056736372384
2012,Staedtischer Raum,Westdeutschland,higher education,0.13608641340289515,40229,0.1327357639890803,0.13943706281671
2012,Laendlicher Raum,Westdeutschland,middle vocational,0.1196267176133441,40229,0.11645544210829675,0.12279799311839146
2012,Laendlicher Raum,Ostdeutschland,middle vocational,0.08556837387023293,40229,0.08283487618058512,0.08830187155988074
2012,Staedtischer Raum,Westdeutschland,general elemantary,0.0631567345139246,40229,0.060779731371571825,0.06553373765627739
2012,Staedtischer Raum,Westdeutschland,vocational + Abi,0.04724814461018444,40229,0.04517481316817389,0.04932147605219498
2012,Staedtischer Raum,Ostdeutschland,middle vocational,0.03622602689396723,40229,0.03440009572426298,0.038051958063671475
2012,Staedtischer Raum,Westdeutschland,higher vocational,0.033286795502975974,40229,0.03153383846613115,0.0350397525398208
2012,Laendlicher Raum,Westdeutschland,higher education,0.033286795502975974,40229,0.03153383846613115,0.0350397525398208
2012,Laendlicher Raum,Ostdeutschland,higher education,0.03167021823793078,40229,0.029958928187279913,0.03338150828858164
2012,Laendlicher Raum,Westdeutschland,general elemantary,0.02946579469468734,40229,0.02781325859610432,0.03111833079327036
2012,Staedtischer Raum,Ostdeutschland,higher education,0.02476302446910133,40229,0.023244424538657698,0.02628162439954496
2012,Laendlicher Raum,Westdeutschland,higher vocational,0.01568814754941583,40229,0.014473812185496582,0.016902482913335074
2012,Laendlicher Raum,Westdeutschland,vocational + Abi,0.013924608714821074,40229,0.012779536139969135,0.015069681289673013
2012,Laendlicher Raum,Ostdeutschland,higher vocational,0.011867146741127195,40229,0.010808947907474721,0.012925345574779668
