"pgisced97","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"higher vocational","1989","AkademikerInnen","Saarland","","","",""
"higher vocational","1989","AkademikerInnen","Berlin","","","",""
"higher vocational","1989","AkademikerInnen","Brandenburg","","","",""
"higher vocational","1989","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"higher vocational","1989","AkademikerInnen","Sachsen","","","",""
"higher vocational","1989","AkademikerInnen","Sachsen-Anhalt","","","",""
"higher vocational","1989","AkademikerInnen","Thueringen","","","",""
"higher education","1989","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"higher education","1989","(noch) kein Abschluss","Hamburg","","","",""
"higher education","1989","(noch) kein Abschluss","Niedersachsen","","","",""
"higher education","1989","(noch) kein Abschluss","Bremen","","","",""
"higher education","1989","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"higher education","1989","(noch) kein Abschluss","Hessen","","","",""
"higher education","1989","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"higher education","1989","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"higher education","1989","(noch) kein Abschluss","Bayern","","","",""
"higher education","1989","(noch) kein Abschluss","Saarland","","","",""
"higher education","1989","(noch) kein Abschluss","Berlin","","","",""
"higher education","1989","(noch) kein Abschluss","Brandenburg","","","",""
"higher education","1989","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"higher education","1989","(noch) kein Abschluss","Sachsen","","","",""
"higher education","1989","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"higher education","1989","(noch) kein Abschluss","Thueringen","","","",""
"higher education","1989","Hauptschulabschluss","Schleswig-Holstein","","","",""
"higher education","1989","Hauptschulabschluss","Hamburg","","","",""
"higher education","1989","Hauptschulabschluss","Niedersachsen","","","",""
"higher education","1989","Hauptschulabschluss","Bremen","","","",""
"higher education","1989","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"higher education","1989","Hauptschulabschluss","Hessen","","","",""
"higher education","1989","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"higher education","1989","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"higher education","1989","Hauptschulabschluss","Bayern","","","",""
"higher education","1989","Hauptschulabschluss","Saarland","","","",""
"higher education","1989","Hauptschulabschluss","Berlin","","","",""
"higher education","1989","Hauptschulabschluss","Brandenburg","","","",""
"higher education","1989","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher education","1989","Hauptschulabschluss","Sachsen","","","",""
"higher education","1989","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"higher education","1989","Hauptschulabschluss","Thueringen","","","",""
"higher education","1989","Realschulabschluss","Schleswig-Holstein","","","",""
"higher education","1989","Realschulabschluss","Hamburg","","","",""
"higher education","1989","Realschulabschluss","Niedersachsen","","","",""
"higher education","1989","Realschulabschluss","Bremen","","","",""
"higher education","1989","Realschulabschluss","Nordrhein-Westfalen","","","",""
"higher education","1989","Realschulabschluss","Hessen","","","",""
"higher education","1989","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"higher education","1989","Realschulabschluss","Baden-Wuerttemberg","","","",""
"higher education","1989","Realschulabschluss","Bayern","","","",""
"higher education","1989","Realschulabschluss","Saarland","","","",""
"higher education","1989","Realschulabschluss","Berlin","","","",""
"higher education","1989","Realschulabschluss","Brandenburg","","","",""
"higher education","1989","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher education","1989","Realschulabschluss","Sachsen","","","",""
"higher education","1989","Realschulabschluss","Sachsen-Anhalt","","","",""
"higher education","1989","Realschulabschluss","Thueringen","","","",""
"higher education","1989","(Fach-)Abitur","Schleswig-Holstein","","","",""
"higher education","1989","(Fach-)Abitur","Hamburg","","","",""
"higher education","1989","(Fach-)Abitur","Niedersachsen","","","",""
"higher education","1989","(Fach-)Abitur","Bremen","","","",""
"higher education","1989","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"higher education","1989","(Fach-)Abitur","Hessen","","","",""
"higher education","1989","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"higher education","1989","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"higher education","1989","(Fach-)Abitur","Bayern","","","",""
"higher education","1989","(Fach-)Abitur","Saarland","","","",""
"higher education","1989","(Fach-)Abitur","Berlin","","","",""
"higher education","1989","(Fach-)Abitur","Brandenburg","","","",""
"higher education","1989","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"higher education","1989","(Fach-)Abitur","Sachsen","","","",""
"higher education","1989","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"higher education","1989","(Fach-)Abitur","Thueringen","","","",""
"higher education","1989","AkademikerInnen","Schleswig-Holstein","","","",""
"higher education","1989","AkademikerInnen","Hamburg","","","",""
"higher education","1989","AkademikerInnen","Niedersachsen","74","1","1","1"
"higher education","1989","AkademikerInnen","Bremen","","","",""
"higher education","1989","AkademikerInnen","Nordrhein-Westfalen","202","1","1","1"
"higher education","1989","AkademikerInnen","Hessen","80","1","1","1"
"higher education","1989","AkademikerInnen","Rheinland-Pfalz,Saarland","37","1","1","1"
"higher education","1989","AkademikerInnen","Baden-Wuerttemberg","101","1","1","1"
"higher education","1989","AkademikerInnen","Bayern","134","1","1","1"
"higher education","1989","AkademikerInnen","Saarland","","","",""
"higher education","1989","AkademikerInnen","Berlin","35","1","1","1"
"higher education","1989","AkademikerInnen","Brandenburg","","","",""
"higher education","1989","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"higher education","1989","AkademikerInnen","Sachsen","","","",""
"higher education","1989","AkademikerInnen","Sachsen-Anhalt","","","",""
"higher education","1989","AkademikerInnen","Thueringen","","","",""
"in school","1990","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"in school","1990","(noch) kein Abschluss","Hamburg","","","",""
"in school","1990","(noch) kein Abschluss","Niedersachsen","","","",""
"in school","1990","(noch) kein Abschluss","Bremen","","","",""
"in school","1990","(noch) kein Abschluss","Nordrhein-Westfalen","59","0.368319621044826","0.310570973830163","0.426068268259489"
"in school","1990","(noch) kein Abschluss","Hessen","","","",""
"in school","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"in school","1990","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"in school","1990","(noch) kein Abschluss","Bayern","","","",""
"in school","1990","(noch) kein Abschluss","Saarland","","","",""
"in school","1990","(noch) kein Abschluss","Berlin","","","",""
"in school","1990","(noch) kein Abschluss","Brandenburg","","","",""
"in school","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"in school","1990","(noch) kein Abschluss","Sachsen","","","",""
"in school","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"in school","1990","(noch) kein Abschluss","Thueringen","","","",""
"in school","1990","Hauptschulabschluss","Schleswig-Holstein","","","",""
"in school","1990","Hauptschulabschluss","Hamburg","","","",""
"in school","1990","Hauptschulabschluss","Niedersachsen","","","",""
"in school","1990","Hauptschulabschluss","Bremen","","","",""
"in school","1990","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"in school","1990","Hauptschulabschluss","Hessen","","","",""
"in school","1990","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"in school","1990","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"in school","1990","Hauptschulabschluss","Bayern","","","",""
"in school","1990","Hauptschulabschluss","Saarland","","","",""
"in school","1990","Hauptschulabschluss","Berlin","","","",""
"in school","1990","Hauptschulabschluss","Brandenburg","","","",""
"in school","1990","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"in school","1990","Hauptschulabschluss","Sachsen","","","",""
"in school","1990","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"in school","1990","Hauptschulabschluss","Thueringen","","","",""
"in school","1990","Realschulabschluss","Schleswig-Holstein","","","",""
"in school","1990","Realschulabschluss","Hamburg","","","",""
"in school","1990","Realschulabschluss","Niedersachsen","","","",""
"in school","1990","Realschulabschluss","Bremen","","","",""
"in school","1990","Realschulabschluss","Nordrhein-Westfalen","","","",""
"in school","1990","Realschulabschluss","Hessen","","","",""
"in school","1990","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"in school","1990","Realschulabschluss","Baden-Wuerttemberg","","","",""
"in school","1990","Realschulabschluss","Bayern","","","",""
"in school","1990","Realschulabschluss","Saarland","","","",""
"in school","1990","Realschulabschluss","Berlin","","","",""
"in school","1990","Realschulabschluss","Brandenburg","","","",""
"in school","1990","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"in school","1990","Realschulabschluss","Sachsen","","","",""
"in school","1990","Realschulabschluss","Sachsen-Anhalt","","","",""
"in school","1990","Realschulabschluss","Thueringen","","","",""
"in school","1990","(Fach-)Abitur","Schleswig-Holstein","","","",""
"in school","1990","(Fach-)Abitur","Hamburg","","","",""
"in school","1990","(Fach-)Abitur","Niedersachsen","","","",""
"in school","1990","(Fach-)Abitur","Bremen","","","",""
"in school","1990","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"in school","1990","(Fach-)Abitur","Hessen","","","",""
"in school","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"in school","1990","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"in school","1990","(Fach-)Abitur","Bayern","","","",""
"in school","1990","(Fach-)Abitur","Saarland","","","",""
"in school","1990","(Fach-)Abitur","Berlin","","","",""
"in school","1990","(Fach-)Abitur","Brandenburg","","","",""
"in school","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"in school","1990","(Fach-)Abitur","Sachsen","","","",""
"in school","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"in school","1990","(Fach-)Abitur","Thueringen","","","",""
"in school","1990","AkademikerInnen","Schleswig-Holstein","","","",""
"in school","1990","AkademikerInnen","Hamburg","","","",""
"in school","1990","AkademikerInnen","Niedersachsen","","","",""
"in school","1990","AkademikerInnen","Bremen","","","",""
"in school","1990","AkademikerInnen","Nordrhein-Westfalen","","","",""
"in school","1990","AkademikerInnen","Hessen","","","",""
"in school","1990","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"in school","1990","AkademikerInnen","Baden-Wuerttemberg","","","",""
"in school","1990","AkademikerInnen","Bayern","","","",""
"in school","1990","AkademikerInnen","Saarland","","","",""
"in school","1990","AkademikerInnen","Berlin","","","",""
"in school","1990","AkademikerInnen","Brandenburg","","","",""
"in school","1990","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"in school","1990","AkademikerInnen","Sachsen","","","",""
"in school","1990","AkademikerInnen","Sachsen-Anhalt","","","",""
"in school","1990","AkademikerInnen","Thueringen","","","",""
"inadequately","1990","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"inadequately","1990","(noch) kein Abschluss","Hamburg","","","",""
"inadequately","1990","(noch) kein Abschluss","Niedersachsen","38","0.592355806690562","0.463653588295412","0.721058025085713"
"inadequately","1990","(noch) kein Abschluss","Bremen","","","",""
"inadequately","1990","(noch) kein Abschluss","Nordrhein-Westfalen","186","0.546317248625314","0.48671271635793","0.605921780892698"
"inadequately","1990","(noch) kein Abschluss","Hessen","68","0.452856044264028","0.359408965533906","0.54630312299415"
"inadequately","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","35","0.719665096562542","0.586948401099062","0.852381792026023"
"inadequately","1990","(noch) kein Abschluss","Baden-Wuerttemberg","184","0.655010624056075","0.591469353640631","0.718551894471519"
"inadequately","1990","(noch) kein Abschluss","Bayern","58","0.374177803411358","0.277877708365757","0.470477898456959"
"inadequately","1990","(noch) kein Abschluss","Saarland","","","",""
"inadequately","1990","(noch) kein Abschluss","Berlin","","","",""
"inadequately","1990","(noch) kein Abschluss","Brandenburg","","","",""
"inadequately","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"inadequately","1990","(noch) kein Abschluss","Sachsen","","","",""
"inadequately","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"inadequately","1990","(noch) kein Abschluss","Thueringen","","","",""
"inadequately","1990","Hauptschulabschluss","Schleswig-Holstein","","","",""
"inadequately","1990","Hauptschulabschluss","Hamburg","","","",""
"inadequately","1990","Hauptschulabschluss","Niedersachsen","","","",""
"inadequately","1990","Hauptschulabschluss","Bremen","","","",""
"inadequately","1990","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"inadequately","1990","Hauptschulabschluss","Hessen","","","",""
"inadequately","1990","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"inadequately","1990","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"inadequately","1990","Hauptschulabschluss","Bayern","","","",""
"inadequately","1990","Hauptschulabschluss","Saarland","","","",""
"inadequately","1990","Hauptschulabschluss","Berlin","","","",""
"inadequately","1990","Hauptschulabschluss","Brandenburg","","","",""
"inadequately","1990","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"inadequately","1990","Hauptschulabschluss","Sachsen","","","",""
"inadequately","1990","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"inadequately","1990","Hauptschulabschluss","Thueringen","","","",""
"inadequately","1990","Realschulabschluss","Schleswig-Holstein","","","",""
"inadequately","1990","Realschulabschluss","Hamburg","","","",""
"inadequately","1990","Realschulabschluss","Niedersachsen","","","",""
"inadequately","1990","Realschulabschluss","Bremen","","","",""
"inadequately","1990","Realschulabschluss","Nordrhein-Westfalen","","","",""
"inadequately","1990","Realschulabschluss","Hessen","","","",""
"inadequately","1990","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
