"pgisced97","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"inadequately","1984","66 und älter","Hessen","","","",""
"inadequately","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"inadequately","1984","66 und älter","Baden-Wuerttemberg","","","",""
"inadequately","1984","66 und älter","Bayern","","","",""
"inadequately","1984","66 und älter","Saarland","","","",""
"inadequately","1984","66 und älter","Berlin","","","",""
"inadequately","1984","66 und älter","Brandenburg","","","",""
"inadequately","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"inadequately","1984","66 und älter","Sachsen","","","",""
"inadequately","1984","66 und älter","Sachsen-Anhalt","","","",""
"inadequately","1984","66 und älter","Thueringen","","","",""
"general elemantary","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"general elemantary","1984","16-34 Jahre alt","Hamburg","","","",""
"general elemantary","1984","16-34 Jahre alt","Niedersachsen","126","0.267511485433328","0.22642941831487","0.308593552551785"
"general elemantary","1984","16-34 Jahre alt","Bremen","","","",""
"general elemantary","1984","16-34 Jahre alt","Nordrhein-Westfalen","343","0.228286860406578","0.205310962989451","0.251262757823704"
"general elemantary","1984","16-34 Jahre alt","Hessen","145","0.2026197682401","0.167803136815746","0.237436399664454"
"general elemantary","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","102","0.307397705679412","0.256683829631328","0.358111581727497"
"general elemantary","1984","16-34 Jahre alt","Baden-Wuerttemberg","268","0.262743377607156","0.233190244895253","0.292296510319059"
"general elemantary","1984","16-34 Jahre alt","Bayern","206","0.246950101858818","0.216490851519748","0.277409352197888"
"general elemantary","1984","16-34 Jahre alt","Saarland","","","",""
"general elemantary","1984","16-34 Jahre alt","Berlin","38","0.222871844339709","0.153436199469974","0.292307489209444"
"general elemantary","1984","16-34 Jahre alt","Brandenburg","","","",""
"general elemantary","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"general elemantary","1984","16-34 Jahre alt","Sachsen","","","",""
"general elemantary","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"general elemantary","1984","16-34 Jahre alt","Thueringen","","","",""
"general elemantary","1984","35-65 Jahre alt","Schleswig-Holstein","41","0.192392224677308","0.138167909468912","0.246616539885704"
"general elemantary","1984","35-65 Jahre alt","Hamburg","","","",""
"general elemantary","1984","35-65 Jahre alt","Niedersachsen","167","0.276642861354371","0.241876787129629","0.311408935579114"
"general elemantary","1984","35-65 Jahre alt","Bremen","","","",""
"general elemantary","1984","35-65 Jahre alt","Nordrhein-Westfalen","422","0.2494280072096","0.22872559752402","0.27013041689518"
"general elemantary","1984","35-65 Jahre alt","Hessen","172","0.272767087139031","0.237933274223012","0.30760090005505"
"general elemantary","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","141","0.349326559575815","0.303839359109979","0.394813760041652"
"general elemantary","1984","35-65 Jahre alt","Baden-Wuerttemberg","331","0.305900385334233","0.279752968949804","0.332047801718663"
"general elemantary","1984","35-65 Jahre alt","Bayern","296","0.261154393282841","0.235148706370985","0.287160080194697"
"general elemantary","1984","35-65 Jahre alt","Saarland","","","",""
"general elemantary","1984","35-65 Jahre alt","Berlin","48","0.227499163747519","0.172722419783492","0.282275907711545"
"general elemantary","1984","35-65 Jahre alt","Brandenburg","","","",""
"general elemantary","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"general elemantary","1984","35-65 Jahre alt","Sachsen","","","",""
"general elemantary","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"general elemantary","1984","35-65 Jahre alt","Thueringen","","","",""
"general elemantary","1984","66 und älter","Schleswig-Holstein","","","",""
"general elemantary","1984","66 und älter","Hamburg","","","",""
"general elemantary","1984","66 und älter","Niedersachsen","74","0.49295730349815","0.413738314784007","0.572176292212294"
"general elemantary","1984","66 und älter","Bremen","","","",""
"general elemantary","1984","66 und älter","Nordrhein-Westfalen","107","0.382282615185149","0.326159853530441","0.438405376839857"
"general elemantary","1984","66 und älter","Hessen","38","0.366940341487968","0.274310382590233","0.459570300385703"
"general elemantary","1984","66 und älter","Rheinland-Pfalz,Saarland","56","0.531001342842917","0.43816453244912","0.623838153236714"
"general elemantary","1984","66 und älter","Baden-Wuerttemberg","96","0.464605382152707","0.397938832319278","0.531271931986137"
"general elemantary","1984","66 und älter","Bayern","88","0.380914516988741","0.319089678520683","0.442739355456798"
"general elemantary","1984","66 und älter","Saarland","","","",""
"general elemantary","1984","66 und älter","Berlin","","","",""
"general elemantary","1984","66 und älter","Brandenburg","","","",""
"general elemantary","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"general elemantary","1984","66 und älter","Sachsen","","","",""
"general elemantary","1984","66 und älter","Sachsen-Anhalt","","","",""
"general elemantary","1984","66 und älter","Thueringen","","","",""
"middle vocational","1984","16-34 Jahre alt","Schleswig-Holstein","82","0.626744663767507","0.545753779141873","0.707735548393141"
"middle vocational","1984","16-34 Jahre alt","Hamburg","49","0.466744639381825","0.37516415216467","0.558325126598979"
"middle vocational","1984","16-34 Jahre alt","Niedersachsen","211","0.491158081783299","0.444761845713229","0.537554317853369"
"middle vocational","1984","16-34 Jahre alt","Bremen","","","",""
"middle vocational","1984","16-34 Jahre alt","Nordrhein-Westfalen","590","0.504366678948501","0.476997767780881","0.53173559011612"
"middle vocational","1984","16-34 Jahre alt","Hessen","242","0.541105336574061","0.49794244585375","0.584268227294372"
"middle vocational","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","153","0.515946496120087","0.46101979087599","0.570873201364184"
"middle vocational","1984","16-34 Jahre alt","Baden-Wuerttemberg","384","0.527367063427458","0.493843761656186","0.56089036519873"
"middle vocational","1984","16-34 Jahre alt","Bayern","405","0.56395643850928","0.528930446267663","0.598982430750896"
"middle vocational","1984","16-34 Jahre alt","Saarland","","","",""
"middle vocational","1984","16-34 Jahre alt","Berlin","51","0.433364527619271","0.350687071188225","0.516041984050318"
"middle vocational","1984","16-34 Jahre alt","Brandenburg","","","",""
"middle vocational","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"middle vocational","1984","16-34 Jahre alt","Sachsen","","","",""
"middle vocational","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"middle vocational","1984","16-34 Jahre alt","Thueringen","","","",""
"middle vocational","1984","35-65 Jahre alt","Schleswig-Holstein","117","0.586483562646019","0.518739009389026","0.654228115903012"
"middle vocational","1984","35-65 Jahre alt","Hamburg","80","0.639614982737218","0.562782451837627","0.716447513636809"
"middle vocational","1984","35-65 Jahre alt","Niedersachsen","324","0.536143300046678","0.49738614487426","0.574900455219097"
"middle vocational","1984","35-65 Jahre alt","Bremen","40","0.608772322479349","0.491915808881414","0.725628836077284"
"middle vocational","1984","35-65 Jahre alt","Nordrhein-Westfalen","796","0.543705482949344","0.519873696742911","0.567537269155777"
"middle vocational","1984","35-65 Jahre alt","Hessen","296","0.533789007295271","0.494772864076067","0.572805150514476"
"middle vocational","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","196","0.505920231837946","0.458218798996931","0.553621664678962"
"middle vocational","1984","35-65 Jahre alt","Baden-Wuerttemberg","479","0.476454662016627","0.448113620392359","0.504795703640894"
"middle vocational","1984","35-65 Jahre alt","Bayern","527","0.524296410299919","0.494729940704338","0.5538628798955"
"middle vocational","1984","35-65 Jahre alt","Saarland","","","",""
"middle vocational","1984","35-65 Jahre alt","Berlin","109","0.511258182863729","0.445942613407391","0.576573752320068"
"middle vocational","1984","35-65 Jahre alt","Brandenburg","","","",""
"middle vocational","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"middle vocational","1984","35-65 Jahre alt","Sachsen","","","",""
"middle vocational","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"middle vocational","1984","35-65 Jahre alt","Thueringen","","","",""
"middle vocational","1984","66 und älter","Schleswig-Holstein","","","",""
"middle vocational","1984","66 und älter","Hamburg","","","",""
"middle vocational","1984","66 und älter","Niedersachsen","56","0.356021245990799","0.280150194451966","0.431892297529632"
"middle vocational","1984","66 und älter","Bremen","","","",""
"middle vocational","1984","66 und älter","Nordrhein-Westfalen","147","0.512387753675362","0.454659486703719","0.570116020647005"
"middle vocational","1984","66 und älter","Hessen","50","0.488879499566674","0.392808129405009","0.58495086972834"
"middle vocational","1984","66 und älter","Rheinland-Pfalz,Saarland","43","0.37961922265082","0.289339572860485","0.469898872441154"
"middle vocational","1984","66 und älter","Baden-Wuerttemberg","80","0.368421590060472","0.303943073810953","0.432900106309991"
"middle vocational","1984","66 und älter","Bayern","108","0.461783857420337","0.398313396628931","0.525254318211743"
"middle vocational","1984","66 und älter","Saarland","","","",""
"middle vocational","1984","66 und älter","Berlin","","","",""
"middle vocational","1984","66 und älter","Brandenburg","","","",""
"middle vocational","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"middle vocational","1984","66 und älter","Sachsen","","","",""
"middle vocational","1984","66 und älter","Sachsen-Anhalt","","","",""
"middle vocational","1984","66 und älter","Thueringen","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Hamburg","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Niedersachsen","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Bremen","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Nordrhein-Westfalen","49","0.0414462490827221","0.0305354909068843","0.0523570072585598"
"vocational + Abi","1984","16-34 Jahre alt","Hessen","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Bayern","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Saarland","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Berlin","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Brandenburg","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Sachsen","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"vocational + Abi","1984","16-34 Jahre alt","Thueringen","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Hamburg","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Niedersachsen","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Bremen","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Nordrhein-Westfalen","32","0.0148360725753338","0.00905157240689275","0.0206205727437748"
"vocational + Abi","1984","35-65 Jahre alt","Hessen","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Bayern","31","0.0231752220425173","0.0142675729625129","0.0320828711225218"
"vocational + Abi","1984","35-65 Jahre alt","Saarland","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Berlin","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Brandenburg","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Sachsen","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"vocational + Abi","1984","35-65 Jahre alt","Thueringen","","","",""
"vocational + Abi","1984","66 und älter","Schleswig-Holstein","","","",""
"vocational + Abi","1984","66 und älter","Hamburg","","","",""
"vocational + Abi","1984","66 und älter","Niedersachsen","","","",""
"vocational + Abi","1984","66 und älter","Bremen","","","",""
"vocational + Abi","1984","66 und älter","Nordrhein-Westfalen","","","",""
"vocational + Abi","1984","66 und älter","Hessen","","","",""
"vocational + Abi","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1984","66 und älter","Baden-Wuerttemberg","","","",""
"vocational + Abi","1984","66 und älter","Bayern","","","",""
"vocational + Abi","1984","66 und älter","Saarland","","","",""
"vocational + Abi","1984","66 und älter","Berlin","","","",""
"vocational + Abi","1984","66 und älter","Brandenburg","","","",""
"vocational + Abi","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1984","66 und älter","Sachsen","","","",""
"vocational + Abi","1984","66 und älter","Sachsen-Anhalt","","","",""
"vocational + Abi","1984","66 und älter","Thueringen","","","",""
"higher vocational","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"higher vocational","1984","16-34 Jahre alt","Hamburg","","","",""
"higher vocational","1984","16-34 Jahre alt","Niedersachsen","","","",""
"higher vocational","1984","16-34 Jahre alt","Bremen","","","",""
"higher vocational","1984","16-34 Jahre alt","Nordrhein-Westfalen","57","0.0559853141882397","0.0434009721541355","0.0685696562223439"
"higher vocational","1984","16-34 Jahre alt","Hessen","","","",""
"higher vocational","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1984","16-34 Jahre alt","Baden-Wuerttemberg","31","0.0509860317766327","0.0362157016514209","0.0657563619018446"
"higher vocational","1984","16-34 Jahre alt","Bayern","41","0.0637381601547151","0.0464837089219558","0.0809926113874743"
"higher vocational","1984","16-34 Jahre alt","Saarland","","","",""
"higher vocational","1984","16-34 Jahre alt","Berlin","","","",""
"higher vocational","1984","16-34 Jahre alt","Brandenburg","","","",""
"higher vocational","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"higher vocational","1984","16-34 Jahre alt","Sachsen","","","",""
"higher vocational","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"higher vocational","1984","16-34 Jahre alt","Thueringen","","","",""
"higher vocational","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"higher vocational","1984","35-65 Jahre alt","Hamburg","","","",""
"higher vocational","1984","35-65 Jahre alt","Niedersachsen","40","0.0730837177840788","0.0528558500752006","0.0933115854929569"
"higher vocational","1984","35-65 Jahre alt","Bremen","","","",""
"higher vocational","1984","35-65 Jahre alt","Nordrhein-Westfalen","90","0.0662250778545441","0.0543267904646546","0.0781233652444336"
"higher vocational","1984","35-65 Jahre alt","Hessen","31","0.0675345589131923","0.0479078412289243","0.0871612765974603"
"higher vocational","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1984","35-65 Jahre alt","Baden-Wuerttemberg","65","0.0821397183818194","0.0665588104069719","0.0977206263566669"
"higher vocational","1984","35-65 Jahre alt","Bayern","71","0.0786507911617287","0.0627137939967409","0.0945877883267165"
"higher vocational","1984","35-65 Jahre alt","Saarland","","","",""
"higher vocational","1984","35-65 Jahre alt","Berlin","","","",""
"higher vocational","1984","35-65 Jahre alt","Brandenburg","","","",""
"higher vocational","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"higher vocational","1984","35-65 Jahre alt","Sachsen","","","",""
"higher vocational","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"higher vocational","1984","35-65 Jahre alt","Thueringen","","","",""
"higher vocational","1984","66 und älter","Schleswig-Holstein","","","",""
"higher vocational","1984","66 und älter","Hamburg","","","",""
"higher vocational","1984","66 und älter","Niedersachsen","","","",""
"higher vocational","1984","66 und älter","Bremen","","","",""
"higher vocational","1984","66 und älter","Nordrhein-Westfalen","","","",""
"higher vocational","1984","66 und älter","Hessen","","","",""
"higher vocational","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1984","66 und älter","Baden-Wuerttemberg","","","",""
"higher vocational","1984","66 und älter","Bayern","","","",""
"higher vocational","1984","66 und älter","Saarland","","","",""
"higher vocational","1984","66 und älter","Berlin","","","",""
"higher vocational","1984","66 und älter","Brandenburg","","","",""
"higher vocational","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"higher vocational","1984","66 und älter","Sachsen","","","",""
"higher vocational","1984","66 und älter","Sachsen-Anhalt","","","",""
"higher vocational","1984","66 und älter","Thueringen","","","",""
"higher education","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"higher education","1984","16-34 Jahre alt","Hamburg","","","",""
"higher education","1984","16-34 Jahre alt","Niedersachsen","","","",""
"higher education","1984","16-34 Jahre alt","Bremen","","","",""
"higher education","1984","16-34 Jahre alt","Nordrhein-Westfalen","78","0.0773050150532489","0.0626853644655386","0.0919246656409592"
"higher education","1984","16-34 Jahre alt","Hessen","43","0.112252711325958","0.0849090788782848","0.13959634377363"
"higher education","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"higher education","1984","16-34 Jahre alt","Baden-Wuerttemberg","34","0.0464881349431247","0.0323509673674309","0.0606253025188185"
"higher education","1984","16-34 Jahre alt","Bayern","45","0.0498793832738812","0.0345030551894147","0.0652557113583477"
"higher education","1984","16-34 Jahre alt","Saarland","","","",""
"higher education","1984","16-34 Jahre alt","Berlin","","","",""
"higher education","1984","16-34 Jahre alt","Brandenburg","","","",""
"higher education","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"higher education","1984","16-34 Jahre alt","Sachsen","","","",""
"higher education","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"higher education","1984","16-34 Jahre alt","Thueringen","","","",""
"higher education","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"higher education","1984","35-65 Jahre alt","Hamburg","","","",""
"higher education","1984","35-65 Jahre alt","Niedersachsen","58","0.0927490785221085","0.0702047116136428","0.115293445430574"
"higher education","1984","35-65 Jahre alt","Bremen","","","",""
"higher education","1984","35-65 Jahre alt","Nordrhein-Westfalen","136","0.0956702388438763","0.0815966793411921","0.10974379834656"
"higher education","1984","35-65 Jahre alt","Hessen","42","0.0845578700894783","0.0627977777291654","0.106317962449791"
"higher education","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"higher education","1984","35-65 Jahre alt","Baden-Wuerttemberg","80","0.0846536897159207","0.0688578203710709","0.100449559060771"
"higher education","1984","35-65 Jahre alt","Bayern","95","0.0948872108013073","0.0775372696888457","0.112237151913769"
"higher education","1984","35-65 Jahre alt","Saarland","","","",""
"higher education","1984","35-65 Jahre alt","Berlin","","","",""
"higher education","1984","35-65 Jahre alt","Brandenburg","","","",""
"higher education","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"higher education","1984","35-65 Jahre alt","Sachsen","","","",""
"higher education","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"higher education","1984","35-65 Jahre alt","Thueringen","","","",""
"higher education","1984","66 und älter","Schleswig-Holstein","","","",""
"higher education","1984","66 und älter","Hamburg","","","",""
"higher education","1984","66 und älter","Niedersachsen","","","",""
"higher education","1984","66 und älter","Bremen","","","",""
"higher education","1984","66 und älter","Nordrhein-Westfalen","","","",""
"higher education","1984","66 und älter","Hessen","","","",""
"higher education","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"higher education","1984","66 und älter","Baden-Wuerttemberg","","","",""
"higher education","1984","66 und älter","Bayern","","","",""
"higher education","1984","66 und älter","Saarland","","","",""
"higher education","1984","66 und älter","Berlin","","","",""
"higher education","1984","66 und älter","Brandenburg","","","",""
"higher education","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"higher education","1984","66 und älter","Sachsen","","","",""
"higher education","1984","66 und älter","Sachsen-Anhalt","","","",""
"higher education","1984","66 und älter","Thueringen","","","",""
"in school","1985","16-34 Jahre alt","Schleswig-Holstein","","","",""
"in school","1985","16-34 Jahre alt","Hamburg","","","",""
"in school","1985","16-34 Jahre alt","Niedersachsen","","","",""
"in school","1985","16-34 Jahre alt","Bremen","","","",""
"in school","1985","16-34 Jahre alt","Nordrhein-Westfalen","62","0.0643326422938867","0.0501279373807281","0.0785373472070452"
"in school","1985","16-34 Jahre alt","Hessen","","","",""
"in school","1985","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"in school","1985","16-34 Jahre alt","Baden-Wuerttemberg","41","0.0670480883671738","0.0494962092512974","0.0845999674830501"
"in school","1985","16-34 Jahre alt","Bayern","","","",""
"in school","1985","16-34 Jahre alt","Saarland","","","",""
"in school","1985","16-34 Jahre alt","Berlin","","","",""
"in school","1985","16-34 Jahre alt","Brandenburg","","","",""
"in school","1985","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"in school","1985","16-34 Jahre alt","Sachsen","","","",""
"in school","1985","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"in school","1985","16-34 Jahre alt","Thueringen","","","",""
"in school","1985","35-65 Jahre alt","Schleswig-Holstein","","","",""
"in school","1985","35-65 Jahre alt","Hamburg","","","",""
"in school","1985","35-65 Jahre alt","Niedersachsen","","","",""
"in school","1985","35-65 Jahre alt","Bremen","","","",""
"in school","1985","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"in school","1985","35-65 Jahre alt","Hessen","","","",""
"in school","1985","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"in school","1985","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"in school","1985","35-65 Jahre alt","Bayern","","","",""
"in school","1985","35-65 Jahre alt","Saarland","","","",""
"in school","1985","35-65 Jahre alt","Berlin","","","",""
"in school","1985","35-65 Jahre alt","Brandenburg","","","",""
"in school","1985","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"in school","1985","35-65 Jahre alt","Sachsen","","","",""
"in school","1985","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"in school","1985","35-65 Jahre alt","Thueringen","","","",""
"in school","1985","66 und älter","Schleswig-Holstein","","","",""
"in school","1985","66 und älter","Hamburg","","","",""
"in school","1985","66 und älter","Niedersachsen","","","",""
"in school","1985","66 und älter","Bremen","","","",""
"in school","1985","66 und älter","Nordrhein-Westfalen","","","",""
