"pgisced97","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"vocational + Abi","1990","35-65 Jahre alt","Brandenburg","","","",""
"vocational + Abi","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1990","35-65 Jahre alt","Sachsen","","","",""
"vocational + Abi","1990","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"vocational + Abi","1990","35-65 Jahre alt","Thueringen","","","",""
"vocational + Abi","1990","66 und älter","Schleswig-Holstein","","","",""
"vocational + Abi","1990","66 und älter","Hamburg","","","",""
"vocational + Abi","1990","66 und älter","Niedersachsen","","","",""
"vocational + Abi","1990","66 und älter","Bremen","","","",""
"vocational + Abi","1990","66 und älter","Nordrhein-Westfalen","","","",""
"vocational + Abi","1990","66 und älter","Hessen","","","",""
"vocational + Abi","1990","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1990","66 und älter","Baden-Wuerttemberg","","","",""
"vocational + Abi","1990","66 und älter","Bayern","","","",""
"vocational + Abi","1990","66 und älter","Saarland","","","",""
"vocational + Abi","1990","66 und älter","Berlin","","","",""
"vocational + Abi","1990","66 und älter","Brandenburg","","","",""
"vocational + Abi","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1990","66 und älter","Sachsen","","","",""
"vocational + Abi","1990","66 und älter","Sachsen-Anhalt","","","",""
"vocational + Abi","1990","66 und älter","Thueringen","","","",""
"higher vocational","1990","16-34 Jahre alt","Schleswig-Holstein","","","",""
"higher vocational","1990","16-34 Jahre alt","Hamburg","","","",""
"higher vocational","1990","16-34 Jahre alt","Niedersachsen","","","",""
"higher vocational","1990","16-34 Jahre alt","Bremen","","","",""
"higher vocational","1990","16-34 Jahre alt","Nordrhein-Westfalen","50","0.0583360943354296","0.0435941382641457","0.0730780504067134"
"higher vocational","1990","16-34 Jahre alt","Hessen","","","",""
"higher vocational","1990","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1990","16-34 Jahre alt","Baden-Wuerttemberg","31","0.061867989805214","0.0442950479394852","0.0794409316709428"
"higher vocational","1990","16-34 Jahre alt","Bayern","30","0.0578870150253634","0.0391698714561182","0.0766041585946085"
"higher vocational","1990","16-34 Jahre alt","Saarland","","","",""
"higher vocational","1990","16-34 Jahre alt","Berlin","","","",""
"higher vocational","1990","16-34 Jahre alt","Brandenburg","","","",""
"higher vocational","1990","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"higher vocational","1990","16-34 Jahre alt","Sachsen","","","",""
"higher vocational","1990","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"higher vocational","1990","16-34 Jahre alt","Thueringen","","","",""
"higher vocational","1990","35-65 Jahre alt","Schleswig-Holstein","","","",""
"higher vocational","1990","35-65 Jahre alt","Hamburg","","","",""
"higher vocational","1990","35-65 Jahre alt","Niedersachsen","36","0.0919152709361825","0.0664900769695053","0.11734046490286"
"higher vocational","1990","35-65 Jahre alt","Bremen","","","",""
"higher vocational","1990","35-65 Jahre alt","Nordrhein-Westfalen","72","0.0632881439947332","0.0500729517985626","0.0765033361909038"
"higher vocational","1990","35-65 Jahre alt","Hessen","","","",""
"higher vocational","1990","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1990","35-65 Jahre alt","Baden-Wuerttemberg","53","0.0952935384690328","0.0760679492381291","0.114519127699936"
"higher vocational","1990","35-65 Jahre alt","Bayern","49","0.077591230822593","0.0589122569616928","0.0962702046834932"
"higher vocational","1990","35-65 Jahre alt","Saarland","","","",""
"higher vocational","1990","35-65 Jahre alt","Berlin","","","",""
"higher vocational","1990","35-65 Jahre alt","Brandenburg","","","",""
"higher vocational","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"higher vocational","1990","35-65 Jahre alt","Sachsen","52","0.0741526505062179","0.0548386865120161","0.0934666145004198"
"higher vocational","1990","35-65 Jahre alt","Sachsen-Anhalt","32","0.0769886752599585","0.0515248303041105","0.102452520215806"
"higher vocational","1990","35-65 Jahre alt","Thueringen","","","",""
"higher vocational","1990","66 und älter","Schleswig-Holstein","","","",""
"higher vocational","1990","66 und älter","Hamburg","","","",""
"higher vocational","1990","66 und älter","Niedersachsen","","","",""
"higher vocational","1990","66 und älter","Bremen","","","",""
"higher vocational","1990","66 und älter","Nordrhein-Westfalen","","","",""
"higher vocational","1990","66 und älter","Hessen","","","",""
"higher vocational","1990","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","1990","66 und älter","Baden-Wuerttemberg","","","",""
"higher vocational","1990","66 und älter","Bayern","","","",""
"higher vocational","1990","66 und älter","Saarland","","","",""
"higher vocational","1990","66 und älter","Berlin","","","",""
"higher vocational","1990","66 und älter","Brandenburg","","","",""
"higher vocational","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"higher vocational","1990","66 und älter","Sachsen","","","",""
"higher vocational","1990","66 und älter","Sachsen-Anhalt","","","",""
"higher vocational","1990","66 und älter","Thueringen","","","",""
"higher education","1990","16-34 Jahre alt","Schleswig-Holstein","","","",""
"higher education","1990","16-34 Jahre alt","Hamburg","","","",""
"higher education","1990","16-34 Jahre alt","Niedersachsen","","","",""
"higher education","1990","16-34 Jahre alt","Bremen","","","",""
"higher education","1990","16-34 Jahre alt","Nordrhein-Westfalen","49","0.0717237703625965","0.0554941393310754","0.0879534013941176"
"higher education","1990","16-34 Jahre alt","Hessen","","","",""
"higher education","1990","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"higher education","1990","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"higher education","1990","16-34 Jahre alt","Bayern","44","0.0681014802166708","0.0479103752853639","0.0882925851479777"
"higher education","1990","16-34 Jahre alt","Saarland","","","",""
"higher education","1990","16-34 Jahre alt","Berlin","44","0.160090462529626","0.113307138525032","0.20687378653422"
"higher education","1990","16-34 Jahre alt","Brandenburg","49","0.16946577089572","0.126287141178458","0.212644400612982"
"higher education","1990","16-34 Jahre alt","Mecklenburg-Vorpommern","32","0.130648843633138","0.0847382063275263","0.17655948093875"
"higher education","1990","16-34 Jahre alt","Sachsen","102","0.199494481054408","0.164183226500474","0.234805735608343"
"higher education","1990","16-34 Jahre alt","Sachsen-Anhalt","49","0.146646595535518","0.106482275933596","0.186810915137439"
"higher education","1990","16-34 Jahre alt","Thueringen","50","0.167836070616339","0.124674330810881","0.210997810421797"
"higher education","1990","35-65 Jahre alt","Schleswig-Holstein","","","",""
"higher education","1990","35-65 Jahre alt","Hamburg","","","",""
"higher education","1990","35-65 Jahre alt","Niedersachsen","48","0.101222137385929","0.0746778428264109","0.127766431945447"
"higher education","1990","35-65 Jahre alt","Bremen","","","",""
"higher education","1990","35-65 Jahre alt","Nordrhein-Westfalen","138","0.119671176656221","0.102054396418869","0.137287956893572"
"higher education","1990","35-65 Jahre alt","Hessen","48","0.127112330260041","0.0981177296458985","0.156106930874184"
"higher education","1990","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"higher education","1990","35-65 Jahre alt","Baden-Wuerttemberg","67","0.105864858497466","0.0857196587081125","0.12601005828682"
"higher education","1990","35-65 Jahre alt","Bayern","73","0.105818771645132","0.0843414997874472","0.127296043502816"
"higher education","1990","35-65 Jahre alt","Saarland","","","",""
"higher education","1990","35-65 Jahre alt","Berlin","94","0.280620906733377","0.231773070789251","0.329468742677503"
"higher education","1990","35-65 Jahre alt","Brandenburg","123","0.322222187291427","0.275173243243253","0.369271131339602"
"higher education","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","76","0.273702317306262","0.220021178499521","0.327383456113003"
"higher education","1990","35-65 Jahre alt","Sachsen","171","0.227301222547048","0.196409339464773","0.258193105629322"
"higher education","1990","35-65 Jahre alt","Sachsen-Anhalt","112","0.257110195494633","0.215362847562583","0.298857543426683"
"higher education","1990","35-65 Jahre alt","Thueringen","79","0.177937858284598","0.139634645103556","0.216241071465641"
"higher education","1990","66 und älter","Schleswig-Holstein","","","",""
"higher education","1990","66 und älter","Hamburg","","","",""
"higher education","1990","66 und älter","Niedersachsen","","","",""
"higher education","1990","66 und älter","Bremen","","","",""
"higher education","1990","66 und älter","Nordrhein-Westfalen","","","",""
"higher education","1990","66 und älter","Hessen","","","",""
"higher education","1990","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"higher education","1990","66 und älter","Baden-Wuerttemberg","","","",""
"higher education","1990","66 und älter","Bayern","","","",""
"higher education","1990","66 und älter","Saarland","","","",""
"higher education","1990","66 und älter","Berlin","","","",""
"higher education","1990","66 und älter","Brandenburg","","","",""
"higher education","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"higher education","1990","66 und älter","Sachsen","","","",""
"higher education","1990","66 und älter","Sachsen-Anhalt","","","",""
"higher education","1990","66 und älter","Thueringen","","","",""
"in school","1991","16-34 Jahre alt","Schleswig-Holstein","","","",""
"in school","1991","16-34 Jahre alt","Hamburg","","","",""
"in school","1991","16-34 Jahre alt","Niedersachsen","","","",""
"in school","1991","16-34 Jahre alt","Bremen","","","",""
"in school","1991","16-34 Jahre alt","Nordrhein-Westfalen","54","0.0528997460928356","0.0387258218643755","0.0670736703212958"
"in school","1991","16-34 Jahre alt","Hessen","","","",""
"in school","1991","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"in school","1991","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"in school","1991","16-34 Jahre alt","Bayern","","","",""
"in school","1991","16-34 Jahre alt","Saarland","","","",""
"in school","1991","16-34 Jahre alt","Berlin","","","",""
"in school","1991","16-34 Jahre alt","Brandenburg","","","",""
"in school","1991","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"in school","1991","16-34 Jahre alt","Sachsen","","","",""
"in school","1991","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"in school","1991","16-34 Jahre alt","Thueringen","","","",""
"in school","1991","35-65 Jahre alt","Schleswig-Holstein","","","",""
"in school","1991","35-65 Jahre alt","Hamburg","","","",""
"in school","1991","35-65 Jahre alt","Niedersachsen","","","",""
"in school","1991","35-65 Jahre alt","Bremen","","","",""
"in school","1991","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"in school","1991","35-65 Jahre alt","Hessen","","","",""
"in school","1991","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"in school","1991","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"in school","1991","35-65 Jahre alt","Bayern","","","",""
"in school","1991","35-65 Jahre alt","Saarland","","","",""
"in school","1991","35-65 Jahre alt","Berlin","","","",""
"in school","1991","35-65 Jahre alt","Brandenburg","","","",""
"in school","1991","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"in school","1991","35-65 Jahre alt","Sachsen","","","",""
"in school","1991","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"in school","1991","35-65 Jahre alt","Thueringen","","","",""
"in school","1991","66 und älter","Schleswig-Holstein","","","",""
"in school","1991","66 und älter","Hamburg","","","",""
"in school","1991","66 und älter","Niedersachsen","","","",""
"in school","1991","66 und älter","Bremen","","","",""
"in school","1991","66 und älter","Nordrhein-Westfalen","","","",""
"in school","1991","66 und älter","Hessen","","","",""
"in school","1991","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"in school","1991","66 und älter","Baden-Wuerttemberg","","","",""
"in school","1991","66 und älter","Bayern","","","",""
"in school","1991","66 und älter","Saarland","","","",""
"in school","1991","66 und älter","Berlin","","","",""
"in school","1991","66 und älter","Brandenburg","","","",""
"in school","1991","66 und älter","Mecklenburg-Vorpommern","","","",""
"in school","1991","66 und älter","Sachsen","","","",""
"in school","1991","66 und älter","Sachsen-Anhalt","","","",""
"in school","1991","66 und älter","Thueringen","","","",""
"inadequately","1991","16-34 Jahre alt","Schleswig-Holstein","","","",""
"inadequately","1991","16-34 Jahre alt","Hamburg","","","",""
"inadequately","1991","16-34 Jahre alt","Niedersachsen","","","",""
"inadequately","1991","16-34 Jahre alt","Bremen","","","",""
"inadequately","1991","16-34 Jahre alt","Nordrhein-Westfalen","44","0.0261994163208404","0.0160848757727119","0.036313956868969"
"inadequately","1991","16-34 Jahre alt","Hessen","","","",""
"inadequately","1991","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"inadequately","1991","16-34 Jahre alt","Baden-Wuerttemberg","42","0.0354531165663471","0.021926949437504","0.0489792836951902"
"inadequately","1991","16-34 Jahre alt","Bayern","","","",""
"inadequately","1991","16-34 Jahre alt","Saarland","","","",""
"inadequately","1991","16-34 Jahre alt","Berlin","","","",""
"inadequately","1991","16-34 Jahre alt","Brandenburg","","","",""
"inadequately","1991","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"inadequately","1991","16-34 Jahre alt","Sachsen","","","",""
"inadequately","1991","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"inadequately","1991","16-34 Jahre alt","Thueringen","","","",""
"inadequately","1991","35-65 Jahre alt","Schleswig-Holstein","","","",""
"inadequately","1991","35-65 Jahre alt","Hamburg","","","",""
"inadequately","1991","35-65 Jahre alt","Niedersachsen","30","0.0294192277392429","0.0142708677045925","0.0445675877738932"
"inadequately","1991","35-65 Jahre alt","Bremen","","","",""
"inadequately","1991","35-65 Jahre alt","Nordrhein-Westfalen","123","0.0295789278144634","0.0203514177025369","0.03880643792639"
"inadequately","1991","35-65 Jahre alt","Hessen","50","0.0289346083836863","0.0143438739174477","0.0435253428499248"
"inadequately","1991","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"inadequately","1991","35-65 Jahre alt","Baden-Wuerttemberg","141","0.0423210240450053","0.0291756255465234","0.0554664225434871"
"inadequately","1991","35-65 Jahre alt","Bayern","50","0.0220579571281803","0.0117705385051764","0.0323453757511843"
"inadequately","1991","35-65 Jahre alt","Saarland","","","",""
"inadequately","1991","35-65 Jahre alt","Berlin","","","",""
"inadequately","1991","35-65 Jahre alt","Brandenburg","","","",""
"inadequately","1991","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"inadequately","1991","35-65 Jahre alt","Sachsen","","","",""
"inadequately","1991","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"inadequately","1991","35-65 Jahre alt","Thueringen","","","",""
"inadequately","1991","66 und älter","Schleswig-Holstein","","","",""
"inadequately","1991","66 und älter","Hamburg","","","",""
"inadequately","1991","66 und älter","Niedersachsen","","","",""
"inadequately","1991","66 und älter","Bremen","","","",""
"inadequately","1991","66 und älter","Nordrhein-Westfalen","","","",""
"inadequately","1991","66 und älter","Hessen","","","",""
"inadequately","1991","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"inadequately","1991","66 und älter","Baden-Wuerttemberg","","","",""
"inadequately","1991","66 und älter","Bayern","","","",""
"inadequately","1991","66 und älter","Saarland","","","",""
"inadequately","1991","66 und älter","Berlin","","","",""
"inadequately","1991","66 und älter","Brandenburg","","","",""
"inadequately","1991","66 und älter","Mecklenburg-Vorpommern","","","",""
"inadequately","1991","66 und älter","Sachsen","","","",""
"inadequately","1991","66 und älter","Sachsen-Anhalt","","","",""
"inadequately","1991","66 und älter","Thueringen","","","",""
"general elemantary","1991","16-34 Jahre alt","Schleswig-Holstein","","","",""
"general elemantary","1991","16-34 Jahre alt","Hamburg","","","",""
"general elemantary","1991","16-34 Jahre alt","Niedersachsen","84","0.19602518392402","0.155519864118427","0.236530503729613"
"general elemantary","1991","16-34 Jahre alt","Bremen","","","",""
"general elemantary","1991","16-34 Jahre alt","Nordrhein-Westfalen","246","0.211533376817856","0.185672309513976","0.237394444121735"
"general elemantary","1991","16-34 Jahre alt","Hessen","92","0.206722439023288","0.163551038684455","0.24989383936212"
"general elemantary","1991","16-34 Jahre alt","Rheinland-Pfalz,Saarland","69","0.223788380415965","0.172733537438724","0.274843223393207"
"general elemantary","1991","16-34 Jahre alt","Baden-Wuerttemberg","221","0.250116914576366","0.218439175372729","0.281794653780003"
"general elemantary","1991","16-34 Jahre alt","Bayern","120","0.163590478768236","0.134041781333402","0.193139176203069"
"general elemantary","1991","16-34 Jahre alt","Saarland","","","",""
"general elemantary","1991","16-34 Jahre alt","Berlin","45","0.160850926699153","0.111968859086048","0.209732994312258"
"general elemantary","1991","16-34 Jahre alt","Brandenburg","31","0.122468942974984","0.0820735290144269","0.16286435693554"
"general elemantary","1991","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"general elemantary","1991","16-34 Jahre alt","Sachsen","50","0.103016666196336","0.0742516000231243","0.131781732369548"
"general elemantary","1991","16-34 Jahre alt","Sachsen-Anhalt","40","0.130902093239012","0.0915351961877978","0.170268990290226"
"general elemantary","1991","16-34 Jahre alt","Thueringen","","","",""
"general elemantary","1991","35-65 Jahre alt","Schleswig-Holstein","","","",""
"general elemantary","1991","35-65 Jahre alt","Hamburg","","","",""
"general elemantary","1991","35-65 Jahre alt","Niedersachsen","109","0.233269173073782","0.195356510993288","0.271181835154277"
"general elemantary","1991","35-65 Jahre alt","Bremen","","","",""
"general elemantary","1991","35-65 Jahre alt","Nordrhein-Westfalen","278","0.189716562768106","0.168362313325768","0.211070812210443"
"general elemantary","1991","35-65 Jahre alt","Hessen","127","0.230529360814412","0.193868449119477","0.267190272509346"
"general elemantary","1991","35-65 Jahre alt","Rheinland-Pfalz,Saarland","106","0.329799996993532","0.277632700513781","0.381967293473283"
"general elemantary","1991","35-65 Jahre alt","Baden-Wuerttemberg","224","0.221178024594983","0.194077619571582","0.248278429618383"
"general elemantary","1991","35-65 Jahre alt","Bayern","199","0.215715753012974","0.186905644991903","0.244525861034046"
"general elemantary","1991","35-65 Jahre alt","Saarland","","","",""
"general elemantary","1991","35-65 Jahre alt","Berlin","39","0.140439011139089","0.102781081077738","0.178096941200439"
"general elemantary","1991","35-65 Jahre alt","Brandenburg","","","",""
"general elemantary","1991","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"general elemantary","1991","35-65 Jahre alt","Sachsen","50","0.0836433295017888","0.0627423773254114","0.104544281678166"
"general elemantary","1991","35-65 Jahre alt","Sachsen-Anhalt","43","0.116062002691003","0.0853931866044294","0.146730818777577"
"general elemantary","1991","35-65 Jahre alt","Thueringen","","","",""
"general elemantary","1991","66 und älter","Schleswig-Holstein","","","",""
"general elemantary","1991","66 und älter","Hamburg","","","",""
"general elemantary","1991","66 und älter","Niedersachsen","50","0.435663050149254","0.34619835333413","0.525127746964378"
"general elemantary","1991","66 und älter","Bremen","","","",""
"general elemantary","1991","66 und älter","Nordrhein-Westfalen","87","0.358243945719547","0.299043873345155","0.417444018093939"
"general elemantary","1991","66 und älter","Hessen","36","0.264273080400851","0.1818713113871","0.346674849414601"
"general elemantary","1991","66 und älter","Rheinland-Pfalz,Saarland","36","0.419476046343109","0.318639530209333","0.520312562476885"
"general elemantary","1991","66 und älter","Baden-Wuerttemberg","72","0.443923165684957","0.369236179253438","0.518610152116477"
"general elemantary","1991","66 und älter","Bayern","64","0.303099522998856","0.240185252126697","0.366013793871014"
"general elemantary","1991","66 und älter","Saarland","","","",""
"general elemantary","1991","66 und älter","Berlin","","","",""
"general elemantary","1991","66 und älter","Brandenburg","","","",""
"general elemantary","1991","66 und älter","Mecklenburg-Vorpommern","","","",""
"general elemantary","1991","66 und älter","Sachsen","43","0.347042962689641","0.265526304409566","0.428559620969716"
"general elemantary","1991","66 und älter","Sachsen-Anhalt","","","",""
"general elemantary","1991","66 und älter","Thueringen","","","",""
"middle vocational","1991","16-34 Jahre alt","Schleswig-Holstein","57","0.578225005496762","0.483766234610228","0.672683776383295"
"middle vocational","1991","16-34 Jahre alt","Hamburg","","","",""
"middle vocational","1991","16-34 Jahre alt","Niedersachsen","193","0.546205533739692","0.495408008633926","0.597003058845457"
"middle vocational","1991","16-34 Jahre alt","Bremen","","","",""
"middle vocational","1991","16-34 Jahre alt","Nordrhein-Westfalen","462","0.490021215254865","0.458365740384599","0.521676690125131"
"middle vocational","1991","16-34 Jahre alt","Hessen","154","0.495796195165518","0.442494085928276","0.549098304402761"
"middle vocational","1991","16-34 Jahre alt","Rheinland-Pfalz,Saarland","136","0.573596984149266","0.513015254045795","0.634178714252738"
"middle vocational","1991","16-34 Jahre alt","Baden-Wuerttemberg","354","0.537979185620023","0.50151224111637","0.574446130123676"
"middle vocational","1991","16-34 Jahre alt","Bayern","335","0.593169715985635","0.553928182772902","0.632411249198369"
"middle vocational","1991","16-34 Jahre alt","Saarland","","","",""
"middle vocational","1991","16-34 Jahre alt","Berlin","96","0.51210056029854","0.445594532537384","0.578606588059696"
"middle vocational","1991","16-34 Jahre alt","Brandenburg","148","0.607670530572552","0.547505050882002","0.667836010263101"
"middle vocational","1991","16-34 Jahre alt","Mecklenburg-Vorpommern","118","0.672536644445292","0.604169390887805","0.740903898002779"
"middle vocational","1991","16-34 Jahre alt","Sachsen","258","0.621972921600344","0.576088354508901","0.667857488691788"
"middle vocational","1991","16-34 Jahre alt","Sachsen-Anhalt","174","0.647420388977264","0.59165749300398","0.703183284950547"
"middle vocational","1991","16-34 Jahre alt","Thueringen","179","0.70279843869358","0.64766855644277","0.75792832094439"
"middle vocational","1991","35-65 Jahre alt","Schleswig-Holstein","89","0.574862713552758","0.497285806553216","0.652439620552299"
"middle vocational","1991","35-65 Jahre alt","Hamburg","50","0.726776911414435","0.630910095297604","0.822643727531266"
"middle vocational","1991","35-65 Jahre alt","Niedersachsen","253","0.540429077648137","0.495752513324453","0.585105641971821"
"middle vocational","1991","35-65 Jahre alt","Bremen","","","",""
"middle vocational","1991","35-65 Jahre alt","Nordrhein-Westfalen","645","0.568641615512279","0.541667224488346","0.595616006536212"
"middle vocational","1991","35-65 Jahre alt","Hessen","241","0.527576169738096","0.484119884907163","0.571032454569028"
"middle vocational","1991","35-65 Jahre alt","Rheinland-Pfalz,Saarland","145","0.503846778177477","0.448367864985127","0.559325691369826"
"middle vocational","1991","35-65 Jahre alt","Baden-Wuerttemberg","386","0.484383763865266","0.451751757543118","0.517015770187414"
"middle vocational","1991","35-65 Jahre alt","Bayern","384","0.545804889561473","0.510930457137764","0.580679321985181"
"middle vocational","1991","35-65 Jahre alt","Saarland","","","",""
"middle vocational","1991","35-65 Jahre alt","Berlin","150","0.490792405451807","0.436608467191828","0.544976343711787"
"middle vocational","1991","35-65 Jahre alt","Brandenburg","190","0.530331631280707","0.47899064585199","0.581672616709425"
"middle vocational","1991","35-65 Jahre alt","Mecklenburg-Vorpommern","136","0.522094718475778","0.461378183060822","0.582811253890734"
"middle vocational","1991","35-65 Jahre alt","Sachsen","380","0.577036712258809","0.539739944031039","0.614333480486579"
"middle vocational","1991","35-65 Jahre alt","Sachsen-Anhalt","221","0.52258626661281","0.474759884464329","0.570412648761291"
"middle vocational","1991","35-65 Jahre alt","Thueringen","237","0.675877966611357","0.627729417997865","0.724026515224849"
"middle vocational","1991","66 und älter","Schleswig-Holstein","","","",""
"middle vocational","1991","66 und älter","Hamburg","","","",""
"middle vocational","1991","66 und älter","Niedersachsen","52","0.429432824399232","0.340121177515105","0.518744471283358"
"middle vocational","1991","66 und älter","Bremen","","","",""
"middle vocational","1991","66 und älter","Nordrhein-Westfalen","124","0.506742048189348","0.445014597745804","0.568469498632893"
"middle vocational","1991","66 und älter","Hessen","52","0.557784942937174","0.464973418797427","0.650596467076922"
"middle vocational","1991","66 und älter","Rheinland-Pfalz,Saarland","44","0.490977954467326","0.388824403124689","0.593131505809963"
"middle vocational","1991","66 und älter","Baden-Wuerttemberg","69","0.42876399458994","0.354369538780717","0.503158450399164"
"middle vocational","1991","66 und älter","Bayern","100","0.512649148890418","0.444226143629028","0.581072154151807"
"middle vocational","1991","66 und älter","Saarland","","","",""
"middle vocational","1991","66 und älter","Berlin","","","",""
"middle vocational","1991","66 und älter","Brandenburg","33","0.512107680642861","0.390591517555676","0.633623843730047"
"middle vocational","1991","66 und älter","Mecklenburg-Vorpommern","","","",""
"middle vocational","1991","66 und älter","Sachsen","65","0.486669608830878","0.401078619769248","0.572260597892507"
"middle vocational","1991","66 und älter","Sachsen-Anhalt","46","0.495019451185853","0.395005420167133","0.595033482204573"
"middle vocational","1991","66 und älter","Thueringen","41","0.617619010975955","0.502113658819786","0.733124363132124"
"vocational + Abi","1991","16-34 Jahre alt","Schleswig-Holstein","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Hamburg","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Niedersachsen","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Bremen","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Nordrhein-Westfalen","46","0.0649785998421319","0.0493700956140352","0.0805871040702286"
"vocational + Abi","1991","16-34 Jahre alt","Hessen","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Baden-Wuerttemberg","32","0.0554598892614405","0.038718728354922","0.072201050167959"
"vocational + Abi","1991","16-34 Jahre alt","Bayern","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Saarland","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Berlin","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Brandenburg","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Sachsen","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"vocational + Abi","1991","16-34 Jahre alt","Thueringen","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Schleswig-Holstein","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Hamburg","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Niedersachsen","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Bremen","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Nordrhein-Westfalen","36","0.0220604110534872","0.014060668315747","0.0300601537912274"
"vocational + Abi","1991","35-65 Jahre alt","Hessen","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Bayern","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Saarland","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Berlin","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Brandenburg","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Sachsen","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"vocational + Abi","1991","35-65 Jahre alt","Thueringen","","","",""
"vocational + Abi","1991","66 und älter","Schleswig-Holstein","","","",""
"vocational + Abi","1991","66 und älter","Hamburg","","","",""
"vocational + Abi","1991","66 und älter","Niedersachsen","","","",""
"vocational + Abi","1991","66 und älter","Bremen","","","",""
"vocational + Abi","1991","66 und älter","Nordrhein-Westfalen","","","",""
"vocational + Abi","1991","66 und älter","Hessen","","","",""
"vocational + Abi","1991","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","1991","66 und älter","Baden-Wuerttemberg","","","",""
"vocational + Abi","1991","66 und älter","Bayern","","","",""
"vocational + Abi","1991","66 und älter","Saarland","","","",""
"vocational + Abi","1991","66 und älter","Berlin","","","",""
"vocational + Abi","1991","66 und älter","Brandenburg","","","",""
"vocational + Abi","1991","66 und älter","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","1991","66 und älter","Sachsen","","","",""
"vocational + Abi","1991","66 und älter","Sachsen-Anhalt","","","",""
"vocational + Abi","1991","66 und älter","Thueringen","","","",""
"higher vocational","1991","16-34 Jahre alt","Schleswig-Holstein","","","",""
