year,quintil_oecd,sex,pgisced97,proportion,n,lower_confidence,upper_confidence
1984,1. Quintil,maennlich,middle vocational,0.15431472081218275,16099,0.14873432909613493,0.15989511252823058
1984,1. Quintil,weiblich,general elemantary,0.13705583756345177,16099,0.13174336453950292,0.14236831058740063
1984,1. Quintil,weiblich,middle vocational,0.11666666666666667,16099,0.11170768702243701,0.12162564631089633
1984,2. Quintil,maennlich,middle vocational,0.07089678510998308,16099,0.0669321623153317,0.07486140790463447
1984,1. Quintil,maennlich,general elemantary,0.06514382402707276,16099,0.06133171207557281,0.06895593597857272
1984,2. Quintil,weiblich,middle vocational,0.06023688663282572,16099,0.056561550392070004,0.06391222287358143
1984,1. Quintil,weiblich,inadequately,0.03781725888324873,16099,0.0348705961826133,0.04076392158388416
1984,2. Quintil,weiblich,general elemantary,0.03654822335025381,16099,0.03364951349367251,0.03944693320683511
1984,3. Quintil,maennlich,middle vocational,0.03003384094754653,16099,0.027397264606481907,0.032670417288611156
1984,3. Quintil,weiblich,middle vocational,0.024534686971235193,16099,0.02214493517222258,0.026924438770247805
1984,1. Quintil,maennlich,inadequately,0.023519458544839257,16099,0.021178454966348043,0.02586046212333047
1984,2. Quintil,maennlich,general elemantary,0.019120135363790185,16099,0.017004650062124548,0.021235620665455823
1984,1. Quintil,maennlich,higher vocational,0.013197969543147208,16099,0.011435079603842914,0.014960859482451502
1984,1. Quintil,maennlich,higher education,0.013028764805414551,16099,0.011277061735502488,0.014780467875326614
1984,2. Quintil,maennlich,higher education,0.012521150592216581,16099,0.010803469078063165,0.014238832106369998
1984,2. Quintil,maennlich,higher vocational,0.010913705583756345,16099,0.009308761781453288,0.012518649386059401
1984,3. Quintil,weiblich,general elemantary,0.010829103214890017,16099,0.009230323855482742,0.012427882574297291
1984,4. Quintil,weiblich,middle vocational,0.01074450084602369,16099,0.009151910862488124,0.012337090829559255
1984,1. Quintil,weiblich,higher vocational,0.009898477157360405,16099,0.008369219449937727,0.011427734864783084
1984,3. Quintil,maennlich,higher education,0.009306260575296108,16099,0.007823012017490825,0.01078950913310139
1984,1. Quintil,maennlich,vocational + Abi,0.00922165820642978,16099,0.007745104037705026,0.010698212375154535
1984,2. Quintil,weiblich,inadequately,0.008883248730964468,16099,0.007433793050469289,0.010332704411459646
1984,4. Quintil,maennlich,middle vocational,0.008460236886632826,16099,0.007045411152808598,0.009875062620457054
1984,2. Quintil,weiblich,higher vocational,0.007698815566835871,16099,0.006348639722323111,0.009048991411348632
1984,2. Quintil,maennlich,inadequately,0.007614213197969543,16099,0.0062714191566199395,0.008957007239319147
1984,4. Quintil,maennlich,higher education,0.007106598984771574,16099,0.00580900495683547,0.008404193012707678
1984,1. Quintil,weiblich,higher education,0.006091370558375634,16099,0.0048894179015817486,0.00729332321516952
1984,2. Quintil,weiblich,higher education,0.005583756345177665,16099,0.004432680460120178,0.006734832230235152
1984,3. Quintil,maennlich,general elemantary,0.005076142131979695,16099,0.003978354254537188,0.006173930009422202
1984,1. Quintil,weiblich,vocational + Abi,0.004822335025380711,16099,0.0037522072880399335,0.005892462762721489
1984,3. Quintil,weiblich,higher education,0.0047377326565143825,16099,0.003676988455886569,0.005798476857142196
1984,3. Quintil,maennlich,higher vocational,0.004653130287648054,16099,0.003601855001064984,0.005704405574231124
1984,2. Quintil,maennlich,vocational + Abi,0.003722504230118443,16099,0.002781775557059847,0.00466323290317704
1984,4. Quintil,weiblich,higher education,0.003553299492385787,16099,0.0026341216117623622,0.004472477373009212
1984,3. Quintil,weiblich,higher vocational,0.003553299492385787,16099,0.0026341216117623622,0.004472477373009212
1984,5. Quintil,maennlich,higher education,0.003299492385786802,16099,0.0024136376196645473,0.004185347151909057
1984,4. Quintil,weiblich,general elemantary,0.0031302876480541453,16099,0.00226737279285255,0.00399320250325574
1984,5. Quintil,weiblich,middle vocational,0.0027072758037225042,16099,0.001904611041626248,0.0035099405658187604
1984,5. Quintil,maennlich,middle vocational,0.0027072758037225042,16099,0.001904611041626248,0.0035099405658187604
