"pgisced97","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"in school","1998","35-65 Jahre alt","weiblich","","","",""
"in school","1998","66 und älter","maennlich","","","",""
"in school","1998","66 und älter","weiblich","","","",""
"inadequately","1998","16-34 Jahre alt","maennlich","38","0.0142434303383079","0.00939135333658669","0.0190955073400291"
"inadequately","1998","16-34 Jahre alt","weiblich","51","0.0167929559983023","0.0115688005061986","0.0220171114904061"
"inadequately","1998","35-65 Jahre alt","maennlich","128","0.0216863203557602","0.0169335500696289","0.0264390906418916"
"inadequately","1998","35-65 Jahre alt","weiblich","181","0.030354496510197","0.0248182964699803","0.0358906965504137"
"inadequately","1998","66 und älter","maennlich","","","",""
"inadequately","1998","66 und älter","weiblich","30","0.0129984103845808","0.00624317849970337","0.0197536422694583"
"general elemantary","1998","16-34 Jahre alt","maennlich","471","0.176230083825309","0.160628146314302","0.191832021336316"
"general elemantary","1998","16-34 Jahre alt","weiblich","442","0.161731495410108","0.146761595217493","0.176701395602723"
"general elemantary","1998","35-65 Jahre alt","maennlich","361","0.0844731267673707","0.0753988993398242","0.0935473541949173"
"general elemantary","1998","35-65 Jahre alt","weiblich","716","0.197262048891816","0.184420942889245","0.210103154894387"
"general elemantary","1998","66 und älter","maennlich","91","0.128597659714768","0.104297438878029","0.152897880551508"
"general elemantary","1998","66 und älter","weiblich","480","0.453251688095211","0.423562408898736","0.482940967291686"
"middle vocational","1998","16-34 Jahre alt","maennlich","1157","0.50931907336674","0.488848495389583","0.529789651343897"
"middle vocational","1998","16-34 Jahre alt","weiblich","1154","0.501641739209906","0.481313596900946","0.521969881518866"
"middle vocational","1998","35-65 Jahre alt","maennlich","1947","0.559588833794891","0.543390195526484","0.575787472063297"
"middle vocational","1998","35-65 Jahre alt","weiblich","1912","0.545125093617622","0.529056131010273","0.561194056224972"
"middle vocational","1998","66 und älter","maennlich","423","0.605944475671256","0.570472983989369","0.641415967353143"
"middle vocational","1998","66 und älter","weiblich","465","0.429977713324636","0.400451680097572","0.459503746551699"
"vocational + Abi","1998","16-34 Jahre alt","maennlich","130","0.0806723908244226","0.0695208940803245","0.0918238875685207"
"vocational + Abi","1998","16-34 Jahre alt","weiblich","151","0.0805799365018613","0.0695136864847903","0.0916461865189323"
"vocational + Abi","1998","35-65 Jahre alt","maennlich","94","0.0244611056599575","0.0194205877411","0.0295016235788149"
"vocational + Abi","1998","35-65 Jahre alt","weiblich","106","0.0296050830250321","0.0241355385061955","0.0350746275438688"
"vocational + Abi","1998","66 und älter","maennlich","","","",""
"vocational + Abi","1998","66 und älter","weiblich","","","",""
"higher vocational","1998","16-34 Jahre alt","maennlich","119","0.049956107828109","0.0410353514589216","0.0588768641972965"
"higher vocational","1998","16-34 Jahre alt","weiblich","125","0.0618784469915331","0.0520828865484834","0.0716740074345828"
"higher vocational","1998","35-65 Jahre alt","maennlich","327","0.0939329142099428","0.084413638582131","0.103452189837755"
"higher vocational","1998","35-65 Jahre alt","weiblich","175","0.0560931979405372","0.0486679079155273","0.063518487965547"
"higher vocational","1998","66 und älter","maennlich","54","0.0811433350809491","0.0613219208015915","0.100964749360307"
"higher vocational","1998","66 und älter","weiblich","","","",""
"higher education","1998","16-34 Jahre alt","maennlich","214","0.102710827127789","0.0902797181591469","0.115141936096431"
"higher education","1998","16-34 Jahre alt","weiblich","230","0.102550621000389","0.090216614949346","0.114884627051431"
"higher education","1998","35-65 Jahre alt","maennlich","750","0.215432605105619","0.202017759735322","0.228847450475916"
"higher education","1998","35-65 Jahre alt","weiblich","598","0.141327249892107","0.130085845844933","0.15256865393928"
"higher education","1998","66 und älter","maennlich","122","0.149032317496373","0.123181094864801","0.174883540127944"
"higher education","1998","66 und älter","weiblich","65","0.0579489219085536","0.0440142701703936","0.0718835736467135"
"in school","1999","16-34 Jahre alt","maennlich","159","0.0710099456684766","0.0602307741951916","0.0817891171417616"
"in school","1999","16-34 Jahre alt","weiblich","161","0.0754369109128264","0.064497819087783","0.0863760027378699"
"in school","1999","35-65 Jahre alt","maennlich","","","",""
"in school","1999","35-65 Jahre alt","weiblich","","","",""
"in school","1999","66 und älter","maennlich","","","",""
"in school","1999","66 und älter","weiblich","","","",""
"inadequately","1999","16-34 Jahre alt","maennlich","37","0.0148551584072907","0.00977813757216762","0.0199321792424138"
"inadequately","1999","16-34 Jahre alt","weiblich","46","0.0162340944290162","0.0109995250334886","0.0214686638245438"
"inadequately","1999","35-65 Jahre alt","maennlich","116","0.0204933073048293","0.015852904713456","0.0251337098962027"
"inadequately","1999","35-65 Jahre alt","weiblich","171","0.029380380639197","0.0239072117124442","0.0348535495659498"
"inadequately","1999","66 und älter","maennlich","","","",""
"inadequately","1999","66 und älter","weiblich","35","0.0170914334541111","0.00933259869683349","0.0248502682113887"
"general elemantary","1999","16-34 Jahre alt","maennlich","451","0.181934771201185","0.165743830598236","0.198125711804133"
"general elemantary","1999","16-34 Jahre alt","weiblich","435","0.17050366057725","0.154926254735248","0.186081066419253"
"general elemantary","1999","35-65 Jahre alt","maennlich","343","0.0794935513900148","0.0706337232438868","0.0883533795361428"
"general elemantary","1999","35-65 Jahre alt","weiblich","667","0.183173581228197","0.170636919231219","0.195710243225175"
"general elemantary","1999","66 und älter","maennlich","89","0.1208213804029","0.0975425552350561","0.144100205570745"
"general elemantary","1999","66 und älter","weiblich","476","0.445754486213613","0.416000192005442","0.475508780421783"
"middle vocational","1999","16-34 Jahre alt","maennlich","1110","0.520966646026972","0.500001007462227","0.541932284591716"
"middle vocational","1999","16-34 Jahre alt","weiblich","1116","0.499493624300019","0.478783112762474","0.520204135837565"
"middle vocational","1999","35-65 Jahre alt","maennlich","1934","0.562879804938876","0.546633514988941","0.57912609488881"
"middle vocational","1999","35-65 Jahre alt","weiblich","1923","0.555215375466891","0.539109244135234","0.571321506798547"
"middle vocational","1999","66 und älter","maennlich","437","0.608408895504639","0.573545892818642","0.643271898190635"
"middle vocational","1999","66 und älter","weiblich","448","0.420488522144725","0.390938433218072","0.450038611071377"
"vocational + Abi","1999","16-34 Jahre alt","maennlich","118","0.0708149528320201","0.060049461651292","0.0815804440127481"
"vocational + Abi","1999","16-34 Jahre alt","weiblich","146","0.0796036818458615","0.0683918891735255","0.0908154745181976"
"vocational + Abi","1999","35-65 Jahre alt","maennlich","101","0.0275633779302013","0.0222011804592385","0.0329255754011641"
"vocational + Abi","1999","35-65 Jahre alt","weiblich","113","0.0340519028821308","0.0281738539164699","0.0399299518477917"
"vocational + Abi","1999","66 und älter","maennlich","","","",""
"vocational + Abi","1999","66 und älter","weiblich","","","",""
"higher vocational","1999","16-34 Jahre alt","maennlich","102","0.0453410670810709","0.0366095391622208","0.0540725949999209"
"higher vocational","1999","16-34 Jahre alt","weiblich","122","0.0591152431023958","0.0493464929866328","0.0688839932181588"
"higher vocational","1999","35-65 Jahre alt","maennlich","334","0.0942453251003125","0.0846760039246192","0.103814646276006"
"higher vocational","1999","35-65 Jahre alt","weiblich","180","0.0582404149368964","0.0506499589629541","0.0658308709108386"
"higher vocational","1999","66 und älter","maennlich","53","0.0716912131521897","0.0532652669716137","0.0901171593327657"
"higher vocational","1999","66 und älter","weiblich","32","0.037177751711932","0.0258520448119351","0.048503458611929"
"higher education","1999","16-34 Jahre alt","maennlich","204","0.0950774587829856","0.0827672691195445","0.107387648446427"
"higher education","1999","16-34 Jahre alt","weiblich","213","0.0996127848326304","0.0872078854814875","0.112017684183773"
"higher education","1999","35-65 Jahre alt","maennlich","752","0.214931891266368","0.201477934478243","0.228385848054494"
"higher education","1999","35-65 Jahre alt","weiblich","602","0.13965971508209","0.128425148662083","0.150894281502097"
"higher education","1999","66 und älter","maennlich","130","0.154639168028099","0.128814698093812","0.180463637962386"
"higher education","1999","66 und älter","weiblich","70","0.0660770250256639","0.0512063230898937","0.0809477269614342"
"in school","2000","16-34 Jahre alt","maennlich","239","0.0633064544494107","0.0551901495050683","0.0714227593937531"
"in school","2000","16-34 Jahre alt","weiblich","251","0.0631534587909745","0.0552967799945505","0.0710101375873985"
"in school","2000","35-65 Jahre alt","maennlich","","","",""
"in school","2000","35-65 Jahre alt","weiblich","","","",""
"in school","2000","66 und älter","maennlich","","","",""
"in school","2000","66 und älter","weiblich","","","",""
"inadequately","2000","16-34 Jahre alt","maennlich","54","0.0160911151443553","0.011897330656266","0.0202848996324446"
"inadequately","2000","16-34 Jahre alt","weiblich","47","0.0111889718245141","0.00779148375955273","0.0145864598894755"
"inadequately","2000","35-65 Jahre alt","maennlich","96","0.0134261126383087","0.0106582877718416","0.0161939375047758"
"inadequately","2000","35-65 Jahre alt","weiblich","146","0.018585612895368","0.0153784174597038","0.0217928083310321"
"inadequately","2000","66 und älter","maennlich","","","",""
"inadequately","2000","66 und älter","weiblich","43","0.0172214753961198","0.0116439962565239","0.0227989545357156"
"general elemantary","2000","16-34 Jahre alt","maennlich","609","0.160910950332497","0.148663874042658","0.173158026622337"
"general elemantary","2000","16-34 Jahre alt","weiblich","659","0.167033259247306","0.154985077587223","0.17908144090739"
"general elemantary","2000","35-65 Jahre alt","maennlich","431","0.0618752802237729","0.0560811595668817","0.0676694008806641"
"general elemantary","2000","35-65 Jahre alt","weiblich","957","0.140837486123374","0.132576962763551","0.149098009483198"
"general elemantary","2000","66 und älter","maennlich","124","0.0800270403660145","0.0664885251595716","0.0935655555724575"
"general elemantary","2000","66 und älter","weiblich","802","0.375509399456424","0.354748397605129","0.39627040130772"
"middle vocational","2000","16-34 Jahre alt","maennlich","1766","0.504815621074472","0.48815138316723","0.521479858981714"
"middle vocational","2000","16-34 Jahre alt","weiblich","1810","0.49934129244556","0.483191169738946","0.515491415152174"
"middle vocational","2000","35-65 Jahre alt","maennlich","3641","0.553782388752215","0.541827609008876","0.565737168495553"
"middle vocational","2000","35-65 Jahre alt","weiblich","3783","0.561982357200304","0.550200387161037","0.57376432723957"
"middle vocational","2000","66 und älter","maennlich","898","0.588284011022755","0.563728017113728","0.612840004931781"
"middle vocational","2000","66 und älter","weiblich","980","0.469874593015156","0.448477477135248","0.491271708895065"
"vocational + Abi","2000","16-34 Jahre alt","maennlich","237","0.0835627502263839","0.0743393017565055","0.0927861986962624"
"vocational + Abi","2000","16-34 Jahre alt","weiblich","284","0.0824511103713684","0.073566895366407","0.0913353253763297"
"vocational + Abi","2000","35-65 Jahre alt","maennlich","232","0.0382764793986014","0.0336623500303883","0.0428906087668145"
"vocational + Abi","2000","35-65 Jahre alt","weiblich","277","0.0436068625829061","0.038757257015468","0.0484564681503442"
"vocational + Abi","2000","66 und älter","maennlich","43","0.0265942193351291","0.0185662498759789","0.0346221887942794"
"vocational + Abi","2000","66 und älter","weiblich","57","0.0296943101063162","0.0224170842007066","0.0369715360119257"
"higher vocational","2000","16-34 Jahre alt","maennlich","176","0.0528119055901174","0.0453573865049996","0.0602664246752351"
"higher vocational","2000","16-34 Jahre alt","weiblich","247","0.0702850200883165","0.0620282061181988","0.0785418340584343"
"higher vocational","2000","35-65 Jahre alt","maennlich","737","0.108353250345839","0.100878166943534","0.115828333748143"
"higher vocational","2000","35-65 Jahre alt","weiblich","490","0.075010935341607","0.0687557330235758","0.0812661376596381"
"higher vocational","2000","66 und älter","maennlich","167","0.112415738994652","0.0966547493334847","0.128176728655819"
"higher vocational","2000","66 und älter","weiblich","77","0.0421587897348887","0.0335435815894691","0.0507739978803083"
"higher education","2000","16-34 Jahre alt","maennlich","377","0.118501203182764","0.107728918095797","0.12927348826973"
"higher education","2000","16-34 Jahre alt","weiblich","384","0.10654688723196","0.0965810803939089","0.116512694070012"
"higher education","2000","35-65 Jahre alt","maennlich","1505","0.224286488641263","0.214255334837851","0.234317642444676"
"higher education","2000","35-65 Jahre alt","weiblich","1152","0.159290790631156","0.150600605916326","0.167980975345986"
"higher education","2000","66 und älter","maennlich","290","0.181463247472832","0.162233279566256","0.200693215379408"
"higher education","2000","66 und älter","weiblich","130","0.0653406802522415","0.0547458636323851","0.075935496872098"
"in school","2001","16-34 Jahre alt","maennlich","265","0.0821702236705663","0.0723447521903971","0.0919956951507354"
"in school","2001","16-34 Jahre alt","weiblich","285","0.0724332862010724","0.063492911093317","0.0813736613088277"
"in school","2001","35-65 Jahre alt","maennlich","","","",""
"in school","2001","35-65 Jahre alt","weiblich","","","",""
"in school","2001","66 und älter","maennlich","","","",""
"in school","2001","66 und älter","weiblich","","","",""
"inadequately","2001","16-34 Jahre alt","maennlich","38","0.0131073079394958","0.00903812878349652","0.017176487095495"
"inadequately","2001","16-34 Jahre alt","weiblich","35","0.0100066912848993","0.00657367827737849","0.0134397042924201"
"inadequately","2001","35-65 Jahre alt","maennlich","76","0.0113600245134331","0.00869026912409941","0.0140297799027668"
"inadequately","2001","35-65 Jahre alt","weiblich","107","0.0131552050560469","0.0103304465781625","0.0159799635339312"
"inadequately","2001","66 und älter","maennlich","","","",""
"inadequately","2001","66 und älter","weiblich","38","0.0168320601499803","0.0111238237891357","0.0225402965108248"
"general elemantary","2001","16-34 Jahre alt","maennlich","542","0.164594870115111","0.151327898194437","0.177861842035786"
"general elemantary","2001","16-34 Jahre alt","weiblich","599","0.177463045275018","0.164285159376702","0.190640931173334"
"general elemantary","2001","35-65 Jahre alt","maennlich","361","0.0577717145529874","0.0518941358771836","0.0636492932287911"
"general elemantary","2001","35-65 Jahre alt","weiblich","800","0.13195793534762","0.123567273404007","0.140348597291234"
"general elemantary","2001","66 und älter","maennlich","110","0.0777248611135217","0.0641028456547397","0.0913468765723037"
"general elemantary","2001","66 und älter","weiblich","710","0.357681801681427","0.336413001460755","0.378950601902099"
"middle vocational","2001","16-34 Jahre alt","maennlich","1504","0.495250883335332","0.477362730100429","0.513139036570234"
"middle vocational","2001","16-34 Jahre alt","weiblich","1548","0.485342885726941","0.468104468304684","0.502581303149198"
"middle vocational","2001","35-65 Jahre alt","maennlich","3314","0.55284833397936","0.54032288843235","0.56537377952637"
"middle vocational","2001","35-65 Jahre alt","weiblich","3490","0.566117581895503","0.553830537434691","0.578404626356314"
"middle vocational","2001","66 und älter","maennlich","856","0.581028866250056","0.555926073175263","0.606131659324848"
"middle vocational","2001","66 und älter","weiblich","942","0.480021856697803","0.457853040277817","0.502190673117788"
"vocational + Abi","2001","16-34 Jahre alt","maennlich","208","0.0810097502762474","0.0712477415433666","0.0907717590091283"
"vocational + Abi","2001","16-34 Jahre alt","weiblich","246","0.0808849979032922","0.0714805569241165","0.090289438882468"
"vocational + Abi","2001","35-65 Jahre alt","maennlich","228","0.0415551441024885","0.036527567275736","0.0465827209292411"
"vocational + Abi","2001","35-65 Jahre alt","weiblich","294","0.0503745123707914","0.0449521355982382","0.0557968891433446"
"vocational + Abi","2001","66 und älter","maennlich","48","0.0343224322030004","0.0250597611742332","0.0435851032317675"
"vocational + Abi","2001","66 und älter","weiblich","55","0.0348489061751914","0.0267110186051474","0.0429867937452353"
"higher vocational","2001","16-34 Jahre alt","maennlich","135","0.0462104579098087","0.0386992201816895","0.053721695637928"
"higher vocational","2001","16-34 Jahre alt","weiblich","191","0.0609966618697622","0.0527419737229495","0.0692513500165749"
"higher vocational","2001","35-65 Jahre alt","maennlich","670","0.108194477877738","0.100369188973107","0.116019766782369"
"higher vocational","2001","35-65 Jahre alt","weiblich","453","0.0727821822834803","0.0663418021266565","0.079222562440304"
"higher vocational","2001","66 und älter","maennlich","160","0.109466366902991","0.0935810217356066","0.125351712070376"
"higher vocational","2001","66 und älter","weiblich","73","0.0409496533591229","0.0321560823576537","0.0497432243605921"
"higher education","2001","16-34 Jahre alt","maennlich","309","0.117656506753439","0.106128826761518","0.129184186745359"
"higher education","2001","16-34 Jahre alt","weiblich","325","0.112872431739015","0.101958002059439","0.123786861418592"
"higher education","2001","35-65 Jahre alt","maennlich","1403","0.228217968350276","0.217645290410402","0.238790646290149"
"higher education","2001","35-65 Jahre alt","weiblich","1106","0.165612583046558","0.156396664645097","0.174828501448019"
"higher education","2001","66 und älter","maennlich","292","0.187003200679724","0.167165100531197","0.206841300828252"
"higher education","2001","66 und älter","weiblich","133","0.0696657219364757","0.0583691014506009","0.0809623424223505"
"in school","2002","16-34 Jahre alt","maennlich","299","0.08603416541063","0.0758265467040244","0.0962417841172355"
"in school","2002","16-34 Jahre alt","weiblich","318","0.0782433135989371","0.0688515773336818","0.0876350498641925"
"in school","2002","35-65 Jahre alt","maennlich","","","",""
"in school","2002","35-65 Jahre alt","weiblich","","","",""
"in school","2002","66 und älter","maennlich","","","",""
"in school","2002","66 und älter","weiblich","","","",""
"inadequately","2002","16-34 Jahre alt","maennlich","32","0.0137774674693418","0.00953424169053789","0.0180206932481457"
"inadequately","2002","16-34 Jahre alt","weiblich","32","0.0112058965400235","0.00752468850749091","0.0148871045725561"
"inadequately","2002","35-65 Jahre alt","maennlich","66","0.0108593539793263","0.00835192923099409","0.0133667787276584"
"inadequately","2002","35-65 Jahre alt","weiblich","98","0.0138198117775537","0.0110346041377091","0.0166050194173984"
"inadequately","2002","66 und älter","maennlich","","","",""
"inadequately","2002","66 und älter","weiblich","38","0.0177249240064708","0.0119536062011527","0.0234962418117888"
"general elemantary","2002","16-34 Jahre alt","maennlich","508","0.168753308129117","0.155119565356495","0.182387050901739"
"general elemantary","2002","16-34 Jahre alt","weiblich","537","0.182677449172264","0.169164400749135","0.196190497595392"
"general elemantary","2002","35-65 Jahre alt","maennlich","335","0.0586317573261227","0.0529479006785805","0.064315613973665"
"general elemantary","2002","35-65 Jahre alt","weiblich","740","0.127762098241254","0.119797811789247","0.135726384693261"
"general elemantary","2002","66 und älter","maennlich","114","0.0800306671370671","0.0668338264967342","0.0932275077774"
"general elemantary","2002","66 und älter","weiblich","690","0.351434694788774","0.330553016038367","0.372316373539181"
"middle vocational","2002","16-34 Jahre alt","maennlich","1436","0.492374123512167","0.474175293439659","0.510572953584674"
"middle vocational","2002","16-34 Jahre alt","weiblich","1479","0.477281477320711","0.459813792068733","0.494749162572689"
"middle vocational","2002","35-65 Jahre alt","maennlich","3269","0.560420178764105","0.548412124409393","0.572428233118816"
"middle vocational","2002","35-65 Jahre alt","weiblich","3591","0.571496246615896","0.559689985521754","0.583302507710038"
"middle vocational","2002","66 und älter","maennlich","887","0.579466625445977","0.555457876710978","0.603475374180977"
"middle vocational","2002","66 und älter","weiblich","992","0.492496458922142","0.470629553259508","0.514363364584776"
"vocational + Abi","2002","16-34 Jahre alt","maennlich","200","0.0818698636946525","0.0718896891137279","0.0918500382755771"
"vocational + Abi","2002","16-34 Jahre alt","weiblich","261","0.088681130106112","0.0787393325880092","0.0986229276242147"
"vocational + Abi","2002","35-65 Jahre alt","maennlich","251","0.0412204733002487","0.0364108312953511","0.0460301153051464"
"vocational + Abi","2002","35-65 Jahre alt","weiblich","367","0.0555890238609523","0.0501225986098269","0.0610554491120778"
"vocational + Abi","2002","66 und älter","maennlich","49","0.0295897914754471","0.021348339938109","0.0378312430127852"
"vocational + Abi","2002","66 und älter","weiblich","52","0.0299307675448221","0.0224778463528617","0.0373836887367824"
"higher vocational","2002","16-34 Jahre alt","maennlich","129","0.0447769095883654","0.0372484963896009","0.0523053227871298"
"higher vocational","2002","16-34 Jahre alt","weiblich","180","0.0578513776930248","0.0496868571814304","0.0660158982046192"
"higher vocational","2002","35-65 Jahre alt","maennlich","714","0.10990673535821","0.102339681933022","0.117473788783398"
"higher vocational","2002","35-65 Jahre alt","weiblich","483","0.0718752791174761","0.0657132844342709","0.0780372738006812"
"higher vocational","2002","66 und älter","maennlich","169","0.108352993210576","0.093235770435991","0.12347021598516"
"higher vocational","2002","66 und älter","weiblich","75","0.0395040148287405","0.0309841121972007","0.0480239174602803"
"higher education","2002","16-34 Jahre alt","maennlich","295","0.112414162195727","0.100915702178079","0.123912622213374"
"higher education","2002","16-34 Jahre alt","weiblich","334","0.104059355568928","0.0933812475888562","0.114737463549"
"higher education","2002","35-65 Jahre alt","maennlich","1928","0.218961501271987","0.208956503628225","0.22896649891575"
"higher education","2002","35-65 Jahre alt","weiblich","1470","0.159457540386868","0.150723187474676","0.16819189329906"
"higher education","2002","66 und älter","maennlich","386","0.191247823227655","0.172120197723371","0.210375448731939"
"higher education","2002","66 und älter","weiblich","161","0.0689091399090505","0.0578301368273605","0.0799881429907404"
"in school","2003","16-34 Jahre alt","maennlich","303","0.0889740359949412","0.0782726381503665","0.099675433839516"
"in school","2003","16-34 Jahre alt","weiblich","316","0.0831080159750116","0.0731668778242952","0.093049154125728"
"in school","2003","35-65 Jahre alt","maennlich","","","",""
"in school","2003","35-65 Jahre alt","weiblich","","","",""
"in school","2003","66 und älter","maennlich","","","",""
"in school","2003","66 und älter","weiblich","","","",""
"inadequately","2003","16-34 Jahre alt","maennlich","32","0.0159560466461483","0.0112461282307699","0.0206659650615266"
"inadequately","2003","16-34 Jahre alt","weiblich","32","0.0112493656908482","0.00745129565374738","0.015047435727949"
"inadequately","2003","35-65 Jahre alt","maennlich","62","0.0111558398263626","0.00854651371277881","0.0137651659399465"
"inadequately","2003","35-65 Jahre alt","weiblich","91","0.0144480239974051","0.0115374630928662","0.0173585849019439"
"inadequately","2003","66 und älter","maennlich","","","",""
"inadequately","2003","66 und älter","weiblich","38","0.0188134094445553","0.012901651777236","0.0247251671118746"
"general elemantary","2003","16-34 Jahre alt","maennlich","487","0.180651662643436","0.166190648292538","0.195112676994334"
"general elemantary","2003","16-34 Jahre alt","weiblich","497","0.176231839943715","0.162510382198436","0.189953297688995"
"general elemantary","2003","35-65 Jahre alt","maennlich","311","0.0589528710827849","0.0531013137253912","0.0648044284401787"
"general elemantary","2003","35-65 Jahre alt","weiblich","674","0.121835297052117","0.113857054240493","0.129813539863741"
"general elemantary","2003","66 und älter","maennlich","122","0.083891033711289","0.070595027931013","0.097187039491565"
"general elemantary","2003","66 und älter","weiblich","676","0.340763400659209","0.320140288935215","0.361386512383204"
"middle vocational","2003","16-34 Jahre alt","maennlich","1346","0.490545558744508","0.471755166863073","0.509335950625942"
"middle vocational","2003","16-34 Jahre alt","weiblich","1380","0.466206372691563","0.448241201536279","0.484171543846846"
"middle vocational","2003","35-65 Jahre alt","maennlich","3102","0.550551675080174","0.538193560250886","0.562909789909462"
"middle vocational","2003","35-65 Jahre alt","weiblich","3432","0.566108042988805","0.554019522239249","0.578196563738362"
"middle vocational","2003","66 und älter","maennlich","900","0.563008388685943","0.539218969529846","0.586797807842041"
"middle vocational","2003","66 und älter","weiblich","1017","0.493873306595538","0.472119039035009","0.515627574156067"
"vocational + Abi","2003","16-34 Jahre alt","maennlich","188","0.0755337030172209","0.0656011837351246","0.0854662222993171"
"vocational + Abi","2003","16-34 Jahre alt","weiblich","260","0.0941149335181084","0.0835996403835045","0.104630226652712"
"vocational + Abi","2003","35-65 Jahre alt","maennlich","250","0.0447146120870591","0.0395800359254642","0.0498491882486541"
"vocational + Abi","2003","35-65 Jahre alt","weiblich","365","0.0581066085315059","0.0524004171074604","0.0638127999555514"
"vocational + Abi","2003","66 und älter","maennlich","48","0.0306312920253802","0.0223667838919841","0.0388958001587764"
"vocational + Abi","2003","66 und älter","weiblich","53","0.0326244051060266","0.0248944685134904","0.0403543416985628"
"higher vocational","2003","16-34 Jahre alt","maennlich","107","0.0376936901643937","0.0305349849001001","0.0448523954286873"
"higher vocational","2003","16-34 Jahre alt","weiblich","167","0.0548470717777042","0.0466476480747318","0.0630464954806765"
"higher vocational","2003","35-65 Jahre alt","maennlich","699","0.114860303402414","0.106938862477185","0.122781744327643"
"higher vocational","2003","35-65 Jahre alt","weiblich","471","0.0731427794827977","0.0667920319739671","0.0794935269916283"
"higher vocational","2003","66 und älter","maennlich","173","0.110454107098032","0.0954204386024671","0.125487775593598"
"higher vocational","2003","66 und älter","weiblich","77","0.0408862919735435","0.0322697902463765","0.0495027937007104"
"higher education","2003","16-34 Jahre alt","maennlich","256","0.110645302789352","0.098854388575556","0.122436217003149"
"higher education","2003","16-34 Jahre alt","weiblich","310","0.11424240040305","0.102786567577701","0.125698233228399"
"higher education","2003","35-65 Jahre alt","maennlich","1800","0.219764698521205","0.209477311876673","0.230052085165738"
"higher education","2003","35-65 Jahre alt","weiblich","1424","0.166359247947369","0.157275906488884","0.175442589405854"
"higher education","2003","66 und älter","maennlich","411","0.201287792128448","0.182057152266553","0.220518431990342"
"higher education","2003","66 und älter","weiblich","168","0.0730391862211272","0.061717379984822","0.0843609924574324"
"in school","2004","16-34 Jahre alt","maennlich","310","0.0993234733593694","0.0877845720164086","0.11086237470233"
"in school","2004","16-34 Jahre alt","weiblich","330","0.0890585255061291","0.078560892726977","0.0995561582852811"
"in school","2004","35-65 Jahre alt","maennlich","","","",""
"in school","2004","35-65 Jahre alt","weiblich","","","",""
"in school","2004","66 und älter","maennlich","","","",""
"in school","2004","66 und älter","weiblich","","","",""
"inadequately","2004","16-34 Jahre alt","maennlich","32","0.018168514815643","0.0130158454008759","0.0233211842304102"
"inadequately","2004","16-34 Jahre alt","weiblich","","","",""
"inadequately","2004","35-65 Jahre alt","maennlich","57","0.0112322999719973","0.00856171519687282","0.0139028847471217"
"inadequately","2004","35-65 Jahre alt","weiblich","86","0.0143334698540653","0.0113909170117961","0.0172760226963344"
"inadequately","2004","66 und älter","maennlich","","","",""
"inadequately","2004","66 und älter","weiblich","40","0.0208263407801153","0.0146923365004595","0.0269603450597712"
"general elemantary","2004","16-34 Jahre alt","maennlich","445","0.186469243017193","0.171443198157677","0.201495287876708"
"general elemantary","2004","16-34 Jahre alt","weiblich","465","0.18713741144585","0.172762761901484","0.201512060990216"
"general elemantary","2004","35-65 Jahre alt","maennlich","278","0.0556940597842649","0.0498825939912917","0.061505525577238"
"general elemantary","2004","35-65 Jahre alt","weiblich","632","0.123857791615644","0.115702630137605","0.132012953093683"
"general elemantary","2004","66 und älter","maennlich","121","0.0768269583586933","0.0642739166731823","0.0893800000442044"
"general elemantary","2004","66 und älter","weiblich","661","0.330480373842191","0.31027521722161","0.350685530462772"
"middle vocational","2004","16-34 Jahre alt","maennlich","1256","0.474698442924249","0.455433517312538","0.49396336853596"
"middle vocational","2004","16-34 Jahre alt","weiblich","1294","0.453971763155603","0.43562200436188","0.472321521949327"
"middle vocational","2004","35-65 Jahre alt","maennlich","2996","0.547220120851336","0.534606218195775","0.559834023506897"
"middle vocational","2004","35-65 Jahre alt","weiblich","3312","0.563139978873222","0.550860980878369","0.575418976868074"
"middle vocational","2004","66 und älter","maennlich","930","0.564790765815051","0.541421587688055","0.588159943942048"
"middle vocational","2004","66 und älter","weiblich","1058","0.496728053874225","0.475251310203479","0.518204797544971"
"vocational + Abi","2004","16-34 Jahre alt","maennlich","191","0.0812035107667038","0.0706656815629363","0.0917413399704712"
"vocational + Abi","2004","16-34 Jahre alt","weiblich","259","0.0930512682816903","0.0823444383138498","0.103758098249531"
"vocational + Abi","2004","35-65 Jahre alt","maennlich","250","0.047557079918581","0.0421638124874964","0.0529503473496655"
"vocational + Abi","2004","35-65 Jahre alt","weiblich","367","0.0606740208672184","0.054763943687719","0.0665840980467178"
"vocational + Abi","2004","66 und älter","maennlich","46","0.0280743090547509","0.020288178820594","0.0358604392889078"
"vocational + Abi","2004","66 und älter","weiblich","54","0.0337061883352788","0.0259541279129212","0.0414582487576364"
"higher vocational","2004","16-34 Jahre alt","maennlich","95","0.0356289277357442","0.028477750328502","0.0427801051429864"
"higher vocational","2004","16-34 Jahre alt","weiblich","160","0.0559369684591455","0.0474674572507166","0.0644064796675744"
"higher vocational","2004","35-65 Jahre alt","maennlich","669","0.117813169791488","0.109643545354441","0.125982794228534"
"higher vocational","2004","35-65 Jahre alt","weiblich","466","0.0730351621362533","0.0665937479373542","0.0794765763351525"
"higher vocational","2004","66 und älter","maennlich","175","0.108929561849315","0.094244374526443","0.123614749172187"
