year,regtyp,pgisced97,proportion,n,lower_confidence,upper_confidence
1984,-1,middle vocational,0.48130287648054143,16099,0.47358455667253047,0.4890211962885524
1984,-1,general elemantary,0.2799492385786802,16099,0.27301373782186866,0.28688473933549175
1984,-1,inadequately,0.08265651438240271,16099,0.07840287022898539,0.08691015853582003
1984,-1,higher education,0.06683587140439932,16099,0.0629780648511889,0.07069367795760975
1984,-1,higher vocational,0.05583756345177665,16099,0.05229071028627378,0.05938441661727952
1984,-1,vocational + Abi,0.02614213197969543,16099,0.02367737042473126,0.028606893534659603
1984,-1,in school,0.00727580372250423,16099,0.005962964896238678,0.008588642548769782
1985,Staedtischer Raum,middle vocational,0.37752323725471787,14443,0.3696171649508951,0.38542930955854066
1985,Staedtischer Raum,general elemantary,0.2073983663505774,14443,0.20078599077729747,0.21401074192385733
1985,Laendlicher Raum,middle vocational,0.10797108252746221,14443,0.10290968369846569,0.11303248135645873
1985,Staedtischer Raum,inadequately,0.06750539855412638,14443,0.0634135478303625,0.07159724927789025
1985,Laendlicher Raum,general elemantary,0.06703595906487654,14443,0.06295733448821861,0.07111458364153447
1985,Staedtischer Raum,higher education,0.0594310393390292,14443,0.055575107487391376,0.06328697119066702
1985,Staedtischer Raum,higher vocational,0.045160078865834195,14443,0.04177343136316686,0.04854672636850153
1985,Staedtischer Raum,vocational + Abi,0.021500328607642474,14443,0.01913478882278318,0.023865868392501766
1985,Laendlicher Raum,higher vocational,0.013050417801145433,14443,0.011199500319538517,0.01490133528275235
1985,Laendlicher Raum,higher education,0.01145432353769599,14443,0.009718880117186971,0.01318976695820501
1985,Laendlicher Raum,inadequately,0.009294901887146746,14443,0.007729874400020714,0.010859929374272779
1985,Staedtischer Raum,in school,0.006666040747347667,14443,0.0053389244292303215,0.007993157065465013
1985,Laendlicher Raum,vocational + Abi,0.004318843301098488,14443,0.0032493668325834883,0.005388319769613488
1985,Laendlicher Raum,in school,0.0016899821612994085,14443,0.001020095792639389,0.002359868529959428
1986,Staedtischer Raum,middle vocational,0.380621142353287,13742,0.37250301721012546,0.3887392674964485
1986,Staedtischer Raum,general elemantary,0.20495738218869403,13742,0.1982080922263186,0.21170667215106945
1986,Laendlicher Raum,middle vocational,0.10776917801508769,13742,0.10258455724497118,0.1129537987852042
1986,Laendlicher Raum,general elemantary,0.06603311452924464,13742,0.06188091964280789,0.07018530941568138
1986,Staedtischer Raum,inadequately,0.0639757029489566,13742,0.0598842063585927,0.0680671995393205
1986,Staedtischer Raum,higher education,0.06113451552855883,13742,0.05712883763751336,0.0651401934196043
1986,Staedtischer Raum,higher vocational,0.0444792789262271,13742,0.04103236829889306,0.047926189553561135
1986,Staedtischer Raum,vocational + Abi,0.02223963946311355,13742,0.01977410439670619,0.02470517452952091
1986,Laendlicher Raum,higher vocational,0.012540413441755658,13742,0.010679840537828776,0.014400986345682541
1986,Laendlicher Raum,higher education,0.01224649750171451,13742,0.010407583847402261,0.01408541115602676
1986,Laendlicher Raum,inadequately,0.010189085921426472,13742,0.00850999261392488,0.011868179228928064
1986,Staedtischer Raum,in school,0.007935730381111002,13742,0.0064522067949380505,0.009419253967283953
1986,Laendlicher Raum,vocational + Abi,0.004604683060644656,13742,0.003472729089471112,0.0057366370318182
1986,Laendlicher Raum,in school,0.001273635740178309,13742,0.0006773190357570233,0.0018699524445995948
1987,Staedtischer Raum,middle vocational,0.38132989792884747,13496,0.37313518905207566,0.3895246068056193
1987,Staedtischer Raum,general elemantary,0.20424140323060153,13496,0.19743972474689186,0.2110430817143112
1987,Laendlicher Raum,middle vocational,0.1101972054305817,13496,0.10491414340182449,0.11548026745933891
1987,Laendlicher Raum,general elemantary,0.06352195025270042,13496,0.059407003219724655,0.06763689728567619
