year,quintil_oecd,sampreg,pgisced97,proportion,n,lower_confidence,upper_confidence
1984,1. Quintil,Westdeutschland,middle vocational,0.2709813874788494,16099,0.2641155161462621,0.27784725881143674
1984,1. Quintil,Westdeutschland,general elemantary,0.20219966159052452,16099,0.19599534513126876,0.20840397804978028
1984,2. Quintil,Westdeutschland,middle vocational,0.1311336717428088,16099,0.12591944136468985,0.13634790212092773
1984,1. Quintil,Westdeutschland,inadequately,0.06133671742808799,16099,0.05763015088603285,0.06504328397014313
1984,2. Quintil,Westdeutschland,general elemantary,0.05566835871404399,16099,0.05212656632363699,0.05921015110445099
1984,3. Quintil,Westdeutschland,middle vocational,0.05456852791878172,16099,0.05105985594518738,0.058077199892376065
1984,1. Quintil,Westdeutschland,higher vocational,0.023096446700507613,16099,0.020776088405605627,0.0254168049954096
1984,4. Quintil,Westdeutschland,middle vocational,0.019204737732656515,16099,0.017084668755139542,0.021324806710173488
1984,1. Quintil,Westdeutschland,higher education,0.019120135363790185,16099,0.017004650062124548,0.021235620665455823
1984,2. Quintil,Westdeutschland,higher vocational,0.018612521150592216,16099,0.016524766404472317,0.020700275896712115
1984,2. Quintil,Westdeutschland,higher education,0.018104906937394246,16099,0.01604528592248863,0.020164527952299862
1984,2. Quintil,Westdeutschland,inadequately,0.01649746192893401,16099,0.014529788907554533,0.01846513495031349
1984,3. Quintil,Westdeutschland,general elemantary,0.015905245346869712,16099,0.013972630702804661,0.017837859990934762
1984,3. Quintil,Westdeutschland,higher education,0.01404399323181049,16099,0.012226257704451014,0.01586172875916997
1984,1. Quintil,Westdeutschland,vocational + Abi,0.01404399323181049,16099,0.012226257704451014,0.01586172875916997
1984,4. Quintil,Westdeutschland,higher education,0.01065989847715736,16099,0.009073523094303662,0.012246273860011057
1984,3. Quintil,Westdeutschland,higher vocational,0.00820642978003384,16099,0.006812809703248877,0.009600049856818805
1984,2. Quintil,Westdeutschland,vocational + Abi,0.006175972927241963,16099,0.004965753670479082,0.007386192184004844
1984,5. Quintil,Westdeutschland,middle vocational,0.0054145516074450084,16099,0.004280954000814165,0.006548149214075852
1984,5. Quintil,Westdeutschland,higher education,0.004906937394247039,16099,0.0038275092709512014,0.005986365517542876
1984,1. Quintil,Westdeutschland,in school,0.004399323181049069,16099,0.003376990730387044,0.005421655631711094
1984,4. Quintil,Westdeutschland,general elemantary,0.004314720812182741,16099,0.0033022231850286256,0.005327218439336857
1984,4. Quintil,Westdeutschland,higher vocational,0.004230118443316413,16099,0.003227553814784098,0.005232683071848728
1984,3. Quintil,Westdeutschland,vocational + Abi,0.003553299492385787,16099,0.0026341216117623622,0.004472477373009212
1984,3. Quintil,Westdeutschland,inadequately,0.003553299492385787,16099,0.0026341216117623622,0.004472477373009212
1984,2. Quintil,Westdeutschland,in school,0.0020304568527918783,16099,0.0013350929415902133,0.0027258207639935432
1984,5. Quintil,Westdeutschland,general elemantary,0.0018612521150592216,16099,0.0011954354196184807,0.0025270688104999627
1984,4. Quintil,Westdeutschland,vocational + Abi,0.0017766497461928934,16099,0.0011261136599504792,0.0024271858324353074
1984,5. Quintil,Westdeutschland,higher vocational,0.001692047377326565,16099,0.0010571622608252437,0.0023269324938278864
1984,4. Quintil,Westdeutschland,inadequately,0.0008460236886632825,16099,0.00039690193255366316,0.0012951454447729018
1984,5. Quintil,Westdeutschland,vocational + Abi,0.0005922165820642978,16099,0.00021640663877283122,0.0009680265253557644
1984,3. Quintil,Westdeutschland,in school,0.0005076142131979696,16099,0.0001596670876420272,0.000855561338753912
1984,5. Quintil,Westdeutschland,inadequately,0.00042301184433164127,16099,0.00010536758582241015,0.0007406561028408724
1984,4. Quintil,Westdeutschland,in school,0.0002538071065989848,16099,7.740097936019216e-06,0.0004998741152619504
1984,5. Quintil,Westdeutschland,in school,8.460236886632826e-05,16099,-5.747650655897015e-05,0.00022668124429162665
1985,1. Quintil,Westdeutschland,middle vocational,0.2563139611304103,14443,0.24919349686543912,0.2634344253953814
1985,1. Quintil,Westdeutschland,general elemantary,0.1900291052483335,14443,0.18363069423755826,0.19642751625910873
1985,2. Quintil,Westdeutschland,middle vocational,0.13820298563515163,14443,0.13257453876415826,0.143831432506145
1985,3. Quintil,Westdeutschland,middle vocational,0.06290489155947798,14443,0.05894519952264156,0.0668645835963144
1985,2. Quintil,Westdeutschland,general elemantary,0.05839827246267956,14443,0.05457389289671789,0.06222265202864123
1985,1. Quintil,Westdeutschland,inadequately,0.05680217819923012,14443,0.053027227750686495,0.060577128647773745
1985,1. Quintil,Westdeutschland,higher vocational,0.020843113322692706,14443,0.01851322662399347,0.023173000021391943
1985,4. Quintil,Westdeutschland,middle vocational,0.020749225424842737,14443,0.01842448069362476,0.023073970156060716
1985,2. Quintil,Westdeutschland,higher education,0.02065533752699277,14443,0.0183357471725078,0.022974927881477744
1985,2. Quintil,Westdeutschland,higher vocational,0.019998122242043,14443,0.017714967068931678,0.022281277415154323
1985,3. Quintil,Westdeutschland,general elemantary,0.0197164585484931,14443,0.01744911318960519,0.02198380390738101
1985,3. Quintil,Westdeutschland,higher education,0.017463149000093887,14443,0.01532684492220645,0.019599453077981326
1985,1. Quintil,Westdeutschland,higher education,0.01680593371514412,14443,0.01470951362314985,0.018902353807138388
1985,2. Quintil,Westdeutschland,inadequately,0.015115951553844709,14443,0.013126022178324644,0.017105880929364773
1985,1. Quintil,Westdeutschland,vocational + Abi,0.013332081494695334,14443,0.011461563677802107,0.015202599311588561
1985,4. Quintil,Westdeutschland,higher education,0.01145432353769599,14443,0.009718880117186971,0.01318976695820501
1985,3. Quintil,Westdeutschland,higher vocational,0.010327668763496386,14443,0.008678845029409325,0.011976492497583447
1985,5. Quintil,Westdeutschland,middle vocational,0.007323256032297437,14443,0.005932716313140554,0.008713795751454319
1985,2. Quintil,Westdeutschland,vocational + Abi,0.006947704440897568,14443,0.005593032632057041,0.008302376249738095
1985,4. Quintil,Westdeutschland,higher vocational,0.005539385973148061,14443,0.004328921707941084,0.006749850238355039
1985,1. Quintil,Westdeutschland,in school,0.004694394892498357,14443,0.0035795988957872654,0.005809190889209448
1985,4. Quintil,Westdeutschland,general elemantary,0.004694394892498357,14443,0.0035795988957872654,0.005809190889209448
1985,5. Quintil,Westdeutschland,higher education,0.0045066190967984225,14443,0.0034142435231024892,0.005598994670494356
1985,3. Quintil,Westdeutschland,inadequately,0.004412731198948455,14443,0.003331743456193942,0.005493718941702969
1985,3. Quintil,Westdeutschland,vocational + Abi,0.003473852220448784,14443,0.002514280622976042,0.004433423817921526
1985,2. Quintil,Westdeutschland,in school,0.00262886113979908,14443,0.001793759017363531,0.003463963262234629
1985,4. Quintil,Westdeutschland,vocational + Abi,0.0016899821612994085,14443,0.001020095792639389,0.002359868529959428
1985,5. Quintil,Westdeutschland,general elemantary,0.0015960942634494415,14443,0.0009450511195567862,0.002247137407342097
1985,5. Quintil,Westdeutschland,higher vocational,0.0015022063655994742,14443,0.0008705720455640634,0.002133840685634885
1985,3. Quintil,Westdeutschland,in school,0.0008449910806497043,14443,0.00037110946217014455,0.001318872699129264
1985,4. Quintil,Westdeutschland,inadequately,0.0004694394892498357,14443,0.00011616261094259231,0.000822716367557079
1985,5. Quintil,Westdeutschland,vocational + Abi,0.00037555159139986854,14443,5.9556305502226866e-05,0.0006915468772975102
1985,4. Quintil,Westdeutschland,in school,0.00018777579569993427,14443,-3.568759921540699e-05,0.0004112391906152755
1986,1. Quintil,Westdeutschland,middle vocational,0.23875771529342607,13742,0.23162965674129526,0.24588577384555688
1986,1. Quintil,Westdeutschland,general elemantary,0.1779171157049084,13742,0.1715227456356721,0.1843114857741447
1986,2. Quintil,Westdeutschland,middle vocational,0.1479376898207113,13742,0.1420015216878982,0.15387385795352437
1986,3. Quintil,Westdeutschland,middle vocational,0.07220534927010874,13742,0.06787780302125436,0.07653289551896313
1986,2. Quintil,Westdeutschland,general elemantary,0.06299598314881943,13742,0.058933811650503015,0.06705815464713585
1986,1. Quintil,Westdeutschland,inadequately,0.05163123346722837,13742,0.047931452867832104,0.05533101406662464
1986,4. Quintil,Westdeutschland,middle vocational,0.023317331243264426,13742,0.020794156893616845,0.025840505592912007
1986,3. Quintil,Westdeutschland,general elemantary,0.02321935926325071,13742,0.020701364998117835,0.025737353528383588
1986,1. Quintil,Westdeutschland,higher vocational,0.021357891642990106,13742,0.018940637919685813,0.0237751453662944
1986,2. Quintil,Westdeutschland,higher education,0.019104536102674635,13742,0.016815720999223852,0.021393351206125417
1986,3. Quintil,Westdeutschland,higher education,0.018320760262564906,13742,0.016078491594060128,0.020563028931069684
1986,2. Quintil,Westdeutschland,higher vocational,0.01822278828255119,13742,0.015986411434223458,0.020459165130878924
1986,2. Quintil,Westdeutschland,inadequately,0.017536984422455177,13742,0.015342327381842349,0.019731641463068005
1986,1. Quintil,Westdeutschland,higher education,0.01655726462231802,13742,0.014423728832664968,0.01869080041197107
1986,1. Quintil,Westdeutschland,vocational + Abi,0.014401881062016264,13742,0.0124098750619451,0.016393887062087425
1986,4. Quintil,Westdeutschland,higher education,0.01322621730185167,13742,0.011316110164944694,0.015136324438758647
1986,3. Quintil,Westdeutschland,higher vocational,0.010874889781522484,13742,0.009140809719656395,0.012608969843388574
1986,5. Quintil,Westdeutschland,higher education,0.006172234740864113,13742,0.004862727574482406,0.007481741907245819
1986,5. Quintil,Westdeutschland,middle vocational,0.006172234740864113,13742,0.004862727574482406,0.007481741907245819
1986,2. Quintil,Westdeutschland,vocational + Abi,0.005682374840795533,13742,0.004425596731466979,0.006939152950124086
1986,4. Quintil,Westdeutschland,higher vocational,0.0054864308807681,13742,0.004251389776560412,0.006721471984975789
1986,4. Quintil,Westdeutschland,general elemantary,0.005094542960713236,13742,0.003904193114509863,0.0062848928069166084
1986,1. Quintil,Westdeutschland,in school,0.004800627020672088,13742,0.0036449535901844883,0.005956300451159688
1986,3. Quintil,Westdeutschland,inadequately,0.004702655040658372,13742,0.0035587786842827735,0.00584653139703397
1986,3. Quintil,Westdeutschland,vocational + Abi,0.003918879200548643,13742,0.002874256661806931,0.004963501739290355
1986,2. Quintil,Westdeutschland,in school,0.00274321544038405,13742,0.001868705888725613,0.0036177249920424873
1986,4. Quintil,Westdeutschland,vocational + Abi,0.0022533555403154697,13742,0.0014605693110723247,0.003046141769558615
1986,5. Quintil,Westdeutschland,general elemantary,0.0017634956402468895,13742,0.0010619837796052426,0.0024650075008885363
1986,5. Quintil,Westdeutschland,higher vocational,0.0010776917801508768,13742,0.0005291063860740942,0.0016262771742276594
1986,3. Quintil,Westdeutschland,in school,0.0009797198001371607,13742,0.0004566385004655956,0.0015028010998087257
1986,4. Quintil,Westdeutschland,in school,0.0006858038600960126,13742,0.0002480982728309349,0.0011235094473610902
1986,5. Quintil,Westdeutschland,vocational + Abi,0.0005878318800822965,13742,0.00018257538555568176,0.0009930883746089112
1986,4. Quintil,Westdeutschland,inadequately,0.00029391594004114823,13742,7.3141907502044415e-06,0.0005805176893320921
1987,1. Quintil,Westdeutschland,middle vocational,0.22148449113071053,13496,0.21447867344258417,0.2284903088188369
1987,1. Quintil,Westdeutschland,general elemantary,0.159647210385492,13496,0.15346754404606186,0.16582687672492216
1987,2. Quintil,Westdeutschland,middle vocational,0.14864730948369834,13496,0.14264543623563813,0.15464918273175854
1987,3. Quintil,Westdeutschland,middle vocational,0.08462986819938559,13496,0.07993402336998107,0.08932571302879011
1987,2. Quintil,Westdeutschland,general elemantary,0.06966603904469329,13496,0.06537083763624674,0.07396124045313984
1987,1. Quintil,Westdeutschland,inadequately,0.047269844415816074,13496,0.04368945240975331,0.05085023642187884
1987,3. Quintil,Westdeutschland,general elemantary,0.029531265484094738,13496,0.026675087023407356,0.032387443944782116
1987,4. Quintil,Westdeutschland,middle vocational,0.027351104945000496,13496,0.02459929127719035,0.030102918612810642
1987,1. Quintil,Westdeutschland,higher vocational,0.019819641264493114,13496,0.01746809011789926,0.02217119241108697
1987,3. Quintil,Westdeutschland,higher education,0.019026855613913388,13496,0.016721883864575578,0.021331827363251198
1987,2. Quintil,Westdeutschland,inadequately,0.018729560994945993,13496,0.01644232122679845,0.021016800763093535
1987,2. Quintil,Westdeutschland,higher education,0.018630462788623525,13496,0.01634916675943701,0.020911758817810037
1987,2. Quintil,Westdeutschland,higher vocational,0.017044891487464076,13496,0.014861068169096553,0.019228714805831597
1987,4. Quintil,Westdeutschland,higher education,0.015360221979982162,13496,0.013285351600123715,0.017435092359840608
1987,1. Quintil,Westdeutschland,higher education,0.01318006144088792,13496,0.011255945614303292,0.015104177267472547
1987,1. Quintil,Westdeutschland,vocational + Abi,0.01248637399663066,13496,0.01061291904590524,0.01435982894735608
1987,3. Quintil,Westdeutschland,higher vocational,0.011297195520761074,13496,0.009514111770535107,0.013080279270987042
1987,5. Quintil,Westdeutschland,middle vocational,0.009414329600634229,13496,0.007785055114135131,0.011043604087133327
1987,5. Quintil,Westdeutschland,higher education,0.007333267267862452,13496,0.005893792597822927,0.008772741937901977
1987,3. Quintil,Westdeutschland,inadequately,0.006639579823605192,13496,0.0052694009696784595,0.008009758677531925
1987,2. Quintil,Westdeutschland,vocational + Abi,0.0065404816172827274,13496,0.0051804985886171485,0.007900464645948306
1987,4. Quintil,Westdeutschland,general elemantary,0.0065404816172827274,13496,0.0051804985886171485,0.007900464645948306
1987,4. Quintil,Westdeutschland,higher vocational,0.005945892379347934,13496,0.004648811459762053,0.007242973298933814
1987,3. Quintil,Westdeutschland,vocational + Abi,0.004855812109800813,13496,0.003683002599703537,0.006028621619898088
1987,1. Quintil,Westdeutschland,in school,0.004558517490833416,13496,0.003422007607552624,0.0056950273741142084
1987,2. Quintil,Westdeutschland,in school,0.00356753542760876,13496,0.002561619654147842,0.004573451201069678
1987,5. Quintil,Westdeutschland,general elemantary,0.0023783569517391735,13496,0.001556540207624814,0.003200173695853533
1987,4. Quintil,Westdeutschland,vocational + Abi,0.002081062332771777,13496,0.001312208625071682,0.002849916040471872
1987,5. Quintil,Westdeutschland,higher vocational,0.001981964126449311,13496,0.0012316024825114523,0.00273232577038717
1987,3. Quintil,Westdeutschland,in school,0.00178376771380438,13496,0.001071841474510099,0.002495693953098661
1987,5. Quintil,Westdeutschland,vocational + Abi,0.0011891784758695867,13496,0.0006077200395726312,0.0017706369121665423
1987,4. Quintil,Westdeutschland,in school,0.0006936874442572589,13496,0.0002494810877761851,0.0011378938007383327
1987,4. Quintil,Westdeutschland,inadequately,0.0002972946189673967,13496,6.435627075898696e-06,0.0005881536108588946
1987,5. Quintil,Westdeutschland,inadequately,0.00019819641264493112,13496,-3.930073016145512e-05,0.00043569355545131734
1987,5. Quintil,Westdeutschland,in school,0.00019819641264493112,13496,-3.930073016145512e-05,0.00043569355545131734
1988,1. Quintil,Westdeutschland,middle vocational,0.20004161031935921,12817,0.19311602077410797,0.20696719986461046
1988,2. Quintil,Westdeutschland,middle vocational,0.1573910329761781,12817,0.15108631142971482,0.16369575452264137
1988,1. Quintil,Westdeutschland,general elemantary,0.154478310621034,12817,0.14822141354279975,0.16073520769926827
1988,3. Quintil,Westdeutschland,middle vocational,0.09039841880786435,12817,0.08543399442971375,0.09536284318601496
1988,2. Quintil,Westdeutschland,general elemantary,0.07500260064495995,12817,0.0704425328830751,0.0795626684068448
1988,1. Quintil,Westdeutschland,inadequately,0.04431499011754915,12817,0.04075215606418436,0.04787782417091394
1988,4. Quintil,Westdeutschland,middle vocational,0.03360033288255487,12817,0.030480631286962233,0.03672003447814751
1988,3. Quintil,Westdeutschland,general elemantary,0.031727868511390825,12817,0.028693404131614923,0.03476233289116673
1988,2. Quintil,Westdeutschland,inadequately,0.019140746905232497,12817,0.016768577686182548,0.021512916124282445
1988,3. Quintil,Westdeutschland,higher education,0.018724643711640485,12817,0.016377903005153606,0.021071384418127365
1988,2. Quintil,Westdeutschland,higher vocational,0.017476334130864454,12817,0.015207725610394148,0.01974494265133476
1988,1. Quintil,Westdeutschland,higher vocational,0.017372308332466453,12817,0.015110341965812263,0.019634274699120643
1988,2. Quintil,Westdeutschland,higher education,0.017164256735670447,12817,0.014915637863430536,0.019412875607910357
1988,4. Quintil,Westdeutschland,higher education,0.016332050348486424,12817,0.014137692284935662,0.018526408412037187
1988,1. Quintil,Westdeutschland,higher education,0.011962966815770311,12817,0.010080753074554466,0.013845180556986155
1988,3. Quintil,Westdeutschland,higher vocational,0.011650889420576302,12817,0.00979309520097551,0.013508683640177094
1988,1. Quintil,Westdeutschland,vocational + Abi,0.010818683033392281,12817,0.009027714191944038,0.012609651874840524
1988,5. Quintil,Westdeutschland,middle vocational,0.010506605638198272,12817,0.008741378707242835,0.01227183256915371
1988,5. Quintil,Westdeutschland,higher education,0.00884219286383023,12817,0.007221449418156569,0.01046293630950389
1988,4. Quintil,Westdeutschland,general elemantary,0.008322063871840216,12817,0.0067492992665717615,0.00989482847710867
1988,4. Quintil,Westdeutschland,higher vocational,0.007905960678248206,12817,0.006372697788617418,0.009439223567878994
1988,2. Quintil,Westdeutschland,vocational + Abi,0.006865702694268178,12817,0.005436119724358254,0.008295285664178103
1988,3. Quintil,Westdeutschland,inadequately,0.0064495995006761675,12817,0.005063724042334841,0.007835474959017494
1988,3. Quintil,Westdeutschland,vocational + Abi,0.005721418911890149,12817,0.0044156425731521195,0.007027195250628179
1988,1. Quintil,Westdeutschland,in school,0.0037449287423280972,12817,0.002687454175590546,0.004802403309065648
1988,4. Quintil,Westdeutschland,vocational + Abi,0.002808696556746073,12817,0.0018924665070140388,0.0037249266064781072
1988,2. Quintil,Westdeutschland,in school,0.002496619161552065,12817,0.0016326540265121556,0.0033605842965919743
1988,5. Quintil,Westdeutschland,general elemantary,0.002080515967960054,12817,0.0012916628308878909,0.002869369105032217
1988,5. Quintil,Westdeutschland,higher vocational,0.001768438572766046,12817,0.0010410382034424345,0.0024958389420896574
1988,5. Quintil,Westdeutschland,vocational + Abi,0.0016644127743680433,12817,0.0009586939928315192,0.0023701315559045673
1988,3. Quintil,Westdeutschland,in school,0.0015603869759700407,12817,0.0008770421047485522,0.0022437318471915293
1988,4. Quintil,Westdeutschland,inadequately,0.0006241547903880162,12817,0.00019176696472841494,0.0010565426160476176
1988,5. Quintil,Westdeutschland,in school,0.00041610319359201083,12817,6.302326568298852e-05,0.0007691831215010331
1988,4. Quintil,Westdeutschland,in school,0.0003120773951940081,12817,6.285297545767672e-06,0.0006178694928422486
1988,5. Quintil,Westdeutschland,inadequately,0.0003120773951940081,12817,6.285297545767672e-06,0.0006178694928422486
1989,1. Quintil,Westdeutschland,middle vocational,0.17691154422788605,12393,0.17019309269543534,0.18362999576033676
1989,2. Quintil,Westdeutschland,middle vocational,0.1633112015420861,12393,0.15680304769229575,0.16981935539187643
1989,1. Quintil,Westdeutschland,general elemantary,0.14435639323195545,12393,0.1381686495888843,0.1505441368750266
1989,3. Quintil,Westdeutschland,middle vocational,0.10012850717498394,12393,0.09484360486229859,0.10541340948766928
1989,2. Quintil,Westdeutschland,general elemantary,0.07239237524095095,12393,0.06782994313655312,0.07695480734534878
1989,4. Quintil,Westdeutschland,middle vocational,0.04251445705718569,12393,0.03896221724205281,0.046066696872318576
1989,1. Quintil,Westdeutschland,inadequately,0.04144356393231956,12393,0.037934387225120436,0.04495274063951868
1989,3. Quintil,Westdeutschland,general elemantary,0.03737417005782823,12393,0.03403466288502334,0.040713677230633114
1989,2. Quintil,Westdeutschland,inadequately,0.019168986935103875,12393,0.016754835428656512,0.021583138441551238
1989,4. Quintil,Westdeutschland,higher education,0.019168986935103875,12393,0.016754835428656512,0.021583138441551238
1989,3. Quintil,Westdeutschland,higher education,0.01756264724780467,12393,0.015249968716497475,0.019875325779111865
1989,2. Quintil,Westdeutschland,higher vocational,0.017455557935318056,12393,0.015149815377362456,0.019761300493273654
1989,2. Quintil,Westdeutschland,higher education,0.016920111372884985,12393,0.014649389930607014,0.019190832815162956
1989,1. Quintil,Westdeutschland,higher vocational,0.01424287856071964,12393,0.012156698962934101,0.016329058158505178
1989,3. Quintil,Westdeutschland,higher vocational,0.013171985435853501,12393,0.01116467657174834,0.015179294299958663
1989,5. Quintil,Westdeutschland,middle vocational,0.011672735061040908,12393,0.009781678368517352,0.013563791753564465
