"pgisced97","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"middle vocational","2008","66 und älter","Westdeutschland, alte Bundeslaender","1673","0.526174131952131","0.508927897520637","0.543420366383625"
"middle vocational","2008","66 und älter","Ostdeutschland, neue Bundeslaender","592","0.517794730220327","0.48871192109651","0.546877539344145"
"vocational + Abi","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","279","0.0849717898350253","0.0753227180784872","0.0946208615915633"
"vocational + Abi","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","98","0.0794611711390078","0.0635218777593636","0.0954004645186521"
"vocational + Abi","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","555","0.0691400082226456","0.0636383054726944","0.0746417109725968"
"vocational + Abi","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","58","0.0242192810437619","0.0182088089328346","0.0302297531546891"
"vocational + Abi","2008","66 und älter","Westdeutschland, alte Bundeslaender","100","0.0395064571110578","0.0327782179229033","0.0462346962992124"
"vocational + Abi","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","95","0.0314399420434022","0.0254013588032583","0.037478525283546"
"higher vocational","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","31","0.0215137391161063","0.0129629569556753","0.0300645212765373"
"higher vocational","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","743","0.0863317489233998","0.0802410131010765","0.0924224847457232"
"higher vocational","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","236","0.105433395287661","0.0934260421461267","0.117440748429196"
"higher vocational","2008","66 und älter","Westdeutschland, alte Bundeslaender","207","0.0673624601249768","0.0587050982527762","0.0760198219971775"
"higher vocational","2008","66 und älter","Ostdeutschland, neue Bundeslaender","110","0.0993268975550346","0.0819185080339227","0.116735287076146"
"higher education","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","390","0.120976453897724","0.109691972873758","0.132260934921691"
"higher education","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","141","0.125975000907263","0.106419243554075","0.14553075826045"
"higher education","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2000","0.204120726423133","0.195379801771926","0.21286165107434"
"higher education","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","798","0.239020893157361","0.22234626546991","0.255695520844811"
"higher education","2008","66 und älter","Westdeutschland, alte Bundeslaender","572","0.139217304499845","0.127260544021454","0.151174064978235"
"higher education","2008","66 und älter","Ostdeutschland, neue Bundeslaender","307","0.254818482458131","0.229456215846803","0.280180749069459"
"in school","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","426","0.111576081592895","0.100193416136746","0.122958747049044"
"in school","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","81","0.0813400650673192","0.0643207957951614","0.0983593343394769"
"in school","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2009","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","30","0.0140443431578494","0.00979004713507448","0.0182986391806244"
"inadequately","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","83","0.0140916332547603","0.0114231700763645","0.0167600964331562"
"inadequately","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2009","66 und älter","Westdeutschland, alte Bundeslaender","40","0.014699524932902","0.0104548401840534","0.0189442096817506"
"inadequately","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","465","0.16245084770234","0.149115189966477","0.175786505438202"
"general elemantary","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","130","0.134779187046905","0.113518066054503","0.156040308039307"
"general elemantary","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","555","0.0889767391812739","0.082531111018927","0.0954223673436208"
"general elemantary","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","35","0.0180621438018159","0.0127251812814997","0.0233991063221321"
"general elemantary","2009","66 und älter","Westdeutschland, alte Bundeslaender","565","0.200509762932064","0.186388166718499","0.214631359145629"
"general elemantary","2009","66 und älter","Ostdeutschland, neue Bundeslaender","104","0.107267604353842","0.0892008112506164","0.125334397457068"
"middle vocational","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1289","0.462398586025329","0.444373109782916","0.480424062267743"
"middle vocational","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","511","0.489516215657003","0.458392905496061","0.520639525817944"
"middle vocational","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3809","0.525603638117785","0.514298857763679","0.536908418471892"
"middle vocational","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1307","0.60871503425452","0.58915718482945","0.628272883679591"
"middle vocational","2009","66 und älter","Westdeutschland, alte Bundeslaender","1605","0.528187474808923","0.510580358734852","0.545794590882994"
"middle vocational","2009","66 und älter","Ostdeutschland, neue Bundeslaender","591","0.509912121349005","0.480726376489744","0.539097866208265"
"vocational + Abi","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","250","0.0842290754972958","0.0741881732219691","0.0942699777726224"
"vocational + Abi","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","88","0.0875243589611872","0.0699294763819273","0.105119241540447"
"vocational + Abi","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","513","0.0683925872926649","0.0626780212406241","0.0741071533447058"
"vocational + Abi","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","55","0.0226327108445359","0.0166724579031551","0.0285929637859168"
"vocational + Abi","2009","66 und älter","Westdeutschland, alte Bundeslaender","87","0.0355119233161991","0.0289844519731694","0.0420393946592289"
"vocational + Abi","2009","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","83","0.030894292380325","0.0246386343479112","0.0371499504127389"
"higher vocational","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","673","0.0886792441254349","0.0822433499474263","0.0951151383034435"
"higher vocational","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","236","0.115564788485651","0.102752896161842","0.128376680809459"
"higher vocational","2009","66 und älter","Westdeutschland, alte Bundeslaender","209","0.0735776843826344","0.0643692243615943","0.0827861444036745"
"higher vocational","2009","66 und älter","Ostdeutschland, neue Bundeslaender","111","0.102771929527752","0.0850433143015822","0.120500544753923"
"higher education","2009","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","396","0.134406773643965","0.122075276669217","0.146738270618714"
"higher education","2009","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","144","0.164840236644383","0.141739402623792","0.187941070664973"
"higher education","2009","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1862","0.214256158028081","0.204967148208846","0.223545167847316"
"higher education","2009","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","757","0.234372868600287","0.217397085066897","0.251348652133676"
"higher education","2009","66 und älter","Westdeutschland, alte Bundeslaender","582","0.147513629627277","0.135006166194566","0.160021093059989"
"higher education","2009","66 und älter","Ostdeutschland, neue Bundeslaender","308","0.259184233080174","0.233601582988651","0.284766883171697"
"in school","2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","622","0.108930505027451","0.100402509204383","0.117458500850518"
"in school","2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","87","0.0486480260517915","0.0378718737938432","0.0594241783097398"
"in school","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2010","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2010","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","128","0.0173734620025642","0.0137969979752462","0.0209499260298821"
"inadequately","2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","154","0.0140424591504538","0.0117933279214929","0.0162915903794146"
"inadequately","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2010","66 und älter","Westdeutschland, alte Bundeslaender","34","0.0124816837110811","0.00850888437093075","0.0164544830512314"
"inadequately","2010","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","852","0.173459664923088","0.163095180341045","0.183824149505131"
"general elemantary","2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","193","0.153589583633907","0.13552899599464","0.171650171273175"
"general elemantary","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","815","0.0925563961063996","0.0870168122032494","0.0980959800095499"
"general elemantary","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","54","0.0181746051956903","0.0132874428517511","0.0230617675396294"
"general elemantary","2010","66 und älter","Westdeutschland, alte Bundeslaender","530","0.197901204077227","0.183644287311056","0.212158120843399"
"general elemantary","2010","66 und älter","Ostdeutschland, neue Bundeslaender","92","0.0993179605288457","0.08139722420628","0.117238696851411"
"middle vocational","2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2229","0.43944717640204","0.425861600796067","0.453032752008013"
"middle vocational","2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","803","0.531694358407273","0.50669918140028","0.556689535414266"
"middle vocational","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5075","0.517906419638985","0.508355274909689","0.527457564368281"
"middle vocational","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1602","0.602758568945923","0.584856381171523","0.620660756720322"
"middle vocational","2010","66 und älter","Westdeutschland, alte Bundeslaender","1552","0.535549421522064","0.517702759668845","0.553396083375282"
"middle vocational","2010","66 und älter","Ostdeutschland, neue Bundeslaender","540","0.498576418202842","0.468617615958804","0.52853522044688"
"vocational + Abi","2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","452","0.0806527630343086","0.0731991671102564","0.0881063589583607"
"vocational + Abi","2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","154","0.0909969272399827","0.0765904918769907","0.105403362602975"
"vocational + Abi","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","920","0.0742998273019297","0.0692868795377326","0.0793127750661267"
"vocational + Abi","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","93","0.0267677278298571","0.0208627108963102","0.032672744763404"
"vocational + Abi","2010","66 und älter","Westdeutschland, alte Bundeslaender","85","0.0355935792137955","0.0289637347313868","0.0422234236962041"
"vocational + Abi","2010","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","154","0.0314078284824078","0.0266335706978313","0.0361820862669842"
"higher vocational","2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","39","0.021156216358553","0.0139478609885303","0.0283645717285757"
"higher vocational","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","847","0.083736754769572","0.0784421651918994","0.0890313443472445"
"higher vocational","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","259","0.110802239459497","0.0993185724227978","0.122285906496195"
"higher vocational","2010","66 und älter","Westdeutschland, alte Bundeslaender","203","0.0722080120808729","0.0629459973588515","0.0814700268028943"
"higher vocational","2010","66 und älter","Ostdeutschland, neue Bundeslaender","117","0.102634691115153","0.0844507536118767","0.12081862861843"
"higher education","2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","690","0.148728600128141","0.138988852612576","0.158468347643705"
"higher education","2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","231","0.140982365460947","0.123550497328631","0.158414233593263"
"higher education","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2703","0.21745814303266","0.209573069812344","0.225343216252976"
"higher education","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","859","0.241178029051344","0.22552688956474","0.256829168537949"
