year,quintil_oecd,regtyp,pgisced97,proportion,n,lower_confidence,upper_confidence
1993,3. Quintil,Staedtischer Raum,inadequately,0.008277493102089082,16993,0.006915215735370924,0.00963977046880724
1993,2. Quintil,Laendlicher Raum,higher vocational,0.007094994087504927,16993,0.005833018621980581,0.008356969553029274
1993,1. Quintil,Laendlicher Raum,higher vocational,0.006385494678754434,16993,0.0051878519619052285,0.0075831373956036395
1993,4. Quintil,Laendlicher Raum,higher education,0.005912495072920773,16993,0.004759788562398684,0.007065201583442862
1993,3. Quintil,Staedtischer Raum,vocational + Abi,0.005675995270003942,16993,0.004546443820615668,0.006805546719392215
1993,1. Quintil,Staedtischer Raum,higher vocational,0.005518328734726055,16993,0.004404487687306633,0.006632169782145476
1993,4. Quintil,Staedtischer Raum,vocational + Abi,0.005281828931809223,16993,0.004191987701260027,0.0063716701623584195
1993,1. Quintil,Staedtischer Raum,vocational + Abi,0.00520299566417028,16993,0.004121275291662835,0.006284716036677724
1993,3. Quintil,Laendlicher Raum,higher vocational,0.004966495861253449,16993,0.003909520329670528,0.00602347139283637
1993,1. Quintil,Laendlicher Raum,inadequately,0.004808829325975561,16993,0.0037686840965799806,0.005848974555371142
1993,2. Quintil,Staedtischer Raum,vocational + Abi,0.004651162790697674,16993,0.003628130199576212,0.005674195381819137
1993,5. Quintil,Staedtischer Raum,higher vocational,0.004572329523058731,16993,0.003557963583283941,0.005586695462833521
1993,5. Quintil,Laendlicher Raum,middle vocational,0.004256996452502956,16993,0.0032780784427230304,0.005235914462282882
1993,5. Quintil,Staedtischer Raum,general elemantary,0.0041781631848640125,16993,0.003208313197679839,0.005148013172048186
1993,4. Quintil,Laendlicher Raum,general elemantary,0.0037839968466692945,16993,0.0028608449155318218,0.004707148777806767
1993,5. Quintil,Laendlicher Raum,higher education,0.002837997635001971,16993,0.002038145114374316,0.0036378501556296257
1993,4. Quintil,Staedtischer Raum,inadequately,0.002364998029168309,16993,0.001634662761325774,0.003095333297010844
1993,4. Quintil,Laendlicher Raum,higher vocational,0.002364998029168309,16993,0.001634662761325774,0.003095333297010844
1993,1. Quintil,Laendlicher Raum,vocational + Abi,0.0022861647615293654,16993,0.0015680765402210067,0.003004252982837724
1993,3. Quintil,Laendlicher Raum,vocational + Abi,0.0020496649586125345,16993,0.001369652381851849,0.00272967753537322
1993,2. Quintil,Laendlicher Raum,vocational + Abi,0.0020496649586125345,16993,0.001369652381851849,0.00272967753537322
1993,5. Quintil,Staedtischer Raum,vocational + Abi,0.0020496649586125345,16993,0.001369652381851849,0.00272967753537322
1993,1. Quintil,Staedtischer Raum,in school,0.00173433188805676,16993,0.0011087124772146168,0.0023599512988989033
1993,5. Quintil,Laendlicher Raum,higher vocational,0.0014978320851399291,16993,0.0009163623522593521,0.002079301818020506
1993,2. Quintil,Laendlicher Raum,inadequately,0.0014978320851399291,16993,0.0009163623522593521,0.002079301818020506
1993,3. Quintil,Laendlicher Raum,inadequately,0.0013401655498620417,16993,0.000790106823206557,0.0018902242765175264
1993,2. Quintil,Staedtischer Raum,in school,0.0010248324793062672,16993,0.0005437441412893258,0.0015059208173232087
1993,2. Quintil,Laendlicher Raum,in school,0.0010248324793062672,16993,0.0005437441412893258,0.0015059208173232087
1993,3. Quintil,Staedtischer Raum,in school,0.00086716594402838,16993,0.00042459411633449166,0.0013097377717222684
1993,1. Quintil,Laendlicher Raum,in school,0.0007883326763894363,16993,0.0003663403486607712,0.0012103250041181014
1993,4. Quintil,Laendlicher Raum,vocational + Abi,0.0007883326763894363,16993,0.0003663403486607712,0.0012103250041181014
1993,5. Quintil,Staedtischer Raum,in school,0.0007094994087504927,16993,0.0003091465434508479,0.0011098522740501375
1993,5. Quintil,Staedtischer Raum,inadequately,0.0007094994087504927,16993,0.0003091465434508479,0.0011098522740501375
1993,5. Quintil,Laendlicher Raum,general elemantary,0.00039416633819471815,16993,9.571385269149574e-05,0.0006926188236979406
1993,4. Quintil,Laendlicher Raum,inadequately,0.00031533307055577455,16993,4.837852632402599e-05,0.0005822876147875231
1993,3. Quintil,Laendlicher Raum,in school,0.00031533307055577455,16993,4.837852632402599e-05,0.0005822876147875231
1993,4. Quintil,Staedtischer Raum,in school,0.0002364998029168309,16993,5.30127055310643e-06,0.0004676983352805554
1993,5. Quintil,Laendlicher Raum,vocational + Abi,0.0002364998029168309,16993,5.30127055310643e-06,0.0004676983352805554
1993,4. Quintil,Laendlicher Raum,in school,0.00015766653527788727,16993,-3.111371831482807e-05,0.0003464467888706026
1993,5. Quintil,Laendlicher Raum,in school,0.00015766653527788727,16993,-3.111371831482807e-05,0.0003464467888706026
1993,5. Quintil,Laendlicher Raum,inadequately,7.883326763894364e-05,16993,-5.465979219620236e-05,0.00021232632747408963
1994,2. Quintil,Staedtischer Raum,middle vocational,0.09284053555680269,16642,0.08843129342069032,0.09724977769291505
1994,3. Quintil,Staedtischer Raum,middle vocational,0.07728693978994629,16642,0.07322961567570949,0.08134426390418309
1994,1. Quintil,Staedtischer Raum,middle vocational,0.06774633207728693,16642,0.06392809178548747,0.0715645723690864
1994,4. Quintil,Staedtischer Raum,middle vocational,0.06574200272588791,16642,0.061976628117867666,0.06950737733390816
1994,2. Quintil,Laendlicher Raum,middle vocational,0.06349715385232102,16642,0.05979218131699269,0.06720212638764934
1994,1. Quintil,Laendlicher Raum,middle vocational,0.059167802453299126,16642,0.0555831082129403,0.06275249669365794
1994,1. Quintil,Staedtischer Raum,general elemantary,0.046259921430289425,16642,0.04306859833987343,0.04945124452070542
1994,3. Quintil,Laendlicher Raum,middle vocational,0.04289264811993907,16642,0.03981424799159529,0.04597104824828285
1994,2. Quintil,Staedtischer Raum,general elemantary,0.04000641385392448,16642,0.03702891029062972,0.042983917417219235
1994,3. Quintil,Staedtischer Raum,general elemantary,0.027820091397418423,16642,0.025321438617328215,0.03031874417750863
1994,5. Quintil,Staedtischer Raum,middle vocational,0.027659745049306503,16642,0.025168097949081196,0.03015139214953181
1994,1. Quintil,Laendlicher Raum,general elemantary,0.024212298564900186,16642,0.021876964615304546,0.026547632514495826
1994,4. Quintil,Laendlicher Raum,middle vocational,0.023410566824340576,16642,0.021113279652343424,0.025707853996337727
1994,5. Quintil,Staedtischer Raum,higher education,0.021406237472941552,16642,0.01920724013472304,0.023605234811160065
1994,3. Quintil,Staedtischer Raum,higher education,0.020283813036158102,16642,0.01814201629359658,0.022425609778719623
1994,4. Quintil,Staedtischer Raum,higher education,0.019642427643710415,16642,0.017534075511969675,0.021750779775451156
1994,2. Quintil,Laendlicher Raum,general elemantary,0.017958790988535235,16642,0.015941090418632696,0.019976491558437774
1994,4. Quintil,Staedtischer Raum,general elemantary,0.01715705924797563,16642,0.015184105976177985,0.01913001251977327
1994,2. Quintil,Laendlicher Raum,higher education,0.01563376894091237,16642,0.01374897659098127,0.017518561290843473
1994,1. Quintil,Staedtischer Raum,inadequately,0.014992383548464683,16642,0.013146057278681358,0.016838709818248008
1994,2. Quintil,Staedtischer Raum,higher education,0.01459151767818488,16642,0.012769671552018833,0.016413363804350926
1994,3. Quintil,Laendlicher Raum,higher education,0.012266495630562015,16642,0.010594121428624204,0.013938869832499826
1994,2. Quintil,Staedtischer Raum,inadequately,0.012106149282450093,16642,0.010444606737950324,0.013767691826949861
1994,3. Quintil,Laendlicher Raum,general elemantary,0.011224244367834523,16642,0.009623651881824777,0.012824836853844269
1994,3. Quintil,Staedtischer Raum,higher vocational,0.009300088190491461,16642,0.0078417175651548,0.010758458815828122
1994,4. Quintil,Laendlicher Raum,higher education,0.008979395494267618,16642,0.007546157855775169,0.010412633132760066
1994,2. Quintil,Staedtischer Raum,higher vocational,0.008819049146155696,16642,0.007398551012753642,0.01023954727955775
1994,4. Quintil,Staedtischer Raum,higher vocational,0.00825783692776397,16642,0.006882890261524536,0.009632783594003404
1994,2. Quintil,Laendlicher Raum,higher vocational,0.00809749057965205,16642,0.00673584828517368,0.00945913287413042
1994,1. Quintil,Laendlicher Raum,higher education,0.007375932013148401,16642,0.006075899644518582,0.00867596438177822
1994,1. Quintil,Staedtischer Raum,higher education,0.007215585665036479,16642,0.005929657876633854,0.008501513453439104
1994,3. Quintil,Staedtischer Raum,inadequately,0.006734546620700713,16642,0.005491921412190681,0.007977171829210745
1994,3. Quintil,Staedtischer Raum,vocational + Abi,0.006253507576364948,16642,0.0050557940423062876,0.007451221110423609
1994,5. Quintil,Laendlicher Raum,middle vocational,0.006253507576364948,16642,0.0050557940423062876,0.007451221110423609
1994,5. Quintil,Staedtischer Raum,higher vocational,0.005612122183917261,16642,0.004477125005106479,0.006747119362728044
1994,3. Quintil,Laendlicher Raum,higher vocational,0.0055319490098613006,16642,0.004405042690412297,0.006658855329310304
1994,5. Quintil,Laendlicher Raum,higher education,0.005131083139581496,16642,0.0040455557910418685,0.006216610488121124
1994,1. Quintil,Staedtischer Raum,vocational + Abi,0.005131083139581496,16642,0.0040455557910418685,0.006216610488121124
1994,5. Quintil,Staedtischer Raum,general elemantary,0.0050509099655255355,16642,0.0039738532928443055,0.0061279666382067655
1994,1. Quintil,Staedtischer Raum,higher vocational,0.004890563617413613,16642,0.0038306555661829647,0.005950471668644261
1994,4. Quintil,Laendlicher Raum,general elemantary,0.004810390443357652,16642,0.0037591637188970095,0.005861617167818295
1994,2. Quintil,Staedtischer Raum,vocational + Abi,0.0046500440952457305,16642,0.003616403044420704,0.005683685146070757
1994,4. Quintil,Staedtischer Raum,vocational + Abi,0.004489697747133809,16642,0.003473952627740942,0.005505442866526676
1994,1. Quintil,Laendlicher Raum,inadequately,0.004249178224965926,16642,0.0032608956846250543,0.005237460765306798
1994,1. Quintil,Laendlicher Raum,higher vocational,0.004249178224965926,16642,0.0032608956846250543,0.005237460765306798
1994,4. Quintil,Laendlicher Raum,higher vocational,0.004249178224965926,16642,0.0032608956846250543,0.005237460765306798
1994,3. Quintil,Laendlicher Raum,vocational + Abi,0.0028060610919586307,16642,0.002002365310802932,0.0036097568731143295
1994,2. Quintil,Staedtischer Raum,in school,0.0024853683957347873,16642,0.0017288694352388708,0.0032418673562307036
1994,5. Quintil,Staedtischer Raum,vocational + Abi,0.0024853683957347873,16642,0.0017288694352388708,0.0032418673562307036
1994,4. Quintil,Staedtischer Raum,inadequately,0.002405195221678826,16642,0.0016609679710636468,0.0031494224722940054
1994,2. Quintil,Laendlicher Raum,vocational + Abi,0.002004329351399022,16642,0.0013248094442017218,0.0026838492585963217
1994,1. Quintil,Laendlicher Raum,vocational + Abi,0.0016034634811192174,16642,0.0009955603475485272,0.0022113666146899077
1994,1. Quintil,Staedtischer Raum,in school,0.0015232903070632566,16642,0.0009307558352157492,0.002115824778910764
1994,3. Quintil,Staedtischer Raum,in school,0.0014431171330072958,16642,0.0008663632744831571,0.002019870991531434
1994,4. Quintil,Laendlicher Raum,vocational + Abi,0.001362943958951335,16642,0.0008024174575353027,0.001923470460367367
1994,5. Quintil,Laendlicher Raum,higher vocational,0.001202597610839413,16642,0.0006760323754305985,0.0017291628462482275
1994,4. Quintil,Staedtischer Raum,in school,0.001202597610839413,16642,0.0006760323754305985,0.0017291628462482275
1994,3. Quintil,Laendlicher Raum,inadequately,0.0011224244367834522,16642,0.0006136936729944239,0.0016311552005724805
1994,5. Quintil,Staedtischer Raum,inadequately,0.0011224244367834522,16642,0.0006136936729944239,0.0016311552005724805
1994,2. Quintil,Laendlicher Raum,inadequately,0.0011224244367834522,16642,0.0006136936729944239,0.0016311552005724805
1994,2. Quintil,Laendlicher Raum,in school,0.0009620780886715305,16642,0.0004910471202513678,0.0014331090570916933
1994,3. Quintil,Laendlicher Raum,in school,0.0008017317405596087,16642,0.0003717067572322969,0.0012317567238869205
1994,4. Quintil,Laendlicher Raum,inadequately,0.000641385392447687,16642,0.0002567284943556036,0.0010260422905397704
1994,5. Quintil,Laendlicher Raum,general elemantary,0.000641385392447687,16642,0.0002567284943556036,0.0010260422905397704
1994,1. Quintil,Laendlicher Raum,in school,0.00048103904433576526,16642,0.0001478896752783674,0.0008141884133931631
1994,5. Quintil,Laendlicher Raum,vocational + Abi,0.00048103904433576526,16642,0.0001478896752783674,0.0008141884133931631
1994,5. Quintil,Staedtischer Raum,in school,0.00040086587027980436,16642,9.673129934350313e-05,0.0007050004412161056
1994,5. Quintil,Laendlicher Raum,in school,0.0003206926962238435,16642,4.8655557497875976e-05,0.0005927298349498111
1994,4. Quintil,Laendlicher Raum,in school,0.00024051952216788263,16642,4.919002376112692e-06,0.00047612004195965256
1995,2. Quintil,Staedtischer Raum,middle vocational,0.0939696922355882,17246,0.08961480267833655,0.09832458179283984
1995,3. Quintil,Staedtischer Raum,middle vocational,0.08147164505546009,17246,0.07738881402348441,0.08555447608743577
1995,1. Quintil,Staedtischer Raum,middle vocational,0.06811435713169817,17246,0.06435414347917531,0.07187457078422102
1995,4. Quintil,Staedtischer Raum,middle vocational,0.061162318387751914,17246,0.05758589351788322,0.0647387432576206
1995,2. Quintil,Laendlicher Raum,middle vocational,0.06022496484924231,17246,0.056674280138818214,0.0637756495596664
1995,1. Quintil,Laendlicher Raum,middle vocational,0.057803468208092484,17246,0.05432041924552046,0.06128651717066451
1995,3. Quintil,Laendlicher Raum,middle vocational,0.046008436181846586,17246,0.04288161616459119,0.04913525619910198
1995,1. Quintil,Staedtischer Raum,general elemantary,0.045930323386970784,17246,0.04280603094304772,0.04905461583089385
1995,2. Quintil,Staedtischer Raum,general elemantary,0.04038431495078894,17246,0.037446212675035145,0.04332241722654273
1995,5. Quintil,Staedtischer Raum,middle vocational,0.025308545539759413,17246,0.02296442978717351,0.027652661292345317
1995,3. Quintil,Staedtischer Raum,general elemantary,0.024605530385877206,17246,0.02229336768835027,0.02691769308340414
1995,5. Quintil,Staedtischer Raum,higher education,0.023590064052491796,17246,0.021324937163265938,0.025855190941717655
1995,1. Quintil,Laendlicher Raum,general elemantary,0.023511951257615998,17246,0.021250487234966954,0.02577341528026504
1995,4. Quintil,Laendlicher Raum,middle vocational,0.02249648492423059,17246,0.02028324560622446,0.024709724242236716
1995,4. Quintil,Staedtischer Raum,higher education,0.019606311513825966,17246,0.017537075239365606,0.021675547788286325
1995,3. Quintil,Staedtischer Raum,higher education,0.018512732385564754,17246,0.016500910737263563,0.020524554033865945
1995,4. Quintil,Staedtischer Raum,general elemantary,0.01702858928292454,17246,0.015097636477757167,0.01895954208809192
1995,2. Quintil,Laendlicher Raum,general elemantary,0.01570067177003593,17246,0.01384528441641068,0.01755605912366118
1995,2. Quintil,Laendlicher Raum,higher education,0.014997656616153727,17246,0.013183636013410358,0.016811677218897095
1995,2. Quintil,Staedtischer Raum,higher education,0.014919543821277925,17246,0.0131101816587688,0.016728905983787047
1995,1. Quintil,Staedtischer Raum,inadequately,0.013982190282768318,17246,0.012229755501478961,0.015734625064057674
1995,3. Quintil,Laendlicher Raum,higher education,0.012966723949382909,17246,0.011278255653944635,0.014655192244821182
1995,2. Quintil,Staedtischer Raum,inadequately,0.011638806436494297,17246,0.010038054831874374,0.01323955804111422
1995,3. Quintil,Laendlicher Raum,general elemantary,0.011248242462115294,17246,0.009674267392146732,0.012822217532083856
1995,4. Quintil,Laendlicher Raum,higher education,0.010545227308233089,17246,0.009020690806263703,0.012069763810202475
1995,1. Quintil,Staedtischer Raum,higher education,0.00952976097484768,17246,0.008079742286117705,0.010979779663577655
1995,3. Quintil,Staedtischer Raum,higher vocational,0.008982971410717076,17246,0.0075747775463500915,0.01039116527508406
1995,5. Quintil,Laendlicher Raum,middle vocational,0.008592407436338071,17246,0.007214895306061954,0.009969919566614189
1995,4. Quintil,Staedtischer Raum,higher vocational,0.00843618184658647,17246,0.00707114246082031,0.00980122123235263
1995,2. Quintil,Laendlicher Raum,higher vocational,0.007811279487580066,17246,0.006497355891988908,0.009125203083171224
1995,2. Quintil,Staedtischer Raum,higher vocational,0.007420715513201062,17246,0.006139809173288763,0.00870162185311336
1995,2. Quintil,Staedtischer Raum,vocational + Abi,0.007342602718325261,17246,0.006068405691162995,0.008616799745487529
1995,1. Quintil,Laendlicher Raum,higher education,0.006639587564443055,17246,0.005427494807291413,0.007851680321594699
1995,1. Quintil,Staedtischer Raum,vocational + Abi,0.006561474769567255,17246,0.005356485690240939,0.00776646384889357
1995,3. Quintil,Staedtischer Raum,vocational + Abi,0.006483361974691454,17246,0.005285519834696643,0.007681204114686265
1995,3. Quintil,Laendlicher Raum,higher vocational,0.006170910795188252,17246,0.005002104971491009,0.007339716618885495
1995,5. Quintil,Laendlicher Raum,higher education,0.005624121231057647,17246,0.004507991934866621,0.006740250527248673
1995,3. Quintil,Staedtischer Raum,inadequately,0.005467895641306046,17246,0.0043672908665091876,0.006568500416102904
1995,5. Quintil,Staedtischer Raum,higher vocational,0.005389782846430245,17246,0.004297024902009929,0.006482540790850561
1995,4. Quintil,Laendlicher Raum,general elemantary,0.005233557256678644,17246,0.004156668274584285,0.006310446238773004
1995,1. Quintil,Staedtischer Raum,higher vocational,0.005155444461802844,17246,0.004086580214280892,0.0062243087093247955
1995,4. Quintil,Staedtischer Raum,vocational + Abi,0.00476488048742384,17246,0.003737099136924261,0.005792661837923419
1995,4. Quintil,Laendlicher Raum,higher vocational,0.004296203718169036,17246,0.003320047342300028,0.005272360094038043
1995,5. Quintil,Staedtischer Raum,general elemantary,0.004296203718169036,17246,0.003320047342300028,0.005272360094038043
1995,1. Quintil,Laendlicher Raum,higher vocational,0.0037494141540384317,17246,0.0028372397478562423,0.004661588560220621
1995,1. Quintil,Laendlicher Raum,inadequately,0.003436962974535229,17246,0.002563485530167546,0.004310440418902912
1995,3. Quintil,Laendlicher Raum,vocational + Abi,0.0033588501796594284,17246,0.002495321821880102,0.004222378537438755
1995,4. Quintil,Staedtischer Raum,inadequately,0.002733947820653023,17246,0.001954633765419057,0.003513261875886989
1995,5. Quintil,Staedtischer Raum,vocational + Abi,0.0026558350257772224,17246,0.0018877046261611902,0.0034239654253932546
1995,2. Quintil,Staedtischer Raum,in school,0.002499609436025621,17246,0.001754355127645716,0.0032448637444055257
1995,1. Quintil,Laendlicher Raum,vocational + Abi,0.0023433838462740197,17246,0.0016217379606173737,0.0030650297319306657
1995,3. Quintil,Staedtischer Raum,in school,0.0021090454616466176,17246,0.0014243516635217722,0.002793739259771463
1995,2. Quintil,Laendlicher Raum,vocational + Abi,0.001796594282143415,17246,0.0011645515951876117,0.0024286369690992185
1995,1. Quintil,Staedtischer Raum,in school,0.0017184814872676145,17246,0.0011003073592026525,0.0023366556153325765
1995,5. Quintil,Laendlicher Raum,higher vocational,0.0016403686923918137,17246,0.0010363837349807057,0.0022443536498029217
1995,2. Quintil,Laendlicher Raum,inadequately,0.0016403686923918137,17246,0.0010363837349807057,0.0022443536498029217
1995,5. Quintil,Laendlicher Raum,general elemantary,0.0016403686923918137,17246,0.0010363837349807057,0.0022443536498029217
1995,4. Quintil,Staedtischer Raum,in school,0.0014841431026402126,17246,0.0009095938652329093,0.0020586923400475157
1995,2. Quintil,Laendlicher Raum,in school,0.0011716919231370099,17246,0.000661111663624724,0.0016822721826492957
1995,5. Quintil,Staedtischer Raum,inadequately,0.0010154663333854085,17246,0.0005401048086744399,0.001490827858096377
1995,3. Quintil,Laendlicher Raum,inadequately,0.0009373535385096079,17246,0.0004806231031271226,0.0013940839738920932
1995,4. Quintil,Laendlicher Raum,vocational + Abi,0.0008592407436338072,17246,0.0004219375493517739,0.0012965439379158405
1995,1. Quintil,Laendlicher Raum,in school,0.0008592407436338072,17246,0.0004219375493517739,0.0012965439379158405
1995,3. Quintil,Laendlicher Raum,in school,0.0007030151538822059,17246,0.0003074286082757709,0.0010986016994886409
1995,5. Quintil,Laendlicher Raum,vocational + Abi,0.0005467895641306046,17246,0.00019788775389995586,0.0008956913743612535
1995,5. Quintil,Laendlicher Raum,inadequately,0.0003124511795032026,17246,4.8675283951237934e-05,0.0005762270750551673
1995,5. Quintil,Staedtischer Raum,in school,0.0003124511795032026,17246,4.8675283951237934e-05,0.0005762270750551673
1995,5. Quintil,Laendlicher Raum,in school,0.00023433838462740198,17246,5.892833647535569e-06,0.0004627839356072684
1995,4. Quintil,Laendlicher Raum,in school,0.0001562255897516013,17246,-3.030670811181386e-05,0.0003427578876150165
1995,4. Quintil,Laendlicher Raum,inadequately,0.0001562255897516013,17246,-3.030670811181386e-05,0.0003427578876150165
1996,2. Quintil,Staedtischer Raum,middle vocational,0.09540101845957989,16862,0.09096691235077485,0.09983512456838493
1996,3. Quintil,Staedtischer Raum,middle vocational,0.07996499045194144,16862,0.07587093566108248,0.0840590452428004
1996,4. Quintil,Staedtischer Raum,middle vocational,0.06596117122851687,16862,0.062214650209721944,0.0697076922473118
1996,2. Quintil,Laendlicher Raum,middle vocational,0.06588160407383832,16862,0.06213718392360997,0.06962602422406668
1996,1. Quintil,Staedtischer Raum,middle vocational,0.061028007638446846,16862,0.05741480395749477,0.06464121131939891
1996,3. Quintil,Laendlicher Raum,middle vocational,0.04957033736473584,16862,0.04629412189077069,0.05284655283870099
1996,1. Quintil,Laendlicher Raum,middle vocational,0.04829726288987906,16862,0.04506122612092425,0.05153329965883387
1996,1. Quintil,Staedtischer Raum,general elemantary,0.04256842775302355,16862,0.03952124005596931,0.04561561545007779
1996,2. Quintil,Staedtischer Raum,general elemantary,0.040420114576702734,16862,0.037447484505000836,0.04339274464840463
1996,5. Quintil,Staedtischer Raum,middle vocational,0.02673456397199236,16862,0.024299817575481355,0.029169310368503367
1996,4. Quintil,Staedtischer Raum,higher education,0.02601845957988542,16862,0.023615659254209144,0.0284212599055617
1996,3. Quintil,Staedtischer Raum,general elemantary,0.025222788033099935,16862,0.022856046904593252,0.02758952916160662
1996,4. Quintil,Laendlicher Raum,middle vocational,0.024745385105028644,16862,0.02240057517620186,0.027090195033855426
1996,5. Quintil,Staedtischer Raum,higher education,0.02307447485677912,16862,0.020808275195423147,0.025340674518135094
1996,1. Quintil,Laendlicher Raum,general elemantary,0.02148313176320815,16862,0.019294692573873826,0.02367157095254247
1996,3. Quintil,Staedtischer Raum,higher education,0.018857415658816042,16862,0.016804322391958677,0.020910508925673407
1996,2. Quintil,Laendlicher Raum,general elemantary,0.016788669637173775,16862,0.014849422728434557,0.018727916545912993
1996,4. Quintil,Staedtischer Raum,general elemantary,0.014799490770210057,16862,0.01297690813246266,0.016622073407957454
1996,2. Quintil,Laendlicher Raum,higher education,0.014481222151495863,16862,0.012678052502645448,0.016284391800346278
1996,3. Quintil,Laendlicher Raum,higher education,0.014242520687460217,16862,0.012454057526945214,0.01603098384797522
1996,2. Quintil,Staedtischer Raum,higher education,0.013446849140674729,16862,0.011708359772206927,0.015185338509142532
1996,1. Quintil,Staedtischer Raum,inadequately,0.012332908975175048,16862,0.01066704481940688,0.013998773130943217
1996,4. Quintil,Laendlicher Raum,higher education,0.011775938892425206,16862,0.010147666676057427,0.013404211108792986
1996,3. Quintil,Laendlicher Raum,general elemantary,0.01042329726288988,16862,0.008890344325902778,0.011956250199876981
1996,2. Quintil,Staedtischer Raum,inadequately,0.01042329726288988,16862,0.008890344325902778,0.011956250199876981
1996,4. Quintil,Staedtischer Raum,higher vocational,0.009468491406747295,16862,0.008006731415329128,0.010930251398165461
1996,3. Quintil,Staedtischer Raum,higher vocational,0.008991088478676003,16862,0.007566312959010569,0.010415863998341436
1996,5. Quintil,Laendlicher Raum,middle vocational,0.008752387014640357,16862,0.007346482379735654,0.01015829164954506
1996,2. Quintil,Staedtischer Raum,higher vocational,0.008672819859961808,16862,0.00727326412329082,0.010072375596632797
1996,2. Quintil,Laendlicher Raum,higher vocational,0.007718014003819223,16862,0.006397108153788261,0.009038919853850184
1996,1. Quintil,Staedtischer Raum,higher education,0.007399745385105029,16862,0.006106154019010818,0.00869333675119924
1996,2. Quintil,Staedtischer Raum,vocational + Abi,0.007399745385105029,16862,0.006106154019010818,0.00869333675119924
1996,1. Quintil,Staedtischer Raum,vocational + Abi,0.0068427753023551875,16862,0.00559847080280633,0.008087079801904045
1996,4. Quintil,Laendlicher Raum,general elemantary,0.006444939528962444,16862,0.005237106442579673,0.007652772615345216
1996,3. Quintil,Laendlicher Raum,higher vocational,0.006444939528962444,16862,0.005237106442579673,0.007652772615345216
1996,3. Quintil,Staedtischer Raum,inadequately,0.0060471037555697,16862,0.004876909017923341,0.00721729849321606
1996,5. Quintil,Laendlicher Raum,higher education,0.0060471037555697,16862,0.004876909017923341,0.00721729849321606
1996,3. Quintil,Staedtischer Raum,vocational + Abi,0.005887969446212603,16862,0.004733182229927974,0.007042756662497232
1996,4. Quintil,Laendlicher Raum,higher vocational,0.005251432208784214,16862,0.004160501738774084,0.006342362678794344
1996,4. Quintil,Staedtischer Raum,vocational + Abi,0.005092297899427116,16862,0.004017937909820088,0.006166657889034144
1996,5. Quintil,Staedtischer Raum,higher vocational,0.005092297899427116,16862,0.004017937909820088,0.006166657889034144
1996,1. Quintil,Laendlicher Raum,higher education,0.0050127307447485675,16862,0.003946754615253253,0.006078706874243882
1996,1. Quintil,Staedtischer Raum,higher vocational,0.004933163590070019,16862,0.0038756391481118927,0.005990688032028145
1996,5. Quintil,Staedtischer Raum,general elemantary,0.004455760661998727,16862,0.003450467477528938,0.005461053846468516
1996,1. Quintil,Laendlicher Raum,inadequately,0.0031031190324633993,16862,0.0022636090493219443,0.003942629015604854
1996,5. Quintil,Staedtischer Raum,vocational + Abi,0.0029439847231063016,16862,0.002126218659463161,0.003761750786749442
1996,3. Quintil,Laendlicher Raum,vocational + Abi,0.0029439847231063016,16862,0.002126218659463161,0.003761750786749442
1996,4. Quintil,Staedtischer Raum,inadequately,0.0027848504137492043,16862,0.001989429695451541,0.0035802711320468677
1996,2. Quintil,Staedtischer Raum,in school,0.002546148949713558,16862,0.0017854902481787616,0.0033068076512483544
1996,1. Quintil,Laendlicher Raum,higher vocational,0.0024665817950350094,16862,0.001717872858802543,0.003215290731267476
1996,3. Quintil,Staedtischer Raum,in school,0.002307447485677912,16862,0.0015832353351027113,0.003031659636253113
1996,2. Quintil,Laendlicher Raum,inadequately,0.002148313176320815,16862,0.001449464216898461,0.0028471621357431687
1996,1. Quintil,Laendlicher Raum,vocational + Abi,0.002068746021642266,16862,0.0013829334703152757,0.002754558572969256
1996,2. Quintil,Laendlicher Raum,vocational + Abi,0.0019096117122851686,16862,0.0012506517921076201,0.002568571632462717
1996,5. Quintil,Laendlicher Raum,higher vocational,0.0016709102482495226,16862,0.0010544359808126584,0.0022873845156863868
1996,4. Quintil,Laendlicher Raum,vocational + Abi,0.0016709102482495226,16862,0.0010544359808126584,0.0022873845156863868
1996,4. Quintil,Staedtischer Raum,in school,0.0016709102482495226,16862,0.0010544359808126584,0.0022873845156863868
1996,5. Quintil,Laendlicher Raum,general elemantary,0.0014322087842138765,16862,0.0008613962877494423,0.0020030212806783107
1996,1. Quintil,Staedtischer Raum,in school,0.001273074474856779,16862,0.0007348644120031567,0.0018112845377104012
1996,3. Quintil,Laendlicher Raum,inadequately,0.0011139401654996818,16862,0.0006104506436698979,0.0016174296873294656
1996,5. Quintil,Staedtischer Raum,in school,0.0009548058561425843,16862,0.0004886280074341623,0.0014209837048510063
1996,3. Quintil,Laendlicher Raum,in school,0.0008752387014640357,16862,0.0004288896188024037,0.0013215877841256678
1996,1. Quintil,Laendlicher Raum,in school,0.000795671546785487,16862,0.0003700774492477224,0.0012212656443232515
1996,4. Quintil,Laendlicher Raum,in school,0.000795671546785487,16862,0.0003700774492477224,0.0012212656443232515
1996,2. Quintil,Laendlicher Raum,in school,0.0007161043921069382,16862,0.0003123343047741542,0.0011198744794397222
1996,5. Quintil,Laendlicher Raum,vocational + Abi,0.0007161043921069382,16862,0.0003123343047741542,0.0011198744794397222
