"pgisced97","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"higher vocational","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","192","0.047867716103902","0.0417362409764404","0.0539991912313635"
"higher vocational","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","75","0.0721977003086435","0.0573102136382184","0.0870851869790687"
"higher vocational","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","206","0.112694378352942","0.0980453331817231","0.127343423524161"
"higher vocational","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","139","0.107412794269321","0.0905939583037573","0.124231630234885"
"higher vocational","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","123","0.177996119134975","0.152461072296734","0.203531165973216"
"higher vocational","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","935","1","1","1"
"higher education","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","840","1","1","1"
"in school","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","227","0.428559918270903","0.391873895775117","0.46524594076669"
"in school","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","109","0.7803838813513","0.709491642116425","0.851276120586174"
"in school","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","405","0.471196224038098","0.434191456723237","0.508200991352959"
"inadequately","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1796","0.329211804706589","0.316252257973809","0.342171351439368"
"general elemantary","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","226","0.189716118404421","0.167504933326303","0.21192730348254"
"general elemantary","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","384","0.173210095063871","0.156616727565855","0.189803462561886"
"general elemantary","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","155","0.088173400071732","0.0733417503636709","0.103005049779793"
"general elemantary","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","65","0.0873968023907849","0.0664605826517064","0.108333022129863"
"middle vocational","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3015","0.618449136102621","0.605052751081294","0.631845521123947"
"middle vocational","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","889","0.736922626682236","0.711979338174075","0.761865915190397"
"middle vocational","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","1391","0.719390468097024","0.699689666456496","0.739091269737552"
"middle vocational","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1108","0.808277352233768","0.787686161982731","0.828868542484804"
"middle vocational","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","405","0.381023437522225","0.350787446230624","0.411259428813826"
"middle vocational","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","82","0.433931223530252","0.359429094949573","0.50843335211093"
"middle vocational","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","444","0.449626285847384","0.418654521080468","0.480598050614299"
"vocational + Abi","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","68","0.463528844557171","0.388567874036366","0.538489815077976"
"vocational + Abi","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","212","0.0469987124753387","0.0411622576179885","0.052835167332689"
"higher vocational","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","76","0.0688202295904413","0.0544793483075104","0.0831611108733722"
"higher vocational","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","223","0.107399436839105","0.0938231836294129","0.120975690048798"
"higher vocational","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","141","0.1035492476945","0.0876124437801008","0.1194860516089"
"higher vocational","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","142","0.169350276630391","0.14599886274897","0.192701690511813"
"higher vocational","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","1108","1","1","1"
"higher education","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","871","1","1","1"
"in school","1999","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","217","0.420525837951831","0.383147148514592","0.45790452738907"
"in school","1999","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","105","0.79616539499143","0.726102700227692","0.866228089755168"
"in school","1999","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1999","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1999","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","1999","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1999","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","1999","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1999","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","1999","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1999","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","385","0.474395535562196","0.436585201971777","0.512205869152616"
"inadequately","1999","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1999","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1999","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1999","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1999","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1999","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1999","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1999","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1999","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1999","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1999","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1999","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1708","0.316290046296811","0.303276151283181","0.32930394131044"
"general elemantary","1999","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","217","0.182229916429368","0.160072237594689","0.204387595264047"
"general elemantary","1999","Realschulabschluss","Westdeutschland, alte Bundeslaender","381","0.180593747210684","0.16371354547566","0.197473948945708"
"general elemantary","1999","Realschulabschluss","Ostdeutschland, neue Bundeslaender","155","0.0853245552909328","0.0706803761767252","0.0999687344051404"
"general elemantary","1999","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1999","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1999","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","1999","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1999","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","66","0.0919176671246842","0.0700414210664694","0.113793913182899"
"middle vocational","1999","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","1999","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2963","0.631293008660602","0.617791423459736","0.644794593861468"
"middle vocational","1999","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","868","0.745338618287934","0.720331872838294","0.770345363737573"
"middle vocational","1999","Realschulabschluss","Westdeutschland, alte Bundeslaender","1392","0.715425185995069","0.695625560129831","0.735224811860307"
"middle vocational","1999","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1099","0.80889458122129","0.788284629750562","0.829504532692018"
"middle vocational","1999","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","386","0.372932061219794","0.342373513273616","0.403490609165973"
"middle vocational","1999","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","94","0.450234168819839","0.379677266587056","0.520791071052621"
"middle vocational","1999","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
