year,sampreg,pgisced97,proportion,n,lower_confidence,upper_confidence
2008,Westdeutschland,higher education,0.1554267650158061,23673,0.15081134761180853,0.16004218241980367
2008,Ostdeutschland,middle vocational,0.13177028451001055,23673,0.12746149293441705,0.13607907608560404
2008,Westdeutschland,general elemantary,0.09004214963119073,23673,0.08639576071554966,0.09368853854683179
2008,Ostdeutschland,higher education,0.0654373024236038,23673,0.062287042869154124,0.06858756197805346
2008,Westdeutschland,higher vocational,0.0547945205479452,23673,0.051895434517682214,0.05769360657820819
2008,Westdeutschland,vocational + Abi,0.04889357218124341,23673,0.046146501304379146,0.05164064305810768
2008,Ostdeutschland,higher vocational,0.01981032665964173,23673,0.018035196093994885,0.021585457225288575
2008,Ostdeutschland,general elemantary,0.015964172813487883,23673,0.014367528833500563,0.017560816793475202
2008,Westdeutschland,in school,0.014383561643835616,23673,0.012866802538162355,0.015900320749508878
2008,Ostdeutschland,vocational + Abi,0.00869336143308746,23673,0.007510790234338238,0.009875932631836682
2008,Westdeutschland,inadequately,0.00869336143308746,23673,0.007510790234338238,0.009875932631836682
2008,Ostdeutschland,in school,0.004320337197049526,23673,0.003484834102588933,0.005155840291510118
2008,Ostdeutschland,inadequately,0.0010010537407797683,23673,0.0005982062769843272,0.0014039012045752094
2009,Westdeutschland,middle vocational,0.3768230638778971,21983,0.37041706268148505,0.38322906507430915
2009,Westdeutschland,higher education,0.15986433013001697,21983,0.15501967251690338,0.16470898774313056
2009,Ostdeutschland,middle vocational,0.13533069530808367,21983,0.13080864104945839,0.13985274956670896
2009,Westdeutschland,general elemantary,0.08620689655172414,21983,0.08249660929432928,0.089917183809119
2009,Ostdeutschland,higher education,0.06823063877897118,21983,0.06489747600467687,0.07156380155326549
2009,Westdeutschland,higher vocational,0.054267947993216506,21983,0.05127314440024002,0.05726275158619299
2009,Westdeutschland,vocational + Abi,0.047823629169022046,21983,0.045002697565270734,0.05064456077277336
2009,Ostdeutschland,higher vocational,0.021028829847371398,21983,0.019132101669743308,0.022925558024999487
2009,Ostdeutschland,general elemantary,0.014867156585641606,21983,0.013267326173350847,0.016466986997932365
2009,Westdeutschland,in school,0.014584511023176936,21983,0.012999733802513989,0.016169288243839883
2009,Ostdeutschland,vocational + Abi,0.008535895986433013,21983,0.007319778183605164,0.009752013789260864
2009,Westdeutschland,inadequately,0.008479366873940079,21983,0.007267248086962583,0.009691485660917574
2009,Ostdeutschland,in school,0.0031091011871113624,21983,0.0023731418234234063,0.0038450605507993185
2009,Ostdeutschland,inadequately,0.0008479366873940079,21983,0.00046315880582622,0.0012327145689617959
2010,Westdeutschland,middle vocational,0.37276955602537,35837,0.36776317348714965,0.3777759385635903
2010,Westdeutschland,higher education,0.16828752642706132,35837,0.16441403303938612,0.17216101981473653
2010,Ostdeutschland,middle vocational,0.12389006342494714,35837,0.12047901575607282,0.12730111109382145
2010,Westdeutschland,general elemantary,0.08938689217758986,35837,0.08643300355748239,0.09234078079769732
2010,Westdeutschland,vocational + Abi,0.06143763213530656,35837,0.0589514150242326,0.06392384924638052
2010,Ostdeutschland,higher education,0.059027484143763215,35837,0.05658739409413281,0.06146757419339362
2010,Westdeutschland,higher vocational,0.050782241014799154,35837,0.048509085718738514,0.053055396310859794
2010,Ostdeutschland,higher vocational,0.017505285412262157,35837,0.016147472427865774,0.01886309839665854
2010,Westdeutschland,in school,0.015560253699788584,35837,0.01427882881161159,0.016841678587965578
2010,Ostdeutschland,general elemantary,0.013995771670190275,35837,0.012779507085672062,0.015212036254708489
2010,Westdeutschland,inadequately,0.013276955602536998,35837,0.012091904346231058,0.014462006858842937
2010,Ostdeutschland,vocational + Abi,0.010866807610993658,35837,0.009793390225503715,0.0119402249964836
2010,Ostdeutschland,in school,0.0019873150105708245,35837,0.0015262187129103124,0.002448411308231337
2010,Ostdeutschland,inadequately,0.001226215644820296,35837,0.0008638831855638068,0.0015885481040767853
2011,Westdeutschland,middle vocational,0.3783326736948152,41903,0.3736891308308812,0.38297621655874925
2011,Westdeutschland,higher education,0.16730831504335625,41903,0.16373448093329013,0.17088214915342237
2011,Ostdeutschland,middle vocational,0.12168531644658727,41903,0.11855507618959403,0.12481555670358051
2011,Westdeutschland,general elemantary,0.0916417803043932,41903,0.08887923857535643,0.09440432203342997
2011,Westdeutschland,vocational + Abi,0.06156226387939409,41903,0.05926085631867367,0.06386367144011451
2011,Ostdeutschland,higher education,0.05620120174144569,41903,0.05399601169284375,0.058406391790047626
2011,Westdeutschland,higher vocational,0.049904652250566686,41903,0.04781974074746523,0.051989563753668144
2011,Ostdeutschland,higher vocational,0.01683877235275069,41903,0.015606799615392828,0.018070745090108555
2011,Westdeutschland,in school,0.015255639909329688,41903,0.01408206591144827,0.016429213907211106
2011,Ostdeutschland,general elemantary,0.014392113122009139,41903,0.013251737617814986,0.015532488626203291
2011,Westdeutschland,inadequately,0.012952901809808225,41903,0.011870257026495192,0.014035546593121258
2011,Ostdeutschland,vocational + Abi,0.010470262296261648,41903,0.00949566159657925,0.011444862995944046
2011,Ostdeutschland,in school,0.0017630338574461195,41903,0.001361353436598349,0.00216471427829389
2011,Ostdeutschland,inadequately,0.001691073291836074,41903,0.001297661651815538,0.00208448493185661
2012,Westdeutschland,middle vocational,0.3759276949077816,40229,0.3711944816898581,0.38066090812570513
2012,Westdeutschland,higher education,0.16937320890587113,40229,0.16570788990709553,0.17303852790464672
2012,Ostdeutschland,middle vocational,0.12179440076420016,40229,0.11859846372396143,0.12499033780443888
2012,Westdeutschland,general elemantary,0.09262252920861194,40229,0.08978958013998913,0.09545547827723476
2012,Westdeutschland,vocational + Abi,0.06117275332500551,40229,0.05883090744897062,0.06351459920104041
2012,Ostdeutschland,higher education,0.05643324270703211,40229,0.05417827528609519,0.05868821012796903
2012,Westdeutschland,higher vocational,0.0489749430523918,40229,0.04686597790631621,0.051083908198467386
2012,Ostdeutschland,higher vocational,0.01748842677639797,40229,0.01620748124898182,0.018769372303814123
2012,Westdeutschland,in school,0.015394224410316702,40229,0.01419113875429745,0.016597310066335955
2012,Ostdeutschland,general elemantary,0.01374090675288412,40229,0.012603306554256568,0.014878506951511673
2012,Westdeutschland,inadequately,0.012381512234550664,40229,0.011300904917530271,0.013462119551571058
2012,Ostdeutschland,vocational + Abi,0.010985377323829818,40229,0.009966796962724352,0.012003957684935285
2012,Ostdeutschland,in school,0.0019105004041443162,40229,0.0014837786702267429,0.0023372221380618895
2012,Ostdeutschland,inadequately,0.0018002792269821441,40229,0.0013860267537883011,0.002214531700175987
2013,Westdeutschland,middle vocational,0.36502495840266225,44486,0.3605510818108489,0.3694988349944756
2013,Westdeutschland,higher education,0.17663893510815307,44486,0.17309502436976057,0.18018284584654556
2013,Westdeutschland,general elemantary,0.10931780366056572,44486,0.10641811595581267,0.11221749136531876
2013,Ostdeutschland,middle vocational,0.10605657237936772,44486,0.10319524069446012,0.10891790406427532
2013,Westdeutschland,vocational + Abi,0.0680865224625624,44486,0.06574573078099011,0.0704273141441347
2013,Ostdeutschland,higher education,0.051713810316139766,44486,0.0496559429764688,0.05377167765581073
2013,Westdeutschland,higher vocational,0.04309484193011647,44486,0.04120775682627366,0.044981927033959285
2013,Westdeutschland,inadequately,0.01886855241264559,44486,0.017604173389720257,0.020132931435570926
2013,Westdeutschland,in school,0.01810316139767055,44486,0.016864209243427658,0.01934211355191344
2013,Ostdeutschland,higher vocational,0.014409317803660567,44486,0.013301892615797466,0.015516742991523667
2013,Ostdeutschland,general elemantary,0.013643926788685524,44486,0.01256589654672658,0.014721957030644467
2013,Ostdeutschland,vocational + Abi,0.010582362728785358,44486,0.009631483111057262,0.011533242346513454
2013,Ostdeutschland,in school,0.002329450915141431,44486,0.0018814645969759316,0.00277743723330693
2013,Ostdeutschland,inadequately,0.002129783693843594,44486,0.001701383980477295,0.002558183407209893
2014,Westdeutschland,middle vocational,0.3658656389329706,38694,0.3610662525746145,0.37066502529132667
2014,Westdeutschland,higher education,0.1808357893145923,38694,0.17700081962645023,0.18467075900273436
2014,Ostdeutschland,middle vocational,0.10772311645129601,38694,0.10463396974978982,0.1108122631528022
2014,Westdeutschland,general elemantary,0.10307564422277639,38694,0.10004601001853017,0.10610527842702261
2014,Westdeutschland,vocational + Abi,0.06619814101110859,38694,0.06372080724793519,0.06867547477428199
2014,Ostdeutschland,higher education,0.054447215295095594,38694,0.0521864005186491,0.05670803007154209
2014,Westdeutschland,higher vocational,0.04488778054862843,38694,0.042824655629684766,0.04695090546757209
2014,Westdeutschland,inadequately,0.0169273785233885,38694,0.0156420270159812,0.0182127300307958
2014,Ostdeutschland,higher vocational,0.015416005440943096,38694,0.014188434580024995,0.016643576301861196
2014,Westdeutschland,in school,0.014887024862087206,38694,0.013680375092846288,0.016093674631328124
2014,Ostdeutschland,general elemantary,0.014358044283231315,38694,0.01317270823356825,0.015543380332894381
2014,Ostdeutschland,vocational + Abi,0.011221945137157107,38694,0.010172359841407802,0.012271530432906413
2014,Ostdeutschland,inadequately,0.0021159223154235624,38694,0.0016580713190429389,0.002573773311804186
2014,Ostdeutschland,in school,0.0020403536613012923,38694,0.001590735884613643,0.0024899714379889417
2015,Westdeutschland,middle vocational,0.3603289977046672,38036,0.355504116880365,0.3651538785289694
2015,Westdeutschland,higher education,0.19143075745983168,38036,0.1874768807826042,0.19538463413705917
2015,Ostdeutschland,middle vocational,0.10489671002295332,38036,0.10181723871317659,0.10797618133273006
2015,Westdeutschland,general elemantary,0.0993496557000765,38036,0.09634344134091727,0.10235587005923574
2015,Westdeutschland,vocational + Abi,0.07149961744452946,38036,0.0689102030699438,0.07408903181911511
2015,Ostdeutschland,higher education,0.05424636572302984,38036,0.051970047447191615,0.05652268399886807
2015,Westdeutschland,higher vocational,0.04342004590665646,38036,0.041371883318855315,0.04546820849445761
2015,Westdeutschland,inadequately,0.018362662586074982,38036,0.017013382802083536,0.01971194237006643
2015,Ostdeutschland,higher vocational,0.015263963274674828,38036,0.014031845496907981,0.016496081052441675
2015,Ostdeutschland,general elemantary,0.01384850803366488,38036,0.012674064979684319,0.015022951087645443
2015,Westdeutschland,in school,0.012165263963274674,38036,0.011063568484520767,0.013266959442028582
2015,Ostdeutschland,vocational + Abi,0.011017597551644989,38036,0.009968547073010073,0.012066648030279905
2015,Ostdeutschland,in school,0.002142310635042081,38036,0.0016776518227227687,0.002606969447361394
2015,Ostdeutschland,inadequately,0.0020275439938791124,38036,0.0015754767158549497,0.002479611271903275
2016,Westdeutschland,middle vocational,0.3358767092241444,41132,0.33131234326099696,0.3404410751872919
2016,Westdeutschland,higher education,0.19067764599229434,41132,0.18688120357858595,0.19447408840600272
2016,Westdeutschland,general elemantary,0.10361109012616151,41132,0.10066587164680342,0.10655630860551961
2016,Ostdeutschland,middle vocational,0.09979602628994486,41132,0.09689939481784011,0.1026926577620496
2016,Westdeutschland,vocational + Abi,0.06818010123139684,41132,0.06574419274256924,0.07061600972022444
2016,Ostdeutschland,higher education,0.054392989348039586,41132,0.0522012295168818,0.05658474917919737
2016,Westdeutschland,inadequately,0.04570522021606104,41132,0.04368689877071142,0.047723541661410664
2016,Westdeutschland,higher vocational,0.03920827982171187,41132,0.03733255261308167,0.041084007030342075
2016,Ostdeutschland,general elemantary,0.015373574072675077,41132,0.014184553623432059,0.016562594521918095
2016,Ostdeutschland,higher vocational,0.013938203520435144,41132,0.012805225133707453,0.015071181907162836
2016,Westdeutschland,in school,0.011860693510614188,41132,0.010814455998899335,0.012906931022329041
2016,Ostdeutschland,vocational + Abi,0.010878597869607917,41132,0.009876113941018203,0.011881081798197631
2016,Ostdeutschland,inadequately,0.008763314950517489,41132,0.007862596516030941,0.009664033385004036
2016,Ostdeutschland,in school,0.001737553826395709,41132,0.0013350614505914964,0.0021400462021999214
2017,Westdeutschland,middle vocational,0.3297284549558655,45410,0.325404472476292,0.334052437435439
2017,Westdeutschland,higher education,0.19270938615996228,45410,0.1890815580133204,0.19633721430660414
2017,Westdeutschland,general elemantary,0.10295802169665116,45410,0.10016279652586167,0.10575324686744066
2017,Ostdeutschland,middle vocational,0.09942052422343507,45410,0.09666832817246472,0.10217272027440542
2017,Westdeutschland,vocational + Abi,0.0665049524964625,45410,0.06421322316467477,0.06879668182825023
2017,Westdeutschland,inadequately,0.05393841385351392,45410,0.05186068385427385,0.05601614385275398
2017,Ostdeutschland,higher education,0.051580082204703184,45410,0.04954575096446347,0.0536144134449429
2017,Westdeutschland,higher vocational,0.03833973451923725,45410,0.036573632825483635,0.04010583621299087
2017,Ostdeutschland,general elemantary,0.016407250185297487,45410,0.015238811627354415,0.017575688743240562
2017,Ostdeutschland,higher vocational,0.013408799946095276,45410,0.012350901705659006,0.014466698186531545
2017,Westdeutschland,in school,0.012027491408934709,45410,0.011024862371688069,0.013030120446181348
2017,Ostdeutschland,vocational + Abi,0.011454753722794959,45410,0.010476004400036067,0.012433503045553851
2017,Ostdeutschland,inadequately,0.009197493430361836,45410,0.00831946493254166,0.010075521928182011
2017,Ostdeutschland,in school,0.0023246411966848595,45410,0.0018816930301890826,0.0027675893631806366
2018,Westdeutschland,middle vocational,0.32720536344389556,43121,0.322776797390375,0.3316339294974161
2018,Westdeutschland,higher education,0.19371912491178547,43121,0.18998884786494963,0.19744940195862132
2018,Westdeutschland,general elemantary,0.10289343683839097,43121,0.10002577779753662,0.10576109587924533
2018,Ostdeutschland,middle vocational,0.10098800282286521,43121,0.09814400476893506,0.10383200087679537
2018,Westdeutschland,vocational + Abi,0.06644318983768525,43121,0.064092435359015,0.06879394431635551
2018,Westdeutschland,inadequately,0.05423429781227947,43121,0.052096628855502376,0.05637196676905656
2018,Ostdeutschland,higher education,0.05250529287226535,43121,0.050400052943602586,0.05461053280092812
2018,Westdeutschland,higher vocational,0.03757939308398024,43121,0.03578437430233432,0.039374411865626166
2018,Ostdeutschland,general elemantary,0.01799576570218772,43121,0.016741026390928514,0.01925050501344693
2018,Ostdeutschland,higher vocational,0.013761467889908258,43121,0.012661867150624813,0.014861068629191702
2018,Ostdeutschland,vocational + Abi,0.011714890613973183,43121,0.010699292456571844,0.012730488771374523
2018,Westdeutschland,in school,0.01058574453069866,43121,0.009619779408998627,0.011551709652398693
2018,Ostdeutschland,inadequately,0.008327452364149612,43121,0.0074697198299020365,0.009185184898397187
2018,Ostdeutschland,in school,0.002046577275935074,43121,0.0016200165475941464,0.002473138004276002
2019,Westdeutschland,middle vocational,0.3171076835998302,42417,0.3126790924022186,0.32153627479744185
2019,Westdeutschland,higher education,0.208327437385029,42417,0.20446259195575536,0.21219228281430266
2019,Ostdeutschland,middle vocational,0.09498372718268006,42417,0.09219350430966036,0.09777395005569975
2019,Westdeutschland,general elemantary,0.09264893165416725,42417,0.08988966303300526,0.09540820027532924
2019,Westdeutschland,vocational + Abi,0.06795670015565304,42417,0.06556161873252461,0.07035178157878147
2019,Ostdeutschland,higher education,0.05886514787038347,42417,0.05662518332300935,0.061105112417757595
2019,Westdeutschland,inadequately,0.050940993349370314,42417,0.048848488809064776,0.05303349788967585
2019,Westdeutschland,higher vocational,0.04333522003679072,42417,0.04139752024524262,0.045272919828338816
2019,Ostdeutschland,general elemantary,0.016485071458893448,42417,0.01527329644887653,0.017696846468910364
2019,Ostdeutschland,higher vocational,0.015565303523418707,42417,0.014387268100387995,0.01674333894644942
2019,Ostdeutschland,vocational + Abi,0.011709353332389982,42417,0.010685601021948187,0.012733105642831777
2019,Westdeutschland,in school,0.009940568841092401,42417,0.008996459383986917,0.010884678298197885
2019,Ostdeutschland,inadequately,0.0074996462431017406,42417,0.006678592054443603,0.008320700431759878
2019,Ostdeutschland,in school,0.0019456629404273383,42417,0.0015262932941507797,0.002365032586703897
2019,-2,higher education,0.001167397764256403,42417,0.0008424288045890385,0.0014923667239237677
2019,-2,middle vocational,0.0009905193151266449,42417,0.0006911533830604578,0.001289885247192832
2019,-2,vocational + Abi,0.0002830055186076129,42417,0.0001229310435214441,0.00044307999369378164
2019,-2,general elemantary,0.00014150275930380644,42417,2.8305002161146093e-05,0.00025470051644646677
2019,-2,higher vocational,7.075137965190322e-05,42417,-9.29435396227809e-06,0.00015079711326608454
2019,-2,inadequately,3.537568982595161e-05,42417,-2.1226192427276217e-05,9.197757207917944e-05
2020,Westdeutschland,middle vocational,0.31118868789449555,42741,0.30679938281158325,0.31557799297740785
2020,Westdeutschland,higher education,0.21562819563454283,42741,0.21172924718521147,0.2195271440838742
2020,Westdeutschland,general elemantary,0.09725307662470468,42741,0.09444396876449103,0.10006218448491834
2020,Ostdeutschland,middle vocational,0.08960118480905532,42741,0.08689344799265697,0.09230892162545368
2020,Westdeutschland,vocational + Abi,0.07179378680489439,42741,0.0693464181245428,0.07424115548524597
2020,Ostdeutschland,higher education,0.058112063189816286,42741,0.055894037885004105,0.06033008849462847
2020,Westdeutschland,inadequately,0.05543213794562573,42741,0.05326278043908775,0.05760149545216371
2020,Westdeutschland,higher vocational,0.037942099509855776,42741,0.03613078020251695,0.0397534188171946
2020,Ostdeutschland,general elemantary,0.016432173207799994,42741,0.015226905860410854,0.017637440555189135
2020,Ostdeutschland,higher vocational,0.013858034486406432,42741,0.012749742300864801,0.014966326671948063
2020,Ostdeutschland,vocational + Abi,0.011530730984872527,42741,0.010518583645528348,0.012542878324216706
2020,Westdeutschland,in school,0.010543390105433901,42741,0.009575062647855619,0.011511717563012183
2020,Ostdeutschland,inadequately,0.008392397475228323,42741,0.007527535749424907,0.00925725920103174
2020,Ostdeutschland,in school,0.0022920413272682393,42741,0.0018386777022930784,0.0027454049522434004
2021,Westdeutschland,middle vocational,0.30467917288424645,27598,0.29924877977907133,0.3101095659894216
2021,Westdeutschland,higher education,0.24067363035600084,27598,0.23562997082894863,0.24571728988305305
2021,Ostdeutschland,middle vocational,0.08969302920486037,27598,0.08632178241239051,0.09306427599733023
2021,Westdeutschland,general elemantary,0.0834043913877638,27598,0.08014226629354658,0.08666651648198102
2021,Westdeutschland,vocational + Abi,0.07338520571306757,27598,0.0703086049805008,0.07646180644563434
2021,Ostdeutschland,higher education,0.06347260712001705,27598,0.06059606540018296,0.06634914883985114
2021,Westdeutschland,inadequately,0.048070773822212746,27598,0.04554694350352781,0.050594604140897684
2021,Westdeutschland,higher vocational,0.039277339586442125,27598,0.03698548364817899,0.04156919552470526
2021,Ostdeutschland,higher vocational,0.014282668940524408,27598,0.012882765285922077,0.015682572595126742
2021,Ostdeutschland,general elemantary,0.01385632061394159,27598,0.012477171179097893,0.015235470048785288
2021,Ostdeutschland,vocational + Abi,0.011884459603496057,27598,0.010605929817103114,0.013162989389889
2021,Westdeutschland,in school,0.008793434235770625,27598,0.007691949175073625,0.009894919296467623
2021,Ostdeutschland,inadequately,0.006608399062033681,27598,0.005652470058674619,0.007564328065392744
2021,Ostdeutschland,in school,0.0019185674696226818,27598,0.0014022833192573877,0.002434851619987976
