"pgisced97","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"general elemantary","2010","66 und älter","Realschulabschluss","36","0.0681186069030772","0.0477714542878408","0.0884657595183137"
"general elemantary","2010","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","2010","66 und älter","AkademikerInnen","","","",""
"middle vocational","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2010","16-34 Jahre alt","Hauptschulabschluss","757","0.547766563432208","0.52156389206784","0.573969234796575"
"middle vocational","2010","16-34 Jahre alt","Realschulabschluss","1463","0.641455615481233","0.620567928747485","0.66234330221498"
"middle vocational","2010","16-34 Jahre alt","(Fach-)Abitur","679","0.591946224716292","0.565835504205868","0.618056945226716"
"middle vocational","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2010","35-65 Jahre alt","(noch) kein Abschluss","36","0.243030199520665","0.179300354057836","0.306760044983493"
"middle vocational","2010","35-65 Jahre alt","Hauptschulabschluss","2871","0.736335766127099","0.72239951262316","0.750272019631038"
"middle vocational","2010","35-65 Jahre alt","Realschulabschluss","3521","0.833575899619428","0.822354269609538","0.844797529629318"
"middle vocational","2010","35-65 Jahre alt","(Fach-)Abitur","227","0.157092198730112","0.138976729497121","0.175207667963103"
"middle vocational","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2010","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","2010","66 und älter","Hauptschulabschluss","1598","0.659378078671105","0.640217099031104","0.678539058311105"
"middle vocational","2010","66 und älter","Realschulabschluss","457","0.765700487605907","0.731494227181049","0.799906748030766"
"middle vocational","2010","66 und älter","(Fach-)Abitur","","","",""
"middle vocational","2010","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2010","16-34 Jahre alt","(Fach-)Abitur","606","0.349733494613798","0.32439776973369","0.375069219493905"
"vocational + Abi","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2010","35-65 Jahre alt","(Fach-)Abitur","1013","0.604194452720762","0.579849353604296","0.628539551837229"
"vocational + Abi","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2010","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","2010","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","2010","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","2010","66 und älter","(Fach-)Abitur","96","0.613542148860783","0.540771351019302","0.686312946702264"
"vocational + Abi","2010","66 und älter","AkademikerInnen","","","",""
"higher vocational","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher vocational","2010","16-34 Jahre alt","Realschulabschluss","90","0.0432583150858893","0.0343976213587363","0.0521190088130422"
"higher vocational","2010","16-34 Jahre alt","(Fach-)Abitur","76","0.0583202806699099","0.0458699627953788","0.0707705985444411"
"higher vocational","2010","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2010","35-65 Jahre alt","Hauptschulabschluss","234","0.0580296065115791","0.0506348152700781","0.0654243977530801"
"higher vocational","2010","35-65 Jahre alt","Realschulabschluss","556","0.137327457727928","0.126957501116964","0.147697414338891"
"higher vocational","2010","35-65 Jahre alt","(Fach-)Abitur","310","0.238713348549125","0.217490938485424","0.259935758612826"
"higher vocational","2010","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2010","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","2010","66 und älter","Hauptschulabschluss","165","0.0637589531892042","0.0538807356108653","0.0736371707675432"
"higher vocational","2010","66 und älter","Realschulabschluss","96","0.166180905491016","0.136118971124499","0.196242839857533"
"higher vocational","2010","66 und älter","(Fach-)Abitur","57","0.274502698332963","0.207810493207876","0.34119490345805"
"higher vocational","2010","66 und älter","AkademikerInnen","","","",""
"higher education","2010","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2010","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2010","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","2010","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2010","16-34 Jahre alt","AkademikerInnen","921","1","1","1"
"higher education","2010","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2010","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2010","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","2010","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2010","35-65 Jahre alt","AkademikerInnen","3562","1","1","1"
"higher education","2010","66 und älter","(noch) kein Abschluss","","","",""
"higher education","2010","66 und älter","Hauptschulabschluss","","","",""
"higher education","2010","66 und älter","Realschulabschluss","","","",""
"higher education","2010","66 und älter","(Fach-)Abitur","","","",""
"higher education","2010","66 und älter","AkademikerInnen","903","1","1","1"
"in school","2011","16-34 Jahre alt","(noch) kein Abschluss","896","0.879140512326404","0.859175589584552","0.899105435068257"
"in school","2011","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","2011","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","2011","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","2011","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","2011","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","2011","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","2011","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","2011","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","2011","66 und älter","(noch) kein Abschluss","","","",""
"in school","2011","66 und älter","Hauptschulabschluss","","","",""
"in school","2011","66 und älter","Realschulabschluss","","","",""
"in school","2011","66 und älter","(Fach-)Abitur","","","",""
"in school","2011","66 und älter","AkademikerInnen","","","",""
"inadequately","2011","16-34 Jahre alt","(noch) kein Abschluss","113","0.106609170034855","0.0877068052938765","0.125511534775833"
"inadequately","2011","16-34 Jahre alt","Hauptschulabschluss","40","0.0319217078770731","0.0226130706000491","0.0412303451540972"
"inadequately","2011","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","2011","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2011","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","2011","35-65 Jahre alt","(noch) kein Abschluss","169","0.752695251937014","0.696320759147445","0.809069744726583"
"inadequately","2011","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","2011","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","2011","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2011","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","2011","66 und älter","(noch) kein Abschluss","55","0.748550752494312","0.651012023823081","0.846089481165544"
"inadequately","2011","66 und älter","Hauptschulabschluss","","","",""
"inadequately","2011","66 und älter","Realschulabschluss","","","",""
"inadequately","2011","66 und älter","(Fach-)Abitur","","","",""
"inadequately","2011","66 und älter","AkademikerInnen","","","",""
"general elemantary","2011","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2011","16-34 Jahre alt","Hauptschulabschluss","576","0.371433657188551","0.345847562901489","0.397019751475614"
"general elemantary","2011","16-34 Jahre alt","Realschulabschluss","523","0.299328396157099","0.27922239701933","0.319434395294868"
"general elemantary","2011","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2011","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2011","35-65 Jahre alt","Hauptschulabschluss","908","0.196298616239514","0.184917691654256","0.207679540824771"
"general elemantary","2011","35-65 Jahre alt","Realschulabschluss","223","0.0383721126292052","0.0331595768063857","0.0435846484520246"
"general elemantary","2011","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2011","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2011","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","2011","66 und älter","Hauptschulabschluss","776","0.279846353200502","0.263763350286566","0.295929356114438"
"general elemantary","2011","66 und älter","Realschulabschluss","68","0.0873670315574932","0.0674997202411284","0.107234342873858"
"general elemantary","2011","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","2011","66 und älter","AkademikerInnen","","","",""
"middle vocational","2011","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2011","16-34 Jahre alt","Hauptschulabschluss","725","0.571114170971896","0.544907001083355","0.597321340860437"
"middle vocational","2011","16-34 Jahre alt","Realschulabschluss","1396","0.655698277455577","0.63483819307754","0.676558361833614"
"middle vocational","2011","16-34 Jahre alt","(Fach-)Abitur","788","0.586873534485701","0.561753589522121","0.611993479449282"
"middle vocational","2011","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2011","35-65 Jahre alt","(noch) kein Abschluss","53","0.238218356464899","0.182556242567735","0.293880470362064"
"middle vocational","2011","35-65 Jahre alt","Hauptschulabschluss","3482","0.743660868981219","0.73115060461806","0.756171133344379"
"middle vocational","2011","35-65 Jahre alt","Realschulabschluss","4346","0.835783220241573","0.825730276266227","0.845836164216918"
"middle vocational","2011","35-65 Jahre alt","(Fach-)Abitur","309","0.174208420418329","0.15734360907851","0.191073231758148"
"middle vocational","2011","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2011","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","2011","66 und älter","Hauptschulabschluss","2016","0.658516470209517","0.641527661184901","0.675505279234132"
"middle vocational","2011","66 und älter","Realschulabschluss","597","0.756907166649612","0.726726792684758","0.787087540614466"
"middle vocational","2011","66 und älter","(Fach-)Abitur","37","0.148565326142024","0.103474983336464","0.193655668947584"
"middle vocational","2011","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","2011","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2011","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2011","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2011","16-34 Jahre alt","(Fach-)Abitur","612","0.364764063513064","0.34020688516471","0.389321241861419"
"vocational + Abi","2011","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2011","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2011","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2011","35-65 Jahre alt","(Fach-)Abitur","1270","0.615548400145641","0.59391804598095","0.637178754310332"
"vocational + Abi","2011","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2011","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","2011","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","2011","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","2011","66 und älter","(Fach-)Abitur","128","0.59970573020562","0.537589094423377","0.661822365987863"
"vocational + Abi","2011","66 und älter","AkademikerInnen","","","",""
"higher vocational","2011","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2011","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher vocational","2011","16-34 Jahre alt","Realschulabschluss","74","0.0449733263873244","0.0358746190138783","0.0540720337607706"
"higher vocational","2011","16-34 Jahre alt","(Fach-)Abitur","76","0.0483624020012343","0.0374179344067156","0.0593068695957529"
"higher vocational","2011","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2011","35-65 Jahre alt","Hauptschulabschluss","261","0.0553984231238302","0.048843847129865","0.0619529991177953"
"higher vocational","2011","35-65 Jahre alt","Realschulabschluss","648","0.125844667129222","0.116844524612599","0.134844809645845"
"higher vocational","2011","35-65 Jahre alt","(Fach-)Abitur","364","0.21024317943603","0.192124800386478","0.228361558485583"
"higher vocational","2011","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2011","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","2011","66 und älter","Hauptschulabschluss","195","0.0600347976602134","0.0515243550710101","0.0685452402494167"
"higher vocational","2011","66 und älter","Realschulabschluss","111","0.155725801792894","0.130214108991154","0.181237494594635"
"higher vocational","2011","66 und älter","(Fach-)Abitur","74","0.251728943652356","0.196705826458999","0.306752060845713"
"higher vocational","2011","66 und älter","AkademikerInnen","","","",""
"higher education","2011","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2011","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2011","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","2011","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2011","16-34 Jahre alt","AkademikerInnen","923","1","1","1"
"higher education","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2011","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2011","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","2011","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2011","35-65 Jahre alt","AkademikerInnen","4204","1","1","1"
"higher education","2011","66 und älter","(noch) kein Abschluss","","","",""
"higher education","2011","66 und älter","Hauptschulabschluss","","","",""
"higher education","2011","66 und älter","Realschulabschluss","","","",""
"higher education","2011","66 und älter","(Fach-)Abitur","","","",""
"higher education","2011","66 und älter","AkademikerInnen","1098","1","1","1"
"in school","2012","16-34 Jahre alt","(noch) kein Abschluss","912","0.870954120415183","0.850608279381755","0.891299961448611"
"in school","2012","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","2012","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","2012","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","2012","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","2012","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","2012","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","2012","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","2012","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","2012","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","2012","66 und älter","(noch) kein Abschluss","","","",""
"in school","2012","66 und älter","Hauptschulabschluss","","","",""
"in school","2012","66 und älter","Realschulabschluss","","","",""
"in school","2012","66 und älter","(Fach-)Abitur","","","",""
"in school","2012","66 und älter","AkademikerInnen","","","",""
"inadequately","2012","16-34 Jahre alt","(noch) kein Abschluss","111","0.113012055203235","0.0937976395214172","0.132226470885053"
"inadequately","2012","16-34 Jahre alt","Hauptschulabschluss","32","0.0235229302203973","0.0151579044632725","0.031887955977522"
"inadequately","2012","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","2012","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2012","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","2012","35-65 Jahre alt","(noch) kein Abschluss","158","0.734307499948484","0.675128198561497","0.793486801335472"
"inadequately","2012","35-65 Jahre alt","Hauptschulabschluss","30","0.00552865108491626","0.00337485295887171","0.00768244921096081"
"inadequately","2012","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","2012","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2012","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","2012","66 und älter","(noch) kein Abschluss","53","0.720384900777342","0.621416362512811","0.819353439041873"
"inadequately","2012","66 und älter","Hauptschulabschluss","","","",""
"inadequately","2012","66 und älter","Realschulabschluss","","","",""
"inadequately","2012","66 und älter","(Fach-)Abitur","","","",""
"inadequately","2012","66 und älter","AkademikerInnen","","","",""
"general elemantary","2012","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2012","16-34 Jahre alt","Hauptschulabschluss","550","0.41652729550971","0.389317670723294","0.443736920296127"
"general elemantary","2012","16-34 Jahre alt","Realschulabschluss","515","0.281513355702421","0.260862751812209","0.302163959592633"
"general elemantary","2012","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2012","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2012","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2012","35-65 Jahre alt","Hauptschulabschluss","888","0.200297967698588","0.188672735472982","0.211923199924193"
"general elemantary","2012","35-65 Jahre alt","Realschulabschluss","229","0.0404389948690552","0.0350772001548914","0.045800789583219"
"general elemantary","2012","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2012","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2012","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","2012","66 und älter","Hauptschulabschluss","745","0.273238848024177","0.257125370766582","0.289352325281772"
"general elemantary","2012","66 und älter","Realschulabschluss","75","0.0958517245733703","0.075640665038504","0.116062784108236"
"general elemantary","2012","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","2012","66 und älter","AkademikerInnen","","","",""
"middle vocational","2012","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2012","16-34 Jahre alt","Hauptschulabschluss","652","0.538942672083554","0.511429586579387","0.566455757587722"
"middle vocational","2012","16-34 Jahre alt","Realschulabschluss","1239","0.668365173451821","0.646747404218333","0.689982942685309"
"middle vocational","2012","16-34 Jahre alt","(Fach-)Abitur","769","0.579300280213561","0.553187638912059","0.605412921515063"
"middle vocational","2012","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2012","35-65 Jahre alt","(noch) kein Abschluss","53","0.255459261789822","0.197027865619927","0.313890657959718"
"middle vocational","2012","35-65 Jahre alt","Hauptschulabschluss","3381","0.743021091012626","0.730328549948523","0.755713632076729"
"middle vocational","2012","35-65 Jahre alt","Realschulabschluss","4317","0.829347470507501","0.819107508675983","0.83958743233902"
"middle vocational","2012","35-65 Jahre alt","(Fach-)Abitur","290","0.173347761569473","0.156614643467207","0.190080879671738"
"middle vocational","2012","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2012","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","2012","66 und älter","Hauptschulabschluss","2000","0.665487780335912","0.64842702591845","0.682548534753375"
"middle vocational","2012","66 und älter","Realschulabschluss","636","0.776633773970746","0.748039032365625","0.805228515575866"
"middle vocational","2012","66 und älter","(Fach-)Abitur","40","0.162496651586762","0.115530021276888","0.209463281896637"
"middle vocational","2012","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","2012","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2012","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2012","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2012","16-34 Jahre alt","(Fach-)Abitur","536","0.361264940237002","0.335856025953688","0.386673854520316"
"vocational + Abi","2012","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2012","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2012","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2012","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2012","35-65 Jahre alt","(Fach-)Abitur","1313","0.616373146141687","0.594878381754203","0.637867910529171"
"vocational + Abi","2012","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2012","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","2012","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","2012","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","2012","66 und älter","(Fach-)Abitur","122","0.580651892696605","0.517828818473177","0.643474966920033"
"vocational + Abi","2012","66 und älter","AkademikerInnen","","","",""
"higher vocational","2012","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2012","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher vocational","2012","16-34 Jahre alt","Realschulabschluss","68","0.0501214708457576","0.0401025754147388","0.0601403662767764"
"higher vocational","2012","16-34 Jahre alt","(Fach-)Abitur","68","0.0594347795494368","0.0469285150831949","0.0719410440156787"
"higher vocational","2012","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2012","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2012","35-65 Jahre alt","Hauptschulabschluss","254","0.0511522902038699","0.0447530256604549","0.0575515547472848"
"higher vocational","2012","35-65 Jahre alt","Realschulabschluss","639","0.130213534623444","0.121053268365846","0.139373800881041"
"higher vocational","2012","35-65 Jahre alt","(Fach-)Abitur","363","0.21027909228884","0.192265878680273","0.228292305897407"
"higher vocational","2012","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2012","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","2012","66 und älter","Hauptschulabschluss","189","0.060296495330661","0.051689260468056","0.0689037301932661"
"higher vocational","2012","66 und älter","Realschulabschluss","104","0.127514501455884","0.104614886290413","0.150414116621355"
"higher vocational","2012","66 und älter","(Fach-)Abitur","75","0.256851455716633","0.201228668218504","0.312474243214761"
"higher vocational","2012","66 und älter","AkademikerInnen","","","",""
"higher education","2012","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2012","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2012","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","2012","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2012","16-34 Jahre alt","AkademikerInnen","880","1","1","1"
"higher education","2012","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2012","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2012","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","2012","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2012","35-65 Jahre alt","AkademikerInnen","4129","1","1","1"
"higher education","2012","66 und älter","(noch) kein Abschluss","","","",""
"higher education","2012","66 und älter","Hauptschulabschluss","","","",""
"higher education","2012","66 und älter","Realschulabschluss","","","",""
"higher education","2012","66 und älter","(Fach-)Abitur","","","",""
"higher education","2012","66 und älter","AkademikerInnen","1153","1","1","1"
"in school","2013","16-34 Jahre alt","(noch) kein Abschluss","1076","0.855986287352241","0.836691505962132","0.87528106874235"
"in school","2013","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","2013","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","2013","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","2013","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","2013","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","2013","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","2013","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","2013","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","2013","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","2013","66 und älter","(noch) kein Abschluss","","","",""
"in school","2013","66 und älter","Hauptschulabschluss","","","",""
"in school","2013","66 und älter","Realschulabschluss","","","",""
"in school","2013","66 und älter","(Fach-)Abitur","","","",""
"in school","2013","66 und älter","AkademikerInnen","","","",""
"inadequately","2013","16-34 Jahre alt","(noch) kein Abschluss","167","0.124526903723314","0.106381880326484","0.142671927120143"
"inadequately","2013","16-34 Jahre alt","Hauptschulabschluss","42","0.0280493304159875","0.020163264400915","0.03593539643106"
"inadequately","2013","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","2013","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2013","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","2013","35-65 Jahre alt","(noch) kein Abschluss","339","0.751953012458184","0.710199837014767","0.793706187901601"
"inadequately","2013","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","2013","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","2013","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2013","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","2013","66 und älter","(noch) kein Abschluss","59","0.683161168470348","0.58366892228545","0.782653414655246"
"inadequately","2013","66 und älter","Hauptschulabschluss","","","",""
"inadequately","2013","66 und älter","Realschulabschluss","","","",""
"inadequately","2013","66 und älter","(Fach-)Abitur","","","",""
"inadequately","2013","66 und älter","AkademikerInnen","","","",""
"general elemantary","2013","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2013","16-34 Jahre alt","Hauptschulabschluss","845","0.426960193572916","0.403335665784431","0.450584721361402"
"general elemantary","2013","16-34 Jahre alt","Realschulabschluss","714","0.313328383702268","0.293283415925558","0.333373351478978"
"general elemantary","2013","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2013","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2013","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2013","35-65 Jahre alt","Hauptschulabschluss","1272","0.210139371664342","0.198940499996244","0.22133824333244"
"general elemantary","2013","35-65 Jahre alt","Realschulabschluss","232","0.0410875613361531","0.0355884728384811","0.0465866498338251"
"general elemantary","2013","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2013","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2013","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","2013","66 und älter","Hauptschulabschluss","692","0.265792591998098","0.2492939978142","0.282291186181995"
"general elemantary","2013","66 und älter","Realschulabschluss","71","0.100929239677073","0.0801715379155413","0.121686941438604"
"general elemantary","2013","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","2013","66 und älter","AkademikerInnen","","","",""
"middle vocational","2013","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2013","16-34 Jahre alt","Hauptschulabschluss","774","0.526749535794546","0.502903035422649","0.550596036166443"
"middle vocational","2013","16-34 Jahre alt","Realschulabschluss","1283","0.644651321176593","0.623967978073795","0.66533466427939"
"middle vocational","2013","16-34 Jahre alt","(Fach-)Abitur","1044","0.609800794990085","0.58676821248537","0.6328333774948"
"middle vocational","2013","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2013","35-65 Jahre alt","(noch) kein Abschluss","66","0.230162833030912","0.189467536754568","0.270858129307255"
"middle vocational","2013","35-65 Jahre alt","Hauptschulabschluss","3552","0.737916818305974","0.725828424471868","0.750005212140079"
"middle vocational","2013","35-65 Jahre alt","Realschulabschluss","4164","0.835476425563204","0.825205082892177","0.845747768234232"
"middle vocational","2013","35-65 Jahre alt","(Fach-)Abitur","528","0.179767948650765","0.164775508637483","0.194760388664048"
"middle vocational","2013","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2013","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","2013","66 und älter","Hauptschulabschluss","1877","0.668470008150482","0.650887999154174","0.686052017146789"
"middle vocational","2013","66 und älter","Realschulabschluss","642","0.773578786135914","0.744739489563247","0.80241808270858"
"middle vocational","2013","66 und älter","(Fach-)Abitur","51","0.18498666732257","0.137235520807886","0.232737813837254"
"middle vocational","2013","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","2013","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2013","16-34 Jahre alt","Hauptschulabschluss","","","",""
