"year","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2017","Ostdeutschland","3.61","3.5","3350","0","1","5","7","10","3.52","3.7","0","10","4","4"
"2017","Westdeutschland","3.03","2.5","11973","0","0","5","7","10","2.98","3.08","0","10","3","3"
"2018","Ostdeutschland","3.64","3.5","3481","0","1","5","7","10","3.55","3.73","0","10","4","4"
"2018","Westdeutschland","3.09","2.5","13315","0","0","5","7","10","3.04","3.14","0","10","3","3"
"2019","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Westdeutschland","","","","","","","","","","","","","",""
"2020","Ostdeutschland","3.48","2.5","3377","0","1","5","7","10","3.39","3.57","0","10","3","3"
"2020","Westdeutschland","3.2","2.5","12614","0","0","5","7","10","3.15","3.25","0","10","3","3"
