year,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Owner,2005,107.11020,105.42469,108.79570,80.00000,100.00000,127.00000,28.00000,197.50000,,,
1984,Tenant,3858,69.54107,68.72573,70.35642,53.00000,67.00000,82.00000,9.50000,125.50000,,,
1985,Owner,1865,106.48180,104.66293,108.30068,80.00000,100.00000,125.00000,16.00000,192.50000,,,
1985,Tenant,3407,69.01024,68.14174,69.87874,52.00000,65.00000,80.00000,10.00000,122.00000,,,
1986,Owner,1836,106.71963,104.86183,108.57743,80.00000,100.00000,126.00000,20.00000,195.00000,,,
1986,Tenant,3199,69.57126,68.66125,70.48127,53.00000,66.00000,82.00000,9.50000,125.50000,,,
1987,Owner,1830,106.49118,104.73683,108.24553,80.00000,100.00000,126.00000,15.00000,195.00000,,,
1987,Tenant,3143,70.08945,69.15192,71.02697,53.00000,65.00000,83.00000,11.00000,128.00000,,,
1988,Owner,1748,107.63696,105.80636,109.46755,80.00000,100.00000,130.00000,15.00000,205.00000,,,
1988,Tenant,3021,70.78084,69.81427,71.74740,54.00000,67.00000,83.00000,10.50000,126.50000,,,
1989,Owner,1713,108.72416,106.86879,110.57954,80.00000,100.00000,130.00000,15.00000,205.00000,,,
1989,Tenant,2935,70.70358,69.73179,71.67538,54.00000,68.00000,83.00000,10.50000,126.50000,,,
1990,Owner,2362,105.67308,104.09980,107.24635,80.00000,100.00000,125.00000,15.00000,192.50000,,,
1990,Tenant,4382,67.68909,66.90742,68.47077,50.00000,65.00000,80.00000,10.00000,125.00000,,,
1991,Owner,2339,107.58815,105.98053,109.19577,80.00000,100.00000,130.00000,15.00000,205.00000,,,
1991,Tenant,4289,67.97539,67.18550,68.76528,50.00000,64.00000,80.00000,9.00000,125.00000,,,
1992,Owner,2335,108.68509,107.06306,110.30712,80.00000,100.00000,130.00000,15.00000,205.00000,,,
1992,Tenant,4268,68.00219,67.20248,68.80191,51.00000,64.00000,80.00000,9.00000,123.50000,,,
1993,Owner,2322,109.68894,108.05229,111.32559,80.00000,101.94049,130.00000,10.00000,205.00000,,,
1993,Tenant,4247,68.78893,67.98359,69.59427,52.00000,65.00000,80.00000,10.00000,122.00000,,,
1994,Owner,2331,110.76585,109.15447,112.37722,82.00000,104.00000,130.00000,15.00000,202.00000,,,
1994,Tenant,4162,68.69517,67.88857,69.50176,51.00000,65.00000,80.00000,9.00000,123.50000,,,
1995,Owner,2364,111.36899,109.74501,112.99298,83.00000,104.00000,130.00000,15.00000,200.50000,,,
1995,Tenant,4333,68.73966,67.93298,69.54633,51.00000,65.00000,80.00000,10.00000,123.50000,,,
1996,Owner,2395,112.20578,110.57264,113.83892,85.00000,105.00000,132.00000,14.50000,202.50000,,,
1996,Tenant,4236,69.50316,68.69524,70.31108,52.00000,65.00000,82.00000,10.00000,127.00000,,,
1997,Owner,2444,112.70739,111.10304,114.31174,85.00000,108.00000,135.00000,10.00000,210.00000,,,
1997,Tenant,4102,69.60325,68.81353,70.39297,53.00000,65.00000,82.00000,10.00000,125.50000,,,
1998,Owner,2901,115.04511,113.53260,116.55763,87.81321,110.00000,135.00000,17.03303,205.78018,,,
1998,Tenant,4516,70.34390,69.61501,71.07280,54.00000,66.00000,83.00000,10.50000,126.50000,,,
1999,Owner,2859,115.78922,114.22465,117.35380,87.00000,110.00000,136.00000,15.00000,209.50000,,,
1999,Tenant,4284,70.62871,69.86589,71.39153,54.00000,66.00000,84.00000,9.00000,129.00000,,,
2000,Owner,5825,117.48650,116.38995,118.58304,90.00000,112.00000,140.00000,20.00000,215.00000,,,
2000,Tenant,7125,70.80778,70.21093,71.40462,54.00000,67.00000,84.00000,9.00000,129.00000,,,
2001,Owner,5267,117.09326,115.94657,118.23995,90.00000,112.00000,140.00000,15.00000,215.00000,,,
2001,Tenant,6413,71.62883,70.98592,72.27173,55.00000,68.00000,85.00000,10.00000,130.00000,,,
2002,Owner,5844,115.86924,114.77892,116.95957,87.00000,110.00000,140.00000,18.00000,219.50000,,,
2002,Tenant,6368,71.48803,70.83201,72.14404,54.00000,68.00000,85.00000,9.00000,131.50000,,,
2003,Owner,5659,115.40450,114.28903,116.51997,88.00000,110.00000,135.00000,17.50000,205.50000,,,
2003,Tenant,6145,71.36239,70.69366,72.03112,54.00000,67.00000,85.00000,10.00000,131.50000,,,
2004,Owner,5561,116.41480,115.26296,117.56664,88.00000,110.00000,138.00000,13.00000,213.00000,,,
2004,Tenant,5982,72.22636,71.55014,72.90258,55.00000,68.00000,85.00000,12.00000,130.00000,,,
2005,Owner,5385,117.19193,116.03782,118.34603,90.00000,112.00000,140.00000,15.00000,215.00000,,,
2005,Tenant,5813,72.62796,71.92898,73.32694,55.00000,68.00000,85.00000,10.00000,130.00000,,,
2006,Owner,6003,117.46238,116.32720,118.59755,88.00000,112.00000,140.00000,10.00000,218.00000,,,
2006,Tenant,6260,72.41747,71.73443,73.10050,55.00000,68.00000,85.00000,10.00000,130.00000,,,
2007,Owner,5620,118.27372,117.10890,119.43854,90.00000,115.00000,140.00000,15.00000,215.00000,,,
2007,Tenant,5833,73.10422,72.37117,73.83727,55.00000,68.00000,85.00000,10.00000,130.00000,,,
2008,Owner,5379,118.85852,117.66623,120.05081,90.00000,118.00000,140.00000,16.00000,215.00000,,,
2008,Tenant,5443,73.03583,72.28202,73.78964,55.00000,68.00000,85.00000,10.00000,130.00000,,,
2009,Owner,5063,119.19486,117.96376,120.42597,90.00000,117.80799,140.00000,15.00000,215.00000,,,
2009,Tenant,5114,73.52718,72.72835,74.32601,56.00000,69.00000,85.64566,11.53152,130.11414,,,
2010,Owner,6331,119.86562,118.75705,120.97418,90.00000,120.00000,140.00000,15.00000,215.00000,,,
2010,Tenant,7468,73.84991,73.18729,74.51253,56.00000,69.00000,85.00000,14.00000,128.50000,,,
2011,Owner,7721,120.25261,119.25611,121.24910,90.00000,120.00000,140.00000,20.00000,215.00000,,,
2011,Tenant,8882,73.21995,72.63507,73.80483,55.00000,69.00000,85.00000,10.00000,130.00000,,,
2012,Owner,7596,121.02798,120.00086,122.05509,90.00000,120.00000,140.00000,20.00000,215.00000,,,
2012,Tenant,8707,73.48451,72.87833,74.09070,55.00000,69.00000,85.00000,10.00000,130.00000,,,
2013,Owner,7708,120.57228,119.56914,121.57541,90.00000,120.00000,140.00000,20.00000,215.00000,,,
2013,Tenant,10162,73.10310,72.54306,73.66314,55.00000,69.00000,85.00000,10.00000,130.00000,,,
2014,Owner,7052,121.71309,120.64708,122.77910,90.00000,120.00000,140.00000,15.00000,215.00000,,,
2014,Tenant,8776,73.51674,72.91638,74.11709,55.00000,69.00000,85.00000,10.00000,130.00000,,,
2015,Owner,6739,121.66850,120.58116,122.75585,90.00000,120.00000,143.00000,11.00000,222.50000,,,
2015,Tenant,9025,73.58175,72.97137,74.19214,55.00000,69.00000,86.00000,10.00000,132.50000,,,
2016,Owner,6302,122.32396,121.20612,123.44179,90.00000,120.00000,145.00000,20.00000,227.50000,,,
2016,Tenant,7999,73.77180,73.10982,74.43378,55.00000,69.00000,86.00000,11.00000,132.50000,,,
2017,Owner,7063,122.91295,121.85333,123.97257,92.00000,120.00000,143.00000,16.00000,219.50000,,,
2017,Tenant,10368,73.30400,72.73562,73.87237,55.00000,69.00000,86.00000,9.00000,132.50000,,,
2018,Owner,6758,123.23959,122.15034,124.32883,93.00000,120.00000,144.00000,20.00000,220.50000,,,
2018,Tenant,11052,73.69933,73.14895,74.24971,55.00000,70.00000,87.00000,11.00000,135.00000,,,
2019,Owner,7883,124.45488,123.42404,125.48572,93.00000,120.00000,146.00000,22.00000,225.50000,,,
2019,Tenant,10521,74.47378,73.87767,75.06988,55.00000,70.00000,88.00000,10.00000,137.50000,,,
2020,Owner,6996,126.41471,125.32102,127.50840,95.00000,120.00000,150.00000,22.00000,232.50000,,,
2020,Tenant,12333,74.84564,74.30749,75.38378,55.00000,70.00000,90.00000,2.50000,142.50000,,,
2021,Owner,5099,125.44743,124.15511,126.73976,94.00000,120.00000,150.00000,22.00000,234.00000,,,
2021,Tenant,7464,75.11454,74.42795,75.80113,56.00000,70.00000,89.00000,8.00000,138.50000,,,
2022,Owner,7871,125.04582,124.00879,126.08284,94.00000,120.00000,150.00000,20.00000,234.00000,,,
2022,Tenant,12572,75.96904,75.42035,76.51772,56.00000,70.00000,90.00000,5.00000,141.00000,,,
