year,quintil_oecd_hh,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,West,1208,70.66380,68.96137,72.36623,50.00000,65.00000,87.00000,8.00000,142.50000,,,
1984,2nd Quintile,West,1197,81.51391,79.72094,83.30688,60.00000,75.00000,100.00000,12.00000,160.00000,,,
1984,3rd Quintile,West,1174,82.89853,81.02281,84.77426,60.00000,78.00000,100.00000,6.00000,160.00000,,,
1984,4th Quintile,West,1185,88.78844,86.67403,90.90285,65.00000,82.00000,110.00000,11.00000,177.50000,,,
1984,5th Quintile,West,1078,99.88164,97.31119,102.45210,70.00000,90.00000,120.00000,16.00000,195.00000,,,
1985,1st Quintile,West,1077,69.21319,67.49571,70.93068,50.00000,64.00000,85.00000,10.00000,137.50000,,,
1985,2nd Quintile,West,1076,78.15561,76.31310,79.99811,58.00000,70.00000,95.00000,13.00000,150.50000,,,
1985,3rd Quintile,West,1084,84.32799,82.29474,86.36123,60.00000,78.00000,100.00000,9.00000,160.00000,,,
1985,4th Quintile,West,1047,88.28677,86.06874,90.50480,62.00000,80.00000,106.00000,11.00000,172.00000,,,
1985,5th Quintile,West,981,100.10837,97.25266,102.96409,70.00000,93.00000,120.00000,12.00000,195.00000,,,
1986,1st Quintile,West,995,69.74727,67.76046,71.73409,50.00000,65.00000,80.00000,8.00000,125.00000,,,
1986,2nd Quintile,West,1034,81.31979,79.39554,83.24404,60.00000,75.00000,98.00000,16.00000,155.00000,,,
1986,3rd Quintile,West,1032,82.49006,80.09872,84.88141,60.00000,75.00000,100.00000,14.00000,160.00000,,,
1986,4th Quintile,West,1021,85.45486,83.33753,87.57220,60.00000,80.00000,104.00000,11.00000,170.00000,,,
1986,5th Quintile,West,952,102.71327,100.09374,105.33279,75.00000,98.00000,124.00000,20.00000,197.50000,,,
1987,1st Quintile,West,952,68.57156,66.57368,70.56945,50.00000,63.00000,80.00000,12.00000,125.00000,,,
1987,2nd Quintile,West,1013,81.49271,79.46223,83.52319,60.00000,74.00000,100.00000,16.00000,160.00000,,,
1987,3rd Quintile,West,1032,83.10070,81.06967,85.13174,60.00000,79.00000,100.00000,15.00000,160.00000,,,
1987,4th Quintile,West,1023,87.98766,85.79499,90.18033,64.00000,80.00000,110.00000,11.00000,179.00000,,,
1987,5th Quintile,West,952,101.19225,98.62240,103.76210,72.00000,97.33845,120.00000,16.00000,192.00000,,,
1988,1st Quintile,West,942,70.78326,68.80079,72.76573,52.00000,65.00000,85.00000,16.00000,134.50000,,,
1988,2nd Quintile,West,969,80.13020,78.14221,82.11819,60.00000,72.00000,97.00000,10.00000,152.50000,,,
1988,3rd Quintile,West,987,84.93255,82.60304,87.26207,60.00000,80.00000,100.00000,14.00000,160.00000,,,
1988,4th Quintile,West,980,90.08808,87.89227,92.28389,65.00000,85.00000,110.00000,10.00000,177.50000,,,
1988,5th Quintile,West,890,101.37528,98.61055,104.14001,72.00000,92.57141,120.00000,16.00000,192.00000,,,
1989,1st Quintile,West,912,70.58882,68.61054,72.56710,52.57277,65.00000,83.00000,10.00000,128.64084,,,
1989,2nd Quintile,West,984,80.39714,78.30970,82.48458,59.00000,73.00000,98.00000,12.00000,156.50000,,,
1989,3rd Quintile,West,953,84.53987,82.48702,86.59272,63.00000,80.00000,100.00000,12.00000,155.50000,,,
1989,4th Quintile,West,949,90.53280,88.11839,92.94721,65.00000,84.00000,116.00000,10.00000,192.50000,,,
1989,5th Quintile,West,852,103.68639,100.79573,106.57704,74.00000,95.00000,125.00000,20.00000,201.50000,,,
1990,1st Quintile,West,38,61.91825,48.43233,75.40417,32.39855,55.16174,84.82459,16.00000,163.46365,,,
1990,1st Quintile,East,2158,65.01755,63.78921,66.24589,47.00000,60.00000,78.00000,10.00000,124.50000,,,
1990,2nd Quintile,West,1162,74.31087,72.41437,76.20737,55.00000,68.00000,90.00000,10.00000,142.50000,,,
1990,3rd Quintile,West,1172,82.40951,80.59340,84.22562,60.00000,77.00000,100.00000,14.00000,160.00000,,,
1990,4th Quintile,West,1151,86.90481,84.83724,88.97237,62.00000,80.00000,107.05204,12.00000,174.63011,,,
1990,5th Quintile,West,1067,101.51480,99.02142,104.00819,72.00000,94.00000,122.00000,16.00000,197.00000,,,
1991,1st Quintile,West,63,69.92630,61.01392,78.83869,49.62169,60.00000,88.69143,17.00000,147.29604,,,
1991,1st Quintile,East,1987,65.83781,64.53634,67.13928,48.00000,60.00000,80.00000,10.00000,128.00000,,,
1991,2nd Quintile,West,1145,73.37052,71.47407,75.26697,54.00000,68.00000,90.00000,9.00000,144.00000,,,
1991,3rd Quintile,West,1176,83.22689,81.36675,85.08703,60.00000,76.00000,100.00000,12.00000,160.00000,,,
1991,4th Quintile,West,1187,90.40548,88.30695,92.50401,65.00000,84.13865,110.00000,10.00000,177.50000,,,
1991,5th Quintile,West,1071,101.82755,99.27323,104.38187,72.00000,93.00000,123.13508,18.00000,199.83769,,,
1992,1st Quintile,West,588,70.70031,67.81070,73.58992,50.00000,64.00000,85.00000,9.00000,137.50000,,,
1992,1st Quintile,East,813,58.18304,56.40578,59.96031,43.00000,52.00000,70.00000,14.00000,110.50000,,,
1992,2nd Quintile,West,873,80.42974,78.30029,82.55919,60.00000,73.00000,100.00000,15.00000,160.00000,,,
1992,2nd Quintile,East,618,71.75490,69.26160,74.24820,52.00000,63.00000,85.00000,11.00000,134.50000,,,
1992,3rd Quintile,West,1013,83.04215,80.97242,85.11188,60.00000,75.00000,100.00000,12.00000,160.00000,,,
1992,3rd Quintile,East,327,76.33774,73.06515,79.61032,56.47741,69.00000,90.00000,15.00000,140.28388,,,
1992,4th Quintile,West,1143,88.73364,86.58964,90.87765,63.00000,80.61495,110.00000,16.00000,180.50000,,,
1992,4th Quintile,East,130,82.07898,76.71566,87.44229,60.00000,74.27465,99.07073,45.00000,157.67682,,,
1992,5th Quintile,West,1038,105.17165,102.54847,107.79484,75.00000,97.33863,128.00000,10.00000,207.50000,,,
1992,5th Quintile,East,58,81.25841,71.70880,90.80801,60.00000,70.00000,100.00000,24.00000,160.00000,,,
1993,1st Quintile,West,708,71.49945,69.07894,73.91995,53.00000,67.00000,90.00000,9.00000,145.50000,,,
1993,1st Quintile,East,604,58.71212,56.60746,60.81677,43.00000,53.00000,70.00000,11.00000,110.50000,,,
1993,2nd Quintile,West,864,80.96407,78.78505,83.14309,58.00000,75.00000,100.00000,15.00000,163.00000,,,
1993,2nd Quintile,East,623,67.97011,65.60058,70.33964,50.00000,60.00000,80.00000,18.00000,125.00000,,,
1993,3rd Quintile,West,995,87.29841,85.08926,89.50756,60.00000,80.00000,108.00000,15.00000,180.00000,,,
1993,3rd Quintile,East,386,79.06645,75.84875,82.28416,58.00000,70.00000,94.21348,25.00000,148.53369,,,
1993,4th Quintile,West,1083,90.71884,88.59151,92.84617,65.00000,84.00000,110.00000,10.00000,177.50000,,,
1993,4th Quintile,East,203,80.64273,76.39813,84.88732,58.03209,75.00000,100.00000,30.00000,162.95186,,,
1993,5th Quintile,West,1033,104.37407,101.59475,107.15339,74.00000,95.00000,128.00000,15.00000,209.00000,,,
1993,5th Quintile,East,69,82.02266,74.22248,89.82285,64.00000,72.46790,94.97391,28.00000,141.43478,,,
1994,1st Quintile,West,820,71.80974,69.66530,73.95418,52.00000,65.00000,90.00000,9.00000,147.00000,,,
1994,1st Quintile,East,516,59.35451,57.03390,61.67512,43.00000,54.00000,70.00000,10.00000,110.50000,,,
1994,2nd Quintile,West,832,82.79195,80.62694,84.95696,60.00000,78.00000,100.00000,17.00000,160.00000,,,
1994,2nd Quintile,East,579,65.66494,63.45684,67.87304,49.00000,60.00000,78.00000,12.00000,121.50000,,,
1994,3rd Quintile,West,953,86.70546,84.42302,88.98790,60.00000,80.00000,102.61446,15.00000,166.53614,,,
1994,3rd Quintile,East,410,73.51707,70.47784,76.55629,53.85925,65.00000,89.26478,15.00000,142.37307,,,
1994,4th Quintile,West,1009,91.90827,89.59105,94.22549,65.00000,83.00000,114.00000,16.00000,187.50000,,,
1994,4th Quintile,East,237,76.76646,72.77746,80.75547,55.00000,67.00000,90.00000,25.00000,142.50000,,,
1994,5th Quintile,West,1018,106.78026,104.03825,109.52227,77.00000,100.00000,130.00000,15.00000,209.50000,,,
1994,5th Quintile,East,117,85.44613,77.99684,92.89541,60.00000,74.92961,100.00000,30.00000,160.00000,,,
1995,1st Quintile,West,947,72.21866,70.20876,74.22857,51.00000,66.29982,90.00000,10.00000,148.50000,,,
1995,1st Quintile,East,453,58.43311,55.95277,60.91346,42.00000,53.00000,69.01724,10.00000,109.54311,,,
1995,2nd Quintile,West,930,82.08323,79.92897,84.23748,60.00000,75.00000,100.00000,15.00000,160.00000,,,
1995,2nd Quintile,East,541,64.80418,62.66922,66.93914,50.00000,60.00000,76.00000,12.00000,115.00000,,,
1995,3rd Quintile,West,989,87.79406,85.48096,90.10716,60.00000,80.00000,110.00000,15.00000,185.00000,,,
1995,3rd Quintile,East,417,73.32692,70.21786,76.43597,52.32965,65.00000,84.00000,15.00000,131.50552,,,
1995,4th Quintile,West,995,93.16188,90.85679,95.46696,68.00000,85.00000,118.39031,16.00000,193.97577,,,
1995,4th Quintile,East,283,78.07814,74.27334,81.88294,56.00000,70.00000,100.00000,22.00000,166.00000,,,
1995,5th Quintile,West,1006,107.11376,104.29642,109.93110,75.00000,100.00000,130.00000,25.00000,212.50000,,,
1995,5th Quintile,East,132,94.39465,86.39155,102.39775,63.50651,80.00000,110.00000,32.00000,179.74024,,,
1996,1st Quintile,West,970,72.97201,70.90686,75.03715,50.44346,65.00000,90.00000,10.00000,149.33480,,,
1996,1st Quintile,East,441,59.54004,56.92692,62.15316,43.00000,54.00000,70.00000,10.00000,110.50000,,,
1996,2nd Quintile,West,903,82.21280,80.17291,84.25269,60.00000,76.00000,100.00000,19.00000,160.00000,,,
1996,2nd Quintile,East,498,68.38716,65.67689,71.09743,50.00000,60.00000,78.00000,12.00000,120.00000,,,
1996,3rd Quintile,West,948,88.41302,86.07865,90.74739,62.00000,80.00000,107.00000,15.00000,174.50000,,,
1996,3rd Quintile,East,446,73.03960,70.24169,75.83751,55.00000,65.00000,87.86199,15.00000,137.15497,,,
1996,4th Quintile,West,1005,94.18709,91.85326,96.52093,66.00000,88.38876,120.00000,18.00000,201.00000,,,
1996,4th Quintile,East,293,79.55327,75.92333,83.18322,58.00000,70.56213,100.00000,28.00000,163.00000,,,
1996,5th Quintile,West,962,108.86916,105.96485,111.77348,78.74742,100.00000,130.00000,26.00000,206.87886,,,
1996,5th Quintile,East,160,91.52971,84.09704,98.96239,60.00000,76.77864,110.00000,32.00000,185.00000,,,
1997,1st Quintile,West,920,74.57557,72.60453,76.54660,54.00000,68.00000,90.00000,10.00000,144.00000,,,
1997,1st Quintile,East,418,59.60946,57.28313,61.93580,45.00000,55.00000,70.00000,10.00000,107.50000,,,
1997,2nd Quintile,West,909,82.56195,80.34781,84.77609,60.00000,76.00000,100.00000,16.00000,160.00000,,,
1997,2nd Quintile,East,504,66.91699,64.30164,69.53233,50.00000,60.00000,78.00000,14.00000,120.00000,,,
1997,3rd Quintile,West,952,89.41601,87.22598,91.60605,65.00000,82.00000,110.00000,15.00000,177.50000,,,
1997,3rd Quintile,East,437,72.62285,69.79847,75.44724,53.00000,64.00000,90.00000,15.00000,145.50000,,,
1997,4th Quintile,West,987,93.02849,90.53325,95.52374,64.00000,86.00000,115.00000,10.00000,191.50000,,,
1997,4th Quintile,East,310,81.70800,77.94877,85.46723,59.98436,75.00000,100.00000,28.00000,160.02346,,,
1997,5th Quintile,West,956,109.45436,106.61564,112.29307,79.00000,100.00000,132.09740,18.00000,211.74351,,,
1997,5th Quintile,East,152,95.83053,89.58594,102.07512,67.35646,90.00000,120.00000,28.00000,198.96531,,,
1998,1st Quintile,West,1076,72.46929,70.55078,74.38781,50.00000,66.00000,86.82463,10.00000,142.06158,,,
1998,1st Quintile,East,429,60.31049,58.28577,62.33522,48.00000,57.00000,69.00000,16.50000,100.50000,,,
1998,2nd Quintile,West,1073,85.67514,83.61351,87.73677,61.00000,80.00000,104.00000,12.00000,168.50000,,,
1998,2nd Quintile,East,502,71.62536,69.19283,74.05790,52.00000,64.75880,85.00000,8.00000,134.50000,,,
1998,3rd Quintile,West,1042,90.14741,87.93613,92.35868,63.09420,84.00000,110.00000,15.00000,180.35870,,,
1998,3rd Quintile,East,488,75.84450,73.38288,78.30612,57.00000,70.00000,90.00000,24.00000,139.50000,,,
1998,4th Quintile,West,1136,94.09137,91.84314,96.33961,67.00000,85.00000,115.00000,20.00000,187.00000,,,
1998,4th Quintile,East,363,88.08053,84.44518,91.71588,61.00000,79.75563,110.00000,27.00000,183.50000,,,
1998,5th Quintile,West,1126,111.47841,108.78789,114.16893,80.00000,102.95199,135.00000,20.00000,217.50000,,,
1998,5th Quintile,East,178,106.84940,99.87048,113.82832,73.86096,98.00000,121.40664,12.00000,192.72517,,,
1999,1st Quintile,West,1026,72.27977,70.40633,74.15321,51.27429,66.32917,87.00000,10.00000,140.58856,,,
1999,1st Quintile,East,480,64.16167,61.84369,66.47965,49.00000,59.00000,74.00000,11.50000,111.50000,,,
1999,2nd Quintile,West,991,84.39475,82.07939,86.71010,60.00000,78.00000,100.00000,12.00000,160.00000,,,
1999,2nd Quintile,East,532,71.50293,69.16798,73.83789,55.23229,64.00000,82.00000,15.08072,122.15157,,,
1999,3rd Quintile,West,1022,91.19498,88.92468,93.46528,63.00000,84.00000,112.00000,15.00000,185.50000,,,
1999,3rd Quintile,East,467,78.29053,75.54488,81.03619,57.55228,70.00000,95.78747,27.00000,153.14026,,,
1999,4th Quintile,West,1090,96.12066,93.77836,98.46297,68.00000,90.00000,120.00000,20.00000,198.00000,,,
1999,4th Quintile,East,296,87.39771,83.45188,91.34354,61.00000,80.00000,110.00000,12.00000,183.50000,,,
1999,5th Quintile,West,1084,112.17521,109.40971,114.94070,80.00000,104.00000,135.00000,18.00000,217.50000,,,
1999,5th Quintile,East,155,105.23715,96.22121,114.25308,70.00000,92.00000,125.00000,34.00000,207.50000,,,
2000,1st Quintile,West,1805,73.22426,71.74274,74.70578,52.00000,68.00000,86.00000,10.00000,137.00000,,,
