year,hhtyp,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2004,Couple without children,Rural regions,1242,96.61219,94.47233,98.75205,69.00000,90.00000,120.00000,20.00000,196.50000,,,
2004,Single parent,Urban regions,455,81.83706,79.40658,84.26754,63.00000,76.00000,94.00000,28.00000,140.50000,,,
2004,Single parent,Rural regions,227,94.85123,89.92736,99.77511,70.00000,85.46124,119.88330,40.00000,194.70824,,,
2004,Couple with children,Urban regions,2607,113.64742,112.03212,115.26273,83.00000,110.00000,130.00000,37.00000,200.50000,,,
2004,Couple with children,Rural regions,1355,118.40153,116.09327,120.70979,90.00000,115.00000,140.00000,20.00000,215.00000,,,
2004,Multi-generational household,Urban regions,69,110.64597,99.26219,122.02974,80.69768,100.00000,125.00000,49.00000,191.45348,,,
2004,Multi-generational household,Rural regions,44,113.85794,101.99509,125.72080,89.01464,108.26757,129.54073,59.00000,190.32986,,,
2004,Other Combinations,Urban regions,73,96.88606,87.24581,106.52631,65.00000,97.27619,120.00000,43.00000,202.50000,,,
2004,Other Combinations,Rural regions,36,101.82108,87.08775,116.55440,68.39058,94.23053,120.00000,50.00000,197.41413,,,
2005,Single-person household,Urban regions,2041,70.12255,68.76214,71.48295,50.00000,63.00000,80.00000,8.00000,125.00000,,,
2005,Single-person household,Rural regions,864,72.54285,70.28007,74.80562,50.00000,65.00000,90.00000,10.00000,150.00000,,,
2005,Couple without children,Urban regions,2489,96.37980,94.84673,97.91287,70.00000,86.19506,117.00000,25.00000,187.50000,,,
2005,Couple without children,Rural regions,1203,98.21675,95.90266,100.53084,69.00000,90.38853,120.00000,28.00000,196.50000,,,
2005,Single parent,Urban regions,452,82.46380,79.97976,84.94785,64.00000,76.00000,93.66180,20.00000,138.15451,,,
2005,Single parent,Rural regions,242,92.02863,88.21793,95.83933,70.00000,85.00000,111.36383,12.00000,173.40958,,,
2005,Couple with children,Urban regions,2440,113.35176,111.69632,115.00720,84.00000,105.00000,130.00000,37.00000,199.00000,,,
2005,Couple with children,Rural regions,1262,120.53552,118.18752,122.88352,90.00000,120.00000,140.00000,40.00000,215.00000,,,
2005,Multi-generational household,Urban regions,62,108.41582,99.21415,117.61750,82.78381,108.63560,140.00000,49.00000,225.82429,,,
2005,Multi-generational household,Rural regions,44,125.33404,111.68387,138.98422,93.97549,120.00000,150.44508,59.00000,235.14947,,,
2005,Other Combinations,Urban regions,69,96.92262,88.49593,105.34930,65.00000,98.75128,120.43935,20.00000,200.00000,,,
2005,Other Combinations,Rural regions,31,106.64291,91.74996,121.53586,70.00000,97.14103,122.99187,56.00000,200.00000,,,
2006,Single-person household,Urban regions,2260,70.48638,69.18959,71.78316,50.00000,64.00000,82.00000,9.00000,130.00000,,,
2006,Single-person household,Rural regions,1028,73.08550,71.05067,75.12033,50.00000,65.00000,90.00000,15.00000,150.00000,,,
2006,Couple without children,Urban regions,2787,96.89359,95.33086,98.45633,69.00000,86.00000,120.00000,26.00000,196.50000,,,
2006,Couple without children,Rural regions,1371,98.47866,96.32415,100.63318,70.00000,90.00000,120.00000,28.00000,195.00000,,,
2006,Single parent,Urban regions,495,83.66461,81.14749,86.18172,65.00000,77.00000,94.33045,32.00000,138.32613,,,
2006,Single parent,Rural regions,277,90.57493,86.65446,94.49540,67.53676,80.00000,105.39249,12.00000,162.17609,,,
2006,Couple with children,Urban regions,2499,113.57688,111.88414,115.26963,83.00000,105.00000,132.00000,30.00000,205.50000,,,
2006,Couple with children,Rural regions,1338,120.07364,117.74012,122.40715,90.00000,116.86871,140.00000,16.00000,215.00000,,,
2006,Multi-generational household,Urban regions,61,107.63143,98.94137,116.32149,81.04614,107.65093,137.00112,50.00000,220.93358,,,
2006,Multi-generational household,Rural regions,44,124.27027,112.14859,136.39195,95.14991,120.00000,150.00000,59.00000,232.27513,,,
2006,Other Combinations,Urban regions,66,102.49215,87.20638,117.77792,71.71677,93.85759,117.99208,20.00000,187.40504,,,
2006,Other Combinations,Rural regions,39,121.61664,103.94902,139.28427,79.66349,120.00000,140.12398,60.00000,230.81470,,,
2007,Single-person household,Urban regions,2124,71.05341,69.71999,72.38684,51.00000,64.00000,83.00000,9.00000,131.00000,,,
2007,Single-person household,Rural regions,985,73.77107,71.51362,76.02853,49.00000,65.00000,90.00000,12.00000,151.50000,,,
2007,Couple without children,Urban regions,2574,97.78448,96.23844,99.33053,70.00000,88.00000,120.00000,16.00000,195.00000,,,
2007,Couple without children,Rural regions,1302,100.74080,98.45910,103.02251,70.00000,95.00000,120.00000,24.00000,195.00000,,,
2007,Single parent,Urban regions,458,83.93385,81.19121,86.67649,65.00000,76.00000,94.00000,21.50000,137.50000,,,
2007,Single parent,Rural regions,253,91.16522,87.17851,95.15193,67.00000,85.00000,102.54915,30.00000,155.87287,,,
2007,Couple with children,Urban regions,2342,115.62969,113.87069,117.38868,85.00000,110.00000,140.00000,37.00000,222.50000,,,
2007,Couple with children,Rural regions,1234,122.45935,119.90512,125.01359,90.00000,120.00000,140.00000,32.00000,215.00000,,,
2007,Multi-generational household,Urban regions,54,101.29062,91.78215,110.79910,80.00000,91.78240,120.00000,50.00000,180.00000,,,
2007,Multi-generational household,Rural regions,36,135.44121,115.68782,155.19459,95.44052,120.00000,170.76167,58.00000,283.74339,,,
2007,Other Combinations,Urban regions,57,102.14086,94.16367,110.11805,76.57002,97.95690,120.00000,43.00000,185.14496,,,
2007,Other Combinations,Rural regions,34,116.66165,94.25854,139.06476,70.00000,101.32916,130.00000,48.00000,220.00000,,,
2008,Single-person household,Urban regions,2053,71.01108,69.66876,72.35340,51.00000,64.00000,82.00000,10.00000,128.50000,,,
2008,Single-person household,Rural regions,933,75.36733,73.02500,77.70966,50.00000,65.00000,90.00000,12.00000,150.00000,,,
2008,Couple without children,Urban regions,2471,98.61704,96.98892,100.24516,70.00000,89.00000,120.00000,25.00000,195.00000,,,
2008,Couple without children,Rural regions,1263,101.13656,98.89495,103.37817,70.00000,100.00000,120.00000,20.00000,195.00000,,,
2008,Single parent,Urban regions,433,86.94891,83.96455,89.93327,65.00000,78.00000,100.00000,19.00000,152.50000,,,
2008,Single parent,Rural regions,249,91.34274,87.55348,95.13200,67.00000,86.13258,102.00000,46.00000,154.50000,,,
2008,Couple with children,Urban regions,2143,117.70828,115.81043,119.60614,86.00000,112.00000,140.00000,10.00000,221.00000,,,
2008,Couple with children,Rural regions,1123,123.83761,121.26927,126.40595,95.00000,120.00000,149.00000,36.00000,230.00000,,,
2008,Multi-generational household,Urban regions,42,105.76853,95.72100,115.81606,84.80356,100.19068,123.13455,40.00000,180.63105,,,
2008,Multi-generational household,Rural regions,37,133.27306,115.41633,151.12978,95.50761,130.00000,159.79007,58.00000,256.21375,,,
2008,Other Combinations,Urban regions,48,107.41473,96.22258,118.60688,74.00000,110.47408,130.00000,27.00000,200.00000,,,
2008,Other Combinations,Rural regions,,,,,,,,,,,,
2009,Single-person household,Urban regions,1963,72.21458,70.81850,73.61066,52.00000,65.00000,85.00000,10.00000,134.50000,,,
2009,Single-person household,Rural regions,884,75.88391,73.53630,78.23153,50.00000,67.00000,90.00000,10.00000,150.00000,,,
2009,Couple without children,Urban regions,2315,99.25548,97.60383,100.90714,70.00000,90.00000,120.00000,13.00000,195.00000,,,
2009,Couple without children,Rural regions,1235,103.56588,101.16221,105.96956,74.00000,100.00000,120.00000,20.00000,189.00000,,,
2009,Single parent,Urban regions,397,87.76770,84.52092,91.01448,65.00000,78.65956,100.00000,36.00000,152.50000,,,
2009,Single parent,Rural regions,237,94.95081,90.42106,99.48056,67.43472,90.00000,120.00000,32.00000,198.84791,,,
2009,Couple with children,Urban regions,1945,118.91627,116.88506,120.94747,86.00000,112.00000,140.00000,36.00000,221.00000,,,
2009,Couple with children,Rural regions,1064,124.04218,121.33440,126.74997,94.00000,120.00000,150.00000,36.00000,234.00000,,,
2009,Multi-generational household,Urban regions,34,109.46804,97.49799,121.43810,81.69349,106.81738,129.21770,40.00000,200.50400,,,
2009,Multi-generational household,Rural regions,32,119.79088,99.22550,140.35626,88.52705,109.31683,130.00000,58.00000,192.20942,,,
2009,Other Combinations,Urban regions,45,104.31258,93.23065,115.39452,71.50517,100.00000,133.86258,50.00000,200.00000,,,
2009,Other Combinations,Rural regions,,,,,,,,,,,,
2010,Single-person household,Urban regions,1855,73.91227,72.39885,75.42569,52.42689,65.00000,86.00000,14.00000,136.35966,,,
2010,Single-person household,Rural regions,843,77.11507,74.61745,79.61270,50.00000,68.00000,96.00000,15.00000,165.00000,,,
2010,Couple without children,Urban regions,2217,101.42902,99.64588,103.21216,72.00000,90.00000,120.00000,13.00000,192.00000,,,
2010,Couple without children,Rural regions,1155,105.08434,102.55553,107.61315,75.00000,98.96820,125.42835,20.00000,201.07087,,,
2010,Single parent,Urban regions,1204,87.25733,85.26815,89.24652,65.00000,76.00000,100.00000,30.00000,152.50000,,,
2010,Single parent,Rural regions,644,93.34699,90.76368,95.93029,68.61055,87.00000,113.60222,18.00000,181.08972,,,
2010,Couple with children,Urban regions,3718,117.99859,116.62290,119.37428,86.00000,112.00000,140.00000,38.00000,221.00000,,,
2010,Couple with children,Rural regions,1995,125.17585,123.17147,127.18022,98.00000,120.00000,150.00000,33.00000,228.00000,,,
2010,Multi-generational household,Urban regions,53,119.15215,109.64666,128.65763,96.70456,120.45474,130.00000,51.00000,179.94316,,,
2010,Multi-generational household,Rural regions,48,134.87099,116.45515,153.28683,96.81849,115.87859,140.00000,57.00000,204.77226,,,
2010,Other Combinations,Urban regions,40,111.56252,97.57292,125.55212,70.00000,102.00000,150.00000,55.00000,200.00000,,,
2010,Other Combinations,Rural regions,,,,,,,,,,,,
2011,Single-person household,Urban regions,2405,72.74835,71.46308,74.03363,51.00000,65.00000,85.00000,9.00000,136.00000,,,
2011,Single-person household,Rural regions,1130,76.20746,74.05133,78.36358,50.00000,68.00000,92.00000,13.00000,155.00000,,,
2011,Couple without children,Urban regions,2773,101.28767,99.73372,102.84162,73.00000,90.00000,120.00000,22.00000,190.50000,,,
2011,Couple without children,Rural regions,1601,105.68360,103.74001,107.62718,76.00000,100.00000,125.00000,20.00000,198.50000,,,
2011,Single parent,Urban regions,1502,87.48041,85.74574,89.21508,65.00000,77.35620,100.00000,35.00000,152.50000,,,
2011,Single parent,Rural regions,804,91.71893,89.32220,94.11566,66.00000,81.00000,108.00000,18.00000,171.00000,,,
2011,Couple with children,Urban regions,3951,118.93994,117.56649,120.31338,86.00000,112.00000,140.00000,40.00000,221.00000,,,
2011,Couple with children,Rural regions,2217,127.68443,125.69546,129.67339,97.00000,120.00000,150.00000,30.00000,229.50000,,,
2011,Multi-generational household,Urban regions,64,118.20595,109.37019,127.04172,95.91576,120.00000,133.92912,52.00000,190.94917,,,
2011,Multi-generational household,Rural regions,56,123.65823,112.51379,134.80267,99.12122,120.00000,140.00000,52.00000,201.31817,,,
2011,Other Combinations,Urban regions,62,104.53949,93.88358,115.19540,72.00000,88.95877,140.00000,44.00000,220.00000,,,
2011,Other Combinations,Rural regions,38,95.77898,81.75408,109.80388,67.59580,80.00000,120.00000,35.00000,198.60630,,,
2012,Single-person household,Urban regions,2468,72.59257,71.32884,73.85629,51.00000,65.00000,84.00000,9.00000,133.50000,,,
2012,Single-person household,Rural regions,1215,75.23239,73.24295,77.22183,50.00000,65.00000,90.00000,15.00000,150.00000,,,
2012,Couple without children,Urban regions,2774,102.75515,101.13091,104.37940,73.00000,90.00000,120.00000,30.00000,190.50000,,,
2012,Couple without children,Rural regions,1676,106.67998,104.71844,108.64152,75.00000,100.00000,126.00000,20.00000,202.50000,,,
2012,Single parent,Urban regions,1400,87.53563,85.71513,89.35613,65.00000,78.00000,100.00000,35.00000,152.50000,,,
2012,Single parent,Rural regions,779,92.93322,89.99575,95.87069,65.00000,81.00000,110.00000,18.00000,177.50000,,,
2012,Couple with children,Urban regions,3690,119.79724,118.34891,121.24557,87.00000,112.00000,140.00000,36.00000,219.50000,,,
2012,Couple with children,Rural regions,2084,127.54301,125.54890,129.53712,100.00000,120.00000,150.00000,36.00000,225.00000,,,
2012,Multi-generational household,Urban regions,59,129.93819,115.56128,144.31511,96.00000,115.00000,154.22466,50.00000,241.56165,,,
2012,Multi-generational household,Rural regions,60,144.05730,126.58164,161.53296,99.14687,129.34005,155.08345,48.00000,238.98831,,,
2012,Other Combinations,Urban regions,57,106.99615,95.79567,118.19662,75.00000,90.00000,140.00000,44.00000,200.00000,,,
2012,Other Combinations,Rural regions,41,96.27405,86.58803,105.96006,75.09741,87.61893,120.00000,35.00000,187.35389,,,
2013,Single-person household,Urban regions,2629,72.83431,71.56070,74.10793,52.00000,65.00000,84.11295,10.00000,132.28237,,,
2013,Single-person household,Rural regions,1215,76.26935,74.07505,78.46365,50.00000,67.00000,90.00000,10.00000,150.00000,,,
2013,Couple without children,Urban regions,2970,102.98992,101.46994,104.50989,74.00000,94.00000,124.00000,23.00000,199.00000,,,
2013,Couple without children,Rural regions,1669,107.09199,105.16124,109.02274,78.00000,100.00000,128.00000,20.00000,203.00000,,,
2013,Single parent,Urban regions,1480,87.23748,85.50938,88.96558,65.00000,78.00000,100.00000,30.00000,152.50000,,,
2013,Single parent,Rural regions,765,95.49881,92.64322,98.35441,68.00000,85.00000,120.00000,24.00000,198.00000,,,
2013,Couple with children,Urban regions,4434,118.20472,116.91996,119.48948,86.00000,110.00000,140.00000,30.00000,221.00000,,,
2013,Couple with children,Rural regions,2207,125.61893,123.64807,127.58980,95.00000,120.00000,150.00000,20.00000,232.50000,,,
2013,Multi-generational household,Urban regions,77,112.98246,103.12925,122.83567,79.00000,100.00000,150.00000,50.00000,256.50000,,,
2013,Multi-generational household,Rural regions,68,131.98410,116.15132,147.81688,88.23371,115.00000,150.00000,56.00000,242.64943,,,
2013,Other Combinations,Urban regions,261,94.65470,89.91912,99.39029,69.21801,85.00000,109.29900,25.00000,169.42050,,,
2013,Other Combinations,Rural regions,95,93.59422,86.12942,101.05902,70.00000,85.00000,120.00000,35.00000,195.00000,,,
2014,Single-person household,Urban regions,2425,73.60257,72.26004,74.94511,52.00000,65.00000,86.00000,10.00000,137.00000,,,
2014,Single-person household,Rural regions,1141,76.00870,73.87576,78.14164,50.00000,67.00000,90.00000,12.00000,150.00000,,,
2014,Couple without children,Urban regions,2751,104.00515,102.39222,105.61808,74.00000,95.00000,125.00000,27.00000,201.50000,,,
2014,Couple without children,Rural regions,1612,107.65902,105.57264,109.74541,78.00000,100.00000,126.00000,10.00000,198.00000,,,
2014,Single parent,Urban regions,1183,86.74873,84.91988,88.57759,65.00000,78.00000,100.00000,35.00000,152.50000,,,
2014,Single parent,Rural regions,632,97.56666,94.09921,101.03411,70.00000,88.00000,118.60171,35.00000,191.50428,,,
2014,Couple with children,Urban regions,3783,119.60004,118.19591,121.00417,86.00000,115.00000,140.00000,13.00000,221.00000,,,
2014,Couple with children,Rural regions,1917,127.65784,125.52574,129.78994,98.00000,120.00000,150.00000,20.00000,228.00000,,,
2014,Multi-generational household,Urban regions,69,120.78945,110.08254,131.49635,88.13625,105.00000,140.00000,50.00000,217.79562,,,
2014,Multi-generational household,Rural regions,54,113.87007,102.13324,125.60689,80.00000,98.48361,140.00000,58.00000,230.00000,,,
2014,Other Combinations,Urban regions,189,99.45894,93.25053,105.66736,70.00000,87.65380,110.90042,25.00000,172.25105,,,
2014,Other Combinations,Rural regions,72,108.71117,97.56822,119.85412,73.67651,99.47571,130.00000,47.00000,214.48523,,,
2015,Single-person household,Urban regions,2458,73.58944,72.21529,74.96359,51.00000,65.00000,86.00000,11.00000,138.50000,,,
2015,Single-person household,Rural regions,1169,77.03122,74.82413,79.23831,50.00000,66.49297,90.00000,12.00000,150.00000,,,
2015,Couple without children,Urban regions,2782,103.76844,102.19068,105.34621,74.73764,95.00000,125.00000,12.00000,200.39354,,,
2015,Couple without children,Rural regions,1594,108.93742,106.79132,111.08353,80.00000,100.00000,130.00000,10.00000,205.00000,,,
2015,Single parent,Urban regions,1124,88.49655,86.54675,90.44635,66.00000,79.00000,100.00000,22.00000,151.00000,,,
2015,Single parent,Rural regions,587,98.52716,95.19258,101.86173,70.00000,90.00000,120.00000,40.00000,195.00000,,,
2015,Couple with children,Urban regions,3752,120.34067,118.92563,121.75571,87.00000,118.00000,140.00000,11.00000,219.50000,,,
2015,Couple with children,Rural regions,1907,127.70583,125.64448,129.76718,100.00000,120.00000,150.00000,25.00000,225.00000,,,
2015,Multi-generational household,Urban regions,81,127.98397,117.97757,137.99036,100.00000,115.92589,150.04744,25.00000,225.11861,,,
2015,Multi-generational household,Rural regions,59,116.89673,103.26329,130.53018,72.64995,113.03466,145.09665,38.00000,253.76670,,,
2015,Other Combinations,Urban regions,186,93.96161,87.72331,100.19991,67.09791,85.00000,104.28634,25.00000,160.06897,,,
2015,Other Combinations,Rural regions,65,101.01245,89.52207,112.50284,70.00000,87.20228,120.00000,38.00000,195.00000,,,
2016,Single-person household,Urban regions,2593,73.31116,71.96562,74.65670,51.00000,65.00000,86.00000,6.00000,138.50000,,,
2016,Single-person household,Rural regions,1187,78.38158,76.09492,80.66824,51.55653,70.00000,92.00000,10.00000,152.66520,,,
2016,Couple without children,Urban regions,2613,104.49103,102.84320,106.13886,75.00000,95.00000,125.00000,12.00000,200.00000,,,
2016,Couple without children,Rural regions,1546,111.12208,108.91086,113.33331,80.00000,105.00000,134.00000,25.00000,215.00000,,,
2016,Single parent,Urban regions,1111,89.84253,87.77094,91.91413,66.00000,79.00000,105.00000,14.00000,163.50000,,,
2016,Single parent,Rural regions,583,95.40278,92.57766,98.22790,70.00000,85.11753,120.00000,30.00000,195.00000,,,
2016,Couple with children,Urban regions,4078,119.23455,117.88056,120.58854,86.00000,117.00000,140.00000,10.00000,221.00000,,,
2016,Couple with children,Rural regions,2034,128.44819,126.46135,130.43503,100.00000,120.00000,150.00000,25.00000,225.00000,,,
2016,Multi-generational household,Urban regions,90,128.97356,118.75740,139.18972,96.33534,120.00000,150.18206,25.00000,230.95214,,,
2016,Multi-generational household,Rural regions,56,115.11795,101.92824,128.30766,71.76442,107.20956,136.64348,38.00000,233.96205,,,
2016,Other Combinations,Urban regions,263,92.40324,88.27319,96.53329,69.70947,86.69185,105.00000,16.77367,157.93580,,,
2016,Other Combinations,Rural regions,106,96.94562,87.14066,106.75058,65.00000,80.00000,120.00000,18.00000,202.50000,,,
2017,Single-person household,Urban regions,2893,73.81602,72.52925,75.10278,51.00000,66.00000,88.00000,10.00000,143.50000,,,
2017,Single-person household,Rural regions,1385,78.14192,76.01513,80.26872,50.00000,70.00000,95.00000,9.00000,162.50000,,,
2017,Couple without children,Urban regions,2966,104.99156,103.44375,106.53937,75.00000,96.00000,125.00000,26.00000,200.00000,,,
2017,Couple without children,Rural regions,1745,111.97243,109.92367,114.02118,80.00000,108.00000,135.00000,15.00000,217.50000,,,
2017,Single parent,Urban regions,1155,91.83457,89.70598,93.96316,65.00000,80.00000,110.00000,18.00000,177.50000,,,
2017,Single parent,Rural regions,594,96.10803,93.15871,99.05736,70.00000,85.00000,120.00000,26.00000,195.00000,,,
2017,Couple with children,Urban regions,4503,118.92435,117.63257,120.21614,86.00000,119.00000,140.00000,25.00000,221.00000,,,
2017,Couple with children,Rural regions,2268,129.30569,127.40702,131.20436,100.00000,120.00000,150.00000,25.00000,225.00000,,,
2017,Multi-generational household,Urban regions,106,128.30666,118.59269,138.02063,96.44281,115.00000,150.00000,50.00000,230.33579,,,
2017,Multi-generational household,Rural regions,55,130.28782,119.78642,140.78923,106.70329,130.85976,139.07543,58.14507,187.63365,,,
2017,Other Combinations,Urban regions,346,99.45518,95.41892,103.49144,72.00000,90.00000,117.87011,10.00000,186.67527,,,
2017,Other Combinations,Rural regions,147,108.10670,100.36489,115.84851,70.68562,100.00000,126.95270,16.00000,211.35332,,,
2018,Single-person household,Urban regions,3070,74.46160,73.17909,75.74411,51.00000,65.67369,89.00000,11.00000,146.00000,,,
2018,Single-person household,Rural regions,1377,78.05594,75.97531,80.13656,51.00000,70.00000,95.00000,13.00000,161.00000,,,
2018,Couple without children,Urban regions,2930,105.36138,103.84628,106.87648,75.00000,98.12983,125.00000,25.00000,200.00000,,,
2018,Couple without children,Rural regions,1707,112.71176,110.64551,114.77801,80.00000,110.00000,139.00000,25.00000,227.50000,,,
2018,Single parent,Urban regions,1171,91.19186,89.13920,93.24453,67.00000,80.00000,110.00000,18.00000,174.50000,,,
2018,Single parent,Rural regions,555,94.75370,91.61410,97.89329,69.00000,85.00000,115.00000,30.00000,184.00000,,,
2018,Couple with children,Urban regions,4316,120.02334,118.69870,121.34798,87.00000,120.00000,140.00000,20.00000,219.50000,,,
2018,Couple with children,Rural regions,2124,131.46092,129.39772,133.52411,100.00000,120.00000,150.00000,30.00000,225.00000,,,
2018,Multi-generational household,Urban regions,109,119.34816,110.56198,128.13434,87.21515,110.85740,140.00000,45.00000,219.17727,,,
2018,Multi-generational household,Rural regions,48,121.31321,110.25517,132.37126,100.00000,114.75016,125.65230,61.52155,164.13076,,,
2018,Other Combinations,Urban regions,289,99.71591,95.33086,104.10097,72.89155,88.28740,120.00000,30.00000,190.66268,,,
2018,Other Combinations,Rural regions,114,110.13356,102.80448,117.46263,80.00000,100.00000,130.50788,22.00000,206.26970,,,
2019,Single-person household,Urban regions,2987,76.23523,74.83710,77.63336,52.00000,68.00000,90.00000,10.00000,147.00000,,,
2019,Single-person household,Rural regions,1359,79.05123,76.90867,81.19379,52.00000,70.00000,98.00000,14.00000,167.00000,,,
2019,Couple without children,Urban regions,3209,106.60817,105.09161,108.12473,75.00000,99.04706,125.00000,20.00000,200.00000,,,
2019,Couple without children,Rural regions,1831,113.74509,111.71686,115.77332,80.00000,110.00000,138.00000,28.00000,225.00000,,,
2019,Single parent,Urban regions,1077,89.62929,87.46764,91.79094,65.00000,78.00000,105.00000,22.00000,165.00000,,,
2019,Single parent,Rural regions,522,96.99254,93.81543,100.16965,70.00000,85.00000,120.00000,18.00000,195.00000,,,
2019,Couple with children,Urban regions,4360,120.01239,118.70458,121.32020,87.00000,120.00000,141.55373,15.00000,223.38433,,,
2019,Couple with children,Rural regions,2122,133.27796,131.16892,135.38700,100.00000,125.00000,155.00000,20.00000,237.50000,,,
2019,Multi-generational household,Urban regions,91,124.10964,114.03509,134.18418,89.77050,120.00000,140.00000,40.00000,215.34425,,,
2019,Multi-generational household,Rural regions,46,118.86485,107.70135,130.02836,100.00000,114.73627,125.72590,61.41115,164.31474,,,
2019,Other Combinations,Urban regions,233,97.38271,92.49340,102.27202,70.00000,83.81909,120.00000,20.00000,195.00000,,,
2019,Other Combinations,Rural regions,101,107.40062,98.39219,116.40906,76.08854,99.54776,125.86128,29.00000,200.52039,,,
2020,Single-person household,Urban regions,3875,74.98168,73.85479,76.10857,52.00000,67.00000,90.00000,8.00000,147.00000,,,
2020,Single-person household,Rural regions,1477,80.34674,78.20707,82.48641,52.00000,70.00000,100.00000,10.00000,172.00000,,,
2020,Couple without children,Urban regions,3416,108.10438,106.60645,109.60231,76.00000,100.00000,130.00000,15.00000,211.00000,,,
2020,Couple without children,Rural regions,1766,112.17096,110.22674,114.11517,80.00000,110.00000,135.00000,12.00000,217.50000,,,
2020,Single parent,Urban regions,1112,92.35451,90.29310,94.41591,68.00000,80.00000,110.00000,15.00000,173.00000,,,
2020,Single parent,Rural regions,488,101.52812,98.00402,105.05222,74.85880,92.00000,123.00000,32.00000,195.21180,,,
2020,Couple with children,Urban regions,4541,122.55632,121.20130,123.91135,90.00000,120.00000,145.00000,15.00000,227.50000,,,
2020,Couple with children,Rural regions,2025,134.45589,132.30166,136.61011,100.00000,126.00000,160.00000,10.00000,250.00000,,,
2020,Multi-generational household,Urban regions,93,121.28451,111.05636,131.51265,85.00000,114.97446,138.35479,42.00000,218.38699,,,
2020,Multi-generational household,Rural regions,55,134.71064,119.49181,149.92946,98.31509,115.00000,155.59718,20.00000,241.52031,,,
2020,Other Combinations,Urban regions,355,100.06588,95.97932,104.15244,70.00000,90.00000,120.00000,25.00000,195.00000,,,
2020,Other Combinations,Rural regions,126,123.55244,114.89454,132.21034,85.00000,100.00000,150.00000,30.00000,247.50000,,,
2021,Single-person household,Urban regions,2535,76.44733,75.08659,77.80807,54.00000,69.00000,90.00000,9.00000,144.00000,,,
2021,Single-person household,Rural regions,999,80.76264,78.16661,83.35866,54.00000,70.00000,100.00000,8.00000,169.00000,,,
2021,Couple without children,Urban regions,2272,107.70455,105.83089,109.57822,75.00000,100.00000,130.00000,12.00000,212.50000,,,
2021,Couple without children,Rural regions,1212,114.58838,112.17953,116.99724,83.00000,110.00000,139.00000,25.00000,223.00000,,,
2021,Single parent,Urban regions,684,92.74306,90.21319,95.27294,68.00000,83.00000,113.81832,15.00000,182.54579,,,
2021,Single parent,Rural regions,342,102.47741,98.50007,106.45475,75.00000,96.00000,120.00000,32.00000,187.50000,,,
2021,Couple with children,Urban regions,2773,122.52829,120.78610,124.27047,90.00000,120.00000,150.00000,25.00000,240.00000,,,
2021,Couple with children,Rural regions,1239,136.39809,133.48901,139.30717,100.00000,125.00000,160.00000,28.00000,250.00000,,,
2021,Multi-generational household,Urban regions,59,105.43139,95.92972,114.93306,88.70197,92.79755,113.35079,60.00000,150.32402,,,
2021,Multi-generational household,Rural regions,34,121.32174,109.06511,133.57836,95.00000,116.95787,135.90112,60.00000,197.25280,,,
2021,Other Combinations,Urban regions,259,99.89668,94.61873,105.17464,69.60744,90.00000,120.00000,20.00000,195.58884,,,
2021,Other Combinations,Rural regions,96,110.73285,102.16756,119.29814,80.00000,100.00000,139.06698,20.00000,227.66744,,,
2022,Single-person household,Urban regions,4253,76.15376,75.00129,77.30622,54.00000,67.00000,90.00000,9.00000,144.00000,,,
2022,Single-person household,Rural regions,1594,83.40016,81.29269,85.50763,56.00000,75.00000,100.00000,8.00000,166.00000,,,
2022,Couple without children,Urban regions,3947,107.14114,105.84396,108.43832,76.00000,100.00000,130.00000,17.00000,211.00000,,,
2022,Couple without children,Rural regions,1841,114.30542,112.41285,116.19799,85.00000,110.00000,138.57543,25.00000,218.93857,,,
2022,Single parent,Urban regions,836,92.75591,90.27190,95.23992,68.00000,81.00000,110.00000,23.00000,173.00000,,,
2022,Single parent,Rural regions,398,102.68776,98.80331,106.57221,75.00000,95.00000,120.00000,25.00000,187.50000,,,
2022,Couple with children,Urban regions,3891,122.20183,120.77599,123.62767,90.00000,120.00000,145.00000,20.00000,227.50000,,,
2022,Couple with children,Rural regions,1944,133.92548,131.65920,136.19176,100.00000,125.00000,160.00000,10.00000,250.00000,,,
2022,Multi-generational household,Urban regions,60,119.69180,107.96322,131.42038,90.00000,103.35082,140.00000,54.00000,215.00000,,,
2022,Multi-generational household,Rural regions,40,122.76617,110.86349,134.66886,96.71197,114.57361,140.74923,53.00000,206.80511,,,
2022,Other Combinations,Urban regions,833,112.76963,109.27996,116.25929,75.00000,100.00000,140.70126,12.00000,239.25315,,,
2022,Other Combinations,Rural regions,358,121.28636,116.21186,126.36085,85.00000,110.00000,150.00000,20.00000,247.50000,,,
