year,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,West,5863,84.61717,83.68247,85.55188,60.00000,79.00000,100.00000,6.00000,160.00000,,,
1985,West,5272,83.97512,82.97250,84.97773,60.00000,77.00000,100.00000,9.00000,160.00000,,,
1986,West,5039,84.30895,83.27575,85.34215,60.00000,78.00000,100.00000,8.00000,160.00000,,,
1987,West,4975,84.44725,83.43407,85.46044,60.00000,78.00000,100.00000,11.00000,160.00000,,,
1988,West,4770,85.41833,84.36683,86.46983,60.00000,79.00000,100.00000,10.00000,160.00000,,,
1989,West,4651,85.93838,84.86519,87.01157,60.00000,80.00000,103.00000,10.00000,167.50000,,,
1990,West,4592,86.00959,84.93475,87.08444,60.00000,80.00000,103.00000,10.00000,167.50000,,,
1990,East,2158,65.01755,63.78921,66.24589,47.00000,60.00000,78.00000,10.00000,124.50000,,,
1991,West,4642,86.96980,85.88009,88.05951,60.00000,80.00000,105.00000,9.00000,172.50000,,,
1991,East,1987,65.83781,64.53634,67.13928,48.00000,60.00000,80.00000,10.00000,128.00000,,,
1992,West,4657,87.58015,86.47337,88.68692,60.00000,80.00000,107.66008,9.00000,179.15020,,,
1992,East,1946,66.53522,65.20025,67.87018,48.00000,60.00000,80.00000,11.00000,128.00000,,,
1993,West,4685,88.49309,87.37981,89.60637,60.00000,80.00000,110.00000,9.00000,185.00000,,,
1993,East,1885,68.17974,66.79888,69.56059,50.00000,60.00000,80.00000,11.00000,125.00000,,,
1994,West,4636,89.25952,88.14102,90.37803,61.00000,80.00000,110.00000,9.00000,183.50000,,,
1994,East,1860,67.60555,66.22954,68.98156,49.00000,60.00000,80.00000,10.00000,126.50000,,,
1995,West,4871,89.50601,88.39697,90.61506,61.00000,80.00000,110.00000,10.00000,183.50000,,,
1995,East,1826,68.65790,67.20580,70.11000,49.00000,60.00000,80.00000,10.00000,126.50000,,,
1996,West,4793,90.26049,89.14038,91.38059,62.00000,82.00000,110.00000,10.00000,182.00000,,,
1996,East,1838,70.40616,68.90091,71.91140,50.00000,62.00000,82.00000,10.00000,130.00000,,,
1997,West,4725,90.76110,89.63955,91.88264,62.00000,83.00000,110.00000,10.00000,182.00000,,,
1997,East,1821,70.60937,69.15740,72.06134,50.00000,63.00000,83.00000,10.00000,132.50000,,,
1998,West,5457,91.58990,90.52073,92.65907,63.00000,84.00000,112.00000,10.00000,185.50000,,,
1998,East,1960,75.49028,74.04965,76.93091,54.00000,67.00000,90.00000,8.00000,144.00000,,,
1999,West,5213,92.30548,91.18996,93.42099,63.00000,84.19187,115.00000,10.00000,193.00000,,,
1999,East,1930,75.85489,74.35014,77.35963,55.00000,67.00000,90.00000,8.00000,142.50000,,,
2000,West,9876,93.56090,92.73848,94.38331,64.00000,85.00000,120.00000,10.00000,204.00000,,,
2000,East,3074,76.03546,74.83585,77.23508,54.00000,68.00000,92.00000,8.00000,149.00000,,,
2001,West,8837,94.08339,93.21705,94.94973,65.00000,85.00000,120.00000,10.00000,202.50000,,,
2001,East,2843,76.40694,75.17045,77.64343,55.00000,68.00000,93.00000,8.00000,150.00000,,,
2002,West,9370,93.80577,92.96042,94.65113,65.00000,85.00000,120.00000,10.00000,202.50000,,,
2002,East,2842,75.49822,74.31652,76.67992,54.00000,68.00000,92.58352,9.00000,150.45879,,,
2003,West,8999,93.20492,92.34426,94.06558,64.00000,85.00000,120.00000,11.00000,204.00000,,,
2003,East,2805,76.04939,74.82014,77.27864,55.00000,68.00000,94.00000,10.00000,152.50000,,,
2004,West,8782,94.15964,93.27701,95.04227,65.00000,85.00000,120.00000,10.00000,202.50000,,,
2004,East,2761,76.20383,74.98667,77.42098,55.00000,68.00000,93.39886,12.00000,150.99716,,,
2005,West,8507,94.58488,93.68972,95.48005,65.00000,86.00000,120.00000,8.00000,202.50000,,,
2005,East,2692,76.79330,75.54903,78.03757,55.00000,68.00000,95.00000,12.00000,155.00000,,,
2006,West,9337,94.55503,93.67690,95.43316,65.00000,85.00000,120.00000,9.00000,202.50000,,,
2006,East,2928,76.33175,75.14890,77.51460,55.00000,68.00000,91.24634,15.00000,145.61584,,,
2007,West,8693,95.73748,94.82293,96.65204,65.00000,86.00000,120.00000,9.00000,202.50000,,,
2007,East,2760,77.53770,76.24856,78.82684,55.00000,68.00000,95.00000,12.00000,155.00000,,,
2008,West,8171,96.51066,95.55448,97.46684,65.00000,86.00000,120.00000,10.00000,202.50000,,,
2008,East,2651,77.69130,76.43801,78.94458,56.00000,70.00000,96.24103,12.00000,156.60258,,,
2009,West,7622,97.52136,96.52101,98.52170,67.00000,89.00000,120.00000,10.00000,199.50000,,,
2009,East,2555,78.16603,76.87906,79.45299,56.00000,70.00000,98.00000,10.00000,161.00000,,,
2010,West,10639,98.33388,97.48350,99.18425,66.00000,90.00000,120.00000,13.00000,201.00000,,,
2010,East,3160,79.35773,78.13800,80.57747,56.00000,70.00000,100.00000,15.00000,166.00000,,,
2011,West,12859,98.14512,97.37617,98.91408,66.00000,89.00000,120.00000,11.00000,201.00000,,,
2011,East,3744,79.19231,78.08504,80.29957,56.00000,70.00000,100.00000,9.00000,166.00000,,,
2012,West,12591,98.66423,97.87159,99.45688,66.00000,90.00000,120.00000,12.00000,201.00000,,,
2012,East,3712,79.36625,78.23580,80.49671,56.00000,70.00000,100.00000,9.00000,166.00000,,,
2013,West,14213,98.00079,97.26388,98.73771,66.00000,89.00000,120.00000,10.00000,201.00000,,,
2013,East,3657,79.75064,78.58366,80.91762,56.00000,70.00000,100.00000,10.00000,166.00000,,,
2014,West,12447,99.02951,98.23229,99.82674,67.00000,90.00000,120.00000,10.00000,199.50000,,,
2014,East,3381,79.05738,77.86300,80.25177,56.00000,70.00000,99.00000,10.00000,163.50000,,,
2015,West,12482,99.19174,98.38999,99.99348,67.00000,90.00000,120.00000,10.00000,199.50000,,,
2015,East,3282,79.06929,77.85998,80.27859,55.00000,70.00000,100.00000,13.00000,167.50000,,,
2016,West,12837,99.41238,98.61867,100.20608,67.00000,90.00000,120.00000,6.00000,199.50000,,,
2016,East,3423,80.58832,79.35019,81.82646,56.00000,70.00000,100.00000,12.00000,166.00000,,,
