year,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2003,5th Quintile,3034,114.47688,112.65324,116.30052,80.00000,107.00000,140.00000,18.00000,230.00000,,,
2004,1st Quintile,1962,69.29387,67.98711,70.60063,50.00000,64.00000,83.00000,12.00000,132.50000,,,
2004,2nd Quintile,2163,82.08796,80.64409,83.53183,60.00000,75.00000,100.00000,10.00000,160.00000,,,
2004,3rd Quintile,2192,90.35088,88.85571,91.84605,64.00000,84.00000,110.00000,15.00000,179.00000,,,
2004,4th Quintile,2266,96.73867,95.17775,98.29959,70.00000,90.00000,120.00000,20.00000,195.00000,,,
2004,5th Quintile,2957,115.67974,113.86430,117.49519,80.00000,110.00000,140.00000,14.00000,230.00000,,,
2005,1st Quintile,1971,69.43826,68.19229,70.68422,50.00000,64.00000,82.00000,10.00000,130.00000,,,
2005,2nd Quintile,2068,83.14316,81.70787,84.57846,60.00000,77.00000,100.00000,14.00000,160.00000,,,
2005,3rd Quintile,2099,89.56699,88.01401,91.11997,63.00000,80.00000,110.00000,10.00000,180.50000,,,
2005,4th Quintile,2213,97.60023,95.99531,99.20515,70.00000,90.00000,120.00000,20.00000,195.00000,,,
2005,5th Quintile,2845,116.66873,114.81816,118.51929,80.00000,110.00000,140.00000,8.00000,230.00000,,,
2006,1st Quintile,2096,69.07878,67.86916,70.28840,50.00000,64.00000,80.00000,10.00000,125.00000,,,
2006,2nd Quintile,2222,81.06129,79.69043,82.43214,59.00000,74.00000,100.00000,17.00000,161.50000,,,
2006,3rd Quintile,2387,90.17898,88.76623,91.59174,65.00000,83.00000,110.00000,18.00000,177.50000,,,
2006,4th Quintile,2493,98.16208,96.56161,99.76255,70.00000,90.00000,120.00000,9.00000,195.00000,,,
2006,5th Quintile,3061,117.33122,115.47046,119.19197,80.00000,110.00000,140.00000,21.00000,230.00000,,,
2007,1st Quintile,1960,69.67578,68.35955,70.99201,50.00000,64.00000,81.00000,10.00000,127.50000,,,
2007,2nd Quintile,2110,83.17591,81.72028,84.63153,60.00000,75.00000,100.00000,12.00000,160.00000,,,
2007,3rd Quintile,2215,91.18858,89.65449,92.72267,65.00000,84.00000,110.00000,18.00000,177.50000,,,
2007,4th Quintile,2333,98.85664,97.26807,100.44521,70.00000,90.00000,120.00000,9.00000,195.00000,,,
2007,5th Quintile,2832,118.72222,116.77590,120.66854,82.00000,110.00000,140.00000,17.00000,227.00000,,,
2008,1st Quintile,1873,70.17987,68.84326,71.51649,50.00000,64.00000,82.00000,10.00000,130.00000,,,
2008,2nd Quintile,1972,83.43747,81.96050,84.91445,60.00000,75.00000,100.00000,10.00000,160.00000,,,
2008,3rd Quintile,2167,91.75567,90.14570,93.36564,65.00000,85.00000,115.00000,18.00000,190.00000,,,
2008,4th Quintile,2114,99.80094,98.08696,101.51492,70.00000,90.00000,120.00000,16.00000,195.00000,,,
2008,5th Quintile,2694,119.89673,117.91799,121.87547,85.00000,116.13163,145.00000,25.00000,235.00000,,,
2009,1st Quintile,1794,70.44689,68.96686,71.92691,50.00000,64.00000,82.00000,10.00000,130.00000,,,
2009,2nd Quintile,1886,83.12033,81.58276,84.65789,60.00000,75.00000,100.00000,20.00000,160.00000,,,
2009,3rd Quintile,1949,93.26288,91.57843,94.94734,67.00000,86.00000,118.83712,20.00000,196.59280,,,
2009,4th Quintile,2061,102.75542,100.91254,104.59830,72.00000,96.25142,125.00000,15.00000,204.50000,,,
2009,5th Quintile,2483,119.96839,117.99291,121.94388,85.00000,117.00000,142.00000,13.00000,227.50000,,,
2010,1st Quintile,3148,70.13086,69.02726,71.23446,50.00000,64.00000,81.00000,14.00000,127.50000,,,
2010,2nd Quintile,2920,85.33251,84.04423,86.62079,60.00000,77.00000,100.00000,20.00000,160.00000,,,
2010,3rd Quintile,2557,94.41745,92.93884,95.89606,67.00000,86.00000,120.00000,18.00000,199.50000,,,
2010,4th Quintile,2457,103.12308,101.47237,104.77380,72.00000,100.00000,125.00000,13.00000,204.50000,,,
2010,5th Quintile,2713,121.28669,119.35075,123.22263,83.00000,120.00000,150.00000,24.00000,250.50000,,,
2011,1st Quintile,3706,68.96558,68.02466,69.90650,50.00000,64.00000,80.00000,9.00000,125.00000,,,
2011,2nd Quintile,3412,84.47479,83.30478,85.64480,60.00000,76.00000,100.00000,20.00000,160.00000,,,
2011,3rd Quintile,3223,94.35239,93.03219,95.67260,66.00000,86.00000,120.00000,24.00000,201.00000,,,
2011,4th Quintile,3063,104.35902,102.91076,105.80727,75.00000,100.00000,125.00000,15.00000,200.00000,,,
2011,5th Quintile,3196,121.44786,119.65587,123.23984,83.00000,118.00000,150.00000,22.00000,250.50000,,,
2012,1st Quintile,3598,68.87536,67.90287,69.84785,50.00000,62.00000,80.00000,9.00000,125.00000,,,
2012,2nd Quintile,3310,85.06000,83.85940,86.26059,60.00000,77.00000,100.00000,14.00000,160.00000,,,
2012,3rd Quintile,3202,93.48894,92.13479,94.84310,65.00000,85.00000,120.00000,16.00000,202.50000,,,
2012,4th Quintile,3029,105.41080,103.89390,106.92771,75.00000,100.00000,125.00000,20.00000,200.00000,,,
2012,5th Quintile,3158,122.95111,121.14413,124.75810,85.00000,120.00000,150.00000,15.00000,247.50000,,,
2013,1st Quintile,4240,68.31144,67.45805,69.16482,50.00000,63.00000,80.00000,10.00000,125.00000,,,
2013,2nd Quintile,3858,82.66464,81.60795,83.72134,60.00000,75.00000,100.00000,12.00000,160.00000,,,
2013,3rd Quintile,3388,95.66931,94.38258,96.95604,68.00000,88.27406,120.00000,15.00000,198.00000,,,
2013,4th Quintile,3114,103.92406,102.43428,105.41384,74.00000,98.00000,125.00000,15.00000,201.50000,,,
2013,5th Quintile,3262,123.00486,121.20874,124.80099,85.00000,120.00000,150.00000,11.00000,247.50000,,,
2014,1st Quintile,3453,69.88453,68.88427,70.88479,50.00000,64.00000,81.00000,10.00000,127.50000,,,
2014,2nd Quintile,3315,83.83752,82.65917,85.01586,60.00000,77.48531,100.00000,12.00000,160.00000,,,
2014,3rd Quintile,3109,97.22001,95.84570,98.59431,70.00000,90.00000,120.00000,18.00000,195.00000,,,
2014,4th Quintile,2927,103.57253,101.97231,105.17274,72.00000,98.00000,125.00000,20.00000,204.50000,,,
2014,5th Quintile,3019,122.49277,120.63894,124.34659,84.00000,120.00000,150.00000,10.00000,249.00000,,,
2015,1st Quintile,3551,69.27069,68.26482,70.27656,50.00000,63.00000,81.00000,11.00000,127.50000,,,
2015,2nd Quintile,3383,84.40291,83.19931,85.60650,60.00000,75.00000,100.00000,11.00000,160.00000,,,
2015,3rd Quintile,3018,96.24605,94.87735,97.61475,69.00000,90.00000,120.00000,10.00000,196.50000,,,
2015,4th Quintile,2830,103.48831,101.95932,105.01730,73.00000,98.00000,125.00000,12.00000,203.00000,,,
2015,5th Quintile,2976,124.36372,122.43841,126.28904,85.00000,120.00000,150.00000,15.00000,247.50000,,,
2016,1st Quintile,5054,68.24364,67.41692,69.07036,50.00000,62.00000,80.00000,6.00000,125.00000,,,
2016,2nd Quintile,3041,84.85420,83.63106,86.07735,60.00000,77.00000,100.00000,11.00000,160.00000,,,
2016,3rd Quintile,2743,97.11082,95.65741,98.56423,69.00000,90.00000,120.00000,12.00000,196.50000,,,
2016,4th Quintile,2662,102.71468,101.19507,104.23429,75.00000,98.00000,124.00000,15.00000,197.50000,,,
2016,5th Quintile,2755,127.30580,125.25620,129.35541,88.00000,120.00000,150.00000,12.00000,243.00000,,,
2017,1st Quintile,5534,68.22902,67.44131,69.01673,49.00000,62.00000,80.00000,9.00000,126.50000,,,
2017,2nd Quintile,3331,84.02959,82.83983,85.21936,60.00000,75.00000,100.00000,12.00000,160.00000,,,
2017,3rd Quintile,3107,97.95024,96.55533,99.34516,70.00000,90.00000,120.00000,16.00000,195.00000,,,
2017,4th Quintile,3047,105.40181,103.90604,106.89758,75.00000,100.00000,130.00000,13.00000,212.50000,,,
2017,5th Quintile,3095,125.63157,123.75789,127.50526,87.00000,120.00000,150.00000,15.00000,244.50000,,,
2018,1st Quintile,5309,68.10062,67.27719,68.92405,48.00000,62.00000,80.00000,11.00000,128.00000,,,
2018,2nd Quintile,3445,83.93082,82.79454,85.06710,60.00000,76.00000,100.00000,12.00000,160.00000,,,
2018,3rd Quintile,3002,98.41237,97.01256,99.81219,70.00000,90.00000,120.00000,13.00000,195.00000,,,
2018,4th Quintile,2901,106.37957,104.80479,107.95435,76.00000,100.00000,130.00000,19.00000,211.00000,,,
2018,5th Quintile,3016,126.91187,125.04052,128.78322,90.00000,120.00000,150.00000,15.00000,240.00000,,,
2019,1st Quintile,5025,69.38564,68.47130,70.29998,48.00000,62.00000,80.00000,10.00000,128.00000,,,
2019,2nd Quintile,3160,85.37391,84.14578,86.60205,60.00000,78.00000,100.00000,15.00000,160.00000,,,
2019,3rd Quintile,2894,97.94171,96.47834,99.40508,70.00000,90.00000,120.00000,12.00000,195.00000,,,
2019,4th Quintile,2930,107.44524,105.96123,108.92925,78.00000,100.00000,130.00000,28.00000,208.00000,,,
2019,5th Quintile,4357,128.47264,126.80371,130.14156,90.00000,120.00000,150.00000,14.00000,240.00000,,,
2020,1st Quintile,6091,70.11274,69.31100,70.91448,49.00000,64.00000,84.00000,9.00000,136.50000,,,
2020,2nd Quintile,3503,86.76915,85.54954,87.98875,60.00000,79.00000,105.00000,10.00000,172.50000,,,
2020,3rd Quintile,2904,100.88715,99.38439,102.38991,70.00000,95.00000,123.00000,1.00000,202.50000,,,
2020,4th Quintile,2876,108.58694,106.94963,110.22425,76.00000,100.00000,130.00000,10.00000,211.00000,,,
2020,5th Quintile,3762,127.89533,126.18760,129.60306,90.00000,120.00000,150.00000,12.00000,240.00000,,,
2021,1st Quintile,3244,71.48355,70.36545,72.60166,50.00000,65.00000,84.65108,8.00000,136.62771,,,
2021,2nd Quintile,2375,87.89126,86.37314,89.40938,62.00000,80.00000,105.00000,12.00000,169.50000,,,
2021,3rd Quintile,2075,99.41268,97.54322,101.28214,69.00000,90.00000,120.00000,10.00000,196.50000,,,
2021,4th Quintile,2100,108.38758,106.54327,110.23188,76.00000,100.00000,130.00000,11.00000,211.00000,,,
2021,5th Quintile,2728,126.08455,124.07729,128.09181,88.00000,120.00000,150.00000,20.00000,243.00000,,,
2022,1st Quintile,5284,80.97871,79.89213,82.06530,53.00000,71.00000,100.00000,8.00000,170.50000,,,
2022,2nd Quintile,4179,88.62996,87.43592,89.82401,61.00000,80.00000,110.00000,10.00000,183.50000,,,
2022,3rd Quintile,3483,96.67366,95.33891,98.00840,67.00000,90.00000,120.00000,1.00000,199.50000,,,
2022,4th Quintile,3453,105.48645,104.03872,106.93418,72.00000,100.00000,130.00000,12.00000,217.00000,,,
2022,5th Quintile,3842,123.50086,121.77350,125.22821,85.00000,120.00000,150.00000,15.00000,247.50000,,,
