year,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,1st Quintile,1208,70.66380,68.96137,72.36623,50.00000,65.00000,87.00000,8.00000,142.50000,,,
1984,2nd Quintile,1197,81.51391,79.72094,83.30688,60.00000,75.00000,100.00000,12.00000,160.00000,,,
1984,3rd Quintile,1174,82.89853,81.02281,84.77426,60.00000,78.00000,100.00000,6.00000,160.00000,,,
1984,4th Quintile,1185,88.78844,86.67403,90.90285,65.00000,82.00000,110.00000,11.00000,177.50000,,,
1984,5th Quintile,1078,99.88164,97.31119,102.45210,70.00000,90.00000,120.00000,16.00000,195.00000,,,
1985,1st Quintile,1077,69.21319,67.49571,70.93068,50.00000,64.00000,85.00000,10.00000,137.50000,,,
1985,2nd Quintile,1076,78.15561,76.31310,79.99811,58.00000,70.00000,95.00000,13.00000,150.50000,,,
1985,3rd Quintile,1084,84.32799,82.29474,86.36123,60.00000,78.00000,100.00000,9.00000,160.00000,,,
1985,4th Quintile,1047,88.28677,86.06874,90.50480,62.00000,80.00000,106.00000,11.00000,172.00000,,,
1985,5th Quintile,981,100.10837,97.25266,102.96409,70.00000,93.00000,120.00000,12.00000,195.00000,,,
1986,1st Quintile,995,69.74727,67.76046,71.73409,50.00000,65.00000,80.00000,8.00000,125.00000,,,
1986,2nd Quintile,1034,81.31979,79.39554,83.24404,60.00000,75.00000,98.00000,16.00000,155.00000,,,
1986,3rd Quintile,1032,82.49006,80.09872,84.88141,60.00000,75.00000,100.00000,14.00000,160.00000,,,
1986,4th Quintile,1021,85.45486,83.33753,87.57220,60.00000,80.00000,104.00000,11.00000,170.00000,,,
1986,5th Quintile,952,102.71327,100.09374,105.33279,75.00000,98.00000,124.00000,20.00000,197.50000,,,
1987,1st Quintile,952,68.57156,66.57368,70.56945,50.00000,63.00000,80.00000,12.00000,125.00000,,,
1987,2nd Quintile,1013,81.49271,79.46223,83.52319,60.00000,74.00000,100.00000,16.00000,160.00000,,,
1987,3rd Quintile,1032,83.10070,81.06967,85.13174,60.00000,79.00000,100.00000,15.00000,160.00000,,,
1987,4th Quintile,1023,87.98766,85.79499,90.18033,64.00000,80.00000,110.00000,11.00000,179.00000,,,
1987,5th Quintile,952,101.19225,98.62240,103.76210,72.00000,97.33845,120.00000,16.00000,192.00000,,,
1988,1st Quintile,942,70.78326,68.80079,72.76573,52.00000,65.00000,85.00000,16.00000,134.50000,,,
1988,2nd Quintile,969,80.13020,78.14221,82.11819,60.00000,72.00000,97.00000,10.00000,152.50000,,,
1988,3rd Quintile,987,84.93255,82.60304,87.26207,60.00000,80.00000,100.00000,14.00000,160.00000,,,
1988,4th Quintile,980,90.08808,87.89227,92.28389,65.00000,85.00000,110.00000,10.00000,177.50000,,,
1988,5th Quintile,890,101.37528,98.61055,104.14001,72.00000,92.57141,120.00000,16.00000,192.00000,,,
1989,1st Quintile,912,70.58882,68.61054,72.56710,52.57277,65.00000,83.00000,10.00000,128.64084,,,
1989,2nd Quintile,984,80.39714,78.30970,82.48458,59.00000,73.00000,98.00000,12.00000,156.50000,,,
1989,3rd Quintile,953,84.53987,82.48702,86.59272,63.00000,80.00000,100.00000,12.00000,155.50000,,,
1989,4th Quintile,949,90.53280,88.11839,92.94721,65.00000,84.00000,116.00000,10.00000,192.50000,,,
1989,5th Quintile,852,103.68639,100.79573,106.57704,74.00000,95.00000,125.00000,20.00000,201.50000,,,
1990,1st Quintile,2196,64.88394,63.64033,66.12754,46.00000,60.00000,78.00000,10.00000,126.00000,,,
1990,2nd Quintile,1162,74.31087,72.41437,76.20737,55.00000,68.00000,90.00000,10.00000,142.50000,,,
1990,3rd Quintile,1172,82.40951,80.59340,84.22562,60.00000,77.00000,100.00000,14.00000,160.00000,,,
1990,4th Quintile,1151,86.90481,84.83724,88.97237,62.00000,80.00000,107.05204,12.00000,174.63011,,,
1990,5th Quintile,1067,101.51480,99.02142,104.00819,72.00000,94.00000,122.00000,16.00000,197.00000,,,
1991,1st Quintile,2050,66.06359,64.76650,67.36067,48.00000,60.00000,80.00000,10.00000,128.00000,,,
1991,2nd Quintile,1145,73.37052,71.47407,75.26697,54.00000,68.00000,90.00000,9.00000,144.00000,,,
1991,3rd Quintile,1176,83.22689,81.36675,85.08703,60.00000,76.00000,100.00000,12.00000,160.00000,,,
1991,4th Quintile,1187,90.40548,88.30695,92.50401,65.00000,84.13865,110.00000,10.00000,177.50000,,,
1991,5th Quintile,1071,101.82755,99.27323,104.38187,72.00000,93.00000,123.13508,18.00000,199.83769,,,
1992,1st Quintile,1401,64.87636,63.19462,66.55810,47.00000,60.00000,78.00000,9.00000,124.50000,,,
1992,2nd Quintile,1491,78.15146,76.51798,79.78494,58.00000,70.00000,96.00000,11.00000,153.00000,,,
1992,3rd Quintile,1340,82.14104,80.36176,83.92032,60.00000,75.00000,100.00000,12.00000,160.00000,,,
1992,4th Quintile,1273,88.37816,86.36147,90.39486,63.00000,80.00000,110.00000,16.00000,180.50000,,,
1992,5th Quintile,1096,104.57134,102.01830,107.12439,75.00000,96.00000,127.22748,10.00000,205.56870,,,
1993,1st Quintile,1312,67.00570,65.31109,68.70032,49.00000,60.00000,80.00000,9.00000,126.50000,,,
1993,2nd Quintile,1487,77.11999,75.46901,78.77097,55.00000,70.00000,96.00000,15.00000,157.50000,,,
1993,3rd Quintile,1381,85.91758,84.06447,87.77069,60.00000,80.00000,104.00000,15.00000,170.00000,,,
1993,4th Quintile,1286,89.82585,87.89034,91.76137,64.30914,82.00000,110.00000,10.00000,178.53629,,,
1993,5th Quintile,1102,103.62876,100.94966,106.30786,73.00000,93.00000,126.00000,15.00000,205.50000,,,
1994,1st Quintile,1336,68.08658,66.44642,69.72674,49.00000,61.00000,80.00000,9.00000,126.50000,,,
1994,2nd Quintile,1411,77.87219,76.22760,79.51677,56.00000,71.00000,96.00000,12.00000,156.00000,,,
1994,3rd Quintile,1363,84.33077,82.44528,86.21625,60.00000,78.00000,100.00000,15.00000,160.00000,,,
1994,4th Quintile,1246,90.21613,88.15064,92.28161,63.69859,80.00000,110.00000,16.00000,179.45211,,,
1994,5th Quintile,1135,105.64159,103.04165,108.24153,75.00000,99.98139,130.00000,15.00000,212.50000,,,
1995,1st Quintile,1400,68.71865,67.09396,70.34335,49.00000,62.00000,84.00000,10.00000,136.50000,,,
1995,2nd Quintile,1471,77.19425,75.54099,78.84750,56.00000,70.00000,95.00000,12.00000,153.50000,,,
1995,3rd Quintile,1406,85.05902,83.14136,86.97668,60.00000,78.00000,103.00000,15.00000,167.50000,,,
1995,4th Quintile,1278,91.19315,89.17120,93.21510,65.00000,82.00000,112.00000,16.00000,182.50000,,,
1995,5th Quintile,1138,106.33492,103.67707,108.99277,75.00000,100.00000,130.00000,25.00000,212.50000,,,
1996,1st Quintile,1411,69.58240,67.90322,71.26158,49.00000,63.07515,85.00000,10.00000,139.00000,,,
1996,2nd Quintile,1401,78.77447,77.11359,80.43534,57.00000,72.00000,96.00000,12.00000,154.50000,,,
1996,3rd Quintile,1394,85.19836,83.31204,87.08468,60.00000,80.00000,100.00000,15.00000,160.00000,,,
1996,4th Quintile,1298,92.26768,90.23739,94.29798,64.00000,85.00000,117.01135,18.00000,196.52839,,,
1996,5th Quintile,1122,107.63970,104.93115,110.34825,76.25707,100.00000,130.00000,26.00000,210.61440,,,
1997,1st Quintile,1338,70.84006,69.24511,72.43501,50.00000,65.00000,85.00000,10.00000,137.50000,,,
1997,2nd Quintile,1413,78.60965,76.85036,80.36894,56.00000,71.00000,95.00000,14.00000,153.50000,,,
1997,3rd Quintile,1389,85.99301,84.18980,87.79621,61.00000,80.00000,102.00000,15.00000,163.50000,,,
1997,4th Quintile,1297,91.44504,89.30300,93.58708,63.00000,84.18725,111.25725,10.00000,183.64314,,,
1997,5th Quintile,1108,108.52692,105.90446,111.14938,78.00000,100.00000,131.55794,18.00000,211.89486,,,
1998,1st Quintile,1505,69.71501,68.17749,71.25252,50.00000,63.00000,83.00000,10.00000,132.50000,,,
1998,2nd Quintile,1575,82.24356,80.58979,83.89732,59.00000,76.00000,100.00000,8.00000,161.50000,,,
1998,3rd Quintile,1530,87.02614,85.26274,88.78954,62.00000,80.00000,106.28105,15.00000,172.70262,,,
1998,4th Quintile,1499,93.16188,91.22770,95.09606,65.00000,85.00000,114.00000,20.00000,187.50000,,,
1998,5th Quintile,1304,111.12971,108.62421,113.63520,80.00000,100.00000,132.00000,12.00000,210.00000,,,
1999,1st Quintile,1506,70.26955,68.76900,71.77009,50.00000,64.00000,84.00000,10.00000,135.00000,,,
1999,2nd Quintile,1523,81.08450,79.30741,82.86160,57.47166,75.00000,100.00000,8.00000,163.79251,,,
1999,3rd Quintile,1489,88.45736,86.62519,90.28953,61.00000,80.00000,110.00000,15.00000,183.50000,,,
1999,4th Quintile,1386,94.95847,92.90845,97.00849,67.00000,89.00000,118.13950,12.00000,194.84875,,,
1999,5th Quintile,1239,111.71161,109.08067,114.34255,80.00000,103.00000,135.00000,18.00000,217.50000,,,
2000,1st Quintile,2554,70.53271,69.33670,71.72872,50.00000,64.00000,83.00000,10.00000,132.50000,,,
2000,2nd Quintile,2713,80.89911,79.66465,82.13357,58.00000,74.00000,100.00000,8.00000,163.00000,,,
2000,3rd Quintile,2650,88.53525,87.14408,89.92641,60.00000,80.00000,110.00000,18.00000,185.00000,,,
2000,4th Quintile,2601,97.18495,95.67313,98.69676,68.00000,90.00000,120.00000,16.00000,198.00000,,,
2000,5th Quintile,2426,114.35518,112.41870,116.29167,80.00000,108.00000,140.00000,20.00000,230.00000,,,
2001,1st Quintile,2231,69.52802,68.33101,70.72503,50.00000,64.00000,83.00000,10.00000,132.50000,,,
2001,2nd Quintile,2460,82.66230,81.30084,84.02376,60.00000,75.00000,100.00000,8.00000,160.00000,,,
2001,3rd Quintile,2436,89.68149,88.21758,91.14541,63.00000,81.00000,110.00000,18.00000,180.50000,,,
2001,4th Quintile,2369,98.31029,96.71960,99.90097,70.00000,90.00000,120.00000,20.00000,195.00000,,,
2001,5th Quintile,2181,113.87416,111.87287,115.87544,80.00000,106.00000,140.00000,20.00000,230.00000,,,
2002,1st Quintile,2099,69.70321,68.42790,70.97852,50.00000,64.00000,83.00000,10.00000,132.50000,,,
2002,2nd Quintile,2240,82.45018,81.05495,83.84541,59.00000,75.00000,100.00000,9.00000,161.50000,,,
2002,3rd Quintile,2272,89.65856,88.15220,91.16491,64.00000,80.00000,110.00000,24.00000,179.00000,,,
2002,4th Quintile,2365,95.91289,94.40421,97.42157,70.00000,90.00000,120.00000,22.00000,195.00000,,,
2002,5th Quintile,3231,114.36597,112.66038,116.07157,80.00000,106.00000,140.00000,20.00000,230.00000,,,
2003,1st Quintile,2052,69.66867,68.39243,70.94491,50.00000,63.00000,84.00000,12.00000,135.00000,,,
2003,2nd Quintile,2209,82.45344,81.07315,83.83373,60.00000,75.00000,100.00000,10.00000,160.00000,,,
2003,3rd Quintile,2232,88.26084,86.76097,89.76071,63.00000,80.00000,110.00000,20.00000,180.50000,,,
2003,4th Quintile,2273,95.30266,93.81225,96.79307,69.00000,90.00000,120.00000,16.00000,196.50000,,,
