year,age_gr,bula_h,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Schleswig-Holstein,Somewhat concerned,0.50093,42,42,0.34788,0.65398
2009,17-29 y.,Hamburg,Somewhat concerned,0.64205,32,32,0.47329,0.81081
2009,17-29 y.,Lower Saxony,Very concerned,0.26826,62,222,0.20984,0.32667
2009,17-29 y.,Lower Saxony,Somewhat concerned,0.45258,109,222,0.38695,0.51820
2009,17-29 y.,Lower Saxony,Not concerned at all,0.21307,51,222,0.15908,0.26706
2009,17-29 y.,North Rhine-Westphalia,Very concerned,0.26676,149,534,0.22921,0.30430
2009,17-29 y.,North Rhine-Westphalia,Somewhat concerned,0.40375,284,534,0.36210,0.44541
2009,17-29 y.,North Rhine-Westphalia,Not concerned at all,0.23951,101,534,0.20328,0.27574
2009,17-29 y.,Hesse,Very concerned,0.24369,49,186,0.18182,0.30555
2009,17-29 y.,Hesse,Somewhat concerned,0.48458,99,186,0.41257,0.55660
2009,17-29 y.,Hesse,Not concerned at all,0.19828,38,186,0.14082,0.25573
2009,17-29 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.21189,41,154,0.14713,0.27664
2009,17-29 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.43721,81,154,0.35861,0.51581
2009,17-29 y.,"Rhineland-Palatinate, Saarland",Not concerned at all,0.19986,32,154,0.13649,0.26322
2009,17-29 y.,Baden-Wuerttemberg,Very concerned,0.28105,118,401,0.23700,0.32510
2009,17-29 y.,Baden-Wuerttemberg,Somewhat concerned,0.51338,216,401,0.46440,0.56237
2009,17-29 y.,Baden-Wuerttemberg,Not concerned at all,0.13563,67,401,0.10208,0.16919
2009,17-29 y.,Bavaria,Very concerned,0.19318,97,408,0.15483,0.23154
2009,17-29 y.,Bavaria,Somewhat concerned,0.51115,215,408,0.46258,0.55971
2009,17-29 y.,Bavaria,Not concerned at all,0.21445,96,408,0.17457,0.25432
2009,17-29 y.,Berlin,Very concerned,0.35219,42,100,0.25810,0.44628
2009,17-29 y.,Berlin,Somewhat concerned,0.46827,58,100,0.36998,0.56657
2009,17-29 y.,Brandenburg,Somewhat concerned,0.49058,59,59,0.36192,0.61923
2009,17-29 y.,Mecklenburg-Western Pomerania,Somewhat concerned,0.46124,32,32,0.28576,0.63672
2009,17-29 y.,Saxony,Very concerned,0.21844,40,226,0.16445,0.27244
2009,17-29 y.,Saxony,Somewhat concerned,0.38283,100,226,0.31931,0.44634
2009,17-29 y.,Saxony,Not concerned at all,0.36449,86,226,0.30160,0.42738
2009,17-29 y.,Saxony-Anhalt,Somewhat concerned,0.49336,70,106,0.39773,0.58899
2009,17-29 y.,Saxony-Anhalt,Not concerned at all,0.22045,36,106,0.14116,0.29975
2009,17-29 y.,Thuringa,Somewhat concerned,0.47627,71,112,0.38336,0.56918
2009,17-29 y.,Thuringa,Not concerned at all,0.30004,41,112,0.21479,0.38530
2009,30-45 y.,Schleswig-Holstein,Very concerned,0.32668,31,84,0.22578,0.42758
2009,30-45 y.,Schleswig-Holstein,Somewhat concerned,0.51851,53,84,0.41101,0.62600
2009,30-45 y.,Hamburg,Somewhat concerned,0.70886,34,34,0.55386,0.86386
2009,30-45 y.,Lower Saxony,Very concerned,0.29641,129,452,0.25426,0.33856
2009,30-45 y.,Lower Saxony,Somewhat concerned,0.51727,251,452,0.47115,0.56339
2009,30-45 y.,Lower Saxony,Not concerned at all,0.17812,72,452,0.14281,0.21344
2009,30-45 y.,North Rhine-Westphalia,Very concerned,0.29591,306,994,0.26752,0.32430
2009,30-45 y.,North Rhine-Westphalia,Somewhat concerned,0.56231,560,994,0.53146,0.59317
2009,30-45 y.,North Rhine-Westphalia,Not concerned at all,0.13368,128,994,0.11252,0.15485
2009,30-45 y.,Hesse,Very concerned,0.32506,97,314,0.27316,0.37695
2009,30-45 y.,Hesse,Somewhat concerned,0.55484,179,314,0.49978,0.60990
2009,30-45 y.,Hesse,Not concerned at all,0.10251,38,314,0.06891,0.13611
2009,30-45 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.26496,73,245,0.20958,0.32033
2009,30-45 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.54783,137,245,0.48538,0.61028
2009,30-45 y.,"Rhineland-Palatinate, Saarland",Not concerned at all,0.18721,35,245,0.13826,0.23615
2009,30-45 y.,Baden-Wuerttemberg,Very concerned,0.25621,172,579,0.22062,0.29180
2009,30-45 y.,Baden-Wuerttemberg,Somewhat concerned,0.60398,317,579,0.56411,0.64385
2009,30-45 y.,Baden-Wuerttemberg,Not concerned at all,0.13930,90,579,0.11107,0.16753
2009,30-45 y.,Bavaria,Very concerned,0.26784,206,718,0.23542,0.30025
2009,30-45 y.,Bavaria,Somewhat concerned,0.58898,409,718,0.55296,0.62499
2009,30-45 y.,Bavaria,Not concerned at all,0.13707,103,718,0.11190,0.16225
2009,30-45 y.,Berlin,Very concerned,0.38423,49,135,0.30187,0.46659
2009,30-45 y.,Berlin,Somewhat concerned,0.53265,86,135,0.44817,0.61712
2009,30-45 y.,Brandenburg,Very concerned,0.22481,43,157,0.15930,0.29032
2009,30-45 y.,Brandenburg,Somewhat concerned,0.63043,114,157,0.55468,0.70617
2009,30-45 y.,Mecklenburg-Western Pomerania,Somewhat concerned,0.59765,62,62,0.47459,0.72071
2009,30-45 y.,Saxony,Very concerned,0.26428,71,335,0.21699,0.31157
2009,30-45 y.,Saxony,Somewhat concerned,0.52150,192,335,0.46792,0.57507
2009,30-45 y.,Saxony,Not concerned at all,0.21423,72,335,0.17023,0.25823
2009,30-45 y.,Saxony-Anhalt,Very concerned,0.21910,38,171,0.15692,0.28128
2009,30-45 y.,Saxony-Anhalt,Somewhat concerned,0.60212,98,171,0.52854,0.67570
2009,30-45 y.,Saxony-Anhalt,Not concerned at all,0.17878,35,171,0.12118,0.23638
2009,30-45 y.,Thuringa,Very concerned,0.29303,45,193,0.22865,0.35741
2009,30-45 y.,Thuringa,Somewhat concerned,0.49507,116,193,0.42435,0.56579
2009,30-45 y.,Thuringa,Not concerned at all,0.21190,32,193,0.15410,0.26971
2009,46-65 y.,Schleswig-Holstein,Very concerned,0.26595,50,178,0.20085,0.33104
2009,46-65 y.,Schleswig-Holstein,Somewhat concerned,0.57716,93,178,0.50439,0.64994
2009,46-65 y.,Schleswig-Holstein,Not concerned at all,0.14338,35,178,0.09175,0.19501
2009,46-65 y.,Hamburg,Somewhat concerned,0.59492,46,46,0.45149,0.73835
2009,46-65 y.,Lower Saxony,Very concerned,0.31495,158,529,0.27533,0.35457
2009,46-65 y.,Lower Saxony,Somewhat concerned,0.50225,293,529,0.45960,0.54490
2009,46-65 y.,Lower Saxony,Not concerned at all,0.17786,78,529,0.14524,0.21047
2009,46-65 y.,North Rhine-Westphalia,Very concerned,0.27768,352,1234,0.25269,0.30268
2009,46-65 y.,North Rhine-Westphalia,Somewhat concerned,0.60936,743,1234,0.58213,0.63659
2009,46-65 y.,North Rhine-Westphalia,Not concerned at all,0.10849,139,1234,0.09113,0.12585
2009,46-65 y.,Hesse,Very concerned,0.32288,144,464,0.28028,0.36547
2009,46-65 y.,Hesse,Somewhat concerned,0.56477,260,464,0.51961,0.60993
2009,46-65 y.,Hesse,Not concerned at all,0.11236,60,464,0.08359,0.14112
2009,46-65 y.,"Rhineland-Palatinate, Saarland",Very concerned,0.29634,118,400,0.25153,0.34115
2009,46-65 y.,"Rhineland-Palatinate, Saarland",Somewhat concerned,0.51788,216,400,0.46885,0.56691
2009,46-65 y.,"Rhineland-Palatinate, Saarland",Not concerned at all,0.17502,66,400,0.13773,0.21230
2009,46-65 y.,Baden-Wuerttemberg,Very concerned,0.30008,210,673,0.26543,0.33473
2009,46-65 y.,Baden-Wuerttemberg,Somewhat concerned,0.55350,364,673,0.51591,0.59109
2009,46-65 y.,Baden-Wuerttemberg,Not concerned at all,0.14334,99,673,0.11684,0.16983
2009,46-65 y.,Bavaria,Very concerned,0.25598,234,917,0.22772,0.28424
2009,46-65 y.,Bavaria,Somewhat concerned,0.58744,554,917,0.55556,0.61932
2009,46-65 y.,Bavaria,Not concerned at all,0.15222,129,917,0.12896,0.17549
