year,migback,plh0037,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,No migration background,Not concerned at all,0.16197,3722,20055,0.15687,0.16707
2014,Direct migration background,Very concerned,0.25532,1309,5165,0.24342,0.26721
2014,Direct migration background,Somewhat concerned,0.48896,2722,5165,0.47533,0.50259
2014,Direct migration background,Not concerned at all,0.20797,1134,5165,0.19690,0.21904
2014,Indirect migration background,Very concerned,0.13378,510,1708,0.11763,0.14993
2014,Indirect migration background,Somewhat concerned,0.24992,839,1708,0.22938,0.27046
2014,Indirect migration background,Not concerned at all,0.10465,359,1708,0.09012,0.11917
2015,No migration background,Very concerned,0.22797,5105,18926,0.22199,0.23395
2015,No migration background,Somewhat concerned,0.47079,10445,18926,0.46368,0.47790
2015,No migration background,Not concerned at all,0.15479,3376,18926,0.14964,0.15995
2015,Direct migration background,Very concerned,0.20693,1008,4376,0.19493,0.21894
2015,Direct migration background,Somewhat concerned,0.43314,2319,4376,0.41846,0.44782
2015,Direct migration background,Not concerned at all,0.18713,1049,4376,0.17557,0.19869
2015,Indirect migration background,Very concerned,0.12129,442,1553,0.10505,0.13753
2015,Indirect migration background,Somewhat concerned,0.24830,772,1553,0.22681,0.26980
2015,Indirect migration background,Not concerned at all,0.11018,339,1553,0.09461,0.12576
2016,No migration background,Very concerned,0.26908,5566,17727,0.26256,0.27561
2016,No migration background,Somewhat concerned,0.44606,9415,17727,0.43874,0.45338
2016,No migration background,Not concerned at all,0.13937,2746,17727,0.13427,0.14447
2016,Direct migration background,Very concerned,0.24704,1285,4842,0.23489,0.25919
2016,Direct migration background,Somewhat concerned,0.45803,2504,4842,0.44399,0.47206
2016,Direct migration background,Not concerned at all,0.19234,1053,4842,0.18124,0.20345
2016,Indirect migration background,Very concerned,0.13267,429,1465,0.11529,0.15005
2016,Indirect migration background,Somewhat concerned,0.26012,741,1465,0.23764,0.28259
2016,Indirect migration background,Not concerned at all,0.10621,295,1465,0.09043,0.12199
2017,No migration background,Very concerned,0.31029,7333,20048,0.30388,0.31669
2017,No migration background,Somewhat concerned,0.42905,10151,20048,0.42219,0.43590
2017,No migration background,Not concerned at all,0.11515,2564,20048,0.11073,0.11957
2017,Direct migration background,Very concerned,0.28150,1434,4696,0.26863,0.29436
2017,Direct migration background,Somewhat concerned,0.44144,2333,4696,0.42724,0.45564
2017,Direct migration background,Not concerned at all,0.17151,929,4696,0.16073,0.18229
2017,Indirect migration background,Very concerned,0.16017,561,1627,0.14234,0.17799
2017,Indirect migration background,Somewhat concerned,0.25232,763,1627,0.23121,0.27343
2017,Indirect migration background,Not concerned at all,0.09133,303,1627,0.07732,0.10533
2018,No migration background,Very concerned,0.29854,6715,19399,0.29210,0.30498
2018,No migration background,Somewhat concerned,0.44271,10010,19399,0.43572,0.44970
2018,No migration background,Not concerned at all,0.11962,2674,19399,0.11505,0.12418
2018,Direct migration background,Very concerned,0.26118,1221,4507,0.24835,0.27400
2018,Direct migration background,Somewhat concerned,0.46735,2332,4507,0.45278,0.48192
2018,Direct migration background,Not concerned at all,0.16502,954,4507,0.15418,0.17586
2018,Indirect migration background,Very concerned,0.15799,516,1627,0.14027,0.17572
2018,Indirect migration background,Somewhat concerned,0.26294,812,1627,0.24154,0.28433
2018,Indirect migration background,Not concerned at all,0.09538,299,1627,0.08110,0.10966
2019,No migration background,Very concerned,0.42423,10110,20103,0.41740,0.43106
2019,No migration background,Somewhat concerned,0.35683,8301,20103,0.35020,0.36345
2019,No migration background,Not concerned at all,0.07490,1692,20103,0.07126,0.07854
2019,Direct migration background,Very concerned,0.37024,1601,3924,0.35513,0.38535
2019,Direct migration background,Somewhat concerned,0.40281,1778,3924,0.38746,0.41816
2019,Direct migration background,Not concerned at all,0.11834,545,3924,0.10823,0.12845
2019,Indirect migration background,Very concerned,0.23988,778,1568,0.21873,0.26102
2019,Indirect migration background,Somewhat concerned,0.20046,612,1568,0.18064,0.22029
2019,Indirect migration background,Not concerned at all,0.06913,178,1568,0.05657,0.08170
2020,No migration background,Very concerned,0.35383,7711,18515,0.34694,0.36072
2020,No migration background,Somewhat concerned,0.40140,8755,18515,0.39434,0.40846
2020,No migration background,Not concerned at all,0.09722,2049,18515,0.09295,0.10149
2020,Direct migration background,Very concerned,0.32462,1800,5480,0.31222,0.33701
2020,Direct migration background,Somewhat concerned,0.41646,2579,5480,0.40341,0.42951
2020,Direct migration background,Not concerned at all,0.14446,1101,5480,0.13515,0.15377
2020,Indirect migration background,Very concerned,0.19521,622,1536,0.17538,0.21504
2020,Indirect migration background,Somewhat concerned,0.22546,694,1536,0.20455,0.24636
2020,Indirect migration background,Not concerned at all,0.07956,220,1536,0.06602,0.09310
2021,No migration background,Very concerned,0.40541,6291,13182,0.39703,0.41380
2021,No migration background,Somewhat concerned,0.36682,5699,13182,0.35860,0.37505
2021,No migration background,Not concerned at all,0.08199,1192,13182,0.07731,0.08668
2021,Direct migration background,Very concerned,0.37074,1274,3014,0.35350,0.38799
2021,Direct migration background,Somewhat concerned,0.37719,1319,3014,0.35989,0.39450
2021,Direct migration background,Not concerned at all,0.11099,421,3014,0.09977,0.12221
2021,Indirect migration background,Very concerned,0.20570,436,938,0.17982,0.23159
2021,Indirect migration background,Somewhat concerned,0.19996,393,938,0.17435,0.22557
2021,Indirect migration background,Not concerned at all,0.06897,109,938,0.05274,0.08519
