year,regtyp,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,male,4055,9.69440,8.62901,10.75979,0.00000,0.00000,7.00000,0.00000,17.50000,0.00000,0.00000,0.00000
1985,Urban regions,female,3898,7.56306,6.61710,8.50901,0.00000,0.00000,3.00000,0.00000,7.50000,0.00000,0.00000,0.00000
1985,Rural regions,male,1106,10.60628,8.32579,12.88677,0.00000,0.00000,8.00000,0.00000,20.00000,0.00000,0.00000,0.00000
1985,Rural regions,female,1069,6.15600,4.51998,7.79201,0.00000,0.00000,3.00000,0.00000,7.50000,0.00000,0.00000,0.00000
1986,Urban regions,male,3173,10.33989,9.38099,11.29879,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1986,Urban regions,female,2085,9.87552,8.80259,10.94844,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1986,Rural regions,male,826,9.60698,7.62046,11.59351,0.00000,0.00000,8.00000,0.00000,20.00000,0.00000,0.00000,0.00000
1986,Rural regions,female,561,9.05783,6.59858,11.51707,0.00000,0.00000,8.00000,0.00000,20.00000,0.00000,0.00000,0.00000
1987,Urban regions,male,3001,10.31829,9.42064,11.21595,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1987,Urban regions,female,1914,12.14379,10.83530,13.45228,0.00000,2.47643,14.00000,0.00000,35.00000,2.00000,2.00000,3.00000
1987,Rural regions,male,810,11.08154,8.97899,13.18410,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1987,Rural regions,female,539,9.62514,7.31106,11.93921,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,2.00000
1988,Urban regions,male,2874,10.40743,9.50362,11.31124,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1988,Urban regions,female,1865,10.96891,9.79392,12.14391,0.00000,2.00000,12.00000,0.00000,30.00000,2.00000,0.00000,3.00000
1988,Rural regions,male,761,10.59509,8.34490,12.84527,0.00000,0.00000,8.87330,0.00000,22.18324,0.00000,0.00000,0.00000
1988,Rural regions,female,492,8.19882,6.53707,9.86056,0.00000,0.00000,8.00000,0.00000,20.00000,0.00000,0.00000,0.00000
1989,Urban regions,male,2833,10.37078,9.50776,11.23380,0.00000,1.00000,12.00000,0.00000,30.00000,1.00000,0.00000,2.00000
1989,Urban regions,female,1894,10.80789,9.62445,11.99132,0.00000,2.00000,12.00000,0.00000,30.00000,2.00000,0.00000,2.00000
1989,Rural regions,male,721,10.89609,8.65569,13.13650,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,2.00000
1989,Rural regions,female,483,9.38183,7.46646,11.29719,0.00000,1.00000,9.00000,0.00000,22.50000,1.00000,0.00000,3.00000
1990,Urban regions,male,,,,,,,,,,,,
1990,Urban regions,female,,,,,,,,,,,,
1990,Rural regions,male,,,,,,,,,,,,
1990,Rural regions,female,,,,,,,,,,,,
1991,Urban regions,male,2735,11.19728,10.17235,12.22220,0.00000,2.00000,12.00000,0.00000,30.00000,2.00000,1.00000,3.00000
1991,Urban regions,female,1921,12.15020,10.81276,13.48764,0.00000,3.00000,14.00000,0.00000,35.00000,3.00000,2.00000,4.00000
1991,Rural regions,male,723,9.43548,7.67728,11.19369,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,4.00000
1991,Rural regions,female,508,10.17366,7.73042,12.61690,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,3.00000
1992,Urban regions,male,3166,10.34336,9.41795,11.26877,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
1992,Urban regions,female,2368,11.54819,10.54768,12.54870,0.00000,3.00000,14.00000,0.00000,35.00000,3.00000,2.00000,4.00000
1992,Rural regions,male,1660,9.72374,8.25476,11.19272,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1992,Rural regions,female,1313,8.57741,7.47894,9.67588,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1993,Urban regions,male,,,,,,,,,,,,
1993,Urban regions,female,,,,,,,,,,,,
1993,Rural regions,male,,,,,,,,,,,,
1993,Rural regions,female,,,,,,,,,,,,
1994,Urban regions,male,2970,10.29495,9.27412,11.31577,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
1994,Urban regions,female,2253,12.35724,11.12254,13.59195,0.00000,3.00000,14.00000,0.00000,35.00000,3.00000,2.00000,4.00000
1994,Rural regions,male,1550,9.14653,7.92541,10.36765,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1994,Rural regions,female,1181,10.90759,9.12493,12.69025,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,1.00000,3.00000
1995,Urban regions,male,3009,10.40736,9.46461,11.35010,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,3.00000
