year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,,,,,,,,,,,,
1985,8.54120,7.90494,9.17747,0.00000,0.00000,5.00000,0.00000,12.50000,0.00000,0.00000,0.00000,10128.00000
1986,9.96887,9.31428,10.62346,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000,6645.00000
1987,10.91633,10.23688,11.59579,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,1.00000,6264.00000
1988,10.40316,9.75221,11.05411,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000,5992.00000
1989,10.49253,9.84913,11.13593,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000,5931.00000
1990,,,,,,,,,,,,
1991,11.17144,10.45954,11.88334,0.00000,2.00000,12.00000,0.00000,30.00000,2.00000,2.00000,3.00000,5887.00000
1992,10.33812,9.78528,10.89095,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,1.00000,8593.00000
1993,,,,,,,,,,,,
1994,10.77081,10.14259,11.39902,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,1.00000,2.00000,7954.00000
1995,10.69863,10.11568,11.28159,0.00000,2.00000,11.00000,0.00000,27.50000,2.00000,1.00000,2.00000,8137.00000
1996,10.53892,9.98071,11.09713,0.00000,2.00000,11.00000,0.00000,27.50000,2.00000,2.00000,3.00000,8048.00000
1997,10.37633,9.74728,11.00538,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,1.00000,2.00000,7705.00000
1998,9.01353,8.52323,9.50384,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,1.00000,2.00000,8346.00000
1999,10.07725,9.48466,10.66983,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.97500,2.00000,8415.00000
2000,9.52811,9.09582,9.96040,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,1.00000,2.00000,14209.00000
2001,10.42818,9.92505,10.93131,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000,13035.00000
2002,9.57228,9.11209,10.03246,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,1.00000,13868.00000
2003,9.42226,8.96093,9.88358,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,1.00000,13214.00000
2004,9.00488,8.54613,9.46363,0.00000,1.00000,8.00000,0.00000,20.00000,1.00000,0.00000,1.00000,12744.00000
2005,8.59467,8.17265,9.01668,0.00000,1.00000,8.00000,0.00000,20.00000,1.00000,0.00000,1.00000,12082.00000
2006,7.96796,7.57464,8.36128,0.00000,0.00000,7.00000,0.00000,17.50000,0.00000,0.00000,1.00000,12679.00000
2007,8.53314,8.06838,8.99791,0.00000,1.00000,7.00000,0.00000,17.50000,1.00000,0.00000,1.00000,11830.00000
2008,8.66184,8.19523,9.12844,0.00000,1.00000,8.00000,0.00000,20.00000,1.00000,1.00000,2.00000,11233.00000
2009,9.55547,9.03574,10.07520,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,2.00000,2.00000,10575.00000
2010,9.16923,8.73720,9.60127,0.00000,2.00000,8.00000,0.00000,20.00000,2.00000,2.00000,2.00000,14985.00000
2011,9.80550,9.22361,10.38739,0.00000,2.00000,8.00000,0.00000,20.00000,2.00000,1.00000,2.00000,10431.00000
2012,11.13697,10.63678,11.63717,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,2.00000,3.00000,17202.00000
2013,11.55958,11.07958,12.03958,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,3.00000,3.00000,19645.00000
2014,10.92986,10.45589,11.40383,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,2.00000,2.00000,18238.00000
2015,11.05316,10.56279,11.54354,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,3.00000,17123.00000
2016,10.43774,9.97450,10.90098,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,3.00000,3.00000,15494.00000
2017,11.62517,11.14684,12.10349,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,3.00000,4.00000,17323.00000
2018,12.05877,11.56485,12.55269,0.00000,4.00000,10.00000,0.00000,25.00000,4.00000,3.00000,4.00000,16756.00000
2019,11.62986,11.17952,12.08021,0.00000,4.00000,10.00000,0.00000,25.00000,4.00000,3.00000,4.00000,17354.00000
2020,12.40698,11.93948,12.87448,0.00000,4.00000,10.00000,0.00000,25.00000,4.00000,3.00000,4.00000,19161.00000
2021,11.49924,10.84509,12.15339,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,1.00000,2.00000,13004.00000
2022,10.56983,10.09226,11.04739,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000,24753.00000
