year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,,,,,,,,,,,,
1984,female,,,,,,,,,,,,
1985,male,5161,9.92130,8.94827,10.89432,0.00000,0.00000,7.00000,0.00000,17.50000,0.00000,0.00000,0.00000
1985,female,4967,7.21541,6.39625,8.03457,0.00000,0.00000,3.00000,0.00000,7.50000,0.00000,0.00000,0.00000
1986,male,3999,10.16723,9.30162,11.03284,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1986,female,2646,9.68133,8.68376,10.67891,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1987,male,3811,10.50174,9.66071,11.34277,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1987,female,2453,11.53169,10.39249,12.67088,0.00000,2.00000,14.00000,0.00000,35.00000,2.00000,1.00000,3.00000
1988,male,3635,10.45201,9.58973,11.31429,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1988,female,2357,10.33048,9.34307,11.31788,0.00000,1.00000,11.00000,0.00000,27.50000,1.00000,0.00000,2.00000
1989,male,3554,10.49174,9.66058,11.32289,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,2.00000
1989,female,2377,10.49368,9.47682,11.51053,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,2.00000
1990,male,,,,,,,,,,,,
1990,female,,,,,,,,,,,,
1991,male,3458,10.79025,9.90239,11.67812,0.00000,2.00000,12.00000,0.00000,30.00000,2.00000,1.00000,3.00000
1991,female,2429,11.70357,10.53019,12.87695,0.00000,3.00000,12.00000,0.00000,30.00000,3.00000,2.00000,3.00000
1992,male,4873,10.11282,9.33066,10.89499,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1992,female,3720,10.64646,9.88773,11.40518,0.00000,2.00000,12.00000,0.00000,30.00000,2.00000,1.00000,3.00000
1993,male,,,,,,,,,,,,
1993,female,,,,,,,,,,,,
1994,male,4520,9.94071,9.14624,10.73519,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,1.00000
1994,female,3434,11.92234,10.90853,12.93615,0.00000,3.00000,14.00000,0.00000,35.00000,3.00000,2.00000,3.00000
1995,male,4609,10.21454,9.42950,10.99957,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
1995,female,3528,11.37177,10.50352,12.24002,0.00000,3.00000,12.00000,0.00000,30.00000,3.00000,2.00000,3.02500
1996,male,4533,10.30585,9.54664,11.06507,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,2.00000
1996,female,3515,10.85959,10.03947,11.67971,0.00000,3.00000,13.00000,0.00000,32.50000,3.00000,2.00000,4.00000
1997,male,4364,9.86369,9.02927,10.69810,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
1997,female,3341,11.09378,10.13638,12.05118,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,2.00000,3.00000
1998,male,4723,8.52408,7.88852,9.15964,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,1.00000
1998,female,3623,9.69286,8.92403,10.46168,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,2.00000,3.00000
1999,male,4669,9.94596,9.15830,10.73361,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,1.00000
1999,female,3746,10.25222,9.35219,11.15226,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,1.00000,2.00000
2000,male,7846,9.61052,9.01238,10.20867,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,1.00000
2000,female,6363,9.42006,8.79863,10.04149,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,1.00000,2.00000
2001,male,7120,10.11243,9.42707,10.79778,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,1.00000
