year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1998,Direct migration background,Urban regions,1083,10.51523,9.05854,11.97193,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,3.00000
1998,Direct migration background,Rural regions,211,10.12242,6.04930,14.19555,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,3.00000
1998,Indirect migration background,Urban regions,295,8.84343,6.76511,10.92175,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,5.00000
1998,Indirect migration background,Rural regions,59,7.31995,4.47312,10.16678,0.00000,4.46030,10.32268,0.00000,25.80669,4.00000,0.00000,10.00000
1999,No migration background,Urban regions,4065,9.54129,8.70845,10.37413,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
1999,No migration background,Rural regions,2719,10.36750,9.31671,11.41829,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
1999,Direct migration background,Urban regions,1040,11.87765,10.08561,13.66969,0.00000,2.00000,14.00000,0.00000,35.00000,2.00000,0.00000,3.00000
1999,Direct migration background,Rural regions,194,12.19471,7.19243,17.19699,0.00000,1.15886,12.00000,0.00000,30.00000,2.00000,0.00000,4.02500
1999,Indirect migration background,Urban regions,341,9.96120,7.13375,12.78866,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,4.02500
1999,Indirect migration background,Rural regions,56,4.78078,3.57714,5.98442,0.00000,5.00000,7.20685,0.00000,18.01713,5.00000,2.00000,5.00000
2000,No migration background,Urban regions,7272,9.09847,8.52925,9.66769,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,1.00000,2.00000
2000,No migration background,Rural regions,4569,10.29392,9.45710,11.13075,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,1.00000
2000,Direct migration background,Urban regions,1540,10.57536,9.09430,12.05643,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,3.00000
2000,Direct migration background,Rural regions,294,6.97568,4.75465,9.19671,0.00000,0.45455,10.00000,0.00000,25.00000,0.00000,0.00000,3.00000
2000,Indirect migration background,Urban regions,468,8.20295,6.59011,9.81578,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,1.00000,4.02500
2000,Indirect migration background,Rural regions,66,6.60062,3.91924,9.28200,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,9.00000
2001,No migration background,Urban regions,6743,10.57413,9.82278,11.32548,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
2001,No migration background,Rural regions,4147,10.81058,9.92498,11.69618,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
2001,Direct migration background,Urban regions,1382,9.92744,8.75045,11.10444,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,3.00000
2001,Direct migration background,Rural regions,273,8.00488,6.24310,9.76667,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,3.00000
2001,Indirect migration background,Urban regions,432,7.18431,5.90333,8.46529,0.00000,2.00000,9.34347,0.00000,23.35867,2.00000,0.00000,4.00000
2001,Indirect migration background,Rural regions,58,10.11938,6.47907,13.75970,0.00000,5.00000,14.00000,0.00000,35.00000,5.00000,0.00000,10.00000
2002,No migration background,Urban regions,7538,9.10465,8.50658,9.70272,0.00000,1.00000,8.00000,0.00000,20.00000,1.00000,0.00000,1.00000
2002,No migration background,Rural regions,4253,9.93474,9.05467,10.81480,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
2002,Direct migration background,Urban regions,1344,11.31243,9.66352,12.96135,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,1.00000,3.00000
2002,Direct migration background,Rural regions,244,9.15132,6.07841,12.22424,0.00000,0.00000,6.00000,0.00000,15.00000,0.00000,0.00000,3.00000
2002,Indirect migration background,Urban regions,426,8.17970,6.17345,10.18595,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,3.00000
2002,Indirect migration background,Rural regions,63,11.85470,6.32759,17.38180,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,0.00000,5.00000
2003,No migration background,Urban regions,7184,9.38744,8.75322,10.02166,0.00000,1.00000,8.62270,0.00000,21.55676,1.00000,1.00000,2.00000
2003,No migration background,Rural regions,4068,9.31546,8.48784,10.14308,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,1.00000
2003,Direct migration background,Urban regions,1228,10.75940,9.15122,12.36757,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,2.00000
2003,Direct migration background,Rural regions,235,7.49262,4.81350,10.17174,0.00000,0.00000,8.00000,0.00000,20.00000,0.00000,0.00000,2.00000
2003,Indirect migration background,Urban regions,436,7.28371,6.02191,8.54552,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,3.00000
2003,Indirect migration background,Rural regions,63,13.03469,2.88600,23.18338,0.00000,3.61789,8.65081,0.00000,21.62702,3.00000,0.00000,7.00000
2004,No migration background,Urban regions,6915,8.61240,7.99758,9.22723,0.00000,1.00000,7.00000,0.00000,17.50000,1.00000,1.00000,2.00000
2004,No migration background,Rural regions,3919,8.70657,7.92255,9.49059,0.00000,0.00000,8.00000,0.00000,20.00000,0.00000,0.00000,0.00000
2004,Direct migration background,Urban regions,1168,12.25162,10.36595,14.13729,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,3.00000
2004,Direct migration background,Rural regions,226,6.87754,4.80588,8.94920,0.00000,0.00000,5.00000,0.00000,12.50000,0.00000,0.00000,3.00000
2004,Indirect migration background,Urban regions,441,8.47041,6.62981,10.31100,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,1.00000,3.00000
2004,Indirect migration background,Rural regions,75,13.08989,2.36454,23.81525,0.00000,1.39154,10.00000,0.00000,25.00000,1.00000,0.00000,5.02500
2005,No migration background,Urban regions,6592,8.51028,7.95229,9.06827,0.00000,1.00000,8.00000,0.00000,20.00000,1.00000,1.00000,2.00000
2005,No migration background,Rural regions,3708,8.40512,7.65328,9.15696,0.00000,0.00000,7.00000,0.00000,17.50000,0.00000,0.00000,0.00000
2005,Direct migration background,Urban regions,1075,9.75228,8.02732,11.47725,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,3.00000
2005,Direct migration background,Rural regions,203,8.17090,5.22058,11.12121,0.00000,0.00000,5.20129,0.00000,13.00323,0.00000,0.00000,3.00000
2005,Indirect migration background,Urban regions,439,7.86486,6.08705,9.64267,0.00000,3.65480,10.00000,0.00000,25.00000,3.00000,2.00000,5.00000
2005,Indirect migration background,Rural regions,65,10.99592,5.44756,16.54429,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,0.00000,10.00000
2006,No migration background,Urban regions,6919,7.97821,7.45654,8.49988,0.00000,1.00000,7.00000,0.00000,17.50000,1.00000,0.00000,1.00000
2006,No migration background,Rural regions,3972,7.79390,7.08507,8.50272,0.00000,0.00000,7.00000,0.00000,17.50000,0.00000,0.00000,0.00000
2006,Direct migration background,Urban regions,1066,7.66443,6.23292,9.09595,0.00000,0.00000,7.00000,0.00000,17.50000,0.00000,0.00000,1.00000
2006,Direct migration background,Rural regions,210,9.37291,5.51962,13.22620,0.00000,0.00000,8.18934,0.00000,20.47335,0.00000,0.00000,3.00000
2006,Indirect migration background,Urban regions,433,9.51151,7.40932,11.61369,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,5.00000
2006,Indirect migration background,Rural regions,79,6.49861,3.66375,9.33346,0.00000,1.14505,7.00000,0.00000,17.50000,1.00000,0.00000,5.00000
2007,No migration background,Urban regions,6453,8.68748,8.05446,9.32050,0.00000,2.00000,7.00000,0.00000,17.50000,2.00000,1.00000,2.00000
2007,No migration background,Rural regions,3708,8.49861,7.68256,9.31466,0.00000,0.00000,7.00000,0.00000,17.50000,0.00000,0.00000,0.00000
2007,Direct migration background,Urban regions,946,7.04729,5.73340,8.36119,0.00000,0.00000,6.00000,0.00000,15.00000,0.00000,0.00000,0.00000
2007,Direct migration background,Rural regions,209,13.25412,6.55658,19.95166,0.00000,0.00000,7.74604,0.00000,19.36509,0.00000,0.00000,3.00000
2007,Indirect migration background,Urban regions,437,7.67593,5.89731,9.45454,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,4.00000
2007,Indirect migration background,Rural regions,77,8.15958,4.85829,11.46088,0.00000,2.00000,9.11253,0.00000,22.78133,2.00000,0.00000,6.00000
2008,No migration background,Urban regions,6145,8.93627,8.28441,9.58814,0.00000,2.00000,8.00000,0.00000,20.00000,2.00000,2.00000,2.00000
2008,No migration background,Rural regions,3541,9.04429,8.17066,9.91792,0.00000,0.00000,8.00000,0.00000,20.00000,0.00000,0.00000,1.00000
2008,Direct migration background,Urban regions,849,6.89833,5.42451,8.37215,0.00000,0.00000,6.00000,0.00000,15.00000,0.00000,0.00000,0.00000
2008,Direct migration background,Rural regions,176,8.49377,5.54056,11.44698,0.00000,1.00000,7.21572,0.00000,18.03930,1.00000,0.00000,5.00000
2008,Indirect migration background,Urban regions,451,6.82763,5.60528,8.04997,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,1.00000,3.00000
2008,Indirect migration background,Rural regions,71,8.98504,3.21824,14.75184,0.00000,1.00156,10.15109,0.00000,25.37773,1.00000,0.00000,7.00000
2009,No migration background,Urban regions,5780,9.97443,9.22573,10.72314,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,2.00000,3.00000
2009,No migration background,Rural regions,3401,9.97344,9.00470,10.94218,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
2009,Direct migration background,Urban regions,750,6.97523,5.86221,8.08825,0.00000,0.00000,7.00000,0.00000,17.50000,0.00000,0.00000,1.00000
2009,Direct migration background,Rural regions,165,10.34701,6.78858,13.90544,0.00000,1.00000,12.00000,0.00000,30.00000,1.00000,0.00000,5.00000
2009,Indirect migration background,Urban regions,405,7.80573,6.08850,9.52297,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,1.00000,4.00000
2009,Indirect migration background,Rural regions,74,6.58605,3.47164,9.70046,0.00000,4.00000,7.00000,0.00000,17.50000,4.00000,0.00000,6.00000
2010,No migration background,Urban regions,7863,9.52047,8.88964,10.15130,0.00000,2.00000,8.00000,0.00000,20.00000,2.00000,2.00000,3.00000
2010,No migration background,Rural regions,4713,9.11190,8.37013,9.85368,0.00000,1.00000,8.00000,0.00000,20.00000,1.00000,0.00000,2.00000
2010,Direct migration background,Urban regions,1332,9.24179,7.83064,10.65294,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
2010,Direct migration background,Rural regions,357,5.95932,3.71889,8.19975,0.00000,0.00000,4.90393,0.00000,12.25983,0.00000,0.00000,1.00000
2010,Indirect migration background,Urban regions,597,7.64694,6.11938,9.17449,0.00000,2.00000,9.75050,0.00000,24.37625,2.00000,0.00000,4.00000
2010,Indirect migration background,Rural regions,123,5.90661,4.55816,7.25506,0.00000,5.00000,10.00000,0.00000,25.00000,5.00000,2.92500,7.00000
2011,No migration background,Urban regions,5208,9.77364,8.95977,10.58752,0.00000,2.00000,8.00000,0.00000,20.00000,2.00000,1.00000,2.00000
2011,No migration background,Rural regions,3307,11.26276,10.06570,12.45982,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
2011,Direct migration background,Urban regions,1052,8.05986,6.53466,9.58506,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,2.00000
2011,Direct migration background,Rural regions,376,7.04085,4.78238,9.29931,0.00000,0.00000,5.00000,0.00000,12.50000,0.00000,0.00000,2.00000
2011,Indirect migration background,Urban regions,400,8.15237,6.35472,9.95001,0.00000,2.00000,7.00000,0.00000,17.50000,2.00000,0.00000,3.00000
2011,Indirect migration background,Rural regions,88,8.50391,5.65043,11.35738,0.00000,5.00000,10.00000,0.00000,25.00000,5.00000,1.00000,10.00000
2012,No migration background,Urban regions,8867,11.40660,10.66886,12.14435,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,3.00000
2012,No migration background,Rural regions,5590,11.68850,10.82202,12.55497,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,1.00000,3.00000
2012,Direct migration background,Urban regions,1451,9.07836,7.82896,10.32776,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,3.00000
2012,Direct migration background,Rural regions,472,12.42475,8.23091,16.61859,0.00000,1.00000,8.00000,0.00000,20.00000,1.00000,0.00000,3.00000
2012,Indirect migration background,Urban regions,669,8.62617,7.36143,9.89091,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,5.00000
2012,Indirect migration background,Rural regions,153,9.26682,6.07176,12.46187,0.00000,4.00000,10.00000,0.00000,25.00000,4.00000,2.00000,5.00000
2013,No migration background,Urban regions,8569,11.80576,11.06076,12.55075,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,3.00000,3.00000
2013,No migration background,Rural regions,5328,12.30218,11.35356,13.25080,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,3.00000
2013,Direct migration background,Urban regions,3293,9.67716,8.75745,10.59687,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,3.00000
2013,Direct migration background,Rural regions,1049,12.25345,9.36698,15.13992,0.00000,0.82672,7.00000,0.00000,17.50000,0.00000,0.00000,2.00000
2013,Indirect migration background,Urban regions,1161,8.63021,7.38533,9.87509,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,4.00000
2013,Indirect migration background,Rural regions,245,10.78429,6.68326,14.88533,0.00000,5.00000,10.00000,0.00000,25.00000,5.00000,2.00000,5.00000
2014,No migration background,Urban regions,7764,11.18254,10.45161,11.91348,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,2.00000,3.00000
2014,No migration background,Rural regions,4828,12.67585,11.65642,13.69528,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,2.00000,3.00000
2014,Direct migration background,Urban regions,3218,8.38842,7.39245,9.38439,0.00000,0.00000,7.00000,0.00000,17.50000,0.00000,0.00000,2.00000
2014,Direct migration background,Rural regions,1069,8.75001,6.89284,10.60719,0.00000,0.00000,6.00000,0.00000,15.00000,0.00000,0.00000,2.00000
2014,Indirect migration background,Urban regions,1107,7.18860,6.09384,8.28337,0.00000,1.00000,7.00000,0.00000,17.50000,1.00000,0.00000,2.00000
2014,Indirect migration background,Rural regions,252,12.50601,8.48496,16.52707,0.00000,3.00000,14.00000,0.00000,35.00000,3.00000,2.00000,5.00000
2015,No migration background,Urban regions,7272,10.06973,9.38506,10.75441,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,3.00000
2015,No migration background,Rural regions,4629,13.82491,12.69439,14.95544,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,3.00000
2015,Direct migration background,Urban regions,3094,9.42142,8.40428,10.43856,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,4.00000
2015,Direct migration background,Rural regions,1051,12.28293,9.99543,14.57042,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,3.00000
2015,Indirect migration background,Urban regions,859,7.73127,6.40227,9.06027,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,3.00000
2015,Indirect migration background,Rural regions,218,15.78331,9.79904,21.76757,0.00000,5.00000,14.00000,0.00000,35.00000,5.00000,3.00000,10.00000
2016,No migration background,Urban regions,6786,10.70574,9.98475,11.42673,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,3.00000,3.00000
2016,No migration background,Rural regions,4274,11.26942,10.30519,12.23366,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,4.00000
2016,Direct migration background,Urban regions,2518,9.67434,8.62222,10.72645,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,2.00000,3.00000
2016,Direct migration background,Rural regions,882,7.81403,6.62230,9.00576,0.00000,3.00000,7.00000,0.00000,17.50000,3.00000,0.97500,3.00000
2016,Indirect migration background,Urban regions,821,7.37003,6.47642,8.26364,0.00000,3.00000,9.18408,0.00000,22.96020,3.00000,2.00000,5.00000
2016,Indirect migration background,Rural regions,213,8.49383,5.01841,11.96924,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,1.00000,5.00000
2017,No migration background,Urban regions,7917,11.34756,10.65009,12.04502,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,3.00000,3.00000
2017,No migration background,Rural regions,4989,12.95160,12.00667,13.89653,0.00000,4.00000,10.00000,0.00000,25.00000,4.00000,3.00000,5.00000
2017,Direct migration background,Urban regions,2440,10.36390,9.18476,11.54304,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,2.00000,3.00000
2017,Direct migration background,Rural regions,844,14.70938,11.66139,17.75737,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,2.00000,5.00000
2017,Indirect migration background,Urban regions,927,8.59855,7.31903,9.87807,0.00000,4.00000,10.00000,0.00000,25.00000,4.00000,3.00000,5.00000
2017,Indirect migration background,Rural regions,206,12.14541,7.86993,16.42090,0.00000,5.00000,11.44798,0.00000,28.61995,5.00000,2.00000,10.00000
2018,No migration background,Urban regions,7653,12.06677,11.34495,12.78858,0.00000,4.00000,10.00000,0.00000,25.00000,4.00000,4.00000,5.00000
2018,No migration background,Rural regions,4801,13.26601,12.31713,14.21489,0.00000,4.00000,11.00000,0.00000,27.50000,4.00000,3.00000,5.00000
