year,age_gr,bula_h,chronill,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,30-45 y.,Schleswig-Holstein,No,0.53912,155,292,0.48185,0.59639
2017,30-45 y.,Hamburg,Yes,0.34217,54,142,0.26386,0.42048
2017,30-45 y.,Hamburg,No,0.61158,88,142,0.53113,0.69203
2017,30-45 y.,Lower Saxony,Yes,0.48874,318,647,0.45019,0.52729
2017,30-45 y.,Lower Saxony,No,0.48403,329,647,0.44549,0.52257
2017,30-45 y.,Bremen,Yes,0.61682,32,32,0.44567,0.78796
2017,30-45 y.,North Rhine-Westphalia,Yes,0.46328,726,1542,0.43838,0.48818
2017,30-45 y.,North Rhine-Westphalia,No,0.50365,816,1542,0.47868,0.52861
2017,30-45 y.,Hesse,Yes,0.45265,215,490,0.40853,0.49676
2017,30-45 y.,Hesse,No,0.53549,275,490,0.49128,0.57970
2017,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.51735,168,378,0.46691,0.56780
2017,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.46793,210,378,0.41757,0.51830
2017,30-45 y.,Baden-Wuerttemberg,Yes,0.36257,365,879,0.33077,0.39437
2017,30-45 y.,Baden-Wuerttemberg,No,0.62358,514,879,0.59153,0.65563
2017,30-45 y.,Bavaria,Yes,0.41830,486,1175,0.39008,0.44652
2017,30-45 y.,Bavaria,No,0.57070,689,1175,0.54239,0.59902
2017,30-45 y.,Berlin,Yes,0.46069,137,289,0.40312,0.51826
2017,30-45 y.,Berlin,No,0.52405,152,289,0.46637,0.58173
2017,30-45 y.,Brandenburg,Yes,0.42304,115,237,0.36001,0.48607
2017,30-45 y.,Brandenburg,No,0.56243,122,237,0.49914,0.62573
2017,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.39011,66,154,0.31282,0.46740
2017,30-45 y.,Mecklenburg-Western Pomerania,No,0.59547,88,154,0.51770,0.67324
2017,30-45 y.,Saxony,Yes,0.45496,206,444,0.40858,0.50133
2017,30-45 y.,Saxony,No,0.51552,238,444,0.46899,0.56206
2017,30-45 y.,Saxony-Anhalt,Yes,0.52846,113,224,0.46294,0.59398
2017,30-45 y.,Saxony-Anhalt,No,0.43699,111,224,0.37189,0.50209
2017,30-45 y.,Thuringa,Yes,0.41137,110,253,0.35062,0.47213
2017,30-45 y.,Thuringa,No,0.56844,143,253,0.50729,0.62959
2017,46-65 y.,Schleswig-Holstein,Yes,0.71324,217,313,0.66305,0.76342
2017,46-65 y.,Schleswig-Holstein,No,0.28265,96,313,0.23268,0.33261
2017,46-65 y.,Hamburg,Yes,0.66879,107,159,0.59540,0.74217
2017,46-65 y.,Hamburg,No,0.32603,52,159,0.25294,0.39913
2017,46-65 y.,Lower Saxony,Yes,0.70477,672,995,0.67641,0.73312
2017,46-65 y.,Lower Saxony,No,0.26568,323,995,0.23822,0.29314
2017,46-65 y.,Bremen,Yes,0.78686,56,56,0.67863,0.89510
2017,46-65 y.,North Rhine-Westphalia,Yes,0.71372,1454,2065,0.69422,0.73322
2017,46-65 y.,North Rhine-Westphalia,No,0.27835,611,2065,0.25902,0.29769
2017,46-65 y.,Hesse,Yes,0.72163,503,701,0.68843,0.75483
2017,46-65 y.,Hesse,No,0.26612,198,701,0.23338,0.29886
2017,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.67563,372,581,0.63753,0.71373
2017,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.31356,209,581,0.27580,0.35131
2017,46-65 y.,Baden-Wuerttemberg,Yes,0.65980,694,1097,0.63175,0.68785
2017,46-65 y.,Baden-Wuerttemberg,No,0.33396,403,1097,0.30603,0.36188
2017,46-65 y.,Bavaria,Yes,0.70290,1055,1580,0.68036,0.72544
2017,46-65 y.,Bavaria,No,0.29150,525,1580,0.26909,0.31392
2017,46-65 y.,Berlin,Yes,0.80967,249,329,0.76718,0.85215
2017,46-65 y.,Berlin,No,0.18914,80,329,0.14676,0.23153
2017,46-65 y.,Brandenburg,Yes,0.73145,314,436,0.68980,0.77310
2017,46-65 y.,Brandenburg,No,0.25652,122,436,0.21548,0.29756
2017,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.74124,152,216,0.68270,0.79978
2017,46-65 y.,Mecklenburg-Western Pomerania,No,0.24689,64,216,0.18925,0.30452
2017,46-65 y.,Saxony,Yes,0.73677,434,607,0.70171,0.77183
2017,46-65 y.,Saxony,No,0.24360,173,607,0.20942,0.27778
2017,46-65 y.,Saxony-Anhalt,Yes,0.77478,270,367,0.73198,0.81757
2017,46-65 y.,Saxony-Anhalt,No,0.22052,97,367,0.17805,0.26300
2017,46-65 y.,Thuringa,Yes,0.71420,280,386,0.66907,0.75933
2017,46-65 y.,Thuringa,No,0.28479,106,386,0.23971,0.32987
2017,66 and older,Schleswig-Holstein,Yes,0.87770,152,152,0.82544,0.92996
2017,66 and older,Hamburg,Yes,0.88454,84,84,0.81579,0.95329
2017,66 and older,Lower Saxony,Yes,0.89040,435,488,0.86265,0.91814
2017,66 and older,Lower Saxony,No,0.09726,53,488,0.07094,0.12358
2017,66 and older,North Rhine-Westphalia,Yes,0.85500,784,906,0.83206,0.87794
2017,66 and older,North Rhine-Westphalia,No,0.13614,122,906,0.11380,0.15849
2017,66 and older,Hesse,Yes,0.88414,245,245,0.84398,0.92430
2017,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.89150,268,302,0.85636,0.92663
2017,66 and older,"Rhineland-Palatinate, Saarland",No,0.08795,34,302,0.05595,0.11994
2017,66 and older,Baden-Wuerttemberg,Yes,0.84202,454,542,0.81129,0.87275
2017,66 and older,Baden-Wuerttemberg,No,0.15713,88,542,0.12646,0.18779
2017,66 and older,Bavaria,Yes,0.88673,678,782,0.86450,0.90896
2017,66 and older,Bavaria,No,0.11304,104,782,0.09083,0.13525
2017,66 and older,Berlin,Yes,0.87078,185,185,0.82231,0.91925
2017,66 and older,Brandenburg,Yes,0.91608,218,218,0.87919,0.95297
2017,66 and older,Mecklenburg-Western Pomerania,Yes,0.89173,112,112,0.83393,0.94954
2017,66 and older,Saxony,Yes,0.85814,319,354,0.82174,0.89454
2017,66 and older,Saxony,No,0.13565,35,354,0.09993,0.17137
2017,66 and older,Saxony-Anhalt,Yes,0.93962,183,183,0.90502,0.97423
2017,66 and older,Thuringa,Yes,0.87095,183,183,0.82225,0.91966
2019,17-29 y.,Schleswig-Holstein,Yes,0.27095,48,139,0.19680,0.34511
2019,17-29 y.,Schleswig-Holstein,No,0.52283,91,139,0.43950,0.60617
2019,17-29 y.,Hamburg,No,0.51943,45,45,0.37181,0.66706
2019,17-29 y.,Lower Saxony,Yes,0.36487,171,443,0.31999,0.40975
2019,17-29 y.,Lower Saxony,No,0.55133,272,443,0.50496,0.59770
2019,17-29 y.,Bremen,No,0.52205,32,32,0.34621,0.69789
2019,17-29 y.,North Rhine-Westphalia,Yes,0.34881,347,925,0.31808,0.37954
2019,17-29 y.,North Rhine-Westphalia,No,0.55236,578,925,0.52030,0.58442
2019,17-29 y.,Hesse,Yes,0.39022,117,276,0.33256,0.44787
2019,17-29 y.,Hesse,No,0.49904,159,276,0.43994,0.55814
2019,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.33576,71,233,0.27499,0.39653
2019,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.58571,162,233,0.52232,0.64909
2019,17-29 y.,Baden-Wuerttemberg,Yes,0.33849,138,407,0.29246,0.38452
2019,17-29 y.,Baden-Wuerttemberg,No,0.57414,269,407,0.52604,0.62223
2019,17-29 y.,Bavaria,Yes,0.35055,222,549,0.31060,0.39050
2019,17-29 y.,Bavaria,No,0.53464,327,549,0.49288,0.57640
2019,17-29 y.,Berlin,Yes,0.45723,53,123,0.36883,0.54563
2019,17-29 y.,Berlin,No,0.43965,70,123,0.35157,0.52772
2019,17-29 y.,Brandenburg,Yes,0.39842,55,125,0.31225,0.48459
2019,17-29 y.,Brandenburg,No,0.41272,70,125,0.32606,0.49938
2019,17-29 y.,Mecklenburg-Western Pomerania,No,0.52037,42,42,0.36745,0.67330
2019,17-29 y.,Saxony,Yes,0.49634,78,185,0.42410,0.56859
2019,17-29 y.,Saxony,No,0.42953,107,185,0.35801,0.50106
2019,17-29 y.,Saxony-Anhalt,Yes,0.43517,48,109,0.34166,0.52867
2019,17-29 y.,Saxony-Anhalt,No,0.44917,61,109,0.35536,0.54299
2019,17-29 y.,Thuringa,Yes,0.39398,45,101,0.29821,0.48975
2019,17-29 y.,Thuringa,No,0.48741,56,101,0.38944,0.58538
2019,30-45 y.,Schleswig-Holstein,Yes,0.41859,126,258,0.35827,0.47890
2019,30-45 y.,Schleswig-Holstein,No,0.54227,132,258,0.48136,0.60318
2019,30-45 y.,Hamburg,Yes,0.36574,54,136,0.28449,0.44698
2019,30-45 y.,Hamburg,No,0.61424,82,136,0.53213,0.69635
2019,30-45 y.,Lower Saxony,Yes,0.51016,278,557,0.46861,0.55171
2019,30-45 y.,Lower Saxony,No,0.46099,279,557,0.41955,0.50242
2019,30-45 y.,North Rhine-Westphalia,Yes,0.49565,691,1291,0.46836,0.52293
2019,30-45 y.,North Rhine-Westphalia,No,0.47662,600,1291,0.44936,0.50387
2019,30-45 y.,Hesse,Yes,0.50187,214,396,0.45256,0.55118
2019,30-45 y.,Hesse,No,0.47632,182,396,0.42706,0.52557
2019,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.49622,153,315,0.44092,0.55152
2019,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.47865,162,315,0.42340,0.53391
2019,30-45 y.,Baden-Wuerttemberg,Yes,0.44463,357,710,0.40805,0.48120
2019,30-45 y.,Baden-Wuerttemberg,No,0.53001,353,710,0.49328,0.56675
2019,30-45 y.,Bavaria,Yes,0.50910,480,990,0.47794,0.54026
2019,30-45 y.,Bavaria,No,0.47319,510,990,0.44208,0.50431
2019,30-45 y.,Berlin,Yes,0.49751,167,312,0.44194,0.55308
2019,30-45 y.,Berlin,No,0.47994,145,312,0.42441,0.53546
2019,30-45 y.,Brandenburg,Yes,0.53019,121,219,0.46394,0.59644
2019,30-45 y.,Brandenburg,No,0.45055,98,219,0.38450,0.51660
2019,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.53658,60,130,0.45053,0.62263
2019,30-45 y.,Mecklenburg-Western Pomerania,No,0.45104,70,130,0.36517,0.53691
2019,30-45 y.,Saxony,Yes,0.51238,223,424,0.46474,0.56001
2019,30-45 y.,Saxony,No,0.46847,201,424,0.42091,0.51602
2019,30-45 y.,Saxony-Anhalt,Yes,0.53654,120,215,0.46973,0.60335
2019,30-45 y.,Saxony-Anhalt,No,0.43532,95,215,0.36889,0.50175
2019,30-45 y.,Thuringa,Yes,0.37420,117,224,0.31068,0.43771
2019,30-45 y.,Thuringa,No,0.59491,107,224,0.53048,0.65934
2019,46-65 y.,Schleswig-Holstein,Yes,0.71580,252,351,0.66854,0.76305
2019,46-65 y.,Schleswig-Holstein,No,0.26982,99,351,0.22331,0.31632
2019,46-65 y.,Hamburg,Yes,0.78920,144,205,0.73323,0.84517
2019,46-65 y.,Hamburg,No,0.20302,61,205,0.14782,0.25822
2019,46-65 y.,Lower Saxony,Yes,0.74091,725,1011,0.71389,0.76793
2019,46-65 y.,Lower Saxony,No,0.25197,286,1011,0.22519,0.27874
2019,46-65 y.,Bremen,Yes,0.71567,56,56,0.59645,0.83489
2019,46-65 y.,North Rhine-Westphalia,Yes,0.73148,1552,2160,0.71278,0.75017
2019,46-65 y.,North Rhine-Westphalia,No,0.24939,608,2160,0.23114,0.26764
2019,46-65 y.,Hesse,Yes,0.77738,545,733,0.74724,0.80752
2019,46-65 y.,Hesse,No,0.20536,188,733,0.17610,0.23463
2019,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.74040,414,613,0.70567,0.77514
2019,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.25224,199,613,0.21783,0.28664
2019,46-65 y.,Baden-Wuerttemberg,Yes,0.71552,779,1111,0.68898,0.74206
2019,46-65 y.,Baden-Wuerttemberg,No,0.26286,332,1111,0.23697,0.28876
2019,46-65 y.,Bavaria,Yes,0.72748,1070,1582,0.70553,0.74942
2019,46-65 y.,Bavaria,No,0.25531,512,1582,0.23382,0.27681
2019,46-65 y.,Berlin,Yes,0.82406,293,378,0.78563,0.86250
2019,46-65 y.,Berlin,No,0.16912,85,378,0.13128,0.20696
2019,46-65 y.,Brandenburg,Yes,0.74044,343,483,0.70130,0.77958
2019,46-65 y.,Brandenburg,No,0.24821,140,483,0.20964,0.28677
2019,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.84279,191,246,0.79721,0.88837
2019,46-65 y.,Mecklenburg-Western Pomerania,No,0.13945,55,246,0.09607,0.18283
2019,46-65 y.,Saxony,Yes,0.74585,469,634,0.71193,0.77976
2019,46-65 y.,Saxony,No,0.23805,165,634,0.20487,0.27122
2019,46-65 y.,Saxony-Anhalt,Yes,0.86257,292,366,0.82725,0.89789
2019,46-65 y.,Saxony-Anhalt,No,0.12810,74,366,0.09381,0.16238
2019,46-65 y.,Thuringa,Yes,0.71629,270,378,0.67078,0.76180
2019,46-65 y.,Thuringa,No,0.28143,108,378,0.23604,0.32683
2019,66 and older,Schleswig-Holstein,Yes,0.89162,169,169,0.84462,0.93863
2019,66 and older,Hamburg,Yes,0.83034,93,93,0.75364,0.90704
2019,66 and older,Lower Saxony,Yes,0.91620,414,461,0.89088,0.94152
2019,66 and older,Lower Saxony,No,0.06915,47,461,0.04596,0.09233
2019,66 and older,Bremen,Yes,0.74140,34,34,0.59200,0.89079
2019,66 and older,North Rhine-Westphalia,Yes,0.91018,880,988,0.89234,0.92802
2019,66 and older,North Rhine-Westphalia,No,0.08938,108,988,0.07158,0.10718
2019,66 and older,Hesse,Yes,0.88698,260,294,0.85073,0.92324
2019,66 and older,Hesse,No,0.11281,34,294,0.07659,0.14904
2019,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.90472,272,272,0.86976,0.93968
2019,66 and older,Baden-Wuerttemberg,Yes,0.89775,496,544,0.87226,0.92323
2019,66 and older,Baden-Wuerttemberg,No,0.09705,48,544,0.07215,0.12195
2019,66 and older,Bavaria,Yes,0.88545,698,796,0.86331,0.90759
2019,66 and older,Bavaria,No,0.11014,98,796,0.08838,0.13190
2019,66 and older,Berlin,Yes,0.92971,190,190,0.89327,0.96616
2019,66 and older,Brandenburg,Yes,0.90654,249,249,0.87032,0.94277
2019,66 and older,Mecklenburg-Western Pomerania,Yes,0.95424,140,140,0.91950,0.98898
2019,66 and older,Saxony,Yes,0.85638,336,381,0.82112,0.89165
2019,66 and older,Saxony,No,0.14349,45,381,0.10824,0.17874
2019,66 and older,Saxony-Anhalt,Yes,0.88645,175,175,0.83931,0.93359
2019,66 and older,Thuringa,Yes,0.88544,192,192,0.84027,0.93061
2021,17-29 y.,Schleswig-Holstein,Yes,0.24983,39,142,0.17837,0.32128
2021,17-29 y.,Schleswig-Holstein,No,0.56155,103,142,0.47964,0.64345
2021,17-29 y.,Hamburg,No,0.32183,42,42,0.17882,0.46483
2021,17-29 y.,Lower Saxony,Yes,0.35675,117,328,0.30482,0.40867
2021,17-29 y.,Lower Saxony,No,0.57187,211,328,0.51824,0.62551
2021,17-29 y.,North Rhine-Westphalia,Yes,0.41066,284,783,0.37618,0.44514
2021,17-29 y.,North Rhine-Westphalia,No,0.50568,499,783,0.47064,0.54072
2021,17-29 y.,Hesse,Yes,0.30997,82,252,0.25276,0.36719
2021,17-29 y.,Hesse,No,0.63902,170,252,0.57961,0.69844
2021,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.21887,49,168,0.15615,0.28158
2021,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.63033,119,168,0.55712,0.70355
2021,17-29 y.,Baden-Wuerttemberg,Yes,0.29866,108,367,0.25177,0.34555
2021,17-29 y.,Baden-Wuerttemberg,No,0.65642,259,367,0.60776,0.70507
2021,17-29 y.,Bavaria,Yes,0.38710,190,468,0.34292,0.43128
2021,17-29 y.,Bavaria,No,0.55456,278,468,0.50948,0.59964
2021,17-29 y.,Berlin,Yes,0.39860,58,143,0.31807,0.47913
2021,17-29 y.,Berlin,No,0.54804,85,143,0.46618,0.62990
2021,17-29 y.,Brandenburg,Yes,0.35633,31,73,0.24570,0.46695
2021,17-29 y.,Brandenburg,No,0.60066,42,73,0.48753,0.71379
2021,17-29 y.,Saxony,Yes,0.41457,42,128,0.32889,0.50026
2021,17-29 y.,Saxony,No,0.50619,86,128,0.41924,0.59314
2021,17-29 y.,Saxony-Anhalt,No,0.45071,60,60,0.32375,0.57767
2021,17-29 y.,Thuringa,Yes,0.39936,41,86,0.29524,0.50348
2021,17-29 y.,Thuringa,No,0.48593,45,86,0.37968,0.59219
2021,30-45 y.,Schleswig-Holstein,Yes,0.52234,120,247,0.45992,0.58476
2021,30-45 y.,Schleswig-Holstein,No,0.46949,127,247,0.40713,0.53186
2021,30-45 y.,Hamburg,Yes,0.45690,45,116,0.36586,0.54795
2021,30-45 y.,Hamburg,No,0.54216,71,116,0.45110,0.63322
2021,30-45 y.,Lower Saxony,Yes,0.48696,212,485,0.44243,0.53149
2021,30-45 y.,Lower Saxony,No,0.50344,273,485,0.45890,0.54799
2021,30-45 y.,North Rhine-Westphalia,Yes,0.54687,586,1150,0.51809,0.57566
2021,30-45 y.,North Rhine-Westphalia,No,0.43318,564,1150,0.40453,0.46183
2021,30-45 y.,Hesse,Yes,0.57576,201,384,0.52626,0.62526
2021,30-45 y.,Hesse,No,0.39037,183,384,0.34151,0.43923
2021,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.47293,111,248,0.41066,0.53519
2021,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.51132,137,248,0.44898,0.57366
2021,30-45 y.,Baden-Wuerttemberg,Yes,0.47702,255,577,0.43623,0.51781
2021,30-45 y.,Baden-Wuerttemberg,No,0.51551,322,577,0.47470,0.55632
2021,30-45 y.,Bavaria,Yes,0.47384,354,703,0.43690,0.51077
2021,30-45 y.,Bavaria,No,0.49589,349,703,0.45891,0.53288
2021,30-45 y.,Berlin,Yes,0.44858,166,340,0.39563,0.50152
2021,30-45 y.,Berlin,No,0.54593,174,340,0.49293,0.59893
2021,30-45 y.,Brandenburg,Yes,0.62028,94,167,0.54645,0.69411
2021,30-45 y.,Brandenburg,No,0.37672,73,167,0.30300,0.45043
2021,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.69240,53,94,0.59860,0.78620
2021,30-45 y.,Mecklenburg-Western Pomerania,No,0.30760,41,94,0.21380,0.40140
2021,30-45 y.,Saxony,Yes,0.51570,180,349,0.46319,0.56821
2021,30-45 y.,Saxony,No,0.46968,169,349,0.41724,0.52212
2021,30-45 y.,Saxony-Anhalt,Yes,0.63477,80,149,0.55719,0.71234
2021,30-45 y.,Saxony-Anhalt,No,0.34355,69,149,0.26704,0.42006
2021,30-45 y.,Thuringa,Yes,0.34719,76,159,0.27295,0.42142
2021,30-45 y.,Thuringa,No,0.63891,83,159,0.56401,0.71380
2021,46-65 y.,Schleswig-Holstein,Yes,0.72581,200,290,0.67438,0.77724
2021,46-65 y.,Schleswig-Holstein,No,0.27402,90,290,0.22259,0.32544
2021,46-65 y.,Hamburg,Yes,0.73381,114,165,0.66617,0.80145
2021,46-65 y.,Hamburg,No,0.26268,51,165,0.19532,0.33003
2021,46-65 y.,Lower Saxony,Yes,0.73732,515,733,0.70544,0.76921
2021,46-65 y.,Lower Saxony,No,0.25509,218,733,0.22351,0.28667
2021,46-65 y.,Bremen,Yes,0.57561,33,33,0.40436,0.74686
2021,46-65 y.,North Rhine-Westphalia,Yes,0.76895,1101,1497,0.74759,0.79031
2021,46-65 y.,North Rhine-Westphalia,No,0.22371,396,1497,0.20259,0.24483
2021,46-65 y.,Hesse,Yes,0.76659,377,505,0.72966,0.80352
2021,46-65 y.,Hesse,No,0.23085,128,505,0.19406,0.26764
2021,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.73566,274,378,0.69114,0.78017
2021,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.25410,104,378,0.21015,0.29805
2021,46-65 y.,Baden-Wuerttemberg,Yes,0.75348,605,843,0.72437,0.78259
2021,46-65 y.,Baden-Wuerttemberg,No,0.23883,238,843,0.21003,0.26763
2021,46-65 y.,Bavaria,Yes,0.71762,799,1117,0.69121,0.74403
2021,46-65 y.,Bavaria,No,0.27163,318,1117,0.24553,0.29772
2021,46-65 y.,Berlin,Yes,0.72106,200,282,0.66862,0.77349
2021,46-65 y.,Berlin,No,0.27016,82,282,0.21824,0.32208
2021,46-65 y.,Brandenburg,Yes,0.72066,215,278,0.66782,0.77350
2021,46-65 y.,Brandenburg,No,0.24496,63,278,0.19432,0.29561
2021,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.84707,132,165,0.79198,0.90215
2021,46-65 y.,Mecklenburg-Western Pomerania,No,0.14357,33,165,0.08990,0.19723
2021,46-65 y.,Saxony,Yes,0.69080,298,418,0.64644,0.73516
2021,46-65 y.,Saxony,No,0.29469,120,418,0.25093,0.33845
2021,46-65 y.,Saxony-Anhalt,Yes,0.71815,184,247,0.66192,0.77437
2021,46-65 y.,Saxony-Anhalt,No,0.25405,63,247,0.19965,0.30845
2021,46-65 y.,Thuringa,Yes,0.71642,178,247,0.66009,0.77275
2021,46-65 y.,Thuringa,No,0.27964,69,247,0.22355,0.33573
2021,66 and older,Schleswig-Holstein,Yes,0.87538,126,126,0.81748,0.93328
2021,66 and older,Hamburg,Yes,0.95615,89,89,0.91336,0.99893
2021,66 and older,Lower Saxony,Yes,0.87969,296,335,0.84480,0.91458
2021,66 and older,Lower Saxony,No,0.11197,39,335,0.07815,0.14579
2021,66 and older,North Rhine-Westphalia,Yes,0.90314,604,682,0.88092,0.92535
2021,66 and older,North Rhine-Westphalia,No,0.08921,78,682,0.06780,0.11062
2021,66 and older,Hesse,Yes,0.90055,158,158,0.85373,0.94736
2021,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.96210,188,188,0.93473,0.98947
2021,66 and older,Baden-Wuerttemberg,Yes,0.91682,341,380,0.88902,0.94462
2021,66 and older,Baden-Wuerttemberg,No,0.08226,39,380,0.05460,0.10993
2021,66 and older,Bavaria,Yes,0.90155,506,564,0.87694,0.92616
2021,66 and older,Bavaria,No,0.08592,58,564,0.06277,0.10907
2021,66 and older,Berlin,Yes,0.89157,122,122,0.83616,0.94697
2021,66 and older,Brandenburg,Yes,0.87524,164,164,0.82451,0.92597
2021,66 and older,Mecklenburg-Western Pomerania,Yes,0.93006,94,94,0.87823,0.98190
2021,66 and older,Saxony,Yes,0.86763,230,265,0.82675,0.90851
2021,66 and older,Saxony,No,0.12715,35,265,0.08696,0.16734
2021,66 and older,Saxony-Anhalt,Yes,0.89777,104,104,0.83927,0.95628
2021,66 and older,Thuringa,Yes,0.82717,118,118,0.75865,0.89568
