year,age_gr,quintil_oecd,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,30-45 y.,3rd Quintile,Earn money,0.03427,35,105,-0.00070,0.06923
1996,30-45 y.,3rd Quintile,Both equally,0.08462,70,105,0.03113,0.13812
1996,30-45 y.,4th Quintile,Both equally,0.05888,54,54,-0.00450,0.12225
1996,30-45 y.,5th Quintile,Both equally,0.03592,32,32,-0.02959,0.10143
1996,46-65 y.,1st Quintile,Earn money,0.10248,69,104,0.04391,0.16105
1996,46-65 y.,1st Quintile,Both equally,0.05851,35,104,0.01318,0.10383
1996,46-65 y.,2nd Quintile,Earn money,0.04140,31,31,-0.02989,0.11269
1996,46-65 y.,3rd Quintile,Earn money,0.03644,35,69,-0.00810,0.08097
1996,46-65 y.,3rd Quintile,Both equally,0.04710,34,69,-0.00325,0.09746
1996,46-65 y.,4th Quintile,Both equally,0.03003,33,33,-0.02910,0.08916
1997,17-29 y.,1st Quintile,Earn money,0.21608,140,294,0.16895,0.26320
1997,17-29 y.,1st Quintile,Both equally,0.23527,154,294,0.18670,0.28383
1997,17-29 y.,2nd Quintile,Earn money,0.16423,112,241,0.11736,0.21110
1997,17-29 y.,2nd Quintile,Both equally,0.17946,129,241,0.13091,0.22801
1997,17-29 y.,3rd Quintile,Earn money,0.08251,58,175,0.04163,0.12339
1997,17-29 y.,3rd Quintile,Both equally,0.21812,117,175,0.15676,0.27948
1997,17-29 y.,4th Quintile,Earn money,0.08139,54,150,0.03749,0.12530
1997,17-29 y.,4th Quintile,Both equally,0.14863,96,150,0.09151,0.20575
1997,17-29 y.,5th Quintile,Both equally,0.19392,70,70,0.10063,0.28720
1997,30-45 y.,1st Quintile,Earn money,0.15827,133,263,0.11407,0.20246
1997,30-45 y.,1st Quintile,Both equally,0.17541,130,263,0.12936,0.22147
1997,30-45 y.,2nd Quintile,Earn money,0.07863,77,183,0.03952,0.11773
1997,30-45 y.,2nd Quintile,Both equally,0.11916,106,183,0.07209,0.16623
1997,30-45 y.,3rd Quintile,Earn money,0.04338,37,127,0.00781,0.07895
1997,30-45 y.,3rd Quintile,Both equally,0.10882,90,127,0.05444,0.16320
1997,30-45 y.,4th Quintile,Both equally,0.05373,57,57,-0.00533,0.11280
1997,30-45 y.,5th Quintile,Both equally,0.04164,42,42,-0.01951,0.10278
1997,46-65 y.,1st Quintile,Earn money,0.07773,56,95,0.02360,0.13186
1997,46-65 y.,1st Quintile,Both equally,0.09958,39,95,0.03905,0.16011
1997,46-65 y.,2nd Quintile,Earn money,0.05376,44,81,0.00433,0.10318
1997,46-65 y.,2nd Quintile,Both equally,0.06283,37,81,0.00966,0.11600
1997,46-65 y.,3rd Quintile,Earn money,0.03662,32,72,-0.00707,0.08032
1997,46-65 y.,3rd Quintile,Both equally,0.05564,40,72,0.00232,0.10896
1997,46-65 y.,4th Quintile,Both equally,0.02854,35,35,-0.02743,0.08452
1998,17-29 y.,1st Quintile,Earn money,0.21067,140,296,0.16413,0.25720
1998,17-29 y.,1st Quintile,Both equally,0.20231,156,296,0.15646,0.24815
1998,17-29 y.,2nd Quintile,Earn money,0.13595,95,220,0.09056,0.18135
1998,17-29 y.,2nd Quintile,Both equally,0.20086,125,220,0.14780,0.25392
1998,17-29 y.,3rd Quintile,Earn money,0.09405,52,158,0.04839,0.13971
1998,17-29 y.,3rd Quintile,Both equally,0.19584,106,158,0.13376,0.25792
1998,17-29 y.,4th Quintile,Earn money,0.08093,48,123,0.03254,0.12933
1998,17-29 y.,4th Quintile,Both equally,0.13539,75,123,0.07467,0.19610
1998,17-29 y.,5th Quintile,Both equally,0.19707,69,69,0.10253,0.29162
1998,30-45 y.,1st Quintile,Earn money,0.19038,140,243,0.14092,0.23985
1998,30-45 y.,1st Quintile,Both equally,0.15712,103,243,0.11127,0.20297
1998,30-45 y.,2nd Quintile,Earn money,0.07446,79,181,0.03611,0.11281
1998,30-45 y.,2nd Quintile,Both equally,0.11640,102,181,0.06955,0.16326
1998,30-45 y.,3rd Quintile,Earn money,0.04561,39,109,0.00626,0.08496
1998,30-45 y.,3rd Quintile,Both equally,0.06813,70,109,0.02061,0.11565
1998,30-45 y.,4th Quintile,Both equally,0.05755,53,53,-0.00575,0.12085
1998,30-45 y.,5th Quintile,Both equally,0.04262,31,31,-0.02967,0.11490
1998,46-65 y.,1st Quintile,Earn money,0.11106,55,103,0.05008,0.17204
1998,46-65 y.,1st Quintile,Both equally,0.08824,48,103,0.03319,0.14329
1998,46-65 y.,3rd Quintile,Earn money,0.03128,33,70,-0.00979,0.07236
1998,46-65 y.,3rd Quintile,Both equally,0.04828,37,70,-0.00230,0.09886
1999,17-29 y.,1st Quintile,Earn money,0.17902,131,316,0.13668,0.22135
1999,17-29 y.,1st Quintile,Both equally,0.25735,185,316,0.20907,0.30563
1999,17-29 y.,2nd Quintile,Earn money,0.14990,97,219,0.10251,0.19729
1999,17-29 y.,2nd Quintile,Both equally,0.18290,122,219,0.13159,0.23422
1999,17-29 y.,3rd Quintile,Earn money,0.09496,70,162,0.04967,0.14024
1999,17-29 y.,3rd Quintile,Both equally,0.15767,92,162,0.10137,0.21396
1999,17-29 y.,4th Quintile,Earn money,0.06591,38,104,0.01799,0.11383
1999,17-29 y.,4th Quintile,Both equally,0.10977,66,104,0.04940,0.17014
1999,17-29 y.,5th Quintile,Earn money,0.09177,35,106,0.03655,0.14699
1999,17-29 y.,5th Quintile,Both equally,0.19212,71,106,0.11676,0.26748
1999,30-45 y.,1st Quintile,Earn money,0.14606,131,254,0.10254,0.18958
1999,30-45 y.,1st Quintile,Both equally,0.14594,123,254,0.10244,0.18944
1999,30-45 y.,2nd Quintile,Earn money,0.06109,64,168,0.02477,0.09742
1999,30-45 y.,2nd Quintile,Both equally,0.10608,104,168,0.05938,0.15279
1999,30-45 y.,3rd Quintile,Earn money,0.05724,42,120,0.01550,0.09897
1999,30-45 y.,3rd Quintile,Both equally,0.07886,78,120,0.03044,0.12729
1999,30-45 y.,4th Quintile,Both equally,0.04997,56,56,-0.00761,0.10755
1999,46-65 y.,1st Quintile,Earn money,0.06246,41,82,0.00976,0.11515
1999,46-65 y.,1st Quintile,Both equally,0.07374,41,82,0.01683,0.13066
1999,46-65 y.,2nd Quintile,Both equally,0.05028,34,34,-0.02428,0.12484
1999,46-65 y.,3rd Quintile,Both equally,0.04052,38,38,-0.02301,0.10405
1999,46-65 y.,4th Quintile,Both equally,0.02819,32,32,-0.03008,0.08646
2000,17-29 y.,1st Quintile,Earn money,0.18300,132,309,0.13982,0.22619
2000,17-29 y.,1st Quintile,Both equally,0.27318,177,309,0.22342,0.32295
2000,17-29 y.,2nd Quintile,Earn money,0.14448,101,221,0.09802,0.19094
2000,17-29 y.,2nd Quintile,Both equally,0.17864,120,221,0.12802,0.22926
2000,17-29 y.,3rd Quintile,Earn money,0.09962,64,164,0.05364,0.14560
2000,17-29 y.,3rd Quintile,Both equally,0.17539,100,164,0.11700,0.23377
2000,17-29 y.,4th Quintile,Earn money,0.09034,45,116,0.03795,0.14274
2000,17-29 y.,4th Quintile,Both equally,0.11748,71,116,0.05863,0.17633
2000,17-29 y.,5th Quintile,Earn money,0.10539,32,107,0.04693,0.16384
2000,17-29 y.,5th Quintile,Both equally,0.19766,75,107,0.12185,0.27348
2000,30-45 y.,1st Quintile,Earn money,0.16324,136,248,0.11715,0.20933
2000,30-45 y.,1st Quintile,Both equally,0.14643,112,248,0.10234,0.19052
2000,30-45 y.,2nd Quintile,Earn money,0.06088,67,175,0.02535,0.09641
2000,30-45 y.,2nd Quintile,Both equally,0.11586,108,175,0.06830,0.16341
2000,30-45 y.,3rd Quintile,Earn money,0.03236,35,110,-0.00086,0.06558
2000,30-45 y.,3rd Quintile,Both equally,0.07569,75,110,0.02603,0.12535
2000,30-45 y.,4th Quintile,Both equally,0.04162,41,41,-0.02027,0.10351
2000,30-45 y.,5th Quintile,Both equally,0.03715,34,34,-0.02738,0.10168
2000,46-65 y.,1st Quintile,Earn money,0.05575,39,79,0.00483,0.10667
2000,46-65 y.,1st Quintile,Both equally,0.06435,40,79,0.00990,0.11881
2000,46-65 y.,3rd Quintile,Both equally,0.03371,33,33,-0.02882,0.09625
2001,17-29 y.,1st Quintile,Earn money,0.20351,196,414,0.16468,0.24234
2001,17-29 y.,1st Quintile,Both equally,0.18866,218,414,0.15093,0.22639
2001,17-29 y.,2nd Quintile,Earn money,0.13432,127,318,0.09678,0.17186
2001,17-29 y.,2nd Quintile,Both equally,0.18436,191,318,0.14167,0.22704
2001,17-29 y.,3rd Quintile,Earn money,0.11065,93,248,0.07153,0.14977
2001,17-29 y.,3rd Quintile,Both equally,0.16586,155,248,0.11947,0.21225
2001,17-29 y.,4th Quintile,Earn money,0.09731,77,211,0.05722,0.13739
2001,17-29 y.,4th Quintile,Both equally,0.14687,134,211,0.09899,0.19474
2001,17-29 y.,5th Quintile,Earn money,0.07171,41,160,0.03160,0.11181
2001,17-29 y.,5th Quintile,Both equally,0.18969,119,160,0.12875,0.25063
2001,30-45 y.,1st Quintile,Earn money,0.14095,187,372,0.10554,0.17636
2001,30-45 y.,1st Quintile,Both equally,0.15490,185,372,0.11808,0.19171
2001,30-45 y.,2nd Quintile,Earn money,0.06885,98,254,0.03765,0.10005
2001,30-45 y.,2nd Quintile,Both equally,0.09671,156,254,0.06029,0.13313
2001,30-45 y.,3rd Quintile,Earn money,0.04395,69,189,0.01465,0.07326
2001,30-45 y.,3rd Quintile,Both equally,0.07013,120,189,0.03362,0.10663
2001,30-45 y.,4th Quintile,Both equally,0.05292,87,87,0.00560,0.10023
2001,30-45 y.,5th Quintile,Both equally,0.04590,68,68,-0.00421,0.09601
2001,46-65 y.,1st Quintile,Earn money,0.09982,93,181,0.05603,0.14361
2001,46-65 y.,1st Quintile,Both equally,0.09565,88,181,0.05269,0.13862
2001,46-65 y.,2nd Quintile,Earn money,0.03586,48,88,-0.00321,0.07493
2001,46-65 y.,2nd Quintile,Both equally,0.03319,40,88,-0.00445,0.07083
2001,46-65 y.,3rd Quintile,Earn money,0.01914,33,85,-0.01016,0.04844
2001,46-65 y.,3rd Quintile,Both equally,0.03589,52,85,-0.00389,0.07567
2001,46-65 y.,4th Quintile,Both equally,0.02392,40,40,-0.02404,0.07188
2001,46-65 y.,5th Quintile,Both equally,0.02256,41,41,-0.02346,0.06858
2003,17-29 y.,1st Quintile,Earn money,0.22505,182,375,0.18273,0.26737
2003,17-29 y.,1st Quintile,Both equally,0.22527,193,375,0.18293,0.26761
2003,17-29 y.,2nd Quintile,Earn money,0.13171,118,281,0.09210,0.17132
2003,17-29 y.,2nd Quintile,Both equally,0.18001,163,281,0.13501,0.22501
2003,17-29 y.,3rd Quintile,Earn money,0.11387,90,234,0.07309,0.15466
2003,17-29 y.,3rd Quintile,Both equally,0.15687,144,234,0.11017,0.20357
2003,17-29 y.,4th Quintile,Earn money,0.09830,90,221,0.05896,0.13765
2003,17-29 y.,4th Quintile,Both equally,0.12960,131,221,0.08522,0.17399
2003,17-29 y.,5th Quintile,Earn money,0.10083,102,284,0.06574,0.13591
2003,17-29 y.,5th Quintile,Both equally,0.21194,182,284,0.16432,0.25956
2003,30-45 y.,1st Quintile,Earn money,0.21488,203,349,0.17172,0.25803
2003,30-45 y.,1st Quintile,Both equally,0.15945,146,349,0.12098,0.19791
2003,30-45 y.,2nd Quintile,Earn money,0.09947,126,238,0.06137,0.13758
2003,30-45 y.,2nd Quintile,Both equally,0.09657,112,238,0.05896,0.13417
2003,30-45 y.,3rd Quintile,Earn money,0.04014,57,170,0.01055,0.06974
2003,30-45 y.,3rd Quintile,Both equally,0.07572,113,170,0.03584,0.11561
2003,30-45 y.,4th Quintile,Earn money,0.02856,44,133,0.00014,0.05697
2003,30-45 y.,4th Quintile,Both equally,0.05771,89,133,0.01793,0.09749
2003,30-45 y.,5th Quintile,Both equally,0.04424,88,88,0.00103,0.08745
2003,46-65 y.,1st Quintile,Earn money,0.12577,110,201,0.07981,0.17172
2003,46-65 y.,1st Quintile,Both equally,0.11170,91,201,0.06804,0.15535
2003,46-65 y.,2nd Quintile,Earn money,0.04909,48,96,0.00564,0.09254
2003,46-65 y.,2nd Quintile,Both equally,0.04854,48,96,0.00533,0.09176
2003,46-65 y.,3rd Quintile,Earn money,0.02443,35,90,-0.00764,0.05651
2003,46-65 y.,3rd Quintile,Both equally,0.03942,55,90,-0.00101,0.07985
2003,46-65 y.,4th Quintile,Earn money,0.01759,37,76,-0.01216,0.04734
2003,46-65 y.,4th Quintile,Both equally,0.02128,39,76,-0.01138,0.05394
2003,46-65 y.,5th Quintile,Both equally,0.01697,58,58,-0.01656,0.05050
2005,17-29 y.,1st Quintile,Earn money,0.15060,150,377,0.11445,0.18675
2005,17-29 y.,1st Quintile,Both equally,0.25111,227,377,0.20727,0.29494
2005,17-29 y.,2nd Quintile,Earn money,0.14599,101,258,0.10282,0.18916
2005,17-29 y.,2nd Quintile,Both equally,0.19300,157,258,0.14475,0.24125
2005,17-29 y.,3rd Quintile,Earn money,0.10271,83,189,0.05931,0.14610
2005,17-29 y.,3rd Quintile,Both equally,0.13855,106,189,0.08916,0.18793
2005,17-29 y.,4th Quintile,Earn money,0.07845,66,171,0.03803,0.11887
2005,17-29 y.,4th Quintile,Both equally,0.12172,105,171,0.07257,0.17087
2005,17-29 y.,5th Quintile,Earn money,0.07073,66,208,0.03581,0.10566
2005,17-29 y.,5th Quintile,Both equally,0.14414,142,208,0.09629,0.19199
2005,30-45 y.,1st Quintile,Earn money,0.18392,166,306,0.14044,0.22740
2005,30-45 y.,1st Quintile,Both equally,0.16333,140,306,0.12184,0.20482
2005,30-45 y.,2nd Quintile,Earn money,0.06422,80,171,0.02737,0.10107
2005,30-45 y.,2nd Quintile,Both equally,0.08362,91,171,0.04201,0.12523
2005,30-45 y.,3rd Quintile,Earn money,0.04576,48,128,0.00941,0.08210
2005,30-45 y.,3rd Quintile,Both equally,0.07579,80,128,0.02976,0.12182
2005,30-45 y.,4th Quintile,Both equally,0.04151,63,63,-0.00814,0.09117
2005,30-45 y.,5th Quintile,Both equally,0.03189,59,59,-0.01333,0.07710
2005,46-65 y.,1st Quintile,Earn money,0.13126,101,189,0.08299,0.17953
2005,46-65 y.,1st Quintile,Both equally,0.12779,88,189,0.08007,0.17552
2005,46-65 y.,2nd Quintile,Earn money,0.04600,50,108,0.00631,0.08569
2005,46-65 y.,2nd Quintile,Both equally,0.05161,58,108,0.00969,0.09353
2005,46-65 y.,3rd Quintile,Earn money,0.02677,32,66,-0.01247,0.06602
2005,46-65 y.,3rd Quintile,Both equally,0.02454,34,66,-0.01307,0.06216
2005,46-65 y.,4th Quintile,Both equally,0.03500,42,42,-0.02126,0.09125
2005,46-65 y.,5th Quintile,Both equally,0.01270,42,42,-0.02158,0.04697
2007,17-29 y.,1st Quintile,Earn money,0.18767,163,368,0.14773,0.22762
2007,17-29 y.,1st Quintile,Both equally,0.22596,205,368,0.18317,0.26875
2007,17-29 y.,2nd Quintile,Earn money,0.13399,100,231,0.08997,0.17801
2007,17-29 y.,2nd Quintile,Both equally,0.17548,131,231,0.12632,0.22464
2007,17-29 y.,3rd Quintile,Earn money,0.06266,58,176,0.02675,0.09857
2007,17-29 y.,3rd Quintile,Both equally,0.14365,118,176,0.09169,0.19562
2007,17-29 y.,4th Quintile,Earn money,0.07772,74,190,0.03955,0.11589
2007,17-29 y.,4th Quintile,Both equally,0.11786,116,190,0.07189,0.16383
2007,17-29 y.,5th Quintile,Earn money,0.07140,69,216,0.03698,0.10581
2007,17-29 y.,5th Quintile,Both equally,0.19234,147,216,0.13966,0.24503
2007,30-45 y.,1st Quintile,Earn money,0.16595,131,292,0.12321,0.20870
2007,30-45 y.,1st Quintile,Both equally,0.21591,161,292,0.16863,0.26318
2007,30-45 y.,2nd Quintile,Earn money,0.08498,81,163,0.04204,0.12792
2007,30-45 y.,2nd Quintile,Both equally,0.07379,82,163,0.03353,0.11405
2007,30-45 y.,3rd Quintile,Earn money,0.03106,36,116,-0.00065,0.06277
2007,30-45 y.,3rd Quintile,Both equally,0.06603,80,116,0.02064,0.11142
2007,30-45 y.,4th Quintile,Both equally,0.05165,67,67,-0.00175,0.10504
2007,30-45 y.,5th Quintile,Both equally,0.01949,51,51,-0.01883,0.05780
2007,46-65 y.,1st Quintile,Earn money,0.13228,111,216,0.08699,0.17756
2007,46-65 y.,1st Quintile,Both equally,0.12698,105,216,0.08247,0.17148
2007,46-65 y.,2nd Quintile,Earn money,0.04542,43,99,0.00419,0.08664
2007,46-65 y.,2nd Quintile,Both equally,0.06009,56,99,0.01303,0.10714
2007,46-65 y.,3rd Quintile,Both equally,0.03553,38,38,-0.02412,0.09518
2007,46-65 y.,4th Quintile,Both equally,0.03235,50,50,-0.01719,0.08189
2007,46-65 y.,5th Quintile,Both equally,0.01668,43,43,-0.02205,0.05541
2009,17-29 y.,1st Quintile,Earn money,0.20598,145,309,0.16082,0.25115
2009,17-29 y.,1st Quintile,Both equally,0.18936,164,309,0.14560,0.23312
2009,17-29 y.,2nd Quintile,Earn money,0.10395,74,179,0.05911,0.14879
2009,17-29 y.,2nd Quintile,Both equally,0.17932,105,179,0.12297,0.23568
2009,17-29 y.,3rd Quintile,Earn money,0.09417,67,154,0.04789,0.14045
2009,17-29 y.,3rd Quintile,Both equally,0.11669,87,154,0.06582,0.16757
2009,17-29 y.,4th Quintile,Earn money,0.07819,62,153,0.03551,0.12087
2009,17-29 y.,4th Quintile,Both equally,0.10790,91,153,0.05858,0.15722
2009,17-29 y.,5th Quintile,Earn money,0.07816,52,157,0.03604,0.12028
2009,17-29 y.,5th Quintile,Both equally,0.16523,105,157,0.10695,0.22351
2009,30-45 y.,1st Quintile,Earn money,0.16311,109,205,0.11241,0.21381
2009,30-45 y.,1st Quintile,Both equally,0.13709,96,205,0.08989,0.18429
2009,30-45 y.,2nd Quintile,Earn money,0.06340,60,121,0.01980,0.10701
2009,30-45 y.,2nd Quintile,Both equally,0.06572,61,121,0.02139,0.11006
2009,30-45 y.,3rd Quintile,Earn money,0.04365,43,95,0.00235,0.08496
2009,30-45 y.,3rd Quintile,Both equally,0.04927,52,95,0.00552,0.09302
2009,30-45 y.,4th Quintile,Earn money,0.03689,32,80,-0.00468,0.07846
2009,30-45 y.,4th Quintile,Both equally,0.04260,48,80,-0.00193,0.08714
2009,30-45 y.,5th Quintile,Both equally,0.02499,36,36,-0.02672,0.07670
2009,46-65 y.,1st Quintile,Earn money,0.14079,110,193,0.09159,0.18999
2009,46-65 y.,1st Quintile,Both equally,0.10407,83,193,0.06088,0.14727
2009,46-65 y.,2nd Quintile,Earn money,0.04508,35,78,-0.00126,0.09143
2009,46-65 y.,2nd Quintile,Both equally,0.06705,43,78,0.01118,0.12291
2009,46-65 y.,3rd Quintile,Both equally,0.03413,37,37,-0.02518,0.09345
2009,46-65 y.,5th Quintile,Both equally,0.01504,32,32,-0.02781,0.05788
2011,17-29 y.,1st Quintile,Earn money,0.11937,95,224,0.07682,0.16193
2011,17-29 y.,1st Quintile,Both equally,0.15187,129,224,0.10477,0.19898
2011,17-29 y.,2nd Quintile,Earn money,0.05491,39,128,0.01529,0.09453
2011,17-29 y.,2nd Quintile,Both equally,0.12267,89,128,0.06561,0.17972
2011,17-29 y.,3rd Quintile,Earn money,0.06494,34,116,0.01990,0.10998
2011,17-29 y.,3rd Quintile,Both equally,0.11130,82,116,0.05382,0.16878
2011,17-29 y.,4th Quintile,Earn money,0.07803,46,117,0.02922,0.12684
2011,17-29 y.,4th Quintile,Both equally,0.10028,71,117,0.04562,0.15494
2011,17-29 y.,5th Quintile,Earn money,0.07430,47,125,0.02814,0.12046
2011,17-29 y.,5th Quintile,Both equally,0.12709,78,125,0.06846,0.18571
2011,30-45 y.,1st Quintile,Earn money,0.07234,63,152,0.03102,0.11365
2011,30-45 y.,1st Quintile,Both equally,0.06653,89,152,0.02678,0.10628
2011,30-45 y.,2nd Quintile,Earn money,0.03529,44,86,-0.00394,0.07451
2011,30-45 y.,2nd Quintile,Both equally,0.03755,42,86,-0.00286,0.07797
2011,30-45 y.,3rd Quintile,Earn money,0.05116,32,81,0.00288,0.09945
2011,30-45 y.,3rd Quintile,Both equally,0.03369,49,81,-0.00585,0.07323
2011,30-45 y.,4th Quintile,Both equally,0.02259,39,39,-0.02466,0.06984
2011,46-65 y.,1st Quintile,Earn money,0.10334,91,174,0.05798,0.14870
2011,46-65 y.,1st Quintile,Both equally,0.10207,83,174,0.05696,0.14718
2011,46-65 y.,2nd Quintile,Earn money,0.04759,33,71,-0.00229,0.09746
2011,46-65 y.,2nd Quintile,Both equally,0.04555,38,71,-0.00329,0.09440
2011,46-65 y.,5th Quintile,Both equally,0.01263,35,35,-0.02491,0.05018
2013,17-29 y.,1st Quintile,Earn money,0.10476,127,281,0.06889,0.14064
2013,17-29 y.,1st Quintile,Both equally,0.15543,154,281,0.11300,0.19787
2013,17-29 y.,2nd Quintile,Earn money,0.09082,55,132,0.04161,0.14003
2013,17-29 y.,2nd Quintile,Both equally,0.10764,77,132,0.05457,0.16072
2013,17-29 y.,3rd Quintile,Earn money,0.08877,50,137,0.04097,0.13657
2013,17-29 y.,3rd Quintile,Both equally,0.12500,87,137,0.06942,0.18058
2013,17-29 y.,4th Quintile,Earn money,0.07113,44,115,0.02394,0.11831
2013,17-29 y.,4th Quintile,Both equally,0.11098,71,115,0.05332,0.16864
2013,17-29 y.,5th Quintile,Earn money,0.07390,57,129,0.02858,0.11922
2013,17-29 y.,5th Quintile,Both equally,0.12631,72,129,0.06876,0.18386
2013,30-45 y.,1st Quintile,Earn money,0.12467,108,217,0.08062,0.16873
2013,30-45 y.,1st Quintile,Both equally,0.09447,109,217,0.05547,0.13348
2013,30-45 y.,2nd Quintile,Earn money,0.03950,48,109,0.00276,0.07624
2013,30-45 y.,2nd Quintile,Both equally,0.06073,61,109,0.01568,0.10577
2013,30-45 y.,3rd Quintile,Both equally,0.04178,44,44,-0.01802,0.10159
2013,30-45 y.,4th Quintile,Both equally,0.03736,43,43,-0.02000,0.09471
2013,30-45 y.,5th Quintile,Both equally,0.02678,37,37,-0.02596,0.07952
2013,46-65 y.,1st Quintile,Earn money,0.12618,133,242,0.08426,0.16811
2013,46-65 y.,1st Quintile,Both equally,0.09257,109,242,0.05598,0.12917
2013,46-65 y.,2nd Quintile,Earn money,0.03984,37,82,-0.00275,0.08244
2013,46-65 y.,2nd Quintile,Both equally,0.04531,45,82,0.00001,0.09060
2013,46-65 y.,3rd Quintile,Earn money,0.02919,34,74,-0.00943,0.06780
2013,46-65 y.,3rd Quintile,Both equally,0.02011,40,74,-0.01209,0.05231
