year,quintil_oecd,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,3rd Quintile,Earn money,0.02380,122,360,0.00803,0.03956
2007,3rd Quintile,Both equally,0.04709,238,360,0.02518,0.06900
2007,4th Quintile,Earn money,0.01937,122,358,0.00507,0.03366
2007,4th Quintile,Both equally,0.03856,236,358,0.01859,0.05854
2007,5th Quintile,Earn money,0.01426,105,386,0.00241,0.02610
2007,5th Quintile,Other reasons,0.00609,37,386,-0.00168,0.01386
2007,5th Quintile,Both equally,0.03044,244,386,0.01328,0.04760
2009,1st Quintile,Earn money,0.10610,364,708,0.08340,0.12880
2009,1st Quintile,Both equally,0.08979,344,708,0.06871,0.11086
2009,2nd Quintile,Earn money,0.03775,169,379,0.01853,0.05696
2009,2nd Quintile,Both equally,0.05389,210,379,0.03113,0.07665
2009,3rd Quintile,Earn money,0.03233,137,315,0.01277,0.05190
2009,3rd Quintile,Both equally,0.03885,178,315,0.01747,0.06022
2009,4th Quintile,Earn money,0.02404,116,284,0.00620,0.04189
2009,4th Quintile,Both equally,0.03139,168,284,0.01107,0.05170
2009,5th Quintile,Earn money,0.01430,91,270,0.00011,0.02848
2009,5th Quintile,Both equally,0.02953,179,270,0.00930,0.04976
2011,1st Quintile,Earn money,0.06008,251,554,0.04028,0.07989
2011,1st Quintile,Both equally,0.06465,303,554,0.04415,0.08514
2011,2nd Quintile,Earn money,0.02537,116,287,0.00715,0.04360
2011,2nd Quintile,Both equally,0.03536,171,287,0.01396,0.05677
2011,3rd Quintile,Earn money,0.02810,96,254,0.00774,0.04847
2011,3rd Quintile,Both equally,0.02928,158,254,0.00851,0.05006
2011,4th Quintile,Earn money,0.01690,85,221,-0.00013,0.03394
2011,4th Quintile,Both equally,0.02366,136,221,0.00358,0.04374
2011,5th Quintile,Earn money,0.01042,75,214,-0.00322,0.02405
2011,5th Quintile,Both equally,0.01917,139,214,0.00075,0.03758
2013,1st Quintile,Earn money,0.07276,372,781,0.05453,0.09099
2013,1st Quintile,Other reasons,0.00850,32,781,0.00206,0.01495
2013,1st Quintile,Both equally,0.06868,377,781,0.05093,0.08643
2013,2nd Quintile,Earn money,0.02986,142,327,0.01138,0.04833
2013,2nd Quintile,Both equally,0.03668,185,327,0.01628,0.05709
2013,3rd Quintile,Earn money,0.02603,114,288,0.00761,0.04445
2013,3rd Quintile,Both equally,0.03111,174,288,0.01102,0.05120
2013,4th Quintile,Earn money,0.01469,76,257,-0.00005,0.02943
2013,4th Quintile,Other reasons,0.00498,33,257,-0.00364,0.01359
2013,4th Quintile,Both equally,0.02773,148,257,0.00761,0.04784
2013,5th Quintile,Earn money,0.01179,83,272,-0.00106,0.02464
2013,5th Quintile,Other reasons,0.00949,43,272,-0.00205,0.02103
2013,5th Quintile,Both equally,0.02169,146,272,0.00435,0.03904
2017,1st Quintile,Earn money,0.07891,584,1400,0.06478,0.09304
2017,1st Quintile,Other reasons,0.01151,91,1400,0.00592,0.01710
2017,1st Quintile,Both equally,0.10469,725,1400,0.08865,0.12073
2017,2nd Quintile,Earn money,0.03284,236,590,0.01844,0.04723
2017,2nd Quintile,Other reasons,0.00425,36,590,-0.00100,0.00951
2017,2nd Quintile,Both equally,0.04677,318,590,0.02971,0.06382
2017,3rd Quintile,Earn money,0.02316,130,376,0.00794,0.03839
2017,3rd Quintile,Other reasons,0.00719,41,376,-0.00136,0.01575
2017,3rd Quintile,Both equally,0.03063,205,376,0.01319,0.04808
2017,4th Quintile,Earn money,0.01840,117,327,0.00381,0.03299
2017,4th Quintile,Other reasons,0.00494,35,327,-0.00267,0.01255
2017,4th Quintile,Both equally,0.03065,175,327,0.01194,0.04936
2017,5th Quintile,Earn money,0.01285,67,253,-0.00106,0.02676
2017,5th Quintile,Other reasons,0.00597,35,253,-0.00354,0.01548
2017,5th Quintile,Both equally,0.02773,151,253,0.00746,0.04800
