year,age_gr,bula_h,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,30-45 y.,North Rhine-Westphalia,Both equally,0.08157,79,146,0.03702,0.12612
1995,30-45 y.,Baden-Wuerttemberg,Earn money,0.04823,37,80,0.00098,0.09548
1995,30-45 y.,Baden-Wuerttemberg,Both equally,0.09243,43,80,0.02856,0.15629
1995,30-45 y.,Bavaria,Both equally,0.07960,50,50,0.00381,0.15538
1995,46-65 y.,Saxony,Both equally,0.09566,34,34,-0.00469,0.19602
1996,17-29 y.,Lower Saxony,Both equally,0.19168,49,49,0.08032,0.30303
1996,17-29 y.,North Rhine-Westphalia,Earn money,0.12135,73,210,0.07708,0.16562
1996,17-29 y.,North Rhine-Westphalia,Both equally,0.21334,137,210,0.15780,0.26888
1996,17-29 y.,Hesse,Both equally,0.17189,39,39,0.05193,0.29184
1996,17-29 y.,Baden-Wuerttemberg,Earn money,0.12912,65,145,0.07435,0.18390
1996,17-29 y.,Baden-Wuerttemberg,Both equally,0.20872,80,145,0.14234,0.27509
1996,17-29 y.,Bavaria,Earn money,0.11673,45,120,0.05904,0.17442
1996,17-29 y.,Bavaria,Both equally,0.18097,75,120,0.11180,0.25014
1996,17-29 y.,Saxony,Both equally,0.18370,40,40,0.06217,0.30524
1996,30-45 y.,Lower Saxony,Both equally,0.09778,37,37,0.00076,0.19481
1996,30-45 y.,North Rhine-Westphalia,Earn money,0.05795,52,130,0.01763,0.09827
1996,30-45 y.,North Rhine-Westphalia,Both equally,0.07886,78,130,0.03235,0.12537
1996,30-45 y.,Baden-Wuerttemberg,Earn money,0.06104,41,92,0.01185,0.11023
1996,30-45 y.,Baden-Wuerttemberg,Both equally,0.08690,51,92,0.02902,0.14478
1996,30-45 y.,Bavaria,Earn money,0.05435,33,76,0.00304,0.10566
1996,30-45 y.,Bavaria,Both equally,0.07505,43,76,0.01542,0.13468
1996,30-45 y.,Saxony,Both equally,0.11727,36,36,0.01068,0.22387
1997,17-29 y.,Lower Saxony,Both equally,0.20677,50,50,0.09338,0.32017
1997,17-29 y.,North Rhine-Westphalia,Earn money,0.12248,74,193,0.07611,0.16886
1997,17-29 y.,North Rhine-Westphalia,Both equally,0.20257,119,193,0.14572,0.25942
1997,17-29 y.,Hesse,Both equally,0.18073,34,34,0.04944,0.31202
1997,17-29 y.,Baden-Wuerttemberg,Earn money,0.09962,52,139,0.04965,0.14959
1997,17-29 y.,Baden-Wuerttemberg,Both equally,0.23027,87,139,0.16003,0.30052
1997,17-29 y.,Bavaria,Earn money,0.12790,56,119,0.06764,0.18816
1997,17-29 y.,Bavaria,Both equally,0.18366,63,119,0.11379,0.25352
1997,17-29 y.,Saxony,Earn money,0.17734,41,83,0.09467,0.26001
1997,17-29 y.,Saxony,Both equally,0.20186,42,83,0.11498,0.28873
1997,17-29 y.,Saxony-Anhalt,Both equally,0.17570,32,32,0.04173,0.30967
1997,17-29 y.,Thuringa,Both equally,0.21979,37,37,0.08452,0.35507
1997,30-45 y.,Lower Saxony,Both equally,0.09309,34,34,-0.00605,0.19222
1997,30-45 y.,North Rhine-Westphalia,Earn money,0.03828,38,138,0.00615,0.07041
1997,30-45 y.,North Rhine-Westphalia,Both equally,0.10077,100,138,0.05036,0.15117
1997,30-45 y.,Baden-Wuerttemberg,Earn money,0.04348,40,99,0.00310,0.08385
1997,30-45 y.,Baden-Wuerttemberg,Both equally,0.11306,59,99,0.05036,0.17575
1997,30-45 y.,Bavaria,Earn money,0.07961,42,95,0.02489,0.13434
1997,30-45 y.,Bavaria,Both equally,0.09664,53,95,0.03691,0.15637
1997,46-65 y.,Baden-Wuerttemberg,Earn money,0.04159,36,36,-0.02455,0.10774
1998,17-29 y.,Lower Saxony,Both equally,0.15008,43,43,0.04206,0.25809
1998,17-29 y.,North Rhine-Westphalia,Earn money,0.13357,81,219,0.08841,0.17873
1998,17-29 y.,North Rhine-Westphalia,Both equally,0.20614,138,219,0.15244,0.25984
1998,17-29 y.,Hesse,Both equally,0.18888,38,38,0.06275,0.31500
1998,17-29 y.,Baden-Wuerttemberg,Earn money,0.10711,53,120,0.05155,0.16268
1998,17-29 y.,Baden-Wuerttemberg,Both equally,0.15211,67,120,0.08758,0.21663
1998,17-29 y.,Bavaria,Earn money,0.14843,55,132,0.08754,0.20931
1998,17-29 y.,Bavaria,Both equally,0.21339,77,132,0.14323,0.28355
1998,17-29 y.,Saxony,Earn money,0.18850,43,83,0.10384,0.27315
1998,17-29 y.,Saxony,Both equally,0.13211,40,83,0.05882,0.20540
1998,17-29 y.,Thuringa,Both equally,0.22533,33,33,0.08057,0.37009
1998,30-45 y.,North Rhine-Westphalia,Earn money,0.04905,55,130,0.01178,0.08632
1998,30-45 y.,North Rhine-Westphalia,Both equally,0.07796,75,130,0.03170,0.12423
1998,30-45 y.,Baden-Wuerttemberg,Earn money,0.07608,50,101,0.02412,0.12805
1998,30-45 y.,Baden-Wuerttemberg,Both equally,0.06949,51,101,0.01965,0.11933
1998,30-45 y.,Bavaria,Earn money,0.07767,44,97,0.02413,0.13121
1998,30-45 y.,Bavaria,Both equally,0.07681,53,97,0.02354,0.13008
1998,30-45 y.,Saxony,Earn money,0.09063,32,70,0.02289,0.15837
1998,30-45 y.,Saxony,Both equally,0.10735,38,70,0.03431,0.18040
1998,46-65 y.,North Rhine-Westphalia,Both equally,0.03308,31,31,-0.03092,0.09708
1998,46-65 y.,Baden-Wuerttemberg,Earn money,0.04426,31,31,-0.02934,0.11786
1999,17-29 y.,Lower Saxony,Earn money,0.11531,31,74,0.04204,0.18858
1999,17-29 y.,Lower Saxony,Both equally,0.18562,43,74,0.09643,0.27481
1999,17-29 y.,North Rhine-Westphalia,Earn money,0.13373,73,188,0.08494,0.18251
1999,17-29 y.,North Rhine-Westphalia,Both equally,0.18261,115,188,0.12723,0.23798
1999,17-29 y.,Hesse,Both equally,0.17338,34,34,0.04421,0.30254
1999,17-29 y.,Baden-Wuerttemberg,Earn money,0.11450,52,118,0.05680,0.17220
1999,17-29 y.,Baden-Wuerttemberg,Both equally,0.16183,66,118,0.09509,0.22856
1999,17-29 y.,Bavaria,Earn money,0.10797,41,92,0.04421,0.17174
1999,17-29 y.,Bavaria,Both equally,0.14819,51,92,0.07519,0.22119
1999,17-29 y.,Berlin,Both equally,0.37280,33,33,0.20526,0.54035
1999,17-29 y.,Brandenburg,Both equally,0.24232,32,32,0.09148,0.39316
1999,17-29 y.,Saxony,Earn money,0.15834,40,81,0.07835,0.23834
1999,17-29 y.,Saxony,Both equally,0.15378,41,81,0.07473,0.23283
1999,30-45 y.,Lower Saxony,Both equally,0.05922,31,31,-0.02525,0.14368
1999,30-45 y.,North Rhine-Westphalia,Earn money,0.03777,45,107,0.00148,0.07406
1999,30-45 y.,North Rhine-Westphalia,Both equally,0.05886,62,107,0.01406,0.10367
1999,30-45 y.,Baden-Wuerttemberg,Earn money,0.08384,47,88,0.02560,0.14208
1999,30-45 y.,Baden-Wuerttemberg,Both equally,0.06697,41,88,0.01444,0.11950
1999,30-45 y.,Bavaria,Both equally,0.08616,53,53,0.00989,0.16243
1999,30-45 y.,Saxony,Both equally,0.13081,43,43,0.02883,0.23278
1999,46-65 y.,Saxony,Both equally,0.09087,35,35,-0.00575,0.18748
2000,17-29 y.,Lower Saxony,Earn money,0.13305,54,125,0.07327,0.19283
2000,17-29 y.,Lower Saxony,Both equally,0.16675,71,125,0.10114,0.23236
2000,17-29 y.,North Rhine-Westphalia,Earn money,0.11180,108,289,0.07540,0.14819
2000,17-29 y.,North Rhine-Westphalia,Both equally,0.17716,181,289,0.13307,0.22126
2000,17-29 y.,Hesse,Earn money,0.11455,38,97,0.05084,0.17825
2000,17-29 y.,Hesse,Both equally,0.19058,59,97,0.11201,0.26915
2000,17-29 y.,"Rhineland-Palatinate, Saarland",Both equally,0.21900,56,56,0.10970,0.32831
2000,17-29 y.,Baden-Wuerttemberg,Earn money,0.11183,87,191,0.06702,0.15664
2000,17-29 y.,Baden-Wuerttemberg,Both equally,0.16025,104,191,0.10809,0.21242
2000,17-29 y.,Bavaria,Earn money,0.10935,67,168,0.06201,0.15668
2000,17-29 y.,Bavaria,Both equally,0.16159,101,168,0.10576,0.21742
2000,17-29 y.,Berlin,Both equally,0.22090,33,33,0.07716,0.36464
2000,17-29 y.,Brandenburg,Earn money,0.16584,33,74,0.08052,0.25116
2000,17-29 y.,Brandenburg,Both equally,0.17826,41,74,0.09046,0.26606
2000,17-29 y.,Saxony,Earn money,0.16785,54,130,0.10335,0.23234
2000,17-29 y.,Saxony,Both equally,0.22276,76,130,0.15095,0.29456
2000,17-29 y.,Saxony-Anhalt,Earn money,0.13411,32,75,0.05646,0.21175
2000,17-29 y.,Saxony-Anhalt,Both equally,0.15970,43,75,0.07623,0.24316
2000,17-29 y.,Thuringa,Earn money,0.12260,31,75,0.04787,0.19733
2000,17-29 y.,Thuringa,Both equally,0.20701,44,75,0.11469,0.29932
2000,30-45 y.,Lower Saxony,Earn money,0.04048,31,87,-0.00117,0.08214
2000,30-45 y.,Lower Saxony,Both equally,0.06532,56,87,0.01309,0.11754
2000,30-45 y.,North Rhine-Westphalia,Earn money,0.04579,94,230,0.01872,0.07286
2000,30-45 y.,North Rhine-Westphalia,Both equally,0.07035,136,230,0.03722,0.10347
2000,30-45 y.,Hesse,Earn money,0.05761,36,103,0.01239,0.10283
2000,30-45 y.,Hesse,Both equally,0.11449,67,103,0.05269,0.17628
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Earn money,0.05915,33,69,0.00308,0.11523
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Both equally,0.05790,36,69,0.00239,0.11341
2000,30-45 y.,Baden-Wuerttemberg,Earn money,0.05030,64,145,0.01460,0.08599
2000,30-45 y.,Baden-Wuerttemberg,Both equally,0.07047,81,145,0.02867,0.11228
2000,30-45 y.,Bavaria,Earn money,0.04112,57,141,0.00823,0.07402
2000,30-45 y.,Bavaria,Both equally,0.06760,84,141,0.02602,0.10919
2000,30-45 y.,Saxony,Earn money,0.06989,43,101,0.01992,0.11987
2000,30-45 y.,Saxony,Both equally,0.08681,58,101,0.03163,0.14200
2000,46-65 y.,North Rhine-Westphalia,Earn money,0.02286,39,80,-0.01010,0.05582
2000,46-65 y.,North Rhine-Westphalia,Both equally,0.02077,41,80,-0.01068,0.05222
2000,46-65 y.,Saxony,Earn money,0.06745,40,80,0.01215,0.12276
2000,46-65 y.,Saxony,Both equally,0.05762,40,80,0.00623,0.10900
2001,17-29 y.,Lower Saxony,Earn money,0.16489,58,120,0.09822,0.23157
2001,17-29 y.,Lower Saxony,Both equally,0.15830,62,120,0.09271,0.22388
2001,17-29 y.,North Rhine-Westphalia,Earn money,0.13020,99,265,0.08960,0.17079
2001,17-29 y.,North Rhine-Westphalia,Both equally,0.17261,166,265,0.12702,0.21820
2001,17-29 y.,Hesse,Earn money,0.15696,35,87,0.08008,0.23385
2001,17-29 y.,Hesse,Both equally,0.16737,52,87,0.08847,0.24627
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Earn money,0.14598,33,86,0.07092,0.22105
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Both equally,0.21469,53,86,0.12740,0.30199
2001,17-29 y.,Baden-Wuerttemberg,Earn money,0.09187,55,168,0.04806,0.13567
2001,17-29 y.,Baden-Wuerttemberg,Both equally,0.18207,113,168,0.12354,0.24060
2001,17-29 y.,Bavaria,Earn money,0.11694,61,157,0.06651,0.16737
2001,17-29 y.,Bavaria,Both equally,0.15380,96,157,0.09718,0.21041
2001,17-29 y.,Berlin,Both equally,0.23210,40,40,0.09960,0.36459
2001,17-29 y.,Saxony,Earn money,0.12823,41,104,0.06366,0.19279
2001,17-29 y.,Saxony,Both equally,0.18983,63,104,0.11409,0.26557
2001,17-29 y.,Saxony-Anhalt,Earn money,0.14284,34,82,0.06664,0.21904
2001,17-29 y.,Saxony-Anhalt,Both equally,0.21970,48,82,0.12953,0.30987
2001,17-29 y.,Thuringa,Earn money,0.19066,34,85,0.10666,0.27467
2001,17-29 y.,Thuringa,Both equally,0.20654,51,85,0.11996,0.29311
2001,30-45 y.,Lower Saxony,Both equally,0.06377,53,53,-0.00264,0.13019
2001,30-45 y.,North Rhine-Westphalia,Earn money,0.04749,84,203,0.01816,0.07682
2001,30-45 y.,North Rhine-Westphalia,Both equally,0.07151,119,203,0.03598,0.10705
2001,30-45 y.,Hesse,Earn money,0.05315,31,85,0.00518,0.10112
2001,30-45 y.,Hesse,Both equally,0.10833,54,85,0.04187,0.17480
2001,30-45 y.,"Rhineland-Palatinate, Saarland",Both equally,0.09847,52,52,0.01670,0.18025
2001,30-45 y.,Baden-Wuerttemberg,Earn money,0.04450,38,95,0.00281,0.08618
2001,30-45 y.,Baden-Wuerttemberg,Both equally,0.05789,57,95,0.01068,0.10510
2001,30-45 y.,Bavaria,Earn money,0.03649,40,127,0.00375,0.06923
2001,30-45 y.,Bavaria,Both equally,0.07728,87,127,0.03065,0.12391
2001,30-45 y.,Saxony,Earn money,0.06622,37,90,0.01456,0.11788
2001,30-45 y.,Saxony,Both equally,0.09782,53,90,0.03610,0.15955
2001,46-65 y.,North Rhine-Westphalia,Earn money,0.02391,33,78,-0.01021,0.05803
2001,46-65 y.,North Rhine-Westphalia,Both equally,0.03465,45,78,-0.00620,0.07550
2001,46-65 y.,Saxony,Both equally,0.08285,44,44,0.00046,0.16525
2003,17-29 y.,Lower Saxony,Earn money,0.15684,53,109,0.08826,0.22543
2003,17-29 y.,Lower Saxony,Both equally,0.14069,56,109,0.07512,0.20627
2003,17-29 y.,North Rhine-Westphalia,Earn money,0.13278,89,257,0.09122,0.17435
2003,17-29 y.,North Rhine-Westphalia,Both equally,0.18185,168,257,0.13460,0.22910
2003,17-29 y.,Hesse,Earn money,0.13207,35,80,0.05741,0.20672
2003,17-29 y.,Hesse,Both equally,0.15956,45,80,0.07881,0.24031
2003,17-29 y.,"Rhineland-Palatinate, Saarland",Earn money,0.16767,39,98,0.09333,0.24201
2003,17-29 y.,"Rhineland-Palatinate, Saarland",Both equally,0.23961,59,98,0.15467,0.32456
2003,17-29 y.,Baden-Wuerttemberg,Earn money,0.11864,77,175,0.07059,0.16669
2003,17-29 y.,Baden-Wuerttemberg,Both equally,0.18525,98,175,0.12752,0.24297
2003,17-29 y.,Bavaria,Earn money,0.12126,70,173,0.07247,0.17004
2003,17-29 y.,Bavaria,Both equally,0.14845,103,173,0.09531,0.20158
2003,17-29 y.,Berlin,Both equally,0.27929,43,43,0.14360,0.41498
2003,17-29 y.,Brandenburg,Earn money,0.20431,33,33,0.06461,0.34401
2003,17-29 y.,Saxony,Earn money,0.14483,45,120,0.08159,0.20806
2003,17-29 y.,Saxony,Both equally,0.25832,75,120,0.17967,0.33696
2003,17-29 y.,Saxony-Anhalt,Earn money,0.23852,42,80,0.14454,0.33250
2003,17-29 y.,Saxony-Anhalt,Both equally,0.20187,38,80,0.11336,0.29039
2003,17-29 y.,Thuringa,Both equally,0.15487,35,35,0.03326,0.27647
2003,30-45 y.,Lower Saxony,Earn money,0.06255,38,92,0.01280,0.11230
2003,30-45 y.,Lower Saxony,Both equally,0.10635,54,92,0.04301,0.16969
2003,30-45 y.,North Rhine-Westphalia,Earn money,0.05934,82,197,0.02626,0.09241
2003,30-45 y.,North Rhine-Westphalia,Both equally,0.07389,115,197,0.03727,0.11051
2003,30-45 y.,Hesse,Both equally,0.10562,40,40,0.00916,0.20209
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Both equally,0.07653,41,41,-0.00585,0.15892
2003,30-45 y.,Baden-Wuerttemberg,Earn money,0.05036,51,113,0.00986,0.09086
2003,30-45 y.,Baden-Wuerttemberg,Both equally,0.06524,62,113,0.01951,0.11098
2003,30-45 y.,Bavaria,Earn money,0.07314,57,120,0.02636,0.11992
2003,30-45 y.,Bavaria,Both equally,0.06362,63,120,0.01977,0.10748
2003,30-45 y.,Saxony,Earn money,0.06988,40,90,0.01691,0.12284
2003,30-45 y.,Saxony,Both equally,0.12147,50,90,0.05360,0.18934
2003,46-65 y.,North Rhine-Westphalia,Earn money,0.03779,42,91,-0.00161,0.07719
2003,46-65 y.,North Rhine-Westphalia,Both equally,0.03366,49,91,-0.00360,0.07093
2003,46-65 y.,Bavaria,Both equally,0.02872,33,33,-0.02915,0.08658
2003,46-65 y.,Saxony,Earn money,0.07815,40,74,0.01658,0.13973
2003,46-65 y.,Saxony,Both equally,0.06438,34,74,0.00808,0.12068
2005,17-29 y.,Lower Saxony,Earn money,0.10937,40,86,0.04302,0.17571
2005,17-29 y.,Lower Saxony,Both equally,0.10924,46,86,0.04292,0.17555
2005,17-29 y.,North Rhine-Westphalia,Earn money,0.10625,92,250,0.06798,0.14453
2005,17-29 y.,North Rhine-Westphalia,Both equally,0.19811,158,250,0.14860,0.24762
2005,17-29 y.,Hesse,Both equally,0.16529,44,44,0.05427,0.27632
2005,17-29 y.,"Rhineland-Palatinate, Saarland",Both equally,0.16630,32,32,0.03522,0.29738
2005,17-29 y.,Baden-Wuerttemberg,Earn money,0.09468,41,134,0.04493,0.14444
2005,17-29 y.,Baden-Wuerttemberg,Both equally,0.17555,93,134,0.11090,0.24021
2005,17-29 y.,Bavaria,Earn money,0.07455,48,111,0.02547,0.12364
2005,17-29 y.,Bavaria,Both equally,0.10724,63,111,0.04941,0.16506
2005,17-29 y.,Berlin,Both equally,0.33463,51,51,0.20383,0.46542
2005,17-29 y.,Saxony,Earn money,0.13494,47,123,0.07431,0.19557
2005,17-29 y.,Saxony,Both equally,0.28772,76,123,0.20739,0.36805
2005,17-29 y.,Saxony-Anhalt,Both equally,0.25938,50,50,0.13665,0.38210
2005,17-29 y.,Thuringa,Earn money,0.23848,35,72,0.13935,0.33760
2005,17-29 y.,Thuringa,Both equally,0.23687,37,72,0.13798,0.33577
2005,30-45 y.,Lower Saxony,Both equally,0.04689,32,32,-0.02753,0.12130
2005,30-45 y.,North Rhine-Westphalia,Earn money,0.04871,57,151,0.01426,0.08316
2005,30-45 y.,North Rhine-Westphalia,Both equally,0.07479,94,151,0.03269,0.11688
2005,30-45 y.,Baden-Wuerttemberg,Earn money,0.05651,42,90,0.00854,0.10448
2005,30-45 y.,Baden-Wuerttemberg,Both equally,0.06558,48,90,0.01415,0.11702
2005,30-45 y.,Bavaria,Earn money,0.04131,42,86,-0.00100,0.08361
2005,30-45 y.,Bavaria,Both equally,0.05643,44,86,0.00737,0.10549
2005,30-45 y.,Saxony,Both equally,0.08845,31,31,-0.01316,0.19005
2005,30-45 y.,Thuringa,Both equally,0.16759,36,36,0.04385,0.29133
2005,46-65 y.,North Rhine-Westphalia,Earn money,0.03917,42,88,-0.00160,0.07993
2005,46-65 y.,North Rhine-Westphalia,Both equally,0.03680,46,88,-0.00276,0.07637
2005,46-65 y.,Saxony,Both equally,0.10208,37,37,0.00318,0.20098
2007,17-29 y.,Lower Saxony,Earn money,0.11349,39,91,0.04796,0.17902
2007,17-29 y.,Lower Saxony,Both equally,0.16620,52,91,0.08929,0.24312
2007,17-29 y.,North Rhine-Westphalia,Earn money,0.13510,92,236,0.09140,0.17881
2007,17-29 y.,North Rhine-Westphalia,Both equally,0.18812,144,236,0.13815,0.23808
2007,17-29 y.,Hesse,Earn money,0.13398,39,72,0.05474,0.21321
2007,17-29 y.,Hesse,Both equally,0.13526,33,72,0.05571,0.21481
2007,17-29 y.,"Rhineland-Palatinate, Saarland",Both equally,0.21912,43,43,0.09402,0.34422
2007,17-29 y.,Baden-Wuerttemberg,Earn money,0.09924,53,145,0.05041,0.14808
2007,17-29 y.,Baden-Wuerttemberg,Both equally,0.15057,92,145,0.09216,0.20898
2007,17-29 y.,Bavaria,Earn money,0.12350,58,152,0.07102,0.17598
2007,17-29 y.,Bavaria,Both equally,0.14378,94,152,0.08781,0.19974
2007,17-29 y.,Berlin,Both equally,0.25299,33,33,0.10236,0.40361
2007,17-29 y.,Saxony,Earn money,0.14020,38,107,0.07410,0.20630
2007,17-29 y.,Saxony,Both equally,0.23154,69,107,0.15124,0.31185
2007,17-29 y.,Saxony-Anhalt,Both equally,0.19588,38,38,0.06799,0.32376
2007,17-29 y.,Thuringa,Both equally,0.16655,36,36,0.04312,0.28998
2007,30-45 y.,Lower Saxony,Both equally,0.05996,40,40,-0.01455,0.13448
2007,30-45 y.,North Rhine-Westphalia,Earn money,0.04953,63,166,0.01642,0.08263
2007,30-45 y.,North Rhine-Westphalia,Both equally,0.08472,103,166,0.04223,0.12721
2007,30-45 y.,Baden-Wuerttemberg,Earn money,0.05787,37,84,0.00763,0.10810
2007,30-45 y.,Baden-Wuerttemberg,Both equally,0.06819,47,84,0.01396,0.12242
2007,30-45 y.,Bavaria,Earn money,0.04672,36,100,0.00515,0.08829
2007,30-45 y.,Bavaria,Both equally,0.07570,64,100,0.02360,0.12781
2007,46-65 y.,North Rhine-Westphalia,Earn money,0.03557,34,90,-0.00291,0.07405
2007,46-65 y.,North Rhine-Westphalia,Both equally,0.04733,56,90,0.00321,0.09145
2009,17-29 y.,Lower Saxony,Earn money,0.17024,38,80,0.08736,0.25311
2009,17-29 y.,Lower Saxony,Both equally,0.19767,42,80,0.10985,0.28549
2009,17-29 y.,North Rhine-Westphalia,Earn money,0.11925,71,192,0.07329,0.16522
2009,17-29 y.,North Rhine-Westphalia,Both equally,0.18660,121,192,0.13135,0.24186
2009,17-29 y.,"Rhineland-Palatinate, Saarland",Both equally,0.21926,43,43,0.09413,0.34439
2009,17-29 y.,Baden-Wuerttemberg,Earn money,0.12987,50,113,0.06762,0.19213
2009,17-29 y.,Baden-Wuerttemberg,Both equally,0.10873,63,113,0.05108,0.16638
2009,17-29 y.,Bavaria,Earn money,0.11273,55,123,0.05661,0.16885
2009,17-29 y.,Bavaria,Both equally,0.10137,68,123,0.04781,0.15493
2009,17-29 y.,Saxony,Both equally,0.17211,54,54,0.07049,0.27374
2009,30-45 y.,North Rhine-Westphalia,Earn money,0.05152,48,120,0.01180,0.09124
2009,30-45 y.,North Rhine-Westphalia,Both equally,0.07491,72,120,0.02761,0.12220
2009,30-45 y.,Baden-Wuerttemberg,Earn money,0.05066,31,63,-0.00393,0.10525
2009,30-45 y.,Baden-Wuerttemberg,Both equally,0.04663,32,63,-0.00586,0.09911
2009,30-45 y.,Bavaria,Earn money,0.04028,36,75,-0.00452,0.08508
2009,30-45 y.,Bavaria,Both equally,0.05343,39,75,0.00219,0.10467
2009,46-65 y.,North Rhine-Westphalia,Earn money,0.04972,40,75,0.00019,0.09924
2009,46-65 y.,North Rhine-Westphalia,Both equally,0.04219,35,75,-0.00361,0.08799
2009,46-65 y.,Saxony,Both equally,0.09681,31,31,-0.00901,0.20262
2011,17-29 y.,Lower Saxony,Both equally,0.10573,51,51,0.02050,0.19096
2011,17-29 y.,North Rhine-Westphalia,Earn money,0.05675,60,162,0.02101,0.09249
2011,17-29 y.,North Rhine-Westphalia,Both equally,0.11358,102,162,0.06457,0.16259
2011,17-29 y.,Baden-Wuerttemberg,Earn money,0.06347,36,100,0.01544,0.11150
2011,17-29 y.,Baden-Wuerttemberg,Both equally,0.08700,64,100,0.03148,0.14252
2011,17-29 y.,Bavaria,Both equally,0.06053,52,52,-0.00492,0.12597
2011,17-29 y.,Saxony,Both equally,0.11854,42,42,0.01959,0.21748
2011,30-45 y.,Lower Saxony,Both equally,0.04335,32,32,-0.02834,0.11504
2011,30-45 y.,North Rhine-Westphalia,Earn money,0.02539,38,82,-0.00887,0.05965
2011,30-45 y.,North Rhine-Westphalia,Both equally,0.01591,44,82,-0.01134,0.04315
2011,30-45 y.,Bavaria,Both equally,0.02125,33,33,-0.02872,0.07121
2011,46-65 y.,North Rhine-Westphalia,Earn money,0.02277,33,69,-0.01269,0.05822
2011,46-65 y.,North Rhine-Westphalia,Both equally,0.03426,36,69,-0.00898,0.07749
2013,17-29 y.,Lower Saxony,Earn money,0.08122,33,84,0.02245,0.13999
2013,17-29 y.,Lower Saxony,Both equally,0.09314,51,84,0.03062,0.15567
2013,17-29 y.,North Rhine-Westphalia,Earn money,0.06273,66,175,0.02670,0.09876
2013,17-29 y.,North Rhine-Westphalia,Both equally,0.11208,109,175,0.06521,0.15895
2013,17-29 y.,Baden-Wuerttemberg,Earn money,0.05832,36,86,0.00850,0.10814
2013,17-29 y.,Baden-Wuerttemberg,Both equally,0.10729,50,86,0.04149,0.17308
2013,17-29 y.,Bavaria,Earn money,0.05876,48,117,0.01596,0.10156
2013,17-29 y.,Bavaria,Both equally,0.11047,69,117,0.05342,0.16752
2013,17-29 y.,Saxony,Both equally,0.10824,33,33,0.00059,0.21588
2013,30-45 y.,North Rhine-Westphalia,Earn money,0.03226,47,109,-0.00106,0.06559
2013,30-45 y.,North Rhine-Westphalia,Both equally,0.04486,62,109,0.00582,0.08391
2013,30-45 y.,Baden-Wuerttemberg,Both equally,0.04766,41,41,-0.01836,0.11368
2013,30-45 y.,Bavaria,Both equally,0.04559,46,46,-0.01536,0.10654
2013,46-65 y.,North Rhine-Westphalia,Earn money,0.03133,48,84,-0.00615,0.06880
