year,bula_h,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,North Rhine-Westphalia,Earn money,0.03862,166,425,0.02028,0.05697
1995,North Rhine-Westphalia,Other reasons,0.00784,34,425,-0.00056,0.01623
1995,North Rhine-Westphalia,Both equally,0.06018,225,425,0.03754,0.08282
1995,Hesse,Earn money,0.03786,51,128,0.00466,0.07105
1995,Hesse,Both equally,0.06164,77,128,0.01981,0.10347
1995,"Rhineland-Palatinate, Saarland",Earn money,0.05182,60,113,0.01077,0.09287
1995,"Rhineland-Palatinate, Saarland",Both equally,0.04919,53,113,0.00914,0.08924
1995,Baden-Wuerttemberg,Earn money,0.03893,124,270,0.01582,0.06205
1995,Baden-Wuerttemberg,Both equally,0.05950,146,270,0.03123,0.08777
1995,Bavaria,Earn money,0.04591,108,236,0.01915,0.07267
1995,Bavaria,Both equally,0.04950,128,236,0.02177,0.07723
1995,Berlin,Earn money,0.05660,39,92,0.00912,0.10408
1995,Berlin,Both equally,0.07296,53,92,0.01953,0.12640
1995,Brandenburg,Earn money,0.04849,42,88,0.00336,0.09363
1995,Brandenburg,Both equally,0.05717,46,88,0.00838,0.10595
1995,Mecklenburg-Western Pomerania,Both equally,0.09798,48,48,0.01299,0.18297
1995,Saxony,Earn money,0.04535,68,184,0.01521,0.07550
1995,Saxony,Both equally,0.07772,116,184,0.03893,0.11652
1995,Saxony-Anhalt,Earn money,0.04981,55,111,0.00915,0.09046
1995,Saxony-Anhalt,Both equally,0.05841,56,111,0.01459,0.10224
1995,Thuringa,Earn money,0.05483,46,106,0.01128,0.09837
1995,Thuringa,Both equally,0.06644,60,106,0.01880,0.11407
1996,Lower Saxony,Earn money,0.03746,56,148,0.00676,0.06815
1996,Lower Saxony,Both equally,0.05580,92,148,0.01869,0.09290
1996,North Rhine-Westphalia,Earn money,0.04245,152,427,0.02331,0.06160
1996,North Rhine-Westphalia,Other reasons,0.00980,36,427,0.00045,0.01916
1996,North Rhine-Westphalia,Both equally,0.06349,239,427,0.04033,0.08664
1996,Hesse,Earn money,0.04402,54,122,0.00747,0.08058
1996,Hesse,Both equally,0.04941,68,122,0.01080,0.08803
1996,"Rhineland-Palatinate, Saarland",Earn money,0.03466,42,98,-0.00174,0.07107
1996,"Rhineland-Palatinate, Saarland",Both equally,0.06030,56,98,0.01293,0.10767
1996,Baden-Wuerttemberg,Earn money,0.04193,126,270,0.01797,0.06588
1996,Baden-Wuerttemberg,Both equally,0.06087,144,270,0.03229,0.08944
1996,Bavaria,Earn money,0.04061,96,231,0.01510,0.06612
1996,Bavaria,Both equally,0.05574,135,231,0.02609,0.08539
1996,Berlin,Earn money,0.04834,37,87,0.00301,0.09367
1996,Berlin,Both equally,0.08422,50,87,0.02553,0.14292
1996,Brandenburg,Earn money,0.07189,64,103,0.02176,0.12202
1996,Brandenburg,Both equally,0.05160,39,103,0.00867,0.09453
1996,Mecklenburg-Western Pomerania,Earn money,0.07102,38,81,0.01474,0.12731
1996,Mecklenburg-Western Pomerania,Both equally,0.08676,43,81,0.02508,0.14844
1996,Saxony,Earn money,0.05176,79,179,0.01921,0.08430
1996,Saxony,Both equally,0.07299,100,179,0.03477,0.11120
1996,Saxony-Anhalt,Earn money,0.06766,57,116,0.02175,0.11356
1996,Saxony-Anhalt,Both equally,0.06153,59,116,0.01761,0.10545
1996,Thuringa,Earn money,0.06448,52,117,0.01979,0.10918
1996,Thuringa,Both equally,0.06630,65,117,0.02102,0.11158
1997,Lower Saxony,Earn money,0.03526,48,139,0.00449,0.06603
1997,Lower Saxony,Both equally,0.05799,91,139,0.01899,0.09698
1997,North Rhine-Westphalia,Earn money,0.03325,131,374,0.01505,0.05144
1997,North Rhine-Westphalia,Both equally,0.06539,243,374,0.04030,0.09048
1997,Hesse,Earn money,0.03726,46,117,0.00279,0.07173
1997,Hesse,Both equally,0.06312,71,117,0.01886,0.10737
1997,"Rhineland-Palatinate, Saarland",Earn money,0.04828,45,104,0.00688,0.08968
1997,"Rhineland-Palatinate, Saarland",Both equally,0.05301,59,104,0.00974,0.09628
1997,Baden-Wuerttemberg,Earn money,0.03778,129,291,0.01584,0.05973
1997,Baden-Wuerttemberg,Both equally,0.07058,162,291,0.04110,0.10006
1997,Bavaria,Earn money,0.04449,115,253,0.01904,0.06995
1997,Bavaria,Both equally,0.06465,138,253,0.03429,0.09501
1997,Berlin,Earn money,0.04813,34,76,-0.00031,0.09657
1997,Berlin,Both equally,0.06530,42,76,0.00939,0.12122
1997,Brandenburg,Earn money,0.07250,52,92,0.01922,0.12578
1997,Brandenburg,Both equally,0.05567,40,92,0.00856,0.10278
1997,Mecklenburg-Western Pomerania,Both equally,0.08606,42,42,0.00021,0.17190
1997,Saxony,Earn money,0.05415,82,180,0.02099,0.08730
1997,Saxony,Both equally,0.07274,98,180,0.03469,0.11079
1997,Saxony-Anhalt,Earn money,0.06490,54,121,0.02082,0.10897
1997,Saxony-Anhalt,Both equally,0.07685,67,121,0.02919,0.12451
1997,Thuringa,Earn money,0.05802,48,129,0.01752,0.09851
1997,Thuringa,Both equally,0.08276,81,129,0.03503,0.13050
1998,Schleswig-Holstein,Both equally,0.07557,32,32,-0.01747,0.16862
1998,Lower Saxony,Earn money,0.04155,61,142,0.00861,0.07449
1998,Lower Saxony,Both equally,0.04570,81,142,0.01123,0.08017
1998,North Rhine-Westphalia,Earn money,0.04026,163,439,0.02185,0.05867
1998,North Rhine-Westphalia,Other reasons,0.00895,32,439,0.00013,0.01777
1998,North Rhine-Westphalia,Both equally,0.05842,244,439,0.03645,0.08038
1998,Hesse,Earn money,0.04191,51,119,0.00575,0.07806
1998,Hesse,Both equally,0.05293,68,119,0.01253,0.09333
1998,"Rhineland-Palatinate, Saarland",Earn money,0.04087,49,103,0.00245,0.07930
1998,"Rhineland-Palatinate, Saarland",Both equally,0.04529,54,103,0.00493,0.08564
1998,Baden-Wuerttemberg,Earn money,0.04778,134,261,0.02185,0.07371
1998,Baden-Wuerttemberg,Both equally,0.04535,127,261,0.02006,0.07064
1998,Bavaria,Earn money,0.04728,115,261,0.02148,0.07308
1998,Bavaria,Both equally,0.05872,146,261,0.03014,0.08729
1998,Berlin,Both equally,0.07581,46,46,-0.00153,0.15314
1998,Brandenburg,Earn money,0.08021,58,110,0.02922,0.13120
1998,Brandenburg,Both equally,0.05204,52,110,0.01034,0.09373
1998,Mecklenburg-Western Pomerania,Earn money,0.05409,32,79,0.00389,0.10429
1998,Mecklenburg-Western Pomerania,Both equally,0.09353,47,79,0.02891,0.15815
1998,Saxony,Earn money,0.05975,94,201,0.02690,0.09260
1998,Saxony,Both equally,0.06519,107,201,0.03098,0.09941
1998,Saxony-Anhalt,Earn money,0.06589,54,120,0.02132,0.11047
1998,Saxony-Anhalt,Both equally,0.07757,66,120,0.02951,0.12564
1998,Thuringa,Earn money,0.04703,53,135,0.01119,0.08288
1998,Thuringa,Both equally,0.09457,82,135,0.04503,0.14412
1999,Schleswig-Holstein,Both equally,0.06770,33,33,-0.01935,0.15475
1999,Lower Saxony,Earn money,0.03101,52,132,0.00133,0.06070
1999,Lower Saxony,Both equally,0.04821,80,132,0.01152,0.08489
1999,North Rhine-Westphalia,Earn money,0.03650,146,347,0.01674,0.05626
1999,North Rhine-Westphalia,Both equally,0.04958,201,347,0.02671,0.07245
1999,Hesse,Earn money,0.03426,42,106,-0.00053,0.06905
1999,Hesse,Both equally,0.05265,64,106,0.00993,0.09537
1999,"Rhineland-Palatinate, Saarland",Earn money,0.04204,42,90,0.00034,0.08373
1999,"Rhineland-Palatinate, Saarland",Both equally,0.04687,48,90,0.00296,0.09078
1999,Baden-Wuerttemberg,Earn money,0.04646,115,237,0.01961,0.07332
1999,Baden-Wuerttemberg,Both equally,0.05042,122,237,0.02250,0.07834
1999,Bavaria,Earn money,0.02652,74,191,0.00367,0.04936
1999,Bavaria,Both equally,0.04925,117,191,0.01848,0.08002
1999,Berlin,Both equally,0.09887,56,56,0.01998,0.17775
1999,Brandenburg,Earn money,0.04686,40,94,0.00390,0.08981
1999,Brandenburg,Both equally,0.07432,54,94,0.02101,0.12762
1999,Mecklenburg-Western Pomerania,Both equally,0.07360,35,35,-0.01417,0.16137
1999,Saxony,Earn money,0.04396,79,198,0.01533,0.07259
1999,Saxony,Both equally,0.08090,119,198,0.04283,0.11898
1999,Saxony-Anhalt,Earn money,0.05077,47,115,0.01047,0.09107
1999,Saxony-Anhalt,Both equally,0.06780,68,115,0.02165,0.11395
1999,Thuringa,Earn money,0.04060,41,117,0.00469,0.07652
1999,Thuringa,Both equally,0.09337,76,117,0.04043,0.14632
2000,Schleswig-Holstein,Both equally,0.05045,54,54,-0.00847,0.10938
2000,Lower Saxony,Earn money,0.03356,94,231,0.01029,0.05684
2000,Lower Saxony,Both equally,0.04455,137,231,0.01789,0.07122
2000,North Rhine-Westphalia,Earn money,0.03345,241,656,0.01968,0.04722
2000,North Rhine-Westphalia,Other reasons,0.00869,57,656,0.00158,0.01579
2000,North Rhine-Westphalia,Both equally,0.04810,358,656,0.03171,0.06448
2000,Hesse,Earn money,0.03652,88,229,0.01217,0.06087
2000,Hesse,Both equally,0.06243,141,229,0.03103,0.09384
2000,"Rhineland-Palatinate, Saarland",Earn money,0.03868,73,173,0.00986,0.06749
2000,"Rhineland-Palatinate, Saarland",Both equally,0.04562,100,173,0.01444,0.07681
2000,Baden-Wuerttemberg,Earn money,0.03581,172,406,0.01772,0.05391
2000,Baden-Wuerttemberg,Other reasons,0.00857,32,406,-0.00041,0.01755
2000,Baden-Wuerttemberg,Both equally,0.04765,202,406,0.02690,0.06839
2000,Bavaria,Earn money,0.03164,145,394,0.01434,0.04895
2000,Bavaria,Other reasons,0.00603,34,394,-0.00162,0.01369
2000,Bavaria,Both equally,0.04980,215,394,0.02829,0.07130
2000,Berlin,Earn money,0.04977,55,133,0.01267,0.08686
2000,Berlin,Both equally,0.07578,78,133,0.03063,0.12092
2000,Brandenburg,Earn money,0.06556,83,160,0.02709,0.10404
2000,Brandenburg,Both equally,0.05813,77,160,0.02176,0.09450
2000,Mecklenburg-Western Pomerania,Earn money,0.04196,34,85,-0.00092,0.08484
2000,Mecklenburg-Western Pomerania,Both equally,0.06925,51,85,0.01495,0.12354
2000,Saxony,Earn money,0.05956,137,311,0.03321,0.08590
2000,Saxony,Both equally,0.06893,174,311,0.04073,0.09714
2000,Saxony-Anhalt,Earn money,0.05681,77,173,0.02221,0.09140
2000,Saxony-Anhalt,Both equally,0.06543,96,173,0.02847,0.10239
2000,Thuringa,Earn money,0.04944,73,167,0.01646,0.08242
2000,Thuringa,Both equally,0.08052,94,167,0.03912,0.12191
2001,Schleswig-Holstein,Earn money,0.04248,33,78,-0.00257,0.08753
2001,Schleswig-Holstein,Both equally,0.05847,45,78,0.00607,0.11088
2001,Lower Saxony,Earn money,0.03500,90,221,0.01072,0.05929
2001,Lower Saxony,Both equally,0.04526,131,221,0.01779,0.07272
2001,North Rhine-Westphalia,Earn money,0.03612,216,585,0.02099,0.05126
2001,North Rhine-Westphalia,Other reasons,0.00557,39,585,-0.00047,0.01160
2001,North Rhine-Westphalia,Both equally,0.05088,330,585,0.03306,0.06870
2001,Hesse,Earn money,0.04043,76,194,0.01264,0.06822
2001,Hesse,Both equally,0.05754,118,194,0.02468,0.09039
2001,"Rhineland-Palatinate, Saarland",Earn money,0.04057,70,182,0.01183,0.06931
2001,"Rhineland-Palatinate, Saarland",Both equally,0.05459,112,182,0.02149,0.08768
2001,Baden-Wuerttemberg,Earn money,0.02904,109,302,0.01007,0.04801
2001,Baden-Wuerttemberg,Both equally,0.04911,193,302,0.02469,0.07352
2001,Bavaria,Earn money,0.03339,122,323,0.01377,0.05301
2001,Bavaria,Both equally,0.04931,201,323,0.02566,0.07296
2001,Berlin,Earn money,0.03487,39,123,0.00232,0.06742
2001,Berlin,Both equally,0.07730,84,123,0.02991,0.12469
2001,Brandenburg,Earn money,0.06479,76,140,0.02387,0.10572
2001,Brandenburg,Both equally,0.05077,64,140,0.01428,0.08727
2001,Mecklenburg-Western Pomerania,Earn money,0.04755,35,72,-0.00195,0.09706
2001,Mecklenburg-Western Pomerania,Both equally,0.05908,37,72,0.00424,0.11393
2001,Saxony,Earn money,0.04780,107,268,0.02221,0.07339
2001,Saxony,Both equally,0.07463,161,268,0.04311,0.10615
2001,Saxony-Anhalt,Earn money,0.05459,74,172,0.02054,0.08864
2001,Saxony-Anhalt,Both equally,0.08123,98,172,0.04028,0.12217
2001,Thuringa,Earn money,0.06560,75,174,0.02871,0.10249
2001,Thuringa,Both equally,0.08173,99,174,0.04090,0.12255
2003,Schleswig-Holstein,Both equally,0.03726,45,45,-0.01870,0.09322
2003,Lower Saxony,Earn money,0.04393,104,229,0.01733,0.07054
2003,Lower Saxony,Both equally,0.05233,125,229,0.02342,0.08124
2003,North Rhine-Westphalia,Earn money,0.04280,213,589,0.02644,0.05915
2003,North Rhine-Westphalia,Other reasons,0.00717,43,589,0.00035,0.01399
2003,North Rhine-Westphalia,Both equally,0.05194,333,589,0.03400,0.06987
2003,Hesse,Earn money,0.04080,72,181,0.01190,0.06970
2003,Hesse,Both equally,0.06341,109,181,0.02781,0.09901
2003,"Rhineland-Palatinate, Saarland",Earn money,0.04474,71,183,0.01470,0.07477
2003,"Rhineland-Palatinate, Saarland",Both equally,0.06165,112,183,0.02671,0.09660
2003,Baden-Wuerttemberg,Earn money,0.03519,147,323,0.01507,0.05532
2003,Baden-Wuerttemberg,Both equally,0.04999,176,323,0.02619,0.07379
2003,Bavaria,Earn money,0.04157,150,349,0.02060,0.06254
2003,Bavaria,Both equally,0.04495,199,349,0.02318,0.06672
2003,Berlin,Earn money,0.07773,66,149,0.03460,0.12087
2003,Berlin,Both equally,0.08535,83,149,0.04033,0.13036
2003,Brandenburg,Earn money,0.06837,72,136,0.02580,0.11094
2003,Brandenburg,Both equally,0.05829,64,136,0.01877,0.09782
2003,Mecklenburg-Western Pomerania,Earn money,0.07353,47,100,0.02211,0.12494
2003,Mecklenburg-Western Pomerania,Both equally,0.07988,53,100,0.02648,0.13329
2003,Saxony,Earn money,0.05960,125,284,0.03202,0.08718
2003,Saxony,Both equally,0.08525,159,284,0.05271,0.11778
2003,Saxony-Anhalt,Earn money,0.08272,92,179,0.04225,0.12318
2003,Saxony-Anhalt,Both equally,0.07760,87,179,0.03830,0.11691
2003,Thuringa,Earn money,0.06296,75,157,0.02484,0.10107
2003,Thuringa,Both equally,0.07593,82,157,0.03436,0.11749
2005,Schleswig-Holstein,Both equally,0.06386,54,54,-0.00197,0.12969
2005,Lower Saxony,Earn money,0.03511,82,169,0.00727,0.06294
2005,Lower Saxony,Both equally,0.03162,87,169,0.00516,0.05809
2005,North Rhine-Westphalia,Earn money,0.03701,191,491,0.02029,0.05372
2005,North Rhine-Westphalia,Both equally,0.05591,300,491,0.03557,0.07626
2005,Hesse,Earn money,0.03974,56,133,0.00642,0.07307
2005,Hesse,Both equally,0.04977,77,133,0.01267,0.08687
2005,"Rhineland-Palatinate, Saarland",Earn money,0.05501,64,135,0.01640,0.09361
2005,"Rhineland-Palatinate, Saarland",Both equally,0.04772,71,135,0.01163,0.08382
2005,Baden-Wuerttemberg,Earn money,0.03456,99,254,0.01205,0.05707
2005,Baden-Wuerttemberg,Both equally,0.04990,155,254,0.02307,0.07673
2005,Bavaria,Earn money,0.02816,107,244,0.00736,0.04896
2005,Bavaria,Both equally,0.03971,137,244,0.01515,0.06426
2005,Berlin,Earn money,0.05245,49,136,0.01484,0.09006
2005,Berlin,Both equally,0.10950,87,136,0.05682,0.16217
2005,Brandenburg,Earn money,0.07744,70,136,0.03235,0.12253
2005,Brandenburg,Both equally,0.06679,66,136,0.02467,0.10890
2005,Mecklenburg-Western Pomerania,Earn money,0.05800,31,74,0.00438,0.11163
2005,Mecklenburg-Western Pomerania,Both equally,0.07537,43,74,0.01481,0.13593
2005,Saxony,Earn money,0.05598,98,243,0.02702,0.08495
2005,Saxony,Both equally,0.09953,145,243,0.06181,0.13724
2005,Saxony-Anhalt,Earn money,0.05859,58,146,0.02036,0.09681
2005,Saxony-Anhalt,Both equally,0.08891,88,146,0.04258,0.13523
2005,Thuringa,Earn money,0.08405,72,171,0.04234,0.12576
2005,Thuringa,Both equally,0.11001,99,171,0.06297,0.15704
2007,Schleswig-Holstein,Both equally,0.05443,46,46,-0.01186,0.12071
2007,Lower Saxony,Earn money,0.03786,82,193,0.01086,0.06485
2007,Lower Saxony,Both equally,0.04547,111,193,0.01600,0.07494
2007,North Rhine-Westphalia,Earn money,0.04081,190,498,0.02341,0.05820
2007,North Rhine-Westphalia,Both equally,0.06053,308,498,0.03956,0.08150
2007,Hesse,Earn money,0.04305,69,151,0.01057,0.07553
2007,Hesse,Both equally,0.05302,82,151,0.01716,0.08887
2007,"Rhineland-Palatinate, Saarland",Earn money,0.03483,52,135,0.00378,0.06587
2007,"Rhineland-Palatinate, Saarland",Both equally,0.05985,83,135,0.01968,0.10001
2007,Baden-Wuerttemberg,Earn money,0.03607,104,270,0.01378,0.05835
2007,Baden-Wuerttemberg,Both equally,0.04915,166,270,0.02332,0.07499
2007,Bavaria,Earn money,0.03921,125,308,0.01750,0.06092
2007,Bavaria,Both equally,0.04723,183,308,0.02350,0.07096
2007,Berlin,Earn money,0.04847,41,103,0.00679,0.09014
2007,Berlin,Both equally,0.08607,62,103,0.03164,0.14050
2007,Brandenburg,Earn money,0.06910,62,127,0.02481,0.11339
2007,Brandenburg,Both equally,0.07404,65,127,0.02832,0.11976
2007,Mecklenburg-Western Pomerania,Earn money,0.05604,32,72,0.00254,0.10953
2007,Mecklenburg-Western Pomerania,Both equally,0.08431,40,72,0.01968,0.14894
2007,Saxony,Earn money,0.04547,76,202,0.01667,0.07427
2007,Saxony,Both equally,0.08836,126,202,0.04913,0.12760
2007,Saxony-Anhalt,Earn money,0.03931,47,129,0.00564,0.07297
2007,Saxony-Anhalt,Both equally,0.07772,82,129,0.03134,0.12410
2007,Thuringa,Earn money,0.06042,55,136,0.02023,0.10061
2007,Thuringa,Both equally,0.06611,81,136,0.02420,0.10803
2009,Schleswig-Holstein,Both equally,0.04503,31,31,-0.02918,0.11924
2009,Lower Saxony,Earn money,0.04309,71,151,0.01059,0.07559
2009,Lower Saxony,Both equally,0.04489,80,151,0.01176,0.07803
2009,North Rhine-Westphalia,Earn money,0.04333,160,390,0.02309,0.06356
2009,North Rhine-Westphalia,Both equally,0.05691,230,390,0.03389,0.07993
2009,Hesse,Earn money,0.03414,62,121,0.00165,0.06662
2009,Hesse,Both equally,0.03948,59,121,0.00464,0.07432
2009,"Rhineland-Palatinate, Saarland",Earn money,0.04783,47,120,0.00949,0.08618
2009,"Rhineland-Palatinate, Saarland",Both equally,0.05570,73,120,0.01449,0.09690
2009,Baden-Wuerttemberg,Earn money,0.04319,98,212,0.01576,0.07062
2009,Baden-Wuerttemberg,Both equally,0.03828,114,212,0.01239,0.06417
2009,Bavaria,Earn money,0.03119,111,239,0.00910,0.05327
2009,Bavaria,Both equally,0.03537,128,239,0.01190,0.05884
2009,Berlin,Earn money,0.05591,45,91,0.00844,0.10337
2009,Berlin,Both equally,0.05466,46,91,0.00770,0.10163
2009,Brandenburg,Earn money,0.07378,58,104,0.02330,0.12427
2009,Brandenburg,Both equally,0.04117,46,104,0.00280,0.07954
2009,Mecklenburg-Western Pomerania,Both equally,0.08624,31,31,-0.01422,0.18669
2009,Saxony,Earn money,0.04608,61,165,0.01399,0.07817
2009,Saxony,Both equally,0.06450,104,165,0.02690,0.10210
2009,Saxony-Anhalt,Earn money,0.06823,53,101,0.01881,0.11765
2009,Saxony-Anhalt,Both equally,0.05333,48,101,0.00929,0.09737
2009,Thuringa,Earn money,0.05703,55,117,0.01483,0.09924
2009,Thuringa,Both equally,0.06713,62,117,0.02159,0.11266
2011,Lower Saxony,Earn money,0.01792,38,138,-0.00430,0.04013
2011,Lower Saxony,Both equally,0.02887,100,138,0.00083,0.05691
2011,North Rhine-Westphalia,Earn money,0.02122,133,317,0.00533,0.03711
2011,North Rhine-Westphalia,Both equally,0.03053,184,317,0.01156,0.04950
2011,Hesse,Earn money,0.02533,42,97,-0.00610,0.05676
2011,Hesse,Both equally,0.02700,55,97,-0.00542,0.05942
2011,"Rhineland-Palatinate, Saarland",Both equally,0.03323,54,54,-0.01502,0.08149
2011,Baden-Wuerttemberg,Earn money,0.02019,72,182,-0.00030,0.04068
2011,Baden-Wuerttemberg,Both equally,0.02051,110,182,-0.00014,0.04116
2011,Bavaria,Earn money,0.01057,68,184,-0.00425,0.02539
2011,Bavaria,Both equally,0.01947,116,184,-0.00055,0.03948
2011,Berlin,Earn money,0.03536,38,38,-0.02415,0.09488
2011,Brandenburg,Earn money,0.04044,37,71,-0.00571,0.08658
2011,Brandenburg,Both equally,0.02545,34,71,-0.01144,0.06234
2011,Saxony,Earn money,0.02798,44,124,-0.00117,0.05712
2011,Saxony,Both equally,0.03264,80,124,0.00124,0.06404
2011,Saxony-Anhalt,Earn money,0.03645,50,50,-0.01603,0.08892
2011,Thuringa,Both equally,0.04066,46,46,-0.01704,0.09837
2013,Schleswig-Holstein,Both equally,0.04559,47,47,-0.01469,0.10587
2013,Lower Saxony,Earn money,0.02724,65,174,0.00298,0.05150
2013,Lower Saxony,Both equally,0.03174,109,174,0.00562,0.05787
2013,North Rhine-Westphalia,Earn money,0.02549,162,412,0.01025,0.04072
2013,North Rhine-Westphalia,Other reasons,0.00485,39,412,-0.00187,0.01156
2013,North Rhine-Westphalia,Both equally,0.03313,211,412,0.01583,0.05043
2013,Hesse,Earn money,0.02396,54,125,-0.00296,0.05088
2013,Hesse,Both equally,0.02980,71,125,-0.00013,0.05972
2013,"Rhineland-Palatinate, Saarland",Earn money,0.02672,49,104,-0.00442,0.05786
2013,"Rhineland-Palatinate, Saarland",Both equally,0.03035,55,104,-0.00278,0.06349
2013,Baden-Wuerttemberg,Earn money,0.02042,78,198,0.00067,0.04017
2013,Baden-Wuerttemberg,Both equally,0.03349,120,198,0.00837,0.05862
2013,Bavaria,Earn money,0.01995,95,254,0.00272,0.03718
2013,Bavaria,Both equally,0.03578,159,254,0.01289,0.05866
2013,Berlin,Earn money,0.04627,44,95,0.00381,0.08874
2013,Berlin,Both equally,0.03817,51,95,-0.00057,0.07690
2013,Brandenburg,Earn money,0.03089,40,80,-0.00726,0.06904
2013,Brandenburg,Both equally,0.04406,40,80,-0.00120,0.08932
2013,Mecklenburg-Western Pomerania,Earn money,0.06637,36,36,-0.01610,0.14884
2013,Saxony,Earn money,0.03160,44,115,-0.00051,0.06371
2013,Saxony,Both equally,0.03273,71,115,0.00007,0.06540
2013,Saxony-Anhalt,Earn money,0.05933,44,82,0.00788,0.11078
2013,Saxony-Anhalt,Both equally,0.02219,38,82,-0.00989,0.05427
2013,Thuringa,Earn money,0.02895,36,74,-0.00951,0.06742
2013,Thuringa,Both equally,0.03369,38,74,-0.00770,0.07509
2017,Schleswig-Holstein,Earn money,0.02999,49,114,-0.00146,0.06145
2017,Schleswig-Holstein,Both equally,0.04306,65,114,0.00563,0.08049
2017,Hamburg,Both equally,0.03824,42,42,-0.02046,0.09694
2017,Lower Saxony,Earn money,0.03531,141,366,0.01637,0.05424
2017,Lower Saxony,Other reasons,0.00720,37,366,-0.00147,0.01588
2017,Lower Saxony,Both equally,0.04581,188,366,0.02436,0.06726
2017,North Rhine-Westphalia,Earn money,0.03956,327,836,0.02634,0.05278
2017,North Rhine-Westphalia,Other reasons,0.00770,76,836,0.00177,0.01363
2017,North Rhine-Westphalia,Both equally,0.05027,433,836,0.03545,0.06509
2017,Hesse,Earn money,0.04214,88,236,0.01645,0.06783
2017,Hesse,Both equally,0.06472,148,236,0.03326,0.09617
2017,"Rhineland-Palatinate, Saarland",Earn money,0.02365,60,160,0.00003,0.04727
2017,"Rhineland-Palatinate, Saarland",Both equally,0.04144,100,160,0.01046,0.07242
2017,Baden-Wuerttemberg,Earn money,0.02851,126,335,0.01066,0.04636
2017,Baden-Wuerttemberg,Other reasons,0.00727,31,335,-0.00184,0.01637
2017,Baden-Wuerttemberg,Both equally,0.04665,178,335,0.02403,0.06927
2017,Bavaria,Earn money,0.02548,183,443,0.01079,0.04017
2017,Bavaria,Other reasons,0.00697,42,443,-0.00079,0.01472
2017,Bavaria,Both equally,0.03805,218,443,0.02021,0.05588
2017,Berlin,Earn money,0.03483,33,121,0.00202,0.06763
2017,Berlin,Both equally,0.08529,88,121,0.03532,0.13527
2017,Brandenburg,Earn money,0.03508,59,111,0.00070,0.06946
2017,Brandenburg,Both equally,0.04320,52,111,0.00521,0.08119
2017,Mecklenburg-Western Pomerania,Both equally,0.05956,39,39,-0.01569,0.13480
2017,Saxony,Earn money,0.04032,76,192,0.01242,0.06822
2017,Saxony,Both equally,0.05248,116,192,0.02086,0.08411
2017,Saxony-Anhalt,Earn money,0.03495,43,126,0.00275,0.06715
2017,Saxony-Anhalt,Both equally,0.06339,83,126,0.02067,0.10611
2017,Thuringa,Earn money,0.04874,44,98,0.00589,0.09159
2017,Thuringa,Both equally,0.04996,54,98,0.00660,0.09331
