year,bula_h,sex,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Mecklenburg-Western Pomerania,male,Often,0.45208,146,222,0.38646,0.51770
2017,Mecklenburg-Western Pomerania,female,Sometimes,0.22463,75,287,0.17627,0.27300
2017,Mecklenburg-Western Pomerania,female,Often,0.42329,177,287,0.36603,0.48055
2017,Mecklenburg-Western Pomerania,female,Very often,0.06526,35,287,0.03663,0.09388
2017,Saxony,male,Seldom,0.07876,68,773,0.05976,0.09776
2017,Saxony,male,Sometimes,0.29231,253,773,0.26023,0.32440
2017,Saxony,male,Often,0.41351,384,773,0.37877,0.44825
2017,Saxony,male,Very often,0.06621,68,773,0.04867,0.08375
2017,Saxony,female,Seldom,0.07428,64,850,0.05664,0.09192
2017,Saxony,female,Sometimes,0.25751,253,850,0.22810,0.28692
2017,Saxony,female,Often,0.39561,432,850,0.36272,0.42851
2017,Saxony,female,Very often,0.08430,101,850,0.06561,0.10299
2017,Saxony-Anhalt,male,Sometimes,0.24106,116,378,0.19788,0.28423
2017,Saxony-Anhalt,male,Often,0.43497,230,378,0.38493,0.48501
2017,Saxony-Anhalt,male,Very often,0.08928,32,378,0.06050,0.11807
2017,Saxony-Anhalt,female,Seldom,0.06936,51,501,0.04709,0.09163
2017,Saxony-Anhalt,female,Sometimes,0.26423,140,501,0.22558,0.30288
2017,Saxony-Anhalt,female,Often,0.41150,256,501,0.36837,0.45464
2017,Saxony-Anhalt,female,Very often,0.07744,54,501,0.05401,0.10087
2017,Thuringa,male,Seldom,0.08068,32,439,0.05517,0.10618
2017,Thuringa,male,Sometimes,0.25286,145,439,0.21215,0.29356
2017,Thuringa,male,Often,0.41266,220,439,0.36656,0.45877
2017,Thuringa,male,Very often,0.09930,42,439,0.07130,0.12731
2017,Thuringa,female,Seldom,0.05134,48,525,0.03244,0.07024
2017,Thuringa,female,Sometimes,0.26273,157,525,0.22505,0.30042
2017,Thuringa,female,Often,0.45405,277,525,0.41142,0.49668
2017,Thuringa,female,Very often,0.04859,43,525,0.03018,0.06700
2018,Schleswig-Holstein,male,Sometimes,0.22321,125,397,0.18220,0.26422
2018,Schleswig-Holstein,male,Often,0.47072,232,397,0.42155,0.51988
2018,Schleswig-Holstein,male,Very often,0.06596,40,397,0.04151,0.09041
2018,Schleswig-Holstein,female,Sometimes,0.18916,107,465,0.15353,0.22480
2018,Schleswig-Holstein,female,Often,0.45842,290,465,0.41308,0.50376
2018,Schleswig-Holstein,female,Very often,0.11881,68,465,0.08937,0.14825
2018,Hamburg,male,Sometimes,0.27255,63,184,0.20804,0.33707
2018,Hamburg,male,Often,0.49605,121,184,0.42361,0.56849
2018,Hamburg,female,Sometimes,0.23516,77,223,0.17937,0.29095
2018,Hamburg,female,Often,0.39943,146,223,0.33500,0.46386
2018,Lower Saxony,male,Seldom,0.05428,66,1148,0.04116,0.06739
2018,Lower Saxony,male,Sometimes,0.24873,334,1148,0.22371,0.27374
2018,Lower Saxony,male,Often,0.41055,629,1148,0.38208,0.43902
2018,Lower Saxony,male,Very often,0.09641,119,1148,0.07933,0.11349
2018,Lower Saxony,female,Seldom,0.05903,85,1329,0.04636,0.07171
2018,Lower Saxony,female,Sometimes,0.25436,401,1329,0.23094,0.27779
2018,Lower Saxony,female,Often,0.41624,684,1329,0.38973,0.44275
2018,Lower Saxony,female,Very often,0.08803,159,1329,0.07279,0.10327
2018,Bremen,male,Often,0.27136,51,51,0.14811,0.39461
2018,Bremen,female,Sometimes,0.28857,40,92,0.19548,0.38167
2018,Bremen,female,Often,0.38949,52,92,0.28930,0.48968
2018,North Rhine-Westphalia,male,Very seldom,0.01065,32,2468,0.00660,0.01470
2018,North Rhine-Westphalia,male,Seldom,0.06438,170,2468,0.05469,0.07406
2018,North Rhine-Westphalia,male,Sometimes,0.26396,750,2468,0.24656,0.28135
2018,North Rhine-Westphalia,male,Often,0.41739,1258,2468,0.39793,0.43685
2018,North Rhine-Westphalia,male,Very often,0.07528,258,2468,0.06487,0.08569
2018,North Rhine-Westphalia,female,Very seldom,0.01852,64,2926,0.01364,0.02341
2018,North Rhine-Westphalia,female,Seldom,0.07733,234,2926,0.06765,0.08701
2018,North Rhine-Westphalia,female,Sometimes,0.23949,741,2926,0.22403,0.25496
2018,North Rhine-Westphalia,female,Often,0.43206,1541,2926,0.41410,0.45001
2018,North Rhine-Westphalia,female,Very often,0.08435,346,2926,0.07428,0.09442
2018,Hesse,male,Seldom,0.04917,50,784,0.03402,0.06431
2018,Hesse,male,Sometimes,0.27460,244,784,0.24334,0.30586
2018,Hesse,male,Often,0.42362,423,784,0.38901,0.45824
2018,Hesse,male,Very often,0.06698,67,784,0.04947,0.08449
2018,Hesse,female,Seldom,0.06592,65,881,0.04952,0.08231
2018,Hesse,female,Sometimes,0.23348,238,881,0.20553,0.26143
2018,Hesse,female,Often,0.40953,470,881,0.37704,0.44202
2018,Hesse,female,Very often,0.11788,108,881,0.09658,0.13919
2018,"Rhineland-Palatinate, Saarland",male,Seldom,0.05919,41,665,0.04124,0.07714
2018,"Rhineland-Palatinate, Saarland",male,Sometimes,0.27300,202,665,0.23912,0.30689
2018,"Rhineland-Palatinate, Saarland",male,Often,0.40023,363,665,0.36297,0.43750
2018,"Rhineland-Palatinate, Saarland",male,Very often,0.06561,59,665,0.04678,0.08444
2018,"Rhineland-Palatinate, Saarland",female,Seldom,0.06316,64,781,0.04609,0.08023
2018,"Rhineland-Palatinate, Saarland",female,Sometimes,0.26278,218,781,0.23189,0.29366
2018,"Rhineland-Palatinate, Saarland",female,Often,0.43554,425,781,0.40074,0.47034
2018,"Rhineland-Palatinate, Saarland",female,Very often,0.05584,74,781,0.03973,0.07195
2018,Baden-Wuerttemberg,male,Seldom,0.06265,77,1268,0.04931,0.07599
2018,Baden-Wuerttemberg,male,Sometimes,0.24068,347,1268,0.21714,0.26422
2018,Baden-Wuerttemberg,male,Often,0.44048,723,1268,0.41314,0.46781
2018,Baden-Wuerttemberg,male,Very often,0.06040,121,1268,0.04729,0.07352
2018,Baden-Wuerttemberg,female,Seldom,0.06865,101,1479,0.05576,0.08154
2018,Baden-Wuerttemberg,female,Sometimes,0.24553,410,1479,0.22359,0.26748
2018,Baden-Wuerttemberg,female,Often,0.43087,799,1479,0.40562,0.45611
2018,Baden-Wuerttemberg,female,Very often,0.08975,169,1479,0.07517,0.10432
2018,Bavaria,male,Seldom,0.04232,96,1770,0.03294,0.05170
2018,Bavaria,male,Sometimes,0.24875,542,1770,0.22860,0.26889
2018,Bavaria,male,Often,0.42913,931,1770,0.40607,0.45220
2018,Bavaria,male,Very often,0.08890,201,1770,0.07564,0.10217
2018,Bavaria,female,Very seldom,0.01107,35,2167,0.00666,0.01547
2018,Bavaria,female,Seldom,0.07116,124,2167,0.06033,0.08198
2018,Bavaria,female,Sometimes,0.26683,610,2167,0.24820,0.28546
2018,Bavaria,female,Often,0.41466,1127,2167,0.39391,0.43541
2018,Bavaria,female,Very often,0.08596,271,2167,0.07415,0.09776
2018,Berlin,male,Seldom,0.07733,41,471,0.05318,0.10148
2018,Berlin,male,Sometimes,0.23883,135,471,0.20028,0.27738
2018,Berlin,male,Often,0.42772,246,471,0.38300,0.47245
2018,Berlin,male,Very often,0.06406,49,471,0.04192,0.08619
2018,Berlin,female,Seldom,0.07186,41,500,0.04920,0.09453
2018,Berlin,female,Sometimes,0.20898,129,500,0.17330,0.24465
2018,Berlin,female,Often,0.43963,261,500,0.39608,0.48318
2018,Berlin,female,Very often,0.12252,69,500,0.09375,0.15129
2018,Brandenburg,male,Seldom,0.06053,35,470,0.03894,0.08211
2018,Brandenburg,male,Sometimes,0.28052,165,470,0.23986,0.32117
2018,Brandenburg,male,Often,0.38449,236,470,0.34046,0.42852
2018,Brandenburg,male,Very often,0.04254,34,470,0.02427,0.06080
2018,Brandenburg,female,Seldom,0.07746,49,542,0.05494,0.09999
2018,Brandenburg,female,Sometimes,0.33905,204,542,0.29916,0.37894
2018,Brandenburg,female,Often,0.37382,241,542,0.33305,0.41459
2018,Brandenburg,female,Very often,0.04930,48,542,0.03106,0.06754
2018,Mecklenburg-Western Pomerania,male,Sometimes,0.23591,67,224,0.18019,0.29164
2018,Mecklenburg-Western Pomerania,male,Often,0.46622,157,224,0.40074,0.53169
2018,Mecklenburg-Western Pomerania,female,Sometimes,0.24741,86,298,0.19833,0.29648
2018,Mecklenburg-Western Pomerania,female,Often,0.42297,181,298,0.36678,0.47916
2018,Mecklenburg-Western Pomerania,female,Very often,0.06416,31,298,0.03629,0.09203
2018,Saxony,male,Seldom,0.06038,45,755,0.04338,0.07738
2018,Saxony,male,Sometimes,0.29961,272,755,0.26691,0.33231
2018,Saxony,male,Often,0.43612,384,755,0.40072,0.47152
2018,Saxony,male,Very often,0.04707,54,755,0.03196,0.06219
2018,Saxony,female,Seldom,0.08704,81,841,0.06798,0.10611
2018,Saxony,female,Sometimes,0.25494,246,841,0.22546,0.28441
2018,Saxony,female,Often,0.43510,435,841,0.40157,0.46862
2018,Saxony,female,Very often,0.05948,79,841,0.04349,0.07548
2018,Saxony-Anhalt,male,Sometimes,0.26681,129,367,0.22150,0.31212
2018,Saxony-Anhalt,male,Often,0.40707,201,367,0.35674,0.45741
2018,Saxony-Anhalt,male,Very often,0.05612,37,367,0.03254,0.07970
2018,Saxony-Anhalt,female,Seldom,0.09050,41,494,0.06518,0.11583
2018,Saxony-Anhalt,female,Sometimes,0.24057,150,494,0.20284,0.27830
2018,Saxony-Anhalt,female,Often,0.42964,254,494,0.38595,0.47334
2018,Saxony-Anhalt,female,Very often,0.05873,49,494,0.03797,0.07948
2018,Thuringa,male,Seldom,0.07230,31,418,0.04744,0.09716
2018,Thuringa,male,Sometimes,0.22134,128,418,0.18149,0.26118
2018,Thuringa,male,Often,0.43037,225,418,0.38285,0.47790
2018,Thuringa,male,Very often,0.09178,34,418,0.06407,0.11949
2018,Thuringa,female,Seldom,0.07794,38,501,0.05444,0.10144
2018,Thuringa,female,Sometimes,0.26143,162,501,0.22292,0.29995
2018,Thuringa,female,Often,0.39617,249,501,0.35329,0.43904
2018,Thuringa,female,Very often,0.08237,52,501,0.05827,0.10647
2019,Schleswig-Holstein,male,Sometimes,0.24248,122,431,0.20197,0.28299
2019,Schleswig-Holstein,male,Often,0.42961,263,431,0.38282,0.47640
2019,Schleswig-Holstein,male,Very often,0.08304,46,431,0.05696,0.10912
2019,Schleswig-Holstein,female,Seldom,0.06217,34,487,0.04070,0.08363
2019,Schleswig-Holstein,female,Sometimes,0.19857,117,487,0.16310,0.23403
2019,Schleswig-Holstein,female,Often,0.45737,272,487,0.41308,0.50166
2019,Schleswig-Holstein,female,Very often,0.07792,64,487,0.05409,0.10175
2019,Hamburg,male,Sometimes,0.29988,72,216,0.23863,0.36113
2019,Hamburg,male,Often,0.41509,144,216,0.34923,0.48096
2019,Hamburg,female,Sometimes,0.25310,82,250,0.19909,0.30710
2019,Hamburg,female,Often,0.35629,133,250,0.29681,0.41578
2019,Hamburg,female,Very often,0.10394,35,250,0.06603,0.14184
2019,Lower Saxony,male,Seldom,0.05535,64,1157,0.04217,0.06853
2019,Lower Saxony,male,Sometimes,0.25435,324,1157,0.22925,0.27946
2019,Lower Saxony,male,Often,0.40144,653,1157,0.37318,0.42970
2019,Lower Saxony,male,Very often,0.08932,116,1157,0.07288,0.10576
2019,Lower Saxony,female,Seldom,0.05583,96,1300,0.04335,0.06832
2019,Lower Saxony,female,Sometimes,0.24498,350,1300,0.22160,0.26837
2019,Lower Saxony,female,Often,0.42207,707,1300,0.39522,0.44893
2019,Lower Saxony,female,Very often,0.09403,147,1300,0.07816,0.10990
2019,Bremen,male,Often,0.38253,56,56,0.25409,0.51098
2019,Bremen,female,Sometimes,0.34745,41,95,0.25119,0.44371
2019,Bremen,female,Often,0.34794,54,95,0.25165,0.44423
2019,North Rhine-Westphalia,male,Very seldom,0.01746,43,2564,0.01239,0.02253
2019,North Rhine-Westphalia,male,Seldom,0.07505,169,2564,0.06485,0.08525
2019,North Rhine-Westphalia,male,Sometimes,0.23005,713,2564,0.21376,0.24635
2019,North Rhine-Westphalia,male,Often,0.43599,1365,2564,0.41679,0.45519
2019,North Rhine-Westphalia,male,Very often,0.07238,274,2564,0.06235,0.08241
2019,North Rhine-Westphalia,female,Very seldom,0.01643,55,2835,0.01175,0.02111
2019,North Rhine-Westphalia,female,Seldom,0.07065,199,2835,0.06121,0.08008
2019,North Rhine-Westphalia,female,Sometimes,0.24368,769,2835,0.22788,0.25949
2019,North Rhine-Westphalia,female,Often,0.42931,1473,2835,0.41109,0.44754
2019,North Rhine-Westphalia,female,Very often,0.08699,339,2835,0.07662,0.09737
2019,Hesse,male,Seldom,0.05166,40,832,0.03662,0.06671
2019,Hesse,male,Sometimes,0.27096,229,832,0.24074,0.30118
2019,Hesse,male,Often,0.41315,471,832,0.37967,0.44663
2019,Hesse,male,Very often,0.07115,92,832,0.05367,0.08863
2019,Hesse,female,Seldom,0.06693,58,845,0.05007,0.08379
2019,Hesse,female,Sometimes,0.19181,205,845,0.16525,0.21837
2019,Hesse,female,Often,0.44679,464,845,0.41325,0.48033
2019,Hesse,female,Very often,0.11586,118,845,0.09427,0.13745
2019,"Rhineland-Palatinate, Saarland",male,Seldom,0.07565,47,668,0.05559,0.09572
2019,"Rhineland-Palatinate, Saarland",male,Sometimes,0.29858,225,668,0.26385,0.33331
2019,"Rhineland-Palatinate, Saarland",male,Often,0.34496,331,668,0.30888,0.38104
2019,"Rhineland-Palatinate, Saarland",male,Very often,0.07475,65,668,0.05479,0.09471
2019,"Rhineland-Palatinate, Saarland",female,Seldom,0.09541,71,760,0.07451,0.11631
2019,"Rhineland-Palatinate, Saarland",female,Sometimes,0.26323,217,760,0.23190,0.29456
2019,"Rhineland-Palatinate, Saarland",female,Often,0.37102,380,760,0.33665,0.40538
2019,"Rhineland-Palatinate, Saarland",female,Very often,0.08768,92,760,0.06756,0.10780
2019,Baden-Wuerttemberg,male,Seldom,0.04498,69,1299,0.03370,0.05625
2019,Baden-Wuerttemberg,male,Sometimes,0.25545,362,1299,0.23172,0.27917
2019,Baden-Wuerttemberg,male,Often,0.40690,722,1299,0.38018,0.43363
2019,Baden-Wuerttemberg,male,Very often,0.07642,146,1299,0.06196,0.09087
2019,Baden-Wuerttemberg,female,Seldom,0.04948,77,1453,0.03832,0.06063
2019,Baden-Wuerttemberg,female,Sometimes,0.24897,410,1453,0.22672,0.27121
2019,Baden-Wuerttemberg,female,Often,0.42754,786,1453,0.40209,0.45299
2019,Baden-Wuerttemberg,female,Very often,0.08784,180,1453,0.07328,0.10240
2019,Bavaria,male,Very seldom,0.01135,31,1888,0.00657,0.01612
2019,Bavaria,male,Seldom,0.04502,96,1888,0.03567,0.05438
2019,Bavaria,male,Sometimes,0.22471,511,1888,0.20588,0.24355
2019,Bavaria,male,Often,0.44304,1030,1888,0.42063,0.46545
2019,Bavaria,male,Very often,0.08604,220,1888,0.07338,0.09869
2019,Bavaria,female,Very seldom,0.01884,42,2058,0.01297,0.02472
2019,Bavaria,female,Seldom,0.05247,117,2058,0.04283,0.06210
2019,Bavaria,female,Sometimes,0.24871,547,2058,0.23003,0.26739
2019,Bavaria,female,Often,0.41193,1085,2058,0.39066,0.43320
2019,Bavaria,female,Very often,0.10912,267,2058,0.09565,0.12260
2019,Berlin,male,Seldom,0.05808,37,507,0.03770,0.07846
2019,Berlin,male,Sometimes,0.22491,142,507,0.18853,0.26129
2019,Berlin,male,Often,0.46509,284,507,0.42163,0.50855
2019,Berlin,male,Very often,0.07055,44,507,0.04824,0.09286
2019,Berlin,female,Seldom,0.09258,37,498,0.06710,0.11807
2019,Berlin,female,Sometimes,0.21983,121,498,0.18342,0.25624
2019,Berlin,female,Often,0.44405,271,498,0.40037,0.48773
2019,Berlin,female,Very often,0.08493,69,498,0.06042,0.10944
2019,Brandenburg,male,Seldom,0.04891,35,522,0.03039,0.06743
2019,Brandenburg,male,Sometimes,0.27490,171,522,0.23657,0.31324
2019,Brandenburg,male,Often,0.39635,276,522,0.35434,0.43835
2019,Brandenburg,male,Very often,0.04685,40,522,0.02870,0.06500
2019,Brandenburg,female,Seldom,0.07111,50,572,0.05003,0.09219
2019,Brandenburg,female,Sometimes,0.30813,193,572,0.27025,0.34600
2019,Brandenburg,female,Often,0.38230,269,572,0.34244,0.42215
2019,Brandenburg,female,Very often,0.06558,60,572,0.04528,0.08589
2019,Mecklenburg-Western Pomerania,male,Sometimes,0.22521,74,246,0.17291,0.27752
2019,Mecklenburg-Western Pomerania,male,Often,0.49648,172,246,0.43387,0.55908
2019,Mecklenburg-Western Pomerania,female,Seldom,0.12039,32,312,0.08423,0.15656
2019,Mecklenburg-Western Pomerania,female,Sometimes,0.20712,70,312,0.16209,0.25216
2019,Mecklenburg-Western Pomerania,female,Often,0.40465,175,312,0.35010,0.45920
2019,Mecklenburg-Western Pomerania,female,Very often,0.08476,35,312,0.05381,0.11572
2019,Saxony,male,Seldom,0.07442,48,780,0.05599,0.09285
2019,Saxony,male,Sometimes,0.30700,259,780,0.27461,0.33939
2019,Saxony,male,Often,0.40601,405,780,0.37152,0.44050
2019,Saxony,male,Very often,0.04900,68,780,0.03384,0.06416
2019,Saxony,female,Seldom,0.09080,73,829,0.07123,0.11037
2019,Saxony,female,Sometimes,0.27060,227,829,0.24034,0.30086
2019,Saxony,female,Often,0.38247,438,829,0.34936,0.41557
2019,Saxony,female,Very often,0.08812,91,829,0.06881,0.10743
2019,Saxony-Anhalt,male,Sometimes,0.34639,134,377,0.29830,0.39449
2019,Saxony-Anhalt,male,Often,0.36969,206,377,0.32090,0.41849
2019,Saxony-Anhalt,male,Very often,0.06389,37,377,0.03917,0.08861
2019,Saxony-Anhalt,female,Seldom,0.08663,42,475,0.06131,0.11195
2019,Saxony-Anhalt,female,Sometimes,0.24757,135,475,0.20872,0.28643
2019,Saxony-Anhalt,female,Often,0.43609,257,475,0.39145,0.48074
2019,Saxony-Anhalt,female,Very often,0.05221,41,475,0.03218,0.07224
2019,Thuringa,male,Sometimes,0.22716,137,396,0.18584,0.26848
2019,Thuringa,male,Often,0.40682,220,396,0.35838,0.45527
2019,Thuringa,male,Very often,0.10563,39,396,0.07532,0.13594
2019,Thuringa,female,Sometimes,0.25223,155,452,0.21215,0.29231
2019,Thuringa,female,Often,0.41444,244,452,0.36897,0.45991
2019,Thuringa,female,Very often,0.09523,53,452,0.06814,0.12232
2020,Schleswig-Holstein,male,Seldom,0.05493,33,423,0.03319,0.07667
2020,Schleswig-Holstein,male,Sometimes,0.19303,107,423,0.15537,0.23069
2020,Schleswig-Holstein,male,Often,0.44870,231,423,0.40125,0.49616
2020,Schleswig-Holstein,male,Very often,0.08409,52,423,0.05761,0.11056
2020,Schleswig-Holstein,female,Seldom,0.06826,38,473,0.04550,0.09101
2020,Schleswig-Holstein,female,Sometimes,0.22612,122,473,0.18838,0.26386
2020,Schleswig-Holstein,female,Often,0.39049,257,473,0.34647,0.43450
2020,Schleswig-Holstein,female,Very often,0.09727,56,473,0.07054,0.12401
2020,Hamburg,male,Sometimes,0.27047,64,222,0.21190,0.32903
2020,Hamburg,male,Often,0.41458,127,222,0.34963,0.47953
2020,Hamburg,male,Very often,0.06677,31,222,0.03386,0.09968
2020,Hamburg,female,Sometimes,0.27965,81,227,0.22114,0.33817
2020,Hamburg,female,Often,0.35679,146,227,0.29433,0.41925
2020,Lower Saxony,male,Seldom,0.06028,85,1141,0.04646,0.07409
2020,Lower Saxony,male,Sometimes,0.26025,325,1141,0.23478,0.28572
2020,Lower Saxony,male,Often,0.41034,604,1141,0.38179,0.43890
2020,Lower Saxony,male,Very often,0.07434,127,1141,0.05911,0.08957
2020,Lower Saxony,female,Seldom,0.08686,98,1261,0.07131,0.10241
2020,Lower Saxony,female,Sometimes,0.21466,335,1261,0.19199,0.23734
2020,Lower Saxony,female,Often,0.43468,683,1261,0.40730,0.46205
2020,Lower Saxony,female,Very often,0.07242,145,1261,0.05811,0.08673
2020,Bremen,male,Often,0.40901,57,57,0.28024,0.53778
2020,Bremen,female,Often,0.47767,60,60,0.35021,0.60513
2020,North Rhine-Westphalia,male,Very seldom,0.01262,38,2624,0.00835,0.01689
2020,North Rhine-Westphalia,male,Seldom,0.06837,208,2624,0.05871,0.07802
2020,North Rhine-Westphalia,male,Sometimes,0.25364,770,2624,0.23699,0.27030
2020,North Rhine-Westphalia,male,Often,0.43438,1361,2624,0.41541,0.45335
2020,North Rhine-Westphalia,male,Very often,0.05837,247,2624,0.04939,0.06734
2020,North Rhine-Westphalia,female,Very seldom,0.01817,54,2823,0.01324,0.02310
2020,North Rhine-Westphalia,female,Seldom,0.07677,226,2823,0.06695,0.08659
2020,North Rhine-Westphalia,female,Sometimes,0.24841,804,2823,0.23247,0.26435
2020,North Rhine-Westphalia,female,Often,0.42398,1431,2823,0.40574,0.44221
2020,North Rhine-Westphalia,female,Very often,0.07340,308,2823,0.06377,0.08302
2020,Hesse,male,Seldom,0.05101,47,844,0.03616,0.06587
2020,Hesse,male,Sometimes,0.23500,244,844,0.20638,0.26362
2020,Hesse,male,Often,0.45401,467,844,0.42040,0.48762
2020,Hesse,male,Very often,0.05715,86,844,0.04148,0.07282
2020,Hesse,female,Seldom,0.08807,69,878,0.06931,0.10683
2020,Hesse,female,Sometimes,0.20117,217,878,0.17464,0.22770
2020,Hesse,female,Often,0.42290,467,878,0.39020,0.45559
2020,Hesse,female,Very often,0.10540,125,878,0.08508,0.12573
2020,"Rhineland-Palatinate, Saarland",male,Seldom,0.04911,46,621,0.03210,0.06612
2020,"Rhineland-Palatinate, Saarland",male,Sometimes,0.26617,207,621,0.23138,0.30096
2020,"Rhineland-Palatinate, Saarland",male,Often,0.40154,300,621,0.36296,0.44013
2020,"Rhineland-Palatinate, Saarland",male,Very often,0.06909,68,621,0.04913,0.08906
2020,"Rhineland-Palatinate, Saarland",female,Seldom,0.07963,57,717,0.05980,0.09946
2020,"Rhineland-Palatinate, Saarland",female,Sometimes,0.30276,224,717,0.26910,0.33641
2020,"Rhineland-Palatinate, Saarland",female,Often,0.37918,355,717,0.34364,0.41472
2020,"Rhineland-Palatinate, Saarland",female,Very often,0.08016,81,717,0.06027,0.10005
2020,Baden-Wuerttemberg,male,Seldom,0.05592,84,1341,0.04362,0.06822
2020,Baden-Wuerttemberg,male,Sometimes,0.26304,411,1341,0.23946,0.28661
2020,Baden-Wuerttemberg,male,Often,0.39749,711,1341,0.37129,0.42370
2020,Baden-Wuerttemberg,male,Very often,0.06556,135,1341,0.05231,0.07882
2020,Baden-Wuerttemberg,female,Seldom,0.06439,98,1459,0.05180,0.07699
2020,Baden-Wuerttemberg,female,Sometimes,0.26281,426,1459,0.24021,0.28540
2020,Baden-Wuerttemberg,female,Often,0.38801,761,1459,0.36299,0.41302
2020,Baden-Wuerttemberg,female,Very often,0.10648,174,1459,0.09065,0.12231
2020,Bavaria,male,Very seldom,0.02525,47,1933,0.01825,0.03224
2020,Bavaria,male,Seldom,0.04253,94,1933,0.03353,0.05153
2020,Bavaria,male,Sometimes,0.22638,543,1933,0.20772,0.24504
2020,Bavaria,male,Often,0.43646,1030,1933,0.41434,0.45857
2020,Bavaria,male,Very often,0.07531,219,1933,0.06355,0.08708
2020,Bavaria,female,Very seldom,0.02173,45,2117,0.01551,0.02794
2020,Bavaria,female,Seldom,0.06899,153,2117,0.05819,0.07979
2020,Bavaria,female,Sometimes,0.25403,567,2117,0.23548,0.27258
2020,Bavaria,female,Often,0.39574,1072,2117,0.37491,0.41658
2020,Bavaria,female,Very often,0.09005,280,2117,0.07785,0.10225
2020,Berlin,male,Sometimes,0.25999,183,552,0.22337,0.29662
2020,Berlin,male,Often,0.42351,312,552,0.38225,0.46476
2020,Berlin,male,Very often,0.06040,57,552,0.04051,0.08029
2020,Berlin,female,Seldom,0.08359,40,561,0.06066,0.10651
2020,Berlin,female,Sometimes,0.20388,127,561,0.17051,0.23725
2020,Berlin,female,Often,0.45483,317,561,0.41359,0.49607
2020,Berlin,female,Very often,0.07960,77,561,0.05718,0.10202
2020,Brandenburg,male,Seldom,0.06728,37,500,0.04530,0.08926
2020,Brandenburg,male,Sometimes,0.29237,170,500,0.25246,0.33228
2020,Brandenburg,male,Often,0.37686,252,500,0.33434,0.41938
2020,Brandenburg,male,Very often,0.05663,41,500,0.03635,0.07691
2020,Brandenburg,female,Seldom,0.10790,48,536,0.08161,0.13419
2020,Brandenburg,female,Sometimes,0.26934,176,536,0.23175,0.30693
2020,Brandenburg,female,Often,0.38989,259,536,0.34856,0.43122
2020,Brandenburg,female,Very often,0.04996,53,536,0.03150,0.06842
2020,Mecklenburg-Western Pomerania,male,Sometimes,0.28357,69,194,0.21998,0.34716
2020,Mecklenburg-Western Pomerania,male,Often,0.43734,125,194,0.36735,0.50733
2020,Mecklenburg-Western Pomerania,female,Sometimes,0.25566,71,211,0.19666,0.31466
2020,Mecklenburg-Western Pomerania,female,Often,0.40485,140,211,0.33846,0.47124
2020,Saxony,male,Seldom,0.08486,51,734,0.06468,0.10503
2020,Saxony,male,Sometimes,0.24337,223,734,0.21231,0.27444
2020,Saxony,male,Often,0.43088,396,734,0.39503,0.46673
2020,Saxony,male,Very often,0.06891,64,734,0.05057,0.08725
2020,Saxony,female,Seldom,0.05384,53,790,0.03809,0.06959
2020,Saxony,female,Sometimes,0.26625,251,790,0.23541,0.29709
2020,Saxony,female,Often,0.42524,414,790,0.39075,0.45974
2020,Saxony,female,Very often,0.07574,72,790,0.05728,0.09420
2020,Saxony-Anhalt,male,Seldom,0.09485,33,372,0.06503,0.12466
2020,Saxony-Anhalt,male,Sometimes,0.30187,127,372,0.25516,0.34859
2020,Saxony-Anhalt,male,Often,0.40675,212,372,0.35676,0.45673
2020,Saxony-Anhalt,female,Seldom,0.08457,45,467,0.05930,0.10983
2020,Saxony-Anhalt,female,Sometimes,0.29619,150,467,0.25473,0.33764
2020,Saxony-Anhalt,female,Often,0.34418,212,467,0.30104,0.38732
2020,Saxony-Anhalt,female,Very often,0.07686,60,467,0.05268,0.10105
2020,Thuringa,male,Seldom,0.07852,34,405,0.05229,0.10475
2020,Thuringa,male,Sometimes,0.22592,127,405,0.18514,0.26670
2020,Thuringa,male,Often,0.40019,206,405,0.35241,0.44796
2020,Thuringa,male,Very often,0.10008,38,405,0.07082,0.12935
2020,Thuringa,female,Seldom,0.11332,42,481,0.08496,0.14168
2020,Thuringa,female,Sometimes,0.22937,139,481,0.19176,0.26698
2020,Thuringa,female,Often,0.39539,242,481,0.35165,0.43913
2020,Thuringa,female,Very often,0.09058,58,481,0.06490,0.11625
2021,Schleswig-Holstein,male,Sometimes,0.18615,90,309,0.14268,0.22962
2021,Schleswig-Holstein,male,Often,0.46008,184,309,0.40442,0.51574
2021,Schleswig-Holstein,male,Very often,0.07862,35,309,0.04856,0.10868
2021,Schleswig-Holstein,female,Seldom,0.06153,31,371,0.03705,0.08602
2021,Schleswig-Holstein,female,Sometimes,0.12298,72,371,0.08952,0.15645
2021,Schleswig-Holstein,female,Often,0.44757,228,371,0.39690,0.49824
2021,Schleswig-Holstein,female,Very often,0.09731,40,371,0.06711,0.12751
2021,Hamburg,male,Sometimes,0.22482,34,140,0.15542,0.29422
2021,Hamburg,male,Often,0.44679,106,140,0.36414,0.52944
2021,Hamburg,female,Sometimes,0.20845,52,177,0.14844,0.26846
2021,Hamburg,female,Often,0.45007,125,177,0.37657,0.52357
2021,Lower Saxony,male,Seldom,0.06147,51,772,0.04452,0.07843
2021,Lower Saxony,male,Sometimes,0.22580,205,772,0.19628,0.25531
2021,Lower Saxony,male,Often,0.44327,425,772,0.40821,0.47834
2021,Lower Saxony,male,Very often,0.06603,91,772,0.04850,0.08356
