"plh0186","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Selten","2007","AkademikerIn","maennlich","175","","",""
"Selten","2007","AkademikerIn","weiblich","137","","",""
"Selten","2007","Hauptschule","maennlich","396","0.119958813037124","0.109264662224402","0.130652963849846"
"Selten","2007","Hauptschule","weiblich","523","0.149429761239816","0.138032891860117","0.160826630619514"
"Selten","2007","Realschule","maennlich","191","","",""
"Selten","2007","Realschule","weiblich","247","","",""
"Manchmal","2008","(Fach-)Abitur","maennlich","332","0.344301526339662","0.314260970956763","0.374342081722561"
"Manchmal","2008","(Fach-)Abitur","weiblich","344","0.302813777909741","0.276870981869813","0.328756573949669"
"Manchmal","2008","(noch) kein Abschluss","maennlich","73","0.333286602107878","0.274853814441087","0.391719389774668"
"Manchmal","2008","(noch) kein Abschluss","weiblich","95","0.394191664355716","0.338141356041395","0.450241972670037"
"Manchmal","2008","AkademikerIn","maennlich","821","0.383803161193668","0.363885224092396","0.40372109829494"
"Manchmal","2008","AkademikerIn","weiblich","610","0.331617263548827","0.310409056154946","0.352825470942707"
"Manchmal","2008","Hauptschule","maennlich","1253","","",""
"Manchmal","2008","Hauptschule","weiblich","1321","","",""
"Manchmal","2008","Realschule","maennlich","756","0.357776759423289","0.337533785604855","0.378019733241723"
"Manchmal","2008","Realschule","weiblich","945","0.328468518710439","0.311506188792127","0.345430848628751"
"Oft","2008","(Fach-)Abitur","maennlich","476","0.471319159246158","0.439758887766742","0.502879430725574"
"Oft","2008","(Fach-)Abitur","weiblich","602","0.48756348852487","0.459341332504726","0.515785644545013"
"Oft","2008","(noch) kein Abschluss","maennlich","122","","",""
"Oft","2008","(noch) kein Abschluss","weiblich","126","","",""
"Oft","2008","AkademikerIn","maennlich","1132","","",""
"Oft","2008","AkademikerIn","weiblich","960","0.485874337445023","0.463359469407818","0.508389205482227"
"Oft","2008","Hauptschule","maennlich","1358","","",""
"Oft","2008","Hauptschule","weiblich","1338","","",""
"Oft","2008","Realschule","maennlich","1006","","",""
"Oft","2008","Realschule","weiblich","1413","","",""
"Sehr oft","2008","(Fach-)Abitur","maennlich","77","0.0786858451638774","0.0616627480803969","0.0957089422473579"
"Sehr oft","2008","(Fach-)Abitur","weiblich","142","","",""
"Sehr oft","2008","(noch) kein Abschluss","maennlich","36","0.152984059629776","0.108362271567482","0.19760584769207"
"Sehr oft","2008","(noch) kein Abschluss","weiblich","38","0.0888763238048817","0.0562372089386078","0.121515438671156"
"Sehr oft","2008","AkademikerIn","maennlich","135","","",""
"Sehr oft","2008","AkademikerIn","weiblich","161","","",""
"Sehr oft","2008","Hauptschule","maennlich","229","","",""
"Sehr oft","2008","Hauptschule","weiblich","222","","",""
"Sehr oft","2008","Realschule","maennlich","161","","",""
"Sehr oft","2008","Realschule","weiblich","287","","",""
"Sehr selten","2008","(Fach-)Abitur","maennlich","11","","",""
"Sehr selten","2008","(Fach-)Abitur","weiblich","34","0.0300195205946381","0.0203848262623976","0.0396542149268786"
"Sehr selten","2008","(noch) kein Abschluss","maennlich","2","","",""
"Sehr selten","2008","(noch) kein Abschluss","weiblich","10","","",""
"Sehr selten","2008","AkademikerIn","maennlich","42","0.0239070108165439","0.0176504080036133","0.0301636136294745"
"Sehr selten","2008","AkademikerIn","weiblich","28","","",""
"Sehr selten","2008","Hauptschule","maennlich","94","0.0352781256222349","0.028959883667669","0.0415963675768007"
"Sehr selten","2008","Hauptschule","weiblich","150","","",""
"Sehr selten","2008","Realschule","maennlich","43","0.0264623668899716","0.0196841422650178","0.0332405915149254"
"Sehr selten","2008","Realschule","weiblich","60","0.0334462975424889","0.0269525939630982","0.0399400011218795"
"Selten","2008","(Fach-)Abitur","maennlich","65","0.0875547799349826","0.0696845669850916","0.105424992884874"
"Selten","2008","(Fach-)Abitur","weiblich","83","0.0791575394603683","0.0639137346595291","0.0944013442612075"
"Selten","2008","(noch) kein Abschluss","maennlich","17","","",""
"Selten","2008","(noch) kein Abschluss","weiblich","23","","",""
"Selten","2008","AkademikerIn","maennlich","160","","",""
"Selten","2008","AkademikerIn","weiblich","134","","",""
"Selten","2008","Hauptschule","maennlich","341","0.121590589133783","0.110397733294872","0.132783444972693"
"Selten","2008","Hauptschule","weiblich","472","0.143278017858355","0.131675886988585","0.154880148728125"
"Selten","2008","Realschule","maennlich","188","","",""
"Selten","2008","Realschule","weiblich","240","","",""
"Manchmal","2009","(Fach-)Abitur","maennlich","279","","",""
"Manchmal","2009","(Fach-)Abitur","weiblich","334","0.309131350182618","0.281993542286137","0.3362691580791"
"Manchmal","2009","(noch) kein Abschluss","maennlich","71","0.342225132188969","0.282935995663034","0.401514268714903"
"Manchmal","2009","(noch) kein Abschluss","weiblich","66","0.295653544243474","0.237432927575676","0.353874160911272"
"Manchmal","2009","AkademikerIn","maennlich","719","0.343458777870136","0.323529637414435","0.363387918325836"
"Manchmal","2009","AkademikerIn","weiblich","584","0.316386537091452","0.295142575976304","0.3376304982066"
"Manchmal","2009","Hauptschule","maennlich","1182","","",""
"Manchmal","2009","Hauptschule","weiblich","1248","","",""
"Manchmal","2009","Realschule","maennlich","715","0.356420576489021","0.335498313204278","0.377342839773764"
"Manchmal","2009","Realschule","weiblich","900","0.329713748101494","0.312216415781755","0.347211080421233"
"Oft","2009","(Fach-)Abitur","maennlich","455","0.499141533007418","0.466199847257335","0.5320832187575"
"Oft","2009","(Fach-)Abitur","weiblich","546","0.475264536656275","0.44593917286776","0.504589900444791"
"Oft","2009","(noch) kein Abschluss","maennlich","109","","",""
"Oft","2009","(noch) kein Abschluss","weiblich","114","","",""
"Oft","2009","AkademikerIn","maennlich","1090","","",""
"Oft","2009","AkademikerIn","weiblich","907","0.479734410661814","0.45691343628247","0.502555385041158"
"Oft","2009","Hauptschule","maennlich","1153","","",""
"Oft","2009","Hauptschule","weiblich","1141","","",""
"Oft","2009","Realschule","maennlich","949","0.475347250297944","0.453531624616195","0.497162875979692"
"Oft","2009","Realschule","weiblich","1342","","",""
"Sehr oft","2009","(Fach-)Abitur","maennlich","66","0.0757108900123708","0.0582824085219247","0.0931393715028169"
"Sehr oft","2009","(Fach-)Abitur","weiblich","136","","",""
"Sehr oft","2009","(noch) kein Abschluss","maennlich","44","0.135329782715129","0.0925830938732674","0.178076471556991"
"Sehr oft","2009","(noch) kein Abschluss","weiblich","31","0.0916840053263657","0.0548662455898204","0.128501765062911"
"Sehr oft","2009","AkademikerIn","maennlich","138","","",""
"Sehr oft","2009","AkademikerIn","weiblich","184","","",""
"Sehr oft","2009","Hauptschule","maennlich","168","","",""
"Sehr oft","2009","Hauptschule","weiblich","164","","",""
"Sehr oft","2009","Realschule","maennlich","120","","",""
"Sehr oft","2009","Realschule","weiblich","235","","",""
"Sehr selten","2009","(Fach-)Abitur","maennlich","19","","",""
"Sehr selten","2009","(Fach-)Abitur","weiblich","23","","",""
"Sehr selten","2009","(noch) kein Abschluss","maennlich","4","0.039200323795917","0.0149486460549836","0.0634520015368503"
"Sehr selten","2009","(noch) kein Abschluss","weiblich","3","","",""
"Sehr selten","2009","AkademikerIn","maennlich","40","0.0224559032444176","0.0162378605291233","0.0286739459597119"
"Sehr selten","2009","AkademikerIn","weiblich","28","","",""
"Sehr selten","2009","Hauptschule","maennlich","101","","",""
"Sehr selten","2009","Hauptschule","weiblich","150","","",""
"Sehr selten","2009","Realschule","maennlich","57","0.0282043509432425","0.0209721291943198","0.0354365726921652"
"Sehr selten","2009","Realschule","weiblich","63","0.0281616529719571","0.022004226375447","0.0343190795684672"
"Selten","2009","(Fach-)Abitur","maennlich","66","0.0803954463272178","0.0624814394115369","0.0983094532428987"
"Selten","2009","(Fach-)Abitur","weiblich","75","0.0780882011706447","0.0623323129342311","0.0938440894070583"
"Selten","2009","(noch) kein Abschluss","maennlich","18","","",""
"Selten","2009","(noch) kein Abschluss","weiblich","22","","",""
"Selten","2009","AkademikerIn","maennlich","194","","",""
"Selten","2009","AkademikerIn","weiblich","138","","",""
"Selten","2009","Hauptschule","maennlich","384","0.141846110243863","0.129336346794303","0.154355873693423"
"Selten","2009","Hauptschule","weiblich","475","0.150769364549141","0.13832878756311","0.163209941535172"
"Selten","2009","Realschule","maennlich","172","","",""
"Selten","2009","Realschule","weiblich","233","","",""
"Manchmal","2010","(Fach-)Abitur","maennlich","271","","",""
"Manchmal","2010","(Fach-)Abitur","weiblich","280","","",""
"Manchmal","2010","(noch) kein Abschluss","maennlich","51","0.25334646855201","0.195074700748083","0.311618236355937"
"Manchmal","2010","(noch) kein Abschluss","weiblich","68","0.390615596551267","0.322658321975277","0.458572871127257"
"Manchmal","2010","AkademikerIn","maennlich","681","0.349005094415641","0.328426591660045","0.369583597171237"
"Manchmal","2010","AkademikerIn","weiblich","570","0.354703224417085","0.332383539888784","0.377022908945386"
"Manchmal","2010","Hauptschule","maennlich","1061","","",""
"Manchmal","2010","Hauptschule","weiblich","1137","","",""
"Manchmal","2010","Realschule","maennlich","661","0.351406437764535","0.329791476014949","0.373021399514121"
"Manchmal","2010","Realschule","weiblich","827","0.335761358402612","0.317542065671326","0.353980651133898"
"Oft","2010","(Fach-)Abitur","maennlich","430","0.446936509877119","0.413454093144563","0.480418926609674"
"Oft","2010","(Fach-)Abitur","weiblich","541","0.502753695652415","0.472482409910567","0.533024981394263"
"Oft","2010","(noch) kein Abschluss","maennlich","110","","",""
"Oft","2010","(noch) kein Abschluss","weiblich","81","0.321295902359199","0.256251740043132","0.386340064675266"
"Oft","2010","AkademikerIn","maennlich","1044","","",""
"Oft","2010","AkademikerIn","weiblich","876","0.452977698205096","0.429754786938133","0.476200609472059"
"Oft","2010","Hauptschule","maennlich","1110","","",""
"Oft","2010","Hauptschule","weiblich","1053","","",""
"Oft","2010","Realschule","maennlich","912","0.467155657814875","0.4445667993828","0.489744516246951"
"Oft","2010","Realschule","weiblich","1270","","",""
"Sehr oft","2010","(Fach-)Abitur","maennlich","75","0.0814154907693772","0.0629984662168401","0.0998325153219142"
"Sehr oft","2010","(Fach-)Abitur","weiblich","120","","",""
"Sehr oft","2010","(noch) kein Abschluss","maennlich","29","","",""
"Sehr oft","2010","(noch) kein Abschluss","weiblich","27","","",""
"Sehr oft","2010","AkademikerIn","maennlich","143","","",""
"Sehr oft","2010","AkademikerIn","weiblich","162","","",""
"Sehr oft","2010","Hauptschule","maennlich","159","","",""
"Sehr oft","2010","Hauptschule","weiblich","193","","",""
"Sehr oft","2010","Realschule","maennlich","110","","",""
"Sehr oft","2010","Realschule","weiblich","223","","",""
"Sehr selten","2010","(Fach-)Abitur","maennlich","11","","",""
"Sehr selten","2010","(Fach-)Abitur","weiblich","21","","",""
"Sehr selten","2010","(noch) kein Abschluss","maennlich","9","0.0369041356315147","0.0116452909622943","0.0621629803007352"
"Sehr selten","2010","(noch) kein Abschluss","weiblich","4","0.0183950299391305","-0.000321878667125578","0.0371119385453866"
"Sehr selten","2010","AkademikerIn","maennlich","38","0.0224292324060031","0.0160364429139169","0.0288220218980893"
"Sehr selten","2010","AkademikerIn","weiblich","31","0.0185291638289227","0.0122378355594412","0.0248204920984042"
"Sehr selten","2010","Hauptschule","maennlich","77","0.0349015013188157","0.0279633888867257","0.0418396137509056"
"Sehr selten","2010","Hauptschule","weiblich","117","","",""
"Sehr selten","2010","Realschule","maennlich","43","0.0273376085108232","0.0199547487380872","0.0347204682835592"
"Sehr selten","2010","Realschule","weiblich","52","0.0210505459906982","0.0155123808034668","0.0265887111779296"
"Selten","2010","(Fach-)Abitur","maennlich","60","0.0882110865460919","0.0691118888001611","0.107310284292023"
"Selten","2010","(Fach-)Abitur","weiblich","86","0.0803677906566813","0.063908331851318","0.0968272494620445"
"Selten","2010","(noch) kein Abschluss","maennlich","15","","",""
"Selten","2010","(noch) kein Abschluss","weiblich","18","","",""
"Selten","2010","AkademikerIn","maennlich","155","","",""
"Selten","2010","AkademikerIn","weiblich","126","","",""
"Selten","2010","Hauptschule","maennlich","281","","",""
"Selten","2010","Hauptschule","weiblich","387","0.139266480420226","0.126637090927922","0.15189586991253"
"Selten","2010","Realschule","maennlich","148","","",""
"Selten","2010","Realschule","weiblich","209","","",""
"Manchmal","2011","(Fach-)Abitur","maennlich","343","0.3287469707482","0.300560552598776","0.356933388897624"
"Manchmal","2011","(Fach-)Abitur","weiblich","344","0.257015848710511","0.233842304083072","0.28018939333795"
"Manchmal","2011","(noch) kein Abschluss","maennlich","72","0.277572305517918","0.223859514479064","0.331285096556773"
"Manchmal","2011","(noch) kein Abschluss","weiblich","90","0.359158831937312","0.304037453010079","0.414280210864545"
"Manchmal","2011","AkademikerIn","maennlich","824","0.350510685424484","0.331667578115888","0.36935379273308"
"Manchmal","2011","AkademikerIn","weiblich","608","0.292293484707397","0.272919282577508","0.311667686837287"
"Manchmal","2011","Hauptschule","maennlich","1241","","",""
"Manchmal","2011","Hauptschule","weiblich","1362","","",""
"Manchmal","2011","Realschule","maennlich","779","0.350303851696704","0.330802881988422","0.369804821404985"
"Manchmal","2011","Realschule","weiblich","939","0.315365251954531","0.299243171744949","0.331487332164113"
"Oft","2011","(Fach-)Abitur","maennlich","522","0.468250916634299","0.438310449333689","0.498191383934909"
"Oft","2011","(Fach-)Abitur","weiblich","715","0.525002082854499","0.498520184933066","0.551483980775932"
"Oft","2011","(noch) kein Abschluss","maennlich","131","","",""
"Oft","2011","(noch) kein Abschluss","weiblich","124","","",""
"Oft","2011","AkademikerIn","maennlich","1232","","",""
"Oft","2011","AkademikerIn","weiblich","1119","","",""
"Oft","2011","Hauptschule","maennlich","1388","","",""
"Oft","2011","Hauptschule","weiblich","1450","","",""
"Oft","2011","Realschule","maennlich","1099","","",""
"Oft","2011","Realschule","weiblich","1557","","",""
"Sehr oft","2011","(Fach-)Abitur","maennlich","108","","",""
"Sehr oft","2011","(Fach-)Abitur","weiblich","191","","",""
"Sehr oft","2011","(noch) kein Abschluss","maennlich","39","0.125404792934586","0.0856807836659469","0.165128802203226"
"Sehr oft","2011","(noch) kein Abschluss","weiblich","43","0.147466523687248","0.106728117085766","0.18820493028873"
"Sehr oft","2011","AkademikerIn","maennlich","173","","",""
"Sehr oft","2011","AkademikerIn","weiblich","233","","",""
"Sehr oft","2011","Hauptschule","maennlich","279","","",""
"Sehr oft","2011","Hauptschule","weiblich","283","","",""
"Sehr oft","2011","Realschule","maennlich","191","","",""
"Sehr oft","2011","Realschule","weiblich","329","0.10222629816808","0.0917151672362441","0.112737429099915"
"Sehr selten","2011","(Fach-)Abitur","maennlich","13","","",""
"Sehr selten","2011","(Fach-)Abitur","weiblich","27","","",""
"Sehr selten","2011","(noch) kein Abschluss","maennlich","8","0.0383360954471203","0.0153053467307027","0.0613668441635378"
"Sehr selten","2011","(noch) kein Abschluss","weiblich","8","0.0213161154109082","0.00472113108467647","0.03791109973714"
"Sehr selten","2011","AkademikerIn","maennlich","44","0.0273115650611319","0.0208746755426919","0.033748454579572"
"Sehr selten","2011","AkademikerIn","weiblich","34","0.0185664507612782","0.0128162559692013","0.0243166455533551"
"Sehr selten","2011","Hauptschule","maennlich","104","","",""
"Sehr selten","2011","Hauptschule","weiblich","130","","",""
"Sehr selten","2011","Realschule","maennlich","39","0.021956405089407","0.0159662463767228","0.0279465638020913"
"Sehr selten","2011","Realschule","weiblich","79","0.0300704772058805","0.0241449780806057","0.0359959763311552"
"Selten","2011","(Fach-)Abitur","maennlich","81","0.0961711842196578","0.0784810366854783","0.113861331753837"
"Selten","2011","(Fach-)Abitur","weiblich","89","0.0560458670739336","0.0438483907524365","0.0682433433954307"
"Selten","2011","(noch) kein Abschluss","maennlich","17","","",""
"Selten","2011","(noch) kein Abschluss","weiblich","26","","",""
"Selten","2011","AkademikerIn","maennlich","190","","",""
"Selten","2011","AkademikerIn","weiblich","123","","",""
"Selten","2011","Hauptschule","maennlich","379","0.125958521438749","0.114790814861955","0.137126228015544"
"Selten","2011","Hauptschule","weiblich","470","0.135481683282425","0.124446786857138","0.146516579707711"
"Selten","2011","Realschule","maennlich","191","","",""
"Selten","2011","Realschule","weiblich","287","","",""
"Manchmal","2012","(Fach-)Abitur","maennlich","333","0.327481698411451","0.299163381868153","0.355800014954749"
"Manchmal","2012","(Fach-)Abitur","weiblich","367","0.264210909378805","0.240837832969014","0.287583985788597"
"Manchmal","2012","(noch) kein Abschluss","maennlich","59","0.244440422622058","0.19148521185708","0.297395633387037"
"Manchmal","2012","(noch) kein Abschluss","weiblich","76","0.296230453584787","0.243770043236693","0.348690863932881"
"Manchmal","2012","AkademikerIn","maennlich","800","0.346846629509809","0.328030362068992","0.365662896950626"
"Manchmal","2012","AkademikerIn","weiblich","643","0.299552043473991","0.280319197414586","0.318784889533395"
"Manchmal","2012","Hauptschule","maennlich","1196","","",""
"Manchmal","2012","Hauptschule","weiblich","1260","","",""
"Manchmal","2012","Realschule","maennlich","710","0.314982413638488","0.295886414471518","0.334078412805457"
"Manchmal","2012","Realschule","weiblich","954","0.319691355470665","0.303436406911151","0.335946304030178"
"Oft","2012","(Fach-)Abitur","maennlich","541","0.484411370244807","0.454254887206905","0.514567853282708"
"Oft","2012","(Fach-)Abitur","weiblich","739","0.524885216837563","0.498412697380179","0.551357736294947"
"Oft","2012","(noch) kein Abschluss","maennlich","129","","",""
"Oft","2012","(noch) kein Abschluss","weiblich","123","","",""
"Oft","2012","AkademikerIn","maennlich","1312","","",""
"Oft","2012","AkademikerIn","weiblich","1124","","",""
"Oft","2012","Hauptschule","maennlich","1495","","",""
"Oft","2012","Hauptschule","weiblich","1511","","",""
"Oft","2012","Realschule","maennlich","1163","","",""
"Oft","2012","Realschule","weiblich","1608","","",""
"Sehr oft","2012","(Fach-)Abitur","maennlich","101","","",""
"Sehr oft","2012","(Fach-)Abitur","weiblich","156","","",""
"Sehr oft","2012","(noch) kein Abschluss","maennlich","43","0.168730135966037","0.122581892324325","0.214878379607748"
"Sehr oft","2012","(noch) kein Abschluss","weiblich","51","0.136141018045093","0.096739085782879","0.175542950307306"
"Sehr oft","2012","AkademikerIn","maennlich","169","","",""
"Sehr oft","2012","AkademikerIn","weiblich","241","","",""
"Sehr oft","2012","Hauptschule","maennlich","261","","",""
"Sehr oft","2012","Hauptschule","weiblich","307","0.0763680995736343","0.067674313192386","0.0850618859548826"
"Sehr oft","2012","Realschule","maennlich","185","","",""
"Sehr oft","2012","Realschule","weiblich","319","0.107599494906182","0.0967987880676704","0.118400201744693"
"Sehr selten","2012","(Fach-)Abitur","maennlich","17","","",""
"Sehr selten","2012","(Fach-)Abitur","weiblich","15","","",""
"Sehr selten","2012","(noch) kein Abschluss","maennlich","6","0.0222543383650763","0.00407792784899201","0.0404307488811605"
"Sehr selten","2012","(noch) kein Abschluss","weiblich","3","","",""
"Sehr selten","2012","AkademikerIn","maennlich","30","0.0150301429552229","0.0102200864588423","0.0198401994516035"
"Sehr selten","2012","AkademikerIn","weiblich","33","0.0161115784895482","0.010825161141847","0.0213979958372495"
"Sehr selten","2012","Hauptschule","maennlich","80","0.025697896625985","0.0203284357908209","0.0310673574611492"
"Sehr selten","2012","Hauptschule","weiblich","117","","",""
"Sehr selten","2012","Realschule","maennlich","44","0.0251552634971738","0.0187175664668075","0.0315929605275401"
"Sehr selten","2012","Realschule","weiblich","64","0.0246836093973987","0.0192755151400585","0.030091703654739"
"Selten","2012","(Fach-)Abitur","maennlich","63","0.0659644981179145","0.0509863305715846","0.0809426656642444"
"Selten","2012","(Fach-)Abitur","weiblich","90","0.0654390898472287","0.0523295857132883","0.0785485939811691"
"Selten","2012","(noch) kein Abschluss","maennlich","16","","",""
"Selten","2012","(noch) kein Abschluss","weiblich","38","0.181051423764366","0.136809817655304","0.225293029873427"
"Selten","2012","AkademikerIn","maennlich","147","","",""
"Selten","2012","AkademikerIn","weiblich","138","","",""
"Selten","2012","Hauptschule","maennlich","304","0.106654591351633","0.0961800611599789","0.117129121543287"
"Selten","2012","Hauptschule","weiblich","390","0.113994171611228","0.10359106321017","0.124397280012287"
"Selten","2012","Realschule","maennlich","171","","",""
"Selten","2012","Realschule","weiblich","217","","",""
"Manchmal","2013","(Fach-)Abitur","maennlich","375","0.322768837046645","0.297670365062948","0.347867309030342"
"Manchmal","2013","(Fach-)Abitur","weiblich","539","0.27050810680028","0.250856941055205","0.290159272545355"
"Manchmal","2013","(noch) kein Abschluss","maennlich","102","","",""
"Manchmal","2013","(noch) kein Abschluss","weiblich","110","","",""
"Manchmal","2013","AkademikerIn","maennlich","932","0.347719670282506","0.330606267321643","0.364833073243368"
"Manchmal","2013","AkademikerIn","weiblich","780","0.300346279312557","0.283560617072834","0.317131941552281"
"Manchmal","2013","Hauptschule","maennlich","1283","","",""
"Manchmal","2013","Hauptschule","weiblich","1420","","",""
"Manchmal","2013","Realschule","maennlich","866","0.329612166276933","0.312228679154015","0.346995653399852"
"Manchmal","2013","Realschule","weiblich","1174","","",""
"Oft","2013","(Fach-)Abitur","maennlich","722","0.507221883074534","0.480383415541219","0.534060350607848"
"Oft","2013","(Fach-)Abitur","weiblich","1059","","",""
"Oft","2013","(noch) kein Abschluss","maennlich","207","","",""
"Oft","2013","(noch) kein Abschluss","weiblich","201","","",""
"Oft","2013","AkademikerIn","maennlich","1610","","",""
"Oft","2013","AkademikerIn","weiblich","1574","","",""
"Oft","2013","Hauptschule","maennlich","1720","","",""
"Oft","2013","Hauptschule","weiblich","1685","","",""
"Oft","2013","Realschule","maennlich","1450","","",""
"Oft","2013","Realschule","weiblich","2371","","",""
"Sehr oft","2013","(Fach-)Abitur","maennlich","129","","",""
"Sehr oft","2013","(Fach-)Abitur","weiblich","224","","",""
"Sehr oft","2013","(noch) kein Abschluss","maennlich","50","0.101793646941174","0.0717065263650729","0.131880767517275"
"Sehr oft","2013","(noch) kein Abschluss","weiblich","67","0.132730474264677","0.100920029685289","0.164540918844065"
"Sehr oft","2013","AkademikerIn","maennlich","222","","",""
"Sehr oft","2013","AkademikerIn","weiblich","304","0.10028847818779","0.0892892315716597","0.11128772480392"
"Sehr oft","2013","Hauptschule","maennlich","315","0.0739006451792711","0.0655017666456643","0.0822995237128779"
"Sehr oft","2013","Hauptschule","weiblich","321","0.0722781199927942","0.0642803372998946","0.0802759026856937"
"Sehr oft","2013","Realschule","maennlich","247","","",""
"Sehr oft","2013","Realschule","weiblich","424","0.0964922279993073","0.0877866381179017","0.105197817880713"
"Sehr selten","2013","(Fach-)Abitur","maennlich","21","","",""
"Sehr selten","2013","(Fach-)Abitur","weiblich","28","","",""
"Sehr selten","2013","(noch) kein Abschluss","maennlich","5","0.0155051094418617","0.00321158583569534","0.027798633048028"
"Sehr selten","2013","(noch) kein Abschluss","weiblich","20","","",""
"Sehr selten","2013","AkademikerIn","maennlich","33","0.0131912323334659","0.0090914217663467","0.0172910429005851"
"Sehr selten","2013","AkademikerIn","weiblich","37","0.0162319692446785","0.0116047749467945","0.0208591635425624"
"Sehr selten","2013","Hauptschule","maennlich","85","0.0230554639838165","0.0182372034215032","0.0278737245461299"
"Sehr selten","2013","Hauptschule","weiblich","144","","",""
"Sehr selten","2013","Realschule","maennlich","46","0.0179178467080668","0.0130122816550896","0.022823411761044"
"Sehr selten","2013","Realschule","weiblich","81","0.0218220732648648","0.0175143973279287","0.026129749201801"
"Selten","2013","(Fach-)Abitur","maennlich","86","0.0584555780340443","0.0458614993187135","0.0710496567493751"
"Selten","2013","(Fach-)Abitur","weiblich","113","","",""
"Selten","2013","(noch) kein Abschluss","maennlich","24","","",""
"Selten","2013","(noch) kein Abschluss","weiblich","39","0.13498267557028","0.102945162863081","0.16702018827748"
"Selten","2013","AkademikerIn","maennlich","178","","",""
"Selten","2013","AkademikerIn","weiblich","170","","",""
"Selten","2013","Hauptschule","maennlich","324","0.107381658710676","0.097442117197548","0.117321200223805"
"Selten","2013","Hauptschule","weiblich","457","0.11359137307592","0.103790902301376","0.123391843850464"
"Selten","2013","Realschule","maennlich","200","","",""
"Selten","2013","Realschule","weiblich","369","0.090190164968655","0.0817443610487013","0.0986359688886086"
"Manchmal","2014","(Fach-)Abitur","maennlich","470","0.299905149252207","0.278033088233726","0.321777210270689"
"Manchmal","2014","(Fach-)Abitur","weiblich","528","0.242605487462671","0.224869798989621","0.260341175935721"
