,Unnamed: 0,year,pgisced97,quintil_oecd,plh0186,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
274,274,2010,Upper Secondary Level,1st Quintile,Seldom,0.17397,217,15285,0.15485,0.19907
275,275,2010,Upper Secondary Level,1st Quintile,Sometimes,0.3768,535,15285,0.34555,0.41085
276,276,2010,Upper Secondary Level,1st Quintile,Often,0.31631,517,15285,0.28855,0.34878
277,277,2010,Upper Secondary Level,1st Quintile,Very often,0.07385,113,15285,0.06011,0.09094
278,278,2010,Upper Secondary Level,2nd Quintile,Very seldom,0.0368,49,15285,0.02885,0.04743
279,279,2010,Upper Secondary Level,2nd Quintile,Seldom,0.1111,181,15285,0.09878,0.12442
280,280,2010,Upper Secondary Level,2nd Quintile,Sometimes,0.36771,649,15285,0.33965,0.39811
281,281,2010,Upper Secondary Level,2nd Quintile,Often,0.41547,777,15285,0.38811,0.44322
282,282,2010,Upper Secondary Level,2nd Quintile,Very often,0.06891,127,15285,0.05631,0.0841
283,283,2010,Upper Secondary Level,3rd Quintile,Very seldom,0.02925,46,15285,0.02223,0.03741
284,284,2010,Upper Secondary Level,3rd Quintile,Seldom,0.08472,142,15285,0.07415,0.09587
285,285,2010,Upper Secondary Level,3rd Quintile,Sometimes,0.38306,654,15285,0.35897,0.41251
286,286,2010,Upper Secondary Level,3rd Quintile,Often,0.43934,815,15285,0.40967,0.46799
287,287,2010,Upper Secondary Level,3rd Quintile,Very often,0.06365,113,15285,0.05023,0.08006
288,288,2010,Upper Secondary Level,4th Quintile,Very seldom,0.01855,32,15285,0.01424,0.02391
289,289,2010,Upper Secondary Level,4th Quintile,Seldom,0.09125,142,15285,0.07739,0.10625
290,290,2010,Upper Secondary Level,4th Quintile,Sometimes,0.35334,586,15285,0.32711,0.37924
291,291,2010,Upper Secondary Level,4th Quintile,Often,0.45939,848,15285,0.4347,0.49016
292,292,2010,Upper Secondary Level,4th Quintile,Very often,0.07747,139,15285,0.06525,0.09024
293,293,2010,Upper Secondary Level,5th Quintile,Seldom,0.08979,123,15285,0.07528,0.1057
294,294,2010,Upper Secondary Level,5th Quintile,Sometimes,0.35136,491,15285,0.32113,0.38671
295,295,2010,Upper Secondary Level,5th Quintile,Often,0.47791,748,15285,0.44345,0.51661
296,296,2010,Upper Secondary Level,5th Quintile,Very often,0.08094,123,15285,0.06764,0.0982
297,297,2010,Post-secondary Non-tertiary Level,1st Quintile,Often,1.0,46,15285,0.68353,1.39904
298,298,2010,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.39788,49,15285,0.27657,0.52117
299,299,2010,Post-secondary Non-tertiary Level,2nd Quintile,Often,0.60212,78,15285,0.46667,0.71669
300,300,2010,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.45317,49,15285,0.3239,0.61154
301,301,2010,Post-secondary Non-tertiary Level,3rd Quintile,Often,0.54683,73,15285,0.40217,0.68196
302,302,2010,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.44491,72,15285,0.36048,0.53535
303,303,2010,Post-secondary Non-tertiary Level,4th Quintile,Often,0.55509,125,15285,0.46599,0.64835
304,304,2010,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.46014,93,15285,0.35047,0.58032
305,305,2010,Post-secondary Non-tertiary Level,5th Quintile,Often,0.53986,147,15285,0.44174,0.64435
306,306,2010,First Stage of Tertiary Education,1st Quintile,Sometimes,0.54696,39,15285,0.40481,0.697
307,307,2010,First Stage of Tertiary Education,1st Quintile,Often,0.45304,33,15285,0.3095,0.59074
308,308,2010,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.42391,64,15285,0.32938,0.51462
309,309,2010,First Stage of Tertiary Education,2nd Quintile,Often,0.57609,98,15285,0.48983,0.68036
310,310,2010,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.47595,116,15285,0.39601,0.57118
311,311,2010,First Stage of Tertiary Education,3rd Quintile,Often,0.52405,113,15285,0.41604,0.66271
312,312,2010,First Stage of Tertiary Education,4th Quintile,Sometimes,0.39146,111,15285,0.32265,0.48633
313,313,2010,First Stage of Tertiary Education,4th Quintile,Often,0.60854,162,15285,0.5214,0.73793
314,314,2010,First Stage of Tertiary Education,5th Quintile,Sometimes,0.42082,119,15285,0.35661,0.49186
315,315,2010,First Stage of Tertiary Education,5th Quintile,Often,0.57918,177,15285,0.47464,0.71782
316,316,2010,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.53901,67,15285,0.41405,0.66359
317,317,2010,Second Stage of Tertiary Education,1st Quintile,Often,0.46099,84,15285,0.36091,0.5889
318,318,2010,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.49519,111,15285,0.40785,0.58235
319,319,2010,Second Stage of Tertiary Education,2nd Quintile,Often,0.40345,122,15285,0.32606,0.49179
320,320,2010,Second Stage of Tertiary Education,2nd Quintile,Very often,0.10136,32,15285,0.06151,0.15399
321,321,2010,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.07454,40,15285,0.05249,0.09634
322,322,2010,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.38851,181,15285,0.33309,0.452
323,323,2010,Second Stage of Tertiary Education,3rd Quintile,Often,0.48668,280,15285,0.41031,0.58192
324,324,2010,Second Stage of Tertiary Education,3rd Quintile,Very often,0.05028,37,15285,0.03402,0.0673
325,325,2010,Second Stage of Tertiary Education,4th Quintile,Seldom,0.09529,65,15285,0.0748,0.12041
326,326,2010,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.31648,241,15285,0.27031,0.35789
327,327,2010,Second Stage of Tertiary Education,4th Quintile,Often,0.48745,395,15285,0.43959,0.54164
328,328,2010,Second Stage of Tertiary Education,4th Quintile,Very often,0.10077,63,15285,0.07246,0.13465
329,329,2010,Second Stage of Tertiary Education,5th Quintile,Seldom,0.06761,123,15285,0.05506,0.08107
330,330,2010,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.34994,651,15285,0.31994,0.38487
331,331,2010,Second Stage of Tertiary Education,5th Quintile,Often,0.49766,1038,15285,0.46096,0.5393
332,332,2010,Second Stage of Tertiary Education,5th Quintile,Very often,0.08478,153,15285,0.06997,0.10208
333,333,2011,Pre-primary Level,4th Quintile,Often,1.0,36,14398,0.67894,1.47212
334,334,2011,Pre-primary Level,5th Quintile,Often,1.0,33,14398,0.64398,1.36703
335,335,2011,Primary Level,1st Quintile,Sometimes,1.0,31,14398,0.76388,1.26729
336,336,2011,Lower Secondary Level,1st Quintile,Seldom,0.19599,83,14398,0.16472,0.23464
337,337,2011,Lower Secondary Level,1st Quintile,Sometimes,0.46914,176,14398,0.40775,0.52612
338,338,2011,Lower Secondary Level,1st Quintile,Often,0.28257,151,14398,0.22918,0.33501
339,339,2011,Lower Secondary Level,1st Quintile,Very often,0.0523,37,14398,0.03443,0.07092
340,340,2011,Lower Secondary Level,2nd Quintile,Seldom,0.12633,50,14398,0.09899,0.15612
341,341,2011,Lower Secondary Level,2nd Quintile,Sometimes,0.49332,149,14398,0.42729,0.56249
342,342,2011,Lower Secondary Level,2nd Quintile,Often,0.38035,135,14398,0.32261,0.43696
343,343,2011,Lower Secondary Level,3rd Quintile,Seldom,0.13175,31,14398,0.10137,0.16581
344,344,2011,Lower Secondary Level,3rd Quintile,Sometimes,0.4702,103,14398,0.37304,0.55722
345,345,2011,Lower Secondary Level,3rd Quintile,Often,0.39805,124,14398,0.33616,0.45978
346,346,2011,Lower Secondary Level,4th Quintile,Sometimes,0.45086,72,14398,0.34806,0.56569
347,347,2011,Lower Secondary Level,4th Quintile,Often,0.54914,79,14398,0.44868,0.64826
348,348,2011,Lower Secondary Level,5th Quintile,Sometimes,0.42861,35,14398,0.30519,0.54952
349,349,2011,Lower Secondary Level,5th Quintile,Often,0.57139,44,14398,0.44412,0.72551
350,350,2011,Upper Secondary Level,1st Quintile,Very seldom,0.0511,59,14398,0.0414,0.06097
351,351,2011,Upper Secondary Level,1st Quintile,Seldom,0.20243,232,14398,0.17962,0.22376
352,352,2011,Upper Secondary Level,1st Quintile,Sometimes,0.3727,469,14398,0.34325,0.40195
353,353,2011,Upper Secondary Level,1st Quintile,Often,0.29758,495,14398,0.27108,0.3291
354,354,2011,Upper Secondary Level,1st Quintile,Very often,0.07619,129,14398,0.06272,0.09154
355,355,2011,Upper Secondary Level,2nd Quintile,Very seldom,0.02686,42,14398,0.02054,0.03416
356,356,2011,Upper Secondary Level,2nd Quintile,Seldom,0.13693,193,14398,0.11994,0.15167
357,357,2011,Upper Secondary Level,2nd Quintile,Sometimes,0.35333,578,14398,0.32957,0.3805
358,358,2011,Upper Secondary Level,2nd Quintile,Often,0.40194,670,14398,0.3767,0.43237
359,359,2011,Upper Secondary Level,2nd Quintile,Very often,0.08095,129,14398,0.06571,0.09657
360,360,2011,Upper Secondary Level,3rd Quintile,Very seldom,0.0237,34,14398,0.0189,0.02898
361,361,2011,Upper Secondary Level,3rd Quintile,Seldom,0.09763,150,14398,0.0857,0.11326
362,362,2011,Upper Secondary Level,3rd Quintile,Sometimes,0.35348,600,14398,0.32979,0.38181
363,363,2011,Upper Secondary Level,3rd Quintile,Often,0.44968,801,14398,0.41818,0.48614
364,364,2011,Upper Secondary Level,3rd Quintile,Very often,0.07552,142,14398,0.06133,0.09165
365,365,2011,Upper Secondary Level,4th Quintile,Very seldom,0.03033,34,14398,0.0226,0.0405
366,366,2011,Upper Secondary Level,4th Quintile,Seldom,0.07274,107,14398,0.06166,0.0836
367,367,2011,Upper Secondary Level,4th Quintile,Sometimes,0.31902,509,14398,0.29779,0.34247
368,368,2011,Upper Secondary Level,4th Quintile,Often,0.49079,834,14398,0.45843,0.52237
369,369,2011,Upper Secondary Level,4th Quintile,Very often,0.08712,136,14398,0.07172,0.10562
370,370,2011,Upper Secondary Level,5th Quintile,Seldom,0.10409,124,14398,0.08793,0.11956
371,371,2011,Upper Secondary Level,5th Quintile,Sometimes,0.33868,451,14398,0.30881,0.37169
372,372,2011,Upper Secondary Level,5th Quintile,Often,0.48698,712,14398,0.45188,0.52578
373,373,2011,Upper Secondary Level,5th Quintile,Very often,0.07025,124,14398,0.05486,0.08613
374,374,2011,Post-secondary Non-tertiary Level,1st Quintile,Often,1.0,43,14398,0.75039,1.2871
375,375,2011,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.36987,35,14398,0.25432,0.50908
376,376,2011,Post-secondary Non-tertiary Level,2nd Quintile,Often,0.63013,65,14398,0.42798,0.8095
377,377,2011,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.40249,60,14398,0.28665,0.52069
378,378,2011,Post-secondary Non-tertiary Level,3rd Quintile,Often,0.59751,104,14398,0.49863,0.74382
379,379,2011,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.37009,64,14398,0.28523,0.45544
380,380,2011,Post-secondary Non-tertiary Level,4th Quintile,Often,0.62991,120,14398,0.50261,0.74099
381,381,2011,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.36686,85,14398,0.29417,0.47372
382,382,2011,Post-secondary Non-tertiary Level,5th Quintile,Often,0.51477,130,14398,0.40987,0.59631
383,383,2011,Post-secondary Non-tertiary Level,5th Quintile,Very often,0.11838,33,14398,0.07805,0.17389
384,384,2011,First Stage of Tertiary Education,1st Quintile,Sometimes,0.48014,35,14398,0.31719,0.63149
385,385,2011,First Stage of Tertiary Education,1st Quintile,Often,0.51986,45,14398,0.38555,0.6565
386,386,2011,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.49255,84,14398,0.39351,0.61456
387,387,2011,First Stage of Tertiary Education,2nd Quintile,Often,0.50745,79,14398,0.39433,0.63965
388,388,2011,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.51449,102,14398,0.42057,0.61576
389,389,2011,First Stage of Tertiary Education,3rd Quintile,Often,0.48551,100,14398,0.39163,0.59191
390,390,2011,First Stage of Tertiary Education,4th Quintile,Sometimes,0.41823,104,14398,0.35288,0.49834
391,391,2011,First Stage of Tertiary Education,4th Quintile,Often,0.58177,153,14398,0.48335,0.70336
392,392,2011,First Stage of Tertiary Education,5th Quintile,Sometimes,0.42079,115,14398,0.33697,0.51362
393,393,2011,First Stage of Tertiary Education,5th Quintile,Often,0.57921,161,14398,0.47094,0.69006
394,394,2011,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.45135,68,14398,0.35742,0.56131
395,395,2011,Second Stage of Tertiary Education,1st Quintile,Often,0.54865,97,14398,0.4195,0.71422
396,396,2011,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.14708,42,14398,0.10293,0.20326
397,397,2011,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.35265,107,14398,0.29933,0.43956
398,398,2011,Second Stage of Tertiary Education,2nd Quintile,Often,0.50027,127,14398,0.41226,0.6081
399,399,2011,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.07475,39,14398,0.05032,0.10061
400,400,2011,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.36694,171,14398,0.30969,0.41894
401,401,2011,Second Stage of Tertiary Education,3rd Quintile,Often,0.49087,246,14398,0.42088,0.55432
402,402,2011,Second Stage of Tertiary Education,3rd Quintile,Very often,0.06743,33,14398,0.04792,0.08644
403,403,2011,Second Stage of Tertiary Education,4th Quintile,Seldom,0.0554,43,14398,0.03965,0.07541
404,404,2011,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.34869,239,14398,0.30887,0.3991
405,405,2011,Second Stage of Tertiary Education,4th Quintile,Often,0.51069,408,14398,0.45575,0.57226
406,406,2011,Second Stage of Tertiary Education,4th Quintile,Very often,0.08521,65,14398,0.05918,0.11123
407,407,2011,Second Stage of Tertiary Education,5th Quintile,Seldom,0.06998,122,14398,0.05644,0.08467
408,408,2011,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.33866,600,14398,0.30756,0.37244
409,409,2011,Second Stage of Tertiary Education,5th Quintile,Often,0.52069,1009,14398,0.49443,0.56264
410,410,2011,Second Stage of Tertiary Education,5th Quintile,Very often,0.07068,142,14398,0.05401,0.09017
411,411,2012,Pre-primary Level,4th Quintile,Often,1.0,35,16809,0.71736,1.33628
412,412,2012,Pre-primary Level,5th Quintile,Often,1.0,37,16809,0.71771,1.34229
413,413,2012,Primary Level,1st Quintile,Sometimes,0.58047,36,16809,0.44034,0.75556
414,414,2012,Primary Level,1st Quintile,Often,0.41953,47,16809,0.33146,0.51394
415,415,2012,Lower Secondary Level,1st Quintile,Seldom,0.14063,84,16809,0.11218,0.16751
416,416,2012,Lower Secondary Level,1st Quintile,Sometimes,0.43261,217,16809,0.38885,0.47937
417,417,2012,Lower Secondary Level,1st Quintile,Often,0.35958,217,16809,0.31174,0.40405
418,418,2012,Lower Secondary Level,1st Quintile,Very often,0.06718,57,16809,0.05271,0.08234
419,419,2012,Lower Secondary Level,2nd Quintile,Seldom,0.09976,44,16809,0.08154,0.11749
420,420,2012,Lower Secondary Level,2nd Quintile,Sometimes,0.41553,193,16809,0.36153,0.46482
421,421,2012,Lower Secondary Level,2nd Quintile,Often,0.41303,184,16809,0.36174,0.46222
422,422,2012,Lower Secondary Level,2nd Quintile,Very often,0.07168,37,16809,0.05411,0.09943
423,423,2012,Lower Secondary Level,3rd Quintile,Seldom,0.11495,40,16809,0.09028,0.14783
424,424,2012,Lower Secondary Level,3rd Quintile,Sometimes,0.36195,131,16809,0.31174,0.41727
425,425,2012,Lower Secondary Level,3rd Quintile,Often,0.43685,161,16809,0.37878,0.5041
426,426,2012,Lower Secondary Level,3rd Quintile,Very often,0.08625,33,16809,0.06983,0.10852
427,427,2012,Lower Secondary Level,4th Quintile,Sometimes,0.38879,78,16809,0.33427,0.45511
428,428,2012,Lower Secondary Level,4th Quintile,Often,0.61121,111,16809,0.51186,0.72609
429,429,2012,Lower Secondary Level,5th Quintile,Sometimes,0.42249,41,16809,0.31567,0.56749
430,430,2012,Lower Secondary Level,5th Quintile,Often,0.57751,52,16809,0.46736,0.72433
431,431,2012,Upper Secondary Level,1st Quintile,Very seldom,0.03917,63,16809,0.03171,0.04568
432,432,2012,Upper Secondary Level,1st Quintile,Seldom,0.14812,205,16809,0.133,0.16665
433,433,2012,Upper Secondary Level,1st Quintile,Sometimes,0.35976,586,16809,0.33739,0.38473
434,434,2012,Upper Secondary Level,1st Quintile,Often,0.35925,669,16809,0.33217,0.38599
435,435,2012,Upper Secondary Level,1st Quintile,Very often,0.0937,148,16809,0.07738,0.1127
436,436,2012,Upper Secondary Level,2nd Quintile,Very seldom,0.02385,46,16809,0.01897,0.03201
437,437,2012,Upper Secondary Level,2nd Quintile,Seldom,0.10935,164,16809,0.09523,0.12168
438,438,2012,Upper Secondary Level,2nd Quintile,Sometimes,0.36373,637,16809,0.33717,0.38822
439,439,2012,Upper Secondary Level,2nd Quintile,Often,0.43844,907,16809,0.41378,0.46653
440,440,2012,Upper Secondary Level,2nd Quintile,Very often,0.06463,143,16809,0.05612,0.07389
441,441,2012,Upper Secondary Level,3rd Quintile,Very seldom,0.02722,38,16809,0.02126,0.03313
442,442,2012,Upper Secondary Level,3rd Quintile,Seldom,0.08637,150,16809,0.07455,0.09702
443,443,2012,Upper Secondary Level,3rd Quintile,Sometimes,0.3344,651,16809,0.31457,0.3612
444,444,2012,Upper Secondary Level,3rd Quintile,Often,0.4722,927,16809,0.44488,0.50087
445,445,2012,Upper Secondary Level,3rd Quintile,Very often,0.07982,168,16809,0.06823,0.09298
446,446,2012,Upper Secondary Level,4th Quintile,Seldom,0.0664,119,16809,0.05612,0.07595
447,447,2012,Upper Secondary Level,4th Quintile,Sometimes,0.32793,632,16809,0.30918,0.34841
448,448,2012,Upper Secondary Level,4th Quintile,Often,0.51831,1017,16809,0.48404,0.54941
449,449,2012,Upper Secondary Level,4th Quintile,Very often,0.08736,172,16809,0.07506,0.10236
450,450,2012,Upper Secondary Level,5th Quintile,Seldom,0.09002,115,16809,0.07495,0.10417
451,451,2012,Upper Secondary Level,5th Quintile,Sometimes,0.29549,436,16809,0.2667,0.3251
452,452,2012,Upper Secondary Level,5th Quintile,Often,0.51758,793,16809,0.48599,0.55238
453,453,2012,Upper Secondary Level,5th Quintile,Very often,0.09691,152,16809,0.07997,0.11468
454,454,2012,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.48289,48,16809,0.36135,0.60474
455,455,2012,Post-secondary Non-tertiary Level,1st Quintile,Often,0.51711,54,16809,0.41769,0.64057
456,456,2012,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.41886,48,16809,0.29757,0.54035
457,457,2012,Post-secondary Non-tertiary Level,2nd Quintile,Often,0.58114,74,16809,0.45122,0.73104
458,458,2012,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.35334,69,16809,0.27,0.4299
459,459,2012,Post-secondary Non-tertiary Level,3rd Quintile,Often,0.64666,115,16809,0.52251,0.78865
460,460,2012,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.40566,76,16809,0.33863,0.47367
461,461,2012,Post-secondary Non-tertiary Level,4th Quintile,Often,0.59434,136,16809,0.5027,0.68663
462,462,2012,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.32802,77,16809,0.24742,0.42039
463,463,2012,Post-secondary Non-tertiary Level,5th Quintile,Often,0.52823,142,16809,0.44385,0.62198
464,464,2012,Post-secondary Non-tertiary Level,5th Quintile,Very often,0.14375,34,16809,0.10467,0.1829
465,465,2012,First Stage of Tertiary Education,1st Quintile,Sometimes,0.53465,40,16809,0.38795,0.66076
466,466,2012,First Stage of Tertiary Education,1st Quintile,Often,0.46535,46,16809,0.33049,0.58611
467,467,2012,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.41142,63,16809,0.30184,0.52625
468,468,2012,First Stage of Tertiary Education,2nd Quintile,Often,0.58858,101,16809,0.48901,0.72813
469,469,2012,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.48973,104,16809,0.399,0.61397
470,470,2012,First Stage of Tertiary Education,3rd Quintile,Often,0.51027,146,16809,0.43939,0.59591
471,471,2012,First Stage of Tertiary Education,4th Quintile,Sometimes,0.3261,90,16809,0.27362,0.38888
472,472,2012,First Stage of Tertiary Education,4th Quintile,Often,0.6739,188,16809,0.58314,0.77114
473,473,2012,First Stage of Tertiary Education,5th Quintile,Sometimes,0.34712,107,16809,0.2859,0.41833
474,474,2012,First Stage of Tertiary Education,5th Quintile,Often,0.65288,201,16809,0.54479,0.77419
475,475,2012,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.55654,94,16809,0.45976,0.66532
476,476,2012,Second Stage of Tertiary Education,1st Quintile,Often,0.44346,104,16809,0.33222,0.53816
477,477,2012,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.12757,45,16809,0.09431,0.17202
478,478,2012,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.28971,113,16809,0.24128,0.33958
479,479,2012,Second Stage of Tertiary Education,2nd Quintile,Often,0.46522,169,16809,0.37778,0.53458
480,480,2012,Second Stage of Tertiary Education,2nd Quintile,Very often,0.1175,33,16809,0.08266,0.15943
481,481,2012,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.07183,39,16809,0.05564,0.09074
482,482,2012,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.35567,194,16809,0.31865,0.39911
483,483,2012,Second Stage of Tertiary Education,3rd Quintile,Often,0.50835,273,16809,0.44137,0.57446
484,484,2012,Second Stage of Tertiary Education,3rd Quintile,Very often,0.06416,43,16809,0.04841,0.08959
485,485,2012,Second Stage of Tertiary Education,4th Quintile,Seldom,0.05354,46,16809,0.04201,0.06524
486,486,2012,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.33059,274,16809,0.28799,0.37762
487,487,2012,Second Stage of Tertiary Education,4th Quintile,Often,0.54069,465,16809,0.49498,0.59761
488,488,2012,Second Stage of Tertiary Education,4th Quintile,Very often,0.07518,81,16809,0.05681,0.0943
489,489,2012,Second Stage of Tertiary Education,5th Quintile,Seldom,0.04524,104,16809,0.03801,0.05415
490,490,2012,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.32509,636,16809,0.30112,0.35643
491,491,2012,Second Stage of Tertiary Education,5th Quintile,Often,0.53473,1184,16809,0.50385,0.56691
492,492,2012,Second Stage of Tertiary Education,5th Quintile,Very often,0.09494,180,16809,0.07889,0.11318
493,493,2013,Pre-primary Level,1st Quintile,Often,1.0,70,24310,0.67814,1.40964
494,494,2013,Pre-primary Level,2nd Quintile,Often,1.0,54,24310,0.7729,1.29819
495,495,2013,Pre-primary Level,3rd Quintile,Often,1.0,52,24310,0.74674,1.32339
496,496,2013,Pre-primary Level,4th Quintile,Often,1.0,45,24310,0.74865,1.31561
497,497,2013,Pre-primary Level,5th Quintile,Often,1.0,44,24310,0.58224,1.388
498,498,2013,Primary Level,1st Quintile,Sometimes,0.51394,77,24310,0.40948,0.63007
499,499,2013,Primary Level,1st Quintile,Often,0.48606,80,24310,0.36969,0.61184
500,500,2013,Lower Secondary Level,1st Quintile,Very seldom,0.06621,54,24310,0.0493,0.08225
501,501,2013,Lower Secondary Level,1st Quintile,Seldom,0.14664,127,24310,0.11874,0.17325
502,502,2013,Lower Secondary Level,1st Quintile,Sometimes,0.36252,339,24310,0.32369,0.4095
503,503,2013,Lower Secondary Level,1st Quintile,Often,0.32599,427,24310,0.28779,0.36749
504,504,2013,Lower Secondary Level,1st Quintile,Very often,0.09864,100,24310,0.06766,0.13334
505,505,2013,Lower Secondary Level,2nd Quintile,Seldom,0.09682,60,24310,0.07896,0.11506
506,506,2013,Lower Secondary Level,2nd Quintile,Sometimes,0.42488,257,24310,0.37205,0.47673
507,507,2013,Lower Secondary Level,2nd Quintile,Often,0.40657,292,24310,0.35968,0.46588
508,508,2013,Lower Secondary Level,2nd Quintile,Very often,0.07173,59,24310,0.05019,0.09471
509,509,2013,Lower Secondary Level,3rd Quintile,Seldom,0.09617,36,24310,0.07617,0.12133
510,510,2013,Lower Secondary Level,3rd Quintile,Sometimes,0.36379,152,24310,0.31745,0.40467
511,511,2013,Lower Secondary Level,3rd Quintile,Often,0.46434,203,24310,0.40751,0.52979
512,512,2013,Lower Secondary Level,3rd Quintile,Very often,0.0757,39,24310,0.05535,0.0969
513,513,2013,Lower Secondary Level,4th Quintile,Seldom,0.10868,31,24310,0.08882,0.12947
514,514,2013,Lower Secondary Level,4th Quintile,Sometimes,0.34058,82,24310,0.28031,0.41624
515,515,2013,Lower Secondary Level,4th Quintile,Often,0.40999,124,24310,0.34473,0.48595
516,516,2013,Lower Secondary Level,4th Quintile,Very often,0.14075,36,24310,0.0905,0.19152
517,517,2013,Lower Secondary Level,5th Quintile,Sometimes,0.35854,40,24310,0.26126,0.45213
518,518,2013,Lower Secondary Level,5th Quintile,Often,0.64146,72,24310,0.52516,0.76541
519,519,2013,Upper Secondary Level,1st Quintile,Very seldom,0.0466,96,24310,0.03636,0.0575
520,520,2013,Upper Secondary Level,1st Quintile,Seldom,0.15627,343,24310,0.13848,0.17445
521,521,2013,Upper Secondary Level,1st Quintile,Sometimes,0.34147,895,24310,0.31488,0.36495
522,522,2013,Upper Secondary Level,1st Quintile,Often,0.37388,1177,24310,0.34748,0.40125
523,523,2013,Upper Secondary Level,1st Quintile,Very often,0.08178,239,24310,0.07038,0.09374
524,524,2013,Upper Secondary Level,2nd Quintile,Very seldom,0.03332,70,24310,0.02575,0.04023
525,525,2013,Upper Secondary Level,2nd Quintile,Seldom,0.08844,233,24310,0.07788,0.09755
526,526,2013,Upper Secondary Level,2nd Quintile,Sometimes,0.33338,923,24310,0.31174,0.35377
527,527,2013,Upper Secondary Level,2nd Quintile,Often,0.45799,1462,24310,0.43092,0.48192
528,528,2013,Upper Secondary Level,2nd Quintile,Very often,0.08686,275,24310,0.07514,0.10239
529,529,2013,Upper Secondary Level,3rd Quintile,Very seldom,0.02223,43,24310,0.0173,0.02835
530,530,2013,Upper Secondary Level,3rd Quintile,Seldom,0.0911,200,24310,0.08065,0.10231
531,531,2013,Upper Secondary Level,3rd Quintile,Sometimes,0.34032,831,24310,0.3161,0.36008
532,532,2013,Upper Secondary Level,3rd Quintile,Often,0.48183,1381,24310,0.45694,0.51293
533,533,2013,Upper Secondary Level,3rd Quintile,Very often,0.06452,233,24310,0.05647,0.07493
534,534,2013,Upper Secondary Level,4th Quintile,Very seldom,0.01765,36,24310,0.01329,0.02217
535,535,2013,Upper Secondary Level,4th Quintile,Seldom,0.07557,152,24310,0.06607,0.08534
536,536,2013,Upper Secondary Level,4th Quintile,Sometimes,0.29277,653,24310,0.2753,0.31589
537,537,2013,Upper Secondary Level,4th Quintile,Often,0.52665,1257,24310,0.50036,0.55561
538,538,2013,Upper Secondary Level,4th Quintile,Very often,0.08736,208,24310,0.07544,0.09995
539,539,2013,Upper Secondary Level,5th Quintile,Seldom,0.06831,126,24310,0.05716,0.07886
540,540,2013,Upper Secondary Level,5th Quintile,Sometimes,0.34526,512,24310,0.31205,0.37534
541,541,2013,Upper Secondary Level,5th Quintile,Often,0.49012,913,24310,0.45623,0.52016
542,542,2013,Upper Secondary Level,5th Quintile,Very often,0.09631,180,24310,0.08271,0.11157
543,543,2013,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.13724,32,24310,0.08384,0.20788
544,544,2013,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.47993,105,24310,0.37412,0.6048
545,545,2013,Post-secondary Non-tertiary Level,1st Quintile,Often,0.38283,130,24310,0.2762,0.54079
546,546,2013,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.39973,113,24310,0.30538,0.51034
547,547,2013,Post-secondary Non-tertiary Level,2nd Quintile,Often,0.60027,194,24310,0.49211,0.70978
548,548,2013,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.34664,94,24310,0.24404,0.45948
