syear,plh0186,proportion,n,lower_confidence,upper_confidence
2007,4.0,0.4526418786692759,20850,0.44588546563410036,0.45939829170445146
2007,3.0,0.34637964774951074,20850,0.3399209939159435,0.352838301583078
2007,2.0,0.09354207436399217,20850,0.08958949712670779,0.09749465160127656
2007,5.0,0.0820450097847358,20850,0.0783198936165003,0.08577012595297132
2007,1.0,0.025391389432485322,20850,0.02325607715621412,0.027526701708756523
2008,4.0,0.45587318087318085,19571,0.44889533053206926,0.46285103121429244
2008,3.0,0.3475051975051975,19571,0.34083377042508917,0.3541766245853058
2008,2.0,0.09121621621621621,19571,0.08718240216997498,0.09525003026245744
2008,5.0,0.0801975051975052,19571,0.07639230698853863,0.08400270340647176
2008,1.0,0.02520790020790021,19571,0.023011690035742292,0.027404110380058126
2009,4.0,0.44808346816939126,18254,0.4408691845786776,0.45529775176010495
2009,3.0,0.3477654410533951,18254,0.34085633017282896,0.3546745519339612
2009,2.0,0.10109914634826758,18254,0.09672587234031312,0.10547242035622205
2009,5.0,0.07548959437594152,18254,0.07165714438979222,0.07932204436209082
2009,1.0,0.02756235005300452,18254,0.025187336715388035,0.029937363390621006
2010,4.0,0.4597250693355842,24328,0.4534624016216863,0.46598773704948215
2010,3.0,0.34505004220426866,24328,0.3390762794679452,0.3510238049405921
2010,2.0,0.09140238755576993,24328,0.08778106313344777,0.09502371197809209
2010,5.0,0.07868081514530327,24328,0.07529750079784302,0.08206412949276352
2010,1.0,0.02514168575907392,24328,0.023174384749840814,0.027108986768307024
2011,4.0,0.4640139582222653,28898,0.45826400329422723,0.4697639131503034
2011,3.0,0.3264188436000582,28898,0.3210124861858652,0.33182520101425117
2011,5.0,0.09363640769640867,28898,0.09027751773849277,0.09699529765432457
2011,2.0,0.09179469781418116,28898,0.08846562731110523,0.09512376831725709
2011,1.0,0.024136092667086707,28898,0.02236659380308008,0.025905591531093335
2012,4.0,0.48876266953924496,28166,0.48292480817634265,0.4946005309021473
2012,3.0,0.3191989423688978,28166,0.313754739292728,0.32464314544506756
2012,5.0,0.0931792586789404,28166,0.08978446150591418,0.09657405585196663
2012,2.0,0.07868579542672477,28166,0.0755413393178371,0.08183025153561244
2012,1.0,0.02017333398619204,28166,0.018531395243235792,0.021815272729148287
2013,4.0,0.506484375,31177,0.5009346381671826,0.5120341118328173
2013,3.0,0.302265625,31177,0.2971678771544803,0.3073633728455197
2013,5.0,0.0933203125,31177,0.09009141733093974,0.09654920766906026
2013,2.0,0.077890625,31177,0.07491572259391466,0.08086552740608535
2013,1.0,0.0200390625,31177,0.018483519603248656,0.021594605396751343
2014,4.0,0.5083138910491427,27654,0.5024215611974603,0.5142062209008251
2014,3.0,0.29374513942895236,27654,0.2883767605191767,0.299113518338728
2014,5.0,0.10724734288782728,27654,0.10360034141765076,0.1108943443580038
2014,2.0,0.07314002147909492,27654,0.07007127014114684,0.076208772817043
2014,1.0,0.01755360515498278,27654,0.016005805710735246,0.019101404599230314
2015,4.0,0.5088267082983067,27342,0.5029009592802883,0.514752457316325
2015,3.0,0.2972659221007966,27342,0.2918482963357795,0.3026835478658137
2015,5.0,0.1020775789600096,27342,0.09848897509620323,0.10566618282381597
2015,2.0,0.07341579600496377,27342,0.07032423277013171,0.07650735923979583
2015,1.0,0.018413994635923303,27342,0.01682039538476463,0.020007593887081978
2016,4.0,0.5129013523604082,27798,0.5070254485181265,0.51877725620269
2016,3.0,0.2932879780967394,27798,0.28793595885147555,0.29863999734200325
2016,5.0,0.09997510993113748,27798,0.0964487835904111,0.10350143627186385
2016,2.0,0.07388202107359164,27798,0.07080697351216,0.07695706863502327
2016,1.0,0.01995353853812329,27798,0.018309611302659314,0.021597465773587263
2017,4.0,0.5323552826111679,31140,0.5268134223901264,0.5378971428322095
2017,3.0,0.28094317449486333,31140,0.27595102460649207,0.2859353243832346
2017,5.0,0.10462868190606164,31140,0.10122911389912852,0.10802824991299477
2017,2.0,0.06634064975927821,31140,0.06357637726040187,0.06910492225815455
2017,1.0,0.015732211228628834,31140,0.014350083156444803,0.017114339300812867
2018,4.0,0.5223062159727391,29779,0.5166328812324672,0.527979550713011
2018,3.0,0.2878461478202969,29779,0.28270372074985683,0.29298857489073693
2018,5.0,0.10465708354549372,29779,0.10118028096277021,0.10813388612821723
2018,2.0,0.06846578669068976,29779,0.06559740314221088,0.07133417023916863
2018,1.0,0.016724765970780618,29779,0.01526823879691274,0.018181293144648496
2019,4.0,0.5298240149509422,29565,0.5241346581491929,0.5355133717526915
2019,3.0,0.27795514717333747,29565,0.272848491469386,0.28306180287728894
2019,5.0,0.11073041582308052,29565,0.10715342921443913,0.11430740243172191
2019,2.0,0.064865285781031,29565,0.06205784640264986,0.06767272515941214
2019,1.0,0.016625136271608783,29565,0.01516763383968369,0.018082638703533875
2020,4.0,0.5157323547782636,29899,0.5100675798951775,0.5213971296613498
2020,3.0,0.2855637101811368,29899,0.2804438158121255,0.2906836045501481
2020,5.0,0.10829169269206745,29899,0.10476930855068808,0.11181407683344682
2020,2.0,0.07245471580262336,29899,0.06951619594908898,0.07539323565615774
2020,1.0,0.017957526545908806,29899,0.016452250557246376,0.019462802534571236
2021,4.0,0.5361112727695979,19931,0.5291877694319989,0.543034776107197
2021,3.0,0.2551358901239597,19931,0.24908365447983705,0.26118812576808237
2021,5.0,0.11744165745213292,19931,0.11297199913307421,0.12191131577119163
2021,2.0,0.07617994529476808,19931,0.0724969128222994,0.07986297776723676
2021,1.0,0.015131234359541407,19931,0.013436436573901258,0.01682603214518156
