year,bula_h,regtyp,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Hesse,Urban regions,Very seldom,0.02807,36,1141,0.01849,0.03766
2007,Hesse,Urban regions,Seldom,0.09411,98,1141,0.07716,0.11106
2007,Hesse,Urban regions,Sometimes,0.26519,362,1141,0.23956,0.29081
2007,Hesse,Urban regions,Often,0.33749,531,1141,0.31004,0.36494
2007,Hesse,Urban regions,Very often,0.08099,114,1141,0.06515,0.09683
2007,Hesse,Rural regions,Sometimes,0.29686,87,207,0.23447,0.35925
2007,Hesse,Rural regions,Often,0.42751,120,207,0.35996,0.49507
2007,"Rhineland-Palatinate, Saarland",Urban regions,Very seldom,0.03753,39,888,0.02502,0.05004
2007,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.09643,90,888,0.07700,0.11585
2007,"Rhineland-Palatinate, Saarland",Urban regions,Sometimes,0.32736,327,888,0.29648,0.35824
2007,"Rhineland-Palatinate, Saarland",Urban regions,Often,0.28620,361,888,0.25646,0.31595
2007,"Rhineland-Palatinate, Saarland",Urban regions,Very often,0.06131,71,888,0.04552,0.07710
2007,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.11333,34,268,0.07530,0.15135
2007,"Rhineland-Palatinate, Saarland",Rural regions,Sometimes,0.34989,114,268,0.29269,0.40710
2007,"Rhineland-Palatinate, Saarland",Rural regions,Often,0.32544,120,268,0.26924,0.38165
2007,Baden-Wuerttemberg,Urban regions,Very seldom,0.02043,49,2257,0.01459,0.02627
2007,Baden-Wuerttemberg,Urban regions,Seldom,0.07347,181,2257,0.06270,0.08423
2007,Baden-Wuerttemberg,Urban regions,Sometimes,0.29316,789,2257,0.27438,0.31195
2007,Baden-Wuerttemberg,Urban regions,Often,0.35183,1047,2257,0.33213,0.37154
2007,Baden-Wuerttemberg,Urban regions,Very often,0.07554,191,2257,0.06464,0.08645
2007,Baden-Wuerttemberg,Rural regions,Sometimes,0.25722,67,182,0.19354,0.32090
2007,Baden-Wuerttemberg,Rural regions,Often,0.40549,115,182,0.33396,0.47702
2007,Bavaria,Urban regions,Very seldom,0.03165,45,1449,0.02264,0.04067
2007,Bavaria,Urban regions,Seldom,0.08161,121,1449,0.06751,0.09571
2007,Bavaria,Urban regions,Sometimes,0.26973,486,1449,0.24687,0.29259
2007,Bavaria,Urban regions,Often,0.38157,670,1449,0.35655,0.40659
2007,Bavaria,Urban regions,Very often,0.06719,127,1449,0.05429,0.08008
2007,Bavaria,Rural regions,Seldom,0.08838,142,1467,0.07385,0.10291
2007,Bavaria,Rural regions,Sometimes,0.29784,485,1467,0.27443,0.32125
2007,Bavaria,Rural regions,Often,0.33142,702,1467,0.30733,0.35552
2007,Bavaria,Rural regions,Very often,0.08262,138,1467,0.06853,0.09671
2007,Berlin,Urban regions,Seldom,0.12286,94,721,0.09888,0.14683
2007,Berlin,Urban regions,Sometimes,0.27896,241,721,0.24620,0.31172
2007,Berlin,Urban regions,Often,0.37220,332,721,0.33689,0.40751
2007,Berlin,Urban regions,Very often,0.04953,54,721,0.03368,0.06538
2007,Brandenburg,Urban regions,Often,0.43658,38,38,0.27677,0.59639
2007,Brandenburg,Rural regions,Seldom,0.11407,91,766,0.09154,0.13659
2007,Brandenburg,Rural regions,Sometimes,0.36511,314,766,0.33099,0.39923
2007,Brandenburg,Rural regions,Often,0.29869,308,766,0.26625,0.33112
2007,Brandenburg,Rural regions,Very often,0.05865,53,766,0.04200,0.07530
2007,Mecklenburg-Western Pomerania,Urban regions,Often,0.49017,39,39,0.33122,0.64912
2007,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.07940,35,435,0.05397,0.10484
2007,Mecklenburg-Western Pomerania,Rural regions,Sometimes,0.31556,156,435,0.27183,0.35928
2007,Mecklenburg-Western Pomerania,Rural regions,Often,0.40311,206,435,0.35696,0.44926
2007,Mecklenburg-Western Pomerania,Rural regions,Very often,0.06508,38,435,0.04187,0.08829
2007,Saxony,Urban regions,Seldom,0.08556,63,739,0.06537,0.10574
2007,Saxony,Urban regions,Sometimes,0.32148,250,739,0.28778,0.35518
2007,Saxony,Urban regions,Often,0.39731,380,739,0.36200,0.43261
2007,Saxony,Urban regions,Very often,0.04591,46,739,0.03081,0.06100
2007,Saxony,Rural regions,Seldom,0.11518,86,738,0.09213,0.13823
2007,Saxony,Rural regions,Sometimes,0.30478,250,738,0.27155,0.33801
2007,Saxony,Rural regions,Often,0.37753,341,738,0.34253,0.41253
2007,Saxony,Rural regions,Very often,0.06576,61,738,0.04786,0.08365
2007,Saxony-Anhalt,Urban regions,Sometimes,0.28664,55,124,0.20673,0.36656
2007,Saxony-Anhalt,Urban regions,Often,0.29897,69,124,0.21807,0.37988
2007,Saxony-Anhalt,Rural regions,Seldom,0.09592,67,688,0.07390,0.11794
2007,Saxony-Anhalt,Rural regions,Sometimes,0.31305,265,688,0.27838,0.34773
2007,Saxony-Anhalt,Rural regions,Often,0.35250,294,688,0.31677,0.38822
2007,Saxony-Anhalt,Rural regions,Very often,0.06675,62,688,0.04809,0.08542
2007,Thuringa,Urban regions,Sometimes,0.33721,106,225,0.27530,0.39912
2007,Thuringa,Urban regions,Often,0.39883,119,225,0.33470,0.46295
2007,Thuringa,Rural regions,Seldom,0.11142,74,625,0.08673,0.13610
2007,Thuringa,Rural regions,Sometimes,0.34922,245,625,0.31181,0.38662
2007,Thuringa,Rural regions,Often,0.34034,275,625,0.30316,0.37751
2007,Thuringa,Rural regions,Very often,0.04096,31,625,0.02541,0.05651
2008,Schleswig-Holstein,Urban regions,Sometimes,0.33414,84,195,0.26777,0.40052
2008,Schleswig-Holstein,Urban regions,Often,0.40247,111,195,0.33346,0.47148
2008,Schleswig-Holstein,Rural regions,Sometimes,0.31090,121,258,0.25431,0.36749
2008,Schleswig-Holstein,Rural regions,Often,0.34783,137,258,0.28960,0.40606
2008,Hamburg,Urban regions,Sometimes,0.34285,106,238,0.28242,0.40328
2008,Hamburg,Urban regions,Often,0.39201,132,238,0.32985,0.45416
2008,Lower Saxony,Urban regions,Seldom,0.07070,54,799,0.05291,0.08848
2008,Lower Saxony,Urban regions,Sometimes,0.26816,258,799,0.23742,0.29890
2008,Lower Saxony,Urban regions,Often,0.38669,387,799,0.35290,0.42047
2008,Lower Saxony,Urban regions,Very often,0.08135,100,799,0.06239,0.10032
2008,Lower Saxony,Rural regions,Seldom,0.06620,60,880,0.04976,0.08264
2008,Lower Saxony,Rural regions,Sometimes,0.27431,286,880,0.24482,0.30381
2008,Lower Saxony,Rural regions,Often,0.39023,454,880,0.35798,0.42248
2008,Lower Saxony,Rural regions,Very often,0.06982,80,880,0.05297,0.08666
2008,Bremen,Urban regions,Sometimes,0.30779,44,100,0.21686,0.39871
2008,Bremen,Urban regions,Often,0.35029,56,100,0.25631,0.44426
2008,North Rhine-Westphalia,Urban regions,Very seldom,0.02643,89,3813,0.02134,0.03153
2008,North Rhine-Westphalia,Urban regions,Seldom,0.09469,381,3813,0.08540,0.10399
2008,North Rhine-Westphalia,Urban regions,Sometimes,0.30777,1356,3813,0.29312,0.32242
2008,North Rhine-Westphalia,Urban regions,Often,0.34764,1726,3813,0.33252,0.36275
2008,North Rhine-Westphalia,Urban regions,Very often,0.05598,261,3813,0.04869,0.06328
2008,North Rhine-Westphalia,Rural regions,Sometimes,0.32356,42,88,0.22525,0.42186
2008,North Rhine-Westphalia,Rural regions,Often,0.33058,46,88,0.23172,0.42943
2008,Hesse,Urban regions,Seldom,0.08934,90,1058,0.07215,0.10654
2008,Hesse,Urban regions,Sometimes,0.27568,371,1058,0.24874,0.30262
2008,Hesse,Urban regions,Often,0.33393,494,1058,0.30550,0.36236
2008,Hesse,Urban regions,Very often,0.07312,103,1058,0.05743,0.08882
2008,Hesse,Rural regions,Sometimes,0.31889,75,185,0.25155,0.38623
2008,Hesse,Rural regions,Often,0.39899,110,185,0.32823,0.46974
2008,"Rhineland-Palatinate, Saarland",Urban regions,Very seldom,0.04780,38,819,0.03318,0.06242
2008,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.10537,87,819,0.08433,0.12641
2008,"Rhineland-Palatinate, Saarland",Urban regions,Sometimes,0.27968,277,819,0.24892,0.31044
2008,"Rhineland-Palatinate, Saarland",Urban regions,Often,0.30875,355,819,0.27709,0.34041
2008,"Rhineland-Palatinate, Saarland",Urban regions,Very often,0.06298,62,819,0.04633,0.07963
2008,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.14859,42,250,0.10441,0.19277
2008,"Rhineland-Palatinate, Saarland",Rural regions,Sometimes,0.33053,102,250,0.27210,0.38895
2008,"Rhineland-Palatinate, Saarland",Rural regions,Often,0.30208,106,250,0.24505,0.35911
2008,Baden-Wuerttemberg,Urban regions,Very seldom,0.02371,47,2134,0.01725,0.03016
2008,Baden-Wuerttemberg,Urban regions,Seldom,0.06967,174,2134,0.05887,0.08048
2008,Baden-Wuerttemberg,Urban regions,Sometimes,0.29038,707,2134,0.27112,0.30965
2008,Baden-Wuerttemberg,Urban regions,Often,0.36152,1022,2134,0.34113,0.38191
2008,Baden-Wuerttemberg,Urban regions,Very often,0.07222,184,2134,0.06124,0.08321
2008,Baden-Wuerttemberg,Rural regions,Sometimes,0.25597,63,174,0.19094,0.32100
2008,Baden-Wuerttemberg,Rural regions,Often,0.41048,111,174,0.33718,0.48379
2008,Bavaria,Urban regions,Very seldom,0.03039,41,1335,0.02118,0.03960
2008,Bavaria,Urban regions,Seldom,0.07094,106,1335,0.05716,0.08471
2008,Bavaria,Urban regions,Sometimes,0.28219,461,1335,0.25804,0.30634
2008,Bavaria,Urban regions,Often,0.37223,594,1335,0.34628,0.39817
2008,Bavaria,Urban regions,Very often,0.07955,133,1335,0.06503,0.09407
2008,Bavaria,Rural regions,Seldom,0.09535,139,1386,0.07989,0.11082
2008,Bavaria,Rural regions,Sometimes,0.29823,498,1386,0.27414,0.32233
2008,Bavaria,Rural regions,Often,0.34068,621,1386,0.31572,0.36564
2008,Bavaria,Rural regions,Very often,0.07748,128,1386,0.06340,0.09156
2008,Berlin,Urban regions,Seldom,0.15015,104,702,0.12370,0.17659
2008,Berlin,Urban regions,Sometimes,0.29074,247,702,0.25712,0.32436
2008,Berlin,Urban regions,Often,0.36461,309,702,0.32898,0.40024
2008,Berlin,Urban regions,Very often,0.03800,42,702,0.02385,0.05216
2008,Brandenburg,Urban regions,Sometimes,0.35671,33,33,0.19073,0.52268
2008,Brandenburg,Rural regions,Seldom,0.12248,95,731,0.09869,0.14626
2008,Brandenburg,Rural regions,Sometimes,0.32987,282,731,0.29577,0.36398
2008,Brandenburg,Rural regions,Often,0.32717,308,731,0.29313,0.36120
2008,Brandenburg,Rural regions,Very often,0.04309,46,731,0.02836,0.05782
2008,Mecklenburg-Western Pomerania,Urban regions,Often,0.43629,35,35,0.26960,0.60299
2008,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.07400,38,387,0.04789,0.10012
2008,Mecklenburg-Western Pomerania,Rural regions,Sometimes,0.32926,138,387,0.28238,0.37614
2008,Mecklenburg-Western Pomerania,Rural regions,Often,0.39556,211,387,0.34678,0.44434
2008,Saxony,Urban regions,Seldom,0.07310,57,714,0.05399,0.09221
2008,Saxony,Urban regions,Sometimes,0.30807,233,714,0.27418,0.34196
2008,Saxony,Urban regions,Often,0.41750,367,714,0.38131,0.45370
2008,Saxony,Urban regions,Very often,0.05524,57,714,0.03848,0.07201
2008,Saxony,Rural regions,Seldom,0.10526,71,691,0.08236,0.12816
2008,Saxony,Rural regions,Sometimes,0.30226,250,691,0.26799,0.33653
2008,Saxony,Rural regions,Often,0.36861,308,691,0.33261,0.40460
2008,Saxony,Rural regions,Very often,0.06781,62,691,0.04905,0.08657
2008,Saxony-Anhalt,Urban regions,Sometimes,0.31234,61,128,0.23174,0.39295
2008,Saxony-Anhalt,Urban regions,Often,0.30807,67,128,0.22777,0.38837
2008,Saxony-Anhalt,Rural regions,Seldom,0.07401,58,635,0.05363,0.09438
2008,Saxony-Anhalt,Rural regions,Sometimes,0.30880,235,635,0.27284,0.34477
2008,Saxony-Anhalt,Rural regions,Often,0.43908,303,635,0.40045,0.47772
2008,Saxony-Anhalt,Rural regions,Very often,0.03551,39,635,0.02111,0.04992
2008,Thuringa,Urban regions,Sometimes,0.36925,103,218,0.30504,0.43346
2008,Thuringa,Urban regions,Often,0.34969,115,218,0.28624,0.41314
2008,Thuringa,Rural regions,Seldom,0.10550,64,564,0.08013,0.13088
2008,Thuringa,Rural regions,Sometimes,0.34902,241,564,0.30965,0.38840
2008,Thuringa,Rural regions,Often,0.34080,259,564,0.30164,0.37995
2009,Schleswig-Holstein,Urban regions,Sometimes,0.38159,72,162,0.30655,0.45663
2009,Schleswig-Holstein,Urban regions,Often,0.34713,90,162,0.27359,0.42066
2009,Schleswig-Holstein,Rural regions,Seldom,0.08416,36,280,0.05158,0.11674
2009,Schleswig-Holstein,Rural regions,Sometimes,0.31808,109,280,0.26343,0.37273
2009,Schleswig-Holstein,Rural regions,Often,0.34524,135,280,0.28945,0.40103
2009,Hamburg,Urban regions,Sometimes,0.26672,82,196,0.20465,0.32879
2009,Hamburg,Urban regions,Often,0.37945,114,196,0.31134,0.44756
2009,Lower Saxony,Urban regions,Seldom,0.09812,77,749,0.07680,0.11944
2009,Lower Saxony,Urban regions,Sometimes,0.25132,220,749,0.22024,0.28241
2009,Lower Saxony,Urban regions,Often,0.40690,387,749,0.37169,0.44210
2009,Lower Saxony,Urban regions,Very often,0.05522,65,749,0.03885,0.07159
2009,Lower Saxony,Rural regions,Seldom,0.09178,80,831,0.07214,0.11143
2009,Lower Saxony,Rural regions,Sometimes,0.27058,275,831,0.24036,0.30081
2009,Lower Saxony,Rural regions,Often,0.39424,410,831,0.36099,0.42749
2009,Lower Saxony,Rural regions,Very often,0.05192,66,831,0.03683,0.06701
2009,Bremen,Urban regions,Sometimes,0.32157,45,101,0.23002,0.41312
2009,Bremen,Urban regions,Often,0.40523,56,101,0.30901,0.50145
2009,North Rhine-Westphalia,Urban regions,Very seldom,0.03316,126,3509,0.02723,0.03908
2009,North Rhine-Westphalia,Urban regions,Seldom,0.10465,407,3509,0.09452,0.11478
2009,North Rhine-Westphalia,Urban regions,Sometimes,0.28444,1210,3509,0.26951,0.29937
2009,North Rhine-Westphalia,Urban regions,Often,0.35650,1540,3509,0.34065,0.37235
2009,North Rhine-Westphalia,Urban regions,Very often,0.05604,226,3509,0.04843,0.06365
2009,North Rhine-Westphalia,Rural regions,Sometimes,0.46486,55,93,0.36294,0.56678
2009,North Rhine-Westphalia,Rural regions,Often,0.20593,38,93,0.12329,0.28856
2009,Hesse,Urban regions,Very seldom,0.03368,39,991,0.02245,0.04492
2009,Hesse,Urban regions,Seldom,0.08413,92,991,0.06684,0.10142
2009,Hesse,Urban regions,Sometimes,0.27167,330,991,0.24396,0.29938
2009,Hesse,Urban regions,Often,0.33220,427,991,0.30286,0.36154
2009,Hesse,Urban regions,Very often,0.07648,103,991,0.05993,0.09304
2009,Hesse,Rural regions,Sometimes,0.32263,74,177,0.25356,0.39170
2009,Hesse,Rural regions,Often,0.41199,103,177,0.33927,0.48470
2009,"Rhineland-Palatinate, Saarland",Urban regions,Very seldom,0.04686,36,772,0.03194,0.06178
2009,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.09498,97,772,0.07428,0.11567
2009,"Rhineland-Palatinate, Saarland",Urban regions,Sometimes,0.29426,269,772,0.26209,0.32643
2009,"Rhineland-Palatinate, Saarland",Urban regions,Often,0.29603,306,772,0.26381,0.32826
2009,"Rhineland-Palatinate, Saarland",Urban regions,Very often,0.06902,64,772,0.05113,0.08691
2009,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.10601,32,223,0.06551,0.14651
2009,"Rhineland-Palatinate, Saarland",Rural regions,Sometimes,0.34192,96,223,0.27952,0.40432
2009,"Rhineland-Palatinate, Saarland",Rural regions,Often,0.34084,95,223,0.27849,0.40320
2009,Baden-Wuerttemberg,Urban regions,Very seldom,0.01685,34,1910,0.01107,0.02262
2009,Baden-Wuerttemberg,Urban regions,Seldom,0.09142,170,1910,0.07849,0.10435
2009,Baden-Wuerttemberg,Urban regions,Sometimes,0.31564,681,1910,0.29479,0.33648
2009,Baden-Wuerttemberg,Urban regions,Often,0.33982,876,1910,0.31858,0.36107
2009,Baden-Wuerttemberg,Urban regions,Very often,0.06635,149,1910,0.05518,0.07751
2009,Baden-Wuerttemberg,Rural regions,Sometimes,0.33181,70,156,0.25768,0.40594
2009,Baden-Wuerttemberg,Rural regions,Often,0.33259,86,156,0.25841,0.40676
2009,Bavaria,Urban regions,Seldom,0.09518,124,1228,0.07876,0.11160
2009,Bavaria,Urban regions,Sometimes,0.28917,441,1228,0.26380,0.31454
2009,Bavaria,Urban regions,Often,0.35655,554,1228,0.32975,0.38335
2009,Bavaria,Urban regions,Very often,0.06750,109,1228,0.05346,0.08153
2009,Bavaria,Rural regions,Seldom,0.08854,127,1317,0.07319,0.10389
2009,Bavaria,Rural regions,Sometimes,0.27380,440,1317,0.24971,0.29789
2009,Bavaria,Rural regions,Often,0.37591,635,1317,0.34974,0.40208
2009,Bavaria,Rural regions,Very often,0.07176,115,1317,0.05782,0.08571
2009,Berlin,Urban regions,Seldom,0.10293,82,661,0.07975,0.12611
2009,Berlin,Urban regions,Sometimes,0.30390,233,661,0.26881,0.33899
2009,Berlin,Urban regions,Often,0.37242,298,661,0.33554,0.40931
2009,Berlin,Urban regions,Very often,0.05877,48,661,0.04082,0.07671
2009,Brandenburg,Urban regions,Often,0.34216,31,31,0.17239,0.51194
2009,Brandenburg,Rural regions,Seldom,0.11701,83,693,0.09306,0.14096
2009,Brandenburg,Rural regions,Sometimes,0.29083,258,693,0.25699,0.32467
2009,Brandenburg,Rural regions,Often,0.34013,302,693,0.30483,0.37543
2009,Brandenburg,Rural regions,Very often,0.05337,50,693,0.03662,0.07011
2009,Mecklenburg-Western Pomerania,Urban regions,Often,0.48899,32,32,0.31301,0.66496
2009,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.08408,33,375,0.05595,0.11220
2009,Mecklenburg-Western Pomerania,Rural regions,Sometimes,0.34760,144,375,0.29933,0.39586
2009,Mecklenburg-Western Pomerania,Rural regions,Often,0.37872,198,375,0.32955,0.42788
2009,Saxony,Urban regions,Seldom,0.10206,59,675,0.07920,0.12491
2009,Saxony,Urban regions,Sometimes,0.26414,238,675,0.23086,0.29743
2009,Saxony,Urban regions,Often,0.41940,332,675,0.38214,0.45665
2009,Saxony,Urban regions,Very often,0.05549,46,675,0.03820,0.07277
2009,Saxony,Rural regions,Seldom,0.09037,63,657,0.06843,0.11231
2009,Saxony,Rural regions,Sometimes,0.29584,243,657,0.26092,0.33077
2009,Saxony,Rural regions,Often,0.36727,304,657,0.33038,0.40416
2009,Saxony,Rural regions,Very often,0.06648,47,657,0.04742,0.08555
2009,Saxony-Anhalt,Urban regions,Sometimes,0.31628,59,119,0.23238,0.40019
2009,Saxony-Anhalt,Urban regions,Often,0.30731,60,119,0.22407,0.39056
2009,Saxony-Anhalt,Rural regions,Seldom,0.12248,71,583,0.09584,0.14911
2009,Saxony-Anhalt,Rural regions,Sometimes,0.32703,248,583,0.28891,0.36514
2009,Saxony-Anhalt,Rural regions,Often,0.38750,264,583,0.34792,0.42708
2009,Thuringa,Urban regions,Sometimes,0.30230,93,197,0.23801,0.36660
2009,Thuringa,Urban regions,Often,0.33597,104,197,0.26984,0.40209
2009,Thuringa,Rural regions,Seldom,0.11203,65,559,0.08586,0.13820
2009,Thuringa,Rural regions,Sometimes,0.31005,209,559,0.27167,0.34842
2009,Thuringa,Rural regions,Often,0.33735,254,559,0.29812,0.37658
2009,Thuringa,Rural regions,Very often,0.03981,31,559,0.02359,0.05603
2010,Schleswig-Holstein,Urban regions,Sometimes,0.28571,52,145,0.21192,0.35949
2010,Schleswig-Holstein,Urban regions,Often,0.39104,93,145,0.31134,0.47075
2010,Schleswig-Holstein,Rural regions,Sometimes,0.27559,91,207,0.21457,0.33661
2010,Schleswig-Holstein,Rural regions,Often,0.34004,116,207,0.27535,0.40473
2010,Hamburg,Urban regions,Sometimes,0.32505,94,218,0.26272,0.38737
2010,Hamburg,Urban regions,Often,0.34142,124,218,0.27833,0.40451
2010,Lower Saxony,Urban regions,Seldom,0.07512,57,686,0.05538,0.09486
2010,Lower Saxony,Urban regions,Sometimes,0.24939,233,686,0.21699,0.28179
2010,Lower Saxony,Urban regions,Often,0.33059,335,686,0.29536,0.36582
2010,Lower Saxony,Urban regions,Very often,0.06298,61,686,0.04478,0.08117
2010,Lower Saxony,Rural regions,Seldom,0.04858,51,774,0.03342,0.06373
2010,Lower Saxony,Rural regions,Sometimes,0.28665,264,774,0.25477,0.31853
2010,Lower Saxony,Rural regions,Often,0.32902,387,774,0.29589,0.36214
2010,Lower Saxony,Rural regions,Very often,0.07165,72,774,0.05347,0.08983
2010,Bremen,Urban regions,Sometimes,0.35860,45,92,0.26006,0.45713
2010,Bremen,Urban regions,Often,0.29703,47,92,0.20314,0.39091
2010,North Rhine-Westphalia,Urban regions,Very seldom,0.02387,85,3272,0.01864,0.02910
2010,North Rhine-Westphalia,Urban regions,Seldom,0.10132,351,3272,0.09098,0.11166
2010,North Rhine-Westphalia,Urban regions,Sometimes,0.26160,1119,3272,0.24653,0.27666
2010,North Rhine-Westphalia,Urban regions,Often,0.30581,1479,3272,0.29002,0.32160
2010,North Rhine-Westphalia,Urban regions,Very often,0.05190,238,3272,0.04430,0.05950
2010,North Rhine-Westphalia,Rural regions,Sometimes,0.31370,35,82,0.21265,0.41475
2010,North Rhine-Westphalia,Rural regions,Often,0.32907,47,82,0.22674,0.43140
2010,Hesse,Urban regions,Very seldom,0.03155,34,916,0.02023,0.04288
2010,Hesse,Urban regions,Seldom,0.06952,70,916,0.05304,0.08599
2010,Hesse,Urban regions,Sometimes,0.23903,303,916,0.21139,0.26666
2010,Hesse,Urban regions,Often,0.31319,420,916,0.28314,0.34325
2010,Hesse,Urban regions,Very often,0.08037,89,916,0.06276,0.09799
2010,Hesse,Rural regions,Sometimes,0.27881,71,159,0.20889,0.34873
2010,Hesse,Rural regions,Often,0.32242,88,159,0.24954,0.39530
2010,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.08095,90,696,0.06067,0.10123
2010,"Rhineland-Palatinate, Saarland",Urban regions,Sometimes,0.29522,264,696,0.26131,0.32913
2010,"Rhineland-Palatinate, Saarland",Urban regions,Often,0.29579,298,696,0.26186,0.32973
2010,"Rhineland-Palatinate, Saarland",Urban regions,Very often,0.05076,44,696,0.03444,0.06708
2010,"Rhineland-Palatinate, Saarland",Rural regions,Sometimes,0.39766,108,192,0.32825,0.46707
2010,"Rhineland-Palatinate, Saarland",Rural regions,Often,0.25088,84,192,0.18940,0.31236
2010,Baden-Wuerttemberg,Urban regions,Seldom,0.07988,154,1756,0.06719,0.09256
2010,Baden-Wuerttemberg,Urban regions,Sometimes,0.27125,621,1756,0.25044,0.29205
2010,Baden-Wuerttemberg,Urban regions,Often,0.33119,845,1756,0.30917,0.35321
2010,Baden-Wuerttemberg,Urban regions,Very often,0.05664,136,1756,0.04582,0.06745
2010,Baden-Wuerttemberg,Rural regions,Sometimes,0.20641,52,134,0.13762,0.27519
2010,Baden-Wuerttemberg,Rural regions,Often,0.36639,82,134,0.28450,0.44827
2010,Bavaria,Urban regions,Very seldom,0.02860,36,1174,0.01906,0.03814
2010,Bavaria,Urban regions,Seldom,0.08829,115,1174,0.07205,0.10453
2010,Bavaria,Urban regions,Sometimes,0.26685,398,1174,0.24154,0.29216
2010,Bavaria,Urban regions,Often,0.31189,511,1174,0.28538,0.33840
2010,Bavaria,Urban regions,Very often,0.08573,114,1174,0.06971,0.10175
2010,Bavaria,Rural regions,Seldom,0.07299,114,1214,0.05835,0.08763
2010,Bavaria,Rural regions,Sometimes,0.25522,402,1214,0.23069,0.27976
2010,Bavaria,Rural regions,Often,0.33762,584,1214,0.31100,0.36423
2010,Bavaria,Rural regions,Very often,0.05570,114,1214,0.04279,0.06860
2010,Berlin,Urban regions,Seldom,0.09166,74,622,0.06896,0.11435
2010,Berlin,Urban regions,Sometimes,0.29558,214,622,0.25969,0.33147
2010,Berlin,Urban regions,Often,0.32109,294,622,0.28437,0.35781
2010,Berlin,Urban regions,Very often,0.04532,40,622,0.02896,0.06168
2010,Brandenburg,Urban regions,Often,0.44792,32,32,0.27286,0.62298
2010,Brandenburg,Rural regions,Seldom,0.08704,71,630,0.06501,0.10907
2010,Brandenburg,Rural regions,Sometimes,0.28862,241,630,0.25321,0.32403
2010,Brandenburg,Rural regions,Often,0.32188,275,630,0.28537,0.35839
2010,Brandenburg,Rural regions,Very often,0.04576,43,630,0.02943,0.06209
2010,Mecklenburg-Western Pomerania,Rural regions,Sometimes,0.31548,121,318,0.26433,0.36664
2010,Mecklenburg-Western Pomerania,Rural regions,Often,0.39485,197,318,0.34104,0.44866
2010,Saxony,Urban regions,Seldom,0.10223,64,617,0.07831,0.12616
2010,Saxony,Urban regions,Sometimes,0.26637,192,617,0.23146,0.30128
2010,Saxony,Urban regions,Often,0.36980,323,617,0.33168,0.40792
2010,Saxony,Urban regions,Very often,0.02929,38,617,0.01597,0.04260
2010,Saxony,Rural regions,Seldom,0.09022,50,601,0.06730,0.11315
2010,Saxony,Rural regions,Sometimes,0.30300,229,601,0.26622,0.33977
2010,Saxony,Rural regions,Often,0.37102,281,601,0.33237,0.40968
2010,Saxony,Rural regions,Very often,0.04126,41,601,0.02534,0.05717
